year	office	name	party	incumbent
2002.0	"Ag Comm"	"Combs"	"R"	"Y"
2002.0	"Ag Comm"	"Ramsay"	"D"	"N"
2002.0	"Attorney Gen"	"Abbott"	"R"	"N"
2002.0	"Attorney Gen"	"Watson"	"D"	"N"
2002.0	"CCA 1"	"Cochran"	"R"	"N"
2002.0	"CCA 1"	"Molina"	"D"	"N"
2002.0	"CCA 2"	"Montgomery"	"D"	"N"
2002.0	"CCA 2"	"Womack"	"R"	"Y"
2002.0	"CCA 3"	"Bull"	"D"	"N"
2002.0	"CCA 3"	"Price"	"R"	"Y"
2002.0	"Comptroller"	"Akins"	"D"	"N"
2002.0	"Comptroller"	"Rylander"	"R"	"Y"
2002.0	"Governor"	"Perry"	"R"	"Y"
2002.0	"Governor"	"Sanchez"	"D"	"N"
2002.0	"Land Comm"	"Bernsen"	"D"	"N"
2002.0	"Land Comm"	"Patterson"	"R"	"N"
2002.0	"Lt. Governor"	"Dewhurst"	"R"	"N"
2002.0	"Lt. Governor"	"Sharp"	"D"	"N"
2002.0	"RR Comm 3"	"Boyles"	"D"	"N"
2002.0	"RR Comm 3"	"Williams"	"R"	"N"
2002.0	"SBOE 1"	"Munoz"	"R"	"N"
2002.0	"SBOE 1"	"Nunez"	"D"	"Y"
2002.0	"SBOE 15"	"Craig"	"R"	"N"
2002.0	"SBOE 15"	"Schaeffer"	"D"	"N"
2002.0	"SBOE 5"	"Howard"	"D"	"N"
2002.0	"SBOE 5"	"Montgomery"	"R"	"Y"
2002.0	"SBOE 7"	"Bradley"	"R"	"Y"
2002.0	"SBOE 7"	"Hargrove"	"D"	"N"
2002.0	"SBOE 9"	"McLeroy"	"R"	"Y"
2002.0	"SBOE 9"	"Woodard"	"D"	"N"
2002.0	"State Rep 1"	"Teafatiller"	"R"	"N"
2002.0	"State Rep 1"	"Telford"	"D"	"Y"
2002.0	"State Rep 103"	"Olivo"	"R"	"N"
2002.0	"State Rep 103"	"Wolens"	"D"	"Y"
2002.0	"State Rep 104"	"Alonzo"	"D"	"N"
2002.0	"State Rep 104"	"Hernandez"	"R"	"N"
2002.0	"State Rep 107"	"Daniel"	"D"	"N"
2002.0	"State Rep 107"	"Keffer"	"R"	"N"
2002.0	"State Rep 108"	"Branch"	"R"	"N"
2002.0	"State Rep 108"	"Dade"	"D"	"N"
2002.0	"State Rep 109"	"Giddings"	"D"	"Y"
2002.0	"State Rep 109"	"Sam"	"R"	"N"
2002.0	"State Rep 112"	"Booker"	"D"	"N"
2002.0	"State Rep 112"	"Hill"	"R"	"Y"
2002.0	"State Rep 115"	"Marchant"	"R"	"Y"
2002.0	"State Rep 115"	"Sutter"	"D"	"N"
2002.0	"State Rep 117"	"Mercer"	"R"	"N"
2002.0	"State Rep 117"	"Prado"	"D"	"N"
2002.0	"State Rep 12"	"Ingle"	"R"	"N"
2002.0	"State Rep 12"	"McReynolds"	"D"	"Y"
2002.0	"State Rep 123"	"Barger"	"R"	"N"
2002.0	"State Rep 123"	"Villarreal"	"D"	"Y"
2002.0	"State Rep 125"	"Balido"	"R"	"N"
2002.0	"State Rep 125"	"Castro"	"D"	"N"
2002.0	"State Rep 133"	"Amadi"	"D"	"N"
2002.0	"State Rep 133"	"Nixon"	"R"	"Y"
2002.0	"State Rep 134"	"Danburg"	"D"	"Y"
2002.0	"State Rep 134"	"Wong"	"R"	"N"
2002.0	"State Rep 135"	"Elkins"	"R"	"Y"
2002.0	"State Rep 135"	"Krebs"	"D"	"N"
2002.0	"State Rep 137"	"Hochberg"	"D"	"N"
2002.0	"State Rep 137"	"Roberts"	"R"	"N"
2002.0	"State Rep 138"	"Bohac"	"R"	"N"
2002.0	"State Rep 138"	"Yarbrough"	"D"	"Y"
2002.0	"State Rep 140"	"Bailey"	"D"	"Y"
2002.0	"State Rep 140"	"Palasota"	"R"	"N"
2002.0	"State Rep 149"	"Heflin"	"R"	"Y"
2002.0	"State Rep 149"	"Tran"	"D"	"N"
2002.0	"State Rep 17"	"Cook"	"D"	"Y"
2002.0	"State Rep 17"	"Killgore"	"R"	"N"
2002.0	"State Rep 18"	"Ellis"	"D"	"Y"
2002.0	"State Rep 18"	"Shauberger"	"R"	"N"
2002.0	"State Rep 19"	"Clayton"	"D"	"N"
2002.0	"State Rep 19"	"Hamilton"	"R"	"N"
2002.0	"State Rep 2"	"Duncan"	"D"	"N"
2002.0	"State Rep 2"	"Flynn"	"R"	"N"
2002.0	"State Rep 21"	"Kimler"	"R"	"N"
2002.0	"State Rep 21"	"Ritter"	"D"	"Y"
2002.0	"State Rep 24"	"Buzbee"	"D"	"N"
2002.0	"State Rep 24"	"Taylor"	"R"	"N"
2002.0	"State Rep 25"	"Bonnen"	"R"	"Y"
2002.0	"State Rep 25"	"Ertell"	"D"	"N"
2002.0	"State Rep 27"	"Olivo"	"D"	"Y"
2002.0	"State Rep 27"	"Rubal"	"R"	"N"
2002.0	"State Rep 29"	"Dawson"	"R"	"N"
2002.0	"State Rep 29"	"Uher"	"D"	"Y"
2002.0	"State Rep 32"	"Miller"	"D"	"N"
2002.0	"State Rep 32"	"Seaman"	"R"	"Y"
2002.0	"State Rep 33"	"Cuellar"	"R"	"N"
2002.0	"State Rep 33"	"Luna"	"D"	"Y"
2002.0	"State Rep 34"	"Capello"	"D"	"Y"
2002.0	"State Rep 34"	"Pate"	"R"	"N"
2002.0	"State Rep 35"	"Canales"	"D"	"N"
2002.0	"State Rep 35"	"Welder"	"R"	"N"
2002.0	"State Rep 38"	"Solis"	"D"	"Y"
2002.0	"State Rep 38"	"Zamora"	"R"	"N"
2002.0	"State Rep 4"	"Brown"	"R"	"Y"
2002.0	"State Rep 4"	"Head"	"D"	"N"
2002.0	"State Rep 43"	"Cyganiewicz"	"R"	"N"
2002.0	"State Rep 43"	"Rangel"	"D"	"Y"
2002.0	"State Rep 45"	"Green"	"R"	"Y"
2002.0	"State Rep 45"	"Rose"	"D"	"N"
2002.0	"State Rep 47"	"Keel"	"R"	"Y"
2002.0	"State Rep 47"	"Martin"	"D"	"N"
2002.0	"State Rep 48"	"Baxter"	"R"	"N"
2002.0	"State Rep 48"	"Kitchen"	"D"	"Y"
2002.0	"State Rep 49"	"Naishtat"	"D"	"Y"
2002.0	"State Rep 49"	"Pacetti"	"R"	"N"
2002.0	"State Rep 5"	"Glaze"	"D"	"Y"
2002.0	"State Rep 5"	"Hughes"	"R"	"N"
2002.0	"State Rep 50"	"Stick"	"R"	"N"
2002.0	"State Rep 50"	"Sylvester"	"D"	"N"
2002.0	"State Rep 52"	"Freeman"	"D"	"N"
2002.0	"State Rep 52"	"Krusee"	"R"	"Y"
2002.0	"State Rep 56"	"Getterman"	"R"	"N"
2002.0	"State Rep 56"	"Mabry"	"D"	"N"
2002.0	"State Rep 57"	"Dunnam"	"D"	"Y"
2002.0	"State Rep 57"	"Hibbs"	"R"	"N"
2002.0	"State Rep 58"	"Kauffman"	"D"	"N"
2002.0	"State Rep 58"	"Wohlgemuth"	"R"	"Y"
2002.0	"State Rep 59"	"Lengefeld"	"D"	"N"
2002.0	"State Rep 59"	"Miller"	"R"	"Y"
2002.0	"State Rep 61"	"Dobbs"	"D"	"N"
2002.0	"State Rep 61"	"King"	"R"	"Y"
2002.0	"State Rep 62"	"Clark"	"R"	"Y"
2002.0	"State Rep 62"	"Jarvis"	"D"	"N"
2002.0	"State Rep 66"	"McCall"	"R"	"Y"
2002.0	"State Rep 66"	"Spievack"	"D"	"N"
2002.0	"State Rep 67"	"Graham"	"D"	"N"
2002.0	"State Rep 67"	"Madden"	"R"	"Y"
2002.0	"State Rep 68"	"Counts"	"D"	"Y"
2002.0	"State Rep 68"	"Hardcastle"	"R"	"Y"
2002.0	"State Rep 70"	"Lusk"	"D"	"N"
2002.0	"State Rep 70"	"Paxton"	"R"	"N"
2002.0	"State Rep 72"	"Campbell"	"R"	"N"
2002.0	"State Rep 72"	"Slone"	"D"	"N"
2002.0	"State Rep 73"	"Casteel"	"R"	"N"
2002.0	"State Rep 73"	"Yanta"	"D"	"N"
2002.0	"State Rep 74"	"Gallego"	"D"	"Y"
2002.0	"State Rep 74"	"Nieto"	"R"	"N"
2002.0	"State Rep 8"	"Cook"	"R"	"N"
2002.0	"State Rep 8"	"Robinson"	"D"	"N"
2002.0	"State Rep 80"	"Garza"	"D"	"N"
2002.0	"State Rep 80"	"Martinez"	"R"	"N"
2002.0	"State Rep 84"	"Guerrero"	"D"	"N"
2002.0	"State Rep 84"	"Isett"	"R"	"Y"
2002.0	"State Rep 85"	"Laney"	"D"	"Y"
2002.0	"State Rep 85"	"Strickland"	"R"	"N"
2002.0	"State Rep 87"	"Quackenbsh"	"D"	"N"
2002.0	"State Rep 87"	"Swinford"	"R"	"Y"
2002.0	"State Rep 89"	"Harris"	"D"	"N"
2002.0	"State Rep 89"	"Laubenberg"	"R"	"N"
2002.0	"State Rep 9"	"Christian"	"R"	"Y"
2002.0	"State Rep 9"	"Moore"	"D"	"N"
2002.0	"State Rep 90"	"Burnam"	"D"	"Y"
2002.0	"State Rep 90"	"Keilberg"	"R"	"N"
2002.0	"State Rep 93"	"Goodman"	"R"	"Y"
2002.0	"State Rep 93"	"Gregory"	"D"	"N"
2002.0	"State Rep 96"	"Cox"	"D"	"N"
2002.0	"State Rep 96"	"Zedler"	"R"	"N"
2002.0	"State Rep 97"	"Mowery"	"R"	"Y"
2002.0	"State Rep 97"	"Stevens"	"D"	"N"
2002.0	"State Rep 99"	"Coffey"	"D"	"N"
2002.0	"State Rep 99"	"Geren"	"R"	"Y"
2002.0	"State Sen 1"	"Blount"	"D"	"N"
2002.0	"State Sen 1"	"Ratliff"	"R"	"Y"
2002.0	"State Sen 10"	"Brimer"	"R"	"N"
2002.0	"State Sen 10"	"Ray"	"D"	"N"
2002.0	"State Sen 14"	"Barrientos"	"D"	"Y"
2002.0	"State Sen 14"	"Bentzin"	"R"	"N"
2002.0	"State Sen 15"	"Whitmire"	"D"	"Y"
2002.0	"State Sen 15"	"Wolfe"	"R"	"N"
2002.0	"State Sen 16"	"Carona"	"R"	"Y"
2002.0	"State Sen 16"	"Frederiksn"	"D"	"N"
2002.0	"State Sen 17"	"Harrison"	"D"	"N"
2002.0	"State Sen 17"	"Janek"	"R"	"N"
2002.0	"State Sen 18"	"Armbrister"	"D"	"Y"
2002.0	"State Sen 18"	"Phipps"	"R"	"N"
2002.0	"State Sen 2"	"Cain"	"D"	"Y"
2002.0	"State Sen 2"	"Deuell"	"R"	"N"
2002.0	"State Sen 22"	"Averitt"	"R"	"N"
2002.0	"State Sen 22"	"Renschler"	"D"	"N"
2002.0	"State Sen 25"	"Sullivan"	"D"	"N"
2002.0	"State Sen 25"	"Wentworth"	"R"	"Y"
2002.0	"State Sen 30"	"Acheson"	"D"	"N"
2002.0	"State Sen 30"	"Estes"	"R"	"Y"
2002.0	"State Sen 4"	"Smith"	"D"	"N"
2002.0	"State Sen 4"	"Williams"	"R"	"N"
2002.0	"Sup Ct 1"	"Parsons"	"D"	"N"
2002.0	"Sup Ct 1"	"Wainwright"	"R"	"N"
2002.0	"Sup Ct 2"	"Schneider"	"R"	"N"
2002.0	"Sup Ct 2"	"Yanez"	"D"	"N"
2002.0	"Sup Ct 4"	"Mirabal"	"D"	"N"
2002.0	"Sup Ct 4"	"Smith"	"R"	"N"
2002.0	"Sup Ct 8"	"Jefferson"	"R"	"N"
2002.0	"Sup Ct 8"	"Moody"	"D"	"N"
2002.0	"Sup Ct Chief"	"Baker"	"D"	"N"
2002.0	"Sup Ct Chief"	"Phillips"	"R"	"Y"
2002.0	"U.S. Rep 1"	"Lawrence"	"R"	"N"
2002.0	"U.S. Rep 1"	"Sandlin"	"D"	"Y"
2002.0	"U.S. Rep 11"	"Edwards"	"D"	"Y"
2002.0	"U.S. Rep 11"	"Farley"	"R"	"N"
2002.0	"U.S. Rep 13"	"Reese"	"D"	"N"
2002.0	"U.S. Rep 13"	"Thornberry"	"R"	"Y"
2002.0	"U.S. Rep 14"	"Paul"	"R"	"Y"
2002.0	"U.S. Rep 14"	"Windham"	"D"	"N"
2002.0	"U.S. Rep 17"	"Beckham"	"R"	"N"
2002.0	"U.S. Rep 17"	"Stenholm"	"D"	"Y"
2002.0	"U.S. Rep 18"	"Abbott"	"R"	"N"
2002.0	"U.S. Rep 18"	"Jackson Lee"	"D"	"Y"
2002.0	"U.S. Rep 2"	"Brookshire"	"R"	"N"
2002.0	"U.S. Rep 2"	"Turner"	"D"	"Y"
2002.0	"U.S. Rep 21"	"Courage"	"D"	"N"
2002.0	"U.S. Rep 21"	"Smith"	"R"	"Y"
2002.0	"U.S. Rep 22"	"Delay"	"R"	"Y"
2002.0	"U.S. Rep 22"	"Riley"	"D"	"N"
2002.0	"U.S. Rep 23"	"Bonilla"	"R"	"Y"
2002.0	"U.S. Rep 23"	"Cuellar"	"D"	"N"
2002.0	"U.S. Rep 24"	"Frost"	"D"	"Y"
2002.0	"U.S. Rep 24"	"Ortega"	"R"	"N"
2002.0	"U.S. Rep 25"	"Bell"	"D"	"N"
2002.0	"U.S. Rep 25"	"Reiser"	"R"	"N"
2002.0	"U.S. Rep 26"	"Burgess"	"R"	"N"
2002.0	"U.S. Rep 26"	"Lebon"	"D"	"N"
2002.0	"U.S. Rep 27"	"Ahumada"	"R"	"N"
2002.0	"U.S. Rep 27"	"Ortiz"	"D"	"Y"
2002.0	"U.S. Rep 28"	"Perales"	"R"	"N"
2002.0	"U.S. Rep 28"	"Rodriguez"	"D"	"Y"
2002.0	"U.S. Rep 3"	"Johnson"	"R"	"Y"
2002.0	"U.S. Rep 3"	"Molera"	"D"	"N"
2002.0	"U.S. Rep 30"	"Bernice Johnson"	"D"	"Y"
2002.0	"U.S. Rep 30"	"Bush"	"R"	"N"
2002.0	"U.S. Rep 31"	"Bagley"	"D"	"N"
2002.0	"U.S. Rep 31"	"Carter"	"R"	"N"
2002.0	"U.S. Rep 32"	"Dixon"	"D"	"N"
2002.0	"U.S. Rep 32"	"Sessions"	"R"	"N"
2002.0	"U.S. Rep 4"	"Graves"	"R"	"N"
2002.0	"U.S. Rep 4"	"Hall"	"D"	"Y"
2002.0	"U.S. Rep 5"	"Chapman"	"D"	"N"
2002.0	"U.S. Rep 5"	"Hensarling"	"R"	"N"
2002.0	"U.S. Rep 6"	"Alvarado"	"D"	"N"
2002.0	"U.S. Rep 6"	"Barton"	"R"	"Y"
2002.0	"U.S. Rep 9"	"Lampson"	"D"	"Y"
2002.0	"U.S. Rep 9"	"Williams"	"R"	"N"
2002.0	"U.S. Sen"	"Cornyn"	"R"	"N"
2002.0	"U.S. Sen"	"Kirk"	"D"	"N"
2004.0	"CCA 2"	"Meyers"	"R"	"Y"
2004.0	"CCA 2"	"Parker"	"L"	"N"
2004.0	"CCA 5"	"Johnson"	"R"	"Y"
2004.0	"CCA 5"	"Oxford"	"L"	"N"
2004.0	"CCA 6"	"Keasler"	"R"	"Y"
2004.0	"CCA 6"	"Molina"	"D"	"N"
2004.0	"President"	"Bush"	"R"	"Y"
2004.0	"President"	"Kerry"	"D"	"N"
2004.0	"RR Comm 3"	"Carrillo"	"R"	"Y"
2004.0	"RR Comm 3"	"Scarborough"	"D"	"N"
2004.0	"SBOE 7"	"Bradley"	"R"	"Y"
2004.0	"SBOE 7"	"McNicoll"	"L"	"N"
2004.0	"State Rep 1"	"Frost"	"D"	"N"
2004.0	"State Rep 1"	"Snow"	"R"	"N"
2004.0	"State Rep 10"	"Gilbreath"	"D"	"N"
2004.0	"State Rep 10"	"Pitts"	"R"	"Y"
2004.0	"State Rep 102"	"Goolsby"	"R"	"Y"
2004.0	"State Rep 102"	"Miller"	"D"	"N"
2004.0	"State Rep 105"	"Harper-Brown"	"R"	"Y"
2004.0	"State Rep 105"	"Moore"	"D"	"N"
2004.0	"State Rep 106"	"Allen"	"R"	"Y"
2004.0	"State Rep 106"	"Hubener"	"D"	"N"
2004.0	"State Rep 108"	"Branch"	"R"	"Y"
2004.0	"State Rep 108"	"Dade"	"D"	"N"
2004.0	"State Rep 11"	"Alberts"	"R"	"N"
2004.0	"State Rep 11"	"Hopson"	"D"	"Y"
2004.0	"State Rep 112"	"Booker"	"D"	"N"
2004.0	"State Rep 112"	"Hill"	"R"	"Y"
2004.0	"State Rep 113"	"Brandler"	"D"	"N"
2004.0	"State Rep 113"	"Driver"	"R"	"Y"
2004.0	"State Rep 116"	"Martinez Fischer"	"D"	"Y"
2004.0	"State Rep 116"	"Shindler"	"R"	"N"
2004.0	"State Rep 117"	"Leibowitz"	"D"	"N"
2004.0	"State Rep 117"	"Mercer"	"R"	"Y"
2004.0	"State Rep 118"	"Salyer"	"R"	"N"
2004.0	"State Rep 118"	"Uresti"	"D"	"Y"
2004.0	"State Rep 119"	"Kusek"	"R"	"N"
2004.0	"State Rep 119"	"Puente"	"D"	"Y"
2004.0	"State Rep 12"	"Clemons"	"R"	"N"
2004.0	"State Rep 12"	"McReynolds"	"D"	"Y"
2004.0	"State Rep 123"	"Medina"	"R"	"N"
2004.0	"State Rep 123"	"Villarreal"	"D"	"Y"
2004.0	"State Rep 126"	"Hamric"	"R"	"Y"
2004.0	"State Rep 126"	"McKinney"	"D"	"N"
2004.0	"State Rep 127"	"Coffelt"	"D"	"N"
2004.0	"State Rep 127"	"Crabb"	"R"	"Y"
2004.0	"State Rep 128"	"Contreras"	"D"	"N"
2004.0	"State Rep 128"	"Smith"	"R"	"Y"
2004.0	"State Rep 133"	"Harris"	"I"	"N"
2004.0	"State Rep 133"	"Nixon"	"R"	"Y"
2004.0	"State Rep 134"	"Dougherty"	"D"	"N"
2004.0	"State Rep 134"	"Wong"	"R"	"Y"
2004.0	"State Rep 137"	"Hochberg"	"D"	"Y"
2004.0	"State Rep 137"	"Witt"	"R"	"N"
2004.0	"State Rep 138"	"Ashmead"	"D"	"N"
2004.0	"State Rep 138"	"Bohac"	"R"	"Y"
2004.0	"State Rep 140"	"Bailey"	"D"	"Y"
2004.0	"State Rep 140"	"Large"	"R"	"N"
2004.0	"State Rep 142"	"Dutton"	"D"	"Y"
2004.0	"State Rep 142"	"Morones"	"R"	"N"
2004.0	"State Rep 149"	"Heflin"	"R"	"Y"
2004.0	"State Rep 149"	"Vo"	"D"	"N"
2004.0	"State Rep 17"	"Cook"	"D"	"Y"
2004.0	"State Rep 17"	"Killgore"	"R"	"N"
2004.0	"State Rep 18"	"Ellis"	"D"	"Y"
2004.0	"State Rep 18"	"Otto"	"R"	"N"
2004.0	"State Rep 19"	"Hamilton"	"R"	"Y"
2004.0	"State Rep 19"	"Peveto"	"D"	"N"
2004.0	"State Rep 20"	"Gattis"	"R"	"Y"
2004.0	"State Rep 20"	"Stauber"	"D"	"N"
2004.0	"State Rep 25"	"Bonnen"	"R"	"Y"
2004.0	"State Rep 25"	"Weems"	"D"	"N"
2004.0	"State Rep 28"	"Hegar"	"R"	"Y"
2004.0	"State Rep 28"	"Shelton"	"D"	"N"
2004.0	"State Rep 3"	"Hollingsworth"	"R"	"N"
2004.0	"State Rep 3"	"Homer"	"D"	"Y"
2004.0	"State Rep 30"	"Morrison"	"R"	"Y"
2004.0	"State Rep 30"	"Myers"	"I"	"N"
2004.0	"State Rep 34"	"Arnold"	"R"	"N"
2004.0	"State Rep 34"	"Herrero"	"D"	"N"
2004.0	"State Rep 35"	"Gonzalez Toureilles"	"D"	"N"
2004.0	"State Rep 35"	"Opiela"	"R"	"N"
2004.0	"State Rep 43"	"Escobar"	"D"	"Y"
2004.0	"State Rep 43"	"Hubert"	"R"	"N"
2004.0	"State Rep 45"	"Askew"	"R"	"N"
2004.0	"State Rep 45"	"Rose"	"D"	"Y"
2004.0	"State Rep 48"	"Baxter"	"R"	"Y"
2004.0	"State Rep 48"	"White"	"D"	"N"
2004.0	"State Rep 49"	"Howell"	"L"	"N"
2004.0	"State Rep 49"	"Naishtat"	"D"	"Y"
2004.0	"State Rep 5"	"Glaze"	"D"	"N"
2004.0	"State Rep 5"	"Hughes"	"R"	"Y"
2004.0	"State Rep 50"	"Stick"	"R"	"Y"
2004.0	"State Rep 50"	"Strama"	"D"	"N"
2004.0	"State Rep 54"	"Hupp"	"R"	"Y"
2004.0	"State Rep 54"	"Lindsay"	"D"	"N"
2004.0	"State Rep 56"	"Anderson"	"R"	"N"
2004.0	"State Rep 56"	"Mabry"	"D"	"Y"
2004.0	"State Rep 57"	"Dunnam"	"D"	"Y"
2004.0	"State Rep 57"	"Hibbs"	"R"	"N"
2004.0	"State Rep 58"	"Kauffman"	"D"	"N"
2004.0	"State Rep 58"	"Orr"	"R"	"N"
2004.0	"State Rep 59"	"Miller"	"R"	"Y"
2004.0	"State Rep 59"	"Nauert"	"D"	"N"
2004.0	"State Rep 60"	"Graves"	"D"	"N"
2004.0	"State Rep 60"	"Keffer"	"R"	"Y"
2004.0	"State Rep 65"	"Croft"	"L"	"N"
2004.0	"State Rep 65"	"Solomons"	"R"	"Y"
2004.0	"State Rep 69"	"Craft"	"R"	"N"
2004.0	"State Rep 69"	"Farabee"	"D"	"Y"
2004.0	"State Rep 70"	"Paxton"	"R"	"Y"
2004.0	"State Rep 70"	"Woodward"	"D"	"N"
2004.0	"State Rep 71"	"Hunter"	"R"	"Y"
2004.0	"State Rep 71"	"Jones"	"L"	"N"
2004.0	"State Rep 72"	"Campbell"	"R"	"Y"
2004.0	"State Rep 72"	"Slone"	"D"	"N"
2004.0	"State Rep 79"	"Chavez"	"R"	"N"
2004.0	"State Rep 79"	"Pickett"	"D"	"Y"
2004.0	"State Rep 81"	"Chavira"	"D"	"N"
2004.0	"State Rep 81"	"West"	"R"	"Y"
2004.0	"State Rep 83"	"Jones"	"R"	"Y"
2004.0	"State Rep 83"	"Miller"	"D"	"N"
2004.0	"State Rep 84"	"Isett"	"R"	"Y"
2004.0	"State Rep 84"	"McVay"	"D"	"N"
2004.0	"State Rep 85"	"Laney"	"D"	"Y"
2004.0	"State Rep 85"	"Sharp"	"R"	"N"
2004.0	"State Rep 89"	"Harris"	"D"	"N"
2004.0	"State Rep 89"	"Laubenberg"	"R"	"Y"
2004.0	"State Rep 9"	"Blake"	"R"	"N"
2004.0	"State Rep 9"	"Moore"	"D"	"N"
2004.0	"State Rep 90"	"Burnam"	"D"	"Y"
2004.0	"State Rep 90"	"Keilberg"	"R"	"N"
2004.0	"State Rep 93"	"Goodman"	"R"	"Y"
2004.0	"State Rep 93"	"Gregory"	"D"	"N"
2004.0	"State Rep 94"	"Grusendorf"	"R"	"Y"
2004.0	"State Rep 94"	"Woolridge"	"D"	"N"
2004.0	"State Rep 96"	"Cox"	"D"	"N"
2004.0	"State Rep 96"	"Zedler"	"R"	"Y"
2004.0	"State Rep 97"	"Mowery"	"R"	"Y"
2004.0	"State Rep 97"	"Stevens"	"D"	"N"
2004.0	"State Rep 99"	"Geren"	"R"	"Y"
2004.0	"State Rep 99"	"Popp"	"D"	"N"
2004.0	"State Sen 10"	"Brimer"	"R"	"Y"
2004.0	"State Sen 10"	"Hill"	"D"	"N"
2004.0	"State Sen 26"	"Valdez"	"R"	"N"
2004.0	"State Sen 26"	"Van De Putte"	"D"	"Y"
2004.0	"State Sen 30"	"Estes"	"R"	"Y"
2004.0	"State Sen 30"	"Gibbs"	"D"	"N"
2004.0	"State Sen 31"	"Miller"	"D"	"N"
2004.0	"State Sen 31"	"Seliger"	"R"	"N"
2004.0	"Sup Ct 9"	"Brister"	"R"	"Y"
2004.0	"Sup Ct 9"	"Van Os"	"D"	"N"
2004.0	"U.S. Rep 1"	"Gohmert"	"R"	"N"
2004.0	"U.S. Rep 1"	"Sandlin"	"D"	"Y"
2004.0	"U.S. Rep 10"	"Fritsche"	"L"	"N"
2004.0	"U.S. Rep 10"	"McCaul"	"R"	"N"
2004.0	"U.S. Rep 11"	"Conaway"	"R"	"N"
2004.0	"U.S. Rep 11"	"Raasch"	"D"	"N"
2004.0	"U.S. Rep 12"	"Alvarado"	"D"	"N"
2004.0	"U.S. Rep 12"	"Granger"	"R"	"Y"
2004.0	"U.S. Rep 15"	"Hinojosa"	"D"	"Y"
2004.0	"U.S. Rep 15"	"Thamm"	"R"	"N"
2004.0	"U.S. Rep 16"	"Brigham"	"R"	"N"
2004.0	"U.S. Rep 16"	"Reyes"	"D"	"Y"
2004.0	"U.S. Rep 17"	"Edwards"	"D"	"Y"
2004.0	"U.S. Rep 17"	"Wohlgemuth"	"R"	"N"
2004.0	"U.S. Rep 19"	"Neugebauer"	"R"	"Y"
2004.0	"U.S. Rep 19"	"Stenholm"	"D"	"N"
2004.0	"U.S. Rep 2"	"Lampson"	"D"	"Y"
2004.0	"U.S. Rep 2"	"Poe"	"R"	"N"
2004.0	"U.S. Rep 20"	"Gonzalez"	"D"	"Y"
2004.0	"U.S. Rep 20"	"Scott"	"R"	"N"
2004.0	"U.S. Rep 21"	"Smith"	"D"	"N"
2004.0	"U.S. Rep 21"	"Smith"	"R"	"Y"
2004.0	"U.S. Rep 22"	"Delay"	"R"	"Y"
2004.0	"U.S. Rep 22"	"Morrison"	"D"	"N"
2004.0	"U.S. Rep 23"	"Bonilla"	"R"	"N"
2004.0	"U.S. Rep 23"	"Sullivan"	"D"	"N"
2004.0	"U.S. Rep 24"	"Marchant"	"R"	"N"
2004.0	"U.S. Rep 24"	"Page"	"D"	"N"
2004.0	"U.S. Rep 25"	"Doggett"	"D"	"Y"
2004.0	"U.S. Rep 25"	"Klein"	"R"	"N"
2004.0	"U.S. Rep 26"	"Burgess"	"R"	"Y"
2004.0	"U.S. Rep 26"	"Reyes"	"D"	"N"
2004.0	"U.S. Rep 27"	"Ortiz"	"D"	"Y"
2004.0	"U.S. Rep 27"	"Vaden"	"R"	"N"
2004.0	"U.S. Rep 28"	"Cuellar"	"D"	"N"
2004.0	"U.S. Rep 28"	"Hopson"	"R"	"N"
2004.0	"U.S. Rep 31"	"Carter"	"R"	"Y"
2004.0	"U.S. Rep 31"	"Porter"	"D"	"N"
2004.0	"U.S. Rep 32"	"Frost"	"D"	"N"
2004.0	"U.S. Rep 32"	"Sessions"	"R"	"Y"
2004.0	"U.S. Rep 4"	"Hall"	"R"	"Y"
2004.0	"U.S. Rep 4"	"Nickerson"	"D"	"N"
2004.0	"U.S. Rep 5"	"Bernstein"	"D"	"N"
2004.0	"U.S. Rep 5"	"Hensarling"	"R"	"Y"
2004.0	"U.S. Rep 6"	"Barton"	"R"	"Y"
2004.0	"U.S. Rep 6"	"Meyer"	"D"	"N"
2004.0	"U.S. Rep 7"	"Culberson"	"R"	"Y"
2004.0	"U.S. Rep 7"	"Martinez"	"D"	"N"
2004.0	"U.S. Rep 8"	"Brady"	"R"	"Y"
2004.0	"U.S. Rep 8"	"Wright"	"D"	"N"
2004.0	"U.S. Rep 9"	"Green"	"D"	"N"
2004.0	"U.S. Rep 9"	"Molina"	"R"	"N"
2006.0	"Ag Comm"	"Gilbert"	"D"	"N"
2006.0	"Ag Comm"	"Staples"	"R"	"N"
2006.0	"Attorney Gen"	"Abbott"	"R"	"Y"
2006.0	"Attorney Gen"	"Van Os"	"D"	"N"
2006.0	"CCA 7"	"Hervey"	"R"	"Y"
2006.0	"CCA 7"	"Parker"	"L"	"N"
2006.0	"CCA 8"	"Holcomb"	"R"	"Y"
2006.0	"CCA 8"	"Howard"	"L"	"N"
2006.0	"CCA Pres Judge"	"Keller"	"R"	"Y"
2006.0	"CCA Pres Judge"	"Molina"	"D"	"N"
2006.0	"Comptroller"	"Combs"	"R"	"N"
2006.0	"Comptroller"	"Head"	"D"	"N"
2006.0	"Governor"	"Bell"	"D"	"N"
2006.0	"Governor"	"Friedman"	"I"	"N"
2006.0	"Governor"	"Perry"	"R"	"Y"
2006.0	"Governor"	"Strayhorn"	"I"	"N"
