state	year	fips	county	cd	ld	sd	precinct	g2008_USP_tv	g2008_USP_dv	g2008_USP_rv	g2008_USS_rv	g2008_USS_dv	s2008_USS_dv	s2008_USS_rv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USS_tv	s2008_USS_tv
"MS"	2008	87	"LOWNDES"	1	41	17	"Trinity"	367.6797	210.92044	156.75925	168.20796	179.65666	191.98604	156.75925	236.01955	121.53245	361.515	347.86462	348.7453
"MS"	2008	103	"NOXUBEE"	3	42	32	"Mashulaville"	335.0	224.0	111.0	190.0	129.0	200.0	126.0	195.0	121.0	316.0	319.0	326.0
"MS"	2008	75	"LAUDERDALE"	3	42	32	"282 Center Ridge"	177.0	152.0	25.0	34.0	134.0	139.0	30.0	138.0	29.0	167.0	168.0	169.0
"MS"	2008	69	"KEMPER"	3	42	32	"Farmers Market"	35.0	18.0	17.0	20.0	15.0	15.0	19.0	18.0	17.0	35.0	35.0	34.0
"MS"	2008	69	"KEMPER"	3	42	32	"Preston"	425.0	229.0	196.0	223.0	193.0	237.0	176.0	223.0	199.0	422.0	416.0	413.0
"MS"	2008	69	"KEMPER"	3	42	32	"Porterville"	546.0	433.0	113.0	135.0	402.0	426.0	114.0	416.0	128.0	544.0	537.0	540.0
"MS"	2008	69	"KEMPER"	3	42	32	"Satellite"	606.0	369.0	237.0	255.0	338.0	347.0	239.0	347.0	252.0	599.0	593.0	586.0
"MS"	2008	69	"KEMPER"	3	42	32	"Courthouse"	793.0	535.0	258.0	318.0	438.0	465.0	285.0	479.0	282.0	761.0	756.0	750.0
"MS"	2008	69	"KEMPER"	3	42	32	"Kemper Springs"	143.0	131.0	12.0	15.0	121.0	119.0	18.0	121.0	20.0	141.0	136.0	137.0
"MS"	2008	69	"KEMPER"	3	42	32	"Scooba 1"	728.0	492.0	236.0	269.0	421.0	450.0	243.0	447.0	264.0	711.0	690.0	693.0
"MS"	2008	69	"KEMPER"	3	42	32	"Band Bldg"	446.0	293.0	153.0	175.0	264.0	285.0	154.0	276.0	168.0	444.0	439.0	439.0
"MS"	2008	69	"KEMPER"	3	42	32	"Kellis Store"	235.0	195.0	40.0	49.0	181.0	187.0	46.0	191.0	43.0	234.0	230.0	233.0
"MS"	2008	69	"KEMPER"	3	42	32	"Lynville"	371.0	168.0	203.0	217.0	145.0	188.0	170.0	161.0	206.0	367.0	362.0	358.0
"MS"	2008	103	"NOXUBEE"	3	42	32	"Dist 3 Central"	1545.0	1258.0	287.0	1169.0	318.0	1125.0	363.0	1156.0	311.0	1467.0	1487.0	1488.0
"MS"	2008	103	"NOXUBEE"	3	42	32	"Earl Nash Gym"	1132.0	830.0	302.0	745.0	322.0	723.0	359.0	731.0	321.0	1052.0	1067.0	1082.0
"MS"	2008	75	"LAUDERDALE"	3	42	33	"262 Toomsuba"	396.0	205.0	191.0	211.0	164.0	189.0	188.0	173.0	211.0	384.0	375.0	377.0
"MS"	2008	75	"LAUDERDALE"	3	42	32	"237 E Lauderdale"	808.0	240.0	568.0	591.0	197.0	255.0	526.0	214.0	578.0	792.0	788.0	781.0
"MS"	2008	103	"NOXUBEE"	3	42	32	"Savannah"	145.0	83.0	62.0	78.0	65.0	76.0	65.0	76.0	60.0	136.0	143.0	141.0
"MS"	2008	103	"NOXUBEE"	3	42	16	"Cliftonville"	445.0	405.0	40.0	379.0	53.0	355.0	72.0	378.0	46.0	424.0	432.0	427.0
"MS"	2008	103	"NOXUBEE"	3	42	16	"Prairie Point"	481.0	441.0	40.0	393.0	53.0	383.0	74.0	357.0	58.0	415.0	446.0	457.0
"MS"	2008	75	"LAUDERDALE"	3	42	32	"235 Daleville"	289.0	212.0	77.0	92.0	194.0	188.0	93.0	195.0	85.0	280.0	286.0	281.0
"MS"	2008	69	"KEMPER"	3	42	32	"Mt Nebo"	358.0	234.0	124.0	135.0	212.0	215.0	135.0	221.0	128.0	349.0	347.0	350.0
"MS"	2008	75	"LAUDERDALE"	3	42	33	"240 Kewanee"	217.0	107.0	110.0	116.0	94.0	105.0	106.0	104.0	110.0	214.0	210.0	211.0
"MS"	2008	103	"NOXUBEE"	3	42	32	"Shuqualak"	802.0	591.0	211.0	543.0	227.0	530.0	246.0	520.0	221.0	741.0	770.0	776.0
"MS"	2008	159	"WINSTON"	3	43	32	"American Legion"	241.27771	209.04121	32.23649	42.527367	189.8233	184.98784	49.222633	193.54291	43.02331	236.56622	232.35068	234.21048
"MS"	2008	159	"WINSTON"	3	43	32	"American Legion"	959.8514	831.6081	128.24324	169.18243	755.1554	735.91895	195.81757	769.9527	171.15541	941.1081	924.3378	931.7365
"MS"	2008	69	"KEMPER"	3	43	32	"Lynnwood"	313.0	113.0	200.0	213.0	96.0	112.0	200.0	105.0	207.0	312.0	309.0	312.0
"MS"	2008	159	"WINSTON"	3	43	18	"Nanih Waiya"	1067.0	245.0	822.0	831.0	224.0	306.0	742.0	307.0	758.0	1065.0	1055.0	1048.0
"MS"	2008	159	"WINSTON"	3	43	32	"American Legion"	744.871	645.35065	99.52027	131.2902	586.0213	571.09326	151.9598	597.5044	132.82129	730.3257	717.3115	723.05304
"MS"	2008	159	"WINSTON"	3	43	32	"Winston E"	682.0	199.0	483.0	491.0	178.0	219.0	446.0	192.0	477.0	669.0	669.0	665.0
"MS"	2008	69	"KEMPER"	3	43	32	"Fort Stevens"	192.0	46.0	146.0	147.0	40.0	46.0	142.0	46.0	143.0	189.0	187.0	188.0
"MS"	2008	159	"WINSTON"	3	43	18	"New Natl Guard"	476.0	150.0	326.0	338.0	132.0	164.0	307.0	149.0	325.0	474.0	470.0	471.0
"MS"	2008	103	"NOXUBEE"	3	43	32	"Summerville"	108.0	30.0	78.0	24.0	80.0	29.0	77.0	27.0	77.0	104.0	104.0	106.0
"MS"	2008	159	"WINSTON"	3	43	18	"Shiloh"	460.0	143.0	317.0	321.0	131.0	155.0	300.0	150.0	302.0	452.0	452.0	455.0
"MS"	2008	159	"WINSTON"	3	43	18	"Noxapater"	850.0	297.0	553.0	555.0	286.0	343.0	494.0	329.0	516.0	845.0	841.0	837.0
"MS"	2008	159	"WINSTON"	3	43	15	"Fairground"	1834.0	519.0	1315.0	1361.0	459.0	589.0	1223.0	26.0	30.0	56.0	1820.0	1812.0
"MS"	2008	159	"WINSTON"	3	43	32	"Mill Creek"	1193.0	446.0	747.0	786.0	395.0	431.0	737.0	429.0	748.0	1177.0	1181.0	1168.0
"MS"	2008	159	"WINSTON"	3	43	18	"Mars Hill"	610.0	270.0	340.0	349.0	239.0	274.0	315.0	284.0	307.0	591.0	588.0	589.0
"MS"	2008	159	"WINSTON"	3	43	32	"Zion Ridge"	519.0	462.0	57.0	83.0	421.0	393.0	111.0	440.0	76.0	516.0	504.0	504.0
"MS"	2008	159	"WINSTON"	3	43	18	"Lovorn Tractor"	513.0	236.0	277.0	282.0	229.0	239.0	272.0	238.0	274.0	512.0	511.0	511.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Philadelphia SE"	1118.0	211.0	907.0	934.0	168.0	286.0	810.0	231.0	872.0	1103.0	1102.0	1096.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Fork"	243.0	15.0	228.0	228.0	15.0	41.0	197.0	23.0	216.0	239.0	243.0	238.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Bogue Chitto"	91.0	42.0	49.0	69.0	21.0	46.0	45.0	41.0	51.0	92.0	90.0	91.0
"MS"	2008	99	"NESHOBA"	3	44	18	"North Bend"	421.0	35.0	386.0	377.0	33.0	81.0	333.0	65.0	358.0	423.0	410.0	414.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Tucker 3"	434.0	29.0	405.0	408.0	22.0	63.0	365.0	41.0	389.0	430.0	430.0	428.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Hope"	223.0	53.0	170.0	183.0	36.0	67.0	157.0	53.0	167.0	220.0	219.0	224.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Philadelphia NE"	1506.0	254.0	1252.0	1280.0	212.0	368.0	1111.0	293.0	1201.0	1494.0	1492.0	1479.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Forestdale"	283.0	57.0	226.0	227.0	52.0	85.0	194.0	73.0	209.0	282.0	279.0	279.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Herbert"	351.0	28.0	323.0	326.0	26.0	58.0	295.0	29.0	323.0	352.0	352.0	353.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Tucker 1"	81.0	41.0	40.0	54.0	29.0	51.0	34.0	42.0	42.0	84.0	83.0	85.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Center"	332.0	41.0	291.0	291.0	36.0	73.0	251.0	48.0	281.0	329.0	327.0	324.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Burnside"	493.0	258.0	235.0	244.0	252.0	262.0	232.0	269.0	224.0	493.0	496.0	494.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Deemer"	294.0	36.0	258.0	260.0	28.0	85.0	203.0	46.0	248.0	294.0	288.0	288.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Pusky"	315.0	18.0	297.0	290.0	23.0	52.0	257.0	38.0	277.0	315.0	313.0	309.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Zephyrhills"	281.0	63.0	218.0	231.0	50.0	100.0	179.0	83.0	196.0	279.0	281.0	279.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Pearl River"	313.0	169.0	144.0	208.0	94.0	188.0	119.0	145.0	161.0	306.0	302.0	307.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Neshoba E"	301.0	196.0	105.0	114.0	182.0	196.0	96.0	187.0	109.0	296.0	296.0	292.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Philadelphia NW"	1192.0	1085.0	107.0	202.0	956.0	979.0	200.0	1026.0	166.0	1192.0	1158.0	1179.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Arlington"	332.0	20.0	312.0	303.0	24.0	61.0	261.0	44.0	279.0	323.0	327.0	322.0
"MS"	2008	99	"NESHOBA"	3	44	18	"Philadelphia Central"	97.0	15.0	82.0	82.0	12.0	20.0	74.0	18.0	79.0	97.0	94.0	94.0
"MS"	2008	99	"NESHOBA"	3	44	18	"House"	457.0	44.0	413.0	405.0	40.0	74.0	371.0	52.0	401.0	453.0	445.0	445.0
"MS"	2008	123	"SCOTT"	3	45	34	"Contrell 4"	287.0	217.0	70.0	194.0	83.0	183.0	92.0	197.0	83.0	280.0	277.0	275.0
"MS"	2008	79	"LEAKE"	2	45	18	"Carthage N"	791.0	275.0	516.0	564.0	215.0	295.0	488.0	339.0	436.0	775.0	779.0	783.0
"MS"	2008	79	"LEAKE"	3	45	18	"Good Hope"	523.0	151.0	372.0	376.0	130.0	191.0	325.0	176.0	331.0	507.0	506.0	516.0
"MS"	2008	79	"LEAKE"	2	45	18	"Carthage E"	654.0	123.0	531.0	533.0	108.0	176.0	453.0	190.0	436.0	626.0	641.0	629.0
"MS"	2008	79	"LEAKE"	3	45	18	"Madden"	489.0	89.0	400.0	403.0	82.0	125.0	359.0	113.0	373.0	486.0	485.0	484.0
"MS"	2008	79	"LEAKE"	2	45	18	"Conway"	328.0	242.0	86.0	103.0	215.0	236.0	83.0	251.0	74.0	325.0	318.0	319.0
"MS"	2008	79	"LEAKE"	3	45	18	"Ebenezer"	392.0	277.0	115.0	137.0	254.0	268.0	116.0	262.0	124.0	386.0	391.0	384.0
"MS"	2008	79	"LEAKE"	3	45	18	"Walnut Grove"	806.0	581.0	225.0	230.0	622.0	675.0	179.0	743.0	125.0	868.0	852.0	854.0
"MS"	2008	123	"SCOTT"	3	45	31	"Harpersville 1"	712.0	445.0	267.0	414.0	278.0	454.0	242.0	438.0	265.0	703.0	692.0	696.0
"MS"	2008	79	"LEAKE"	3	45	18	"Edinburg"	461.0	17.0	444.0	437.0	16.0	69.0	382.0	65.0	399.0	464.0	453.0	451.0
"MS"	2008	79	"LEAKE"	3	45	18	"Sunrise"	321.0	24.0	297.0	294.0	24.0	57.0	258.0	51.0	265.0	316.0	318.0	315.0
"MS"	2008	79	"LEAKE"	3	45	18	"Freeny"	408.0	75.0	333.0	352.0	49.0	96.0	296.0	96.0	310.0	406.0	401.0	392.0
"MS"	2008	79	"LEAKE"	3	45	18	"Salem"	252.0	17.0	235.0	229.0	16.0	43.0	200.0	28.0	219.0	247.0	245.0	243.0
"MS"	2008	123	"SCOTT"	3	45	34	"Ludlow 4"	481.0	161.0	320.0	142.0	327.0	187.0	278.0	159.0	317.0	476.0	469.0	465.0
"MS"	2008	79	"LEAKE"	3	45	18	"Renfroe"	365.0	70.0	295.0	303.0	60.0	113.0	244.0	83.0	249.0	332.0	363.0	357.0
"MS"	2008	121	"RANKIN"	3	45	20	"Pisgah"	1070.0	481.0	589.0	621.0	446.0	476.0	588.0	450.0	604.0	1054.0	1067.0	1064.0
"MS"	2008	15	"CARROLL"	2	46	14	"Jefferson"	177.0	40.0	137.0	141.0	34.0	47.0	124.0	49.0	127.0	176.0	175.0	171.0
"MS"	2008	15	"CARROLL"	2	46	14	"Rays Shop"	890.0	76.0	814.0	809.0	66.0	117.0	756.0	133.0	749.0	882.0	875.0	873.0
"MS"	2008	43	"GRENADA"	1	46	14	"Tie Plant School"	1136.0	446.0	690.0	717.0	381.0	423.0	659.0	525.0	589.0	1128.0	1098.0	1082.0
"MS"	2008	15	"CARROLL"	2	46	14	"W Carroll"	491.0	49.0	442.0	447.0	35.0	59.0	426.0	64.0	421.0	485.0	482.0	485.0
"MS"	2008	15	"CARROLL"	2	46	14	"Carrollton"	269.0	23.0	246.0	244.0	22.0	38.0	228.0	48.0	218.0	266.0	266.0	266.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"Stewart"	74.0	9.0	65.0	69.0	5.0	9.0	65.0	18.0	56.0	74.0	74.0	74.0
"MS"	2008	7	"ATTALA"	2	46	15	"Mccool"	309.0	143.0	166.0	175.0	129.0	145.0	146.0	174.0	135.0	309.0	304.0	291.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"Lodi"	210.0	168.0	42.0	46.0	150.0	137.0	55.0	171.0	35.0	206.0	196.0	192.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"Nations"	274.0	33.0	241.0	243.0	26.0	43.0	220.0	67.0	196.0	263.0	269.0	263.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"Poplar"	100.0	15.0	85.0	87.0	13.0	14.0	85.0	32.0	67.0	99.0	100.0	99.0
"MS"	2008	97	"MONTGOMERY"	2	46	14	"Duck Hill 1 & 2"	503.0	202.0	301.0	308.0	185.0	214.0	280.0	231.0	263.0	494.0	493.0	494.0
"MS"	2008	7	"ATTALA"	2	46	15	"Berea"	122.0	12.0	110.0	105.0	17.0	28.0	93.0	24.0	98.0	122.0	122.0	121.0
"MS"	2008	43	"GRENADA"	1	46	14	"Sweethome Hol#2 Fire"	338.0	125.0	213.0	211.0	114.0	129.0	196.0	167.0	159.0	331.0	325.0	325.0
"MS"	2008	15	"CARROLL"	2	46	14	"Black Hawk"	236.0	53.0	183.0	184.0	43.0	57.0	171.0	60.0	168.0	228.0	227.0	228.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"N Duck Hill N"	206.0	116.0	90.0	100.0	98.0	96.0	101.0	125.0	78.0	203.0	198.0	197.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"N Mt Pisgah Sweethome"	104.0	55.0	49.0	50.0	50.0	49.0	46.0	63.0	40.0	103.0	100.0	95.0
"MS"	2008	15	"CARROLL"	2	46	14	"Calvary"	115.0	2.0	113.0	112.0	2.0	16.0	98.0	12.0	101.0	113.0	114.0	114.0
"MS"	2008	97	"MONTGOMERY"	2	46	14	"Winona N 1, 2, 3"	843.0	121.0	722.0	728.0	111.0	180.0	654.0	243.0	596.0	839.0	839.0	834.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"Kilmichael 1 & 2"	541.0	275.0	266.0	270.0	248.0	258.0	257.0	306.0	221.0	527.0	518.0	515.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"N Kilmichael N"	126.0	114.0	12.0	14.0	103.0	95.0	19.0	116.0	9.0	125.0	117.0	114.0
"MS"	2008	15	"CARROLL"	2	46	14	"430 School"	383.0	280.0	103.0	112.0	257.0	267.0	108.0	287.0	94.0	381.0	369.0	375.0
"MS"	2008	97	"MONTGOMERY"	2	46	14	"Winona W 1"	634.0	159.0	475.0	479.0	148.0	189.0	427.0	232.0	393.0	625.0	627.0	616.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"Mt Pisgah"	165.0	21.0	144.0	142.0	21.0	31.0	132.0	37.0	120.0	157.0	163.0	163.0
"MS"	2008	43	"GRENADA"	1	46	14	"Box 5 E O C Bldg"	1399.0	273.0	1126.0	1119.0	244.0	320.0	1021.0	419.0	920.0	1353.0	1363.0	1341.0
"MS"	2008	15	"CARROLL"	2	46	14	"Gravel Hill"	448.0	55.0	393.0	386.0	56.0	87.0	352.0	75.0	370.0	445.0	442.0	439.0
"MS"	2008	83	"LEFLORE"	2	46	14	"Gwd N"	3200.0	612.0	2588.0	2668.0	468.0	675.0	2504.0	724.0	2383.0	3107.0	3136.0	3179.0
"MS"	2008	15	"CARROLL"	2	46	14	"N Carrollton"	665.0	279.0	386.0	393.0	252.0	277.0	364.0	313.0	348.0	661.0	645.0	641.0
"MS"	2008	97	"MONTGOMERY"	2	46	15	"Alva"	50.0	19.0	31.0	29.0	18.0	17.0	30.0	21.0	26.0	47.0	47.0	47.0
"MS"	2008	163	"YAZOO"	2	47	22	"Ward 4"	11.499835	6.479841	5.0199933	5.38731	5.632188	5.84881	5.057667	6.9036684	4.2853603	11.189029	11.019498	10.906477
"MS"	2008	163	"YAZOO"	2	47	22	"Eden"	249.0	70.0	179.0	181.0	54.0	82.0	157.0	87.0	155.0	242.0	235.0	239.0
"MS"	2008	51	"HOLMES"	2	47	24	"Coburg 3"	170.0	47.0	123.0	123.0	42.0	42.0	126.0	62.0	105.0	167.0	165.0	168.0
"MS"	2008	51	"HOLMES"	2	47	24	"Durant  Sub 2, Durant 2, and Durant St Anderson 1"	1147.8008	881.5046	266.2962	310.41153	798.8886	802.097	301.58847	910.38007	232.60812	1142.9882	1109.3002	1103.6854
"MS"	2008	163	"YAZOO"	2	47	21	"Ward 5"	1466.0	1433.0	33.0	83.0	1269.0	1201.0	138.0	1373.0	45.0	1418.0	1352.0	1339.0
"MS"	2008	51	"HOLMES"	2	47	24	"Thornton 4"	354.0	308.0	46.0	61.0	272.0	259.0	74.0	303.0	44.0	347.0	333.0	333.0
"MS"	2008	163	"YAZOO"	2	47	22	"Ward 4"	1196.1846	674.0172	522.16736	560.37476	585.8463	608.3789	526.08606	718.1026	445.75266	1163.8552	1146.2211	1134.465
"MS"	2008	51	"HOLMES"	2	47	24	"Lexington Sandhill 2"	39.0	8.0	31.0	31.0	7.0	9.0	28.0	10.0	28.0	38.0	38.0	37.0
"MS"	2008	51	"HOLMES"	2	47	24	"Walden Chapel 4"	163.0	156.0	7.0	16.0	140.0	136.0	18.0	156.0	7.0	163.0	156.0	154.0
"MS"	2008	51	"HOLMES"	2	47	24	"Lexington 5"	400.0	168.0	232.0	243.0	142.0	171.0	213.0	189.0	207.0	396.0	385.0	384.0
"MS"	2008	51	"HOLMES"	2	47	24	"Goodman 3"	668.0	568.0	100.0	124.0	514.0	493.0	141.0	587.0	85.0	672.0	638.0	634.0
"MS"	2008	163	"YAZOO"	2	47	22	"Free Run"	151.0	26.0	125.0	127.0	20.0	32.0	114.0	45.0	105.0	150.0	147.0	146.0
"MS"	2008	51	"HOLMES"	2	47	21	"Ebenezer 3"	326.0	237.0	89.0	104.0	195.0	187.0	105.0	248.0	72.0	320.0	299.0	292.0
"MS"	2008	51	"HOLMES"	2	47	24	"Lexington 4"	1383.0	1193.0	190.0	262.0	1062.0	1070.0	248.0	1199.0	171.0	1370.0	1324.0	1318.0
"MS"	2008	51	"HOLMES"	2	47	21	"Pickens 3"	787.0	685.0	102.0	139.0	615.0	603.0	145.0	688.0	92.0	780.0	754.0	748.0
"MS"	2008	51	"HOLMES"	2	47	24	"Durant  Sub 2, Durant 2, and Durant St Anderson 1"	283.19922	217.4954	65.703804	76.58846	197.1114	197.90302	74.41154	224.61992	57.391872	282.01178	273.69986	272.31454
"MS"	2008	163	"YAZOO"	2	47	22	"Ward 4"	13.3155985	7.502974	5.812624	6.237938	6.5214806	6.7723064	5.856246	7.993721	4.961996	12.955717	12.7594185	12.628552
"MS"	2008	51	"HOLMES"	2	47	24	"Lexington 1"	1183.0	1071.0	112.0	144.0	958.0	934.0	167.0	1069.0	105.0	1174.0	1102.0	1101.0
"MS"	2008	163	"YAZOO"	2	47	22	"Midway W"	192.0	26.0	166.0	168.0	22.0	34.0	152.0	44.0	144.0	188.0	190.0	186.0
"MS"	2008	7	"ATTALA"	2	48	14	"N Central"	279.0	24.0	255.0	250.0	24.0	57.0	215.0	50.0	227.0	277.0	274.0	272.0
"MS"	2008	19	"CHOCTAW"	1	48	15	"Panhandle"	206.0	82.0	124.0	133.0	75.0	90.0	117.0	122.0	82.0	208.0	208.0	207.0
"MS"	2008	79	"LEAKE"	2	48	18	"Singleton"	648.0	229.0	419.0	434.0	194.0	259.0	379.0	283.0	357.0	640.0	628.0	638.0
"MS"	2008	7	"ATTALA"	2	48	15	"Thompson"	130.0	14.0	116.0	117.0	10.0	27.0	98.0	29.0	96.0	125.0	127.0	125.0
"MS"	2008	7	"ATTALA"	2	48	14	"S Central"	885.0	384.0	501.0	528.0	341.0	388.0	472.0	422.0	451.0	873.0	869.0	860.0
"MS"	2008	7	"ATTALA"	2	48	14	"Williamsville"	1113.0	377.0	736.0	750.0	348.0	388.0	703.0	431.0	661.0	1092.0	1098.0	1091.0
"MS"	2008	7	"ATTALA"	2	48	14	"North West"	622.0	297.0	325.0	333.0	277.0	284.0	319.0	331.0	290.0	621.0	610.0	603.0
"MS"	2008	7	"ATTALA"	2	48	14	"Zema"	244.0	74.0	170.0	169.0	69.0	91.0	143.0	95.0	145.0	240.0	238.0	234.0
"MS"	2008	7	"ATTALA"	2	48	14	"East"	838.0	162.0	676.0	683.0	135.0	195.0	631.0	191.0	629.0	820.0	818.0	826.0
"MS"	2008	15	"CARROLL"	2	48	14	"E Valden"	646.0	297.0	349.0	367.0	260.0	275.0	348.0	333.0	310.0	643.0	627.0	623.0
"MS"	2008	19	"CHOCTAW"	1	48	15	"SW Ackerman"	314.0	280.0	34.0	47.0	226.0	187.0	99.0	279.0	27.0	309.0	273.0	286.0
"MS"	2008	7	"ATTALA"	2	48	15	"Liberty Chapel"	266.0	66.0	200.0	190.0	67.0	85.0	169.0	86.0	174.0	260.0	257.0	254.0
"MS"	2008	51	"HOLMES"	2	48	24	"Tchula 5"	1319.0	1220.0	99.0	209.0	1057.0	1058.0	200.0	1208.0	105.0	1313.0	1266.0	1258.0
"MS"	2008	7	"ATTALA"	2	48	14	"Possumneck"	213.0	78.0	135.0	139.0	74.0	83.0	128.0	93.0	121.0	214.0	213.0	211.0
"MS"	2008	51	"HOLMES"	2	48	24	"Cruger 5"	267.0	193.0	74.0	82.0	163.0	163.0	81.0	188.0	74.0	262.0	245.0	244.0
"MS"	2008	7	"ATTALA"	2	48	14	"Carnack"	209.0	17.0	192.0	192.0	19.0	57.0	154.0	44.0	163.0	207.0	211.0	211.0
"MS"	2008	7	"ATTALA"	2	48	21	"Aponaug"	230.0	59.0	171.0	177.0	50.0	71.0	151.0	76.0	153.0	229.0	227.0	222.0
"MS"	2008	7	"ATTALA"	2	48	14	"Providence"	271.0	27.0	244.0	245.0	22.0	62.0	203.0	60.0	209.0	269.0	267.0	265.0
"MS"	2008	53	"HUMPHREYS"	2	48	22	"Putnam S 4030"	214.0	52.0	162.0	164.0	40.0	64.0	143.0	80.0	127.0	207.0	204.0	207.0
"MS"	2008	7	"ATTALA"	2	48	15	"Ethel"	355.0	130.0	225.0	233.0	110.0	125.0	216.0	171.0	178.0	349.0	343.0	341.0
"MS"	2008	51	"HOLMES"	2	48	24	"West 2"	482.0	336.0	146.0	161.0	312.0	303.0	164.0	347.0	131.0	478.0	473.0	467.0
"MS"	2008	7	"ATTALA"	2	48	14	"Hesterville"	166.0	15.0	151.0	152.0	15.0	31.0	133.0	29.0	136.0	165.0	167.0	164.0
"MS"	2008	151	"WASHINGTON"	2	49	12	"Grace Methodist"	1144.0	759.0	385.0	447.0	647.0	719.0	380.0	779.0	341.0	1120.0	1094.0	1099.0
"MS"	2008	151	"WASHINGTON"	2	49	12	"Greenville Ind Coll"	994.0	981.0	13.0	75.0	869.0	844.0	81.0	965.0	18.0	983.0	944.0	925.0
"MS"	2008	151	"WASHINGTON"	2	49	12	"Buster Brown Center"	1431.0	1106.0	325.0	409.0	949.0	979.0	365.0	1125.0	289.0	1414.0	1358.0	1344.0
"MS"	2008	151	"WASHINGTON"	2	49	12	"Brent Center"	729.0	726.0	3.0	30.0	667.0	644.0	51.0	720.0	8.0	728.0	697.0	695.0
"MS"	2008	151	"WASHINGTON"	2	49	12	"Elks Lodge"	1679.0	1586.0	93.0	174.0	1420.0	1423.0	168.0	1600.0	71.0	1671.0	1594.0	1591.0
"MS"	2008	151	"WASHINGTON"	2	49	12	"Potter House"	257.0	241.0	16.0	34.0	212.0	213.0	30.0	244.0	14.0	258.0	246.0	243.0
"MS"	2008	151	"WASHINGTON"	2	49	12	"Tempe Drive"	512.0	335.0	177.0	191.0	307.0	312.0	182.0	350.0	152.0	502.0	498.0	494.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Laws Hill 4"	233.0	138.0	95.0	103.0	123.0	128.0	91.0	158.0	67.0	229.0	226.0	219.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Slayden 2"	571.0	266.0	305.0	310.0	226.0	248.0	277.0	300.0	244.0	550.0	536.0	525.0
"MS"	2008	9	"BENTON"	1	5	2	"Lamar 2"	889.0	691.0	198.0	227.0	602.0	580.0	245.0	729.0	135.0	876.0	829.0	825.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Chulahoma 4"	500.0	458.0	42.0	53.0	430.0	379.0	93.0	451.0	46.0	498.0	483.0	472.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Holly Sprs N 2"	728.0	576.0	152.0	190.0	495.0	451.0	219.0	612.0	101.0	717.0	685.0	670.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Byhalia 3"	1545.0	722.0	823.0	823.0	618.0	604.0	802.0	846.0	617.0	1491.0	1441.0	1406.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Wall Hill 4"	634.0	524.0	110.0	125.0	450.0	373.0	168.0	522.0	80.0	610.0	575.0	541.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Hudsonville 2"	331.0	228.0	103.0	119.0	200.0	182.0	124.0	247.0	73.0	325.0	319.0	306.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Holly Sprs W 1"	1222.0	1084.0	138.0	206.0	940.0	789.0	324.0	1066.0	114.0	1193.0	1146.0	1113.0
"MS"	2008	9	"BENTON"	1	5	2	"Ashland 3"	885.0	402.0	483.0	500.0	352.0	392.0	464.0	555.0	300.0	869.0	852.0	856.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Holly Sprs S 5"	1657.0	1040.0	617.0	686.0	889.0	821.0	718.0	1144.0	450.0	1608.0	1575.0	1539.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Victoria 4"	444.0	308.0	136.0	144.0	281.0	287.0	135.0	330.0	100.0	434.0	425.0	422.0
"MS"	2008	93	"MARSHALL"	1	5	2	"Holly Sprs N 1"	1335.0	1189.0	146.0	210.0	1038.0	833.0	377.0	1168.0	119.0	1306.0	1248.0	1210.0
