state	year	county	cd	ld	sd	countyprecinct_code	precinct_code	precinct	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv	g2006_USH_rv	g2006_USH_dv	g2006_USH_tv	cd2	g2006_USH_rv2	g2006_USH_dv2	g2006_USH_tv2
"MS"	2006	"PERRY"	4	86	44	"111-3060"	"3060"	"Richton Holly St 3060"	29	159	194	33	156	189				
"MS"	2006	"PERRY"	4	86	44	"111-3070"	"3070"	"Richton City Hall 3070"	28	305	338	68	271	339				
"MS"	2006	"PERRY"	4	105	44	"111-4080"	"4080"	"Richton Multi 4080"	61	122	187	27	156	183				
"MS"	2006	"PERRY"	4	105	45	"111-4090"	"4090"	"Hintonville 4090"	34	111	146	13	135	148				
"MS"	2006	"PERRY"	4	105	45	"111-4100"	"4100"	"Arlington 4100"	38	236	284	32	250	282				
"MS"	2006	"PERRY"	4	105	45	"111-5110"	"5110"	"Courthouse 5110"	14	117	134	38	92	130				
"MS"	2006	"PERRY"	4	105	45	"111-5120"	"5120"	"Beaumont Sr 5120"	19	92	112	12	97	109				
"MS"	2006	"PERRY"	4	105	45	"111-5130"	"5130"	"Thompson Hill 5130"	9	30	40	7	33	40				
"MS"	2006	"PERRY"	4	105	45	"111-5140"	"5140"	"Janice 5140"	34	191	229	46	183	229				
"MS"	2006	"PERRY"	4	105	45	"111-5150"	"5150"	"Deep Creek 5150"	3	34	37	2	35	37				
"MS"	2006	"STONE"	4	107	45	"131-12"	"12"	"Bond"			0			0				
"MS"	2006	"STONE"	4	93	47	"131-16"	"16"	"Old Hospital"	19	206	229	40	184	224				
"MS"	2006	"STONE"	4	107	45	"131-17"	"17"	"Courthouse"	8	61	69	8	60	68				
"MS"	2006	"STONE"	4	93	47	"131-22"	"22"	"American Legion"	133	115	252	12	230	242				
"MS"	2006	"STONE"	4	93	47	"131-23"	"23"	"Project Road"			0			0				
"MS"	2006	"STONE"	4	93	47	"131-32"	"32"	"Parkinston"	28	112	142	17	126	143				
"MS"	2006	"STONE"	4	93	47	"131-35"	"35"	"Magnolia"	12	97	110	17	93	110				
"MS"	2006	"STONE"	4	107	47	"131-37"	"37"	"McHenry Library"	17	142	160	25	133	158				
"MS"	2006	"STONE"	4	93	47	"131-38"	"38"	"Elarbee"	29	132	167	31	136	167				
"MS"	2006	"STONE"	4	107	43	"131-41"	"41"	"Tuxechana"			0			0				
"MS"	2006	"STONE"	4	107	47	"131-43"	"43"	"Ten Mile"	21	129	153	23	130	153				
"MS"	2006	"STONE"	4	93	47	"131-48"	"48"	"McHenry Fire"	29	151	184	33	148	181				
"MS"	2006	"STONE"	4	107	45	"131-52"	"52"	"Flint Creek"	63	348	422	52	371	423				
"MS"	2006	"STONE"	4	107	43	"131-54"	"54"	"Big Level"	43	265	314	45	273	318				
"MS"	2006	"STONE"	4	107	43	"131-55"	"55"	"Pleasant Hill"	13	85	99	19	80	99				
"MS"	2006	"WAYNE"	4	86	43	"153-11"	"11"	"Waynesboro 1"	152	26	180	6	173	179				
"MS"	2006	"WAYNE"	4	86	43	"153-12"	"12"	"Waynesboro 2"	118	245	369	58	305	363				
"MS"	2006	"WAYNE"	4	86	43	"153-13"	"13"	"Waynesboro 3"	97	462	565	106	459	565				
"MS"	2006	"WAYNE"	4	86	43	"153-14"	"14"	"Waynesboro 4"	82	72	156	18	136	154				
"MS"	2006	"WAYNE"	4	86	43	"153-15"	"15"	"Waynesboro 5"	61	80	145	10	133	143				
"MS"	2006	"WAYNE"	4	86	43	"153-21"	"21"	"State Line"	91	135	227	33	189	222				
"MS"	2006	"WAYNE"	4	86	43	"153-24"	"24"	"Eucutta"	24	76	102	24	80	104				
"MS"	2006	"WAYNE"	4	105	43	"153-31"	"31"	"Buckatunna"	88	120	210	25	178	203				
"MS"	2006	"WAYNE"	4	86	43	"153-32"	"32"	"Wincheste"	112	127	240	36	198	234				
"MS"	2006	"WAYNE"	4	86	43	"153-33"	"33"	"Diamond"	60	18	79	6	74	80				
"MS"	2006	"WAYNE"	4	86	43	"153-34"	"34"	"Beat 4"	28	253	284	35	247	282				
"MS"	2006	"WAYNE"	4	86	43	"153-35"	"35"	"Corinth"	17	111	129	19	114	133				
"MS"	2006	"WAYNE"	4	86	43	"153-42"	"42"	"Denham"	43	147	192	46	146	192				
"MS"	2006	"WAYNE"	4	86	43	"153-43"	"43"	"Hiwannee"	94	55	154	12	140	152				
"MS"	2006	"WAYNE"	4	86	43	"153-45"	"45"	"Strengthford"	8	72	81	17	65	82				
"MS"	2006	"WAYNE"	4	86	43	"153-51"	"51"	"Chicora"	25	117	142	30	108	138				
"MS"	2006	"WAYNE"	4	86	43	"153-52"	"52"	"Big Rock"	27	37	65	17	49	66				
"MS"	2006	"WAYNE"	4	86	43	"153-53"	"53"	"Matherville"	8	26	34	7	27	34				
"MS"	2006	"WAYNE"	4	86	43	"153-54"	"54"	"Mozingo"	28	138	168	30	138	168				
"MS"	2006	"WAYNE"	4	86	43	"153-63"	"63"	"Coyt"	5	29	34	9	25	34				
"MS"	2006	"WAYNE"	4	86	43	"153-64"	"64"	"Pleasant Grove"	54	175	233	44	192	236				
"MS"	2006	"WAYNE"	4	86	43	"153-65"	"65"	"Clara"	40	480	525	122	396	518				
"MS"	2006	"WAYNE"	4	86	43	"153-73"	"73"	"Chapparal"	51	36	88	13	74	87				
"MS"	2006	"WAYNE"	4	86	43	"153-83"	"83"	"Yellow Creek"	80	155	241	52	188	240				
"MS"	2006	"JASPER"	4						201	72	278	33	245	278				
"MS"	2006	"LAMAR"	4						127	231	366	75	290	365				
"MS"	2006	"LAMAR"	4						27	68	97	17	77	94				
"MS"	2006	"STONE"	4						3	45	49	15	34	49				
"MS"	2006	"STONE"	4						196	122	324	27	295	322				
"MS"	2006	"STONE"	4						36	314	357	76	279	355				
"MS"	2006	"STONE"	4						11	131	143	24	119	143				
"MS"	2006	"STONE"	4						8	37	45	6	40	46				
