state	year	county	cd	g2010_REG_tv	g2010_BALL_tv	g2010_USS_rv	g2010_USS_dv	g2010_GOV_dv	g2010_GOV_rv	g2010_LTG_rv	g2010_LTG_dv	g2010_SOS_dv	g2010_SOS_rv	g2010_COM_dv	g2010_COM_rv	g2010_TRE_rv	g2010_ATG_rv	g2010_USH_dv	g2010_USH_rv
"ID"	2010	"CO. TOTAL"	2	5258	3429	2553	642	729	2272	2416	687	676	2554	2522	683	2727	2739	579.0	2448.0
"ID"	2010	"Nezperce"	1	437	307	212	84	97	184	202	84	85	216	191	100	244	247	164.0	110.0
"ID"	2010	"West Kamiah"	1	602	329	231	66	93	198	223	78	73	240	233	82	267	265	106.0	189.0
"ID"	2010	"East Kamiah"	1	203	118	96	14	20	83	93	16	19	94	96	19	98	98	27.0	79.0
"ID"	2010	"Craigmont"	1	402	286	205	58	71	183	195	66	60	213	208	65	242	241	124.0	136.0
"ID"	2010	"Winchester"	1	339	208	160	35	57	132	148	44	40	158	161	38	184	182	76.0	112.0
"ID"	2010	"Reubens"	1	50	29	19	6	8	14	16	6	6	19	19	6	19	20	13.0	6.0
"ID"	2010	"Mohler"	1	49	41	33	4	9	27	31	6	6	30	30	5	33	33	20.0	17.0
"ID"	2010	"Slickpoo"	1	13	11	7	4	3	6	7	4	3	7	6	4	7	8	7.0	4.0
"ID"	2010	"CO. TOTAL"	2	2095	1329	963	271	358	827	915	304	292	977	944	319	1094	1094	0.0	0.0
"ID"	2010	"1 Shoshone"	2	393	244	165	65	79	135	155	66	60	177	168	68	189	189	61.0	164.0
"ID"	2010	"2 Shoshone"	2	420	234	164	56	86	123	148	63	60	167	160	62	200	200	52.0	164.0
"ID"	2010	"3 N. Shoshone"	2	404	210	172	39	59	136	156	46	34	182	173	40	192	195	42.0	162.0
"ID"	2010	"4 Richfield"	2	562	298	226	50	73	204	216	64	57	230	225	62	254	252	54.0	225.0
"ID"	2010	"5 Dietrich"	2	375	246	214	25	54	160	211	28	22	219	219	26	227	233	20.0	213.0
"ID"	2010	"6 Kimama"	2	26	21	15	1	3	15	16	1	1	19	18	1	16	16	2.0	12.0
"ID"	2010	"CO. TOTAL"	2	2180	1253	956	236	354	773	902	268	234	994	963	259	1078	1085	231.0	940.0
"ID"	2010	"1"	2	351	218	184	15	47	146	171	19	32	174	181	22	186	189	10.0	173.0
"ID"	2010	"2"	2	1044	512	427	58	136	343	401	71	68	426	430	61	443	451	48.0	412.0
"ID"	2010	"3"	2	1170	637	565	40	181	417	518	68	68	539	542	54	563	571	38.0	528.0
"ID"	2010	"4"	2	446	250	218	16	57	178	200	28	22	210	203	26	218	222	20.0	201.0
"ID"	2010	"5"	2	1248	520	436	61	194	300	370	99	96	395	406	85	459	456	61.0	408.0
"ID"	2010	"6"	2	1043	612	533	56	217	361	478	92	87	504	493	87	545	548	60.0	507.0
"ID"	2010	"7"	2	1245	605	526	39	205	360	456	75	79	482	496	56	538	545	31.0	495.0
"ID"	2010	"8"	2	2157	817	685	73	344	434	595	135	129	641	645	120	717	723	91.0	644.0
"ID"	2010	"9"	2	670	178	142	23	66	94	119	35	27	136	134	25	146	144	19.0	145.0
"ID"	2010	"10"	2	747	138	111	15	33	87	102	17	15	114	110	16	120	120	15.0	106.0
"ID"	2010	"11"	2	267	55	45	6	16	31	43	4	5	47	42	6	46	45	5.0	41.0
"ID"	2010	"12"	2	266	21	17	0	6	15	15	0	0	18	17	0	18	18	0.0	18.0
"ID"	2010	"13"	2	127	21	18	0	3	16	15	2	0	20	18	0	20	20	0.0	16.0
"ID"	2010	"14"	2	499	131	101	8	56	60	80	23	17	100	97	21	113	117	9.0	98.0
"ID"	2010	"15"	2	1372	529	465	42	175	334	431	62	58	445	438	57	474	473	35.0	457.0
"ID"	2010	"16"	2	1800	916	746	121	391	489	677	161	150	717	724	137	796	803	107.0	727.0
"ID"	2010	"17"	2	235	133	123	6	25	95	113	11	9	117	114	13	115	119	9.0	110.0
"ID"	2010	"18"	2	821	442	375	38	131	278	338	53	60	360	363	52	382	379	39.0	357.0
"ID"	2010	"19"	2	719	375	320	34	103	245	293	51	57	295	305	44	327	327	35.0	309.0
"ID"	2010	"CO. TOTAL"	2	16227	7810	6616	734	2594	4739	5933	1119	1085	6304	6317	980	6817	6873	708.0	6302.0
"ID"	2010	"1 Acequia"	2	733	374	310	41	63	278	303	50	49	312	309	53	325	328	38.0	297.0
"ID"	2010	"2 Emerson"	2	938	546	454	61	86	424	440	75	74	462	460	75	486	499	63.0	439.0
"ID"	2010	"3 Heyburn #1"	2	862	420	311	73	98	276	301	86	85	318	312	88	339	346	75.0	290.0
"ID"	2010	"4 Heyburn #2"	2	950	492	399	60	94	358	395	70	61	417	406	78	441	447	66.0	381.0
"ID"	2010	"5 Paul"	2	798	456	353	75	107	316	343	84	96	351	348	94	387	392	87.0	323.0
"ID"	2010	"6 Pioneer"	2	902	505	434	39	75	377	427	39	47	445	448	40	467	467	32.0	418.0
"ID"	2010	"7 Rupert #1"	2	640	336	253	62	106	199	235	83	80	247	251	76	294	298	56.0	251.0
"ID"	2010	"8 Rupert #2"	2	718	376	290	55	56	270	292	62	62	300	296	68	327	332	46.0	277.0
"ID"	2010	"9 Rupert #3"	2	472	199	134	49	59	120	123	51	54	137	136	51	167	173	50.0	117.0
"ID"	2010	"10 Rupert #4"	2	694	369	277	69	82	249	274	66	66	287	284	66	300	310	64.0	263.0
"ID"	2010	"11 Rupert #5"	2	609	289	226	41	62	201	217	50	45	234	224	51	255	260	43.0	222.0
"ID"	2010	"CO. TOTAL"	2	8316	4909	3846	708	1000	3448	3737	817	811	3938	3892	835	4225	4299	694.0	3684.0
"ID"	2010	"Lewiston 1"	1	273	75	43	25	25	35	40	29	29	44	45	28	58	59	35.0	30.0
"ID"	2010	"Lewiston 2"	1	382	148	79	61	73	67	67	69	63	79	78	63	118	118	81.0	50.0
"ID"	2010	"Lewiston 3"	1	324	145	72	63	70	66	64	65	60	74	77	59	99	101	80.0	51.0
"ID"	2010	"Lewiston 4"	1	424	210	119	80	92	99	112	86	83	119	112	89	171	165	127.0	64.0
"ID"	2010	"Lewiston 5"	1	404	210	148	51	71	126	134	62	61	139	147	57	177	174	96.0	94.0
"ID"	2010	"Lewiston 6"	1	710	355	270	76	93	243	257	78	74	270	258	84	300	302	152.0	173.0
"ID"	2010	"Lewiston 7"	1	652	313	189	106	116	167	177	115	111	192	181	115	247	250	155.0	130.0
"ID"	2010	"Lewiston 8"	1	579	318	222	87	121	178	196	106	85	225	198	108	259	265	172.0	125.0
"ID"	2010	"Lewiston 9"	1	720	338	205	121	164	153	173	142	132	197	184	141	263	262	194.0	117.0
"ID"	2010	"Lewiston 10"	1	595	259	166	81	88	153	148	93	90	155	147	94	223	220	130.0	105.0
"ID"	2010	"Lewiston 11"	1	522	234	122	100	99	119	113	102	99	119	113	105	183	184	131.0	91.0
"ID"	2010	"Lewiston 12"	1	1033	604	449	144	180	401	415	156	143	436	414	163	515	508	288.0	291.0
"ID"	2010	"Lewiston 13"	1	1064	486	336	139	170	286	307	150	133	336	304	151	403	391	242.0	214.0
"ID"	2010	"Lewiston 14"	1	542	241	159	72	82	128	145	80	76	156	153	79	199	192	116.0	95.0
"ID"	2010	"Lewiston 15"	1	1052	401	253	133	155	220	221	152	141	246	229	153	322	322	215.0	161.0
"ID"	2010	"Lewiston 16"	1	714	275	197	68	88	164	168	86	74	192	174	89	233	228	131.0	121.0
"ID"	2010	"Lewiston 17"	1	603	253	174	64	75	150	150	76	75	161	151	83	204	203	121.0	113.0
"ID"	2010	"Lewiston 18"	1	738	353	257	83	112	215	221	104	94	245	232	105	297	299	180.0	150.0
"ID"	2010	"Lewiston 19"	1	445	209	141	54	54	135	136	55	54	142	131	65	169	173	98.0	91.0
"ID"	2010	"Lewiston 20"	1	684	299	208	78	90	180	191	87	84	204	203	87	251	251	132.0	142.0
"ID"	2010	"Lewiston 21"	1	893	502	352	123	145	309	317	142	132	351	338	142	434	431	226.0	228.0
"ID"	2010	"Lewiston 22"	1	633	287	200	78	90	176	186	84	77	203	196	80	256	255	124.0	135.0
"ID"	2010	"Lewiston 23"	1	835	451	311	121	134	276	287	138	138	296	291	133	385	377	212.0	205.0
"ID"	2010	"Lewiston 24"	1	928	482	317	134	163	278	289	153	149	311	293	166	387	380	233.0	200.0
"ID"	2010	"Lewiston 25"	1	965	535	389	115	149	339	339	143	136	367	366	135	444	438	233.0	243.0
"ID"	2010	"Lewiston 26"	1	957	477	332	120	160	278	301	135	131	324	301	139	403	397	216.0	215.0
"ID"	2010	"Culdesac 30"	1	370	211	137	64	69	118	130	69	69	133	134	64	172	166	99.0	84.0
"ID"	2010	"Gifford 31"	1	165	104	80	17	25	68	76	20	21	81	77	21	88	87	45.0	45.0
"ID"	2010	"Hatwai 32"	1	398	183	133	40	45	116	127	39	44	128	136	36	153	153	71.0	93.0
"ID"	2010	"Lapwai 33"	1	898	305	137	152	205	75	74	212	171	120	84	203	209	207	225.0	55.0
"ID"	2010	"Leland 34"	1	241	134	110	20	24	101	114	18	17	114	107	23	120	121	45.0	82.0
"ID"	2010	"Lenore 35"	1	277	146	88	53	54	75	78	51	57	85	83	60	119	115	69.0	53.0
"ID"	2010	"Peck 36"	1	268	150	105	33	53	85	91	46	41	102	94	49	121	120	68.0	60.0
"ID"	2010	"Rimrock 37"	1	114	58	47	10	18	34	41	14	14	42	45	11	52	48	27.0	28.0
"ID"	2010	"Spalding 38"	1	411	186	133	44	59	111	122	51	47	132	123	51	155	147	84.0	84.0
"ID"	2010	"Tammany 39"	1	630	326	255	55	71	232	226	78	76	232	229	77	276	273	129.0	170.0
"ID"	2010	"Webb 40"	1	213	93	64	22	30	55	58	26	25	63	61	28	73	75	42.0	45.0
"ID"	2010	"CO. TOTAL"	2	21656	12770	8492	3695	4438	7289	7644	4183	3921	8326	7900	4210	10395	10292	0.0	0.0
"ID"	2010	"Malad 1"	2	751	456	358	75	98	326	331	82	84	354	364	70	392	396	69.0	353.0
"ID"	2010	"Malad 2"	2	607	385	289	67	93	266	247	89	79	272	282	68	299	297	65.0	285.0
"ID"	2010	"Malad 3"	2	651	392	322	45	68	288	280	71	63	311	309	64	349	346	45.0	311.0
"ID"	2010	"Malad 4"	2	438	279	238	20	35	224	232	25	27	244	241	24	257	255	21.0	235.0
"ID"	2010	"Curlew 5"	2	110	83	69	4	6	67	69	4	5	72	68	7	72	72	4.0	65.0
"ID"	2010	"Holbrook 6"	2	76	61	53	2	8	48	45	5	2	54	51	4	58	57	2.0	51.0
"ID"	2010	"CO. TOTAL"	2	2633	1656	1329	213	308	1219	1204	276	260	1307	1315	237	1427	1423	206.0	1300.0
"ID"	2010	"1 N. Homedale"	1	744	369	285	67	80	246	275	68	78	288	257	90	332	328	126.0	192.0
"ID"	2010	"2 S. Homedale"	1	941	502	414	59	79	366	399	63	58	425	393	80	441	441	171.0	271.0
"ID"	2010	"3 N. Marsing"	1	663	331	252	51	46	240	257	44	47	273	270	49	284	287	97.0	188.0
"ID"	2010	"4 S. Marsing"	1	699	362	282	57	62	250	272	60	62	292	285	69	316	314	124.0	212.0
"ID"	2010	"5 Pleasant Valley"	1	71	53	52	0	0	53	51	0	0	51	52	0	50	50	18.0	34.0
"ID"	2010	"6 Wilson"	1	471	312	225	40	45	220	224	37	39	239	232	46	255	256	80.0	185.0
"ID"	2010	"7 Murphy"	1	255	147	129	16	26	114	129	14	17	130	127	19	134	131	45.0	89.0
"ID"	2010	"8 Oreana"	1	145	83	70	5	8	68	72	5	6	73	74	6	75	74	24.0	50.0
"ID"	2010	"9 Grand View"	1	465	259	219	24	35	196	215	20	19	235	218	30	240	242	102.0	128.0
"ID"	2010	"10 Bruneau"	1	341	215	172	24	31	159	169	25	20	177	166	32	175	173	68.0	117.0
"ID"	2010	"11 Riddle"	1	56	31	14	12	11	16	12	16	19	12	13	16	19	21	23.0	5.0
"ID"	2010	"12 Three Creek"	1	28	20	14	2	4	13	14	3	3	16	15	4	16	16	7.0	8.0
"ID"	2010	"CO. TOTAL"	2	4879	2932	2319	397	472	2128	2285	389	401	2421	2305	476	2554	2552	0.0	0.0
"ID"	2010	"1"	1	953	369	273	61	82	238	274	66	73	282	290	74	325	324	135.0	186.0
"ID"	2010	"2"	1	1948	877	676	138	167	626	674	127	140	715	720	136	752	760	328.0	484.0
"ID"	2010	"3"	1	894	363	271	72	82	236	267	67	71	271	288	66	303	301	161.0	158.0
"ID"	2010	"4"	1	533	204	156	37	36	143	166	28	36	163	172	30	170	171	73.0	106.0
"ID"	2010	"5"	1	1571	685	544	74	106	504	547	90	97	573	568	105	611	614	202.0	409.0
"ID"	2010	"6"	1	1308	570	437	106	116	394	425	558	111	444	451	99	499	497	222.0	299.0
"ID"	2010	"7"	1	307	166	138	18	18	128	140	17	12	149	143	19	155	154	43.0	110.0
"ID"	2010	"8"	1	1638	733	567	118	116	536	581	103	119	597	595	124	649	646	240.0	421.0
"ID"	2010	"9"	1	1157	585	462	72	75	431	465	64	88	473	469	95	521	510	184.0	337.0
"ID"	2010	"10"	1	239	105	83	17	20	76	79	14	13	89	85	16	92	93	34.0	58.0
"ID"	2010	"CO. TOTAL"	2	10548	6085	4684	1001	1104	4342	4696	1394	1023	4877	4882	1043	5251	5248	0.0	0.0
"ID"	2010	"1"	2	712	401	269	116	149	234	248	123	110	273	256	119	321	322	102.0	274.0
"ID"	2010	"2"	2	890	511	351	138	191	274	313	154	142	340	340	137	427	427	124.0	350.0
"ID"	2010	"3"	2	998	560	403	129	204	315	366	148	151	384	386	141	469	469	127.0	396.0
"ID"	2010	"4"	2	346	227	188	30	86	122	171	39	36	184	184	31	207	207	28.0	182.0
"ID"	2010	"5"	2	132	89	81	2	9	76	78	5	4	79	76	7	80	80	2.0	79.0
"ID"	2010	"6"	2	391	205	143	53	63	120	131	66	65	136	134	65	176	175	53.0	137.0
"ID"	2010	"CO. TOTAL"	2	3469	2246	1599	545	811	1268	1456	620	577	1568	1529	577	1865	1867	503.0	1588.0
"ID"	2010	"1 Prichard-Murray"	1	173	128	74	39	36	83	65	49	47	72	67	51	94	95	66.0	45.0
"ID"	2010	"2 Mullan"	1	446	250	81	134	123	86	65	137	137	84	82	132	150	155	162.0	36.0
"ID"	2010	"3 East Wallace"	1	412	184	95	72	70	80	88	72	74	100	90	82	132	142	104.0	48.0
"ID"	2010	"4 West Wallace"	1	345	179	99	61	63	94	90	74	64	102	92	75	135	135	99.0	56.0
"ID"	2010	"5 Silverton"	1	346	193	117	58	58	104	101	62	61	111	100	67	129	136	102.0	59.0
"ID"	2010	"6 East Osburn"	1	517	301	172	104	100	167	152	114	122	160	165	110	229	235	163.0	90.0
"ID"	2010	"7 West Osburn"	1	577	316	181	111	108	172	171	114	116	175	164	124	247	248	167.0	112.0
"ID"	2010	"8 East Kellogg"	1	367	153	95	45	47	94	87	47	52	90	87	53	114	115	78.0	55.0
"ID"	2010	"9 Middle Kellogg"	1	690	315	184	113	107	177	169	118	118	174	168	119	240	249	176.0	98.0
"ID"	2010	"10 West Kellogg"	1	309	134	81	45	57	65	65	56	50	77	66	60	107	107	76.0	44.0
"ID"	2010	"11 Wardner"	1	107	54	29	21	17	29	25	22	21	29	27	22	40	37	38.0	11.0
"ID"	2010	"12 Smelterville"	1	358	171	99	66	60	95	89	66	68	94	93	68	131	135	93.0	55.0
"ID"	2010	"13 East Pinehurst"	1	298	146	94	43	49	89	82	48	47	92	84	50	113	113	67.0	54.0
"ID"	2010	"14 West Pinehurst"	1	855	411	270	116	114	257	237	133	136	249	232	145	332	336	196.0	161.0
"ID"	2010	"15 Kingston-Cataldo"	1	801	440	265	137	136	258	251	142	153	260	259	152	340	348	223.0	155.0
"ID"	2010	"16 Calder"	1	85	75	51	14	20	45	48	15	17	55	48	18	48	54	32.0	32.0
"ID"	2010	"17 Clarkia"	1	39	29	14	12	8	15	15	12	9	19	17	12	20	20	16.0	5.0
"ID"	2010	"18 Avery"	1	45	36	23	10	15	20	23	12	13	21	22	12	23	25	18.0	11.0
"ID"	2010	"CO. TOTAL"	2	6770	3988	2286	1356	1343	2186	2060	1467	1473	2228	2112	1524	2973	3033	0.0	0.0
"ID"	2010	"1"	2	1458	604	345	248	262	283	318	232	225	340	336	225	436	428	211.0	346.0
"ID"	2010	"2"	2	1634	602	346	233	256	301	327	224	224	340	341	218	434	429	210.0	351.0
"ID"	2010	"3"	2	1434	520	256	243	268	218	240	218	208	266	261	208	346	340	207.0	262.0
"ID"	2010	"4"	2	1226	454	257	182	194	229	245	166	165	258	266	147	332	327	151.0	265.0
"ID"	2010	"CO. TOTAL"	2	5752	3437	1766	1564	1706	1470	1628	1478	1440	1763	1745	1401	2274	2250	1355.0	1796.0
"ID"	2010	"Buhl 1"	2	629	340	229	83	87	211	231	74	74	253	253	73	273	274	73.0	230.0
"ID"	2010	"Buhl 2"	2	528	273	203	57	77	174	196	53	50	210	204	57	231	232	47.0	204.0
"ID"	2010	"Buhl 3"	2	412	221	167	47	56	147	167	40	51	162	168	46	194	192	42.0	167.0
"ID"	2010	"Buhl 4"	2	549	273	182	69	77	150	175	74	78	185	188	78	219	223	62.0	181.0
"ID"	2010	"Buhl 5"	2	329	150	98	44	55	83	89	51	48	98	99	45	120	122	42.0	92.0
"ID"	2010	"Buhl 6"	2	233	123	85	33	40	68	77	33	40	79	82	35	98	99	28.0	82.0
"ID"	2010	"Buhl 7"	2	809	422	302	77	95	262	297	82	78	326	317	81	351	357	75.0	296.0
"ID"	2010	"Castleford"	2	462	255	196	34	52	188	192	40	46	201	210	35	222	221	35.0	194.0
"ID"	2010	"Clover"	2	194	107	86	11	20	76	82	13	11	94	94	9	93	95	12.0	81.0
"ID"	2010	"Deep Creek"	2	546	324	228	74	83	215	230	70	64	247	234	70	261	266	62.0	229.0
"ID"	2010	"Filer 1"	2	743	379	293	68	106	236	273	84	79	291	289	82	337	331	64.0	287.0
"ID"	2010	"Filer 2"	2	765	390	309	65	97	260	295	68	63	317	303	75	338	347	52.0	294.0
"ID"	2010	"Filer 3"	2	944	478	377	78	107	306	350	91	83	381	377	81	417	421	74.0	359.0
"ID"	2010	"Hansen"	2	1278	621	497	77	142	415	475	88	89	504	508	93	545	542	76.0	469.0
"ID"	2010	"Hollister"	2	598	324	262	40	56	228	259	43	45	273	273	39	281	281	39.0	249.0
"ID"	2010	"Kimberly 1"	2	963	503	382	90	136	316	362	99	105	382	367	115	428	430	91.0	371.0
"ID"	2010	"Kimberly 2"	2	1145	591	464	87	147	385	448	94	96	474	451	118	521	524	82.0	451.0
"ID"	2010	"Kimberly 3"	2	609	288	243	35	64	203	231	38	38	243	245	34	255	254	33.0	234.0
"ID"	2010	"Maroa"	2	313	181	150	17	38	128	143	26	22	156	152	26	157	162	15.0	147.0
"ID"	2010	"Murtaugh"	2	370	179	147	23	42	116	132	32	26	142	139	29	160	159	17.0	149.0
"ID"	2010	"Outside T.F. 21"	2	254	115	98	15	32	78	93	12	13	99	92	18	99	101	11.0	93.0
"ID"	2010	"Outside T.F. 22"	2	888	431	347	64	110	281	309	87	71	351	341	80	375	368	62.0	333.0
"ID"	2010	"Outside T.F. 23"	2	1065	485	372	86	130	297	348	98	86	380	370	95	418	413	85.0	342.0
"ID"	2010	"Outside T.F. 24"	2	707	336	264	61	104	204	250	66	55	273	254	74	293	291	56.0	260.0
"ID"	2010	"Outside T.F. 25"	2	1115	547	458	61	158	349	435	73	76	454	439	83	481	481	61.0	452.0
"ID"	2010	"Twin Falls 1"	2	564	198	131	53	61	108	123	49	54	141	134	58	158	157	44.0	133.0
"ID"	2010	"Twin Falls 2"	2	461	161	110	37	53	83	99	42	42	113	115	38	131	135	36.0	109.0
"ID"	2010	"Twin Falls 3"	2	574	239	161	61	76	131	143	74	68	163	160	72	194	197	57.0	153.0
"ID"	2010	"Twin Falls 4"	2	1452	501	368	114	165	287	335	133	123	363	360	126	429	424	105.0	368.0
"ID"	2010	"Twin Falls 5"	2	2155	910	656	198	313	507	599	229	217	661	646	227	782	791	181.0	634.0
"ID"	2010	"Twin Falls 6"	2	561	226	145	66	79	111	135	65	64	155	152	67	189	187	60.0	130.0
"ID"	2010	"Twin Falls 7"	2	623	201	145	43	68	113	140	45	47	148	142	53	168	170	42.0	140.0
"ID"	2010	"Twin Falls 8"	2	654	272	179	77	113	133	170	78	86	182	170	92	219	222	63.0	186.0
"ID"	2010	"Twin Falls 9"	2	376	151	106	27	39	87	101	31	28	110	107	33	124	125	27.0	105.0
"ID"	2010	"Twin Falls 10"	2	394	163	127	35	51	97	122	37	39	126	123	41	151	151	30.0	127.0
"ID"	2010	"Twin Falls 11"	2	1157	588	462	111	220	321	423	133	107	457	448	111	510	506	104.0	463.0
"ID"	2010	"Twin Falls 12"	2	582	244	174	56	85	141	168	65	50	190	175	61	210	207	55.0	171.0
"ID"	2010	"Twin Falls 13"	2	1340	590	438	122	200	332	408	133	132	431	414	150	502	506	106.0	445.0
"ID"	2010	"Twin Falls 14"	2	1544	739	569	137	237	452	531	158	131	586	556	150	623	634	128.0	563.0
"ID"	2010	"Twin Falls 15"	2	1386	567	393	135	198	321	377	144	140	401	395	151	477	480	121.0	396.0
"ID"	2010	"Twin Falls 16"	2	470	197	127	57	92	86	108	70	65	126	124	67	164	162	52.0	125.0
"ID"	2010	"Twin Falls 17"	2	622	239	164	59	76	132	156	56	60	173	170	63	200	203	58.0	154.0
"ID"	2010	"Twin Falls 18"	2	1577	595	448	118	189	343	419	130	120	444	436	129	510	514	108.0	427.0
"ID"	2010	"Twin Falls 19"	2	1008	479	340	109	164	272	322	123	118	350	347	119	413	412	111.0	328.0
"ID"	2010	"Twin Falls 20"	2	490	183	114	49	72	91	112	54	50	123	119	53	144	149	44.0	116.0
"ID"	2010	"CO. TOTAL"	2	34438	19042	14181	3761	5650	11511	13380	4155	3878	14518	14092	4193	16078	16133	3496.0	13843.0
"ID"	2010	"Alpha"	1	411	171	140	19	36	119	136	22	24	144	135	31	143	143	59.0	95.0
"ID"	2010	"Cascade"	1	654	265	179	64	76	158	180	62	64	179	174	62	203	208	132.0	92.0
"ID"	2010	"Donnelly"	1	80	41	22	13	16	20	25	13	15	23	25	13	33	32	22.0	11.0
"ID"	2010	"McCall"	1	1939	710	361	316	364	304	359	307	297	375	342	311	456	458	426.0	222.0
"ID"	2010	"Payette"	1	937	407	233	149	165	213	236	143	143	235	220	160	281	272	213.0	149.0
"ID"	2010	"Roseberry"	1	1851	807	501	252	273	438	486	234	229	529	494	251	603	585	403.0	305.0
"ID"	2010	"West Mountain"	1	644	320	235	59	71	209	236	48	61	241	238	54	258	262	114.0	170.0
"ID"	2010	"Yellow Pine"	1	69	48	39	5	6	37	41	6	7	35	34	8	39	38	22.0	20.0
"ID"	2010	"CO. TOTAL"	2	6585	3921	2453	1227	1385	2170	2458	1145	1140	2559	2371	1262	2875	2847	0.0	0.0
"ID"	2010	"1 Eaton Hale"	1	568	388	300	49	65	289	320	43	41	334	318	57	333	336	133.0	201.0
"ID"	2010	"2 West Weiser"	1	455	286	183	64	75	177	187	76	64	208	199	74	230	231	122.0	125.0
"ID"	2010	"3 South Weiser"	1	354	200	119	46	58	123	119	59	57	140	137	58	161	162	87.0	86.0
"ID"	2010	"4 Weiser"	1	583	367	252	80	111	224	272	74	77	278	262	88	308	302	173.0	161.0
"ID"	2010	"5 Middle Weiser"	1	417	260	162	61	61	165	171	62	60	184	168	71	206	209	116.0	106.0
"ID"	2010	"6 East Weiser"	1	386	270	197	37	58	191	218	38	29	236	222	43	236	238	88.0	154.0
"ID"	2010	"7 Midvale"	1	483	357	302	29	37	291	297	28	33	312	301	41	319	313	93.0	229.0
"ID"	2010	"8 Cambridge"	1	633	419	319	69	84	291	330	65	78	328	322	85	350	349	166.0	219.0
"ID"	2010	"9 Pioneer"	1	567	355	237	83	93	228	242	86	80	256	241	99	279	285	156.0	151.0
"ID"	2010	"10 Sunnyside"	1	483	372	253	43	62	290	303	41	41	321	311	48	331	332	114.0	231.0
"ID"	2010	"11 Mineral"	1	397	295	232	30	42	236	247	29	28	260	248	41	254	257	94.0	164.0
"ID"	2010	"CO. TOTAL"	2	5326	3569	2556	591	746	2505	2706	601	588	2857	2729	705	3007	3014	0.0	0.0
"ID"	2010	"STATE TOTAL"	2	790676	457748	319953	112057	148680	267483	299979	120174	113164	326453	308207	125571	367260	367737	48749.0	137468.0
"ID"	2010	"1st Cong. Dist."	2	432995	252910	179204	58539	71304	156788	170736	61468	58794	183958	172891	66508	204344	204402	0.0	0.0
"ID"	2010	"2nd Cong. Dist"	2	357681	204838	140045	53274	77066	110106	129243	58706	54370	142495	135316	59063	162916	163335	48749.0	137468.0
"ID"	2010	"1st Cong. Dist."	2	133460	77247	56170	16822	23286	45855	52928	17918	16388	57985	52513	20425	61972	62483	0.0	0.0
"ID"	2010	"2nd Cong"	2	81897	44928	23399	19311	23181	17427	22044	19368	17099	26094	21033	21113	30205	30576	17444.0	24087.0
"ID"	2010	"Total Ada"	2	215357	122175	79569	36133	46467	63282	74972	37286	33487	84079	73546	41538	92177	93059	17444.0	24087.0
