state	year	county	town	cd	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	ward	precinct
"ME"	2008	"AND"	"AUBURN"	2	1442	989	2470	943	1505	2448	1650	716	2366	1	1
"ME"	2008	"AND"	"AUBURN"	2	1483	935	2470	1010	1433	2443	1676	704	2380	2	1
"ME"	2008	"AND"	"AUBURN"	2	1276	951	2264	774	1465	2239	1531	654	2185	3	1
"ME"	2008	"AND"	"AUBURN"	2	1346	952	2342	880	1436	2316	1553	719	2272	4	1
"ME"	2008	"AND"	"AUBURN"	2	1319	859	2237	902	1327	2229	1572	596	2168	5	1
"ME"	2008	"AND"	"DURHAM"	2	1246	1075	2368	743	1639	2382	1471	792	2263	1	1
"ME"	2008	"AND"	"GREENE"	2	1190	1165	2415	797	1610	2407	1541	800	2341	1	1
"ME"	2008	"AND"	"LEEDS"	2	623	530	1192	427	766	1193	758	405	1163	1	1
"ME"	2008	"AND"	"LEWISTON"	2	3576	1638	5299	2771	2535	5306	4130	959	5089	0	0
"ME"	2008	"AND"	"LEWISTON"	2	1014	491	1541	709	820	1530	1063	373	1436	1	1
"ME"	2008	"AND"	"LEWISTON"	2	1192	977	2210	801	1412	2213	1539	595	2134	2	1
"ME"	2008	"AND"	"LEWISTON"	2	1049	308	1387	766	577	1343	1030	215	1245	3	1
"ME"	2008	"AND"	"LEWISTON"	2	904	620	1554	577	981	1559	1139	351	1490	4	1
"ME"	2008	"AND"	"LEWISTON"	2	803	304	1133	575	560	1135	824	220	1044	5	1
"ME"	2008	"AND"	"LEWISTON"	2	1141	949	2132	748	1373	2121	1439	602	2041	6	1
"ME"	2008	"AND"	"LEWISTON"	2	950	674	1658	657	1009	1667	1197	396	1593	7	1
"ME"	2008	"AND"	"LISBON"	2	1168	1142	2365	779	1590	2369	1551	763	2314	1	1
"ME"	2008	"AND"	"LISBON"	2	1260	1151	2466	783	1654	2437	1593	788	2381	2	1
"ME"	2008	"AND"	"LIVERMORE"	2	743	508	1270	531	754	1285	799	439	1238	1	1
"ME"	2008	"AND"	"LIVERMORE FALLS"	2	913	468	1418	644	814	1458	919	494	1413	1	1
"ME"	2008	"AND"	"MECHANIC FALLS"	2	765	759	1572	487	1083	1570	933	554	1487	1	1
"ME"	2008	"AND"	"MINOT"	2	770	783	1577	472	1096	1568	919	595	1514	1	1
"ME"	2008	"AND"	"POLAND"	2	1629	1380	3083	1052	1973	3025	1927	1031	2958	1	1
"ME"	2008	"AND"	"SABATTUS"	2	1372	1181	2628	920	1699	2619	1741	809	2550	1	1
"ME"	2008	"AND"	"TURNER"	2	1494	1452	3001	963	2038	3001	1709	1140	2849	1	1
"ME"	2008	"AND"	"WALES"	2	349	430	798	230	565	795	467	299	766	1	1
"ME"	2008	"ARO"	"ALLAGASH"	2	81	60	143	52	95	147	101	33	134	1	1
"ME"	2008	"ARO"	"AMITY"	2	46	44	92	25	62	89	57	31	88	1	1
"ME"	2008	"ARO"	"ASHLAND"	2	358	261	635	167	437	604	463	132	595	1	1
"ME"	2008	"ARO"	"ASHLAND"	2	0	3	3	0	3	3	1	2	3	1	2
"ME"	2008	"ARO"	"BANCROFT"	2	13	16	30	9	22	31	14	15	29	1	1
"ME"	2008	"ARO"	"BLAINE"	2	133	256	394	63	328	391	214	155	369	1	1
"ME"	2008	"ARO"	"BLAINE"	2	13	20	33	2	31	33	17	13	30	1	2
"ME"	2008	"ARO"	"BRIDGEWATER"	2	160	182	342	74	266	340	208	118	326	1	1
"ME"	2008	"ARO"	"BRIDGEWATER"	2	2	0	2	2	0	2	2	0	2	1	2
"ME"	2008	"ARO"	"CARIBOU"	2	2148	1681	3903	841	2034	2875	2860	938	3798	1	1
"ME"	2008	"ARO"	"CARY PLT."	2	39	60	101	25	78	103	60	40	100	1	1
"ME"	2008	"ARO"	"CASTLE HILL"	2	72	112	214	41	172	213	136	71	207	1	1
"ME"	2008	"ARO"	"CASTLE HILL"	2	7	20	27	2	25	27	17	10	27	1	2
"ME"	2008	"ARO"	"CASWELL"	2	81	60	145	22	126	148	124	20	144	1	1
"ME"	2008	"ARO"	"CHAPMAN"	2	129	101	238	69	170	239	172	61	233	1	1
"ME"	2008	"ARO"	"CONNOR TWP."	2	122	67	195	49	146	195	159	31	190	1	1
"ME"	2008	"ARO"	"CRYSTAL"	2	44	92	140	34	105	139	91	47	138	1	1
"ME"	2008	"ARO"	"CYR PLT."	2	31	17	48	8	39	47	36	11	47	1	1
"ME"	2008	"ARO"	"DYER BROOK"	2	50	93	144	32	113	145	89	53	142	1	1
"ME"	2008	"ARO"	"EAGLE LAKE"	2	307	163	479	161	312	473	368	97	465	1	1
"ME"	2008	"ARO"	"EASTON"	2	305	351	668	143	519	662	464	176	640	1	1
"ME"	2008	"ARO"	"FORT FAIRFIELD"	2	932	746	1707	464	1228	1695	1293	389	1682	1	1
"ME"	2008	"ARO"	"FORT KENT"	2	1515	609	2162	748	1420	2169	1741	357	2098	1	1
"ME"	2008	"ARO"	"FRENCHVILLE"	2	467	151	626	295	341	636	544	74	618	1	1
"ME"	2008	"ARO"	"GARFIELD PLT."	2	28	30	58	10	47	57	34	19	53	1	1
"ME"	2008	"ARO"	"GLENWOOD PLT."	2	2	1	3	0	3	3	3	0	3	1	1
"ME"	2008	"ARO"	"GRAND ISLE"	2	197	45	246	118	145	263	222	31	253	1	1
"ME"	2008	"ARO"	"HAMLIN"	2	72	37	109	26	83	109	85	22	107	1	1
"ME"	2008	"ARO"	"HAMMOND"	2	31	19	52	20	31	51	35	16	51	1	1
"ME"	2008	"ARO"	"HAYNESVILLE"	2	15	47	63	10	53	63	43	18	61	1	1
"ME"	2008	"ARO"	"HERSEY"	2	7	22	29	2	26	28	16	14	30	1	1
"ME"	2008	"ARO"	"HODGDON"	2	221	418	647	103	533	636	364	251	615	1	1
"ME"	2008	"ARO"	"HOULTON"	2	1221	1462	2735	625	2153	2779	1865	817	2682	1	1
"ME"	2008	"ARO"	"ISLAND FALLS"	2	191	227	429	108	341	449	295	144	439	1	1
"ME"	2008	"ARO"	"LIMESTONE"	2	587	367	976	271	695	966	720	190	910	1	1
"ME"	2008	"ARO"	"LINNEUS"	2	145	279	432	93	331	424	253	155	408	1	1
"ME"	2008	"ARO"	"LITTLETON"	2	147	301	451	77	372	449	284	153	437	1	1
"ME"	2008	"ARO"	"LUDLOW"	2	89	114	207	42	171	213	133	66	199	1	1
"ME"	2008	"ARO"	"MACWAHOC PLT."	2	48	42	92	35	58	93	69	23	92	1	1
"ME"	2008	"ARO"	"MADAWASKA"	2	1673	474	2196	1120	1175	2295	1973	267	2240	1	1
"ME"	2008	"ARO"	"MADAWASKA LAKE TWP."	2	49	56	105	25	88	113	79	29	108	1	1
"ME"	2008	"ARO"	"MAPLETON"	2	476	573	1069	231	858	1089	707	336	1043	1	1
"ME"	2008	"ARO"	"MARS HILL"	2	275	506	788	141	650	791	466	279	745	1	1
"ME"	2008	"ARO"	"MASARDIS"	2	65	72	138	26	115	141	101	35	136	1	1
"ME"	2008	"ARO"	"MERRILL"	2	51	67	124	32	99	131	92	37	129	1	1
"ME"	2008	"ARO"	"MONTICELLO"	2	147	230	387	73	315	388	257	116	373	1	1
"ME"	2008	"ARO"	"MORO PLT."	2	2	24	27	2	25	27	15	12	27	1	1
"ME"	2008	"ARO"	"NASHVILLE PLT."	2	13	11	24	6	17	23	17	6	23	1	1
"ME"	2008	"ARO"	"NEW CANADA"	2	164	108	279	91	186	277	219	47	266	1	1
"ME"	2008	"ARO"	"NEW LIMERICK"	2	142	178	326	76	255	331	190	135	325	1	1
"ME"	2008	"ARO"	"NEW SWEDEN"	2	204	152	367	90	283	374	263	93	356	1	1
"ME"	2008	"ARO"	"OAKFIELD"	2	166	220	397	94	308	402	279	114	393	1	1
"ME"	2008	"ARO"	"ORIENT"	2	38	47	89	31	57	88	63	23	86	1	1
"ME"	2008	"ARO"	"OXBOW PLT."	2	15	34	49	9	40	49	33	14	47	1	1
"ME"	2008	"ARO"	"PERHAM"	2	91	120	215	31	173	206	118	87	205	1	1
"ME"	2008	"ARO"	"PORTAGE LAKE"	2	127	108	245	52	195	247	180	62	242	1	1
"ME"	2008	"ARO"	"PORTAGE LAKE"	2	0	0	0	0	0	0	0	0	0	1	2
"ME"	2008	"ARO"	"PRESQUE ISLE"	2	2420	2094	4613	1197	3398	4595	3288	2229	5517	1	1
"ME"	2008	"ARO"	"REED PLT."	2	25	61	86	19	64	83	41	33	74	1	1
"ME"	2008	"ARO"	"SAINT AGATHA"	2	415	145	570	236	355	591	494	85	579	1	1
"ME"	2008	"ARO"	"SHERMAN"	2	191	381	622	133	476	610	405	190	595	1	1
"ME"	2008	"ARO"	"SMYRNA"	2	80	71	153	49	105	154	118	35	153	1	1
"ME"	2008	"ARO"	"ST. FRANCIS"	2	170	80	257	113	151	264	212	50	262	1	1
"ME"	2008	"ARO"	"ST. JOHN PLT."	2	103	43	150	51	104	155	137	13	150	1	1
"ME"	2008	"ARO"	"STOCKHOLM"	2	99	58	161	43	122	165	118	37	155	1	1
"ME"	2008	"ARO"	"VAN BUREN"	2	842	235	1092	383	701	1084	899	123	1022	1	1
"ME"	2008	"ARO"	"WADE"	2	67	74	145	36	107	143	91	50	141	1	1
"ME"	2008	"ARO"	"WALLAGRASS"	2	202	83	292	101	194	295	250	37	287	1	1
"ME"	2008	"ARO"	"WASHBURN"	2	377	393	784	183	639	822	570	221	791	1	1
"ME"	2008	"ARO"	"WESTFIELD"	2	122	152	279	75	203	278	169	99	268	1	1
"ME"	2008	"ARO"	"WESTMANLAND"	2	19	21	41	9	30	39	23	16	39	1	1
"ME"	2008	"ARO"	"WESTON"	2	46	90	137	21	113	136	70	60	130	1	1
"ME"	2008	"ARO"	"WINTERVILLE PLT."	2	84	37	124	42	78	120	91	22	113	1	1
"ME"	2008	"ARO"	"WINTERVILLE PLT."	2	11	8	20	2	18	20	13	6	19	1	2
"ME"	2008	"ARO"	"WOODLAND"	2	318	316	643	121	513	635	429	171	600	1	1
"ME"	2008	"CUM"	"BALDWIN"	1	343	437	803	254	500	754	315	475	790	1	1
"ME"	2008	"CUM"	"BRIDGTON"	1	1630	1206	2894	1066	1811	2877	1445	1387	2832	1	1
"ME"	2008	"CUM"	"BRUNSWICK"	1	3484	1134	4672	2689	1902	4610	3090	1353	4443	0	0
"ME"	2008	"CUM"	"BRUNSWICK"	1	614	460	1095	401	687	1088	534	534	1068	1	1
"ME"	2008	"CUM"	"BRUNSWICK"	1	543	282	831	375	448	827	468	338	806	2	1
"ME"	2008	"CUM"	"BRUNSWICK"	1	697	545	1262	450	796	1250	647	585	1232	3	1
"ME"	2008	"CUM"	"BRUNSWICK"	1	742	495	1256	470	786	1257	681	553	1234	4	1
"ME"	2008	"CUM"	"BRUNSWICK"	1	590	348	960	383	569	956	514	423	937	5	1
"ME"	2008	"CUM"	"BRUNSWICK"	1	577	224	830	467	360	827	551	255	806	6	1
"ME"	2008	"CUM"	"BRUNSWICK"	1	598	204	816	429	376	807	540	244	784	7	1
"ME"	2008	"CUM"	"CAPE ELIZABETH"	1	4164	2118	6339	2950	3316	6270	3460	2776	6236	1	1
"ME"	2008	"CUM"	"CASCO"	1	1137	939	2118	743	1341	2084	994	1084	2078	1	1
"ME"	2008	"CUM"	"CHEBEAGUE ISLAND"	1	210	85	299	148	143	291	193	101	294	1	1
"ME"	2008	"CUM"	"CUMBERLAND"	1	2812	1956	4843	1708	3097	4806	2280	2494	4774	1	1
"ME"	2008	"CUM"	"FALMOUTH"	1	4189	2861	7141	2663	4409	7078	3426	3592	7018	1	1
"ME"	2008	"CUM"	"FREEPORT"	1	3289	1599	4990	2283	2614	4910	2904	2000	4904	1	1
"ME"	2008	"CUM"	"FRYE ISLAND"	1	28	36	65	28	37	65	22	43	65	1	1
"ME"	2008	"CUM"	"GORHAM"	1	2191	1300	3554	1505	2013	3522	1843	1639	3482	0	0
"ME"	2008	"CUM"	"GORHAM"	1	1684	1467	3198	1066	2089	3166	1401	1705	3106	1	1
"ME"	2008	"CUM"	"GORHAM"	1	1321	833	2194	796	1341	2146	990	1065	2055	2	1
"ME"	2008	"CUM"	"GRAY"	1	2454	1994	4553	1474	3002	4480	2099	2375	4474	1	1
"ME"	2008	"CUM"	"HARPSWELL"	1	778	402	1193	573	601	1177	729	449	1178	0	0
"ME"	2008	"CUM"	"HARPSWELL"	1	500	363	882	331	544	878	473	395	868	1	1
"ME"	2008	"CUM"	"HARPSWELL"	1	460	446	920	297	617	917	419	497	916	2	1
"ME"	2008	"CUM"	"HARPSWELL"	1	262	202	476	162	304	468	236	233	469	3	1
"ME"	2008	"CUM"	"HARRISON"	1	0	0	1	0	0	0	0	0	0	0	0
"ME"	2008	"CUM"	"HARRISON"	1	825	645	1497	540	919	1461	700	759	1459	1	1
"ME"	2008	"CUM"	"LONG ISLAND"	1	120	81	204	83	121	205	122	75	197	1	1
"ME"	2008	"CUM"	"NAPLES"	1	1161	955	2163	726	1409	2135	947	1168	2115	1	1
"ME"	2008	"CUM"	"NEW GLOUCESTER"	1	1668	1423	3136	1054	2049	3103	1416	1654	3070	1	1
"ME"	2008	"CUM"	"NORTH YARMOUTH"	1	1478	915	2415	908	1475	2388	1235	1152	2387	1	1
"ME"	2008	"CUM"	"PORTLAND"	1	10223	2189	12594	8419	3882	12362	9383	2891	12274	0	0
"ME"	2008	"CUM"	"PORTLAND"	1	1824	316	2209	1465	672	2154	1662	457	2119	1	1
"ME"	2008	"CUM"	"PORTLAND"	1	1032	238	1294	811	432	1249	912	318	1230	1	2
"ME"	2008	"CUM"	"PORTLAND"	1	417	108	534	336	171	513	392	130	522	1	3
"ME"	2008	"CUM"	"PORTLAND"	1	23	11	35	12	22	34	27	8	35	1	4
"ME"	2008	"CUM"	"PORTLAND"	1	31	16	47	19	26	46	29	16	45	1	5
"ME"	2008	"CUM"	"PORTLAND"	1	2524	311	2904	2005	795	2830	2289	522	2811	2	1
"ME"	2008	"CUM"	"PORTLAND"	1	1481	193	1714	1140	512	1676	1289	342	1631	2	2
"ME"	2008	"CUM"	"PORTLAND"	1	663	282	969	495	443	942	582	357	939	3	1
"ME"	2008	"CUM"	"PORTLAND"	1	1289	323	1655	1021	589	1620	1181	427	1608	3	2
"ME"	2008	"CUM"	"PORTLAND"	1	1663	646	2347	1248	1035	2291	1442	858	2300	3	3
"ME"	2008	"CUM"	"PORTLAND"	1	1277	440	1754	973	748	1737	1127	600	1727	4	1
"ME"	2008	"CUM"	"PORTLAND"	1	1228	532	1794	914	858	1773	1086	661	1747	4	2
"ME"	2008	"CUM"	"PORTLAND"	1	1008	425	1461	764	668	1440	903	513	1416	4	3
"ME"	2008	"CUM"	"PORTLAND"	1	848	278	1141	641	484	1131	747	366	1113	5	1
"ME"	2008	"CUM"	"PORTLAND"	1	1320	576	1929	965	928	1893	1136	723	1859	5	2
"ME"	2008	"CUM"	"PORTLAND"	1	1466	960	2459	1009	1424	2436	1208	1200	2408	5	3
"ME"	2008	"CUM"	"POWNAL"	1	558	410	984	384	618	1002	517	465	982	1	1
"ME"	2008	"CUM"	"RAYMOND"	1	1503	1177	2728	933	1763	2701	1281	1399	2680	1	1
"ME"	2008	"CUM"	"SCARBOROUGH"	1	6750	4866	11788	4214	7390	11604	4770	6889	11659	1	1
"ME"	2008	"CUM"	"SEBAGO"	1	514	474	1012	363	666	1029	457	543	1000	1	1
"ME"	2008	"CUM"	"SOUTH PORTLAND"	1	4643	1652	6387	3594	2729	6330	4155	2155	6310	0	0
"ME"	2008	"CUM"	"SOUTH PORTLAND"	1	1098	383	1504	804	683	1489	972	507	1479	1	1
"ME"	2008	"CUM"	"SOUTH PORTLAND"	1	937	396	1363	656	697	1357	815	532	1347	2	1
"ME"	2008	"CUM"	"SOUTH PORTLAND"	1	2024	1026	3118	1388	1674	3073	1691	1354	3045	3	1
"ME"	2008	"CUM"	"SOUTH PORTLAND"	1	1240	560	1839	869	941	1811	1051	754	1805	5	1
"ME"	2008	"CUM"	"STANDISH"	1	2896	2515	5490	1835	3587	5422	2457	2929	5386	1	1
"ME"	2008	"CUM"	"WESTBROOK"	1	1792	790	2637	1334	1296	2630	1571	1004	2575	0	0
"ME"	2008	"CUM"	"WESTBROOK"	1	762	407	1186	487	702	1189	628	537	1165	1	1
"ME"	2008	"CUM"	"WESTBROOK"	1	767	412	1205	536	668	1204	647	524	1171	2	1
"ME"	2008	"CUM"	"WESTBROOK"	1	646	428	1101	447	645	1092	550	528	1078	3	1
"ME"	2008	"CUM"	"WESTBROOK"	1	651	316	986	471	510	982	545	403	948	4	1
"ME"	2008	"CUM"	"WESTBROOK"	1	972	677	1668	617	1058	1675	798	843	1641	5	1
"ME"	2008	"CUM"	"WINDHAM"	1	2188	1513	3781	1400	2332	3735	1820	1894	3714	0	0
"ME"	2008	"CUM"	"WINDHAM"	1	1616	1403	3074	1039	1995	3034	1351	1666	3017	1	1
"ME"	2008	"CUM"	"WINDHAM"	1	1282	1084	2397	778	1594	2375	1085	1269	2354	2	1
"ME"	2008	"CUM"	"YARMOUTH"	1	0	0	0	0	0	0	0	0	0	0	0
"ME"	2008	"CUM"	"YARMOUTH"	1	3513	1898	5463	2250	3137	5392	2903	2483	5386	1	1
"ME"	2008	"FRA"	"AVON"	2	123	102	230	79	147	226	125	98	223	1	1
"ME"	2008	"FRA"	"CARRABASSETT VALLEY"	2	304	155	464	183	279	462	253	193	446	1	1
"ME"	2008	"FRA"	"CARTHAGE"	2	167	105	287	124	132	256	164	113	277	1	1
"ME"	2008	"FRA"	"CHESTERVILLE"	2	410	269	693	286	405	691	387	279	666	1	1
"ME"	2008	"FRA"	"COPLIN PLT."	2	53	33	89	27	60	87	46	38	84	1	1
"ME"	2008	"FRA"	"COPLIN PLT."	2	0	1	1	0	1	1	0	1	1	1	2
"ME"	2008	"FRA"	"DALLAS PLT."	2	128	95	228	78	150	228	118	90	208	1	1
"ME"	2008	"FRA"	"EUSTIS"	2	183	188	375	123	254	377	186	180	366	1	1
"ME"	2008	"FRA"	"FARMINGTON"	2	2819	1422	4342	1718	2560	4278	2529	1714	4243	1	1
"ME"	2008	"FRA"	"FREEMAN TWP."	2	82	86	192	53	136	189	102	80	182	1	1
"ME"	2008	"FRA"	"INDUSTRY"	2	263	206	479	181	300	481	260	215	475	1	1
"ME"	2008	"FRA"	"JAY"	2	1737	865	2672	1253	1411	2664	1875	776	2651	1	1
"ME"	2008	"FRA"	"KINGFIELD"	2	313	237	558	186	372	558	309	234	543	1	1
"ME"	2008	"FRA"	"MADRID TWP."	2	52	39	93	38	56	94	53	34	87	1	1
"ME"	2008	"FRA"	"NEW SHARON"	2	470	376	866	311	558	869	450	398	848	1	1
"ME"	2008	"FRA"	"NEW VINEYARD"	2	187	225	427	109	304	413	186	222	408	1	1
"ME"	2008	"FRA"	"PERKINS TWP."	2	13	15	28	6	21	27	14	13	27	1	1
"ME"	2008	"FRA"	"PHILLIPS"	2	299	207	516	187	332	519	281	224	505	1	1
"ME"	2008	"FRA"	"RANGELEY"	2	381	355	750	225	518	743	369	352	721	1	1
"ME"	2008	"FRA"	"RANGELEY PLT."	2	57	77	137	41	96	137	59	75	134	1	1
"ME"	2008	"FRA"	"SANDY RIVER PLT."	2	43	40	85	27	59	86	47	35	82	1	1
"ME"	2008	"FRA"	"STRONG"	2	369	360	751	234	511	745	359	371	730	1	1
"ME"	2008	"FRA"	"TEMPLE"	2	209	111	326	138	184	322	197	115	312	1	1
"ME"	2008	"FRA"	"WELD"	2	162	113	286	101	182	283	170	108	278	1	1
"ME"	2008	"FRA"	"WILTON"	2	1289	945	2303	826	1443	2269	1341	922	2263	1	1
"ME"	2008	"HAN"	"AMHERST"	2	68	76	147	34	109	143	78	58	136	1	1
"ME"	2008	"HAN"	"AURORA"	2	22	53	77	12	65	77	36	37	73	1	1
"ME"	2008	"HAN"	"BAR HARBOR"	2	2292	819	3169	1625	1473	3100	2330	707	3037	1	1
"ME"	2008	"HAN"	"BLUE HILL"	2	1213	553	1798	848	926	1775	1209	534	1743	1	1
"ME"	2008	"HAN"	"BROOKLIN"	2	398	200	605	311	294	605	419	160	579	1	1
"ME"	2008	"HAN"	"BROOKSVILLE"	2	468	205	686	345	343	688	476	183	659	1	1
"ME"	2008	"HAN"	"BUCKSPORT"	2	1438	1086	2572	931	1660	2591	1615	854	2469	1	1
"ME"	2008	"HAN"	"CASTINE"	2	399	297	704	345	430	775	492	256	748	1	1
"ME"	2008	"HAN"	"CRANBERRY ISLES"	2	37	23	61	25	37	62	43	17	60	1	1
"ME"	2008	"HAN"	"CRANBERRY ISLES"	2	72	17	94	50	42	92	73	19	92	2	1
"ME"	2008	"HAN"	"DEDHAM"	2	537	480	1039	335	665	1000	651	363	1014	1	1
"ME"	2008	"HAN"	"DEER ISLE"	2	812	355	1189	598	602	1201	827	338	1165	1	1
"ME"	2008	"HAN"	"DTT9 & T10 TWP."	2	6	9	15	4	11	15	7	8	15	1	1
"ME"	2008	"HAN"	"EASTBROOK"	2	107	106	219	63	157	220	129	77	206	1	1
"ME"	2008	"HAN"	"ELLSWORTH"	2	837	708	1567	493	1036	1532	943	563	1506	1	1
"ME"	2008	"HAN"	"ELLSWORTH"	2	303	277	590	161	425	586	346	229	575	2	1
"ME"	2008	"HAN"	"ELLSWORTH"	2	286	329	623	181	439	621	388	221	609	3	1
"ME"	2008	"HAN"	"ELLSWORTH"	2	732	583	1325	454	855	1309	819	454	1273	4	1
"ME"	2008	"HAN"	"FRANKLIN"	2	408	367	790	271	520	791	460	303	763	1	1
"ME"	2008	"HAN"	"FRENCHBORO"	2	22	19	43	16	28	44	29	10	39	1	1
"ME"	2008	"HAN"	"GOULDSBORO"	2	547	446	1010	371	641	1012	642	340	982	1	1
"ME"	2008	"HAN"	"GREAT POND"	2	20	18	39	14	26	40	23	16	39	1	1
"ME"	2008	"HAN"	"HANCOCK"	2	598	618	1263	428	822	1250	760	453	1213	1	1
"ME"	2008	"HAN"	"LAMOINE"	2	592	489	1104	351	750	1101	685	387	1072	1	1
"ME"	2008	"HAN"	"MARIAVILLE"	2	116	145	265	73	192	265	156	99	255	1	1
"ME"	2008	"HAN"	"MOUNT DESERT"	2	967	463	1448	621	800	1421	968	402	1370	1	1
"ME"	2008	"HAN"	"NO. 8, S.D. TWP."	2	28	29	58	13	45	58	33	22	55	1	1
"ME"	2008	"HAN"	"NO. 8, S.D. TWP."	2	1	2	4	2	2	4	2	2	4	1	2
"ME"	2008	"HAN"	"ORLAND"	2	784	513	1331	506	819	1325	894	410	1304	1	1
"ME"	2008	"HAN"	"OSBORN"	2	7	34	41	6	34	40	18	22	40	1	1
"ME"	2008	"HAN"	"OTIS"	2	131	245	382	88	299	387	207	171	378	1	1
"ME"	2008	"HAN"	"PENOBSCOT"	2	504	300	816	355	460	815	538	256	794	1	1
"ME"	2008	"HAN"	"SEDGWICK"	2	479	252	746	362	371	735	491	213	704	1	1
"ME"	2008	"HAN"	"SORRENTO"	2	126	79	211	78	135	213	137	68	205	1	1
"ME"	2008	"HAN"	"SOUTHWEST HARBOR"	2	710	397	1123	471	660	1131	792	518	1310	1	1
"ME"	2008	"HAN"	"STONINGTON"	2	437	181	632	320	314	635	462	148	610	1	1
"ME"	2008	"HAN"	"SULLIVAN"	2	376	258	647	229	424	653	418	208	626	1	1
"ME"	2008	"HAN"	"SURRY"	2	543	392	948	378	419	797	601	313	914	1	1
"ME"	2008	"HAN"	"SWAN'S ISLAND"	2	105	134	243	67	172	239	121	104	225	1	1
"ME"	2008	"HAN"	"T3 ND TWP."	2	3	5	9	1	8	9	5	4	9	1	1
"ME"	2008	"HAN"	"TREMONT"	2	545	360	919	414	541	955	650	280	930	1	1
"ME"	2008	"HAN"	"TRENTON"	2	444	359	813	261	541	802	510	266	776	1	1
"ME"	2008	"HAN"	"VERONA ISLAND"	2	183	138	329	129	198	328	212	106	318	1	1
"ME"	2008	"HAN"	"WALTHAM"	2	68	120	191	43	157	200	113	81	194	1	1
"ME"	2008	"HAN"	"WINTER HARBOR"	2	124	147	280	88	205	295	184	102	286	1	1
"ME"	2008	"KEN"	"ALBION"	1	460	582	1054	269	795	1064	490	517	1007	1	1
"ME"	2008	"KEN"	"AUGUSTA"	1	2504	1274	3876	1809	2113	3922	2378	1361	3739	0	0
"ME"	2008	"KEN"	"AUGUSTA"	1	681	474	1185	453	718	1171	628	521	1149	1	1
"ME"	2008	"KEN"	"AUGUSTA"	1	778	533	1346	475	867	1342	730	591	1321	2	1
"ME"	2008	"KEN"	"AUGUSTA"	1	779	665	1484	482	1005	1487	757	687	1444	3	1
"ME"	2008	"KEN"	"AUGUSTA"	1	814	716	1563	485	1069	1554	751	760	1511	4	1
"ME"	2008	"KEN"	"BELGRADE"	1	1057	903	1995	650	1362	2012	1001	978	1979	1	1
"ME"	2008	"KEN"	"BENTON"	2	751	684	1463	498	941	1439	953	460	1413	1	1
"ME"	2008	"KEN"	"CHELSEA"	1	708	648	1382	456	938	1394	675	686	1361	1	1
"ME"	2008	"KEN"	"CHINA"	1	1191	1127	2365	767	1569	2337	1122	1158	2280	1	1
"ME"	2008	"KEN"	"CLINTON"	2	869	784	1685	580	1087	1667	1087	554	1641	1	1
"ME"	2008	"KEN"	"FARMINGDALE"	1	1005	743	1770	591	1135	1726	897	826	1723	1	1
"ME"	2008	"KEN"	"FAYETTE"	2	415	277	703	251	448	699	420	248	668	1	1
"ME"	2008	"KEN"	"GARDINER"	1	1836	1248	3150	1127	2017	3150	1716	1397	3113	1	1
"ME"	2008	"KEN"	"HALLOWELL"	1	1124	483	1627	838	796	1636	1047	548	1595	1	1
"ME"	2008	"KEN"	"LITCHFIELD"	2	994	914	1957	593	1361	1954	1209	668	1877	1	1
"ME"	2008	"KEN"	"MANCHESTER"	1	868	767	1655	523	1134	1657	792	828	1620	1	1
"ME"	2008	"KEN"	"MONMOUTH"	1	1183	1055	2284	710	1548	2258	1109	1123	2232	1	1
"ME"	2008	"KEN"	"MOUNT VERNON"	1	570	400	990	349	646	995	330	444	774	1	1
"ME"	2008	"KEN"	"OAKLAND"	2	1809	1459	3324	1098	2214	3312	2181	1063	3244	1	1
"ME"	2008	"KEN"	"PITTSTON"	1	808	756	1593	477	1122	1600	763	801	1564	1	1
"ME"	2008	"KEN"	"RANDOLPH"	1	531	420	970	363	641	1005	515	473	988	1	1
"ME"	2008	"KEN"	"READFIELD"	1	839	715	1585	578	969	1548	836	721	1557	1	1
"ME"	2008	"KEN"	"ROME"	1	347	227	586	222	364	586	310	265	575	1	1
"ME"	2008	"KEN"	"SIDNEY"	1	1189	1117	2349	737	1616	2353	1153	1145	2298	1	1
"ME"	2008	"KEN"	"VASSALBORO"	1	1291	1059	2389	791	1573	2366	1250	1099	2349	1	1
"ME"	2008	"KEN"	"VIENNA"	1	219	128	359	143	207	350	197	145	342	1	1
"ME"	2008	"KEN"	"WATERVILLE"	2	5080	2109	7311	3628	3572	7202	5530	1513	7043	1	1
"ME"	2008	"KEN"	"WAYNE"	2	468	284	765	285	470	759	485	253	738	1	1
"ME"	2008	"KEN"	"WEST GARDINER"	1	972	954	1967	550	1421	1973	914	1006	1920	1	1
"ME"	2008	"KEN"	"WINDSOR"	1	602	642	1280	385	894	1279	617	648	1265	1	1
"ME"	2008	"KEN"	"WINSLOW"	2	2490	1766	4329	1636	2714	4350	3020	1194	4214	1	1
"ME"	2008	"KEN"	"WINTHROP"	1	2006	1569	3645	1178	2468	3646	1829	1787	3616	1	1
"ME"	2008	"KNO"	"APPLETON"	1	476	329	824	357	450	815	480	317	797	1	1
