state	year	town	precinct	g2000_REG_tv	g2000_BALL_tv	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"RI"	2000	"WEST WARWICK"	3815	1319	835	507	281	831	305	514	827	2	506	110	807
"RI"	2000	"WEST WARWICK"	3816	1231	792	492	245	785	315	447	783	2	526	89	760
"RI"	2000	"WEST WARWICK"	3817	1725	1172	676	430	1168	488	657	1162	2	759	145	1136
"RI"	2000	"WEST WARWICK"	3818	0	330	211	103	330	2	7	10	2	6	2	11
"RI"	2000	"WESTERLY"	3601	739	419	239	155	417	179	211	408	2	237	78	392
"RI"	2000	"WESTERLY"	3602	1181	733	453	234	718	383	305	697	2	449	103	655
"RI"	2000	"WESTERLY"	3603	1462	781	504	221	779	384	346	752	2	453	114	715
"RI"	2000	"WESTERLY"	3604	864	491	294	156	485	214	254	474	2	282	77	453
"RI"	2000	"WESTERLY"	3605	1375	830	456	319	826	350	450	816	2	448	161	779
"RI"	2000	"WESTERLY"	3606	1664	1137	659	389	1127	505	580	1110	2	641	187	1057
"RI"	2000	"WESTERLY"	3607	1465	832	465	317	825	374	415	804	2	445	154	770
"RI"	2000	"WESTERLY"	3608	1416	928	537	334	922	428	457	904	2	511	165	864
"RI"	2000	"WESTERLY"	3609	1409	1029	524	440	1027	367	619	1007	2	525	219	963
"RI"	2000	"WESTERLY"	3610	1402	940	433	455	939	328	571	919	2	391	248	873
"RI"	2000	"WESTERLY"	3611	1066	690	356	290	683	224	442	679	2	333	148	643
"RI"	2000	"WESTERLY"	3612	1344	880	441	363	877	298	539	859	2	408	184	838
"RI"	2000	"WESTERLY"	3613	0	308	163	120	308	0	1	1	2	1	0	1
