state	year	town	precinct	g2000_REG_tv	g2000_BALL_tv	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"RI"	2000	"EAST PROVIDENCE"	1015	1309	820	613	169	817	493	296	798	1	588	200	788
"RI"	2000	"EAST PROVIDENCE"	1016	811	486	357	97	479	267	199	469	1	361	103	464
"RI"	2000	"EAST PROVIDENCE"	1017	597	314	243	63	311	163	139	306	1	233	70	303
"RI"	2000	"EAST PROVIDENCE"	1018	562	371	283	65	367	243	116	368	1	281	82	363
"RI"	2000	"EAST PROVIDENCE"	1019	1222	680	448	156	671	336	318	673	1	473	191	664
"RI"	2000	"EAST PROVIDENCE"	1020	1594	1092	669	333	1083	551	510	1079	1	694	365	1059
"RI"	2000	"EAST PROVIDENCE"	1021	1613	1030	658	286	1017	426	572	1019	1	678	322	1000
"RI"	2000	"EAST PROVIDENCE"	1022	1579	1054	710	267	1047	518	505	1043	1	708	320	1028
"RI"	2000	"EAST PROVIDENCE"	1023	1708	1212	733	403	1203	562	625	1203	1	771	419	1190
"RI"	2000	"EAST PROVIDENCE"	1024	927	609	399	148	603	267	324	606	1	397	203	600
"RI"	2000	"EAST PROVIDENCE"	1025	0	549	406	113	549	0	0	0	1	0	0	0
"RI"	2000	"JAMESTOWN"	1501	2094	1599	833	590	1587	444	1090	1572	1	817	723	1540
"RI"	2000	"JAMESTOWN"	1502	2271	1653	884	598	1642	509	1088	1626	1	886	712	1598
"RI"	2000	"JAMESTOWN"	1503	0	118	72	36	118	0	1	1	1	0	1	1
"RI"	2000	"LINCOLN"	1701	2107	1238	763	381	1225	529	672	1222	1	856	357	1213
"RI"	2000	"LINCOLN"	1703	2047	1349	705	559	1338	484	817	1329	1	786	511	1297
"RI"	2000	"LINCOLN"	1704	1364	960	512	371	952	302	631	948	1	529	404	933
"RI"	2000	"LINCOLN"	1705	1138	762	415	274	754	268	473	757	1	445	301	746
"RI"	2000	"LINCOLN"	1706	1596	1160	672	397	1148	429	707	1152	1	691	450	1141
"RI"	2000	"LINCOLN"	1707	1261	775	474	253	764	289	453	764	1	498	250	748
"RI"	2000	"LINCOLN"	1708	1451	1057	564	404	1041	330	698	1040	1	620	405	1025
"RI"	2000	"LINCOLN"	1709	1632	1196	627	506	1185	405	758	1180	1	663	508	1171
"RI"	2000	"LINCOLN"	1710	825	587	282	269	584	163	414	584	1	316	261	577
"RI"	2000	"LINCOLN"	1711	495	302	163	111	299	113	179	300	1	180	113	293
"RI"	2000	"LINCOLN"	1712	776	494	314	147	490	189	291	488	1	317	165	482
"RI"	2000	"LINCOLN"	1713	369	232	123	94	228	76	150	228	1	135	92	227
"RI"	2000	"LINCOLN"	1714	0	222	119	84	221	0	0	0	1	0	0	0
"RI"	2000	"LITTLE COMPTON"	1801	2779	2093	970	914	2075	606	1411	2057	1	1020	986	2006
"RI"	2000	"LITTLE COMPTON"	1802	0	43	17	16	43	1	6	8	1	4	5	9
"RI"	2000	"MIDDLETOWN"	1901	1283	652	356	239	640	238	377	631	1	408	215	623
"RI"	2000	"MIDDLETOWN"	1902	604	420	244	149	416	161	247	414	1	271	138	409
"RI"	2000	"MIDDLETOWN"	1903	1444	973	533	367	966	331	608	964	1	594	355	949
"RI"	2000	"MIDDLETOWN"	1904	1218	827	446	318	819	295	502	812	1	492	316	808
"RI"	2000	"MIDDLETOWN"	1905	636	375	190	163	374	133	223	364	1	206	157	363
"RI"	2000	"MIDDLETOWN"	1906	1425	947	508	368	942	296	610	932	1	553	362	915
"RI"	2000	"MIDDLETOWN"	1907	963	677	373	249	671	205	440	660	1	383	274	657
"RI"	2000	"MIDDLETOWN"	1908	1355	981	521	401	973	328	620	964	1	592	371	963
"RI"	2000	"MIDDLETOWN"	1909	1162	847	418	358	836	245	576	833	1	479	338	817
"RI"	2000	"MIDDLETOWN"	1910	0	443	236	182	442	2	5	8	1	5	3	8
"RI"	2000	"NEWPORT"	2101	558	131	99	27	131	79	47	126	1	103	24	127
"RI"	2000	"NEWPORT"	2102	459	155	102	45	154	68	76	148	1	115	36	151
"RI"	2000	"NEWPORT"	2103	786	372	225	125	369	133	227	365	1	240	120	360
"RI"	2000	"NEWPORT"	2104	263	169	117	41	167	76	88	166	1	121	41	162
"RI"	2000	"NEWPORT"	2105	1612	975	610	293	972	365	576	959	1	654	295	949
"RI"	2000	"NEWPORT"	2106	1573	828	559	189	821	342	443	809	1	602	208	810
"RI"	2000	"NEWPORT"	2107	1872	934	541	306	925	294	613	921	1	568	348	916
"RI"	2000	"NEWPORT"	2108	1410	825	501	254	813	328	464	805	1	533	262	795
"RI"	2000	"NEWPORT"	2109	1292	697	372	249	690	238	431	687	1	410	266	676
"RI"	2000	"NEWPORT"	2110	1229	734	420	260	725	261	451	725	1	442	267	709
"RI"	2000	"NEWPORT"	2111	641	297	169	98	297	94	188	288	1	186	100	286
"RI"	2000	"NEWPORT"	2112	915	489	287	176	484	206	265	475	1	295	174	469
"RI"	2000	"NEWPORT"	2113	1562	795	518	213	791	294	468	782	1	539	224	763
"RI"	2000	"NEWPORT"	2114	1329	822	377	382	813	285	513	808	1	433	366	799
"RI"	2000	"NEWPORT"	2115	1819	1057	528	433	1045	367	647	1036	1	632	390	1022
"RI"	2000	"NEWPORT"	2116	0	695	408	221	695	5	14	19	1	12	7	19
"RI"	2000	"NORTH PROVIDENCE"	2401	1662	899	650	212	895	446	423	883	1	657	219	876
"RI"	2000	"NORTH PROVIDENCE"	2402	1188	758	489	202	754	350	373	742	1	484	248	732
"RI"	2000	"NORTH PROVIDENCE"	2403	1008	615	397	174	606	287	305	604	1	390	210	600
"RI"	2000	"NORTH PROVIDENCE"	2404	1395	724	520	155	718	366	336	712	1	538	167	705
"RI"	2000	"NORTH PROVIDENCE"	2405	2177	1075	764	246	1065	503	530	1061	1	771	268	1039
"RI"	2000	"NORTH PROVIDENCE"	2406	275	123	82	28	122	51	70	123	1	83	38	121
"RI"	2000	"NORTH PROVIDENCE"	2407	1972	1130	755	289	1122	512	578	1113	1	757	339	1096
"RI"	2000	"NORTH PROVIDENCE"	2408	1925	1218	821	343	1210	568	615	1193	1	813	357	1170
"RI"	2000	"NORTH PROVIDENCE"	2409	2095	1063	740	268	1050	520	507	1044	1	749	262	1011
"RI"	2000	"NORTH PROVIDENCE"	2410	899	548	393	130	541	258	274	536	1	369	152	521
"RI"	2000	"NORTH PROVIDENCE"	2411	1537	888	574	261	885	437	419	875	1	567	284	851
"RI"	2000	"NORTH PROVIDENCE"	2412	1564	893	614	225	885	428	442	881	1	605	262	867
"RI"	2000	"NORTH PROVIDENCE"	2413	2432	1414	816	516	1402	549	815	1385	1	827	549	1376
"RI"	2000	"NORTH PROVIDENCE"	2414	1655	933	671	229	929	446	459	917	1	650	241	891
"RI"	2000	"NORTH PROVIDENCE"	2415	1719	1015	676	278	1008	415	569	999	1	683	305	988
"RI"	2000	"NORTH PROVIDENCE"	2416	1346	782	548	188	774	365	380	762	1	550	202	752
"RI"	2000	"NORTH PROVIDENCE"	2417	1292	710	478	197	708	322	358	692	1	480	200	680
"RI"	2000	"NORTH PROVIDENCE"	2418	0	287	202	74	287	34	35	70	1	53	14	67
"RI"	2000	"NORTH SMITHFIELD"	2501	1806	1239	680	465	1233	430	758	1221	1	827	377	1204
"RI"	2000	"NORTH SMITHFIELD"	2502	1643	1110	583	441	1105	353	718	1093	1	694	385	1079
"RI"	2000	"NORTH SMITHFIELD"	2503	1504	1009	570	378	1004	371	610	992	1	673	308	981
"RI"	2000	"NORTH SMITHFIELD"	2504	1009	682	409	230	676	230	429	671	1	443	221	664
"RI"	2000	"NORTH SMITHFIELD"	2505	1808	1240	645	490	1232	444	759	1227	1	779	433	1212
"RI"	2000	"NORTH SMITHFIELD"	2506	0	133	69	50	133	1	4	5	1	4	1	5
"RI"	2000	"PAWTUCKET"	2601	870	598	422	122	597	200	373	580	1	411	167	578
"RI"	2000	"PAWTUCKET"	2602	904	389	328	46	385	229	126	366	1	312	51	363
"RI"	2000	"PAWTUCKET"	2603	2267	1273	891	283	1261	587	640	1249	1	924	307	1231
"RI"	2000	"PAWTUCKET"	2604	1353	558	409	119	553	319	196	537	1	412	124	536
"RI"	2000	"PAWTUCKET"	2605	1558	1036	705	255	1027	444	556	1023	1	686	326	1012
"RI"	2000	"PAWTUCKET"	2606	1202	541	443	75	540	328	175	515	1	445	76	521
"RI"	2000	"PAWTUCKET"	2607	1061	470	347	85	463	242	203	456	1	364	88	452
"RI"	2000	"PAWTUCKET"	2608	642	402	305	72	399	186	203	394	1	288	99	387
"RI"	2000	"PAWTUCKET"	2609	979	563	429	89	562	224	311	548	1	411	128	539
"RI"	2000	"PAWTUCKET"	2610	1338	704	537	119	700	379	286	684	1	537	145	682
"RI"	2000	"PAWTUCKET"	2611	444	314	263	35	312	177	122	304	1	265	33	298
"RI"	2000	"PAWTUCKET"	2612	131	42	29	12	41	19	19	38	1	29	10	39
"RI"	2000	"PAWTUCKET"	2613	1195	616	427	133	607	299	283	597	1	434	156	590
"RI"	2000	"PAWTUCKET"	2614	1176	665	477	131	662	356	276	651	1	510	136	646
"RI"	2000	"PAWTUCKET"	2615	1158	588	436	122	585	309	253	570	1	445	127	572
"RI"	2000	"PAWTUCKET"	2616	934	635	452	131	627	267	335	618	1	442	175	617
"RI"	2000	"PAWTUCKET"	2617	1336	870	594	200	855	411	428	855	1	610	233	843
"RI"	2000	"PAWTUCKET"	2618	634	170	132	25	167	91	66	162	1	140	23	163
"RI"	2000	"PAWTUCKET"	2619	1267	609	428	127	605	289	283	595	1	444	150	594
"RI"	2000	"PAWTUCKET"	2620	1273	595	394	136	591	296	269	580	1	429	150	579
"RI"	2000	"PAWTUCKET"	2621	996	470	365	78	466	269	176	455	1	369	83	452
"RI"	2000	"PAWTUCKET"	2622	314	183	127	40	182	80	91	178	1	139	40	179
"RI"	2000	"PAWTUCKET"	2623	1622	948	646	235	946	443	474	933	1	674	252	926
"RI"	2000	"PAWTUCKET"	2624	1189	717	519	146	711	326	365	712	1	533	175	708
"RI"	2000	"PAWTUCKET"	2625	1369	973	654	245	953	390	552	961	1	668	283	951
"RI"	2000	"PAWTUCKET"	2626	756	397	287	80	391	204	179	391	1	294	93	387
"RI"	2000	"PAWTUCKET"	2627	374	213	156	42	212	99	110	212	1	155	55	210
"RI"	2000	"PAWTUCKET"	2628	399	204	147	37	201	110	82	199	1	142	56	198
"RI"	2000	"PAWTUCKET"	2629	1292	829	574	198	821	387	420	826	1	594	217	811
"RI"	2000	"PAWTUCKET"	2630	1684	984	666	247	974	433	512	965	1	685	271	956
"RI"	2000	"PAWTUCKET"	2631	1691	959	669	221	950	425	491	943	1	686	256	942
"RI"	2000	"PAWTUCKET"	2632	1513	961	674	224	958	478	465	957	1	679	266	945
"RI"	2000	"PAWTUCKET"	2633	1937	1143	712	352	1132	488	627	1127	1	752	373	1125
"RI"	2000	"PAWTUCKET"	2634	0	962	785	136	961	28	16	45	1	32	10	42
"RI"	2000	"PORTSMOUTH"	2701			438	253	747	246	475	740	1	462	274	736
"RI"	2000	"PORTSMOUTH"	2702	1275	822	521	245	819	308	479	804	1	542	259	801
"RI"	2000	"PORTSMOUTH"	2703	1359	904	448	390	893	275	591	893	1	484	396	880
"RI"	2000	"PORTSMOUTH"	2704	1526	979	515	396	967	342	601	959	1	565	391	956
"RI"	2000	"PORTSMOUTH"	2705	155	116	61	43	115	28	83	114	1	68	45	113
"RI"	2000	"PORTSMOUTH"	2706	1023	709	336	324	705	190	502	701	1	356	334	690
"RI"	2000	"PORTSMOUTH"	2707	1047	720	369	300	717	233	468	707	1	399	303	702
"RI"	2000	"PORTSMOUTH"	2708	1353	848	423	359	841	287	537	839	1	493	342	835
"RI"	2000	"PORTSMOUTH"	2709	1393	1022	509	452	1016	293	693	1008	1	601	400	1001
"RI"	2000	"PORTSMOUTH"	2710	1204	873	411	397	866	248	600	861	1	472	379	851
"RI"	2000	"PORTSMOUTH"	2711	1231	851	368	420	844	237	592	838	1	458	372	830
"RI"	2000	"PORTSMOUTH"	2712	0	297	150	124	296	7	10	17	1	10	7	17
"RI"	2000	"PROVIDENCE"	2802			222	44	276	186	78	268	1	227	40	267
"RI"	2000	"PROVIDENCE"	2803	108	50	37	7	50	25	20	47	1	43	7	50
"RI"	2000	"PROVIDENCE"	2806	376	157	108	39	157	68	80	152	1	97	50	147
"RI"	2000	"PROVIDENCE"	2807	45	11	6	4	11	3	6	11	1	7	3	10
"RI"	2000	"PROVIDENCE"	2808	10	8	8	0	8	5	3	8	1	6	2	8
"RI"	2000	"PROVIDENCE"	2812	1567	744	488	133	738	318	381	717	1	521	178	699
"RI"	2000	"PROVIDENCE"	2813	2332	1037	730	115	1025	494	466	999	1	815	172	987
"RI"	2000	"PROVIDENCE"	2814	765	294	227	35	285	153	117	280	1	236	43	279
"RI"	2000	"PROVIDENCE"	2815	1164	554	330	143	554	140	385	537	1	342	185	527
"RI"	2000	"PROVIDENCE"	2816	2510	853	552	148	851	280	503	801	1	584	211	795
"RI"	2000	"PROVIDENCE"	2817	2114	529	351	87	528	231	243	485	1	376	104	480
"RI"	2000	"PROVIDENCE"	2818	1975	422	253	66	421	180	195	384	1	299	75	374
"RI"	2000	"PROVIDENCE"	2819	521	318	245	38	315	132	172	311	1	248	58	306
"RI"	2000	"PROVIDENCE"	2820	1376	945	651	221	931	299	617	922	1	580	326	906
"RI"	2000	"PROVIDENCE"	2821	1979	1262	855	272	1255	377	839	1235	1	798	411	1209
"RI"	2000	"PROVIDENCE"	2822	860	506	350	99	506	167	312	485	1	346	135	481
"RI"	2000	"PROVIDENCE"	2823	859	432	285	77	428	154	256	419	1	302	115	417
"RI"	2000	"PROVIDENCE"	2824	924	365	233	63	362	118	214	345	1	258	84	342
"RI"	2000	"PROVIDENCE"	2825	286	153	106	30	153	44	103	149	1	99	47	146
"RI"	2000	"PROVIDENCE"	2826	743	441	303	91	439	125	302	429	1	302	117	419
"RI"	2000	"PROVIDENCE"	2827	1539	875	637	112	869	381	438	841	1	657	188	845
"RI"	2000	"PROVIDENCE"	2828	1669	917	687	82	909	420	440	885	1	735	140	875
"RI"	2000	"PROVIDENCE"	2829	1865	861	701	67	857	450	363	837	1	727	102	829
"RI"	2000	"PROVIDENCE"	2830	762	392	298	36	389	161	203	377	1	305	71	376
"RI"	2000	"PROVIDENCE"	2831	355	218	153	29	215	80	118	205	1	164	42	206
"RI"	2000	"PROVIDENCE"	2832	398	199	165	25	195	109	81	193	1	172	20	192
"RI"	2000	"PROVIDENCE"	2833	1663	849	617	194	843	398	418	834	1	622	200	822
"RI"	2000	"PROVIDENCE"	2834	1527	678	514	133	672	340	310	666	1	518	134	652
"RI"	2000	"PROVIDENCE"	2835	1576	788	565	175	786	396	364	769	1	547	197	744
"RI"	2000	"PROVIDENCE"	2836	123	36	24	9	36	18	17	35	1	26	10	36
"RI"	2000	"PROVIDENCE"	2837	782	515	297	175	511	261	238	510	1	297	205	502
"RI"	2000	"PROVIDENCE"	2846	763	485	305	146	479	210	257	478	1	292	171	463
"RI"	2000	"PROVIDENCE"	2848	1245	781	481	240	774	394	358	768	1	488	255	743
"RI"	2000	"PROVIDENCE"	2849	947	383	181	140	381	167	124	303	1	186	110	296
"RI"	2000	"PROVIDENCE"	2850	95	64	39	23	64	26	36	64	1	31	31	62
"RI"	2000	"PROVIDENCE"	2851	957	418	321	75	415	226	176	411	1	317	94	411
"RI"	2000	"PROVIDENCE"	2852	1327	610	430	138	605	313	272	602	1	429	156	585
"RI"	2000	"PROVIDENCE"	9905		16	13	3	16	11	2	13	1	8	1	9
"RI"	2000	"SMITHFIELD"	3101	1613	1128	614	437	1121	449	650	1115	1	618	481	1099
"RI"	2000	"SMITHFIELD"	3102	1482	956	557	314	947	441	480	947	1	582	349	931
"RI"	2000	"SMITHFIELD"	3103	1544	1050	579	381	1035	427	588	1035	1	598	427	1025
"RI"	2000	"SMITHFIELD"	3104	2621	1644	953	576	1630	648	942	1619	1	961	646	1607
"RI"	2000	"SMITHFIELD"	3105	583	422	220	177	419	156	256	418	1	217	197	414
"RI"	2000	"SMITHFIELD"	3106	1465	897	469	353	891	332	544	887	1	490	382	872
"RI"	2000	"SMITHFIELD"	3107	1809	1217	647	460	1206	495	681	1199	1	679	505	1184
"RI"	2000	"SMITHFIELD"	3108	206	140	69	58	136	51	85	137	1	71	63	134
"RI"	2000	"SMITHFIELD"	3109	1527	1014	554	393	1009	402	590	1002	1	552	441	993
"RI"	2000	"SMITHFIELD"	3110	930	437	208	189	431	122	302	431	1	200	223	423
"RI"	2000	"SMITHFIELD"	3111	0	239	130	95	236	0	0	0	1	0	0	0
"RI"	2000	"TIVERTON"	3301	1368	952	481	392	939	306	607	931	1	472	444	916
"RI"	2000	"TIVERTON"	3302	1710	1131	731	306	1122	458	613	1097	1	698	394	1092
"RI"	2000	"TIVERTON"	3303	1459	968	574	327	952	396	529	944	1	584	349	933
"RI"	2000	"TIVERTON"	3304	1262	885	570	258	875	355	487	868	1	538	323	861
"RI"	2000	"TIVERTON"	3305	912	586	390	162	579	269	284	572	1	389	173	562
"RI"	2000	"TIVERTON"	3306	1555	1009	497	409	993	307	656	990	1	505	463	968
"RI"	2000	"TIVERTON"	3307	1300	883	457	369	879	293	551	868	1	455	403	858
"RI"	2000	"TIVERTON"	3308	0	195	107	72	195	0	0	0	1	0	0	0
"RI"	2000	"WARREN"	3401	840	454	280	146	450	193	234	446	1	299	135	434
"RI"	2000	"WARREN"	3402	550	305	197	85	302	119	172	301	1	194	101	295
"RI"	2000	"WARREN"	3403	661	433	259	121	431	166	247	425	1	285	128	413
"RI"	2000	"WARREN"	3404	977	679	433	195	673	287	368	671	1	428	231	659
"RI"	2000	"WARREN"	3405	1650	1162	664	410	1148	419	697	1145	1	630	497	1127
"RI"	2000	"WARREN"	3406	500	363	267	75	361	212	137	358	1	257	91	348
"RI"	2000	"WARREN"	3407	886	543	350	158	540	242	278	528	1	374	148	522
"RI"	2000	"WARREN"	3408	492	345	192	145	344	119	218	341	1	193	141	334
"RI"	2000	"WARREN"	3409	378	236	162	62	234	99	133	235	1	152	79	231
"RI"	2000	"WARREN"	3410	0	179	121	49	179	0	1	1	1	1	0	1
"RI"	2000	"WOONSOCKET"	3901	918	451	323	107	448	196	234	442	1	362	82	444
"RI"	2000	"WOONSOCKET"	3902	1005	481	336	111	474	257	202	470	1	372	90	462
"RI"	2000	"WOONSOCKET"	3903	1070	619	403	165	616	262	321	601	1	450	147	597
"RI"	2000	"WOONSOCKET"	3904	800	407	319	75	405	245	150	400	1	359	39	398
"RI"	2000	"WOONSOCKET"	3905	858	447	276	127	445	201	224	435	1	321	117	438
"RI"	2000	"WOONSOCKET"	3906	1603	727	523	168	723	367	315	695	1	560	136	696
"RI"	2000	"WOONSOCKET"	3907	1103	651	359	243	645	267	359	640	1	423	206	629
"RI"	2000	"WOONSOCKET"	3908	324	175	131	32	174	85	80	169	1	146	20	166
"RI"	2000	"WOONSOCKET"	3909	1456	899	571	257	894	476	391	884	1	672	200	872
"RI"	2000	"WOONSOCKET"	3910	1416	884	567	270	879	408	444	868	1	653	213	866
"RI"	2000	"WOONSOCKET"	3911	1266	649	422	198	642	292	332	643	1	496	139	635
"RI"	2000	"WOONSOCKET"	3912	1053	633	408	182	627	258	359	624	1	478	142	620
"RI"	2000	"WOONSOCKET"	3913	1515	805	522	234	798	369	399	786	1	607	172	779
"RI"	2000	"WOONSOCKET"	3914	1550	668	457	180	664	323	320	655	1	501	146	647
"RI"	2000	"WOONSOCKET"	3915	500	184	122	51	181	73	100	179	1	148	29	177
"RI"	2000	"WOONSOCKET"	3916	1192	545	350	153	542	197	324	536	1	397	133	530
"RI"	2000	"WOONSOCKET"	3917	1229	703	496	169	697	373	301	689	1	547	134	681
"RI"	2000	"WOONSOCKET"	3918	1135	764	450	266	758	337	401	750	1	522	216	738
"RI"	2000	"WOONSOCKET"	3919	1614	908	638	228	905	407	466	889	1	674	207	881
"RI"	2000	"WOONSOCKET"	3920	0	323	221	91	323	1	0	1	1	1	0	1
"RI"	2000	"CHARLESTOWN"	501	1281	771	429	260	763	260	474	761	2	324	144	751
"RI"	2000	"CHARLESTOWN"	502	892	517	248	197	511	170	319	504	2	208	74	497
"RI"	2000	"CHARLESTOWN"	503	1218	837	332	409	831	249	557	823	2	327	248	806
"RI"	2000	"CHARLESTOWN"	504	1050	676	321	269	665	214	442	665	2	275	146	649
"RI"	2000	"CHARLESTOWN"	505	1116	752	391	286	746	237	483	741	2	340	149	725
"RI"	2000	"CHARLESTOWN"	506	0	109	59	35	109	0	0	0	2	0	0	0
"RI"	2000	"COVENTRY"	601	831	543	321	182	540	234	298	541	2	334	75	531
"RI"	2000	"COVENTRY"	602	1411	969	489	420	960	312	635	962	2	559	148	946
