state	year	county	vtd	g2010_VOTE_tv	g2010_VOTE_dv	g2010_VOTE_rv	g2010_USS_tv	g2010_USS_dv	g2010_USS_rv	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	ld	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	sd	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3
"NC"	2010	"Rockingham"	"ED-1"	476	224	241	1608	522	1034	13	679	955	1634					65	615		1542									26		1267	1267								
"NC"	2010	"Rockingham"	"HO"	259	83	174	753	214	510	5	138	385	523	13	94	149	243	91	212	539	751									26		586	586								
"NC"	2010	"Rockingham"	"HU"	609	126	472	1436	350	1042	5	349	1099	1448					91	310	1115	1425									26		1170	1170								
"NC"	2010	"Rockingham"	"IR"	386	83	299	1060	245	780	13	360	701	1061					91	206	650	856	65	44		159					26		875	875								
"NC"	2010	"Rockingham"	"LI"	487	212	258	1607	502	1037	13	711	932	1643					65	571		1530									26		1199	1199								
"NC"	2010	"Rockingham"	"LK-2"	469	242	213	1554	517	991	13	655	909	1564					65	597		1479									26		1184	1184								
"NC"	2010	"Rockingham"	"MA"	485	233	239	1649	526	1059	13	735	946	1681					65	659		1565									26		1258	1258								
"NC"	2010	"Rockingham"	"MC"	566	324	230	2027	732	1240	13	935	1146	2081					65	1007		2011									26		1439	1439								
"NC"	2010	"Rockingham"	"MD"	452	225	220	964	439	502	13	516	470	986					91	412	542	954									26		612	612								
"NC"	2010	"Rockingham"	"NB"	494	107	385	1390	305	1037	5	330	1074	1404					91	279	1081	1360									26		1178	1178								
"NC"	2010	"Rockingham"	"RC"	606	267	319	2194	633	1485	13	837	1392	2229					65	783		2081									26		1702	1702								
"NC"	2010	"Rockingham"	"RD-1"	226	94	128	489	192	286	13	222	279	501					65	217		457									26		330	330								
"NC"	2010	"Rockingham"	"VA"	556	347	197	1537	640	851	13	786	789	1575					65	694		1360	91	31	127	158					26		992	992								
"NC"	2010	"Rockingham"	"WM"	479	251	224	1082	430	624	13	489	594	1083					65	463		969									34		706	706								
"NC"	2010	"Rowan"	"1"	291	24	259	700	112	571	6	82	616	698					76		636	636									34		616	616								
"NC"	2010	"Rowan"	"2"	265	138	125	440	193	236	6	184	250	434					76		268	268									34		253	253								
"NC"	2010	"Rowan"	"3"	380	42	335	987	179	782	6	138	839	977					76		865	865									34		849	849								
"NC"	2010	"Rowan"	"4"	602	87	508	1507	301	1155	12	290	1161	1506					77	388	1139	1527									34		1301	1301								
"NC"	2010	"Rowan"	"5"	357	66	285	931	227	674	6	173	752	925					76		786	786									34		767	767								
"NC"	2010	"Rowan"	"6"	266	66	200	663	177	462	6	160	497	657					76		535	535									34		498	498								
"NC"	2010	"Rowan"	"7"	333	171	156	777	328	436	12	327	426	779					77	367	426	793									34		505	505								
"NC"	2010	"Rowan"	"8"	453	155	295	1328	407	886	6	349	967	1316					77	483	856	1339									34		996	996								
"NC"	2010	"Rowan"	"9"	430	52	375	854	137	688	12	135	687	856					76		766	766									34		764	764								
"NC"	2010	"Rowan"	"10"	312	47	260	1118	244	823	6	190	912	1102					76		935	935									34		916	916								
"NC"	2010	"Rowan"	"11"	428	166	257	1247	407	797	12	423	789	1251					77	530	744	1274									34		956	956								
"NC"	2010	"Rowan"	"12"	256	146	108	698	337	337	12	352	326	695					77	380	326	706									34		419	419								
"NC"	2010	"Rowan"	"13"	324	47	275	737	143	580	6	104	628	732					76		632	632									34		607	607								
"NC"	2010	"Rowan"	"14"	263	108	153	880	284	572	6	237	627	864					76		620	620									34		612	612								
"NC"	2010	"Rowan"	"15"	536	126	404	1352	347	966	6	301	1050	1351					76		1057	1057									34		1043	1043								
"NC"	2010	"Rowan"	"16"	277	85	189	546	156	380	6	150	392	542					76		436	436									34		404	404								
"NC"	2010	"Rowan"	"17"	429	121	305	747	205	529	6	180	563	743					76		597	597									34		578	578								
"NC"	2010	"Rowan"	"18"	261	255	3	365	341	20	12	354	12	370					77	357	14	371									34		59	59								
"NC"	2010	"Rowan"	"19"	466	107	352	1109	282	796	6	247	845	1092					76		937	937									34		871	871								
"NC"	2010	"Rowan"	"20"	203	40	161	482	113	355	6	87	390	477					76		419	419									34		396	396								
"NC"	2010	"Rowan"	"21"	365	144	216	1110	369	706	6	319	784	1103					77	455	685	1140									34		816	816								
"NC"	2010	"Rowan"	"22"	154	16	136	337	64	265	6	50	282	332					76		292	292									34		277	277								
"NC"	2010	"Rowan"	"23"	212	26	181	593	100	469	6	87	504	591					76		522	522									34		493	493								
"NC"	2010	"Rowan"	"24"	237	52	185	543	119	410	12	136	397	539					77	187	362	549									34		439	439								
"NC"	2010	"Rowan"	"25"	469	69	386	1268	264	963	6	222	1049	1271					76		1064	1064									34		1053	1053								
"NC"	2010	"Rowan"	"26"	213	35	177	687	146	528	6	104	575	679					76		571	571									34		552	552								
"NC"	2010	"Rowan"	"27"	209	82	125	536	165	346	12	174	351	537					77	225	318	543									34		403	403								
"NC"	2010	"Rowan"	"28"	387	251	126	896	484	384	12	494	386	899					77	555	365	920									34		509	509								
"NC"	2010	"Rowan"	"29"	164	49	113	493	136	344	6	118	369	487					77	171	327	498									34		376	376								
"NC"	2010	"Rowan"	"30"	290	105	180	721	219	479	6	196	516	712					76		412	412	77	73	102	175					34		522	522								
"NC"	2010	"Rowan"	"31"	235	67	161	669	183	474	6	150	514	664					76		530	530									34		510	510								
"NC"	2010	"Rowan"	"32"	256	105	146	644	216	407	12	211	417	645					77	276	381	657									34		479	479								
"NC"	2010	"Rowan"	"33"	291	18	271	688	95	574	6	61	621	682					76		635	635									34		604	604								
"NC"	2010	"Rowan"	"34"	415	238	172	986	500	467	12	514	453	984					77	535	455	990									34		589	589								
"NC"	2010	"Rowan"	"35"	157	118	33	462	287	163	12	299	143	456					77	311	154	465									34		199	199								
"NC"	2010	"Rowan"	"36"	496	348	142	1003	592	392	12	617	377	1008					77	637	369	1006									34		510	510								
"NC"	2010	"Rowan"	"38"	580	427	149	1067	674	375	12	691	361	1065					77	733	349	1082									34		486	486								
"NC"	2010	"Rowan"	"39"	257	118	135	781	321	449	12	336	420	779					77	362	425	787									34		534	534								
"NC"	2010	"Rowan"	"40"	346	205	135	1143	498	623	12	560	553	1141					77	596	573	1169									34		728	728								
"NC"	2010	"Rowan"	"41"	388	224	161	1055	488	555	12	518	512	1058					77	554	520	1074									34		661	661								
"NC"	2010	"Rowan"	"42"	349	346	2	442	420	17	12	433	10	445					77	434	9	443									34		72	72								
"NC"	2010	"Rowan"	"44"	482	73	405	905	154	727	12	151	719	897					76		787	787									34		779	779								
"NC"	2010	"Rowan"	"45"	279	183	95	556	281	258	12	301	240	551					77	342	218	560									34		321	321								
"NC"	2010	"Rowan"	"46"	330	63	260	991	244	726	6	197	784	981					76		791	791									46		778	778								
"NC"	2010	"Rutherford"	"11"	642	187	443	2080	524	1490	10	495	1579	2074					112	599	1469	2068									46		1704	1704								
"NC"	2010	"Rutherford"	"13"	623	380	235	1641	739	877	11	927	714	1641					112	767	851	1618									46		1075	1075								
"NC"	2010	"Rutherford"	"14"	308	160	144	949	370	558	10	342	593	935					112	403	535	938									46		660	660								
"NC"	2010	"Rutherford"	"18"	330	128	198	1002	313	664	10	228	524	752	11	117	133	250	112	385	612	997									46		739	739								
"NC"	2010	"Rutherford"	"19"	250	102	142	741	202	522	10	199	546	745					112	245	496	741									46		582	582								
"NC"	2010	"Rutherford"	"27"	521	202	307	1807	560	1196	11	815	979	1794					112	658	1142	1800									46		1418	1418								
"NC"	2010	"Rutherford"	"28"	213	87	121	703	203	483	11	274	432	706					112	210	483	693									46		548	548								
"NC"	2010	"Rutherford"	"29"	253	105	141	760	250	492	10	225	531	756					112	264	488	752									46		586	586								
"NC"	2010	"Rutherford"	"30"	495	292	196	1392	587	771	11	777	629	1406					112	619	773	1392									46		955	955								
"NC"	2010	"Rutherford"	"34"	191	28	159	659	124	527	11	221	437	658					112	165	489	654									46		561	561								
"NC"	2010	"Rutherford"	"03A"	290	54	227	912	158	730	10	141	766	907					112	190	714	904									46		782	782								
"NC"	2010	"Rutherford"	"04A"	324	115	203	951	254	676	10	249	704	953					112	310	642	952									46		737	737								
"NC"	2010	"Rutherford"	"05A"	348	139	201	980	303	642	10	282	699	981					112	330	642	972									46		749	749								
"NC"	2010	"Rutherford"	"06A"	451	165	282	1067	329	710	10	321	744	1065					112	455	614	1069									46		768	768								
"NC"	2010	"Rutherford"	"09A"	427	113	305	1470	356	1090	11	567	901	1468					112	415	1039	1454									46		1203	1203								
"NC"	2010	"Rutherford"	"10A"	185	24	159	502	73	418	10	71	427	498					112	92	404	496									46		433	433								
"NC"	2010	"Rutherford"	"16A"	313	102	202	1087	279	775	10	263	806	1069					112	335	737	1072									10		872	872								
"NC"	2010	"Sampson"	"AUTR"	371	92	277	733	184	541	7	258	447	705					28	160	526	686									10	173	550	723								
"NC"	2010	"Sampson"	"CLCE"	323	294	27	440	368	66	2	406	47	456					21	401	52	453									10	391	67	458								
"NC"	2010	"Sampson"	"CLEA"	796	626	166	1268	834	421	2	874	358	1248					21	912	331	1243									10	861	389	1250								
"NC"	2010	"Sampson"	"CLEM"	323	92	230	638	171	460	7	239	393	632					28	153	467	620									10	150	485	635								
"NC"	2010	"Sampson"	"CLNE"	482	228	253	1128	434	681	7	396	483	879	2	150	79	229	21	555	554	1109									10	535	604	1139								
"NC"	2010	"Sampson"	"CLSW"	332	178	152	716	307	402	2	338	359	713					21	374	341	715									10	360	358	718								
"NC"	2010	"Sampson"	"CLWE"	363	143	219	971	281	684	7	392	567	959					21	398	548	946									10	380	598	978								
"NC"	2010	"Sampson"	"GARL"	401	273	125	611	361	245	2	364	239	608					21	382	221	603									10	363	244	607								
"NC"	2010	"Sampson"	"GIDD"	340	217	123	565	314	240	2	318	227	554					21	342	209	551									10	325	225	550								
"NC"	2010	"Sampson"	"HARR"	609	494	115	873	608	259	2	626	238	871					21	644	228	872									10	628	242	870								
"NC"	2010	"Sampson"	"HERR"	213	24	188	442	66	372	7	106	329	435					28	72	348	420									10	73	367	440								
"NC"	2010	"Sampson"	"INGO"	347	224	123	543	297	243	2	299	238	538					21	321	214	535									10	316	227	543								
"NC"	2010	"Sampson"	"KEEN"	289	103	185	580	196	378	2	213	350	578					21	248	322	570									10	228	354	582								
"NC"	2010	"Sampson"	"KFRK"	411	211	199	848	346	492	7	426	409	835					21	318	310	628	28	64	125	189					10	367	484	851								
"NC"	2010	"Sampson"	"LAKE"	813	629	179	1219	828	365	2	854	352	1227	7	0	0	0	21	879	337	1216									10	819	403	1222								
"NC"	2010	"Sampson"	"MING"	544	132	410	1104	263	827	7	370	712	1082					28	249	822	1071									10	239	856	1095								
"NC"	2010	"Sampson"	"NGRV"	465	208	251	750	301	442	2	308	426	743					21	291	336	627	28	43	60	103					10	316	429	745								
"NC"	2010	"Sampson"	"PLVW"	600	68	531	1135	197	924	7	279	836	1115					28	165	943	1108									10	180	943	1123								
"NC"	2010	"Sampson"	"ROSE"	293	96	194	555	173	366	7	263	296	559					28	73	264	337	21	134	89	223					10	188	376	564								
"NC"	2010	"Sampson"	"ROWA"	418	214	200	831	356	461	2	377	431	820					21	421	403	824									10	403	428	831								
"NC"	2010	"Sampson"	"SBRG"	217	60	154	495	154	339	7	191	296	487					28	109	254	363	21	41	65	106					10	139	363	502								
"NC"	2010	"Sampson"	"TURK"	281	190	90	581	335	233	2	341	227	578					21	368	210	578									10	389	193	582								
"NC"	2010	"Sampson"	"WBRK"	398	121	276	678	212	460	7	259	406	665					28	209	451	660									25	219	460	679								
"NC"	2010	"Scotland"	"1"	569	530	34	1064	864	187									48	932	152	1084									25	939	147	1086								
"NC"	2010	"Scotland"	"2"	358	331	25	691	518	163	7	32	22	54					48	547	125	672	46	14	13	27					25	560	141	701								
"NC"	2010	"Scotland"	"3"	365	249	108	1344	620	698									46	787	555	1342									25	805	559	1364								
"NC"	2010	"Scotland"	"4"	434	274	155	1671	732	911									46	834	757	1591	48	64	6	70					25	900	776	1676								
"NC"	2010	"Scotland"	"5"	141	80	59	534	183	339									46	238	285	523									25	230	297	527								
"NC"	2010	"Scotland"	"6"	102	79	20	219	120	96	7	5	0	5					48	142	76	218									25	132	92	224								
"NC"	2010	"Scotland"	"7"	605	511	94	1171	756	398									48	808	371	1179	46	11	0	11					25	829	361	1190								
"NC"	2010	"Scotland"	"8"	140	90	49	462	194	258									46	224	186	410	48	28	15	43					25	246	224	470								
"NC"	2010	"Scotland"	"9"	208	139	64	586	291	283									46	319	259	578									25	300	285	585								
"NC"	2010	"Scotland"	"10"	269	186	73	613	319	276									46	368	241	609									25	363	255	618								
"NC"	2010	"Stanly"	"2"	165	56	104	463	138	306									67	129	329	458									25	161	294	455								
"NC"	2010	"Stanly"	"3"	274	117	156	1154	456	679									67	406	722	1128									25	536	607	1143								
"NC"	2010	"Stanly"	"7"	264	125	133	940	326	594									67	290	640	930									25	382	534	916								
"NC"	2010	"Stanly"	"8"	500	478	18	634	575	56									67	570	63	633									25	586	49	635								
"NC"	2010	"Stanly"	"10"	165	50	109	589	174	397									67	145	438	583									25	182	400	582								
"NC"	2010	"Stanly"	"11"	172	49	119	663	182	468									67	152	504	656									25	203	450	653								
"NC"	2010	"Stanly"	"12"	121	19	100	445	104	334									67	89	345	434									25	121	314	435								
"NC"	2010	"Stanly"	"13"	207	44	157	782	178	585									67	151	622	773									25	181	584	765								
"NC"	2010	"Stanly"	"14"	122	37	83	540	122	406									67	119	410	529									25	138	393	531								
"NC"	2010	"Stanly"	"15"	224	135	87	642	265	357									67	243	383	626									25	298	337	635								
"NC"	2010	"Stanly"	"16"	208	114	90	578	215	358									67	208	366	574									25	236	339	575								
"NC"	2010	"Stanly"	"17"	222	73	148	929	242	663									67	241	683	924									25	289	630	919								
"NC"	2010	"Stanly"	"18"	149	45	101	532	149	372									67	147	375	522									25	182	341	523								
"NC"	2010	"Stanly"	"19"	231	41	186	811	177	623									67	145	662	807									25	191	614	805								
"NC"	2010	"Stanly"	"20"	335	33	299	1040	155	863									67	130	904	1034									25	161	858	1019								
"NC"	2010	"Stanly"	"21"	192	19	172	691	107	573									67	86	602	688									25	111	567	678								
"NC"	2010	"Stanly"	"22"	298	96	201	893	239	639									67	229	663	892									25	249	634	883								
"NC"	2010	"Stanly"	"23"	463	76	382	1244	232	986									67	215	1022	1237									25	251	978	1229								
"NC"	2010	"Stanly"	"24"	489	48	440	1276	183	1068									67	143	1121	1264									25	221	1035	1256								
"NC"	2010	"Stanly"	"25"	484	81	400	1231	226	993									67	201	1022	1223									25	247	969	1216								
"NC"	2010	"Stanly"	"26"	242	75	161	778	221	537									67	198	573	771									25	254	510	764								
"NC"	2010	"Stanly"	"27"	347	122	223	1188	332	837									67	308	864	1172									25	410	765	1175								
"NC"	2010	"Stanly"	"28"	243	146	94	584	270	307									67	252	334	586									30	305	278	583								
"NC"	2010	"Stokes"	"1"	139	40	98	424	120	285	5	134	289	423					91	112	297	409									30	131	277	408								
"NC"	2010	"Stokes"	"2"	303	96	203	743	216	511	5	243	517	760					91	203	542	745									30	254	493	747								
"NC"	2010	"Stokes"	"3"	278	40	234	706	131	555	5	157	566	723					91	130	588	718									30	161	556	717								
"NC"	2010	"Stokes"	"4"	320	54	263	874	151	702	5	182	702	884					91	137	748	885									30	177	692	869								
"NC"	2010	"Stokes"	"5"	126	38	83	337	103	222	5	117	223	340					91	95	238	333									30	115	219	334								
"NC"	2010	"Stokes"	"6"	145	26	114	281	60	216	5	69	218	287					91	63	217	280									30	70	210	280								
"NC"	2010	"Stokes"	"7"	108	36	72	265	72	186	5	82	187	269					91	68	198	266									30	81	187	268								
"NC"	2010	"Stokes"	"8"	221	36	185	553	118	415	5	129	440	569					91	107	454	561									30	138	423	561								
"NC"	2010	"Stokes"	"9"	364	96	264	875	242	617	5	272	615	887					91	220	664	884									30	277	604	881								
"NC"	2010	"Stokes"	"10"	549	93	452	1500	313	1141	5	394	1133	1527					91	270	1245	1515									30	369	1146	1515								
"NC"	2010	"Stokes"	"11"	641	109	524	1426	309	1083	5	329	1108	1437					91	264	1171	1435									30	341	1083	1424								
"NC"	2010	"Stokes"	"12"	304	62	236	883	181	681	5	214	687	901					91	164	728	892									30	213	673	886								
"NC"	2010	"Stokes"	"13"	366	64	302	741	137	586	5	157	584	741					91	130	608	738									30	146	586	732								
"NC"	2010	"Stokes"	"14"	447	115	328	1056	276	742	5	299	781	1080					91	265	797	1062									30	303	758	1061								
"NC"	2010	"Stokes"	"15"	266	53	207	689	156	514	5	190	507	697					91	142	547	689									30	183	502	685								
"NC"	2010	"Stokes"	"16"	330	169	154	763	315	416	5	339	431	770					91	310	456	766									30	340	420	760								
"NC"	2010	"Stokes"	"17"	415	165	244	904	307	584	5	341	577	918					91	298	600	898									30	336	561	897								
"NC"	2010	"Stokes"	"18"	160	129	31	228	153	73	5	150	79	229					91	152	75	227									30	158	68	226								
"NC"	2010	"Stokes"	"19"	169	60	108	381	113	260	5	130	267	397					91	106	288	394									30	125	265	390								
"NC"	2010	"Stokes"	"20"	225	61	161	483	141	323	5	164	335	499					91	141	356	497									30	167	325	492								
"NC"	2010	"Surry"	"1"	354	103	244	804	222	564	5	258	539	797					90	181	606	787									30	267	527	794								
"NC"	2010	"Surry"	"2"	101	65	35	261	140	114	5	147	114	261					90	110	149	259									30	160	103	263								
"NC"	2010	"Surry"	"3"	297	130	159	919	329	570	5	344	576	920					90	264	637	901									30	392	517	909								
"NC"	2010	"Surry"	"4"	276	129	145	899	344	531	5	360	542	902					90	275	608	883									30	383	510	893								
"NC"	2010	"Surry"	"5"	376	66	306	958	185	764	5	190	763	953					92		733	733									30	241	709	950								
"NC"	2010	"Surry"	"6"	214	100	110	635	281	341	5	299	338	637					90	235	398	633									30	312	318	630								
"NC"	2010	"Surry"	"7"	209	98	110	563	210	344	5	259	305	564					90	214	340	554									30	243	313	556								
"NC"	2010	"Surry"	"8"	273	93	179	774	221	539	5	249	522	771					90	210	559	769									30	259	503	762								
"NC"	2010	"Surry"	"9"	244	74	166	554	153	384	5	154	400	554					90	115	426	541									30	178	365	543								
"NC"	2010	"Surry"	"10"	127	21	103	402	64	330	5	70	326	396					92		328	328									30	95	301	396								
"NC"	2010	"Surry"	"11"	199	81	117	512	173	331	5	192	317	509					90	144	353	497									30	198	305	503								
"NC"	2010	"Surry"	"12"	290	116	170	766	284	466	5	308	455	763					90	238	506	744									30	322	430	752								
"NC"	2010	"Surry"	"13"	180	74	105	594	202	383	5	228	360	588					90	180	405	585									30	255	324	579								
"NC"	2010	"Surry"	"14"	256	97	157	814	242	561	5	245	569	814					90	204	599	803									30	281	528	809								
"NC"	2010	"Surry"	"15"	255	94	157	637	188	438	5	206	429	635					90	144	477	621									30	211	415	626								
"NC"	2010	"Surry"	"16"	167	46	114	520	137	377	5	145	374	519					92		383	383									30	166	348	514								
"NC"	2010	"Surry"	"17"	133	36	96	451	124	315	5	123	326	449					90	80	362	442									30	139	307	446								
"NC"	2010	"Surry"	"18"	240	61	177	848	221	606	5	232	614	846					90	167	667	834									30	261	574	835								
"NC"	2010	"Surry"	"19"	321	122	188	786	269	504	5	275	515	790					90	220	553	773									30	299	483	782								
"NC"	2010	"Surry"	"20"	156	67	86	454	152	288	5	185	266	451					92		308	308									30	196	255	451								
"NC"	2010	"Surry"	"21"	365	103	261	908	253	641	5	267	641	908					92		669	669									30	290	612	902								
"NC"	2010	"Surry"	"22"	163	72	88	555	202	334	5	200	351	551					90	154	385	539									30	228	314	542								
"NC"	2010	"Surry"	"23"	222	63	157	632	156	464	5	180	447	627					92		465	465									30	187	438	625								
"NC"	2010	"Surry"	"24"	110	37	71	356	94	257	5	102	252	354					92		240	240									30	116	234	350								
"NC"	2010	"Surry"	"25"	213	75	135	646	196	441	5	196	444	640					90	145	488	633									30	241	398	639								
"NC"	2010	"Surry"	"26"	344	100	238	899	233	655	5	240	662	902					90	195	697	892									30	289	608	897								
"NC"	2010	"Surry"	"27"	256	84	167	582	172	399	5	174	406	580					92		409	409									30	193	384	577								
"NC"	2010	"Surry"	"28"	199	58	137	472	106	357	5	116	355	471					92		365	365									30	120	349	469								
"NC"	2010	"Surry"	"33"	196	97	98	651	234	412	5	242	402	644					90	221	420	641									50	282	355	637								
"NC"	2010	"Swain"	"ALARKA"	110	54	52	469	198	257	11	339	174	513					119	273	213	486									50	271	222	493								
"NC"	2010	"Swain"	"ALMOND"	148	51	92	653	233	398	11	433	265	698					119	352	321	673									50	344	344	688								
"NC"	2010	"Swain"	"BC1"	234	126	98	1073	470	565	11	771	392	1163					119	655	453	1108									50	634	506	1140								
"NC"	2010	"Swain"	"BC2"	285	163	107	1093	505	543	11	768	437	1205					119	672	488	1160									50	653	520	1173								
"NC"	2010	"Swain"	"WHCH"	332	204	110	884	472	379	11	702	279	981					119	634	332	966									50	578	381	959								
"NC"	2010	"Transylvania"	"B1"	255	119	132	908	465	417	11	559	356	915					113		579	579									50	541	361	902								
"NC"	2010	"Transylvania"	"B2"	219	114	99	642	360	267	11	424	218	642					113		377	377									50	386	250	636								
"NC"	2010	"Transylvania"	"B3"	312	125	183	961	444	498	11	527	430	957					113		655	655									50	482	472	954								
"NC"	2010	"Transylvania"	"B4"	235	104	131	756	398	339	11	453	303	756					113		478	478									50	434	315	749								
"NC"	2010	"Transylvania"	"BD"	391	145	239	1200	446	719	11	600	612	1212					113		877	877									50	529	673	1202								
"NC"	2010	"Transylvania"	"BG"	70	16	52	207	50	153	11	82	130	212					113		159	159									50	69	134	203								
"NC"	2010	"Transylvania"	"CC"	331	90	230	1150	396	724	11	579	583	1162					113		853	853									50	493	653	1146								
"NC"	2010	"Transylvania"	"CM"	135	43	92	387	146	230	11	197	195	392					113		274	274									50	177	209	386								
"NC"	2010	"Transylvania"	"DR"	428	149	274	1383	582	781	11	731	655	1386					113		949	949									50	691	691	1382								
"NC"	2010	"Transylvania"	"EF"	149	73	71	477	206	263	11	268	207	475					113		294	294									50	236	236	472								
"NC"	2010	"Transylvania"	"GL"	94	19	72	205	42	154	11	68	138	206					113		155	155									50	58	140	198								
"NC"	2010	"Transylvania"	"LR"	237	66	167	712	242	456	11	321	391	712					113		523	523									50	274	432	706								
"NC"	2010	"Transylvania"	"LT"	119	26	91	348	91	247	11	142	206	348					113		269	269									50	110	240	350								
"NC"	2010	"Transylvania"	"PF"	186	59	120	592	211	362	11	309	297	606					113		425	425									50	258	336	594								
"NC"	2010	"Transylvania"	"QB"	74	25	46	274	92	173	11	159	116	275					113		190	190									50	122	151	273								
"NC"	2010	"Transylvania"	"RE"	264	60	195	891	227	633	11	405	503	908					113		667	667									50	326	565	891								
"NC"	2010	"Transylvania"	"SW"	98	34	63	239	74	155	11	95	143	238					113		172	172									50	83	155	238								
"NC"	2010	"Transylvania"	"WC"	304	107	195	1032	395	610	11	499	537	1036					113		733	733									1	477	550	1027								
"NC"	2010	"Tyrrell"	"1"	57	57	0	95	83	11	3	75	17	94					1	90	4	94									1	89	6	95								
"NC"	2010	"Tyrrell"	"2"	197	141	55	806	338	447	3	193	602	813					1	485	302	787									1	571	248	819								
"NC"	2010	"Tyrrell"	"3"	30	23	6	95	34	60	3	24	69	97					1	61	34	95									1	68	34	102								
"NC"	2010	"Tyrrell"	"14"	5	5	0	44	11	31	3	3	41	46					1	23	18	41									1	32	14	46								
"NC"	2010	"Tyrrell"	"15"	82	72	9	273	139	132	3	105	168	276					1	196	77	273									1	206	70	276								
"NC"	2010	"Tyrrell"	"16"	3	1	2	15	4	11	3	3	14	17					1	10	7	17									35	12	5	17								
"NC"	2010	"Union"	"1"	182	139	43	297	201	93									69	204	88	292									35	194	98	292								
"NC"	2010	"Union"	"2"	296	221	71	622	349	254									69	391	227	618									35	336	272	608								
"NC"	2010	"Union"	"3"	210	125	78	455	239	206									69	260	186	446									35	223	224	447								
"NC"	2010	"Union"	"4"	358	317	38	443	379	64									69	380	60	440									35	373	64	437								
"NC"	2010	"Union"	"5"	436	177	256	1013	345	650	9	295	712	1007					68		723	723									35	317	679	996								
"NC"	2010	"Union"	"6"	291	74	216	698	164	521	9	137	560	697					68		531	531									35	141	541	682								
"NC"	2010	"Union"	"7"	459	168	288	1080	336	719	9	290	789	1079					69	227	318	545	68		403	403					35	317	744	1061								
"NC"	2010	"Union"	"8"	480	362	117	890	543	327									69	584	288	872									35	531	342	873								
"NC"	2010	"Union"	"9"	293	226	65	536	328	198									69	360	165	525									35	319	205	524								
"NC"	2010	"Union"	"10"	264	215	47	472	315	150									69	336	133	469									35	304	157	461								
"NC"	2010	"Union"	"11"	388	52	336	945	166	762									67	133	776	909									35	144	786	930								
"NC"	2010	"Union"	"12"	430	48	381	978	147	814	9	103	875	978					67	125	799	924	68		36	36					35	127	840	967								
"NC"	2010	"Union"	"13"	385	33	349	1032	121	885	9	94	936	1030					68		778	778	67	4	100	104					35	117	893	1010								
"NC"	2010	"Union"	"14"	240	55	181	517	134	360	9	118	398	516					68		403	403									35	120	387	507								
"NC"	2010	"Union"	"15"	663	188	474	1559	434	1100	9	380	1180	1560					68		1207	1207									35	384	1159	1543								
"NC"	2010	"Union"	"16"	564	132	432	1276	293	949	9	256	1015	1271					68		1021	1021									35	268	994	1262								
"NC"	2010	"Union"	"18"	476	79	394	1188	229	935	9	205	985	1190					68		984	984									35	217	961	1178								
"NC"	2010	"Union"	"19"	583	183	396	1510	380	1087	9	343	1157	1500					68		1166	1166									35	373	1110	1483								
"NC"	2010	"Union"	"21"	364	70	289	880	187	672	9	160	715	875					68		715	715									35	159	702	861								
"NC"	2010	"Union"	"22"	409	47	359	1154	130	997	9	116	1038	1154					68		1010	1010									35	124	1014	1138								
"NC"	2010	"Union"	"23"	318	103	212	887	266	598	9	205	679	884					69	334	531	865									35	221	645	866								
"NC"	2010	"Union"	"24"	323	82	240	838	188	633	9	133	704	837					69	258	563	821									35	139	684	823								
"NC"	2010	"Union"	"25"	312	87	223	735	194	531									69	237	493	730									35	165	559	724								
"NC"	2010	"Union"	"26"	310	96	213	663	174	473									69	208	444	652									35	170	484	654								
"NC"	2010	"Union"	"27"	404	122	279	764	211	546									69	258	499	757									35	192	565	757								
"NC"	2010	"Union"	"28"	2114	528	1576	5131	1188	3848	9	1104	4002	5106					68		4089	4089									35	1183	3886	5069								
"NC"	2010	"Union"	"30"	676	266	409	1574	513	1024	9	443	1123	1566					68		1094	1094									35	481	1063	1544								
"NC"	2010	"Union"	"31"	535	190	340	984	310	638	9	284	692	976					68		698	698									35	308	662	970								
"NC"	2010	"Union"	"32"	548	141	406	1207	293	895	9	250	954	1204					67	270	906	1176									35	268	913	1181								
"NC"	2010	"Union"	"33"	433	129	303	1054	265	757	9	232	820	1052					68		804	804									35	247	790	1037								
"NC"	2010	"Union"	"34"	511	163	346	1250	352	879	9	271	970	1241					69	394	773	1167	68		50	50					35	308	930	1238								
"NC"	2010	"Union"	"35"	372	67	304	857	184	658	9	148	702	850					68		701	701									35	158	678	836								
"NC"	2010	"Union"	"36"	401	153	242	818	268	537									69	321	486	807									35	244	557	801								
"NC"	2010	"Union"	"39"	343	70	270	739	147	578	9	110	627	737					68		594	594									35	128	590	718								
"NC"	2010	"Union"	"40"	598	118	477	1433	289	1104	9	256	1169	1425					68		1187	1187									35	271	1138	1409								
"NC"	2010	"Union"	"41"	490	95	395	1275	260	985	9	239	1034	1273					68		1038	1038									35	261	1003	1264								
