state	year	parish	ward	precinct	cd	cd2	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	g2000_USH_dv2	g2000_USH_rv2	g2000_USH_tv2
"LA"	2000	"Jefferson"	"K"	"14"	2		544	682	1242						
"LA"	2000	"St. Mary"	"0"	"34A"	3		187	36	230		75	132			
"LA"	2000	"Calcasieu"	"0"	"182"	7		171	220	399	248		285			
"LA"	2000	"Vernon"	"2-"	"6"	4		100	299	409	33	267	308			
"LA"	2000	"Lincoln"	"2-"	"A3"	5		45	5	51	25	9	35			
"LA"	2000	"St. John The Baptist"	"0"	"13B"	3		129	317	458		258	320			
"LA"	2000	"St. Tammany"	"0"	"801"	1		120	694	828	67	678	755			
"LA"	2000	"St. James"	"0"	"2"	3		285	99	393		136	223			
"LA"	2000	"West Baton Rouge"	"5-"	"1"	6		309	12	327	192	74	276			
"LA"	2000	"Evangeline"	"3-"	"5"	7		101	258	373	186		233			
"LA"	2000	"East Baton Rouge"	"2-"	"25B"	6		318	239	566	189	324	524			
"LA"	2000	"East Baton Rouge"	"1-"	"88B"	6		288	125	423	199	179	390			
"LA"	2000	"Ouachita"	"4-"	"1"	5		165	238	418	99	256	365			
"LA"	2000	"St. Martin"	"6-"	"4"	3		374	539	972		485	613			
"LA"	2000	"Acadia"	"3-"	"3A"	7		231	325	572	398		452			
"LA"	2000	"Lafayette"	"0"	"104"	7		213	999	1236	605		809			
"LA"	2000	"Cameron"	"4-"	"1"	7		73	167	243	188		211			
"LA"	2000	"Sabine"	"7-"	"4"	4		70	102	176	25	103	137			
"LA"	2000	"Bienville"	"Early Voting"	"0"	4		76	189	265	48	203	266			
"LA"	2000	"Caldwell"	"7-"	"1"	5		52	112	171	29	99	128			
"LA"	2000	"Morehouse"	"0"	"19A"	5		66	302	378	62	261	330			
"LA"	2000	"Livingston"	"0"	"25"	6		164	511	686	84	438	531			
"LA"	2000	"Terrebonne"	"0"	"34I"	3		306	19	334		84	160			
"LA"	2000	"Caddo"	"0"	"42"	4		349	7	356	187	74	270			
"LA"	2000	"St. Landry"	"1-"	"24"	7		95	178	285	179		202			
"LA"	2000	"Terrebonne"	"0"	"17E"	3		90	343	443		293	333			
"LA"	2000	"Caddo"	"0"	"83B"	4		392	388	794	196	427	646			
"LA"	2000	"Plaquemines"	"1-"	"2"	3		247	107	362		152	224			
"LA"	2000	"St. Landry"	"6-"	"13"	7		108	240	363	185		216			
"LA"	2000	"Concordia"	"3-"	"1"	5		101	375	484	44	299	353			
"LA"	2000	"Tangipahoa"	"0"	"101"	1		37	146	184	12	129	147			
"LA"	2000	"St. Landry"	"1-"	"10"	7		346	702	1065	614		728			
"LA"	2000	"Franklin"	"1-"	"4"	5		2	14	16	6	8	14			
"LA"	2000	"Orleans"	"Early Voting"	"0"	1		2385	1701	4205	160	531	718			
"LA"	2000	"St. Landry"	"4-"	"16"	7		181	278	470	286		317			
"LA"	2000	"St. Tammany"	"0"	"203"	1		293	1053	1373	147	1122	1291			
"LA"	2000	"Orleans"	"10-"	"5"	2		307	7	319						
"LA"	2000	"East Baton Rouge"	"1-"	"46A"	6		197	115	351	161	145	325			
"LA"	2000	"Lasalle"	"2-"	"2"	5		11	27	38	5	21	29			
"LA"	2000	"Claiborne"	"0"	"34"	4		183	37	225	81	58	153			
"LA"	2000	"Bossier"	"1-"	"4"	4		286	531	831	92	458	569			
"LA"	2000	"Bienville"	"6-"	"2"	4		20	83	106	11	67	82			
"LA"	2000	"Tangipahoa"	"0"	"125"	1		356	420	801	173	501	698			
"LA"	2000	"St. Tammany"	"0"	"704A"	1		121	196	329	69	208	280			
"LA"	2000	"Orleans"	"7-"	"8"	2		415	9	426						
"LA"	2000	"East Baton Rouge"	"3-"	"14B"	6		123	495	630	74	515	603			
"LA"	2000	"Ouachita"	"2-"	"1"	5		200	891	1117	134	816	968			
"LA"	2000	"Bienville"	"4-"	"4"	4		209	288	526	63	261	351			
"LA"	2000	"De Soto"	"0"	"45"	4		29	10	39	8	19	27			
"LA"	2000	"Orleans"	"7-"	"29"	2		470	33	514						
"LA"	2000	"St. James"	"0"	"5"	3		285	188	482		210	292			
"LA"	2000	"Tangipahoa"	"0"	"33"	1		133	146	283	72	156	236			
"LA"	2000	"St. Tammany"	"0"	"802"	1		398	924	1352	208	950	1183			
"LA"	2000	"St. John The Baptist"	"0"	"11B"	3		203	324	545		285	386			
"LA"	2000	"Jefferson"	"0"	"157B"	2		0	0	0						
"LA"	2000	"St. John The Baptist"	"0"	"14A"	3		182	472	674		378	450			
"LA"	2000	"Acadia"	"6-"	"14"	7		142	402	553	360		444			
"LA"	2000	"Calcasieu"	"0"	"63W"	7		54	118	183	142		167			
"LA"	2000	"Vermilion"	"0"	"54"	7		121	67	199	119		137			
"LA"	2000	"Vermilion"	"0"	"13"	7		9	18	31	20		25			
"LA"	2000	"Bienville"	"1-"	"3"	4		64	50	115	26	42	75			
"LA"	2000	"De Soto"	"0"	"39"	4		49	61	117	13	77	93			
"LA"	2000	"Iberville"	"0"	"6A"	6		3	12	15	4	9	13			
"LA"	2000	"Lafourche"	"10-"	"14"	3		289	341	668		412	600			
"LA"	2000	"East Feliciana"	"5-"	"1A"	6		231	206	446	168	225	399			
"LA"	2000	"Orleans"	"14-"	"20"	2		172	236	424						
"LA"	2000	"Calcasieu"	"0"	"30"	7		151	163	328	175		209			
"LA"	2000	"Orleans"	"9-"	"16"	2		254	39	294						
"LA"	2000	"East Baton Rouge"	"3-"	"38B"	6		174	636	824	108	676	797			
"LA"	2000	"Jefferson"	"0"	"42"	1		162	432	615	79	455	545			
"LA"	2000	"Franklin"	"7-"	"7"	5		161	23	191	103	32	142			
"LA"	2000	"Calcasieu"	"0"	"10W"	7		181	480	676	412		502			
"LA"	2000	"West Baton Rouge"	"2-"	"1"	6		299	585	898	208	615	843			
"LA"	2000	"Jefferson"	"0"	"69"	1		124	340	482	56	345	414			
"LA"	2000	"East Baton Rouge"	"2-"	"23B"	6		613	23	638	430	125	563			
"LA"	2000	"Union"	"2-"	"3"	5		167	153	330	69	151	233			
"LA"	2000	"Jefferson"	"0"	"9"	1		266	477	759	129	504	643			
"LA"	2000	"Ouachita"	"3-"	"1"	5		459	71	553	253	142	415			
"LA"	2000	"St. Tammany"	"S"	"17"	1		205	591	811	84	648	743			
"LA"	2000	"Terrebonne"	"0"	"69F"	3		120	590	723		450	503			
"LA"	2000	"West Feliciana"	"3-"	"1"	6		34	52	87	11	60	73			
"LA"	2000	"Ouachita"	"1-"	"4"	5		268	575	861	156	574	741			
"LA"	2000	"Orleans"	"7-"	"33"	2		195	96	301						
"LA"	2000	"Natchitoches"	"2-"	"5"	4		86	144	239	25	133	174			
"LA"	2000	"East Baton Rouge"	"1-"	"60B"	6		155	480	652	106	501	619			
"LA"	2000	"St. Martin"	"5-"	"3"	3		351	423	811		395	525			
"LA"	2000	"Caddo"	"0"	"73A"	4		498	3	503	294	68	377			
"LA"	2000	"Livingston"	"0"	"7"	6		154	613	784	83	506	601			
"LA"	2000	"Orleans"	"2-"	"1"	2		203	133	353						
"LA"	2000	"Calcasieu"	"0"	"32SA"	7		501	702	1221	788		909			
"LA"	2000	"Terrebonne"	"0"	"23"	3		284	15	312		91	186			
"LA"	2000	"Terrebonne"	"0"	"76"	3		0	0	0		0	0			
"LA"	2000	"De Soto"	"0"	"1"	4		59	69	131	15	69	86			
"LA"	2000	"Terrebonne"	"0"	"21"	3		33	74	107		66	74			
"LA"	2000	"Orleans"	"14-"	"17"	2		120	192	329						
"LA"	2000	"Bossier"	"2-"	"2"	4		147	708	867	63	564	649			
"LA"	2000	"Orleans"	"9-"	"43L"	2		379	65	449						
"LA"	2000	"Rapides"	"0"	"43"	5		527	11	551	193	77	281			
"LA"	2000	"Caddo"	"0"	"45"	4		867	69	946	521	206	751			
"LA"	2000	"Ouachita"	"10-"	"21"	5		129	318	470	67	359	432			
"LA"	2000	"Claiborne"	"0"	"85"	4		101	68	174	21	81	112			
"LA"	2000	"Plaquemines"	"9-"	"2"	3		82	119	203		129	150			
"LA"	2000	"St. John The Baptist"	"0"	"4"	3		935	377	1374		493	798			
"LA"	2000	"East Baton Rouge"	"1-"	"26"	6		359	62	429	210	137	355			
"LA"	2000	"Lafayette"	"0"	"75"	7		124	284	427	195		264			
"LA"	2000	"Livingston"	"0"	"3A"	6		134	417	568	77	368	453			
"LA"	2000	"Vermilion"	"0"	"40"	7		165	425	615	315		370			
"LA"	2000	"Bienville"	"7-"	"4"	4		222	77	316	74	85	182			
"LA"	2000	"Caddo"	"0"	"23"	4		399	34	441	220	94	327			
"LA"	2000	"Lafayette"	"0"	"61"	7		225	16	249	156		174			
"LA"	2000	"Terrebonne"	"0"	"28"	3		46	112	160		85	109			
"LA"	2000	"Lafayette"	"0"	"42"	7		194	423	641	285		383			
"LA"	2000	"Avoyelles"	"3-"	"5"	5		101	138	248	43	122	168			
"LA"	2000	"De Soto"	"0"	"3"	4		199	305	513	71	304	391			
"LA"	2000	"St. Helena"	"3-"	"1"	6		554	129	717	211	224	445			
"LA"	2000	"Lafayette"	"0"	"52"	7		269	118	402	227		257			
"LA"	2000	"Sabine"	"1-"	"3"	4		86	160	254	28	97	146			
"LA"	2000	"Orleans"	"5-"	"14"	1		161	93	273	92	118	222			
"LA"	2000	"Iberia"	"14-"	"1"	3		223	526	774		421	501			
"LA"	2000	"Morehouse"	"0"	"13"	5		99	215	330	63	197	268			
"LA"	2000	"St. Martin"	"7-"	"4"	3		348	117	488		134	241			
"LA"	2000	"East Baton Rouge"	"3-"	"18B"	6		227	236	465	153	283	444			
"LA"	2000	"Orleans"	"12-"	"2"	2		258	39	311						
"LA"	2000	"Orleans"	"16-"	"3"	2		249	107	385						
"LA"	2000	"Concordia"	"Early Voting"	"0"	5		76	259	338	50	265	319			
"LA"	2000	"Caddo"	"0"	"66"	4		46	29	77	27	41	69			
"LA"	2000	"Orleans"	"9-"	"39A"	2		261	47	310						
"LA"	2000	"West Carroll"	"0"	"16"	5		71	286	367	35	204	247			
"LA"	2000	"Washington"	"4-"	"7B"	1		63	140	208	16	104	127			
"LA"	2000	"Orleans"	"14-"	"24A"	2		311	169	492						
"LA"	2000	"St. Tammany"	"C"	"8"	1		277	142	424	138	172	321			
"LA"	2000	"St. Landry"	"6-"	"17"	7		234	141	383	221		238			
"LA"	2000	"Jefferson"	"G"	"1"	2		81	82	170						
"LA"	2000	"Avoyelles"	"10-"	"3"	5		130	231	374	62	163	236			
"LA"	2000	"St. Mary"	"0"	"8"	3		65	77	145		83	105			
"LA"	2000	"St. Martin"	"8-"	"1"	3		336	293	651		284	403			
"LA"	2000	"Morehouse"	"0"	"30"	5		86	244	346	65	222	298			
"LA"	2000	"Cameron"	"Early Voting"	"0"	7		70	154	231	213		232			
"LA"	2000	"St. Helena"	"2-"	"3"	6		11	5	16	3	8	11			
"LA"	2000	"Beauregard"	"0"	"7"	4		133	380	521	49	266	329			
"LA"	2000	"East Baton Rouge"	"1-"	"40"	6		278	308	623	183	373	584			
"LA"	2000	"Evangeline"	"3-"	"4"	7		145	315	479	227		275			
"LA"	2000	"Franklin"	"3-"	"6"	5		65	247	321	89	162	255			
"LA"	2000	"Orleans"	"11-"	"9"	2		235	359	625						
"LA"	2000	"Iberia"	"11-"	"5"	3		140	202	353		182	229			
"LA"	2000	"St. Tammany"	"0"	"810"	1		96	19	116	56	32	91			
"LA"	2000	"Calcasieu"	"0"	"123SA"	7		429	242	687	419		470			
"LA"	2000	"St. Tammany"	"P"	"1"	1		246	404	671	102	450	563			
"LA"	2000	"Calcasieu"	"0"	"32N"	7		337	154	509	335		370			
"LA"	2000	"Vermilion"	"0"	"19"	7		249	459	737	440		517			
"LA"	2000	"Orleans"	"9-"	"44A"	2		389	87	487						
"LA"	2000	"St. Bernard"	"0"	"44"	3		491	105	605		247	423			
"LA"	2000	"East Baton Rouge"	"1-"	"12B"	6		110	335	461	74	352	449			
"LA"	2000	"St. Tammany"	"0"	"405"	1		220	1177	1418	110	1169	1291			
"LA"	2000	"Allen"	"2-"	"3"	7		79	139	225	126		155			
"LA"	2000	"Acadia"	"3-"	"3B"	7		141	217	362	241		284			
"LA"	2000	"Lafourche"	"10-"	"2"	3		176	241	431		274	382			
"LA"	2000	"Iberia"	"11-"	"1"	3		176	401	595		345	416			
"LA"	2000	"Iberia"	"10-"	"2"	3		129	210	358		166	221			
"LA"	2000	"Jefferson Davis"	"0"	"4A"	7		55	209	275	163		186			
"LA"	2000	"St. Landry"	"6-"	"11"	7		354	249	616	348		395			
"LA"	2000	"Winn"	"6-"	"7"	5		6	11	17	0	13	16			
"LA"	2000	"Jefferson"	"0"	"26"	1		281	716	1014	135	712	863			
"LA"	2000	"Lafourche"	"1-"	"2A"	3		48	144	198		126	144			
"LA"	2000	"Lafayette"	"0"	"25"	7		129	247	390	212		263			
"LA"	2000	"Sabine"	"7-"	"5"	4		65	146	220	26	121	156			
"LA"	2000	"Rapides"	"0"	"77"	5		36	146	188	24	95	122			
"LA"	2000	"Vernon"	"2-"	"2"	4		60	124	194	18	122	142			
"LA"	2000	"Tangipahoa"	"0"	"133C"	1		6	0	6	2	1	3			
"LA"	2000	"Calcasieu"	"0"	"33E"	7		278	371	655	411		475			
"LA"	2000	"St. Tammany"	"0"	"701"	1		318	266	602	175	295	484			
"LA"	2000	"Beauregard"	"0"	"2A"	4		14	35	53	7	13	23			
"LA"	2000	"Assumption"	"3-"	"1"	3		192	234	443		292	361			
"LA"	2000	"Acadia"	"7-"	"2"	7		89	201	296	194		228			
"LA"	2000	"Ouachita"	"3-"	"10"	5		78	46	126	53	54	108			
"LA"	2000	"Vernon"	"1-"	"3A"	4		21	5	26	3	15	18			
"LA"	2000	"Orleans"	"15-"	"15"	2		512	81	601						
"LA"	2000	"Jefferson"	"K"	"28"	1		173	278	459	89	287	386			
"LA"	2000	"Terrebonne"	"0"	"55E"	3		149	457	620		385	445			
"LA"	2000	"St. Tammany"	"0"	"205"	1		205	518	735	84	575	675			
"LA"	2000	"Orleans"	"9-"	"45"	2		118	375	503						
"LA"	2000	"East Baton Rouge"	"1-"	"5"	6		638	66	719	375	156	547			
"LA"	2000	"Jefferson"	"0"	"58"	1		180	311	501	107	296	415			
"LA"	2000	"East Baton Rouge"	"1-"	"48B"	6		211	439	681	148	485	662			
"LA"	2000	"Tangipahoa"	"0"	"120"	1		295	724	1036	145	687	849			
"LA"	2000	"Iberia"	"12-"	"2"	3		269	71	356		113	191			
"LA"	2000	"St. Tammany"	"0"	"501"	1		116	171	293	52	171	229			
"LA"	2000	"Washington"	"5-"	"1A"	1		30	73	104	5	52	63			
"LA"	2000	"Livingston"	"0"	"7A"	6		48	129	189	26	117	150			
"LA"	2000	"East Baton Rouge"	"1-"	"69A"	6		243	397	669	172	421	627			
"LA"	2000	"Lafourche"	"6-"	"1B"	3		267	286	575		336	443			
"LA"	2000	"Orleans"	"9-"	"26A"	2		467	10	481						
"LA"	2000	"East Baton Rouge"	"3-"	"33B"	6		181	527	724	116	554	685			
"LA"	2000	"Plaquemines"	"5-"	"2"	3		112	19	131		52	69			
"LA"	2000	"Rapides"	"0"	"42"	5		435	4	451	175	49	230			
"LA"	2000	"Vernon"	"6-"	"3"	4		14	32	47	6	29	37			
"LA"	2000	"West Baton Rouge"	"4-"	"1B"	6		86	76	166	47	96	146			
"LA"	2000	"St. Martin"	"9-"	"2"	7		260	186	469	227		275			
"LA"	2000	"St. Bernard"	"0"	"31"	3		381	505	914		724	831			
"LA"	2000	"Madison"	"5-"	"A5"	5		362	5	386	151	38	200			
"LA"	2000	"Winn"	"7-"	"2"	5		11	158	170	26	116	144			
"LA"	2000	"Rapides"	"0"	"4A"	5		101	379	490	51	264	326			
"LA"	2000	"Pointe Coupee"	"0"	"10"	6		11	8	19	3	10	14			
"LA"	2000	"Union"	"7-"	"3"	5		68	120	200	39	129	173			
"LA"	2000	"St. Tammany"	"0"	"306"	1		220	901	1138	120	936	1063			
"LA"	2000	"Lasalle"	"9-"	"4"	5		0	21	22	0	22	22			
"LA"	2000	"Orleans"	"7-"	"1"	2		292	97	432						
"LA"	2000	"Evangeline"	"5-"	"4-R"	5		110	228	351	50	142	199			
"LA"	2000	"Orleans"	"8-"	"11"	2		290	6	297						
"LA"	2000	"Lasalle"	"6-"	"2"	5		34	147	185	16	125	143			
"LA"	2000	"Acadia"	"4-"	"3"	7		18	92	112	77		92			
"LA"	2000	"Jefferson"	"0"	"151"	2		381	396	794						
"LA"	2000	"East Baton Rouge"	"1-"	"1"	6		182	119	327	122	147	292			
"LA"	2000	"Orleans"	"10-"	"9"	2		178	154	349						
"LA"	2000	"St. Mary"	"0"	"5"	3		78	172	253		148	172			
"LA"	2000	"Ascension"	"0"	"22B"	6		77	131	212	51	133	190			
"LA"	2000	"Bossier"	"2-"	"22"	4		303	1211	1532	122	968	1159			
"LA"	2000	"St. Tammany"	"S"	"06A"	1		93	36	130	51	48	105			
"LA"	2000	"Caddo"	"0"	"6"	4		133	32	165	70	43	119			
"LA"	2000	"St. Landry"	"1-"	"11"	7		323	75	406	221		262			
"LA"	2000	"St. Landry"	"1-"	"9"	7		348	39	400	229		261			
"LA"	2000	"St. Landry"	"6-"	"4"	7		267	325	608	351		398			
"LA"	2000	"Grant"	"3-"	"2"	5		99	111	212	42	100	148			
"LA"	2000	"Jefferson"	"H"	"2"	1		152	368	535	69	385	462			
"LA"	2000	"Washington"	"6-"	"3"	1		58	245	313	28	179	213			
"LA"	2000	"Bienville"	"4-"	"2A"	4		26	8	39	6	16	23			
"LA"	2000	"West Baton Rouge"	"7-"	"5"	6		172	226	408	88	222	313			
"LA"	2000	"East Baton Rouge"	"3-"	"3A"	6		90	472	570	61	484	554			
"LA"	2000	"Lasalle"	"1-"	"4"	5		24	95	122	8	92	104			
"LA"	2000	"Washington"	"4-"	"10A"	1		94	208	309	34	137	177			
"LA"	2000	"Orleans"	"15-"	"18D"	2		734	307	1060						
"LA"	2000	"Iberia"	"2-"	"1"	3		359	171	566		242	405			
"LA"	2000	"Orleans"	"12-"	"7"	2		152	103	282						
"LA"	2000	"Calcasieu"	"0"	"112E"	7		228	31	265	164		181			
"LA"	2000	"Allen"	"2-"	"4-O"	7		220	152	383	177		212			
"LA"	2000	"Washington"	"7-"	"1A"	1		319	57	388	75	57	145			
"LA"	2000	"Orleans"	"15-"	"19"	2		560	8	573						
"LA"	2000	"Cameron"	"4-"	"2"	7		21	76	102	63		69			
"LA"	2000	"Caddo"	"0"	"130"	4		3	0	3	1	0	1			
"LA"	2000	"Vermilion"	"0"	"20B"	7		126	182	327	193		228			
"LA"	2000	"Livingston"	"0"	"20"	6		61	106	170	36	96	134			
"LA"	2000	"Tangipahoa"	"0"	"119"	1		202	221	435	108	230	351			
"LA"	2000	"Jefferson"	"0"	"232"	2		803	518	1343						
"LA"	2000	"Vermilion"	"0"	"56"	7		72	180	263	154		189			
"LA"	2000	"Caddo"	"0"	"86"	4		727	11	740	415	95	530			
"LA"	2000	"Orleans"	"15-"	"13B"	2		667	29	700						
"LA"	2000	"Orleans"	"7-"	"27B"	2		469	7	476						
"LA"	2000	"Lafayette"	"0"	"81"	7		99	387	505	237		316			
"LA"	2000	"Jefferson"	"0"	"157A"	2		634	556	1219						
"LA"	2000	"Tangipahoa"	"0"	"122"	1		250	591	868	89	613	713			
"LA"	2000	"Orleans"	"9-"	"43D"	2		651	35	689						
"LA"	2000	"Beauregard"	"0"	"26"	4		394	91	502	130	134	284			
"LA"	2000	"Lafayette"	"0"	"35"	7		312	396	741	371		465			
"LA"	2000	"Tangipahoa"	"0"	"149"	1		252	826	1093	89	827	931			
"LA"	2000	"Evangeline"	"4-"	"38748"	5		7	7	14	3	7	10			
"LA"	2000	"Jefferson Davis"	"0"	"6"	7		294	312	634	348		392			
"LA"	2000	"Orleans"	"15-"	"16"	2		376	258	645						
"LA"	2000	"Calcasieu"	"0"	"123N"	7		175	108	290	180		204			
"LA"	2000	"St. Landry"	"6-"	"10"	7		283	68	358	188		227			
"LA"	2000	"West Carroll"	"0"	"9"	5		72	273	363	71	189	270			
"LA"	2000	"St. Landry"	"2-"	"10"	7		62	99	164	103		117			
"LA"	2000	"Washington"	"4-"	"9A"	1		159	209	375	43	144	194			
"LA"	2000	"Ouachita"	"3-"	"5"	5		675	24	723	328	148	509			
"LA"	2000	"Rapides"	"0"	"57"	5		83	51	136	30	61	95			
"LA"	2000	"Madison"	"3-"	"H7"	5		21	0	23	10	2	12			
"LA"	2000	"East Baton Rouge"	"2-"	"13B"	6		237	232	476	129	293	429			
"LA"	2000	"Livingston"	"0"	"41"	6		162	631	806	98	548	659			
"LA"	2000	"Lincoln"	"1-"	"G2"	5		11	48	60	5	33	39			
"LA"	2000	"East Baton Rouge"	"1-"	"107B"	6		143	136	286	89	178	272			
"LA"	2000	"East Carroll"	"5-"	"9-1A"	5		32	0	34	16	4	20			
"LA"	2000	"Caddo"	"0"	"17"	4		193	91	296	107	138	256			
"LA"	2000	"Assumption"	"8-"	"1"	3		299	339	667		371	438			
"LA"	2000	"East Carroll"	"4-"	"1"	5		50	299	352	36	239	279			
"LA"	2000	"East Baton Rouge"	"3-"	"21B"	6		134	401	548	97	416	527			
"LA"	2000	"St. James"	"0"	"12"	3		327	86	429		107	188			
"LA"	2000	"Jefferson"	"0"	"118"	1		155	476	639	67	474	548			
"LA"	2000	"Vermilion"	"0"	"44"	7		65	172	245	153		196			
"LA"	2000	"Lasalle"	"10-"	"1"	5		292	73	380	82	138	231			
"LA"	2000	"Orleans"	"17-"	"21"	1		205	453	678	97	472	586			
"LA"	2000	"Ascension"	"0"	"2B"	6		204	329	544	121	328	461			
"LA"	2000	"Jackson"	"7-"	"3"	5		55	94	153	34	73	115			
"LA"	2000	"Lincoln"	"1-"	"C4"	5		9	42	51	8	30	38			
"LA"	2000	"East Feliciana"	"4-"	"1B"	6		48	80	129	31	71	104			
"LA"	2000	"Vernon"	"7-"	"4"	4		69	107	182	18	118	145			
"LA"	2000	"Vermilion"	"0"	"29"	7		187	350	560	316		381			
"LA"	2000	"St. Helena"	"3-"	"2"	6		42	45	88	18	43	63			
"LA"	2000	"Caddo"	"0"	"99"	4		241	58	303	135	83	229			
"LA"	2000	"Catahoula"	"1-"	"2"	5		96	63	166	63	42	110			
"LA"	2000	"East Baton Rouge"	"1-"	"52A"	6		134	495	643	73	524	610			
"LA"	2000	"West Carroll"	"0"	"12"	5		45	94	142	22	75	101			
"LA"	2000	"Jefferson"	"0"	"88"	1		81	299	393	28	327	359			
"LA"	2000	"Ouachita"	"10-"	"15"	5		155	533	710	95	538	654			
"LA"	2000	"Orleans"	"5-"	"18"	1		174	456	653	92	447	555			
"LA"	2000	"St. Mary"	"0"	"25"	3		120	423	555		361	407			
"LA"	2000	"Lafourche"	"2-"	"9"	3		321	57	390		127	197			
"LA"	2000	"Tangipahoa"	"0"	"137"	1		422	1236	1697	186	1218	1419			
"LA"	2000	"St. Tammany"	"C"	"1"	1		117	442	582	45	474	524			
"LA"	2000	"Franklin"	"Early Voting"	"0"	5		180	442	627	191	425	632			
"LA"	2000	"Caddo"	"0"	"7"	4		350	181	543	181	226	422			
"LA"	2000	"Caddo"	"0"	"95A"	4		172	620	805	68	606	692			
"LA"	2000	"Tangipahoa"	"0"	"121"	1		63	130	199	39	131	172			
"LA"	2000	"Calcasieu"	"0"	"109"	7		303	198	513	326		381			
"LA"	2000	"Evangeline"	"3-"	"7"	7		88	144	243	127		151			
"LA"	2000	"Jefferson Davis"	"0"	"13"	7		336	164	518	287		331			
"LA"	2000	"St. Martin"	"6-"	"1"	3		237	302	571		293	383			
"LA"	2000	"West Baton Rouge"	"7-"	"4"	6		386	317	716	222	353	587			
"LA"	2000	"Orleans"	"6-"	"8"	2		221	66	302						
"LA"	2000	"Beauregard"	"0"	"11"	4		107	218	349	58	87	171			
"LA"	2000	"Jefferson Davis"	"0"	"24"	7		53	126	182	88		102			
"LA"	2000	"Ouachita"	"3-"	"16"	5		396	3	419	189	86	287			
"LA"	2000	"East Baton Rouge"	"3-"	"38A"	6		127	643	783	94	647	753			
"LA"	2000	"Avoyelles"	"8-"	"3A"	5		161	261	437	67	265	338			
"LA"	2000	"Avoyelles"	"9-"	"5B"	5		23	22	49	9	28	39			
"LA"	2000	"Jefferson Davis"	"0"	"4B"	7		51	135	190	133		154			
"LA"	2000	"East Baton Rouge"	"1-"	"43"	6		178	478	673	95	524	651			
"LA"	2000	"Orleans"	"9-"	"34A"	2		831	12	849						
"LA"	2000	"Winn"	"4-"	"3"	5		161	271	444	108	203	320			
"LA"	2000	"Tangipahoa"	"0"	"113"	1		46	45	95	16	55	72			
"LA"	2000	"East Baton Rouge"	"2-"	"17A"	6		265	223	494	178	277	462			
"LA"	2000	"Orleans"	"1-"	"6"	2		212	11	225						
"LA"	2000	"Jefferson"	"0"	"1"	1		201	827	1040	77	825	912			
"LA"	2000	"East Feliciana"	"Early Voting"	"0"	6		59	233	300	51	244	297			
"LA"	2000	"Vermilion"	"0"	"24"	7		102	130	243	126		148			
"LA"	2000	"Orleans"	"8-"	"10"	2		284	12	299						
"LA"	2000	"Orleans"	"11-"	"10"	2		357	103	480						
"LA"	2000	"Orleans"	"9-"	"28C"	2		287	2	292						
"LA"	2000	"Bossier"	"2-"	"9"	4		272	275	557	107	314	433			
"LA"	2000	"St. Tammany"	"S"	"16"	1		122	314	447	60	318	385			
"LA"	2000	"Calcasieu"	"0"	"103S"	7		551	12	570	358		378			
"LA"	2000	"Bossier"	"2-"	"20"	4		199	410	628	60	365	447			
"LA"	2000	"East Baton Rouge"	"2-"	"22A"	6		368	9	377	225	87	316			
"LA"	2000	"Iberville"	"0"	"5"	6		248	163	424	85	181	270			
"LA"	2000	"Iberville"	"0"	"25A"	6		29	57	88	8	41	50			
"LA"	2000	"East Baton Rouge"	"1-"	"8"	6		209	339	576	153	367	556			
"LA"	2000	"St. Martin"	"3-"	"9"	3		39	1	45		11	22			
"LA"	2000	"East Baton Rouge"	"1-"	"82B"	6		292	220	525	176	296	481			
"LA"	2000	"Jefferson"	"0"	"55"	1		267	401	684	131	413	555			
"LA"	2000	"St. Mary"	"0"	"2"	3		117	45	170		57	102			
"LA"	2000	"Evangeline"	"1-"	"9-R"	7		22	75	99	51		66			
"LA"	2000	"Winn"	"7-"	"1"	5		99	133	234	64	111	180			
"LA"	2000	"Orleans"	"9-"	"41C"	2		248	228	485						
"LA"	2000	"Jefferson"	"0"	"227"	1		414	507	946	231	522	773			
"LA"	2000	"Jefferson"	"0"	"190"	2		387	717	1137						
"LA"	2000	"Lafayette"	"0"	"45"	7		204	477	707	351		457			
"LA"	2000	"Lafourche"	"11-"	"4"	3		31	139	174		92	114			
"LA"	2000	"St. Landry"	"1-"	"13"	7		274	112	393	225		244			
"LA"	2000	"St. Tammany"	"0"	"803B"	1		21	22	44	10	27	40			
"LA"	2000	"Caddo"	"0"	"89C"	4		310	492	814	179	524	714			
"LA"	2000	"Calcasieu"	"0"	"41E"	7		101	101	203	120		143			
"LA"	2000	"Caldwell"	"5-"	"1"	5		58	183	251	44	154	200			
"LA"	2000	"East Baton Rouge"	"2-"	"14C"	6		295	203	509	213	250	467			
"LA"	2000	"Pointe Coupee"	"0"	"17A"	6		203	208	416	86	222	317			
"LA"	2000	"Richland"	"2-"	"3"	5		22	82	108	24	67	94			
"LA"	2000	"Jefferson"	"0"	"24"	1		275	917	1212	107	950	1081			
"LA"	2000	"Rapides"	"0"	"58"	5		629	67	725	260	121	401			
"LA"	2000	"Orleans"	"12-"	"19"	2		221	8	231						
"LA"	2000	"Caddo"	"0"	"64"	4		347	69	425	166	141	319			
