state	year	parish	ward	precinct	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	cd	cd2	cd3	g2006_USH_dv3	g2006_USH_rv3	g2006_USH_tv3	g2006_USH_dv2	g2006_USH_rv2	g2006_USH_tv2
"LA"	2006	"Madison"	"0"	"8"	9	93	105	5								
"LA"	2006	"Madison"	"0"	"9"	12	83	100	5								
"LA"	2006	"Madison"	"Early Voting"	"0"	266	152	433	5								
"LA"	2006	"Morehouse"	"0"	"1"	2	1	3	5								
"LA"	2006	"Morehouse"	"0"	"10"	38	15	54	5								
"LA"	2006	"Morehouse"	"0"	"11"	25	15	40	5								
"LA"	2006	"Morehouse"	"0"	"12"	70	19	93	5								
"LA"	2006	"Morehouse"	"0"	"13"	126	52	180	5								
"LA"	2006	"Morehouse"	"0"	"14"	56	13	74	5								
"LA"	2006	"Morehouse"	"0"	"15"	53	24	79	5								
"LA"	2006	"Morehouse"	"0"	"16"	34	14	52	5								
"LA"	2006	"Morehouse"	"0"	"17"	2	0	2	5								
"LA"	2006	"Morehouse"	"0"	"18"	2	2	4	5								
"LA"	2006	"Morehouse"	"0"	"19"	11	10	21	5								
"LA"	2006	"Morehouse"	"0"	"2"	6	6	13	5								
"LA"	2006	"Morehouse"	"0"	"20"	33	72	111	5								
"LA"	2006	"Morehouse"	"0"	"21"	23	87	115	5								
"LA"	2006	"Morehouse"	"0"	"22"	3	14	18	5								
"LA"	2006	"Morehouse"	"0"	"23"	15	97	120	5								
"LA"	2006	"Morehouse"	"0"	"24"	0	6	6	5								
"LA"	2006	"Morehouse"	"0"	"25"	5	12	17	5								
"LA"	2006	"Morehouse"	"0"	"26"	23	133	165	5								
"LA"	2006	"Morehouse"	"0"	"27"	36	186	233	5								
"LA"	2006	"Morehouse"	"0"	"28"	16	76	96	5								
"LA"	2006	"Morehouse"	"0"	"29"	27	112	142	5								
"LA"	2006	"Morehouse"	"0"	"3"	38	111	151	5								
"LA"	2006	"Morehouse"	"0"	"30"	0	0	0	5								
"LA"	2006	"Morehouse"	"0"	"31"	15	17	35	5								
"LA"	2006	"Morehouse"	"0"	"32"	0	2	2	5								
"LA"	2006	"Morehouse"	"0"	"33"	17	22	41	5								
"LA"	2006	"Morehouse"	"0"	"34"	9	25	34	5								
"LA"	2006	"Morehouse"	"0"	"35"	44	129	185	5								
"LA"	2006	"Morehouse"	"0"	"36"	10	4	14	5								
"LA"	2006	"Morehouse"	"0"	"37"	2	0	3	5								
"LA"	2006	"Morehouse"	"0"	"38"	16	65	85	5								
"LA"	2006	"Morehouse"	"0"	"39"	80	139	224	5								
"LA"	2006	"Morehouse"	"0"	"4"	17	119	142	5								
"LA"	2006	"Morehouse"	"0"	"40"	19	166	191	5								
"LA"	2006	"Morehouse"	"0"	"41"	5	39	44	5								
"LA"	2006	"Morehouse"	"0"	"42"	17	85	109	5								
"LA"	2006	"Morehouse"	"0"	"43"	1	7	8	5								
"LA"	2006	"Morehouse"	"0"	"44"	4	48	60	5								
"LA"	2006	"Morehouse"	"0"	"45"	13	7	20	5								
"LA"	2006	"Morehouse"	"0"	"46"	23	110	137	5								
"LA"	2006	"Morehouse"	"0"	"47"	20	22	42	5								
"LA"	2006	"Morehouse"	"0"	"48"	11	33	44	5								
"LA"	2006	"Morehouse"	"0"	"49"	5	17	22	5								
"LA"	2006	"Morehouse"	"0"	"5"	23	67	95	5								
"LA"	2006	"Morehouse"	"0"	"50"	13	16	30	5								
"LA"	2006	"Morehouse"	"0"	"51"	17	52	70	5								
"LA"	2006	"Morehouse"	"0"	"52"	27	7	34	5								
"LA"	2006	"Morehouse"	"0"	"53"	20	11	33	5								
"LA"	2006	"Morehouse"	"0"	"54"	4	38	42	5								
"LA"	2006	"Morehouse"	"0"	"55"	5	46	54	5								
"LA"	2006	"Morehouse"	"0"	"6"	10	87	99	5								
"LA"	2006	"Morehouse"	"0"	"7"	46	106	156	5								
"LA"	2006	"Morehouse"	"0"	"8"	32	91	132	5								
"LA"	2006	"Morehouse"	"0"	"9"	8	24	39	5								
"LA"	2006	"Morehouse"	"Early Voting"	"0"	70	209	293	5								
"LA"	2006	"Natchitoches"	"1"	"01A"	24	63	87	4								
"LA"	2006	"Natchitoches"	"1"	"03A"	11	31	42	4								
"LA"	2006	"Natchitoches"	"1"	"04A"	5	6	11	4								
"LA"	2006	"Natchitoches"	"1"	"04B"	23	13	36	4								
"LA"	2006	"Natchitoches"	"1"	"05A"	20	15	35	4								
"LA"	2006	"Natchitoches"	"1"	"09A"	18	105	123	4								
"LA"	2006	"Natchitoches"	"1"	"1"	53	66	119	4								
"LA"	2006	"Natchitoches"	"1"	"10"	35	151	186	4								
"LA"	2006	"Natchitoches"	"1"	"10A"	12	56	68	4								
"LA"	2006	"Natchitoches"	"1"	"10B"	26	160	186	4								
"LA"	2006	"Natchitoches"	"1"	"11"	93	369	462	4								
"LA"	2006	"Natchitoches"	"1"	"12"	51	204	255	4								
"LA"	2006	"Natchitoches"	"1"	"13"	73	38	111	4								
"LA"	2006	"Natchitoches"	"1"	"14"	33	15	48	4								
"LA"	2006	"Natchitoches"	"1"	"2"	50	203	253	4								
"LA"	2006	"Natchitoches"	"1"	"3"	48	81	129	4								
"LA"	2006	"Natchitoches"	"1"	"4"	32	29	61	4								
"LA"	2006	"Natchitoches"	"1"	"5"	21	26	47	4								
"LA"	2006	"Natchitoches"	"1"	"6"	55	139	194	4								
"LA"	2006	"Natchitoches"	"1"	"7"	66	219	285	4								
"LA"	2006	"Natchitoches"	"1"	"8"	45	36	81	4								
"LA"	2006	"Natchitoches"	"1"	"9"	26	202	228	4								
"LA"	2006	"Natchitoches"	"2"	"07A"	10	8	18	4								
"LA"	2006	"Natchitoches"	"2"	"1"	2	52	54	4								
"LA"	2006	"Natchitoches"	"2"	"2"	17	53	70	4								
"LA"	2006	"Natchitoches"	"2"	"3"	4	63	67	4								
"LA"	2006	"Natchitoches"	"2"	"4"	14	84	98	4								
"LA"	2006	"Natchitoches"	"2"	"5"	17	61	78	4								
"LA"	2006	"Natchitoches"	"2"	"6"	20	65	85	4								
"LA"	2006	"Natchitoches"	"2"	"7"	33	27	60	4								
"LA"	2006	"Natchitoches"	"2"	"8"	44	39	83	4								
"LA"	2006	"Natchitoches"	"2"	"9"	20	144	164	4								
"LA"	2006	"Natchitoches"	"3"	"1"	17	139	156	4								
"LA"	2006	"Natchitoches"	"3"	"10"	8	34	42	4								
"LA"	2006	"Natchitoches"	"3"	"2"	19	69	88	4								
"LA"	2006	"Natchitoches"	"3"	"3"	8	9	17	4								
"LA"	2006	"Natchitoches"	"3"	"4"	26	31	57	4								
"LA"	2006	"Natchitoches"	"3"	"5"	36	118	154	4								
"LA"	2006	"Natchitoches"	"3"	"6"	39	143	182	4								
"LA"	2006	"Natchitoches"	"3"	"7"	18	18	36	4								
"LA"	2006	"Natchitoches"	"3"	"8"	42	93	135	4								
"LA"	2006	"Natchitoches"	"3"	"9"	1	28	29	4								
"LA"	2006	"Natchitoches"	"4"	"1"	32	24	56	4								
"LA"	2006	"Natchitoches"	"4"	"2"	41	16	57	4								
"LA"	2006	"Natchitoches"	"4"	"3"	35	55	90	4								
"LA"	2006	"Natchitoches"	"4"	"4"	49	64	113	4								
"LA"	2006	"Natchitoches"	"4"	"5"	12	24	36	4								
"LA"	2006	"Natchitoches"	"4"	"6"	30	60	90	4								
"LA"	2006	"Natchitoches"	"4"	"7"	2	32	34	4								
"LA"	2006	"Natchitoches"	"4"	"8"	15	63	78	4								
"LA"	2006	"Natchitoches"	"4"	"9"	41	104	145	4								
"LA"	2006	"Natchitoches"	"Early Voting"	"0"	56	193	249	4								
"LA"	2006	"Orleans"	"1"	"1"	84	19	103	2								
"LA"	2006	"Orleans"	"1"	"2"	101	18	120	2								
"LA"	2006	"Orleans"	"1"	"5"	198	59	258	2								
"LA"	2006	"Orleans"	"1"	"6"	96	2	98	2								
"LA"	2006	"Orleans"	"1"	"7"	40	1	41	2								
"LA"	2006	"Orleans"	"10"	"11"	176	8	185	2								
"LA"	2006	"Orleans"	"10"	"12"	136	1	138	2								
"LA"	2006	"Orleans"	"10"	"13"	100	1	102	2								
"LA"	2006	"Orleans"	"10"	"14"	68	1	69	2								
"LA"	2006	"Orleans"	"10"	"3"	34	3	37	2								
"LA"	2006	"Orleans"	"10"	"5"	30	0	30	2								
"LA"	2006	"Orleans"	"10"	"6"	156	13	169	2								
"LA"	2006	"Orleans"	"10"	"7"	116	22	143	2								
"LA"	2006	"Orleans"	"10"	"8"	119	58	178	2								
"LA"	2006	"Orleans"	"10"	"9"	188	51	242	2								
"LA"	2006	"Orleans"	"11"	"10"	236	40	277	2								
"LA"	2006	"Orleans"	"11"	"11"	150	2	152	2								
"LA"	2006	"Orleans"	"11"	"12"	125	1	127	2								
"LA"	2006	"Orleans"	"11"	"13"	85	2	87	2								
"LA"	2006	"Orleans"	"11"	"14"	61	1	62	2								
"LA"	2006	"Orleans"	"11"	"15"	44	0	44	2								
"LA"	2006	"Orleans"	"11"	"16"	57	4	61	2								
"LA"	2006	"Orleans"	"11"	"17"	31	0	31	2								
"LA"	2006	"Orleans"	"11"	"18"	51	1	52	2								
"LA"	2006	"Orleans"	"11"	"19"	32	0	32	2								
"LA"	2006	"Orleans"	"11"	"2"	157	12	170	2								
"LA"	2006	"Orleans"	"11"	"3"	114	9	124	2								
"LA"	2006	"Orleans"	"11"	"4"	123	19	147	2								
"LA"	2006	"Orleans"	"11"	"5"	301	51	355	2								
"LA"	2006	"Orleans"	"11"	"8"	166	80	248	2								
"LA"	2006	"Orleans"	"11"	"9"	331	173	506	2								
"LA"	2006	"Orleans"	"12"	"1"	167	16	183	2								
"LA"	2006	"Orleans"	"12"	"10"	170	43	213	2								
"LA"	2006	"Orleans"	"12"	"11"	160	16	178	2								
"LA"	2006	"Orleans"	"12"	"12"	144	12	156	2								
"LA"	2006	"Orleans"	"12"	"13"	84	2	86	2								
"LA"	2006	"Orleans"	"12"	"14"	181	5	186	2								
"LA"	2006	"Orleans"	"12"	"16"	92	1	93	2								
"LA"	2006	"Orleans"	"12"	"17"	85	3	88	2								
"LA"	2006	"Orleans"	"12"	"18"	125	7	132	2								
"LA"	2006	"Orleans"	"12"	"19"	60	0	60	2								
"LA"	2006	"Orleans"	"12"	"2"	182	32	214	2								
"LA"	2006	"Orleans"	"12"	"20"	134	1	135	2								
"LA"	2006	"Orleans"	"12"	"3"	187	16	205	2								
"LA"	2006	"Orleans"	"12"	"4"	140	32	175	2								
"LA"	2006	"Orleans"	"12"	"5"	145	51	199	2								
"LA"	2006	"Orleans"	"12"	"6"	187	34	221	2								
"LA"	2006	"Orleans"	"12"	"7"	141	39	180	2								
"LA"	2006	"Orleans"	"12"	"8"	104	26	133	2								
"LA"	2006	"Orleans"	"12"	"9"	118	27	147	2								
"LA"	2006	"Orleans"	"13"	"1"	133	20	158	2								
"LA"	2006	"Orleans"	"13"	"10"	182	62	248	2								
"LA"	2006	"Orleans"	"13"	"11"	183	6	190	2								
"LA"	2006	"Orleans"	"13"	"12"	148	12	161	2								
"LA"	2006	"Orleans"	"13"	"13"	106	5	111	2								
"LA"	2006	"Orleans"	"13"	"14"	65	9	74	2								
"LA"	2006	"Orleans"	"13"	"14A"	77	7	85	2								
"LA"	2006	"Orleans"	"13"	"15"	143	20	167	2								
"LA"	2006	"Orleans"	"13"	"16"	155	27	182	2								
"LA"	2006	"Orleans"	"13"	"2"	172	20	192	2								
"LA"	2006	"Orleans"	"13"	"3"	149	44	195	2								
"LA"	2006	"Orleans"	"13"	"4"	284	70	360	2								
"LA"	2006	"Orleans"	"13"	"5"	231	37	271	2								
"LA"	2006	"Orleans"	"13"	"6"	160	44	204	2								
"LA"	2006	"Orleans"	"13"	"7"	154	46	200	2								
"LA"	2006	"Orleans"	"13"	"8"	194	86	281	2								
"LA"	2006	"Orleans"	"13"	"9"	197	58	258	2								
"LA"	2006	"Orleans"	"14"	"1"	42	151	202	1								
"LA"	2006	"Orleans"	"14"	"10"	57	298	361	1								
"LA"	2006	"Orleans"	"14"	"11"	38	189	231	1								
"LA"	2006	"Orleans"	"14"	"12"	165	58	225	2								
"LA"	2006	"Orleans"	"14"	"13A"	213	60	278	2								
"LA"	2006	"Orleans"	"14"	"14"	196	95	292	2								
"LA"	2006	"Orleans"	"14"	"15"	166	78	244	2								
"LA"	2006	"Orleans"	"14"	"16"	228	118	346	2								
"LA"	2006	"Orleans"	"14"	"17"	157	42	201	2								
"LA"	2006	"Orleans"	"14"	"18A"	174	109	288	2								
"LA"	2006	"Orleans"	"14"	"19"	171	58	232	2								
"LA"	2006	"Orleans"	"14"	"2"	44	167	218	1								
"LA"	2006	"Orleans"	"14"	"20"	163	83	247	2								
"LA"	2006	"Orleans"	"14"	"21"	182	57	242	2								
"LA"	2006	"Orleans"	"14"	"22"	97	28	125	2								
"LA"	2006	"Orleans"	"14"	"23"	151	7	158	2								
"LA"	2006	"Orleans"	"14"	"24A"	175	44	221	2								
"LA"	2006	"Orleans"	"14"	"25"	150	27	177	2								
"LA"	2006	"Orleans"	"14"	"26"	100	0	100	2								
"LA"	2006	"Orleans"	"14"	"3"	47	174	225	1								
"LA"	2006	"Orleans"	"14"	"4"	39	145	189	1								
"LA"	2006	"Orleans"	"14"	"5"	56	182	242	1								
"LA"	2006	"Orleans"	"14"	"6"	53	299	357	1								
"LA"	2006	"Orleans"	"14"	"7"	40	303	348	1								
"LA"	2006	"Orleans"	"14"	"8"	38	224	266	1								
"LA"	2006	"Orleans"	"14"	"9"	30	304	337	1								
"LA"	2006	"Orleans"	"15"	"1"	143	49	196	2								
"LA"	2006	"Orleans"	"15"	"10"	276	2	278	2								
"LA"	2006	"Orleans"	"15"	"11"	101	1	102	2								
"LA"	2006	"Orleans"	"15"	"12"	105	16	121	2								
"LA"	2006	"Orleans"	"15"	"12A"	206	5	213	2								
"LA"	2006	"Orleans"	"15"	"13"	177	12	189	2								
"LA"	2006	"Orleans"	"15"	"13A"	244	11	255	2								
"LA"	2006	"Orleans"	"15"	"13B"	250	6	256	2								
"LA"	2006	"Orleans"	"15"	"14"	186	67	253	2								
"LA"	2006	"Orleans"	"15"	"14A"	171	40	211	2								
"LA"	2006	"Orleans"	"15"	"14B"	103	36	140	2								
"LA"	2006	"Orleans"	"15"	"14C"	170	63	235	2								
"LA"	2006	"Orleans"	"15"	"14D"	81	17	98	2								
"LA"	2006	"Orleans"	"15"	"14E"	218	20	238	2								
"LA"	2006	"Orleans"	"15"	"14F"	160	52	214	2								
"LA"	2006	"Orleans"	"15"	"14G"	211	25	237	2								
"LA"	2006	"Orleans"	"15"	"15"	246	18	265	2								
"LA"	2006	"Orleans"	"15"	"15A"	253	70	326	2								
"LA"	2006	"Orleans"	"15"	"15B"	152	91	244	2								
"LA"	2006	"Orleans"	"15"	"16"	314	86	400	2								
"LA"	2006	"Orleans"	"15"	"17"	217	147	369	2								
"LA"	2006	"Orleans"	"15"	"17A"	157	118	279	2								
"LA"	2006	"Orleans"	"15"	"17B"	173	111	286	2								
"LA"	2006	"Orleans"	"15"	"18"	183	61	245	2								
"LA"	2006	"Orleans"	"15"	"18A"	215	106	322	2								
"LA"	2006	"Orleans"	"15"	"18B"	284	49	333	2								
"LA"	2006	"Orleans"	"15"	"18C"	223	120	345	2								
"LA"	2006	"Orleans"	"15"	"18D"	446	68	515	2								
"LA"	2006	"Orleans"	"15"	"18E"	396	199	595	2								
"LA"	2006	"Orleans"	"15"	"18F"	292	172	468	2								
"LA"	2006	"Orleans"	"15"	"19"	281	1	282	2								
"LA"	2006	"Orleans"	"15"	"19A"	329	172	505	2								
"LA"	2006	"Orleans"	"15"	"19B"	203	3	206	2								
"LA"	2006	"Orleans"	"15"	"19C"	393	32	425	2								
"LA"	2006	"Orleans"	"15"	"2"	267	81	353	2								
"LA"	2006	"Orleans"	"15"	"3"	135	40	180	2								
"LA"	2006	"Orleans"	"15"	"5"	113	6	119	2								
"LA"	2006	"Orleans"	"15"	"6"	206	10	216	2								
"LA"	2006	"Orleans"	"15"	"8"	148	3	151	2								
"LA"	2006	"Orleans"	"15"	"9"	170	8	178	2								
"LA"	2006	"Orleans"	"16"	"01A"	136	16	153	2								
"LA"	2006	"Orleans"	"16"	"1"	149	29	179	2								
"LA"	2006	"Orleans"	"16"	"2"	72	169	249	1								
"LA"	2006	"Orleans"	"16"	"3"	169	52	222	2								
"LA"	2006	"Orleans"	"16"	"4"	205	37	245	2								
"LA"	2006	"Orleans"	"16"	"5"	205	32	241	2								
"LA"	2006	"Orleans"	"16"	"6"	228	23	254	2								
"LA"	2006	"Orleans"	"16"	"7"	159	36	195	2								
"LA"	2006	"Orleans"	"16"	"8"	167	53	222	2								
"LA"	2006	"Orleans"	"16"	"9"	83	7	90	2								
"LA"	2006	"Orleans"	"17"	"1"	56	107	175	1								
"LA"	2006	"Orleans"	"17"	"10"	158	8	167	2								
"LA"	2006	"Orleans"	"17"	"11"	145	0	145	2								
"LA"	2006	"Orleans"	"17"	"12"	96	4	100	2								
"LA"	2006	"Orleans"	"17"	"13"	122	0	122	2								
"LA"	2006	"Orleans"	"17"	"13A"	123	1	124	2								
"LA"	2006	"Orleans"	"17"	"14"	146	0	146	2								
"LA"	2006	"Orleans"	"17"	"15"	142	2	144	2								
"LA"	2006	"Orleans"	"17"	"16"	139	6	145	2								
"LA"	2006	"Orleans"	"17"	"17"	24	266	293	1								
"LA"	2006	"Orleans"	"17"	"18"	15	178	195	1								
"LA"	2006	"Orleans"	"17"	"18A"	11	136	147	1								
"LA"	2006	"Orleans"	"17"	"18B"	11	102	114	1								
"LA"	2006	"Orleans"	"17"	"19"	14	123	138	1								
"LA"	2006	"Orleans"	"17"	"19A"	9	109	118	1								
"LA"	2006	"Orleans"	"17"	"2"	131	21	153	2								
"LA"	2006	"Orleans"	"17"	"20"	13	118	133	1								
"LA"	2006	"Orleans"	"17"	"21"	28	263	303	1								
"LA"	2006	"Orleans"	"17"	"3"	154	3	157	2								
"LA"	2006	"Orleans"	"17"	"4"	143	10	153	2								
"LA"	2006	"Orleans"	"17"	"5"	148	24	173	2								
"LA"	2006	"Orleans"	"17"	"6"	157	6	164	2								
"LA"	2006	"Orleans"	"17"	"7"	200	15	218	2								
"LA"	2006	"Orleans"	"17"	"8"	114	2	117	2								
"LA"	2006	"Orleans"	"17"	"9"	150	2	152	2								
"LA"	2006	"Orleans"	"2"	"06A"	42	0	42	2								
"LA"	2006	"Orleans"	"2"	"1"	152	71	225	2								
"LA"	2006	"Orleans"	"2"	"2"	54	15	69	2								
"LA"	2006	"Orleans"	"2"	"3"	26	5	33	2								
"LA"	2006	"Orleans"	"2"	"4"	173	3	177	2								
"LA"	2006	"Orleans"	"2"	"6"	71	0	71	2								
"LA"	2006	"Orleans"	"2"	"7"	155	1	156	2								
"LA"	2006	"Orleans"	"3"	"1"	187	91	280	2								
"LA"	2006	"Orleans"	"3"	"10"	36	5	42	2								
"LA"	2006	"Orleans"	"3"	"12"	85	16	101	2								
"LA"	2006	"Orleans"	"3"	"14"	88	12	100	2								
"LA"	2006	"Orleans"	"3"	"15"	64	7	71	2								
"LA"	2006	"Orleans"	"3"	"16"	56	10	66	2								
"LA"	2006	"Orleans"	"3"	"18"	59	3	62	2								
"LA"	2006	"Orleans"	"3"	"19"	162	29	193	2								
"LA"	2006	"Orleans"	"3"	"20"	92	14	107	2								
"LA"	2006	"Orleans"	"3"	"3"	19	0	19	2								
"LA"	2006	"Orleans"	"3"	"5"	51	4	55	2								
"LA"	2006	"Orleans"	"3"	"8"	70	0	70	2								
"LA"	2006	"Orleans"	"3"	"9"	77	7	85	2								
"LA"	2006	"Orleans"	"4"	"10"	21	97	121	1								
"LA"	2006	"Orleans"	"4"	"10A"	16	104	125	1								
"LA"	2006	"Orleans"	"4"	"11"	29	171	203	1								
"LA"	2006	"Orleans"	"4"	"14"	30	316	355	1								
"LA"	2006	"Orleans"	"4"	"14A"	14	125	140	1								
"LA"	2006	"Orleans"	"4"	"15"	14	97	112	1								
"LA"	2006	"Orleans"	"4"	"16"	10	102	114	1								
"LA"	2006	"Orleans"	"4"	"16A"	12	130	142	1								
"LA"	2006	"Orleans"	"4"	"17"	20	152	173	1								
"LA"	2006	"Orleans"	"4"	"17A"	21	211	235	1								
"LA"	2006	"Orleans"	"4"	"18"	20	169	191	1								
"LA"	2006	"Orleans"	"4"	"18A"	11	171	183	1								
"LA"	2006	"Orleans"	"4"	"19"	12	161	174	1								
"LA"	2006	"Orleans"	"4"	"2"	151	35	187	2								
"LA"	2006	"Orleans"	"4"	"20"	18	105	126	1								
"LA"	2006	"Orleans"	"4"	"20A"	7	126	135	1								
"LA"	2006	"Orleans"	"4"	"21"	9	115	124	1								
"LA"	2006	"Orleans"	"4"	"21A"	21	85	108	1								
"LA"	2006	"Orleans"	"4"	"22"	34	246	285	1								
"LA"	2006	"Orleans"	"4"	"23"	20	237	259	1								
"LA"	2006	"Orleans"	"4"	"3"	30	0	30	2								
"LA"	2006	"Orleans"	"4"	"4"	42	0	43	2								
"LA"	2006	"Orleans"	"4"	"5"	20	10	30	2								
"LA"	2006	"Orleans"	"4"	"6"	24	2	28	2								
"LA"	2006	"Orleans"	"4"	"7"	63	16	79	2								
"LA"	2006	"Orleans"	"4"	"8"	130	27	162	2								
"LA"	2006	"Orleans"	"4"	"9"	28	139	173	1								
"LA"	2006	"Orleans"	"5"	"1"	108	31	143	2								
"LA"	2006	"Orleans"	"5"	"10"	68	1	70	2								
"LA"	2006	"Orleans"	"5"	"11"	100	13	113	2								
"LA"	2006	"Orleans"	"5"	"12"	56	118	181	1								
"LA"	2006	"Orleans"	"5"	"13"	61	164	232	1								
"LA"	2006	"Orleans"	"5"	"14"	43	95	144	1								
"LA"	2006	"Orleans"	"5"	"15"	53	167	227	1								
"LA"	2006	"Orleans"	"5"	"16"	38	123	166	1								
"LA"	2006	"Orleans"	"5"	"17"	40	303	350	1								
"LA"	2006	"Orleans"	"5"	"18"	40	344	388	1								
"LA"	2006	"Orleans"	"5"	"2"	114	33	151	2								
"LA"	2006	"Orleans"	"5"	"3"	182	21	206	2								
"LA"	2006	"Orleans"	"5"	"4"	32	0	32	2								
"LA"	2006	"Orleans"	"5"	"5"	59	0	59	2								
"LA"	2006	"Orleans"	"5"	"6"	44	1	45	2								
"LA"	2006	"Orleans"	"5"	"7"	84	2	86	2								
"LA"	2006	"Orleans"	"5"	"8"	57	1	58	2								
"LA"	2006	"Orleans"	"5"	"9"	74	0	75	2								
"LA"	2006	"Orleans"	"6"	"1"	202	40	248	2								
"LA"	2006	"Orleans"	"6"	"2"	240	48	293	2								
"LA"	2006	"Orleans"	"6"	"4"	159	9	170	2								
"LA"	2006	"Orleans"	"6"	"5"	88	1	89	2								
"LA"	2006	"Orleans"	"6"	"6"	128	5	133	2								
"LA"	2006	"Orleans"	"6"	"7"	103	2	105	2								
"LA"	2006	"Orleans"	"6"	"8"	149	14	165	2								
"LA"	2006	"Orleans"	"6"	"9"	280	45	330	2								
"LA"	2006	"Orleans"	"7"	"04A"	69	3	72	2								
"LA"	2006	"Orleans"	"7"	"09A"	98	0	98	2								
"LA"	2006	"Orleans"	"7"	"1"	265	29	298	2								
"LA"	2006	"Orleans"	"7"	"10"	73	2	75	2								
"LA"	2006	"Orleans"	"7"	"11"	127	3	132	2								
"LA"	2006	"Orleans"	"7"	"12"	204	12	217	2								
"LA"	2006	"Orleans"	"7"	"13"	138	1	139	2								
"LA"	2006	"Orleans"	"7"	"14"	116	1	117	2								
"LA"	2006	"Orleans"	"7"	"15"	125	4	129	2								
"LA"	2006	"Orleans"	"7"	"16"	124	3	128	2								
"LA"	2006	"Orleans"	"7"	"17"	168	27	200	2								
"LA"	2006	"Orleans"	"7"	"18"	256	23	279	2								
"LA"	2006	"Orleans"	"7"	"19"	127	10	137	2								
"LA"	2006	"Orleans"	"7"	"2"	146	18	165	2								
"LA"	2006	"Orleans"	"7"	"20"	111	2	113	2								
"LA"	2006	"Orleans"	"7"	"20A"	96	0	96	2								
"LA"	2006	"Orleans"	"7"	"21"	139	2	141	2								
"LA"	2006	"Orleans"	"7"	"22"	109	0	109	2								
"LA"	2006	"Orleans"	"7"	"23"	166	2	168	2								
"LA"	2006	"Orleans"	"7"	"24"	81	1	82	2								
"LA"	2006	"Orleans"	"7"	"25"	231	4	236	2								
"LA"	2006	"Orleans"	"7"	"25A"	164	4	168	2								
"LA"	2006	"Orleans"	"7"	"26"	79	3	82	2								
"LA"	2006	"Orleans"	"7"	"26A"	190	0	191	2								
"LA"	2006	"Orleans"	"7"	"27"	55	0	55	2								
"LA"	2006	"Orleans"	"7"	"27A"	60	2	62	2								
"LA"	2006	"Orleans"	"7"	"27B"	54	0	55	2								
"LA"	2006	"Orleans"	"7"	"28"	116	5	121	2								
"LA"	2006	"Orleans"	"7"	"28A"	131	1	132	2								
"LA"	2006	"Orleans"	"7"	"29"	166	6	172	2								
"LA"	2006	"Orleans"	"7"	"30"	199	11	211	2								
"LA"	2006	"Orleans"	"7"	"31"	128	15	144	2								
"LA"	2006	"Orleans"	"7"	"32"	153	61	215	2								
"LA"	2006	"Orleans"	"7"	"33"	98	14	113	2								
"LA"	2006	"Orleans"	"7"	"33A"	92	17	109	2								
"LA"	2006	"Orleans"	"7"	"34"	58	4	62	2								
"LA"	2006	"Orleans"	"7"	"35"	86	4	90	2								
"LA"	2006	"Orleans"	"7"	"36"	59	6	65	2								
"LA"	2006	"Orleans"	"7"	"36A"	55	2	57	2								
"LA"	2006	"Orleans"	"7"	"37"	79	8	88	2								
"LA"	2006	"Orleans"	"7"	"37A"	70	13	83	2								
"LA"	2006	"Orleans"	"7"	"38A"	82	10	95	2								
"LA"	2006	"Orleans"	"7"	"39"	93	27	120	2								
"LA"	2006	"Orleans"	"7"	"4"	80	1	81	2								
"LA"	2006	"Orleans"	"7"	"40"	132	39	173	2								
"LA"	2006	"Orleans"	"7"	"41"	22	166	189	1								
"LA"	2006	"Orleans"	"7"	"42"	22	189	217	1								
"LA"	2006	"Orleans"	"7"	"5"	70	2	72	2								
"LA"	2006	"Orleans"	"7"	"6"	146	2	148	2								
"LA"	2006	"Orleans"	"7"	"7"	111	1	112	2								
"LA"	2006	"Orleans"	"7"	"8"	128	1	129	2								
"LA"	2006	"Orleans"	"7"	"9"	62	0	62	2								
"LA"	2006	"Orleans"	"8"	"1"	142	14	159	2								
"LA"	2006	"Orleans"	"8"	"10"	58	0	58	2								
"LA"	2006	"Orleans"	"8"	"11"	78	0	78	2								
"LA"	2006	"Orleans"	"8"	"12"	74	4	78	2								
"LA"	2006	"Orleans"	"8"	"13"	131	2	133	2								
"LA"	2006	"Orleans"	"8"	"14"	61	0	61	2								
"LA"	2006	"Orleans"	"8"	"15"	185	12	198	2								
"LA"	2006	"Orleans"	"8"	"16"	63	2	65	2								
"LA"	2006	"Orleans"	"8"	"17"	92	2	94	2								
"LA"	2006	"Orleans"	"8"	"18"	87	3	90	2								
"LA"	2006	"Orleans"	"8"	"19"	130	10	141	2								
"LA"	2006	"Orleans"	"8"	"2"	163	18	184	2								
"LA"	2006	"Orleans"	"8"	"20"	165	16	182	2								
"LA"	2006	"Orleans"	"8"	"21"	193	33	227	2								
"LA"	2006	"Orleans"	"8"	"22"	154	34	190	2								
"LA"	2006	"Orleans"	"8"	"23"	196	34	230	2								
"LA"	2006	"Orleans"	"8"	"24"	127	11	138	2								
"LA"	2006	"Orleans"	"8"	"25"	99	12	111	2								
"LA"	2006	"Orleans"	"8"	"25A"	85	10	95	2								
"LA"	2006	"Orleans"	"8"	"26"	80	10	91	2								
"LA"	2006	"Orleans"	"8"	"26A"	160	6	166	2								
"LA"	2006	"Orleans"	"8"	"27"	66	2	68	2								
