state	year	county	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	cd2	g2006_USH_dv2	g2006_USH_rv2	g2006_USH_tv2	sd	g2006_STS_dv	g2006_STS_rv	g2006_STS_tv	sd2	g2006_STS_dv2	g2006_STS_rv2	g2006_STS_tv2	ld	g2006_STH_dv	g2006_STH_rv	g2006_STH_tv	ld2	g2006_STH_dv2	g2006_STH_rv2	g2006_STH_tv2	ld3	g2006_STH_dv3	g2006_STH_rv3	g2006_STH_tv3
"NC"	2006	"CUMBERLAND"	"CUMBERLAND #3"	8	187	164	351					19	261		261					45	201	146	347								
"NC"	2006	"CUMBERLAND"	"CUMBERLAND #4"	8	337	322	659					19	463		463					42	358		358	44	66		66	22	19		19
"NC"	2006	"CUMBERLAND"	"EASTOVER #1"	7	687	312	999					19	729		729					45	588	437	1025								
"NC"	2006	"CUMBERLAND"	"EASTOVER #2"	7	331	181	512					19	326		326					45	276	239	515								
"NC"	2006	"CUMBERLAND"	"HOPE MILLS #1A"	8	287	424	711					19	448		448					45	112	165	277	22	255		255	44	0		0
"NC"	2006	"CUMBERLAND"	"HOPE MILLS #2"	7	678	362	1040					19	727		727					22	567		567	45	99	73	172				
"NC"	2006	"CUMBERLAND"	"HOPE MILLS #3"	8	192	339	531					19	351		351					45	223	322	545								
"NC"	2006	"CUMBERLAND"	"HOPE MILLS #4"	8	204	306	510					19	326		326					45	122	135	257	22	143		143				
"NC"	2006	"CUMBERLAND"	"JUDSON-VANDER"	7	699	384	1083					19	752		752					45	496	538	1034	22	48		48				
"NC"	2006	"CUMBERLAND"	"LAKE RIM"	8	446	228	674					21	459	219	678					42	554		554								
"NC"	2006	"CUMBERLAND"	"LINDEN"	7	518	311	829					19	523		523					45	390	445	835								
"NC"	2006	"CUMBERLAND"	"LONG HILL"	7	616	330	946					21	498	445	943					45	485	415	900	43	44		44				
"NC"	2006	"CUMBERLAND"	"MANCHESTER"	2	206	138	344	7	37	25	62	21	226	183	409					42	246		246	43	29		29				
"NC"	2006	"CUMBERLAND"	"MONTIBELLO"	8	230	109	339					21	228	113	341					42	268		268								
"NC"	2006	"CUMBERLAND"	"MORGANTON RD #2"	8	384	320	704					21	384	337	721					44	520		520								
"NC"	2006	"CUMBERLAND"	"PEARCES MILL #2"	8	456	413	869					19	628		628					45	496	387	883								
"NC"	2006	"CUMBERLAND"	"PEARCES MILL #3"	7	259	138	397					19	269		269					45	193	201	394								
"NC"	2006	"CUMBERLAND"	"PEARCES MILL #4"	8	151	141	292					19	207		207					45	163	134	297								
"NC"	2006	"CUMBERLAND"	"SHERWOOD"	7	334	178	512					19	350		350					22	323		323								
"NC"	2006	"CUMBERLAND"	"SPRING LAKE"	2	559	137	696					21	509	187	696					42	622		622								
"NC"	2006	"CUMBERLAND"	"STEDMAN"	7	535	334	869					19	547		547					22	435		435	45	51	103	154				
"NC"	2006	"CUMBERLAND"	"STONEY POINT #1"	8	184	338	522	7	62	41	103	19	381		381					22	357		357	42	5		5				
"NC"	2006	"CUMBERLAND"	"STONEY POINT #2"	8	259	577	836	7	0	0	0	19	486		486					22	372		372	42	47		47	45	16	16	32
"NC"	2006	"CUMBERLAND"	"WADE"	7	214	91	305					19	223		223					45	168	144	312								
"NC"	2006	"CUMBERLAND"	"WESTAREA"	2	676	238	914					21	609	319	928					43	696		696	42	18		18				
"NC"	2006	"CURRITUCK"	"CAROVA BEACH"	3	26	29	55					1	36	21	57					1	42		42								
"NC"	2006	"CURRITUCK"	"CHURCHS ISLAND"	3	38	94	132					1	93	45	138					1	101		101								
"NC"	2006	"CURRITUCK"	"COINJOCK"	3	92	133	225					1	170	67	237					1	179		179								
"NC"	2006	"CURRITUCK"	"COURTHOUSE"	3	354	733	1087					1	653	464	1117					1	767		767								
"NC"	2006	"CURRITUCK"	"GIBBS WOODS"	3	30	55	85					1	41	45	86					1	46		46								
"NC"	2006	"CURRITUCK"	"INDIAN RIDGE"	3	140	274	414					1	272	162	434					1	308		308								
"NC"	2006	"CURRITUCK"	"KNOTTS ISLAND"	3	101	221	322					1	160	170	330					1	219		219								
"NC"	2006	"CURRITUCK"	"MOYOCK"	3	457	856	1313					1	709	632	1341					1	833		833								
"NC"	2006	"CURRITUCK"	"POPLAR BRANCH"	3	395	783	1178					1	831	360	1191					1	866		866								
"NC"	2006	"CURRITUCK"	"POWELLS POINT"	3	192	359	551					1	395	166	561					1	399		399								
"NC"	2006	"CURRITUCK"	"WHALEHEAD"	3	114	123	237					1	163	78	241					1	178		178								
"NC"	2006	"DARE"	"AVON"	3	94	149	243					1	166	81	247					2	129	106	235								
"NC"	2006	"DARE"	"BUXTON"	3	89	213	302					1	231	78	309					2	149	129	278								
"NC"	2006	"DARE"	"CHICAMACOMICO"	3	100	83	183					1	154	32	186					2	129	48	177								
"NC"	2006	"DARE"	"COLINGTON"	3	303	415	718					1	510	222	732					2	382	334	716								
"NC"	2006	"DARE"	"DUCK"	3	103	92	195					1	130	66	196					2	103	89	192								
"NC"	2006	"DARE"	"EAST LAKE"	3	5	16	21					1	16	6	22					2	14	7	21								
"NC"	2006	"DARE"	"FRISCO"	3	97	148	245					1	165	81	246					2	131	104	235								
"NC"	2006	"DARE"	"HATTERAS"	3	61	162	223					1	186	43	229					2	121	83	204								
"NC"	2006	"DARE"	"KILL DEVIL HILLS"	3	459	535	994					1	747	272	1019					2	588	413	1001								
"NC"	2006	"DARE"	"KITTY HAWK"	3	275	469	744					1	520	233	753					2	348	374	722								
"NC"	2006	"DARE"	"MANNS HARBOR"	3	48	127	175					1	125	51	176					2	109	51	160								
"NC"	2006	"DARE"	"MANTEO"	3	469	657	1126					1	954	206	1160					2	730	380	1110								
"NC"	2006	"DARE"	"NAGS HEAD"	3	346	412	758					1	600	170	770					2	448	297	745								
"NC"	2006	"DARE"	"SOUTHERN SHORES"	3	371	689	1060					1	687	387	1074					2	487	564	1051								
"NC"	2006	"DARE"	"STUMPY POINT"	3	16	45	61					1	50	15	65					2	25	30	55								
"NC"	2006	"DARE"	"WANCHESE"	3	119	258	377					1	307	82	389					2	205	153	358								
"NC"	2006	"DAVIDSON"	"ABBOTTS CREEK #02"	12	340	833	1173					33		924	924					73		905	905								
"NC"	2006	"DAVIDSON"	"ARCADIA #04"	12	378	902	1280					33		1020	1020					80		974	974								
"NC"	2006	"DAVIDSON"	"BOONE #06"	12	332	336	668					33		483	483					81	468		468								
"NC"	2006	"DAVIDSON"	"CENTRAL #08"	12	254	191	445					33		284	284					81	341		341								
"NC"	2006	"DAVIDSON"	"COTTON GROVE #10"	6	290	465	755					33		500	500					81	560		560								
"NC"	2006	"DAVIDSON"	"DENTON #12"	6	77	237	314					33		261	261					80		233	233								
"NC"	2006	"DAVIDSON"	"EMMONS # 14"	6	105	452	557					33		480	480					80		441	441								
"NC"	2006	"DAVIDSON"	"GUMTREE # 16"	12	200	549	749					33		590	590					73		589	589								
"NC"	2006	"DAVIDSON"	"HEALING SPRINGS #18"	6	118	397	515					33		436	436					80		403	403								
"NC"	2006	"DAVIDSON"	"HOLLY GROVE #20"	6	243	656	899					33		673	673					80		596	596								
"NC"	2006	"DAVIDSON"	"LEXINGTON 1 #22"	6	98	196	294					33		198	198					81	185		185								
"NC"	2006	"DAVIDSON"	"LEXINGTON 2 #24"	6	139	284	423					33		280	280					81	286		286								
"NC"	2006	"DAVIDSON"	"LEXINGTON 3 #26"	6	57	206	263					33		216	216					80		198	198								
"NC"	2006	"DAVIDSON"	"LEXINGTON 4 #28"	12	366	399	765					33		589	589					81	547		547								
"NC"	2006	"DAVIDSON"	"LIBERTY #42"	6	94	482	576					33		451	451					80		431	431								
"NC"	2006	"DAVIDSON"	"MIDWAY #44"	6	357	937	1294					33		946	946					80		889	889								
"NC"	2006	"DAVIDSON"	"NORTH DAVIDSON # 46"	6	224	591	815					33		615	615					80		550	550								
"NC"	2006	"DAVIDSON"	"REEDS/YADKIN COLLEGE #48"	12	326	450	776					33		618	618					80		525	525								
"NC"	2006	"DAVIDSON"	"REEDY CREEK #50"	12	239	571	810					33		665	665					80		620	620								
"NC"	2006	"DAVIDSON"	"SILVER HILL #52"	6	421	973	1394					33		1020	1020					81	948		948								
"NC"	2006	"DAVIDSON"	"SILVER VALLEY #54"	6	80	321	401					33		312	312					80		306	306								
"NC"	2006	"DAVIDSON"	"SOUTH DAVIDSON #56"	6	91	272	363					33		302	302					80		258	258								
"NC"	2006	"DAVIDSON"	"SOUTHMONT #58"	6	314	537	851					33		566	566					81	527		527								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 1 #60"	6	281	669	950					33		689	689					80		675	675								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 10 #76"	6	169	726	895					33		702	702					80		666	666								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 2 #62"	12	234	91	325					33		134	134					81	259		259								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 3 #64"	12	394	64	458					33		113	113					81	414		414								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 4 #66"	6	129	253	382					33		267	267					81	235		235								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 5 #68"	6	194	310	504					33		311	311					80		253	253	81	58		58				
"NC"	2006	"DAVIDSON"	"THOMASVILLE 7 #70"	6	151	521	672					33		509	509					81	359		359								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 8 #72"	12	202	471	673					33		556	556					80		530	530								
"NC"	2006	"DAVIDSON"	"THOMASVILLE 9 #74"	6	265	803	1068					33		785	785					80		737	737								
"NC"	2006	"DAVIDSON"	"TYRO #78"	12	364	564	928					33		684	684					81	578		578								
"NC"	2006	"DAVIDSON"	"WALLBURG #80"	12	289	817	1106					33		923	923					73		886	886								
"NC"	2006	"DAVIDSON"	"WARD # 1 #30"	12	523	57	580					33		101	101					81	545		545								
"NC"	2006	"DAVIDSON"	"WARD # 2 #32"	12	191	113	304					33		171	171					81	238		238								
"NC"	2006	"DAVIDSON"	"WARD # 3 #34"	12	357	214	571					33		336	336					81	428		428								
"NC"	2006	"DAVIDSON"	"WARD # 4 #36"	12	326	150	476					33		272	272					81	392		392								
"NC"	2006	"DAVIDSON"	"WARD # 5 #38"	12	281	36	317					33		78	78					81	290		290								
"NC"	2006	"DAVIDSON"	"WARD # 6 #40"	12	502	351	853					33		569	569					81	683		683								
"NC"	2006	"DAVIDSON"	"WELCOME #82"	6	237	590	827					33		648	648					80		573	573								
"NC"	2006	"DAVIDSON"	"WEST ARCADIA #84"	12	352	705	1057					33		822	822					80		795	795								
"NC"	2006	"DAVIE"	"CLARKSVILLE"	5	263	641	904					34	208	687	895					79		742	742								
"NC"	2006	"DAVIE"	"COOLEEMEE"	5	207	373	580					34	185	380	565					79		437	437								
"NC"	2006	"DAVIE"	"EAST SHADY GROVE"	5	279	640	919					34	255	636	891					79		719	719								
"NC"	2006	"DAVIE"	"FARMINGTON"	5	227	726	953					34	189	757	946					79		783	783								
"NC"	2006	"DAVIE"	"FULTON"	5	191	409	600					34	172	419	591					79		463	463								
"NC"	2006	"DAVIE"	"HILLSDALE"	5	377	860	1237					34	361	847	1208					79		970	970								
"NC"	2006	"DAVIE"	"JERUSALEM"	5	180	441	621					34	172	440	612					79		504	504								
"NC"	2006	"DAVIE"	"NORTH CALAHALN"	5	130	312	442					34	103	336	439					79		340	340								
"NC"	2006	"DAVIE"	"NORTH MOCKS-CITY"	5	253	352	605					34	235	378	613					79		467	467								
"NC"	2006	"DAVIE"	"NORTH MOCKS-COUNTY"	5	232	491	723					34	198	524	722					79		582	582								
"NC"	2006	"DAVIE"	"SMITH GROVE"	5	381	839	1220					34	334	871	1205					79		986	986								
"NC"	2006	"DAVIE"	"SOUTH CALAHALN"	5	142	265	407					34	123	281	404					79		315	315								
"NC"	2006	"DAVIE"	"SOUTH MOCKSVILLE"	5	272	586	858					34	233	623	856					79		706	706								
"NC"	2006	"DAVIE"	"WEST SHADY GROVE"	5	143	468	611					34	125	482	607					79		512	512								
"NC"	2006	"DUPLIN"	"ALBERTSON"	3	57	246	303					10	179	131	310					4	165	141	306								
"NC"	2006	"DUPLIN"	"BEULAVILLE"	3	217	488	705	7	32	13	45	10	400	366	766					4	425	326	751								
"NC"	2006	"DUPLIN"	"CALYPSO"	3	48	146	194					10	119	81	200					4	104	91	195								
"NC"	2006	"DUPLIN"	"CEDAR FORK"	3	39	183	222					10	90	133	223					4	117	102	219								
"NC"	2006	"DUPLIN"	"CHARITY"	7	281	43	324					10	277	47	324					4	272	51	323								
"NC"	2006	"DUPLIN"	"CHINQUAPIN"	3	106	173	279					10	166	119	285					4	169	112	281								
"NC"	2006	"DUPLIN"	"CYPRESS CREEK"	7	197	174	371					10	203	180	383					4	200	180	380								
"NC"	2006	"DUPLIN"	"FAISON"	7	203	95	298					10	225	77	302					4	198	106	304								
"NC"	2006	"DUPLIN"	"GLISSON"	3	53	180	233					10	165	71	236					4	160	74	234								
"NC"	2006	"DUPLIN"	"HALLSVILLE"	7	205	71	276					10	191	90	281					4	202	76	278								
"NC"	2006	"DUPLIN"	"KENANSVILLE"	7	535	142	677					10	533	148	681					4	549	129	678								
"NC"	2006	"DUPLIN"	"LOCKLIN"	7	69	36	105					10	82	26	108					4	72	35	107								
"NC"	2006	"DUPLIN"	"MAGNOLIA"	7	215	70	285					10	210	76	286					4	207	77	284								
"NC"	2006	"DUPLIN"	"ROCKFISH"	7	113	49	162					10	105	58	163					4	100	61	161								
"NC"	2006	"DUPLIN"	"ROSE HILL"	7	389	83	472					10	386	91	477					4	373	100	473								
"NC"	2006	"DUPLIN"	"SMITH/CABIN"	7	139	107	246					10	116	142	258					4	166	94	260								
"NC"	2006	"DUPLIN"	"WALLACE"	7	723	228	951					10	717	239	956					4	630	322	952								
"NC"	2006	"DUPLIN"	"WARSAW"	7	529	111	640					10	513	130	643					4	521	125	646								
"NC"	2006	"DUPLIN"	"WOLFSCRAPE"	3	82	300	382					10	234	150	384					4	223	151	374								
"NC"	2006	"DURHAM"	"01"	4	298	27	325					20	284		284					30	287		287								
"NC"	2006	"DURHAM"	"02"	4	452	75	527					20	450		450					30	442		442								
"NC"	2006	"DURHAM"	"03"	4	505	64	569					18	390		390	20	116		116	30	506		506								
"NC"	2006	"DURHAM"	"04"	4	563	104	667					18	487		487	20	66		66	30	572		572								
"NC"	2006	"DURHAM"	"05"	4	421	85	506					18	385		385	20	37		37	30	421		421								
"NC"	2006	"DURHAM"	"06"	4	496	76	572					18	341		341	20	140		140	30	485		485								
"NC"	2006	"DURHAM"	"07"	4	406	32	438					20	382		382					29	374		374								
"NC"	2006	"DURHAM"	"08"	4	421	33	454					20	419		419					29	412		412								
"NC"	2006	"DURHAM"	"09"	4	845	181	1026					20	819		819					29	805		805								
"NC"	2006	"DURHAM"	"10"	4	249	5	254					20	252		252					29	249		249								
"NC"	2006	"DURHAM"	"12"	4	164	2	166					20	162		162					29	164		164								
"NC"	2006	"DURHAM"	"13"	4	206	5	211					20	209		209					29	204		204								
"NC"	2006	"DURHAM"	"14"	4	309	42	351					20	309		309					31	305		305								
"NC"	2006	"DURHAM"	"15"	4	185	28	213					20	192		192					31	193		193								
"NC"	2006	"DURHAM"	"16"	4	519	193	712					18	539		539					29	522		522								
"NC"	2006	"DURHAM"	"17"	4	315	14	329					20	320		320					29	317		317								
"NC"	2006	"DURHAM"	"18"	4	345	21	366					20	346		346					31	342		342								
"NC"	2006	"DURHAM"	"19"	4	633	77	710					20	627		627					31	619		619								
"NC"	2006	"DURHAM"	"20"	4	548	62	610					20	539		539					55	499		499								
"NC"	2006	"DURHAM"	"21"	4	488	108	596					20	477		477					55	442		442								
"NC"	2006	"DURHAM"	"22"	4	751	60	811					20	757		757					55	679		679								
"NC"	2006	"DURHAM"	"23"	4	1181	197	1378					20	1220		1220					55	1072		1072								
"NC"	2006	"DURHAM"	"24"	4	798	496	1294					20	851		851					30	870		870								
"NC"	2006	"DURHAM"	"25"	4	546	542	1088					20	627		627					55	633		633								
"NC"	2006	"DURHAM"	"26"	4	280	266	546					20	297		297					55	359		359								
"NC"	2006	"DURHAM"	"27"	4	701	281	982					18	721		721					29	701		701								
"NC"	2006	"DURHAM"	"28"	4	625	546	1171					20	738		738					55	733		733								
"NC"	2006	"DURHAM"	"29"	4	500	350	850					20	548		548					31	521		521								
"NC"	2006	"DURHAM"	"30-1"	4	686	370	1056					20	751		751					31	732		732								
"NC"	2006	"DURHAM"	"30-2"	4	1196	287	1483					20	1232		1232					31	1211		1211								
"NC"	2006	"DURHAM"	"31"	4	542	317	859					20	597		597					31	568		568								
"NC"	2006	"DURHAM"	"32"	4	237	333	570					20	265		265					31	244		244								
"NC"	2006	"DURHAM"	"33"	4	448	177	625					20	478		478					31	463		463								
"NC"	2006	"DURHAM"	"34"	4	1589	195	1784					20	1615		1615					31	1594		1594								
"NC"	2006	"DURHAM"	"35"	4	1915	589	2504					18	1962		1962					31	1914		1914								
"NC"	2006	"DURHAM"	"36"	4	558	177	735					18	577		577					30	568		568								
"NC"	2006	"DURHAM"	"37"	4	1044	759	1803					20	1087		1087					30	1118		1118								
"NC"	2006	"DURHAM"	"38"	4	949	324	1273					18	1016		1016					29	992		992								
"NC"	2006	"DURHAM"	"39"	4	966	502	1468					18	1066		1066					29	1024		1024								
"NC"	2006	"DURHAM"	"40"	4	506	55	561					20	481		481					29	472		472								
"NC"	2006	"DURHAM"	"41"	4	573	11	584					20	576		576					29	562		562								
"NC"	2006	"DURHAM"	"42"	4	443	4	447					20	445		445					29	430		430								
"NC"	2006	"DURHAM"	"43"	4	1662	588	2250					18	1624		1624					30	1635		1635								
"NC"	2006	"DURHAM"	"44"	4	1139	839	1978					20	1274		1274					30	1281		1281								
"NC"	2006	"DURHAM"	"45"	4	1091	775	1866					20	1233		1233					30	804		804	55	415		415				
"NC"	2006	"DURHAM"	"46"	4	578	234	812					20	608		608					30	602		602								
"NC"	2006	"DURHAM"	"47"	4	699	23	722					20	706		706					31	699		699								
"NC"	2006	"DURHAM"	"48"	4	496	150	646					18	513		513					29	499		499								
"NC"	2006	"DURHAM"	"50"	4	769	324	1093					18	815		815					30	812		812								
"NC"	2006	"DURHAM"	"51"	4	1279	330	1609					18	1287		1287					29	1276		1276								
"NC"	2006	"DURHAM"	"52"	4	703	91	794					20	711		711					31	706		706								
"NC"	2006	"DURHAM"	"53-1"	4	511	179	690					18	539		539					29	529		529								
"NC"	2006	"DURHAM"	"53-2"	4	798	237	1035					18	822		822					29	813		813								
"NC"	2006	"DURHAM"	"54"	4	1160	265	1425					18	1200		1200					29	728		728	31	473		473				
"NC"	2006	"DURHAM"	"55-11"	4	523	10	533					20	524		524					29	516		516								
"NC"	2006	"DURHAM"	"55-49"	4	178	4	182					20	179		179					29	177		177								
"NC"	2006	"EDGECOMBE"	"BATTLEBORO"	1	321		321					3	338		338					23	336	29	365								
"NC"	2006	"EDGECOMBE"	"CONETOE"	1	201		201					3	211		211					23	210	43	253								
"NC"	2006	"EDGECOMBE"	"LAWRENCE"	1	126		126					3	137		137					23	135	16	151								
"NC"	2006	"EDGECOMBE"	"LEGGETT"	1	106		106					3	118		118					23	112	25	137								
"NC"	2006	"EDGECOMBE"	"LEWIS"	1	180		180					3	199		199					23	194	59	253								
"NC"	2006	"EDGECOMBE"	"MACCLESFIELD"	1	184		184					3	226		226					23	225	76	301								
"NC"	2006	"EDGECOMBE"	"OLD SPARTA"	1	170		170					3	184		184					23	177	50	227								
"NC"	2006	"EDGECOMBE"	"PINETOPS"	1	443		443					3	480		480					23	485	88	573								
"NC"	2006	"EDGECOMBE"	"ROCKY MOUNT 1"	1	744		744					3	733		733					24	741		741								
"NC"	2006	"EDGECOMBE"	"ROCKY MOUNT 2"	1	342		342					3	334		334					24	338		338								
"NC"	2006	"EDGECOMBE"	"ROCKY MOUNT 4"	1	448		448					3	445		445					24	446		446								
"NC"	2006	"EDGECOMBE"	"ROCKY MOUNT 5"	1	319		319					3	317		317					24	316		316								
"NC"	2006	"EDGECOMBE"	"SHARPSBURG"	1	98		98					3	116		116					24	99		99								
"NC"	2006	"EDGECOMBE"	"SPEED"	1	75		75					3	89		89					23	83	11	94								
"NC"	2006	"EDGECOMBE"	"TARBORO 1"	1	475		475					3	478		478					23	463	29	492								
"NC"	2006	"EDGECOMBE"	"TARBORO 2"	1	420		420					3	498		498					23	488	78	566								
"NC"	2006	"EDGECOMBE"	"TARBORO 3"	1	351		351					3	411		411					23	404	89	493								
"NC"	2006	"EDGECOMBE"	"TARBORO 4"	1	336		336					3	397		397					23	389	59	448								
"NC"	2006	"EDGECOMBE"	"TEMPERANCE HALL"	1	181		181					3	197		197					24	176		176								
"NC"	2006	"EDGECOMBE"	"WEST EDGECOMBE"	1	422		422					3	464		464					24	412		412								
"NC"	2006	"EDGECOMBE"	"WHITAKERS"	1	208		208					3	214		214					23	205	41	246								
"NC"	2006	"FORSYTH"	"14TH STREET RECREATION"	12	355	7	362					32	337		337					71	354		354								
"NC"	2006	"FORSYTH"	"ARDMORE BAPTIST CHURCH"	5	336	162	498					31		262	262	32	8		8	74		257	257								
"NC"	2006	"FORSYTH"	"ASHLEY ELEMENTARY SCHOOL"	12	212	8	220					32	199		199					71	220		220								
"NC"	2006	"FORSYTH"	"BEESONS CROSSROADS FIRE"	5	202	464	666					31		509	509					73		507	507								
"NC"	2006	"FORSYTH"	"BELEWS CREEK FIRE STATION"	5	333	675	1008					31		762	762					73		744	744								
"NC"	2006	"FORSYTH"	"BETHABARA MORAVIAN"	12	422	218	640					32	455		455					72	422		422								
"NC"	2006	"FORSYTH"	"BETHANIA MORAV CHURCH"	12	374	415	789					32	289		289	31		197	197	72	355		355	74		117	117				
"NC"	2006	"FORSYTH"	"BROWN DOUGLAS RECREATION"	12	531	125	656					32	554		554					72	565		565								
"NC"	2006	"FORSYTH"	"BRUNSON ELEMENTARY"	12	344	86	430					32	373		373					74		124	124	71	119		119				
"NC"	2006	"FORSYTH"	"CALVARY BAPTIST CHURCH - BOY SCOUT HUT"	5	375	429	804					31		586	586					75		547	547								
"NC"	2006	"FORSYTH"	"CARVER HIGH SCHOOL"	12	413	15	428					32	391		391					72	413		413								
"NC"	2006	"FORSYTH"	"CASH ELEMENTARY SCHOOL"	5	420	840	1260					31		951	951					73		978	978								
"NC"	2006	"FORSYTH"	"CLEMMONS CIVIC CENTER"	5	449	711	1160					31		899	899					75		877	877								
"NC"	2006	"FORSYTH"	"CLEMMONS ELEM SCHOOL"	5	340	622	962					31		733	733					75		745	745								
"NC"	2006	"FORSYTH"	"CLEMMONS PRES CHURCH"	5	240	352	592					31		459	459					75		454	454								
"NC"	2006	"FORSYTH"	"COUNTRY CLUB FIRE"	5	493	377	870					31		465	465	32	149		149	75		540	540								
"NC"	2006	"FORSYTH"	"COVENANT PRESBYTERIAN"	12	231	165	396					32	272		272					71	236		236	75		4	4				
"NC"	2006	"FORSYTH"	"EAST FORSYTH HIGH SCHOOL"	12	677	479	1156					32	751		751					71	404		404	74		373	373	72	87		87
"NC"	2006	"FORSYTH"	"EAST WINSTON HERITAGE CENTER"	12	351	21	372					32	343		343					71	348		348								
"NC"	2006	"FORSYTH"	"EASTON ELEMENTARY"	12	364	86	450					32	372		372					71	370		370								
"NC"	2006	"FORSYTH"	"FELLOWSHIP BAPT CHURCH"	12	262	312	574					32	335		335					75		197	197	73		128	128	71	59		59
"NC"	2006	"FORSYTH"	"FIRST ALLIANCE CHURCH"	5	625	551	1176					32	779		779					75		472	472	71	274		274				
"NC"	2006	"FORSYTH"	"FIRST CHRISTIAN CHURCH"	5	290	303	593					31		431	431					74		415	415								
"NC"	2006	"FORSYTH"	"FOREST PARK ELEMENTARY"	12	390	21	411					32	374		374					71	396		396								
"NC"	2006	"FORSYTH"	"FORSYTH FRIENDS MTG HSE"	5	333	474	807					31		572	572	32	4		4	75		551	551								
"NC"	2006	"FORSYTH"	"FORSYTH TECH CC WOODRUFF CTR"	12	606	17	623					32	580		580					72	601		601								
"NC"	2006	"FORSYTH"	"FORSYTH TECH WEST"	5	399	270	669					32	281		281	31		169	169	75		384	384								
"NC"	2006	"FORSYTH"	"FRIEDLAND MORAV CHURCH"	12	287	374	661					32	309		309	31		125	125	73		331	331	71	136		136				
"NC"	2006	"FORSYTH"	"GLENN HIGH SCHOOL"	5	458	717	1175					31		808	808					73		807	807								
"NC"	2006	"FORSYTH"	"GOOD SHEPHERD MO"	5	296	531	827					31		616	616					73		626	626								
"NC"	2006	"FORSYTH"	"GREEK ORTHODOX CHURCH"	5	229	221	450					31		233	233	32	82		82	74		298	298								
"NC"	2006	"FORSYTH"	"GRIFFITH FIRE STATION"	5	520	482	1002					32	614		614					75		486	486	71	257		257				
"NC"	2006	"FORSYTH"	"HANES COMMUNITY CTR"	12	514	277	791					32	633		633					72	569		569								
"NC"	2006	"FORSYTH"	"HANES/LOWRANCE MIDDLE SCHOOL"	12	281	14	295					32	264		264					72	276		276								
"NC"	2006	"FORSYTH"	"HILL MIDDLE SCHOOL"	12	245	50	295					32	257		257					71	257		257								
"NC"	2006	"FORSYTH"	"HOLY FAMILY CATHOLIC CHURCH"	5	433	673	1106					31		850	850					75		828	828								
"NC"	2006	"FORSYTH"	"IBRAHAM ELEM SCHOOL"	12	424	224	648					32	468		468					72	444		444	74		18	18				
"NC"	2006	"FORSYTH"	"JEFFERSON MIDDLE"	5	610	661	1271					31		956	956					74		879	879								
"NC"	2006	"FORSYTH"	"JOEL/VETERANS COLISEUM"	12	371	37	408					32	360		360					72	363		363								
"NC"	2006	"FORSYTH"	"JOHN WESLEY AME ZION CHURCH"	12	154	6	160					32	145		145					72	158		158								
"NC"	2006	"FORSYTH"	"KERNERSVILLE ELEM SCHOOL"	5	152	217	369					31		263	263					73		281	281								
"NC"	2006	"FORSYTH"	"KERNERSVILLE LIBRARY"	5	225	316	541					31		368	368					73		397	397								
"NC"	2006	"FORSYTH"	"KERNERSVILLE RECREATION"	5	186	264	450					31		311	311					73		308	308								
"NC"	2006	"FORSYTH"	"KINGSWOOD UNITED METH"	5	215	376	591					31		428	428					74		420	420								
"NC"	2006	"FORSYTH"	"LATHAM ELEMENTARY"	12	458	160	618					32	489		489					71	468		468								
"NC"	2006	"FORSYTH"	"LEAP ACADEMY AT KENNEDY"	12	287	11	298					32	285		285					71	290		290								
"NC"	2006	"FORSYTH"	"LEWISVILLE ELEMENTARY"	5	475	674	1149					31		836	836					75		804	804								
"NC"	2006	"FORSYTH"	"LEWISVILLE LIBRARY"	5	86	156	242					31		177	177					75		171	171								
"NC"	2006	"FORSYTH"	"LITTLE CREEEK REC CTR"	5	532	535	1067					32	677		677					75		692	692								
"NC"	2006	"FORSYTH"	"MACEDONIA BAPT CHURCH"	5	220	387	607					31		463	463					74		456	456								
"NC"	2006	"FORSYTH"	"MARTIN LUTHER KING REC"	12	251	11	262					32	248		248					72	258		258								
"NC"	2006	"FORSYTH"	"MEADOWLARK MIDDLE SCHOOL"	5	443	491	934					31		668	668					75		650	650								
"NC"	2006	"FORSYTH"	"MESSIAH MORAV CHURCH"	5	612	667	1279					31		941	941					74		886	886								
"NC"	2006	"FORSYTH"	"MILLER PARK RECREATION"	5	443	217	660					31		362	362					74		357	357								
"NC"	2006	"FORSYTH"	"MINERAL SPRINGS ELEM SCHOOL"	12	234	70	304					32	254		254					72	256		256								
"NC"	2006	"FORSYTH"	"MISSION HISPANA"	12	387	180	567					32	432		432					72	422		422								
"NC"	2006	"FORSYTH"	"MT TABOR HIGH SCHOOL"	5	652	575	1227					31		852	852					74		810	810								
"NC"	2006	"FORSYTH"	"NEW HOPE UNITED METH"	12	318	147	465					32	340		340					72	343		343								
"NC"	2006	"FORSYTH"	"NORTH HILLS ELEMENTARY SCHOOL"	12	413	73	486					32	430		430					72	422		422								
