state	year	county	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	cd2	g2006_USH_dv2	g2006_USH_rv2	g2006_USH_tv2	sd	g2006_STS_dv	g2006_STS_rv	g2006_STS_tv	sd2	g2006_STS_dv2	g2006_STS_rv2	g2006_STS_tv2	ld	g2006_STH_dv	g2006_STH_rv	g2006_STH_tv	ld2	g2006_STH_dv2	g2006_STH_rv2	g2006_STH_tv2	ld3	g2006_STH_dv3	g2006_STH_rv3	g2006_STH_tv3
"NC"	2006	"BURKE"	"DREXEL 01"	10	518	693	1211					44		788	788					86	608	626	1234								
"NC"	2006	"BURKE"	"DREXEL 03"	10	172	292	464					44		333	333					86	216	257	473								
"NC"	2006	"BURKE"	"ICARD 01"	10	206	501	707					44		537	537					86	211	502	713								
"NC"	2006	"BURKE"	"ICARD 02"	10	170	435	605					44		481	481					85	178	420	598								
"NC"	2006	"BURKE"	"ICARD 03"	10	235	591	826					44		645	645					85	251	568	819								
"NC"	2006	"BURKE"	"ICARD 04"	10	158	444	602					44		487	487					85	162	405	567	86	22	23	45				
"NC"	2006	"BURKE"	"ICARD 05"	10	148	273	421					44		292	292					85	162	257	419								
"NC"	2006	"BURKE"	"JONAS RIDGE"	10	116	83	199					44		96	96					86	116	90	206								
"NC"	2006	"BURKE"	"LINVILLE 01"	10	97	130	227					44		138	138					86	105	127	232								
"NC"	2006	"BURKE"	"LINVILLE 02"	10	159	205	364					44		219	219					86	178	192	370								
"NC"	2006	"BURKE"	"LOVELADY 01"	10	224	276	500					44		301	301					86	291	229	520								
"NC"	2006	"BURKE"	"LOVELADY 02"	10	241	461	702					44		511	511					86	289	445	734								
"NC"	2006	"BURKE"	"LOVELADY 04"	10	408	621	1029					44		653	653					86	515	558	1073								
"NC"	2006	"BURKE"	"LOWER FORK"	10	249	371	620					44		410	410					85	267	358	625								
"NC"	2006	"BURKE"	"MORGANTON 01"	10	495	250	745					44		298	298					86	521	234	755								
"NC"	2006	"BURKE"	"MORGANTON 04"	10	471	380	851					44		449	449					86	500	375	875								
"NC"	2006	"BURKE"	"MORGANTON 05"	10	405	278	683					44		320	320					86	421	264	685								
"NC"	2006	"BURKE"	"MORGANTON 06"	10	326	364	690					44		416	416					86	357	352	709								
"NC"	2006	"BURKE"	"MORGANTON 07"	10	568	740	1308					44		834	834					86	479	485	964	85	176	190	366				
"NC"	2006	"BURKE"	"MORGANTON 08"	10	360	506	866					44		567	567					86	427	457	884								
"NC"	2006	"BURKE"	"MORGANTON 09"	10	335	246	581					44		292	292					86	339	264	603								
"NC"	2006	"BURKE"	"MORGANTON 10"	10	292	334	626					44		370	370					86	320	326	646								
"NC"	2006	"BURKE"	"QUAKER MEADOWS 01"	10	747	574	1321					44		625	625					86	834	513	1347								
"NC"	2006	"BURKE"	"QUAKER MEADOWS 02"	10	428	446	874					44		455	455					86	494	412	906								
"NC"	2006	"BURKE"	"SILVER CREEK 01"	10	477	583	1060					44		631	631					86	530	565	1095								
"NC"	2006	"BURKE"	"SILVER CREEK 02"	10	209	211	420					44		240	240					85	216	195	411								
"NC"	2006	"BURKE"	"SILVER CREEK 03"	10	304	371	675					44		424	424					85	328	347	675								
"NC"	2006	"BURKE"	"UPPER CREEK"	10	155	170	325					44		165	165					86	188	142	330								
"NC"	2006	"BURKE"	"UPPER FORK"	10	144	172	316					44		179	179					85	164	148	312								
"NC"	2006	"CABARRUS"	"01-01"	8	497	761	1258					36	460	785	1245					83		903	903								
"NC"	2006	"CABARRUS"	"01-02"	8	198	402	600					36	185	411	596					83		438	438								
"NC"	2006	"CABARRUS"	"01-04"	8	351	461	812					36	322	482	804					83		573	573								
"NC"	2006	"CABARRUS"	"01-05"	8	370	643	1013					36	351	654	1005					82		731	731								
"NC"	2006	"CABARRUS"	"01-06"	8	344	537	881					36	324	554	878					82		634	634								
"NC"	2006	"CABARRUS"	"02-01"	8	321	417	738					36	296	439	735					82		516	516								
"NC"	2006	"CABARRUS"	"02-02"	8	355	686	1041					36	326	711	1037					82		792	792								
"NC"	2006	"CABARRUS"	"02-03"	8	439	736	1175					36	412	760	1172					82		865	865								
"NC"	2006	"CABARRUS"	"02-04"	12	531	709	1240					36	504	753	1257					82		844	844								
"NC"	2006	"CABARRUS"	"02-05"	8	360	690	1050					36	331	714	1045					82		787	787								
"NC"	2006	"CABARRUS"	"02-06"	8	339	387	726					36	296	421	717					82		496	496								
"NC"	2006	"CABARRUS"	"02-07"	8	326	696	1022					36	271	748	1019					82		796	796								
"NC"	2006	"CABARRUS"	"03-00"	12	264	577	841					36	357	482	839					82		611	611								
"NC"	2006	"CABARRUS"	"04-01"	8	322	423	745					36	297	436	733					83		512	512								
"NC"	2006	"CABARRUS"	"04-02"	8	259	265	524					36	255	260	515					83		344	344								
"NC"	2006	"CABARRUS"	"04-03"	8	443	449	892					36	419	459	878					83		569	569								
"NC"	2006	"CABARRUS"	"04-04"	8	228	205	433					36	206	222	428					83		271	271								
"NC"	2006	"CABARRUS"	"04-05"	8	140	194	334					36	128	201	329					83		232	232								
"NC"	2006	"CABARRUS"	"04-06"	8	194	237	431					36	194	236	430					83		301	301								
"NC"	2006	"CABARRUS"	"04-07"	8	202	401	603					36	161	431	592					83		476	476								
"NC"	2006	"CABARRUS"	"04-08"	8	133	260	393					36	124	266	390					83		308	308								
"NC"	2006	"CABARRUS"	"04-09"	8	249	393	642					36	221	411	632					83		466	466								
"NC"	2006	"CABARRUS"	"04-10"	8	316	507	823					36	296	527	823					83		602	602								
"NC"	2006	"CABARRUS"	"05-00"	8	266	533	799					36	211	587	798					83		622	622								
"NC"	2006	"CABARRUS"	"06-00"	8	197	476	673					36	182	486	668					83		506	506								
"NC"	2006	"CABARRUS"	"07-00"	8	100	242	342					36	112	233	345					83		277	277								
"NC"	2006	"CABARRUS"	"08-00"	8	453	770	1223					36	404	818	1222					83		879	879								
"NC"	2006	"CABARRUS"	"09-00"	8	207	453	660					36	212	444	656					83		501	501								
"NC"	2006	"CABARRUS"	"10-00"	8	432	786	1218					36	391	809	1200					83		901	901								
"NC"	2006	"CABARRUS"	"11-01"	8	279	487	766					36	280	478	758					83		556	556								
"NC"	2006	"CABARRUS"	"11-02"	8	333	508	841					36	286	560	846					83		636	636								
"NC"	2006	"CABARRUS"	"12-01"	8	132	114	246					36	107	138	245					82		158	158								
"NC"	2006	"CABARRUS"	"12-02"	8	243	169	412					36	233	174	407					82		211	211								
"NC"	2006	"CABARRUS"	"12-03"	8	204	435	639					36	152	487	639					82		498	498								
"NC"	2006	"CABARRUS"	"12-04"	8	310	420	730					36	249	489	738					82		510	510								
"NC"	2006	"CABARRUS"	"12-05"	8	365	533	898					36	275	628	903					82		654	654								
"NC"	2006	"CABARRUS"	"12-06"	8	254	260	514					36	225	292	517					82		337	337								
"NC"	2006	"CABARRUS"	"12-07"	8	251	67	318					36	267	44	311					82		88	88								
"NC"	2006	"CABARRUS"	"12-08"	8	138	145	283					36	137	143	280					82		180	180								
"NC"	2006	"CABARRUS"	"12-09"	8	225	352	577					36	197	376	573					82		421	421								
"NC"	2006	"CABARRUS"	"12-10"	8	207	249	456					36	139	320	459					82		350	350								
"NC"	2006	"CABARRUS"	"12-11"	8	201	287	488					36	174	314	488					82		357	357								
"NC"	2006	"CABARRUS"	"12-12"	8	192	335	527					36	187	341	528					82		383	383								
"NC"	2006	"CALDWELL"	"GAMEWELL #1"	10	280	482	762					44		528	528					84		493	493								
"NC"	2006	"CALDWELL"	"GAMEWELL #2"	10	162	333	495					44		355	355					84		333	333								
"NC"	2006	"CALDWELL"	"GLOBE/JOHNS RIVER/MULBERRY/WILSON CREEK"	10	133	416	549					44		424	424					84		396	396								
"NC"	2006	"CALDWELL"	"HUDSON #1"	10	239	557	796					44		598	598					87		591	591								
"NC"	2006	"CALDWELL"	"HUDSON #2"	10	213	387	600					44		439	439					87		444	444								
"NC"	2006	"CALDWELL"	"KINGS CREEK"	10	167	237	404					44		258	258					87		245	245								
"NC"	2006	"CALDWELL"	"LENOIR #1"	10	179	78	257					44		110	110					87		106	106								
"NC"	2006	"CALDWELL"	"LENOIR #29"	10	236	348	584					44		389	389					87		369	369								
"NC"	2006	"CALDWELL"	"LENOIR #4"	10	167	183	350					44		216	216					84		194	194	87		12	12				
"NC"	2006	"CALDWELL"	"LITTLE RIVER"	10	252	539	791					44		579	579					87		573	573								
"NC"	2006	"CALDWELL"	"LOVELADY-ONE"	10	221	611	832					44		642	642					87		648	648								
"NC"	2006	"CALDWELL"	"LOVELADY-RHODHISS"	10	326	529	855					44		585	585					87		581	581								
"NC"	2006	"CALDWELL"	"LOVELADY-TWO"	10	279	619	898					44		654	654					87		653	653								
"NC"	2006	"CALDWELL"	"LOWER CREEK #1"	10	218	220	438					44		260	260					87		253	253								
"NC"	2006	"CALDWELL"	"LOWER CREEK #2"	10	172	330	502					44		362	362					87		336	336								
"NC"	2006	"CALDWELL"	"LOWER CREEK #3"	10	381	764	1145					44		817	817					87		791	791								
"NC"	2006	"CALDWELL"	"LOWER CREEK #4"	10	134	152	286					44		166	166					87		165	165								
"NC"	2006	"CALDWELL"	"NORTH CATAWBA"	10	235	584	819					44		615	615					87		589	589								
"NC"	2006	"CALDWELL"	"NORTH CATAWBA #2"	10	233	528	761					44		577	577					87		540	540	84		6	6				
"NC"	2006	"CALDWELL"	"PATTERSON"	10	174	372	546					44		388	388					87		376	376								
"NC"	2006	"CALDWELL"	"SAWMILLS #1"	10	211	332	543					44		370	370					87		368	368								
"NC"	2006	"CALDWELL"	"SAWMILLS #2"	10	174	368	542					44		384	384					87		387	387								
"NC"	2006	"CALDWELL"	"YADKIN VALLEY"	10	102	190	292					44		196	196					87		185	185								
"NC"	2006	"CAMDEN"	"COURTHOUSE"	3	263	426	689					1	460	244	704					1	532		532								
"NC"	2006	"CAMDEN"	"SHILOH"	3	171	400	571					1	408	177	585					1	457		457								
"NC"	2006	"CAMDEN"	"SOUTH MILLS"	3	330	453	783					1	465	325	790					1	558		558								
"NC"	2006	"CARTERET"	"ATLANTIC"	3	112	182	294					2	160	137	297					13	200	92	292								
"NC"	2006	"CARTERET"	"ATLANTIC BEACH"	3	128	300	428					2	153	280	433					13	170	250	420								
"NC"	2006	"CARTERET"	"BEAUFORT 1"	3	229	190	419					2	228	192	420					13	261	152	413								
"NC"	2006	"CARTERET"	"BEAUFORT 2"	3	231	409	640					2	267	375	642					13	321	305	626								
"NC"	2006	"CARTERET"	"BETTIE"	3	26	109	135					2	31	106	137					13	55	78	133								
"NC"	2006	"CARTERET"	"BOGUE"	3	131	388	519					2	161	364	525					13	161	360	521								
"NC"	2006	"CARTERET"	"BROAD CREEK"	3	133	443	576					2	185	395	580					13	200	377	577								
"NC"	2006	"CARTERET"	"CAPE CARTERET/CEDAR POINT"	3	142	433	575					2	165	411	576					13	161	412	573								
"NC"	2006	"CARTERET"	"CEDAR ISLAND"	3	37	98	135					2	86	51	137					13	83	46	129								
"NC"	2006	"CARTERET"	"DAVIS"	3	60	96	156					2	75	82	157					13	88	63	151								
"NC"	2006	"CARTERET"	"EMERALD ISLE"	3	283	634	917					2	264	655	919					13	260	645	905								
"NC"	2006	"CARTERET"	"HARKERS ISLAND"	3	154	404	558					2	214	343	557					13	273	274	547								
"NC"	2006	"CARTERET"	"HARLOWE"	3	45	169	214					2	59	155	214					13	67	143	210								
"NC"	2006	"CARTERET"	"INDIAN BEACH/SALTER PATH"	3	60	72	132					2	61	70	131					13	74	54	128								
"NC"	2006	"CARTERET"	"MARSHALLBERG"	3	84	129	213					2	99	110	209					13	137	70	207								
"NC"	2006	"CARTERET"	"MERRIMON"	3	71	130	201					2	88	115	203					13	101	94	195								
"NC"	2006	"CARTERET"	"MILL CREEK"	3	48	184	232					2	69	160	229					13	78	145	223								
"NC"	2006	"CARTERET"	"MOREHEAD 1"	3	256	433	689					2	278	415	693					13	325	357	682								
"NC"	2006	"CARTERET"	"MOREHEAD 2"	3	257	490	747					2	290	455	745					13	365	369	734								
"NC"	2006	"CARTERET"	"MOREHEAD 3"	3	337	818	1155					2	362	794	1156					13	458	677	1135								
"NC"	2006	"CARTERET"	"MOREHEAD 4"	3	239	792	1031					2	253	781	1034					13	375	641	1016								
"NC"	2006	"CARTERET"	"NEWPORT 1"	3	285	826	1111					2	385	731	1116					13	395	712	1107								
"NC"	2006	"CARTERET"	"NEWPORT 2"	3	156	608	764					2	219	544	763					13	212	543	755								
"NC"	2006	"CARTERET"	"NORTH RIVER"	3	128	60	188					2	141	51	192					13	151	33	184								
"NC"	2006	"CARTERET"	"OTWAY/STRAITS"	3	112	435	547					2	144	407	551					13	225	314	539								
"NC"	2006	"CARTERET"	"PELETIER"	3	68	185	253					2	85	170	255					13	75	178	253								
"NC"	2006	"CARTERET"	"PINE KNOLL SHORES"	3	202	450	652					2	205	448	653					13	250	396	646								
"NC"	2006	"CARTERET"	"SEA LEVEL"	3	50	82	132					2	58	71	129					13	64	64	128								
"NC"	2006	"CARTERET"	"SMYRNA"	3	33	78	111					2	44	65	109					13	56	52	108								
"NC"	2006	"CARTERET"	"STACY"	3	21	73	94					2	32	62	94					13	39	50	89								
"NC"	2006	"CARTERET"	"STELLA"	3	69	232	301					2	83	223	306					13	84	215	299								
"NC"	2006	"CARTERET"	"WILDWOOD"	3	235	619	854					2	275	582	857					13	301	546	847								
"NC"	2006	"CARTERET"	"WILLISTON"	3	35	115	150					2	54	97	151					13	69	77	146								
"NC"	2006	"CARTERET"	"WIREGRASS"	3	107	221	328					2	126	207	333					13	155	172	327								
"NC"	2006	"CASWELL"	"ANDERSON"	13	120	98	218					24	93	142	235					50	138		138								
"NC"	2006	"CASWELL"	"HIGHTOWERS"	13	221	81	302					24	211	117	328					50	260		260								
"NC"	2006	"CASWELL"	"LEASBURG"	13	143	61	204					24	148	93	241					50	187		187								
"NC"	2006	"CASWELL"	"LOCUST HILL"	13	446	145	591					24	456	168	624					50	517		517								
"NC"	2006	"CASWELL"	"MILTON"	13	521	164	685					24	537	197	734					50	603		603								
"NC"	2006	"CASWELL"	"PELHAM"	13	507	312	819					24	478	455	933					50	642		642								
"NC"	2006	"CASWELL"	"PROSPECT HILL"	13	150	78	228					24	109	160	269					50	188		188								
"NC"	2006	"CASWELL"	"PROVIDENCE"	13	180	95	275					24	188	133	321					50	223		223								
"NC"	2006	"CASWELL"	"STONEY CREEK"	13	312	165	477					24	294	232	526					50	375		375								
"NC"	2006	"CASWELL"	"YANCEYVILLE 2"	13	278	116	394					24	259	183	442					50	340		340								
"NC"	2006	"CASWELL"	"YANCEYVILLE 4"	13	247	64	311					24	235	90	325					50	271		271								
"NC"	2006	"CATAWBA"	"BALLS CREEK"	10	277	763	1040					42	321	722	1043					89		891	891								
"NC"	2006	"CATAWBA"	"BANOAK"	10	255	545	800					42	304	491	795					96		579	579								
"NC"	2006	"CATAWBA"	"BLACKBURN"	10	275	418	693					42	320	375	695					96		473	473								
"NC"	2006	"CATAWBA"	"BROOKFORD"	10	118	97	215					42	136	83	219					96		115	115								
"NC"	2006	"CATAWBA"	"CATAWBA"	10	469	503	972					42	519	462	981					89		660	660								
"NC"	2006	"CATAWBA"	"CLAREMONT"	10	370	540	910					42	411	506	917					89		677	677								
"NC"	2006	"CATAWBA"	"COLLEGE PARK"	10	188	190	378					42	202	181	383					88	195	185	380								
"NC"	2006	"CATAWBA"	"CONOVER EAST"	10	402	613	1015					42	430	590	1020					96		736	736								
"NC"	2006	"CATAWBA"	"CONOVER WEST"	10	372	480	852					42	407	455	862					96		581	581								
"NC"	2006	"CATAWBA"	"EAST MAIDEN"	10	245	515	760					42	280	485	765					89		573	573								
"NC"	2006	"CATAWBA"	"EAST NEWTON"	10	126	51	177					42	131	48	179					96		57	57								
"NC"	2006	"CATAWBA"	"FALLING CREEK"	10	458	679	1137					42	508	633	1141					88	496	636	1132								
"NC"	2006	"CATAWBA"	"GREENMONT"	10	204	156	360					42	212	147	359					88	219	142	361								
"NC"	2006	"CATAWBA"	"HIGHLAND"	10	336	354	690					42	365	334	699					88	351	341	692								
"NC"	2006	"CATAWBA"	"KENWORTH"	10	385	106	491					42	401	90	491					88	398	89	487								
"NC"	2006	"CATAWBA"	"LAKE NORMAN"	10	239	582	821					42	285	539	824					89		651	651								
"NC"	2006	"CATAWBA"	"LONGVIEW NORTH"	10	196	257	453					42	222	230	452					96		306	306								
"NC"	2006	"CATAWBA"	"LONGVIEW SOUTH"	10	186	207	393					42	207	184	391					96		234	234								
"NC"	2006	"CATAWBA"	"MAIDEN"	10	422	609	1031					42	452	580	1032					89		703	703								
"NC"	2006	"CATAWBA"	"MONOGRAM"	10	164	319	483					42	184	304	488					89		379	379								
"NC"	2006	"CATAWBA"	"MOUNT OLIVE"	10	390	611	1001					42	436	567	1003					89		720	720								
"NC"	2006	"CATAWBA"	"MOUNTAIN VIEW #1"	10	498	771	1269					42	541	726	1267					96		906	906								
"NC"	2006	"CATAWBA"	"MOUNTAIN VIEW #2"	10	447	820	1267					42	494	778	1272					96		953	953								
"NC"	2006	"CATAWBA"	"NORTH NEWTON"	10	244	308	552					42	274	280	554					96		368	368								
"NC"	2006	"CATAWBA"	"NORTHWEST"	10	323	689	1012					42	371	642	1013					88	320	686	1006								
"NC"	2006	"CATAWBA"	"OAKLAND HEIGHTS"	10	325	494	819					42	360	461	821					88	338	468	806								
"NC"	2006	"CATAWBA"	"OAKWOOD"	10	292	467	759					42	333	432	765					88	308	436	744								
"NC"	2006	"CATAWBA"	"OXFORD"	10	382	654	1036					42	435	598	1033					89		743	743								
"NC"	2006	"CATAWBA"	"RIDGEVIEW"	10	276	6	282					42	278	6	284					88	278	4	282								
"NC"	2006	"CATAWBA"	"SANDY RIDGE"	10	529	600	1129					42	578	557	1135					96		759	759								
"NC"	2006	"CATAWBA"	"SHERRILLS FORD"	10	384	680	1064					42	428	640	1068					89		775	775								
"NC"	2006	"CATAWBA"	"SOUTH NEWTON"	10	513	540	1053					42	557	508	1065					89		672	672								
"NC"	2006	"CATAWBA"	"SPRINGS"	10	663	1209	1872					42	799	1070	1869					96		1388	1388								
"NC"	2006	"CATAWBA"	"ST STEPHENS #1"	10	342	649	991					42	417	579	996					96		750	750								
"NC"	2006	"CATAWBA"	"ST STEPHENS #2"	10	300	523	823					42	381	449	830					96		627	627								
"NC"	2006	"CATAWBA"	"STARTOWN"	10	606	990	1596					42	658	934	1592					96		754	754	89		436	436				
"NC"	2006	"CATAWBA"	"SWEETWATER"	10	220	369	589					42	259	330	589					96		396	396	88	15	16	31				
"NC"	2006	"CATAWBA"	"VIEWMONT #1"	10	352	670	1022					42	416	605	1021					88	378	625	1003								
"NC"	2006	"CATAWBA"	"VIEWMONT #2"	10	343	408	751					42	375	377	752					88	360	384	744								
"NC"	2006	"CATAWBA"	"WEST NEWTON"	10	269	320	589					42	309	281	590					96		373	373								
"NC"	2006	"CHATHAM"	"ALBRIGHT"	2	300	263	563					18	352		352					54	338	239	577								
"NC"	2006	"CHATHAM"	"BENNETT"	2	195	168	363					18	204		204					54	168	182	350								
"NC"	2006	"CHATHAM"	"BONLEE"	2	320	224	544					18	341		341					54	314	224	538								
"NC"	2006	"CHATHAM"	"BYNUM"	4	615	205	820					18	659		659					54	631	193	824								
"NC"	2006	"CHATHAM"	"CAROLINA MEADOWS"	4	357	137	494					18	351		351					54	337	147	484								
"NC"	2006	"CHATHAM"	"EAST SILER CITY"	2	866	446	1312					18	905		905					54	918	412	1330								
"NC"	2006	"CHATHAM"	"EAST WILLIAMS"	4	262	186	448					18	301		301					54	262	170	432								
"NC"	2006	"CHATHAM"	"GOLDSTON"	2	560	312	872					18	591		591					54	530	328	858								
"NC"	2006	"CHATHAM"	"HADLEY"	4	300	147	447	2	82	63	145	18	420		420					54	399	193	592								
"NC"	2006	"CHATHAM"	"HARPERS CROSSROADS"	2	136	173	309					18	158		158					54	139	165	304								
"NC"	2006	"CHATHAM"	"HICKORY MOUNTAIN"	2	364	215	579					18	395		395					54	367	202	569								
"NC"	2006	"CHATHAM"	"MANNS CHAPEL"	4	1324	318	1642					18	1361		1361					54	1320	294	1614								
"NC"	2006	"CHATHAM"	"NEW HOPE"	4	351	291	642					18	435		435					54	340	289	629								
"NC"	2006	"CHATHAM"	"NORTH WILLIAMS"	4	1087	565	1652					18	1233		1233					54	1023	581	1604								
"NC"	2006	"CHATHAM"	"OAKLAND"	2	274	146	420					18	279		279					54	267	153	420								
"NC"	2006	"CHATHAM"	"PITTSBORO"	2	1618	521	2139	4	34	14	48	18	1641		1641					54	1619	557	2176								
"NC"	2006	"CHATHAM"	"THREE RIVERS"	2	405	266	671					18	418		418					54	277	281	558								
"NC"	2006	"CHATHAM"	"WEST SILER CITY"	2	576	336	912					18	631		631					54	594	322	916								
"NC"	2006	"CHATHAM"	"WEST WILLIAMS"	4	1333	580	1913					18	1423		1423					54	1285	595	1880								
"NC"	2006	"CHEROKEE"	"ANDREWS NORTH WARD"	11	423	294	717					50	519	231	750					120		538	538								
"NC"	2006	"CHEROKEE"	"ANDREWS SOUTH WARD"	11	398	362	760					50	523	273	796					120		630	630								
"NC"	2006	"CHEROKEE"	"BEAVERDAM Y"	11	81	111	192					50	124	80	204					120		145	145								
"NC"	2006	"CHEROKEE"	"BEAVERDAM Z"	11	70	130	200					50	127	79	206					120		160	160								
"NC"	2006	"CHEROKEE"	"BELLVIEW"	11	204	182	386					50	279	121	400					120		258	258								
"NC"	2006	"CHEROKEE"	"BRASSTOWN"	11	180	157	337					50	240	108	348					120		248	248								
"NC"	2006	"CHEROKEE"	"HANGING DOG"	11	114	219	333					50	194	163	357					120		300	300								
"NC"	2006	"CHEROKEE"	"HIWASSEE DAM"	11	296	373	669					50	364	334	698					120		477	477								
"NC"	2006	"CHEROKEE"	"HOT HOUSE"	11	161	237	398					50	211	215	426					120		301	301								
"NC"	2006	"CHEROKEE"	"MARBLE"	11	318	289	607					50	435	199	634					120		491	491								
"NC"	2006	"CHEROKEE"	"MURPHY NORTH"	11	466	374	840					50	684	207	891					120		650	650								
"NC"	2006	"CHEROKEE"	"MURPHY SOUTH"	11	474	379	853					50	634	282	916					120		678	678								
"NC"	2006	"CHEROKEE"	"NOTLA Y"	11	273	298	571					50	417	194	611					120		434	434								
"NC"	2006	"CHEROKEE"	"NOTLA Z"	11	139	159	298					50	182	132	314					120		207	207								
"NC"	2006	"CHEROKEE"	"PEACHTREE"	11	428	462	890					50	667	273	940					120		696	696								
"NC"	2006	"CHEROKEE"	"TOPTON"	11	102	117	219					50	129	95	224					120		173	173								
"NC"	2006	"CHOWAN"	"CENTER HILL"	1	131		131					4	115	61	176					2	126	58	184								
"NC"	2006	"CHOWAN"	"EAST EDENTON"	1	337		337					4	297	102	399					2	331	86	417								
"NC"	2006	"CHOWAN"	"ROCKY HOCK"	1	194		194					4	166	131	297					2	195	118	313								
"NC"	2006	"CHOWAN"	"WARDVILLE"	1	124		124					4	95	96	191					2	120	85	205								
"NC"	2006	"CHOWAN"	"WEST EDENTON"	1	494		494					4	405	249	654					2	495	199	694								
"NC"	2006	"CHOWAN"	"YEOPIM"	1	240		240					4	197	186	383					2	235	159	394								
"NC"	2006	"CLAY"	"BRASSTOWN"	11	110	161	271					50	169	108	277					120		196	196								
"NC"	2006	"CLAY"	"HAYESVILLE CENTRAL"	11	54	42	96					50	65	32	97					120		65	65								
"NC"	2006	"CLAY"	"HAYESVILLE ONE"	11	110	132	242					50	145	97	242					120		165	165								
"NC"	2006	"CLAY"	"HAYESVILLE TWO"	11	130	129	259					50	148	112	260					120		186	186								
"NC"	2006	"CLAY"	"HIAWASSEE"	11	146	166	312					50	182	132	314					120		215	215								
"NC"	2006	"CLAY"	"SHOOTING CREEK"	11	143	256	399					50	185	215	400					120		277	277								
"NC"	2006	"CLAY"	"SWEETWATER"	11	98	126	224					50	140	83	223					120		151	151								
"NC"	2006	"CLAY"	"TUSQUITTEE"	11	99	105	204					50	120	83	203					120		122	122								
