state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_GOV_dv	g2004_GOV_rv	g2004_GOV_tv	g2004_STS_dv	g2004_STS_rv	g2004_STS_tv	g2004_STH_dv	g2004_STH_rv	g2004_STH_tv	cd	ld	sd
"MT"	2004	"Missoula"	"31"	19	21	40	15	21	36	18	11	29							1	100	50
"MT"	2004	"Missoula"	"35"	74	211	285	55	224	279	127	151	278							1	100	50
"MT"	2004	"Musselshell"	"1"	138	301	439	92	335	427	188	243	431							1	45	23
"MT"	2004	"Musselshell"	"3"	120	278	398	94	303	397	181	210	391							1	45	23
"MT"	2004	"Musselshell"	"5"	95	388	483	84	392	476	157	304	461							1	45	23
"MT"	2004	"Musselshell"	"6"	151	508	659	119	526	645	234	405	639							1	45	23
"MT"	2004	"Musselshell"	"7"	16	108	124	13	109	122	33	87	120							1	45	23
"MT"	2004	"Musselshell"	"8"	18	80	98	14	83	97	26	67	93							1	45	23
"MT"	2004	"Park"	"5-C"	33	42	75	33	39	72	43	30	73							1	61	31
"MT"	2004	"Park"	"5_A"	170	410	580	157	435	592	213	376	589							1	61	31
"MT"	2004	"Park"	"5_B"	396	463	859	354	498	852	423	402	825							1	61	31
"MT"	2004	"Park"	"5_D"	146	240	386	121	259	380	162	220	382							1	61	31
"MT"	2004	"Park"	"6_A"	54	113	167	47	120	167	79	85	164							1	61	31
"MT"	2004	"Park"	"6_B"	175	377	552	160	382	542	224	312	536							1	61	31
"MT"	2004	"Park"	"7_A"	28	80	108	32	74	106	41	60	101							1	61	31
"MT"	2004	"Park"	"7_B"	9	37	46	8	38	46	14	31	45							1	61	31
"MT"	2004	"Park"	"7_C"	74	252	326	64	265	329	115	208	323							1	61	31
"MT"	2004	"Park"	"7_D"	154	406	560	125	430	555	215	328	543							1	61	31
"MT"	2004	"Park"	"1"	418	380	798	361	408	769	484	284	768							1	62	31
"MT"	2004	"Park"	"2"	376	361	737	335	400	735	440	273	713							1	62	31
"MT"	2004	"Park"	"2_B"	317	570	887	270	609	879	429	440	869							1	62	31
"MT"	2004	"Park"	"3"	423	651	1074	388	662	1050	555	490	1045							1	62	31
"MT"	2004	"Park"	"4"	426	389	815	346	460	806	478	316	794							1	62	31
"MT"	2004	"Petroleum"	"1"	55	228	283	33	248	281	95	185	280							1	30	15
"MT"	2004	"Phillips"	"11"	5	51	56	4	49	53	9	47	56							1	32	16
"MT"	2004	"Phillips"	"12_S"	51	256	307	32	268	300	96	196	292							1	32	16
"MT"	2004	"Phillips"	"2_S"	23	31	54	14	37	51	29	23	52							1	32	16
"MT"	2004	"Phillips"	"5"	16	65	81	10	69	79	16	62	78							1	32	16
"MT"	2004	"Phillips"	"6"	1	28	29	2	27	29	6	24	30							1	32	16
"MT"	2004	"Phillips"	"8_S"	2	13	15	2	14	16	7	8	15							1	32	16
"MT"	2004	"Phillips"	"12_N"	32	144	176	26	146	172	68	19	87							1	35	18
"MT"	2004	"Phillips"	"16"	15	86	101	8	92	100	34	64	98							1	35	18
"MT"	2004	"Phillips"	"2_N"	22	49	71	22	49	71	40	29	69							1	35	18
"MT"	2004	"Phillips"	"7"	4	55	59	2	58	60	15	42	57							1	35	18
"MT"	2004	"Phillips"	"8_N"	68	166	234	41	188	229	116	116	232							1	35	18
"MT"	2004	"Phillips"	"9_1"	103	264	367	63	296	359	164	194	358							1	35	18
"MT"	2004	"Phillips"	"9_2"	114	469	583	75	491	566	230	339	569							1	35	18
"MT"	2004	"Pondera"	"20"	182	24	206	174	27	201	178	14	192							1	15	8
"MT"	2004	"Pondera"	"19"	87	107	194	53	138	191	113	75	188							1	27	14
"MT"	2004	"Pondera"	"23"	21	103	124	19	102	121	48	74	122							1	27	14
"MT"	2004	"Pondera"	"24"	212	489	701	147	538	685	316	366	682							1	27	14
"MT"	2004	"Pondera"	"27"	183	341	524	121	407	528	268	251	519							1	27	14
"MT"	2004	"Pondera"	"28"	135	438	573	98	477	575	234	327	561							1	27	14
"MT"	2004	"Pondera"	"34"	68	197	265	43	214	257	110	153	263							1	27	14
"MT"	2004	"Pondera"	"35"	68	154	222	47	176	223	106	116	222							1	27	14
"MT"	2004	"Powder River"	"1"	6	12	18	0	14	14	2	11	13							1	39	20
"MT"	2004	"Powder River"	"11"	11	170	181	13	166	179	45	133	178							1	39	20
"MT"	2004	"Powder River"	"12"	89	432	521	59	445	504	169	326	495							1	39	20
"MT"	2004	"Powder River"	"3"	5	33	38	6	30	36	9	29	38							1	39	20
"MT"	2004	"Powder River"	"7"	7	16	23	3	19	22	10	11	21							1	39	20
"MT"	2004	"Powder River"	"9"	14	59	73	9	59	68	17	50	67							1	39	20
"MT"	2004	"Powder River"	"4"	9	37	46	6	40	46	10	36	46							1	41	21
"MT"	2004	"Powder River"	"5"	15	74	89	10	76	86	25	59	84							1	41	21
"MT"	2004	"Powder River"	"6"	1	23	24	2	21	23	4	18	22							1	41	21
"MT"	2004	"Powell"	"12"	2	2	4	3	4	7	2	2	4							1	17	9
"MT"	2004	"Powell"	"14"	44	18	62	41	119	160	70	76	146							1	17	9
"MT"	2004	"Powell"	"1"	23	120	143	16	119	135	32	103	135							1	84	42
"MT"	2004	"Powell"	"10"	9	64	73	7	59	66	21	46	67							1	84	42
"MT"	2004	"Powell"	"11"	17	57	74	18	55	73	23	53	76							1	84	42
"MT"	2004	"Powell"	"12"	25	119	144	21	113	134	41	105	146							1	84	42
"MT"	2004	"Powell"	"14"	7	103	110	7	18	25	18	7	25							1	84	42
"MT"	2004	"Powell"	"16"	22	26	48	13	70	83	27	7	34							1	84	42
"MT"	2004	"Powell"	"3"	50	185	235	47	181	228	73	158	231							1	84	42
"MT"	2004	"Powell"	"8"	60	140	200	59	138	197	97	100	197							1	84	42
"MT"	2004	"Powell"	"16"	15	69	84	19	32	51	26	52	78							1	85	43
"MT"	2004	"Powell"	"3"	42	134	176	32	143	175	75	98	173							1	85	43
"MT"	2004	"Powell"	"4"	101	223	324	74	232	306	162	159	321							1	85	43
"MT"	2004	"Powell"	"5"	111	235	346	83	257	340	162	174	336							1	85	43
"MT"	2004	"Powell"	"6"	115	256	371	100	265	365	206	159	365							1	85	43
"MT"	2004	"Powell"	"7"	118	242	360	107	239	346	213	148	361							1	85	43
"MT"	2004	"Prairie"	"1"	63	120	183	46	135	181	77	107	184							1	39	20
"MT"	2004	"Prairie"	"2"	57	110	167	30	126	156	80	83	163							1	39	20
"MT"	2004	"Prairie"	"3"	39	139	178	36	136	172	58	117	175							1	39	20
"MT"	2004	"Prairie"	"4"	22	177	199	18	178	196	45	150	195							1	39	20
"MT"	2004	"Ravalli"	"1"	31	93	124	31	89	120	47	70	117							1	87	44
"MT"	2004	"Ravalli"	"10"	202	466	668	177	481	658	287	366	653							1	87	44
"MT"	2004	"Ravalli"	"13"	4	224	228	3	238	241	28	199	227							1	87	44
"MT"	2004	"Ravalli"	"14"	138	269	407	120	276	396	178	222	400							1	87	44
"MT"	2004	"Ravalli"	"2"	174	394	568	167	279	446	237	320	557							1	87	44
"MT"	2004	"Ravalli"	"3"	177	566	743	151	567	718	255	468	723							1	87	44
"MT"	2004	"Ravalli"	"4"	78	209	287	71	211	282	122	162	284							1	87	44
"MT"	2004	"Ravalli"	"5"	85	292	377	82	292	374	139	228	367							1	87	44
"MT"	2004	"Ravalli"	"6"	512	1095	1607	430	1139	1569	688	877	1565							1	87	44
"MT"	2004	"Ravalli"	"11"	158	415	573	143	421	564	238	324	562							1	88	44
"MT"	2004	"Ravalli"	"7"	478	860	1338	417	894	1311	695	591	1286							1	88	44
"MT"	2004	"Ravalli"	"8"	231	486	717	227	497	724	331	380	711							1	88	44
"MT"	2004	"Ravalli"	"9"	761	993	1754	662	1044	1706	940	758	1698							1	88	44
"MT"	2004	"Ravalli"	"12"	546	1404	1950	493	1432	1925	825	1077	1902							1	89	45
"MT"	2004	"Ravalli"	"15"	401	916	1317	362	911	1273	601	679	1280							1	89	45
"MT"	2004	"Ravalli"	"16"	399	1023	1422	362	1026	1388	595	796	1391							1	89	45
"MT"	2004	"Ravalli"	"19"	136	307	443	110	316	426	206	223	429							1	89	45
"MT"	2004	"Ravalli"	"17"	320	675	995	277	697	974	477	488	965							1	90	45
"MT"	2004	"Ravalli"	"18"	285	465	750	232	502	734	391	351	742							1	90	45
"MT"	2004	"Ravalli"	"20"	373	695	1068	332	721	1053	526	525	1051							1	90	45
"MT"	2004	"Ravalli"	"21"	399	941	1340	361	938	1299	584	721	1305							1	90	45
"MT"	2004	"Ravalli"	"22"	256	491	747	234	518	752	385	357	742							1	90	45
"MT"	2004	"Richland"	"12a"	4	29	33	5	27	32	10	22	32							1	36	18
"MT"	2004	"Richland"	"17"	21	86	107	20	91	111	40	69	109							1	36	18
"MT"	2004	"Richland"	"19"	28	114	142	26	112	138	62	75	137							1	36	18
"MT"	2004	"Richland"	"7a"	39	75	114	38	60	98	55	43	98							1	36	18
"MT"	2004	"Richland"	"1"	56	155	211	62	151	213	86	125	211							1	37	19
"MT"	2004	"Richland"	"12b"	117	320	437	105	312	417	187	231	418							1	37	19
"MT"	2004	"Richland"	"2"	100	237	337	90	236	326	148	178	326							1	37	19
"MT"	2004	"Richland"	"22"	85	313	398	73	324	397	144	250	394							1	37	19
"MT"	2004	"Richland"	"23"	125	409	534	120	412	532	193	323	516							1	37	19
"MT"	2004	"Richland"	"3"	146	230	376	122	242	364	167	204	371							1	37	19
"MT"	2004	"Richland"	"4"	74	220	294	71	223	294	104	181	285							1	37	19
"MT"	2004	"Richland"	"5"	98	214	312	87	224	311	147	159	306							1	37	19
"MT"	2004	"Richland"	"7b"	30	59	89	32	77	109	44	58	102							1	37	19
"MT"	2004	"Richland"	"8"	148	468	616	136	465	601	213	390	603							1	37	19
"MT"	2004	"Richland"	"9"	49	181	230	54	178	232	79	146	225							1	37	19
"MT"	2004	"Roosevelt"	"15"	178	45	223	144	72	216	169	29	198							1	31	16
"MT"	2004	"Roosevelt"	"16"	199	66	265	164	96	260	206	40	246							1	31	16
"MT"	2004	"Roosevelt"	"18"	533	230	763	422	323	745	536	150	686							1	31	16
"MT"	2004	"Roosevelt"	"22"	65	81	146	50	92	142	75	65	140							1	31	16
"MT"	2004	"Roosevelt"	"24"	297	145	442	227	194	421	301	97	398							1	31	16
"MT"	2004	"Roosevelt"	"26"	247	338	585	151	431	582	268	308	576							1	31	16
"MT"	2004	"Roosevelt"	"27"	271	84	355	222	121	343	269	43	312							1	31	16
"MT"	2004	"Roosevelt"	"10"	98	104	202	75	126	201	112	87	199							1	36	18
"MT"	2004	"Roosevelt"	"12"	130	294	424	91	319	410	203	204	407							1	36	18
"MT"	2004	"Roosevelt"	"17"	34	96	130	17	109	126	57	70	127							1	36	18
"MT"	2004	"Roosevelt"	"2"	64	131	195	44	147	191	69	112	181							1	36	18
"MT"	2004	"Roosevelt"	"20"	24	40	64	16	53	69	36	28	64							1	36	18
"MT"	2004	"Roosevelt"	"28"	55	108	163	34	127	161	76	90	166							1	36	18
"MT"	2004	"Rosebud"	"15"	412	109	521	388	126	514	396	55	451							1	41	21
"MT"	2004	"Rosebud"	"17"	156	137	293	134	146	280	168	93	261							1	41	21
"MT"	2004	"Rosebud"	"30"	19	37	56	19	37	56	28	28	56							1	41	21
"MT"	2004	"Rosebud"	"7"	15	44	59	15	44	59	20	38	58							1	41	21
"MT"	2004	"Rosebud"	"11"	10	55	65	14	56	70	19	46	65							1	43	22
"MT"	2004	"Rosebud"	"21"	23	679	702	23	86	109	36	76	112							1	43	22
"MT"	2004	"Rosebud"	"3"	186	276	462	141	317	458	250	208	458							1	43	22
"MT"	2004	"Rosebud"	"32"	404	88	492	331	751	1082	639	434	1073							1	43	22
"MT"	2004	"Rosebud"	"6"	200	226	426	149	273	422	275	142	417							1	43	22
"MT"	2004	"Rosebud"	"10"	34	119	153	24	128	152	65	82	147							1	45	23
"MT"	2004	"Rosebud"	"20"	52	156	208	37	162	199	75	127	202							1	45	23
"MT"	2004	"Rosebud"	"26"	9	56	65	7	60	67	19	49	68							1	45	23
"MT"	2004	"Sanders"	"1"	86	167	253	92	141	233	110	132	242							1	13	7
"MT"	2004	"Sanders"	"2"	101	229	330	102	221	323	141	186	327							1	13	7
"MT"	2004	"Sanders"	"3"	132	379	511	150	353	503	190	308	498							1	13	7
"MT"	2004	"Sanders"	"4"	37	110	147	35	111	146	50	92	142							1	13	7
"MT"	2004	"Sanders"	"5"	434	1017	1451	427	979	1406	570	853	1423							1	13	7
"MT"	2004	"Sanders"	"6"	343	992	1335	303	1017	1320	582	725	1307							1	13	7
"MT"	2004	"Sanders"	"7"	206	308	514	178	331	509	276	229	505							1	13	7
"MT"	2004	"Sanders"	"10"	91	91	182	82	97	179	105	70	175							1	14	7
"MT"	2004	"Sanders"	"8"	52	128	180	46	141	187	74	112	186							1	14	7
"MT"	2004	"Sanders"	"9"	20	40	60	18	42	60	26	34	60							1	14	7
"MT"	2004	"Sheridan"	"1"	72	136	208	44	160	204	91	115	206							1	36	18
"MT"	2004	"Sheridan"	"10"	120	182	302	93	201	294	138	154	292							1	36	18
"MT"	2004	"Sheridan"	"17"	91	118	209	59	148	207	116	95	211							1	36	18
"MT"	2004	"Sheridan"	"18"	106	107	213	78	130	208	128	81	209							1	36	18
"MT"	2004	"Sheridan"	"20"	153	158	311	104	203	307	175	131	306							1	36	18
"MT"	2004	"Sheridan"	"5"	60	94	154	41	114	155	73	82	155							1	36	18
"MT"	2004	"Sheridan"	"8"	116	176	292	83	202	285	133	149	282							1	36	18
"MT"	2004	"Sheridan"	"9"	128	188	316	96	209	305	151	142	293							1	36	18
"MT"	2004	"Silver Bow"	"16E&W"	445	274	719	366	347	713	531	176	707							1	73	37
"MT"	2004	"Silver Bow"	"19N&S"	238	176	414	196	210	406	314	95	409							1	73	37
"MT"	2004	"Silver Bow"	"22C"	364	229	593	302	268	570	410	156	566							1	73	37
"MT"	2004	"Silver Bow"	"23N&S"	327	223	550	271	246	517	419	115	534							1	73	37
"MT"	2004	"Silver Bow"	"24N&S"	521	282	803	433	339	772	628	168	796							1	73	37
"MT"	2004	"Silver Bow"	"26E&W"	82	78	160	72	86	158	110	50	160							1	73	37
"MT"	2004	"Silver Bow"	"27S"	169	192	361	140	226	366	238	129	367							1	73	37
"MT"	2004	"Silver Bow"	"28C"	39	60	99	39	62	101	62	39	101							1	73	37
"MT"	2004	"Silver Bow"	"29C"	21	47	68	17	50	67	36	32	68							1	73	37
"MT"	2004	"Silver Bow"	"20N&S"	324	262	586	267	306	573	408	159	567							1	74	37
"MT"	2004	"Silver Bow"	"5C"	441	250	691	350	328	678	512	176	688							1	74	37
"MT"	2004	"Silver Bow"	"6C"	379	277	656	304	333	637	470	168	638							1	74	37
"MT"	2004	"Silver Bow"	"7N&S"	367	314	681	269	412	681	438	242	680							1	74	37
"MT"	2004	"Silver Bow"	"8E&W"	577	597	1174	391	759	1150	687	440	1127							1	74	37
"MT"	2004	"Silver Bow"	"9E&W"	480	567	1047	371	679	1050	625	413	1038							1	74	37
"MT"	2004	"Silver Bow"	"18C"	249	117	366	210	138	348	299	60	359							1	75	38
"MT"	2004	"Silver Bow"	"1C"	386	202	588	312	259	571	460	117	577							1	75	38
"MT"	2004	"Silver Bow"	"21N&S"	418	260	678	335	317	652	498	160	658							1	75	38
"MT"	2004	"Silver Bow"	"2C"	419	268	687	325	353	678	506	167	673							1	75	38
"MT"	2004	"Silver Bow"	"3C"	409	261	670	322	331	653	500	152	652							1	75	38
"MT"	2004	"Silver Bow"	"4C"	393	284	677	309	357	666	479	192	671							1	75	38
"MT"	2004	"Silver Bow"	"9N"	162	149	311	130	181	311	183	130	313							1	75	38
"MT"	2004	"Silver Bow"	"10E,N&S"	237	102	339	196	137	333	284	50	334							1	76	38
"MT"	2004	"Silver Bow"	"11N&S"	320	175	495	273	211	484	387	104	491							1	76	38
"MT"	2004	"Silver Bow"	"12C"	213	66	279	175	103	278	235	26	261							1	76	38
"MT"	2004	"Silver Bow"	"13N&S"	351	146	497	286	199	485	360	118	478							1	76	38
"MT"	2004	"Silver Bow"	"14C"	273	120	393	239	145	384	292	92	384							1	76	38
"MT"	2004	"Silver Bow"	"15N&S"	377	193	570	320	234	554	410	136	546							1	76	38
"MT"	2004	"Silver Bow"	"17N&S"	272	136	408	227	162	389	307	78	385							1	76	38
"MT"	2004	"Silver Bow"	"25C"	30	45	75	25	47	72	38	34	72							1	76	38
"MT"	2004	"Silver Bow"	"27N"	24	29	53	18	36	54	35	16	51							1	76	38
"MT"	2004	"Still Water"	"1"	362	1180	1542	265	1251	1516	645	859	1504							1	60	30
"MT"	2004	"Still Water"	"10"	52	124	176	44	132	176	86	93	179							1	60	30
"MT"	2004	"Still Water"	"11"	60	142	202	40	157	197	84	105	189							1	60	30
"MT"	2004	"Still Water"	"13"	200	624	824	158	652	810	335	478	813							1	60	30
"MT"	2004	"Still Water"	"2"	281	657	938	245	690	935	467	442	909							1	60	30
"MT"	2004	"Still Water"	"4"	30	145	175	28	143	171	64	107	171							1	60	30
"MT"	2004	"Still Water"	"7"	14	87	101	9	92	101	35	66	101							1	60	30
"MT"	2004	"Still Water"	"9"	26	131	157	18	135	153	58	96	154							1	60	30
"MT"	2004	"Sweet Grass"	"5"	76	310	386	53	325	378	123	252	375							1	60	30
"MT"	2004	"Sweet Grass"	"1"	110	324	434	95	341	436	165	257	422							1	61	31
"MT"	2004	"Sweet Grass"	"2"	126	292	418	105	309	414	157	253	410							1	61	31
"MT"	2004	"Sweet Grass"	"3"	88	358	446	71	370	441	127	306	433							1	61	31
"MT"	2004	"Sweet Grass"	"4"	45	225	270	35	232	267	68	198	266							1	61	31
"MT"	2004	"Teton"	"1"	454	935	1389	346	993	1339	613	760	1373							1	17	9
"MT"	2004	"Teton"	"11"	44	165	209	29	157	186	93	104	197							1	17	9
"MT"	2004	"Teton"	"17"	121	242	363	92	271	363	177	190	367							1	17	9
"MT"	2004	"Teton"	"6"	113	209	322	66	247	313	148	173	321							1	17	9
"MT"	2004	"Teton"	"7"	315	681	996	244	717	961	461	521	982							1	17	9
"MT"	2004	"Toole"	"KE1"	24	50	74	21	49	70	38	35	73							1	16	8
"MT"	2004	"Toole"	"KE3"	5	29	34	6	28	34	12	22	34							1	16	8
"MT"	2004	"Toole"	"OI6"	9	52	61	10	54	64	22	36	58							1	16	8
"MT"	2004	"Toole"	"SH6"	62	157	219	44	171	215	87	124	211							1	16	8
"MT"	2004	"Toole"	"SU1"	83	121	204	74	130	204	107	89	196							1	16	8
"MT"	2004	"Toole"	"SU3"	28	78	106	16	90	106	45	58	103							1	16	8
"MT"	2004	"Toole"	"SW7"	26	61	87	21	60	81	46	38	84							1	16	8
"MT"	2004	"Toole"	"DG4"				34	130	164	90	70	160							1	27	14
"MT"	2004	"Toole"	"SH6"																1	27	14
"MT"	2004	"Toole"	"DG4"	56	114	170													1	28	14
"MT"	2004	"Toole"	"OI6"																1	28	14
"MT"	2004	"Toole"	"SH1"	110	308	418	90	320	410	180	211	391							1	28	14
"MT"	2004	"Toole"	"SH2"	141	292	433	118	193	311	207	209	416							1	28	14
"MT"	2004	"Toole"	"SH3"	146	321	467	108	349	457	221	241	462							1	28	14
"MT"	2004	"Toole"	"SH6"																1	28	14
"MT"	2004	"Toole"	"SU3"																1	28	14
"MT"	2004	"Toole"	"SW7"																1	28	14
"MT"	2004	"Treasure"	"3"	3	42	45	4	38	42	11	29	40							1	43	22
"MT"	2004	"Treasure"	"4"	113	273	386	76	305	381	168	200	368							1	43	22
"MT"	2004	"Treasure"	"6"	5	33	38	2	35	37	9	30	39							1	43	22
"MT"	2004	"Valley"	"5"	14	164	178	104	203	307	193	109	302							1	31	16
"MT"	2004	"Valley"	"5_11"	126	21	147	128	36	164	127	11	138							1	31	16
"MT"	2004	"Valley"	"7"	111	290	401	72	333	405	195	202	397							1	32	16
"MT"	2004	"Valley"	"1"	233	441	674	161	500	661	370	284	654							1	35	18
"MT"	2004	"Valley"	"2"	169	241	410	116	282	398	236	155	391							1	35	18
"MT"	2004	"Valley"	"3"	233	306	539	166	382	548	350	187	537							1	35	18
"MT"	2004	"Valley"	"4"	114	178	292	84	204	288	179	108	287							1	35	18
"MT"	2004	"Valley"	"4_10"	6	111	117	8	107	115	20	93	113							1	35	18
"MT"	2004	"Valley"	"6"	173	408	581	150	433	583	290	269	559							1	35	18
"MT"	2004	"Valley"	"8"	55	151	206	49	156	205	108	97	205							1	35	18
"MT"	2004	"Valley"	"9"	70	165	235	47	207	254	147	106	253							1	35	18
"MT"	2004	"Wheatland"	"1"	14	61	75	12	61	73	17	59	76							1	83	42
"MT"	2004	"Wheatland"	"2"	133	282	415	98	310	408	182	228	410							1	83	42
"MT"	2004	"Wheatland"	"3"	13	63	76	11	69	80	25	54	79							1	83	42
"MT"	2004	"Wheatland"	"4"	34	109	143	28	101	129	52	82	134							1	83	42
"MT"	2004	"Wheatland"	"9"	56	199	255	52	207	259	92	160	252							1	83	42
"MT"	2004	"Wibaux"	"1"	144	407	551	99	440	539	218	308	526							1	38	19
"MT"	2004	"Yellowstone"	"1"	60	142	202	56	138	194	95	107	202							1	42	21
"MT"	2004	"Yellowstone"	"2"	124	290	414	104	300	404	186	215	401							1	43	22
"MT"	2004	"Yellowstone"	"3"	379	857	1236	305	899	1204	602	612	1214							1	43	22
"MT"	2004	"Yellowstone"	"4"	34	152	186	34	151	185	71	110	181							1	43	22
"MT"	2004	"Yellowstone"	"5"	225	506	731	189	527	716	371	351	722							1	44	22
"MT"	2004	"Yellowstone"	"6"	1085	2057	3142	923	2152	3075	1680	1356	3036							1	44	22
"MT"	2004	"Yellowstone"	"7"	55	182	237	52	180	232	95	134	229							1	44	22
"MT"	2004	"Yellowstone"	"8"	351	927	1278	303	934	1237	580	652	1232							1	45	23
"MT"	2004	"Yellowstone"	"10"	149	355	504	123	374	497	225	264	489							1	46	23
"MT"	2004	"Yellowstone"	"11"	347	865	1212	310	874	1184	531	655	1186							1	46	23
"MT"	2004	"Yellowstone"	"12"	63	231	294	67	229	296	108	184	292							1	46	23
"MT"	2004	"Yellowstone"	"13"	296	695	991	276	693	969	460	518	978							1	46	23
"MT"	2004	"Yellowstone"	"14"	268	700	968	213	732	945	372	589	961							1	46	23
"MT"	2004	"Yellowstone"	"15"	98	255	353	94	253	347	154	195	349							1	46	23
"MT"	2004	"Yellowstone"	"16"	135	307	442	123	304	427	218	206	424							1	46	23
"MT"	2004	"Yellowstone"	"17"	110	204	314	92	208	300	156	153	309							1	46	23
"MT"	2004	"Yellowstone"	"9"	78	253	331	75	250	325	154	173	327							1	46	23
"MT"	2004	"Yellowstone"	"18"	820	1703	2523	710	1777	2487	1233	1241	2474							1	47	24
"MT"	2004	"Yellowstone"	"19"	603	1197	1800	503	1268	1771	893	876	1769							1	47	24
"MT"	2004	"Yellowstone"	"20"	188	381	569	151	407	558	259	299	558							1	47	24
"MT"	2004	"Yellowstone"	"21"	925	1434	2359	798	1515	2313	1335	962	2297							1	48	24
"MT"	2004	"Yellowstone"	"22"	334	635	969	293	658	951	509	427	936							1	48	24
"MT"	2004	"Yellowstone"	"23"	201	407	608	164	438	602	318	282	600							1	48	24
"MT"	2004	"Yellowstone"	"24"	594	594	1188	487	676	1163	733	418	1151							1	49	25
"MT"	2004	"Yellowstone"	"25"	692	646	1338	558	751	1309	830	486	1316							1	49	25
"MT"	2004	"Yellowstone"	"26"	440	620	1060	345	682	1027	566	455	1021							1	49	25
"MT"	2004	"Yellowstone"	"27"	644	901	1545	555	948	1503	825	704	1529							1	50	25
"MT"	2004	"Yellowstone"	"28"	622	813	1435	524	879	1403	800	604	1404							1	50	25
"MT"	2004	"Yellowstone"	"29"	262	347	609	205	398	603	325	277	602							1	50	25
"MT"	2004	"Yellowstone"	"30"	424	544	968	318	628	946	514	429	943							1	50	25
"MT"	2004	"Yellowstone"	"31"	471	622	1093	377	686	1063	634	418	1052							1	51	26
"MT"	2004	"Yellowstone"	"32"	718	763	1481	549	887	1436	895	562	1457							1	51	26
"MT"	2004	"Yellowstone"	"33"	125	131	256	107	129	236	161	81	242							1	51	26
"MT"	2004	"Yellowstone"	"34"	278	208	486	247	225	472	317	149	466							1	51	26
"MT"	2004	"Yellowstone"	"35"	402	618	1020	295	676	971	536	450	986							1	52	26
"MT"	2004	"Yellowstone"	"36"	393	509	902	322	559	881	539	343	882							1	52	26
"MT"	2004	"Yellowstone"	"37"	327	445	772	260	498	758	443	310	753							1	52	26
"MT"	2004	"Yellowstone"	"38"	399	448	847	304	495	799	487	310	797							1	52	26
"MT"	2004	"Yellowstone"	"39"	249	239	488	231	245	476	306	164	470							1	52	26
"MT"	2004	"Yellowstone"	"40"	279	386	665	236	419	655	367	286	653							1	53	27
"MT"	2004	"Yellowstone"	"41"	365	516	881	299	563	862	508	370	878							1	53	27
"MT"	2004	"Yellowstone"	"42"	420	630	1050	330	693	1023	581	447	1028							1	53	27
"MT"	2004	"Yellowstone"	"43"	175	258	433	155	268	423	250	165	415							1	53	27
"MT"	2004	"Yellowstone"	"44"	221	299	520	184	320	504	313	183	496							1	53	27
"MT"	2004	"Yellowstone"	"45"	176	202	378	157	207	364	221	127	348							1	53	27
"MT"	2004	"Yellowstone"	"46"	415	743	1158	342	800	1142	607	537	1144							1	54	27
"MT"	2004	"Yellowstone"	"47"	81	168	249	59	182	241	124	116	240							1	54	27
"MT"	2004	"Yellowstone"	"48"	469	538	1007	408	585	993	639	335	974							1	54	27
"MT"	2004	"Yellowstone"	"49"	375	418	793	330	448	778	475	286	761							1	54	27
"MT"	2004	"Yellowstone"	"50"	221	477	698	164	520	684	302	392	694							1	55	28
"MT"	2004	"Yellowstone"	"51"	456	723	1179	374	785	1159	611	537	1148							1	55	28
"MT"	2004	"Yellowstone"	"52"	261	451	712	221	484	705	368	336	704							1	55	28
"MT"	2004	"Yellowstone"	"53"	532	885	1417	432	956	1388	786	611	1397							1	55	28
"MT"	2004	"Yellowstone"	"54"	386	696	1082	307	748	1055	561	498	1059							1	55	28
"MT"	2004	"Yellowstone"	"55"	491	796	1287	394	889	1283	630	656	1286							1	56	28
"MT"	2004	"Yellowstone"	"56"	501	720	1221	398	800	1198	654	568	1222							1	56	28
"MT"	2004	"Yellowstone"	"57"	592	1179	1771	470	1271	1741	833	918	1751							1	56	28
"MT"	2004	"Yellowstone"	"58"	472	972	1444	385	1019	1404	650	766	1416							1	56	28
"MT"	2004	"Yellowstone"	"59"	473	850	1323	380	921	1301	632	680	1312							1	57	29
"MT"	2004	"Yellowstone"	"60"	365	1267	1632	317	1278	1595	608	992	1600							1	57	29
"MT"	2004	"Yellowstone"	"61"	215	556	771	200	565	765	369	394	763							1	57	29
"MT"	2004	"Yellowstone"	"62"	113	231	344	100	242	342	166	174	340							1	57	29
"MT"	2004	"Yellowstone"	"63"	281	741	1022	241	753	994	485	515	1000							1	57	29
"MT"	2004	"Yellowstone"	"64"	112	262	374	102	251	353	184	177	361							1	57	29
"MT"	2004	"Yellowstone"	"65"	506	1024	1530	470	1030	1500	749	754	1503							1	58	29
"MT"	2004	"Yellowstone"	"66"	324	545	869	278	585	863	478	382	860							1	58	29
"MT"	2004	"Yellowstone"	"67"	291	426	717	257	444	701	425	283	708							1	58	29
"MT"	2004	"Yellowstone"	"68"	274	364	638	254	380	634	364	256	620							1	58	29
"MT"	2004	"Yellowstone"	"69"	310	397	707	266	425	691	450	237	687							1	58	29
