state	year	county	town	cd	g2002_GOV_dv	g2002_GOV_rv	g2002_GOV_tv	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_USH_dv	g2002_USH_rv	g2002_USH_tv	ward	precinct
"ME"	2002	"AND"	"AUBURN"	2	896	918	2101	897	897	1794	1071	963	2034	1	1
"ME"	2002	"AND"	"AUBURN"	2	735	664	1638	729	902	1631	896	690	1586	2	1
"ME"	2002	"AND"	"AUBURN"	2	761	685	1635	692	942	1634	868	722	1590	3	1
"ME"	2002	"AND"	"AUBURN"	2	704	633	1545	647	890	1537	822	689	1511	4	1
"ME"	2002	"AND"	"AUBURN"	2	828	601	1661	842	799	1641	999	622	1621	5	1
"ME"	2002	"AND"	"DURHAM"	2	551	765	1537	567	954	1521	714	776	1490	1	1
"ME"	2002	"AND"	"GREENE"	2	579	701	1489	571	915	1486	741	710	1451	1	1
"ME"	2002	"AND"	"LEEDS"	2	320	284	690	304	385	689	366	303	669	1	1
"ME"	2002	"AND"	"LEWISTON"	2	904	462	1565	825	759	1584	980	566	1546	0	0
"ME"	2002	"AND"	"LEWISTON"	2	159	70	269	154	114	268	202	68	270	1	1
"ME"	2002	"AND"	"LEWISTON"	2	539	407	1060	530	539	1069	668	370	1038	1	2
"ME"	2002	"AND"	"LEWISTON"	2	804	629	1586	737	848	1585	992	560	1552	2	1
"ME"	2002	"AND"	"LEWISTON"	2	377	277	719	355	363	718	476	232	708	2	2
"ME"	2002	"AND"	"LEWISTON"	2	203	61	301	175	130	305	214	84	298	3	1
"ME"	2002	"AND"	"LEWISTON"	2	263	121	511	335	175	510	364	131	495	3	2
"ME"	2002	"AND"	"LEWISTON"	2	425	333	813	364	451	815	506	291	797	4	1
"ME"	2002	"AND"	"LEWISTON"	2	597	353	1052	537	513	1050	712	329	1041	4	2
"ME"	2002	"AND"	"LEWISTON"	2	206	98	361	199	158	357	256	93	349	5	1
"ME"	2002	"AND"	"LEWISTON"	2	333	203	605	348	268	616	429	169	598	5	2
"ME"	2002	"AND"	"LEWISTON"	2	170	54	263	151	112	263	202	60	262	6	1
"ME"	2002	"AND"	"LEWISTON"	2	420	321	819	410	407	817	518	282	800	6	2
"ME"	2002	"AND"	"LEWISTON"	2	408	208	685	366	326	692	481	199	680	7	1
"ME"	2002	"AND"	"LEWISTON"	2	585	443	1161	560	606	1166	770	380	1150	7	2
"ME"	2002	"AND"	"LISBON"	2	659	581	1435	598	829	1427	770	617	1387	1	1
"ME"	2002	"AND"	"LISBON"	2	710	820	1733	643	1092	1735	816	881	1697	2	1
"ME"	2002	"AND"	"LIVERMORE"	2	398	314	795	362	427	789	462	317	779	1	1
"ME"	2002	"AND"	"LIVERMORE FALLS"	2	532	301	936	498	448	946	579	339	918	1	1
"ME"	2002	"AND"	"MECHANIC FALLS"	2	386	450	970	363	592	955	468	455	923	1	1
"ME"	2002	"AND"	"MINOT"	2	322	561	1003	322	678	1000	466	534	1000	1	1
"ME"	2002	"AND"	"POLAND"	2	734	970	1966	730	1237	1967	914	969	1883	1	1
"ME"	2002	"AND"	"SABATTUS"	2	685	578	1469	679	786	1465	827	612	1439	1	1
"ME"	2002	"AND"	"TURNER"	2	678	960	1871	640	1238	1878	878	961	1839	1	1
"ME"	2002	"AND"	"WALES"	2	193	243	491	182	315	497	241	244	485	1	1
"ME"	2002	"ARO"	"ALLAGASH"	2	57	51	131	49	78	127	53	54	107	1	1
"ME"	2002	"ARO"	"AMITY"	2	36	23	68	22	44	66	33	36	69	1	1
"ME"	2002	"ARO"	"ASHLAND"	2	283	152	461	122	342	464	264	192	456	1	1
"ME"	2002	"ARO"	"ASHLAND"	2	0	2	2	0	2	2	0	2	2	1	2
"ME"	2002	"ARO"	"BANCROFT"	2	14	12	26	9	17	26	14	11	25	1	1
"ME"	2002	"ARO"	"BENEDICTA TWP."	2	53	21	75	28	46	74	56	17	73	1	1
"ME"	2002	"ARO"	"BLAINE"	2	117	138	269	57	221	278	83	201	284	1	1
"ME"	2002	"ARO"	"BLAINE"	2	1	11	13	0	12	12	2	10	12	1	2
"ME"	2002	"ARO"	"BRIDGEWATER"	2	109	102	225	55	173	228	86	136	222	1	1
"ME"	2002	"ARO"	"CARIBOU"	2	1533	923	2663	690	1988	2678	1175	1429	2604	1	1
"ME"	2002	"ARO"	"CARY PLT."	2	33	34	75	23	48	71	38	37	75	1	1
"ME"	2002	"ARO"	"CASTLE HILL"	2	90	50	150	36	117	153	63	90	153	1	1
"ME"	2002	"ARO"	"CASWELL"	2	84	18	109	34	73	107	61	42	103	1	1
"ME"	2002	"ARO"	"CHAPMAN"	2	85	69	162	50	114	164	68	93	161	1	1
"ME"	2002	"ARO"	"CONNOR TWP."	2	89	33	137	59	77	136	82	53	135	1	1
"ME"	2002	"ARO"	"CRYSTAL"	2	56	41	104	20	86	106	59	50	109	1	1
"ME"	2002	"ARO"	"CYR PLT."	2	22	15	38	10	29	39	23	17	40	1	1
"ME"	2002	"ARO"	"DYER BROOK"	2	50	47	101	25	75	100	54	49	103	1	1
"ME"	2002	"ARO"	"EAGLE LAKE"	2	265	83	376	151	233	384	274	109	383	1	1
"ME"	2002	"ARO"	"EASTON"	2	273	188	507	113	399	512	217	279	496	1	1
"ME"	2002	"ARO"	"FORT FAIRFIELD"	2	906	350	1346	411	946	1357	665	659	1324	1	1
"ME"	2002	"ARO"	"FORT KENT"	2	1179	320	1648	666	1024	1690	1204	451	1655	1	1
"ME"	2002	"ARO"	"FRENCHVILLE"	2	377	78	489	274	226	500	401	93	494	1	1
"ME"	2002	"ARO"	"GARFIELD PLT."	2	22	20	48	13	35	48	18	29	47	1	1
"ME"	2002	"ARO"	"GLENWOOD PLT."	2	2	0	2	0	2	2	2	0	2	1	1
"ME"	2002	"ARO"	"GRAND ISLE"	2	181	14	212	141	74	215	178	37	215	1	1
"ME"	2002	"ARO"	"HAMLIN"	2	64	21	90	35	57	92	67	24	91	1	1
"ME"	2002	"ARO"	"HAMMOND"	2	24	7	35	10	26	36	26	10	36	1	1
"ME"	2002	"ARO"	"HAYNESVILLE"	2	24	8	33	9	24	33	26	7	33	1	1
"ME"	2002	"ARO"	"HERSEY"	2	5	19	28	7	18	25	16	12	28	1	1
"ME"	2002	"ARO"	"HODGDON"	2	194	221	442	82	358	440	208	222	430	1	1
"ME"	2002	"ARO"	"HOULTON"	2	1130	765	1990	504	1493	1997	1065	869	1934	1	1
"ME"	2002	"ARO"	"ISLAND FALLS"	2	189	128	332	75	252	327	198	141	339	1	1
"ME"	2002	"ARO"	"LIMESTONE"	2	387	189	620	203	424	627	309	302	611	1	1
"ME"	2002	"ARO"	"LINNEUS"	2	100	119	239	58	186	244	96	143	239	1	1
"ME"	2002	"ARO"	"LITTLETON"	2	164	140	323	60	265	325	139	184	323	1	1
"ME"	2002	"ARO"	"LUDLOW"	2	59	46	121	30	91	121	61	57	118	1	1
"ME"	2002	"ARO"	"MACWAHOC PLT."	2	33	20	53	23	30	53	40	13	53	1	1
"ME"	2002	"ARO"	"MADAWASKA"	2	1469	204	1779	1036	752	1788	1503	280	1783	1	1
"ME"	2002	"ARO"	"MADAWASKA LAKE TWP."	2	50	29	85	14	70	84	36	48	84	1	1
"ME"	2002	"ARO"	"MAPLETON"	2	368	303	725	161	538	699	261	414	675	1	1
"ME"	2002	"ARO"	"MARS HILL"	2	265	307	625	104	526	630	201	422	623	1	1
"ME"	2002	"ARO"	"MASARDIS"	2	64	35	101	24	76	100	56	44	100	1	1
"ME"	2002	"ARO"	"MERRILL"	2	51	26	81	26	50	76	52	27	79	1	1
"ME"	2002	"ARO"	"MONTICELLO"	2	173	121	318	85	228	313	181	120	301	1	1
"ME"	2002	"ARO"	"MORO PLT."	2	5	20	26	0	26	26	12	14	26	1	1
"ME"	2002	"ARO"	"NASHVILLE PLT."	2	7	8	16	1	15	16	9	7	16	1	1
"ME"	2002	"ARO"	"NEW CANADA"	2	62	27	104	32	73	105	69	36	105	1	1
"ME"	2002	"ARO"	"NEW LIMERICK"	2	79	125	212	41	172	213	105	104	209	1	1
"ME"	2002	"ARO"	"NEW SWEDEN"	2	150	95	279	81	197	278	116	149	265	1	1
"ME"	2002	"ARO"	"OAKFIELD"	2	151	62	224	58	163	221	142	82	224	1	1
"ME"	2002	"ARO"	"ORIENT"	2	27	26	56	18	37	55	25	27	52	1	1
"ME"	2002	"ARO"	"OXBOW PLT."	2	14	20	37	7	30	37	15	23	38	1	1
"ME"	2002	"ARO"	"PERHAM"	2	70	83	171	35	135	170	56	111	167	1	1
"ME"	2002	"ARO"	"PORTAGE LAKE"	2	102	58	173	43	135	178	81	92	173	1	1
"ME"	2002	"ARO"	"PRESQUE ISLE"	2	1692	1151	3060	862	2175	3037	1300	1661	2961	1	1
"ME"	2002	"ARO"	"REED PLT."	2	20	23	48	11	37	48	20	27	47	1	1
"ME"	2002	"ARO"	"SAINT AGATHA"	2	302	58	383	197	183	380	294	83	377	1	1
"ME"	2002	"ARO"	"SHERMAN"	2	180	176	371	82	288	370	215	155	370	1	1
"ME"	2002	"ARO"	"SINCLAIR TWP."	2	78	15	103	49	59	108	61	22	83	1	1
"ME"	2002	"ARO"	"SMYRNA"	2	61	30	97	21	76	97	65	33	98	1	1
"ME"	2002	"ARO"	"ST. FRANCIS"	2	203	46	284	139	150	289	198	66	264	1	1
"ME"	2002	"ARO"	"ST. JOHN PLT."	2	86	33	125	39	86	125	78	40	118	1	1
"ME"	2002	"ARO"	"STOCKHOLM"	2	90	39	139	58	83	141	81	50	131	1	1
"ME"	2002	"ARO"	"UN. TWP. OF T17 R5"	2	60	22	97	36	62	98	48	45	93	1	1
"ME"	2002	"ARO"	"VAN BUREN"	2	689	131	881	391	473	864	656	194	850	1	1
"ME"	2002	"ARO"	"VAN BUREN"	2	0	0	0	0	0	0	0	0	0	1	2
"ME"	2002	"ARO"	"WADE"	2	30	44	86	21	64	85	24	58	82	1	1
"ME"	2002	"ARO"	"WALLAGRASS"	2	137	36	196	83	111	194	132	63	195	1	1
"ME"	2002	"ARO"	"WASHBURN"	2	317	230	595	141	463	604	227	354	581	1	1
"ME"	2002	"ARO"	"WESTFIELD"	2	89	92	192	54	140	194	82	107	189	1	1
"ME"	2002	"ARO"	"WESTMANLAND"	2	16	12	40	8	29	37	17	23	40	1	1
"ME"	2002	"ARO"	"WESTON"	2	33	47	83	14	70	84	37	43	80	1	1
"ME"	2002	"ARO"	"WINTERVILLE PLT."	2	75	14	98	48	49	97	67	29	96	1	1
"ME"	2002	"ARO"	"WINTERVILLE PLT."	2	5	4	10	2	7	9	5	4	9	1	2
"ME"	2002	"ARO"	"WOODLAND"	2	225	171	446	111	336	447	178	259	437	1	1
"ME"	2002	"CUM"	"BALDWIN"	1	184	222	501	163	343	506	260	227	487	1	1
"ME"	2002	"CUM"	"BRIDGTON"	1	731	893	1908	790	1110	1900	1093	779	1872	1	1
"ME"	2002	"CUM"	"BRUNSWICK"	1	431	359	886	425	467	892	556	315	871	0	0
"ME"	2002	"CUM"	"BRUNSWICK"	1	436	423	997	432	569	1001	621	370	991	1	1
"ME"	2002	"CUM"	"BRUNSWICK"	1	531	449	1113	560	556	1116	743	345	1088	2	1
"ME"	2002	"CUM"	"BRUNSWICK"	1	579	530	1281	637	640	1277	842	422	1264	3	1
"ME"	2002	"CUM"	"BRUNSWICK"	1	468	433	1029	483	554	1037	685	337	1022	4	1
"ME"	2002	"CUM"	"BRUNSWICK"	1	424	322	887	418	473	891	600	284	884	5	1
"ME"	2002	"CUM"	"BRUNSWICK"	1	462	214	827	494	326	820	627	183	810	6	1
"ME"	2002	"CUM"	"BRUNSWICK"	1	540	281	957	592	373	965	726	218	944	7	1
"ME"	2002	"CUM"	"CAPE ELIZABETH"	1	2046	2478	5083	2099	2971	5070	3294	1739	5033	1	1
"ME"	2002	"CUM"	"CASCO"	1	512	618	1334	539	791	1330	774	537	1311	1	1
"ME"	2002	"CUM"	"CUMBERLAND"	1	1234	2102	3671	1213	2451	3664	2037	1573	3610	1	1
"ME"	2002	"CUM"	"CUMBERLAND"	1	79	94	196	100	98	198	136	57	193	2	1
"ME"	2002	"CUM"	"FALMOUTH"	1	1311	2104	3719	1174	2546	3720	2049	1599	3648	1	1
"ME"	2002	"CUM"	"FALMOUTH"	1	793	991	1965	791	1181	1972	1237	687	1924	2	1
"ME"	2002	"CUM"	"FREEPORT"	1	1591	1633	3810	1775	2035	3810	2467	1281	3748	1	1
"ME"	2002	"CUM"	"FRYE ISLAND"	1	18	27	48	16	31	47	24	23	47	1	1
"ME"	2002	"CUM"	"GORHAM"	1	233	293	585	203	387	590	319	256	575	0	0
"ME"	2002	"CUM"	"GORHAM"	1	809	1025	2039	734	1291	2025	1199	800	1999	1	1
"ME"	2002	"CUM"	"GORHAM"	1	564	599	1320	478	831	1309	792	516	1308	2	1
"ME"	2002	"CUM"	"GORHAM"	1	638	782	1593	583	1007	1590	961	613	1574	3	1
"ME"	2002	"CUM"	"GRAY"	1	1009	1612	2903	919	2040	2959	1593	1326	2919	1	1
"ME"	2002	"CUM"	"HARPSWELL"	1	414	459	1031	451	583	1034	620	376	996	1	1
"ME"	2002	"CUM"	"HARPSWELL"	1	428	473	1062	490	577	1067	656	388	1044	2	1
"ME"	2002	"CUM"	"HARPSWELL"	1	258	307	649	253	395	648	379	253	632	3	1
"ME"	2002	"CUM"	"HARRISON"	1	336	492	966	344	620	964	510	432	942	1	1
"ME"	2002	"CUM"	"LONG ISLAND"	1	58	72	162	75	86	161	103	58	161	1	1
"ME"	2002	"CUM"	"NAPLES"	1	506	686	1373	473	900	1373	756	598	1354	1	1
"ME"	2002	"CUM"	"NEW GLOUCESTER"	1	696	1065	2036	688	1344	2032	1096	925	2021	1	1
"ME"	2002	"CUM"	"NORTH YARMOUTH"	1	627	906	1727	633	1082	1715	1024	612	1636	1	1
"ME"	2002	"CUM"	"PORTLAND"	1	1440	702	2472	1456	1010	2466	1882	576	2458	0	0
"ME"	2002	"CUM"	"PORTLAND"	1	1120	391	1917	1355	558	1913	1584	299	1883	1	1
"ME"	2002	"CUM"	"PORTLAND"	1	495	220	948	627	311	938	755	178	933	1	2
"ME"	2002	"CUM"	"PORTLAND"	1	311	118	555	416	137	553	465	85	550	1	3
"ME"	2002	"CUM"	"PORTLAND"	1	11	17	44	24	20	44	29	12	41	1	4
"ME"	2002	"CUM"	"PORTLAND"	1	16	33	58	21	36	57	29	26	55	1	5
"ME"	2002	"CUM"	"PORTLAND"	1	536	160	998	772	222	994	881	109	990	2	1
"ME"	2002	"CUM"	"PORTLAND"	1	822	225	1369	1025	348	1373	1193	161	1354	2	2
"ME"	2002	"CUM"	"PORTLAND"	1	645	234	1278	907	363	1270	1075	183	1258	2	3
"ME"	2002	"CUM"	"PORTLAND"	1	284	156	544	350	194	544	427	116	543	3	1
"ME"	2002	"CUM"	"PORTLAND"	1	623	327	1147	725	418	1143	903	228	1131	3	2
"ME"	2002	"CUM"	"PORTLAND"	1	1738	1045	3281	1822	1466	3288	2493	772	3265	3	3
"ME"	2002	"CUM"	"PORTLAND"	1	812	493	1493	798	693	1491	1109	367	1476	4	1
"ME"	2002	"CUM"	"PORTLAND"	1	497	247	902	577	328	905	728	171	899	4	2
"ME"	2002	"CUM"	"PORTLAND"	1	719	482	1346	657	692	1349	979	355	1334	4	3
"ME"	2002	"CUM"	"PORTLAND"	1	724	436	1338	704	635	1339	994	335	1329	4	4
"ME"	2002	"CUM"	"PORTLAND"	1	309	156	546	317	225	542	444	94	538	5	1
"ME"	2002	"CUM"	"PORTLAND"	1	469	261	812	378	430	808	614	196	810	5	2
"ME"	2002	"CUM"	"PORTLAND"	1	390	260	735	367	366	733	547	181	728	5	3
"ME"	2002	"CUM"	"PORTLAND"	1	712	576	1419	639	779	1418	1005	405	1410	5	4
"ME"	2002	"CUM"	"PORTLAND"	1	845	756	1753	743	1008	1751	1208	516	1724	5	5
"ME"	2002	"CUM"	"POWNAL"	1	322	330	761	338	422	760	506	246	752	1	1
"ME"	2002	"CUM"	"RAYMOND"	1	716	980	1915	689	1229	1918	1101	790	1891	1	1
"ME"	2002	"CUM"	"SCARBOROUGH"	1	2954	4389	7996	2689	5276	7965	4478	3371	7849	1	1
"ME"	2002	"CUM"	"SEBAGO"	1	261	340	682	264	420	684	388	280	668	1	1
"ME"	2002	"CUM"	"SOUTH PORTLAND"	1	560	553	1203	540	669	1209	793	400	1193	0	0
"ME"	2002	"CUM"	"SOUTH PORTLAND"	1	956	653	1836	1020	820	1840	1411	402	1813	1	1
"ME"	2002	"CUM"	"SOUTH PORTLAND"	1	1006	789	2054	1073	971	2044	1490	528	2018	2	1
"ME"	2002	"CUM"	"SOUTH PORTLAND"	1	717	702	1622	720	904	1624	1156	445	1601	3	1
"ME"	2002	"CUM"	"SOUTH PORTLAND"	1	939	824	1976	896	1071	1967	1390	555	1945	4	1
"ME"	2002	"CUM"	"SOUTH PORTLAND"	1	570	486	1184	515	663	1178	842	330	1172	5	1
"ME"	2002	"CUM"	"STANDISH"	1	1432	1916	3766	1263	2487	3750	2217	1484	3701	1	1
"ME"	2002	"CUM"	"WESTBROOK"	1	380	307	750	322	441	763	492	251	743	0	0
"ME"	2002	"CUM"	"WESTBROOK"	1	229	200	477	194	286	480	319	155	474	1	1
"ME"	2002	"CUM"	"WESTBROOK"	1	300	258	617	251	365	616	417	191	608	1	2
"ME"	2002	"CUM"	"WESTBROOK"	1	498	468	1089	492	604	1096	749	337	1086	2	1
"ME"	2002	"CUM"	"WESTBROOK"	1	481	362	941	403	544	947	666	266	932	3	1
"ME"	2002	"CUM"	"WESTBROOK"	1	474	325	905	415	491	906	631	268	899	4	1
"ME"	2002	"CUM"	"WESTBROOK"	1	736	792	1674	634	1038	1672	1124	539	1663	5	1
"ME"	2002	"CUM"	"WINDHAM"	1	264	358	677	212	471	683	363	304	667	0	0
"ME"	2002	"CUM"	"WINDHAM"	1	1209	1702	3260	1105	2145	3250	1902	1325	3227	1	1
"ME"	2002	"CUM"	"WINDHAM"	1	796	891	1921	713	1209	1922	1242	644	1886	2	1
"ME"	2002	"CUM"	"YARMOUTH"	1	1636	2231	4349	1642	2700	4342	2631	1645	4276	1	1
"ME"	2002	"FRA"	"AVON"	2	67	76	158	61	98	159	69	86	155	1	1
"ME"	2002	"FRA"	"CARRABASSETT VALLEY"	2	104	183	327	107	220	327	141	182	323	1	1
"ME"	2002	"FRA"	"CARTHAGE"	2	67	49	138	65	67	132	87	47	134	1	1
"ME"	2002	"FRA"	"CHESTERVILLE"	2	181	181	436	205	228	433	226	202	428	1	1
"ME"	2002	"FRA"	"COPLIN PLT."	2	21	30	67	23	44	67	38	31	69	1	1
"ME"	2002	"FRA"	"DALLAS PLT."	2	45	68	141	49	93	142	67	68	135	1	1
"ME"	2002	"FRA"	"EUSTIS"	2	86	129	250	85	168	253	104	141	245	1	1
"ME"	2002	"FRA"	"FARMINGTON"	2	1121	1046	2538	1060	1463	2523	1217	1203	2420	1	1
"ME"	2002	"FRA"	"FREEMAN TWP."	2	20	25	50	15	35	50	17	31	48	1	1
"ME"	2002	"FRA"	"INDUSTRY"	2	159	139	339	141	201	342	165	176	341	1	1
