state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv
"UT"	2008	"Sevier"	"Monroe #9"	108	447	588
"UT"	2008	"Sevier"	"Redmond #10"	66	296	374
"UT"	2008	"Sevier"	"Richfield #11"	64	229	311
"UT"	2008	"Sevier"	"Richfield #12"	42	233	284
"UT"	2008	"Sevier"	"Richfield #13"	45	304	363
"UT"	2008	"Sevier"	"Richfield #20"	35	142	181
"UT"	2008	"Sevier"	"Richfield #21"	32	180	225
"UT"	2008	"Sevier"	"Richfield #22"	56	310	383
"UT"	2008	"Sevier"	"Richfield #23"	58	342	412
"UT"	2008	"Sevier"	"Richfield #24"	115	583	731
"UT"	2008	"Sevier"	"Salina #14"	51	191	261
"UT"	2008	"Sevier"	"Salina #15"	89	303	415
"UT"	2008	"Sevier"	"Salina #25"	58	165	232
"UT"	2008	"Sevier"	"Sigurd #16"	34	176	228
"UT"	2008	"Sevier"	"Venice #18"	28	166	206
"UT"	2008	"Summit"	"1 Deer Valley North "	250	96	349
"UT"	2008	"Summit"	"10 Summit Park West "	167	60	234
"UT"	2008	"Summit"	"11 Woodland "	59	168	236
"UT"	2008	"Summit"	"12:19 Kamas West "	15	22	41
"UT"	2008	"Summit"	"12:26 Kamas West "	23	40	65
"UT"	2008	"Summit"	"12:9 Kamas West "	148	193	349
"UT"	2008	"Summit"	"13:19 Marion "	78	167	256
"UT"	2008	"Summit"	"13:26 Marion "	14	36	52
"UT"	2008	"Summit"	"14 Oakley "	257	421	712
"UT"	2008	"Summit"	"15:19 Peoa "	40	61	107
"UT"	2008	"Summit"	"15:26 Peoa "	11	89	101
"UT"	2008	"Summit"	"16 Silver Springs "	384	154	547
"UT"	2008	"Summit"	"17 Wanship "	228	230	469
"UT"	2008	"Summit"	"18 Hoytsville "	100	276	391
"UT"	2008	"Summit"	"19 Coalville South "	105	252	369
"UT"	2008	"Summit"	"2 Old Town South "	157	33	199
"UT"	2008	"Summit"	"20 Coalville North "	53	127	185
"UT"	2008	"Summit"	"21 Spring Hollow "	38	105	152
"UT"	2008	"Summit"	"22 Upton "	8	56	66
"UT"	2008	"Summit"	"23 Highland Estates West "	117	76	205
"UT"	2008	"Summit"	"24 Echo "	13	21	36
"UT"	2008	"Summit"	"25 Henefer "	68	368	443
"UT"	2008	"Summit"	"26 Ranch Place "	359	173	538
"UT"	2008	"Summit"	"27 Jeremy West "	486	411	927
"UT"	2008	"Summit"	"28:12 Francis "	133	271	413
"UT"	2008	"Summit"	"28:19 Francis "	14	32	47
"UT"	2008	"Summit"	"28:26 Francis "	7	14	24
"UT"	2008	"Summit"	"29 Kamas East "	167	200	379
"UT"	2008	"Summit"	"3 Prospector "	142	44	189
"UT"	2008	"Summit"	"30 Summit Park East "	457	122	596
"UT"	2008	"Summit"	"31 Deer Valley South "	351	148	504
"UT"	2008	"Summit"	"32 Old Town North "	200	51	258
"UT"	2008	"Summit"	"33 Sidewinder "	253	60	318
"UT"	2008	"Summit"	"34 Bitner "	339	152	503
"UT"	2008	"Summit"	"35 Park Meadows North "	346	237	593
"UT"	2008	"Summit"	"36 Ranch Road South "	95	53	152
"UT"	2008	"Summit"	"37 Jeremy East "	231	112	348
"UT"	2008	"Summit"	"38 Highland Estates East "	546	251	811
"UT"	2008	"Summit"	"39 Pinebrook North "	231	105	338
"UT"	2008	"Summit"	"4 Thaynes Canyon "	233	118	358
"UT"	2008	"Summit"	"40 Moose Hollow "	197	91	290
"UT"	2008	"Summit"	"41 Pinebrook West "	278	144	434
"UT"	2008	"Summit"	"42 Snyders Mill "	246	121	373
"UT"	2008	"Summit"	"5 Park Meadows South "	245	91	344
"UT"	2008	"Summit"	"6 Quarry Mountain "	437	156	610
"UT"	2008	"Summit"	"7 Park West "	424	277	718
"UT"	2008	"Summit"	"8 Silver Creek "	321	231	577
"UT"	2008	"Summit"	"9 Pinebrook South "	461	240	714
"UT"	2008	"Tooele"	"Dug-1"	45	87	134
"UT"	2008	"Tooele"	"Dug-2"	42	70	119
"UT"	2008	"Tooele"	"Erda-1"	123	389	545
"UT"	2008	"Tooele"	"Erda-2"	73	158	244
"UT"	2008	"Tooele"	"G-1"	97	293	409
"UT"	2008	"Tooele"	"G-2"	121	419	568
"UT"	2008	"Tooele"	"G-3"	155	486	662
"UT"	2008	"Tooele"	"G-4"	125	358	502
"UT"	2008	"Tooele"	"G-5"	155	375	559
"UT"	2008	"Tooele"	"Iba"	10	18	32
"UT"	2008	"Tooele"	"Linc"	56	120	177
"UT"	2008	"Tooele"	"LP-1"	91	114	239
"UT"	2008	"Tooele"	"LP-2"	46	101	170
"UT"	2008	"Tooele"	"Ophr"	15	13	32
"UT"	2008	"Tooele"	"RV"	66	150	233
"UT"	2008	"Tooele"	"SP 4.1"	262	423	721
"UT"	2008	"Tooele"	"SP 5.1"	41	96	152
"UT"	2008	"Tooele"	"SP-1.1"	315	562	918
"UT"	2008	"Tooele"	"SP-1.2"	25	62	90
"UT"	2008	"Tooele"	"SP-2.1"	136	281	430
"UT"	2008	"Tooele"	"SP-3.1"	132	238	391
"UT"	2008	"Tooele"	"SP-3.2"	14	30	45
"UT"	2008	"Tooele"	"SP-3.3"	28	90	128
"UT"	2008	"Tooele"	"Stk-1"	82	122	207
"UT"	2008	"Tooele"	"Stk-2"	39	133	182
"UT"	2008	"Tooele"	"T-1"	128	265	412
"UT"	2008	"Tooele"	"T-10"	178	310	511
"UT"	2008	"Tooele"	"T-11"	207	499	733
"UT"	2008	"Tooele"	"T-12"	113	225	353
"UT"	2008	"Tooele"	"T-13.1"	236	385	646
"UT"	2008	"Tooele"	"T-13.2"	106	178	296
"UT"	2008	"Tooele"	"T-14"	152	255	422
"UT"	2008	"Tooele"	"T-15"	196	330	546
"UT"	2008	"Tooele"	"T-16"	208	220	441
"UT"	2008	"Tooele"	"T-17"	187	254	455
"UT"	2008	"Tooele"	"T-18"	134	308	460
"UT"	2008	"Tooele"	"T-19.1"	140	313	475
"UT"	2008	"Tooele"	"T-19.2"	37	62	104
"UT"	2008	"Tooele"	"T-2"	198	239	449
"UT"	2008	"Tooele"	"T-3"	117	213	338
"UT"	2008	"Tooele"	"T-4"	235	277	536
"UT"	2008	"Tooele"	"T-5"	168	171	352
"UT"	2008	"Tooele"	"T-6"	138	168	324
"UT"	2008	"Tooele"	"T-7"	159	225	399
"UT"	2008	"Tooele"	"T-8"	173	249	436
"UT"	2008	"Tooele"	"T-9"	221	418	670
"UT"	2008	"Tooele"	"Terra"	16	29	45
"UT"	2008	"Tooele"	"Vern"	23	105	132
"UT"	2008	"Tooele"	"Wend"	66	112	188
"UT"	2008	"Uintah"	"Ashley East 15"	44	343	402
"UT"	2008	"Uintah"	"Ashley West 22"	60	357	427
"UT"	2008	"Uintah"	"Avalon Willows 16"	36	119	159
"UT"	2008	"Uintah"	"Ballard 19"	76	347	434
"UT"	2008	"Uintah"	"Davis East 2"	41	301	347
"UT"	2008	"Uintah"	"Davis North 24"	20	237	264
"UT"	2008	"Uintah"	"Davis West 3"	28	323	365
"UT"	2008	"Uintah"	"Fort Duchesne 18"	105	149	257
"UT"	2008	"Uintah"	"Glines North 23"	59	342	409
"UT"	2008	"Uintah"	"Glines South 17"	46	338	389
"UT"	2008	"Uintah"	"Jensen 1"	51	362	420
"UT"	2008	"Uintah"	"Lapoint Tridell 21"	61	428	505
"UT"	2008	"Uintah"	"Maeser Dry Fork 7"	75	453	540
"UT"	2008	"Uintah"	"Maeser East 6"	57	425	504
"UT"	2008	"Uintah"	"Maeser West 25"	47	378	439
"UT"	2008	"Uintah"	"Naples 4"	58	535	610
"UT"	2008	"Uintah"	"South 5"	58	446	522
"UT"	2008	"Uintah"	"South West 26"	43	347	397
"UT"	2008	"Uintah"	"Vernal 10"	69	365	450
"UT"	2008	"Uintah"	"Vernal 11"	56	319	389
"UT"	2008	"Uintah"	"Vernal 12"	77	351	445
"UT"	2008	"Uintah"	"Vernal 13"	53	240	303
"UT"	2008	"Uintah"	"Vernal 14"	61	187	255
"UT"	2008	"Uintah"	"Vernal 8"	77	433	521
"UT"	2008	"Uintah"	"Vernal 9"	69	277	360
"UT"	2008	"Uintah"	"Whiterocks 20"	35	39	76
"UT"	2008	"Utah"	"AF01"	218	561	828
"UT"	2008	"Utah"	"AF01S"	8	63	71
"UT"	2008	"Utah"	"AF02"	117	467	610
"UT"	2008	"Utah"	"AF02:UN"	10	46	56
"UT"	2008	"Utah"	"AF02S"	0	0	0
"UT"	2008	"Utah"	"AF02S:UN"	0	4	4
"UT"	2008	"Utah"	"AF03"	116	656	808
"UT"	2008	"Utah"	"AF04"	146	506	691
"UT"	2008	"Utah"	"AF05"	129	642	828
"UT"	2008	"Utah"	"AF06"	110	681	827
"UT"	2008	"Utah"	"AF06:UN"	1	8	10
"UT"	2008	"Utah"	"AF07"	84	579	693
"UT"	2008	"Utah"	"AF08"	133	675	845
"UT"	2008	"Utah"	"AF09"	173	668	881
"UT"	2008	"Utah"	"AF10"	124	683	843
"UT"	2008	"Utah"	"AF10S"	24	115	142
"UT"	2008	"Utah"	"AF11"	122	468	622
"UT"	2008	"Utah"	"AF12"	110	644	771
"UT"	2008	"Utah"	"AF12:UN"	0	0	0
"UT"	2008	"Utah"	"AL01"	106	534	659
"UT"	2008	"Utah"	"AL02"	73	572	671
"UT"	2008	"Utah"	"AL03"	125	591	740
"UT"	2008	"Utah"	"AL04"	100	742	874
"UT"	2008	"Utah"	"AL05"	66	479	558
"UT"	2008	"Utah"	"AL06"	95	553	673
"UT"	2008	"Utah"	"BECB:UN"	24	120	156
"UT"	2008	"Utah"	"BELS:UN"	129	621	770
"UT"	2008	"Utah"	"CF01"	45	237	311
"UT"	2008	"Utah"	"CH01"	137	722	903
"UT"	2008	"Utah"	"CH02"	78	685	792
"UT"	2008	"Utah"	"CH03"	143	738	924
"UT"	2008	"Utah"	"CH04"	90	701	831
"UT"	2008	"Utah"	"DR01"	201	366	587
"UT"	2008	"Utah"	"EL01:UN"	22	77	107
"UT"	2008	"Utah"	"EM01"	113	480	629
"UT"	2008	"Utah"	"EM02"	111	564	723
"UT"	2008	"Utah"	"EM03"	187	698	929
"UT"	2008	"Utah"	"EM04"	158	602	817
"UT"	2008	"Utah"	"EM05"	202	732	981
"UT"	2008	"Utah"	"EM06"	111	538	711
"UT"	2008	"Utah"	"ER01"	63	410	509
"UT"	2008	"Utah"	"ER02"	76	358	460
"UT"	2008	"Utah"	"FF01"	15	42	59
"UT"	2008	"Utah"	"GE01"	49	396	497
"UT"	2008	"Utah"	"GO01"	78	214	312
"UT"	2008	"Utah"	"HI01"	113	746	900
"UT"	2008	"Utah"	"HI02"	121	564	707
"UT"	2008	"Utah"	"HI03"	90	719	858
"UT"	2008	"Utah"	"HI04"	147	939	1130
"UT"	2008	"Utah"	"HI05"	86	579	694
"UT"	2008	"Utah"	"HI06"	85	688	808
"UT"	2008	"Utah"	"HI07"	80	654	768
"UT"	2008	"Utah"	"LE01"	112	376	508
"UT"	2008	"Utah"	"LE02"	91	367	483
"UT"	2008	"Utah"	"LE03"	119	682	850
"UT"	2008	"Utah"	"LE04"	115	560	708
"UT"	2008	"Utah"	"LE05"	177	700	922
"UT"	2008	"Utah"	"LE06"	149	753	933
"UT"	2008	"Utah"	"LE07"	106	428	566
"UT"	2008	"Utah"	"LE08"	218	1046	1318
"UT"	2008	"Utah"	"LE08S"	11	55	73
"UT"	2008	"Utah"	"LE09"	55	474	553
"UT"	2008	"Utah"	"LE10"	88	624	734
"UT"	2008	"Utah"	"LE11"	128	637	803
"UT"	2008	"Utah"	"LE11S"	93	310	423
"UT"	2008	"Utah"	"LE12"	48	369	433
"UT"	2008	"Utah"	"LE13"	159	594	796
"UT"	2008	"Utah"	"LE14"	163	503	720
"UT"	2008	"Utah"	"LE15"	198	705	940
"UT"	2008	"Utah"	"LE16"	81	414	512
"UT"	2008	"Utah"	"LE17"	84	407	510
"UT"	2008	"Utah"	"LE18"	187	631	851
"UT"	2008	"Utah"	"LI01"	99	546	670
"UT"	2008	"Utah"	"LI02"	81	602	709
"UT"	2008	"Utah"	"LI03"	70	420	526
"UT"	2008	"Utah"	"LI04"	72	585	682
"UT"	2008	"Utah"	"LI05"	65	558	660
"UT"	2008	"Utah"	"LI06"	96	495	631
"UT"	2008	"Utah"	"LV01:UN"	4	51	63
"UT"	2008	"Utah"	"MA01"	122	598	743
"UT"	2008	"Utah"	"MA02"	103	769	914
"UT"	2008	"Utah"	"MA03"	135	715	904
"UT"	2008	"Utah"	"MA04"	113	554	706
"UT"	2008	"Utah"	"OR01"	94	471	597
"UT"	2008	"Utah"	"OR02"	124	336	490
"UT"	2008	"Utah"	"OR03"	84	555	672
"UT"	2008	"Utah"	"OR04"	108	281	419
"UT"	2008	"Utah"	"OR05"	170	738	934
"UT"	2008	"Utah"	"OR06"	153	579	770
"UT"	2008	"Utah"	"OR07"	80	382	481
"UT"	2008	"Utah"	"OR08"	108	502	660
"UT"	2008	"Utah"	"OR09"	118	485	650
"UT"	2008	"Utah"	"OR09S"	1	7	9
"UT"	2008	"Utah"	"OR10"	138	594	782
"UT"	2008	"Utah"	"OR11"	156	614	817
"UT"	2008	"Utah"	"OR12"	135	307	477
"UT"	2008	"Utah"	"OR13"	129	386	540
"UT"	2008	"Utah"	"OR14"	111	358	490
"UT"	2008	"Utah"	"OR15"	194	525	771
"UT"	2008	"Utah"	"OR16"	102	468	600
"UT"	2008	"Utah"	"OR17"	213	549	824
"UT"	2008	"Utah"	"OR18"	138	427	589
"UT"	2008	"Utah"	"OR19"	88	514	644
"UT"	2008	"Utah"	"OR20"	153	569	765
"UT"	2008	"Utah"	"OR21"	159	540	727
"UT"	2008	"Utah"	"OR22"	117	459	599
"UT"	2008	"Utah"	"OR23"	135	603	777
"UT"	2008	"Utah"	"OR24"	127	628	786
"UT"	2008	"Utah"	"OR25"	137	475	645
"UT"	2008	"Utah"	"OR26"	114	495	646
"UT"	2008	"Utah"	"OR27"	187	558	793
"UT"	2008	"Utah"	"OR28"	161	591	796
"UT"	2008	"Utah"	"OR29"	127	691	859
"UT"	2008	"Utah"	"OR30"	130	607	787
"UT"	2008	"Utah"	"OR31"	109	500	634
"UT"	2008	"Utah"	"OR32"	123	443	592
"UT"	2008	"Utah"	"OR33"	107	280	408
"UT"	2008	"Utah"	"OR34"	42	208	271
"UT"	2008	"Utah"	"OR35"	103	429	565
"UT"	2008	"Utah"	"OR36"	168	832	1047
"UT"	2008	"Utah"	"OR37"	111	441	591
"UT"	2008	"Utah"	"OR38"	109	441	573
"UT"	2008	"Utah"	"OR39"	96	454	579
"UT"	2008	"Utah"	"OR40"	113	489	641
"UT"	2008	"Utah"	"OR41"	91	447	562
"UT"	2008	"Utah"	"OR42"	201	564	816
"UT"	2008	"Utah"	"OR43"	164	623	821
"UT"	2008	"Utah"	"OR44"	78	369	481
"UT"	2008	"Utah"	"OR45"	162	710	928
"UT"	2008	"Utah"	"OR46"	109	501	641
"UT"	2008	"Utah"	"OR47"	120	560	740
"UT"	2008	"Utah"	"PA01"	173	623	834
"UT"	2008	"Utah"	"PA02"	141	646	834
"UT"	2008	"Utah"	"PA03"	179	596	815
"UT"	2008	"Utah"	"PA04"	148	619	801
"UT"	2008	"Utah"	"PA05"	84	325	423
"UT"	2008	"Utah"	"PA06"	126	685	849
"UT"	2008	"Utah"	"PA07"	142	672	857
"UT"	2008	"Utah"	"PA08"	172	471	668
"UT"	2008	"Utah"	"PC01:UN"	68	135	208
"UT"	2008	"Utah"	"PG01"	102	658	797
"UT"	2008	"Utah"	"PG02"	122	495	667
"UT"	2008	"Utah"	"PG03"	109	449	595
"UT"	2008	"Utah"	"PG04"	127	492	659
"UT"	2008	"Utah"	"PG05"	275	848	1183
"UT"	2008	"Utah"	"PG06"	160	539	731
"UT"	2008	"Utah"	"PG07"	129	617	779
"UT"	2008	"Utah"	"PG08"	110	482	629
"UT"	2008	"Utah"	"PG09"	113	663	812
"UT"	2008	"Utah"	"PG10"	127	635	797
"UT"	2008	"Utah"	"PG11"	85	555	676
"UT"	2008	"Utah"	"PG12"	169	681	888
"UT"	2008	"Utah"	"PG13"	82	392	492
"UT"	2008	"Utah"	"PG14"	121	805	949
"UT"	2008	"Utah"	"PR01"	182	462	692
"UT"	2008	"Utah"	"PR02"	184	414	639
"UT"	2008	"Utah"	"PR03"	121	426	564
"UT"	2008	"Utah"	"PR04"	190	441	694
"UT"	2008	"Utah"	"PR05"	160	371	561
"UT"	2008	"Utah"	"PR06"	117	233	370
"UT"	2008	"Utah"	"PR07"	104	299	432
"UT"	2008	"Utah"	"PR08"	85	316	421
"UT"	2008	"Utah"	"PR09"	89	320	443
"UT"	2008	"Utah"	"PR10"	133	377	545
"UT"	2008	"Utah"	"PR11"	235	594	891
"UT"	2008	"Utah"	"PR12"	114	405	549
"UT"	2008	"Utah"	"PR13"	179	732	959
"UT"	2008	"Utah"	"PR14"	139	339	516
"UT"	2008	"Utah"	"PR15"	94	235	354
"UT"	2008	"Utah"	"PR16"	171	613	813
"UT"	2008	"Utah"	"PR17"	155	353	534
"UT"	2008	"Utah"	"PR18"	155	507	683
"UT"	2008	"Utah"	"PR19"	150	346	522
"UT"	2008	"Utah"	"PR20"	168	438	641
"UT"	2008	"Utah"	"PR21"	136	253	417
"UT"	2008	"Utah"	"PR22"	96	201	317
"UT"	2008	"Utah"	"PR23"	100	280	405
"UT"	2008	"Utah"	"PR24"	162	529	732
"UT"	2008	"Utah"	"PR25"	114	585	731
"UT"	2008	"Utah"	"PR26"	139	478	663
"UT"	2008	"Utah"	"PR27"	182	545	756
"UT"	2008	"Utah"	"PR28"	111	353	506
"UT"	2008	"Utah"	"PR29"	95	316	447
"UT"	2008	"Utah"	"PR30"	150	599	792
"UT"	2008	"Utah"	"PR31"	134	588	749
"UT"	2008	"Utah"	"PR32"	104	384	509
"UT"	2008	"Utah"	"PR33"	112	518	679
"UT"	2008	"Utah"	"PR34"	122	350	497
"UT"	2008	"Utah"	"PR35"	135	339	490
"UT"	2008	"Utah"	"PR36"	255	620	929
"UT"	2008	"Utah"	"PR37"	127	565	721
"UT"	2008	"Utah"	"PR38"	39	188	236
"UT"	2008	"Utah"	"PR39"	141	603	773
"UT"	2008	"Utah"	"PR40"	107	457	584
"UT"	2008	"Utah"	"PR41"	111	595	739
"UT"	2008	"Utah"	"PR42"	169	747	947
"UT"	2008	"Utah"	"PR43"	136	312	470
"UT"	2008	"Utah"	"PR44"	238	533	822
"UT"	2008	"Utah"	"PR45"	140	442	613
"UT"	2008	"Utah"	"PR46"	94	256	374
"UT"	2008	"Utah"	"PR47"	125	393	539
"UT"	2008	"Utah"	"PR48"	65	193	275
"UT"	2008	"Utah"	"PR49"	138	505	676
"UT"	2008	"Utah"	"SA01"	149	644	834
"UT"	2008	"Utah"	"SA02"	82	615	727
"UT"	2008	"Utah"	"SA03"	126	654	827
"UT"	2008	"Utah"	"SF01"	130	439	607
"UT"	2008	"Utah"	"SF02"	143	685	857
"UT"	2008	"Utah"	"SF02:UN"	18	65	85
"UT"	2008	"Utah"	"SF03"	120	350	489
"UT"	2008	"Utah"	"SF04"	212	592	838
"UT"	2008	"Utah"	"SF05"	75	253	344
"UT"	2008	"Utah"	"SF06"	71	420	518
"UT"	2008	"Utah"	"SF07"	47	204	259
"UT"	2008	"Utah"	"SF08"	213	819	1076
"UT"	2008	"Utah"	"SF09"	71	400	497
"UT"	2008	"Utah"	"SF10"	109	471	614
"UT"	2008	"Utah"	"SF11"	128	606	759
"UT"	2008	"Utah"	"SF12"	124	515	657
"UT"	2008	"Utah"	"SF13"	87	536	651
"UT"	2008	"Utah"	"SF14"	127	647	811
"UT"	2008	"Utah"	"SF15"	123	650	826
"UT"	2008	"Utah"	"SF16"	71	496	612
"UT"	2008	"Utah"	"SL01:UN"	36	181	223
"UT"	2008	"Utah"	"SP01"	201	563	819
"UT"	2008	"Utah"	"SP02"	146	442	628
"UT"	2008	"Utah"	"SP03"	111	323	445
"UT"	2008	"Utah"	"SP04"	185	555	763
"UT"	2008	"Utah"	"SP05"	129	417	575
"UT"	2008	"Utah"	"SP06"	114	478	615
"UT"	2008	"Utah"	"SP07"	124	735	890
"UT"	2008	"Utah"	"SP07:UN"	17	47	67
"UT"	2008	"Utah"	"SP08"	122	386	544
"UT"	2008	"Utah"	"SP09"	160	552	753
"UT"	2008	"Utah"	"SP10"	99	309	435
"UT"	2008	"Utah"	"SP11"	107	443	581
"UT"	2008	"Utah"	"SP12"	107	302	444
"UT"	2008	"Utah"	"SP13"	251	679	972
"UT"	2008	"Utah"	"SP14"	97	563	691
"UT"	2008	"Utah"	"SP15"	119	403	538
"UT"	2008	"Utah"	"SQ01"	88	508	629
"UT"	2008	"Utah"	"SQ02"	156	599	833
"UT"	2008	"Utah"	"SQ03"	113	606	763
"UT"	2008	"Utah"	"SR01"	136	750	925
"UT"	2008	"Utah"	"SR01:UN"	2	18	22
"UT"	2008	"Utah"	"SR02"	173	616	830
"UT"	2008	"Utah"	"SR03"	152	735	930
"UT"	2008	"Utah"	"SR04"	146	681	884
"UT"	2008	"Utah"	"SR05"	103	469	588
"UT"	2008	"Utah"	"VI01"	3	36	45
"UT"	2008	"Utah"	"WH01"	95	496	619
"UT"	2008	"Wasatch"	"County 11.1"	198	249	456
"UT"	2008	"Wasatch"	"County 11.2"	9	27	38
"UT"	2008	"Wasatch"	"County 15"	74	274	360
"UT"	2008	"Wasatch"	"County 19"	200	288	508
"UT"	2008	"Wasatch"	"County 4.1"	91	221	321
"UT"	2008	"Wasatch"	"County 4.2"	22	64	86
"UT"	2008	"Wasatch"	"County 4.3"	34	73	112
"UT"	2008	"Wasatch"	"County 6"	106	361	487
"UT"	2008	"Wasatch"	"Heber 1"	187	179	379
"UT"	2008	"Wasatch"	"Heber 10"	222	477	723
"UT"	2008	"Wasatch"	"Heber 14"	159	357	531
"UT"	2008	"Wasatch"	"Heber 16.1"	178	430	625
"UT"	2008	"Wasatch"	"Heber 16.2"	1	3	4
"UT"	2008	"Wasatch"	"Heber 17"	90	123	225
"UT"	2008	"Wasatch"	"Heber 2"	157	250	423
"UT"	2008	"Wasatch"	"Heber 3"	131	152	298
"UT"	2008	"Wasatch"	"Heber 5"	158	311	486
"UT"	2008	"Wasatch"	"Midway 13.1"	122	140	272
"UT"	2008	"Wasatch"	"Midway 13.2"	2	7	9
"UT"	2008	"Wasatch"	"Midway 18"	159	309	489
"UT"	2008	"Wasatch"	"Midway 7"	211	355	588
"UT"	2008	"Wasatch"	"Midway 8"	214	349	581
"UT"	2008	"Wasatch"	"Town 12"	68	171	243
"UT"	2008	"Wasatch"	"Town 9"	99	260	381
"UT"	2008	"Washington"	"Apple Valley AV51"	77	189	284
"UT"	2008	"Washington"	"Brookside VE80.02"	23	92	123
"UT"	2008	"Washington"	"Central CE91.01"	4	31	37
"UT"	2008	"Washington"	"Dammeron Valley DAV83"	121	277	408
"UT"	2008	"Washington"	"Diamond Valley DIV92"	69	385	474
"UT"	2008	"Washington"	"Dixie Deer CE91.02"	68	172	258
"UT"	2008	"Washington"	"Enterprise EN82.01 City"	40	516	584
"UT"	2008	"Washington"	"Enterprise EN82.02 Outside"	0	77	81
"UT"	2008	"Washington"	"Gunlock VE80.03"	7	65	77
"UT"	2008	"Washington"	"Hildale HIL97"	6	184	237
"UT"	2008	"Washington"	"Hurricane HU52"	97	448	583
"UT"	2008	"Washington"	"Hurricane HU53"	101	481	610
"UT"	2008	"Washington"	"Hurricane HU54.01 City"	100	668	810
"UT"	2008	"Washington"	"Hurricane HU54.02 Outside"	22	43	67
"UT"	2008	"Washington"	"Hurricane HU55"	119	687	842
"UT"	2008	"Washington"	"Hurricane HU56"	254	693	984
"UT"	2008	"Washington"	"Hurricane HU57.01 City"	231	591	591
"UT"	2008	"Washington"	"Hurricane HU57.02 Outside"	11	40	51
"UT"	2008	"Washington"	"Ivins IV76"	200	506	729
"UT"	2008	"Washington"	"Ivins IV77"	191	559	774
"UT"	2008	"Washington"	"Ivins IV78"	291	373	690
"UT"	2008	"Washington"	"Ivins IV79"	229	579	838
"UT"	2008	"Washington"	"La Verkin LA85"	97	365	490
"UT"	2008	"Washington"	"La Verkin LA86"	112	246	381
"UT"	2008	"Washington"	"La Verkin LA87"	70	288	381
"UT"	2008	"Washington"	"Leeds LE90.01 Town"	84	318	414
"UT"	2008	"Washington"	"Leeds LE90.02 Outside"	110	110	143
"UT"	2008	"Washington"	"New Harmony NH93.01 Town"	14	109	126
"UT"	2008	"Washington"	"New Harmony NH93.02 Outside"	73	368	459
"UT"	2008	"Washington"	"Pine Valley CE91.03"	13	69	84
"UT"	2008	"Washington"	"Rockville SPR95.02"	76	62	144
"UT"	2008	"Washington"	"Santa Clara SC71"	81	728	837
"UT"	2008	"Washington"	"Santa Clara SC72"	67	360	438
"UT"	2008	"Washington"	"Santa Clara SC73"	125	405	556
"UT"	2008	"Washington"	"Santa Clara SC74"	138	650	818
"UT"	2008	"Washington"	"Springdale SPR95.01"	200	102	311
"UT"	2008	"Washington"	"St. George SG01"	148	344	521
"UT"	2008	"Washington"	"St. George SG02"	70	238	322
"UT"	2008	"Washington"	"St. George SG03"	92	385	502
"UT"	2008	"Washington"	"St. George SG04"	64	305	390
"UT"	2008	"Washington"	"St. George SG05"	83	381	483
"UT"	2008	"Washington"	"St. George SG06"	107	497	630
"UT"	2008	"Washington"	"St. George SG07"	102	416	548
"UT"	2008	"Washington"	"St. George SG08"	135	404	566
"UT"	2008	"Washington"	"St. George SG09"	144	383	549
"UT"	2008	"Washington"	"St. George SG10"	68	255	332
"UT"	2008	"Washington"	"St. George SG11"	83	346	442
"UT"	2008	"Washington"	"St. George SG12"	178	449	646
"UT"	2008	"Washington"	"St. George SG13"	140	248	407
"UT"	2008	"Washington"	"St. George SG14"	167	425	618
"UT"	2008	"Washington"	"St. George SG15"	280	616	925
"UT"	2008	"Washington"	"St. George SG16"	157	370	545
"UT"	2008	"Washington"	"St. George SG17"	160	554	728
"UT"	2008	"Washington"	"St. George SG18"	112	563	692
"UT"	2008	"Washington"	"St. George SG19"	136	562	724
"UT"	2008	"Washington"	"St. George SG20"	214	614	855
"UT"	2008	"Washington"	"St. George SG21"	168	459	641
"UT"	2008	"Washington"	"St. George SG22"	141	412	568
"UT"	2008	"Washington"	"St. George SG23"	177	583	783
"UT"	2008	"Washington"	"St. George SG24"	91	335	438
"UT"	2008	"Washington"	"St. George SG25"	107	440	558
"UT"	2008	"Washington"	"St. George SG26"	93	547	673
"UT"	2008	"Washington"	"St. George SG27"	209	734	978
"UT"	2008	"Washington"	"St. George SG28"	106	503	623
"UT"	2008	"Washington"	"St. George SG29"	166	664	873
"UT"	2008	"Washington"	"St. George SG30"	194	657	884
"UT"	2008	"Washington"	"St. George SG31"	171	905	1112
"UT"	2008	"Washington"	"St. George SG32"	112	577	707
"UT"	2008	"Washington"	"St. George SG33"	70	374	456
"UT"	2008	"Washington"	"St. George SG34"	196	611	848
"UT"	2008	"Washington"	"St. George SG35"	167	477	663
"UT"	2008	"Washington"	"St. George SG36"	162	495	677
"UT"	2008	"Washington"	"St. George SG37"	156	508	695
"UT"	2008	"Washington"	"St. George SG38"	118	383	532
"UT"	2008	"Washington"	"St. George SG39"	233	404	666
"UT"	2008	"Washington"	"St. George SG40"	100	793	921
"UT"	2008	"Washington"	"St. George SG41"	237	497	750
"UT"	2008	"Washington"	"Toquerville TOQ96"	108	479	622
"UT"	2008	"Washington"	"Veyo VE80.01 Veyo"	20	182	212
"UT"	2008	"Washington"	"Virgin VI89.01 Town"	80	149	26
"UT"	2008	"Washington"	"Virgin VI89.02 Outside"	4	16	21
"UT"	2008	"Washington"	"Washington WA60"	82	300	390
