state	year	county	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USS_rv	g2004_USS_dv	g2004_USS_tv
"SC"	2004	"KERSHAW"	"LUGOFF NO 1"	429	205	641	398	219	630
"SC"	2004	"KERSHAW"	"LUGOFF NO 2"	1169	500	1687	1053	567	1648
"SC"	2004	"KERSHAW"	"LUGOFF NO 3"	520	212	741	468	243	726
"SC"	2004	"KERSHAW"	"MALVERN HILL"	416	338	766	372	363	748
"SC"	2004	"KERSHAW"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"KERSHAW"	"RABON'S X ROADS"	743	296	1051	668	331	1013
"SC"	2004	"KERSHAW"	"RIVERDALE"	76	345	422	72	340	414
"SC"	2004	"KERSHAW"	"SALT POND"	414	202	627	366	225	606
"SC"	2004	"KERSHAW"	"SHAYLOR'S HILL"	234	238	484	206	252	474
"SC"	2004	"KERSHAW"	"SPRINGDALE"	508	420	935	447	456	916
"SC"	2004	"KERSHAW"	"WESTVILLE"	526	326	856	491	329	837
"SC"	2004	"KERSHAW"	"WHITES GARDENS"	543	317	875	490	343	846
"SC"	2004	"LANCASTER"	"ABSENTEE TOTAL"	1021	576	1611	891	679	1614
"SC"	2004	"LANCASTER"	"ANTIOCH"	265	137	408	227	149	400
"SC"	2004	"LANCASTER"	"BELAIR"	653	257	919	613	279	913
"SC"	2004	"LANCASTER"	"CAMP CREEK"	283	116	406	252	145	407
"SC"	2004	"LANCASTER"	"CARMEL"	164	115	283	147	127	280
"SC"	2004	"LANCASTER"	"CHESTERFIELD AVE"	122	417	544	99	424	542
"SC"	2004	"LANCASTER"	"CURBSIDE/EMERGENCY"		12	12			0
"SC"	2004	"LANCASTER"	"County Totals"	12916	7631	20814	11106	8986	20677
"SC"	2004	"LANCASTER"	"DOUGLAS"	519	357	885	443	408	883
"SC"	2004	"LANCASTER"	"DWIGHT"	490	193	692	398	260	676
"SC"	2004	"LANCASTER"	"ELGIN"	544	298	858	459	358	844
"SC"	2004	"LANCASTER"	"ERWIN FARM"	394	292	694	330	337	694
"SC"	2004	"LANCASTER"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"LANCASTER"	"GOOCH'S CROSS RDS"	459	380	851	376	442	844
"SC"	2004	"LANCASTER"	"HEATH SPRINGS"	392	276	676	325	335	671
"SC"	2004	"LANCASTER"	"HYDE PARK"	552	258	820	449	341	809
"SC"	2004	"LANCASTER"	"JACKSONHAM"	599	272	884	508	343	873
"SC"	2004	"LANCASTER"	"KERSHAW NORTH"	366	243	617	318	281	611
"SC"	2004	"LANCASTER"	"KERSHAW SOUTH"	439	282	729	366	347	724
"SC"	2004	"LANCASTER"	"LANCASTER EAST"	259	420	688	228	451	694
"SC"	2004	"LANCASTER"	"LANCASTER WEST"	212	196	412	172	223	410
"SC"	2004	"LANCASTER"	"LYNWOOD DRIVE"	605	349	968	523	412	965
"SC"	2004	"LANCASTER"	"MIDWAY"	345	117	469	289	158	466
"SC"	2004	"LANCASTER"	"PLEASANT HILL"	396	256	658	335	305	658
"SC"	2004	"LANCASTER"	"PLEASANT VALLEY"	1244	424	1691	1141	468	1667
"SC"	2004	"LANCASTER"	"PROVISIONAL BALLOT"	12		12	12	12	24
"SC"	2004	"LANCASTER"	"RICH HILL"	379	132	520	342	176	529
"SC"	2004	"LANCASTER"	"RIVERSIDE"	338	317	660	296	355	659
"SC"	2004	"LANCASTER"	"SPRING HILL"	554	257	826	453	321	810
"SC"	2004	"LANCASTER"	"UNITY"	383	219	610	323	264	609
"SC"	2004	"LANCASTER"	"VAN WYCK"	241	220	467	224	226	457
"SC"	2004	"LANCASTER"	"WYLIE PARK"	686	243	944	567	360	944
"SC"	2004	"LAURENS"	"ABSENTEE TOTAL"	2	5	8	2	3	6
"SC"	2004	"LAURENS"	"BAILEY"	326	389	722	304	401	714
"SC"	2004	"LAURENS"	"BARKSDALE-NARNIE"	317	192	510	283	207	506
"SC"	2004	"LAURENS"	"BREWERTON"	226	61	287	198	80	282
"SC"	2004	"LAURENS"	"CLINTON MILL"	213	488	705	178	507	700
"SC"	2004	"LAURENS"	"CLINTON NO. 1"	571	402	981	499	450	969
"SC"	2004	"LAURENS"	"CLINTON NO. 2"	617	501	1124	522	572	1112
"SC"	2004	"LAURENS"	"CLINTON NO. 3"	816	301	1123	713	386	1114
"SC"	2004	"LAURENS"	"COOKS"	677	312	998	650	323	991
"SC"	2004	"LAURENS"	"CROSS HILL"	436	457	898	384	485	893
"SC"	2004	"LAURENS"	"CURBSIDE/EMERGENCY"	16		16			0
"SC"	2004	"LAURENS"	"County Totals"	14466	9205	23829	12951	10124	23589
"SC"	2004	"LAURENS"	"EKOM"	246	87	336	225	103	331
"SC"	2004	"LAURENS"	"FAIL SAFE"	29	50	81	27	52	80
"SC"	2004	"LAURENS"	"FAIL SAFE CHALLENGE"	25	19	44	24	17	43
"SC"	2004	"LAURENS"	"GRAY COURT"	358	353	716	312	380	711
"SC"	2004	"LAURENS"	"GREENPOND"	642	210	856	582	242	849
"SC"	2004	"LAURENS"	"HICKORY TAVERN"	863	282	1153	811	305	1142
"SC"	2004	"LAURENS"	"JOANNA"	733	309	1053	644	369	1036
"SC"	2004	"LAURENS"	"JONES"	752	465	1227	688	487	1201
"SC"	2004	"LAURENS"	"LONG BRANCH"	528	159	691	490	185	688
"SC"	2004	"LAURENS"	"LYDIA MILL"	205	374	581	173	388	573
"SC"	2004	"LAURENS"	"MADDENS"	438	271	716	387	304	712
"SC"	2004	"LAURENS"	"MARTINS-POPLAR SPRING"	433	113	547	368	141	531
"SC"	2004	"LAURENS"	"MOUNT OLIVE"	376	119	501	328	157	498
"SC"	2004	"LAURENS"	"MOUNTVILLE"	302	212	518	278	226	513
"SC"	2004	"LAURENS"	"ORA-LANFORD"	329	274	608	297	294	606
"SC"	2004	"LAURENS"	"OWINGS"	297	132	434	273	144	428
"SC"	2004	"LAURENS"	"PRINCETON"	94	29	126	96	30	127
"SC"	2004	"LAURENS"	"PROVISIONAL BALLOT"		12	12	13	13	28
"SC"	2004	"LAURENS"	"TRINITY RIDGE"	546	342	894	485	393	891
"SC"	2004	"LAURENS"	"WARD NO. 1"	154	452	609	132	470	607
"SC"	2004	"LAURENS"	"WARD NO. 2"	42	219	261	41	211	256
"SC"	2004	"LAURENS"	"WARD NO. 3"	220	200	420	178	227	416
"SC"	2004	"LAURENS"	"WARD NO. 4"	107	223	331	93	221	319
"SC"	2004	"LAURENS"	"WARD NO. 5"	500	219	722	453	260	723
"SC"	2004	"LAURENS"	"WARD NO. 6"	557	247	808	485	304	804
"SC"	2004	"LAURENS"	"WATERLOO"	463	337	804	422	357	796
"SC"	2004	"LAURENS"	"WATTSVILLE"	513	233	747	456	255	736
"SC"	2004	"LAURENS"	"YOUNGS"	497	155	661	457	175	657
"SC"	2004	"LEE"	"ABSENTEE TOTAL"	280	323	607	227	379	614
"SC"	2004	"LEE"	"ASHLAND"	41	49	90	39	48	88
"SC"	2004	"LEE"	"ASHWOOD"	275	89	366	246	117	370
"SC"	2004	"LEE"	"BISHOPVILLE 1"	76	321	399	64	335	409
"SC"	2004	"LEE"	"BISHOPVILLE 2"	102	292	398	76	326	407
"SC"	2004	"LEE"	"BISHOPVILLE 3"	248	270	523	223	310	537
"SC"	2004	"LEE"	"BISHOPVILLE 4"	116	458	574	100	484	587
"SC"	2004	"LEE"	"CEDAR CREEK"	142	73	215	127	94	222
"SC"	2004	"LEE"	"CYPRESS"	102	201	304	90	215	307
"SC"	2004	"LEE"	"County Totals"	2901	4960	7898	2619	5345	8058
"SC"	2004	"LEE"	"ELLIOT"	42	264	310	45	279	327
"SC"	2004	"LEE"	"FAIL SAFE"	10	49	60	11	47	58
"SC"	2004	"LEE"	"FAIL SAFE CHALLENGE"		9	9		9	9
"SC"	2004	"LEE"	"HICKORY HILL"	95	64	159	91	71	162
"SC"	2004	"LEE"	"IONIA"	211	216	429	202	219	432
"SC"	2004	"LEE"	"LUCKNOW"	133	134	267	131	142	277
"SC"	2004	"LEE"	"LYNCHBURG"	69	435	505	67	442	514
"SC"	2004	"LEE"	"MANVILLE"	107	231	339	92	260	357
"SC"	2004	"LEE"	"MT. CLIO"	37	215	254	37	225	267
"SC"	2004	"LEE"	"PROVISIONAL BALLOT"		2	2		2	2
"SC"	2004	"LEE"	"RATTLESNAKE SPR"	132	98	232	115	113	229
"SC"	2004	"LEE"	"SCHROCKS MILL"	19	16	35	17	17	34
"SC"	2004	"LEE"	"SOUTH LYNCHBURG"	52	192	247	55	198	255
"SC"	2004	"LEE"	"SPRING HILL"	128	295	423	123	302	429
"SC"	2004	"LEE"	"ST. CHARLES"	121	371	495	109	387	501
"SC"	2004	"LEE"	"ST. MATTHEWS"	100	34	134	99	34	133
"SC"	2004	"LEE"	"STOKES BRIDGE"	160	76	236	136	97	237
"SC"	2004	"LEE"	"TURKEY CREEK"	76	46	122	63	55	119
"SC"	2004	"LEE"	"WOODROW"	27	137	164	34	138	175
"SC"	2004	"LEXINGTON"	"ABSENTEE TOTAL"	5853	2289	8205	5323	2699	8184
"SC"	2004	"LEXINGTON"	"AMICKS FERRY"	1670	346	2030	1494	501	2026
"SC"	2004	"LEXINGTON"	"BARR ROAD"	1107	210	1327	1005	286	1318
"SC"	2004	"LEXINGTON"	"BATESBURG"	513	518	1036	477	528	1016
"SC"	2004	"LEXINGTON"	"BEULAH CHURCH"	767	178	950	678	244	946
"SC"	2004	"LEXINGTON"	"BOILING SPRINGS"	927	257	1195	809	324	1168
"SC"	2004	"LEXINGTON"	"BOILING SPRINGS SOUTH"	944	228	1187	861	283	1181
"SC"	2004	"LEXINGTON"	"BUSH RIVER"	660	305	970	563	388	965
"SC"	2004	"LEXINGTON"	"CAYCE WARD 2-A"	575	290	873	518	335	869
"SC"	2004	"LEXINGTON"	"CAYCE WARD NO.1"	469	301	778	395	353	771
"SC"	2004	"LEXINGTON"	"CAYCE WARD NO.2"	491	546	1049	412	560	1021
"SC"	2004	"LEXINGTON"	"CAYCE WARD NO.3"	323	180	512	273	218	504
"SC"	2004	"LEXINGTON"	"CHALK HILL"	388	801	1206	353	798	1189
"SC"	2004	"LEXINGTON"	"CHALLEDON"	579	443	1030	501	493	1019
"SC"	2004	"LEXINGTON"	"CHAPIN"	1044	344	1397	923	424	1377
"SC"	2004	"LEXINGTON"	"COLDSTREAM"	959	482	1453	833	576	1440
"SC"	2004	"LEXINGTON"	"CONGAREE"	1052	263	1334	922	344	1306
"SC"	2004	"LEXINGTON"	"CROMER"	1351	400	1765	1218	491	1749
"SC"	2004	"LEXINGTON"	"CURBSIDE/EMERGENCY"	103	28	131	107	31	141
"SC"	2004	"LEXINGTON"	"County Totals"	67132	25393	93432	59467	30885	92554
"SC"	2004	"LEXINGTON"	"DUTCHMAN SHORES"	1595	286	1902	1457	407	1889
"SC"	2004	"LEXINGTON"	"EDENWOOD"	964	371	1346	865	439	1332
"SC"	2004	"LEXINGTON"	"EDMUND"	954	293	1260	850	351	1243
"SC"	2004	"LEXINGTON"	"EMMANUEL CHURCH"	813	219	1042	722	295	1032
"SC"	2004	"LEXINGTON"	"FAIL SAFE"	204	89	297	180	103	293
"SC"	2004	"LEXINGTON"	"FAIL SAFE CHALLENGE"	101	51	155	87	66	159
"SC"	2004	"LEXINGTON"	"FAIRVIEW"	315	73	395	280	98	391
"SC"	2004	"LEXINGTON"	"FAITH CHURCH"	514	102	621	434	173	618
"SC"	2004	"LEXINGTON"	"GARDENDALE"	288	245	535	256	265	533
"SC"	2004	"LEXINGTON"	"GASTON #1"	491	149	647	427	184	631
"SC"	2004	"LEXINGTON"	"GASTON #2"	966	436	1417	843	505	1398
"SC"	2004	"LEXINGTON"	"GILBERT"	861	173	1050	764	251	1047
"SC"	2004	"LEXINGTON"	"GRENADIER"	964	713	1699	839	804	1687
"SC"	2004	"LEXINGTON"	"HOLLOW CREEK"	690	180	880	639	208	875
"SC"	2004	"LEXINGTON"	"HOOK'S STORE"	675	381	1076	593	433	1065
"SC"	2004	"LEXINGTON"	"IRMO"	1471	628	2115	1294	777	2100
"SC"	2004	"LEXINGTON"	"KITTI WAKE"	1199	371	1586	1039	494	1575
"SC"	2004	"LEXINGTON"	"LAKE MURRAY"	1429	262	1701	1294	370	1689
"SC"	2004	"LEXINGTON"	"LEAPHART ROAD"	692	246	948	577	320	927
"SC"	2004	"LEXINGTON"	"LEESVILLE"	756	423	1193	672	485	1184
"SC"	2004	"LEXINGTON"	"LEXINGTON #3"	976	191	1176	839	306	1165
"SC"	2004	"LEXINGTON"	"LEXINGTON #4"	1031	278	1317	875	409	1301
"SC"	2004	"LEXINGTON"	"LEXINGTON NO. 1"	1120	331	1466	991	442	1467
"SC"	2004	"LEXINGTON"	"LEXINGTON NO. 2"	595	313	913	535	343	912
"SC"	2004	"LEXINGTON"	"MACK-EDISTO"	213	77	297	190	87	287
"SC"	2004	"LEXINGTON"	"MIDWAY"	484	104	594	436	137	584
"SC"	2004	"LEXINGTON"	"MIMS"	324	128	453	297	144	446
"SC"	2004	"LEXINGTON"	"MOUNT HOREB"	886	209	1107	773	312	1099
"SC"	2004	"LEXINGTON"	"MURRAYWOOD"	1097	429	1537	947	556	1524
"SC"	2004	"LEXINGTON"	"OLD BARNWELL RD"	1133	340	1487	997	439	1469
"SC"	2004	"LEXINGTON"	"PARK ROAD"	985	263	1258	882	343	1249
"SC"	2004	"LEXINGTON"	"PELION"	922	245	1175	827	302	1159
"SC"	2004	"LEXINGTON"	"PILGRIM CHURCH"	1147	276	1437	1024	379	1424
"SC"	2004	"LEXINGTON"	"PINEVIEW"	1034	349	1400	885	456	1389
"SC"	2004	"LEXINGTON"	"POND BRANCH"	909	252	1172	808	310	1151
"SC"	2004	"LEXINGTON"	"PROVIDENCE CHURCH"	1107	231	1346	972	341	1332
"SC"	2004	"LEXINGTON"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"LEXINGTON"	"QUAIL HOLLOW"	747	267	1025	672	334	1025
"SC"	2004	"LEXINGTON"	"QUAIL VALLEY"	905	496	1412	778	594	1398
"SC"	2004	"LEXINGTON"	"RED BANK"	1043	341	1393	932	412	1381
"SC"	2004	"LEXINGTON"	"RED BANK SOUTH"	1208	306	1532	1051	417	1511
"SC"	2004	"LEXINGTON"	"RIDGE ROAD"	824	179	1014	721	261	1013
"SC"	2004	"LEXINGTON"	"ROUND HILL"	856	150	1012	773	201	1002
"SC"	2004	"LEXINGTON"	"SALUDA RIVER"	643	372	1042	579	423	1027
"SC"	2004	"LEXINGTON"	"SANDY RUN"	317	156	480	278	175	472
"SC"	2004	"LEXINGTON"	"SEVEN OAKS"	588	363	977	512	405	962
"SC"	2004	"LEXINGTON"	"SHARPE'S HILL"	561	245	813	471	295	797
"SC"	2004	"LEXINGTON"	"SPRINGDALE"	1064	251	1333	935	345	1315
"SC"	2004	"LEXINGTON"	"SPRINGDALE SOUTH"	337	125	463	307	140	456
"SC"	2004	"LEXINGTON"	"ST. MICHAEL"	1067	327	1404	943	412	1385
"SC"	2004	"LEXINGTON"	"SUMMIT"	452	125	583	392	172	578
"SC"	2004	"LEXINGTON"	"SWANSEA"	723	612	1349	658	642	1329
"SC"	2004	"LEXINGTON"	"TN OF PINERIDGE"	1241	417	1670	1091	512	1652
"SC"	2004	"LEXINGTON"	"W COLUMBIA NO 1"	233	212	456	213	222	453
"SC"	2004	"LEXINGTON"	"W COLUMBIA NO 2"	83	293	379	70	291	372
"SC"	2004	"LEXINGTON"	"W COLUMBIA NO 3"	254	119	379	235	125	370
"SC"	2004	"LEXINGTON"	"W COLUMBIA NO 4"	629	250	888	543	300	874
"SC"	2004	"LEXINGTON"	"WESTOVER"	886	275	1170	774	375	1160
"SC"	2004	"LEXINGTON"	"WHITE KNOLL"	1219	451	1681	1086	538	1667
