state	year	county	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USS_rv	g2004_USS_dv	g2004_USS_tv
"SC"	2004	"ABBEVILLE"	"ABBEVILLE #3"	282	308	600	256	314	585
"SC"	2004	"ABBEVILLE"	"ABBEVILLE NO. 1"	668	360	1039	622	381	1031
"SC"	2004	"ABBEVILLE"	"ABBEVILLE NO. 2"	352	550	909	337	522	882
"SC"	2004	"ABBEVILLE"	"ABBEVILLE NO. 4"	273	154	434	239	177	425
"SC"	2004	"ABBEVILLE"	"ABSENTEE TOTAL"	799	887	1702	739	916	1686
"SC"	2004	"ABBEVILLE"	"ANTREVILLE"	288	148	441	268	155	434
"SC"	2004	"ABBEVILLE"	"BROADMOUTH"	161	72	235	137	86	229
"SC"	2004	"ABBEVILLE"	"CALHOUN FALLS"	400	676	1087	362	688	1066
"SC"	2004	"ABBEVILLE"	"COLD SPRINGS"	325	116	447	294	140	441
"SC"	2004	"ABBEVILLE"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"ABBEVILLE"	"County Totals"	5436	4389	9925	4954	4592	9743
"SC"	2004	"ABBEVILLE"	"DONALDS"	216	65	282	200	70	274
"SC"	2004	"ABBEVILLE"	"DUE WEST"	444	365	816	391	398	802
"SC"	2004	"ABBEVILLE"	"FAIL SAFE"	17	15	32	16	16	32
"SC"	2004	"ABBEVILLE"	"FAIL SAFE CHALLENGE"	1		1	1		1
"SC"	2004	"ABBEVILLE"	"HALL'S STORE"	255	192	448	233	197	440
"SC"	2004	"ABBEVILLE"	"KEOWEE"	312	166	483	276	192	474
"SC"	2004	"ABBEVILLE"	"LEBANON"	292	145	445	265	160	436
"SC"	2004	"ABBEVILLE"	"LOWNDESVILLE"	351	170	524	318	180	505
"SC"	2004	"ABBEVILLE"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"AIKEN"	"ABSENTEE TOTAL"	4448	2202	6708	4225	2267	6579
"SC"	2004	"AIKEN"	"AIKEN NO. 1"	563	186	757	511	228	750
"SC"	2004	"AIKEN"	"AIKEN NO. 2"	151	367	525	134	373	517
"SC"	2004	"AIKEN"	"AIKEN NO. 3"	204	471	680	189	455	660
"SC"	2004	"AIKEN"	"AIKEN NO. 4"	34	325	361	28	314	345
"SC"	2004	"AIKEN"	"AIKEN NO. 47"	466	194	670	431	218	659
"SC"	2004	"AIKEN"	"AIKEN NO. 5"	319	371	696	282	388	678
"SC"	2004	"AIKEN"	"AIKEN NO. 6"	607	231	848	554	260	825
"SC"	2004	"AIKEN"	"ANDERSON POND 69"	466	97	566	453	109	565
"SC"	2004	"AIKEN"	"ASCAUGA LAKE 63"	823	315	1148	798	318	1131
"SC"	2004	"AIKEN"	"BATH NO. 7"	224	243	476	208	224	447
"SC"	2004	"AIKEN"	"BEECH ISLAND 8"	342	390	740	324	373	711
"SC"	2004	"AIKEN"	"BELVEDERE NO 44"	495	227	739	461	240	718
"SC"	2004	"AIKEN"	"BELVEDERE NO 62"	337	330	677	324	321	665
"SC"	2004	"AIKEN"	"BELVEDERE NO. 9"	523	318	847	501	311	823
"SC"	2004	"AIKEN"	"BREEZY HILL 50"	550	214	770	504	248	757
"SC"	2004	"AIKEN"	"CAROLINA HTS 10"	181	354	545	164	360	531
"SC"	2004	"AIKEN"	"CEDAR CREEK NO.64"	934	320	1260	868	348	1230
"SC"	2004	"AIKEN"	"CHINA SPRGS 11"	243	484	734	222	472	710
"SC"	2004	"AIKEN"	"CLEARWATER 12"	219	181	403	204	178	391
"SC"	2004	"AIKEN"	"COLLEGE ACRE 13"	700	214	925	649	246	908
"SC"	2004	"AIKEN"	"COUCHTON NO. 56"	498	249	756	470	244	729
"SC"	2004	"AIKEN"	"CURBSIDE/EMERGENCY"	45	7	52	41	9	51
"SC"	2004	"AIKEN"	"County Totals"	39077	19799	59492	36446	20674	58107
"SC"	2004	"AIKEN"	"EUREKA NO. 14"	500	188	690	473	197	678
"SC"	2004	"AIKEN"	"FAIL SAFE"	83	50	134	78	51	133
"SC"	2004	"AIKEN"	"FAIL SAFE CHALLENGE"	137	87	226	136	90	232
"SC"	2004	"AIKEN"	"FOX CREEK NO 58"	938	215	1157	897	228	1135
"SC"	2004	"AIKEN"	"GEM LAKES NO 60"	1343	309	1667	1237	393	1646
"SC"	2004	"AIKEN"	"GLOVERVILLE 15"	337	107	448	318	109	437
"SC"	2004	"AIKEN"	"GRANITEVILLE 16"	400	243	653	369	248	624
"SC"	2004	"AIKEN"	"HAMMOND NO. 48"	652	319	981	614	332	962
"SC"	2004	"AIKEN"	"HITCHCOCK NO.66"	501	166	674	446	209	662
"SC"	2004	"AIKEN"	"HOLLOW CREEK 53"	1084	300	1403	1020	345	1380
"SC"	2004	"AIKEN"	"JACKSON NO. 17"	670	214	900	653	214	882
"SC"	2004	"AIKEN"	"LANGLEY NO. 18"	459	172	641	397	189	606
"SC"	2004	"AIKEN"	"LEVELS NO. 52"	646	351	1010	568	391	982
"SC"	2004	"AIKEN"	"LEVELS NO.72"	312	145	463	290	160	458
"SC"	2004	"AIKEN"	"LYNWOOD NO. 19"	344	135	485	301	146	458
"SC"	2004	"AIKEN"	"MID VALLEY NO.51"	537	131	671	494	157	659
"SC"	2004	"AIKEN"	"MID VALLEY NO.71"	354	150	508	336	161	502
"SC"	2004	"AIKEN"	"MILLBROOK NO 20"	758	301	1068	698	342	1052
"SC"	2004	"AIKEN"	"MISTY LAKES NO 45"	551	274	836	505	293	810
"SC"	2004	"AIKEN"	"MONETTA NO. 21"	322	250	580	310	246	567
"SC"	2004	"AIKEN"	"MONTMORENCI 22"	784	283	1073	725	318	1059
"SC"	2004	"AIKEN"	"N AUGUSTA NO 25"	400	199	606	381	203	588
"SC"	2004	"AIKEN"	"N AUGUSTA NO 26"	681	275	961	643	288	944
"SC"	2004	"AIKEN"	"N AUGUSTA NO 27"	875	132	1020	833	150	999
"SC"	2004	"AIKEN"	"N AUGUSTA NO 28"	619	113	737	601	125	731
"SC"	2004	"AIKEN"	"N AUGUSTA NO 29"	344	176	530	321	183	519
"SC"	2004	"AIKEN"	"N AUGUSTA NO 54"	311	247	560	286	235	538
"SC"	2004	"AIKEN"	"N AUGUSTA NO 55"	483	136	625	456	153	620
"SC"	2004	"AIKEN"	"N AUGUSTA NO.67"	513	101	615	496	105	607
"SC"	2004	"AIKEN"	"N AUGUSTA NO.68"	574	120	697	547	127	681
"SC"	2004	"AIKEN"	"NEW ELLENTON 23"	467	403	884	441	409	867
"SC"	2004	"AIKEN"	"NEW HOLLAND 24"	286	101	388	269	107	380
"SC"	2004	"AIKEN"	"OAK GROVE NO 30"	282	110	395	257	122	386
"SC"	2004	"AIKEN"	"PERRY NO. 31"	249	167	420	217	172	398
"SC"	2004	"AIKEN"	"PINE FOREST 59"	402	128	536	384	119	515
"SC"	2004	"AIKEN"	"PROVISIONAL BALLOT"	28	25	54	30	23	55
"SC"	2004	"AIKEN"	"REDD'S BRANCH 57"	374	144	521	366	142	514
"SC"	2004	"AIKEN"	"SALLEY NO.32"	169	217	393	166	220	387
"SC"	2004	"AIKEN"	"SANDSTONE NO.70"	765	313	1086	711	346	1074
"SC"	2004	"AIKEN"	"SHAWS FORK 33"	251	107	360	220	121	352
"SC"	2004	"AIKEN"	"SHILOH NO. 34"	578	247	838	540	268	833
"SC"	2004	"AIKEN"	"SILVER BLUFF 61"	309	478	797	287	464	774
"SC"	2004	"AIKEN"	"SIX POINTS 35"	546	258	811	482	276	779
"SC"	2004	"AIKEN"	"SIX POINTS 46"	87	546	638	73	511	600
"SC"	2004	"AIKEN"	"SLEEPY HOLLOW 65"	796	208	1011	725	259	1001
"SC"	2004	"AIKEN"	"TABERNACLE 36"	131	160	297	120	149	278
"SC"	2004	"AIKEN"	"TALATHA NO. 37"	439	310	753	409	309	735
"SC"	2004	"AIKEN"	"VAUCLUSE NO. 38"	215	104	325	209	100	313
"SC"	2004	"AIKEN"	"WAGENER NO. 39"	509	434	952	463	454	937
"SC"	2004	"AIKEN"	"WARD NO. 40"	419	279	714	380	279	667
"SC"	2004	"AIKEN"	"WARRENVILLE 41"	566	170	746	507	195	725
"SC"	2004	"AIKEN"	"WHITE POND 42"	181	191	379	165	189	362
"SC"	2004	"AIKEN"	"WILLOW SPRGS 49"	565	155	728	526	168	707
"SC"	2004	"AIKEN"	"WINDSOR NO. 43"	579	365	964	525	380	937
"SC"	2004	"ALLENDALE"	"ABSENTEE TOTAL"	122	151	279	107	80	193
"SC"	2004	"ALLENDALE"	"ALLENDALE NO. 1"	213	406	636	185	382	592
"SC"	2004	"ALLENDALE"	"ALLENDALE NO. 2"	23	605	631	33	566	605
"SC"	2004	"ALLENDALE"	"County Totals"	985	2565	3591	921	2388	3382
"SC"	2004	"ALLENDALE"	"FAIRFAX NO. 1"	82	144	227	83	137	225
"SC"	2004	"ALLENDALE"	"FAIRFAX NO. 2"	143	580	724	148	547	700
"SC"	2004	"ALLENDALE"	"MARTIN"	68	202	270	62	199	264
"SC"	2004	"ALLENDALE"	"SYCAMORE"	110	128	240	103	124	232
"SC"	2004	"ALLENDALE"	"ULMER"	91	45	141	78	53	136
"SC"	2004	"ALLENDALE"	"WOODS"	133	304	443	122	300	435
"SC"	2004	"ANDERSON"	"ABSENTEE TOTAL"	3198	1886	5141	2901	2037	5058
"SC"	2004	"ANDERSON"	"ANDERSON W1 P1"	509	300	816	463	329	814
"SC"	2004	"ANDERSON"	"ANDERSON W1 P2"	752	238	995	664	311	989
"SC"	2004	"ANDERSON"	"ANDERSON W2 P1"	456	221	689	402	260	676
"SC"	2004	"ANDERSON"	"ANDERSON W2 P2"	957	418	1387	880	478	1379
"SC"	2004	"ANDERSON"	"ANDERSON W3 P1"	152	193	347	131	202	342
"SC"	2004	"ANDERSON"	"ANDERSON W3 P2"	385	716	1116	344	730	1099
"SC"	2004	"ANDERSON"	"ANDERSON W4 P1"	38	220	263	36	213	258
"SC"	2004	"ANDERSON"	"ANDERSON W4 P2"	48	254	303	43	248	298
"SC"	2004	"ANDERSON"	"ANDERSON W6 P1"	629	342	977	561	387	969
"SC"	2004	"ANDERSON"	"ANDERSON W6 P2"	26	147	174	27	143	173
"SC"	2004	"ANDERSON"	"APPLETON-EQUINOX"	142	110	255	132	114	249
"SC"	2004	"ANDERSON"	"BARKER'S CREEK - MCADAMS"	202	54	258	180	61	247
"SC"	2004	"ANDERSON"	"BELTON"	1195	603	1821	1101	648	1801
"SC"	2004	"ANDERSON"	"BISHOP'S BRANCH"	676	317	1006	619	353	995
"SC"	2004	"ANDERSON"	"BOWLING GREEN"	222	64	288	204	72	287
"SC"	2004	"ANDERSON"	"BROADVIEW"	118	247	371	99	254	364
"SC"	2004	"ANDERSON"	"BROADWAY"	364	322	697	338	328	685
"SC"	2004	"ANDERSON"	"BRUSHY CREEK"	1921	400	2343	1800	463	2311
"SC"	2004	"ANDERSON"	"CEDAR GROVE"	496	177	678	444	210	670
"SC"	2004	"ANDERSON"	"CENTERVILLE STA A"	1154	442	1616	1055	494	1586
"SC"	2004	"ANDERSON"	"CENTERVILLE STA B"	864	365	1236	775	412	1214
"SC"	2004	"ANDERSON"	"CHIQUOLA MILL"	146	130	281	129	127	270
"SC"	2004	"ANDERSON"	"CONCRETE"	986	248	1241	924	271	1228
"SC"	2004	"ANDERSON"	"CONCRETE-A(2ND PREC. 021)"	1117	349	1485	1043	388	1462
"SC"	2004	"ANDERSON"	"CRAYTONVILLE"	377	148	532	345	164	527
"SC"	2004	"ANDERSON"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"ANDERSON"	"County Totals"	43355	20697	64722	39554	22890	63933
"SC"	2004	"ANDERSON"	"DENVER-SANDY SPRINGS"	487	214	709	455	233	703
"SC"	2004	"ANDERSON"	"EDGEWOOD STA B"	578	239	823	536	282	830
"SC"	2004	"ANDERSON"	"EDGEWOOD STATION A"	536	286	835	499	314	829
"SC"	2004	"ANDERSON"	"FAIL SAFE"	158	147	306	132	156	301
"SC"	2004	"ANDERSON"	"FAIL SAFE CHALLENGE"	34	25	59	30	31	62
"SC"	2004	"ANDERSON"	"FIVE FORKS"	584	270	860	544	295	854
"SC"	2004	"ANDERSON"	"FLAT ROCK"	504	225	735	457	249	719
"SC"	2004	"ANDERSON"	"FORK NO. 1"	236	115	352	218	122	345
"SC"	2004	"ANDERSON"	"FORK NO. 2"	455	235	694	439	231	687
"SC"	2004	"ANDERSON"	"FRIENDSHIP"	396	139	543	365	147	534
"SC"	2004	"ANDERSON"	"GLUCK MILL"	51	25	76	46	26	77
"SC"	2004	"ANDERSON"	"GREEN POND STA A"	1295	459	1771	1167	539	1752
"SC"	2004	"ANDERSON"	"GREEN POND STA B"	218	67	288	206	77	290
"SC"	2004	"ANDERSON"	"GROVE SCHOOL"	215	61	278	197	65	273
"SC"	2004	"ANDERSON"	"HALL"	409	206	623	373	231	620
"SC"	2004	"ANDERSON"	"HAMMOND ANNEX"	627	182	813	562	231	801
"SC"	2004	"ANDERSON"	"HAMMOND SCHOOL"	1180	410	1608	1089	478	1597
"SC"	2004	"ANDERSON"	"HIGH POINT"	249	55	306	238	61	304
"SC"	2004	"ANDERSON"	"HOMELAND PARK STA A"	514	548	1076	448	560	1047
"SC"	2004	"ANDERSON"	"HOMELAND PARK STA B"	116	53	170	102	63	170
"SC"	2004	"ANDERSON"	"HONEA PATH"	568	292	873	501	327	847
"SC"	2004	"ANDERSON"	"HOPEWELL"	1841	469	2328	1705	580	2317
"SC"	2004	"ANDERSON"	"IVA"	554	238	801	464	311	790
"SC"	2004	"ANDERSON"	"JACKSON MILL"	296	117	415	261	148	415
"SC"	2004	"ANDERSON"	"LAFRANCE"	276	153	434	242	176	433
"SC"	2004	"ANDERSON"	"LAKESIDE"	617	566	1197	547	589	1175
"SC"	2004	"ANDERSON"	"MELTON"	224	98	325	196	116	318
"SC"	2004	"ANDERSON"	"MOUNTAIN CREEK"	327	217	554	280	255	550
"SC"	2004	"ANDERSON"	"MT. TABOR"	745	364	1123	683	410	1110
"SC"	2004	"ANDERSON"	"NEAL'S CREEK"	482	334	821	454	346	817
"SC"	2004	"ANDERSON"	"ORR MILL"	109	152	269	84	170	265
"SC"	2004	"ANDERSON"	"PELZER"	250	93	346	204	131	342
"SC"	2004	"ANDERSON"	"PENDLETON"	736	730	1488	684	741	1466
"SC"	2004	"ANDERSON"	"PIEDMONT"	335	114	454	308	125	449
"SC"	2004	"ANDERSON"	"PIERCETOWN"	489	115	613	442	151	606
"SC"	2004	"ANDERSON"	"PROVISIONAL BALLOT"	8	2	10	9	1	10
"SC"	2004	"ANDERSON"	"ROCK MILL"	913	333	1262	838	386	1253
"SC"	2004	"ANDERSON"	"ROCK SPRING"	303	159	464	276	171	456
"SC"	2004	"ANDERSON"	"SHIRLEY'S STORE"	308	118	430	287	133	424
"SC"	2004	"ANDERSON"	"SIMPSONVILLE"	827	233	1066	751	275	1056
"SC"	2004	"ANDERSON"	"STARR"	340	114	456	314	140	460
"SC"	2004	"ANDERSON"	"THREE & TWENTY"	783	163	952	745	185	943
"SC"	2004	"ANDERSON"	"THREE & TWENTY-A(2-PR064)"	1291	267	1572	1220	308	1563
"SC"	2004	"ANDERSON"	"TONEY CREEK"	207	71	279	194	75	280
"SC"	2004	"ANDERSON"	"TOWNVILLE"	244	126	374	231	129	368
"SC"	2004	"ANDERSON"	"VARENNES"	321	299	627	263	342	620
"SC"	2004	"ANDERSON"	"WARD 5 STA A"	50	126	179	49	119	173
"SC"	2004	"ANDERSON"	"WARD 5 STA B"	49	334	393	41	323	375
"SC"	2004	"ANDERSON"	"WEST PELZER"	730	216	959	652	263	945
"SC"	2004	"ANDERSON"	"WEST SAVANNAH"	101	65	168	87	74	165
"SC"	2004	"ANDERSON"	"WHITE PLAINS"	949	309	1267	875	353	1249
"SC"	2004	"ANDERSON"	"WILLIAMSTON"	816	401	1228	764	434	1220
"SC"	2004	"ANDERSON"	"WILLIAMSTON MILL"	989	324	1333	883	387	1311
"SC"	2004	"ANDERSON"	"WRIGHT'S SCHOOL"	305	113	421	277	128	416
"SC"	2004	"BAMBERG"	"ABSENTEE TOTAL"			0			0
"SC"	2004	"BAMBERG"	"COLSTON"			0			0
"SC"	2004	"BAMBERG"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"BAMBERG"	"County Totals"			0			0
"SC"	2004	"BAMBERG"	"EAST DENMARK"			0			0
"SC"	2004	"BAMBERG"	"EDISTO"			0			0
"SC"	2004	"BAMBERG"	"EHRHARDT"			0			0
"SC"	2004	"BAMBERG"	"FAIL SAFE"			0			0
"SC"	2004	"BAMBERG"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"BAMBERG"	"GOVAN"			0			0
"SC"	2004	"BAMBERG"	"HIGHTOWERS MILL"			0			0
"SC"	2004	"BAMBERG"	"HUNTER'S CHAPEL"			0			0
"SC"	2004	"BAMBERG"	"KEARSE"			0			0
"SC"	2004	"BAMBERG"	"LITTLE SWAMP"			0			0
"SC"	2004	"BAMBERG"	"NORTH BAMBERG"			0			0
"SC"	2004	"BAMBERG"	"OLAR"			0			0
"SC"	2004	"BAMBERG"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"BAMBERG"	"SOUTH BAMBERG"			0			0
"SC"	2004	"BAMBERG"	"WEST DENMARK"			0			0
"SC"	2004	"BARNWELL"	"ABSENTEE TOTAL"	326	264	596	336	283	626
"SC"	2004	"BARNWELL"	"BARNWELL 1"	204	158	364	187	159	357
"SC"	2004	"BARNWELL"	"BARNWELL 2"	538	298	846	486	326	827
"SC"	2004	"BARNWELL"	"BARNWELL 3"	560	305	877	522	335	866
"SC"	2004	"BARNWELL"	"BARNWELL 4"	322	339	666	306	341	653
"SC"	2004	"BARNWELL"	"BLACKVILLE 1"	183	351	540	171	342	521
"SC"	2004	"BARNWELL"	"BLACKVILLE 2"	165	265	439	135	281	427
"SC"	2004	"BARNWELL"	"CURBSIDE/EMERGENCY"	23	26	50	23	27	50
"SC"	2004	"BARNWELL"	"County Totals"	4606	3982	8685	4233	4131	8521
"SC"	2004	"BARNWELL"	"ELKO"	150	180	331	135	190	330
"SC"	2004	"BARNWELL"	"FAIL SAFE"	3	9	12	1	6	7
"SC"	2004	"BARNWELL"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"BARNWELL"	"FRIENDSHIP"	303	65	372	272	84	363
"SC"	2004	"BARNWELL"	"HEALING SPRINGS"	101	368	472	94	355	457
"SC"	2004	"BARNWELL"	"HILDA"	416	68	490	379	88	482
"SC"	2004	"BARNWELL"	"KLINE"	166	190	364	152	189	351
"SC"	2004	"BARNWELL"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"BARNWELL"	"SNELLING"	319	304	633	288	314	618
"SC"	2004	"BARNWELL"	"WILLISTON 1"	265	476	748	242	474	722
"SC"	2004	"BARNWELL"	"WILLISTON 2"	234	98	333	209	111	327
"SC"	2004	"BARNWELL"	"WILLISTON 3"	328	218	552	295	226	537
"SC"	2004	"BEAUFORT"	"ABSENTEE TOTAL"	5230	3584	8865	5043	3495	8701
"SC"	2004	"BEAUFORT"	"BEAUFORT NO. 1"	107	309	420	108	268	413
"SC"	2004	"BEAUFORT"	"BEAUFORT NO. 2"	296	242	549	281	245	545
"SC"	2004	"BEAUFORT"	"BEAUFORT NO. 3"	368	215	588	336	213	572
"SC"	2004	"BEAUFORT"	"BLUFFTON 1A"	524	487	1015	510	407	965
"SC"	2004	"BEAUFORT"	"BLUFFTON 1B"	596	237	843	542	238	806
"SC"	2004	"BEAUFORT"	"BLUFFTON 1C"	225	104	332	211	107	323
"SC"	2004	"BEAUFORT"	"BLUFFTON 2A"	331	321	656	341	273	643
"SC"	2004	"BEAUFORT"	"BLUFFTON 2B"	829	443	1279	778	415	1231
"SC"	2004	"BEAUFORT"	"BLUFFTON 2C"	247	69	319	231	70	313
"SC"	2004	"BEAUFORT"	"BLUFFTON 3A"	576	241	825	560	237	804
"SC"	2004	"BEAUFORT"	"BLUFFTON 3B"	709	233	945	660	241	923
"SC"	2004	"BEAUFORT"	"BLUFFTON 4A"	541	192	734	521	182	719
"SC"	2004	"BEAUFORT"	"BLUFFTON 4B"	410	170	583	395	162	567
"SC"	2004	"BEAUFORT"	"BURTON #2B"	301	201	504	275	200	495
"SC"	2004	"BEAUFORT"	"BURTON #2C"	498	197	700	446	216	685
"SC"	2004	"BEAUFORT"	"BURTON 1-C"	360	285	650	330	267	634
"SC"	2004	"BEAUFORT"	"BURTON 2A"	418	127	547	366	152	533
"SC"	2004	"BEAUFORT"	"BURTON NO. 1-A"	439	257	700	390	269	681
"SC"	2004	"BEAUFORT"	"BURTON NO. 1-B"	120	386	511	108	350	501
"SC"	2004	"BEAUFORT"	"BURTON NO. 3"	122	100	225	108	101	220
"SC"	2004	"BEAUFORT"	"CHECHESSEE"	684	259	949	657	247	927
"SC"	2004	"BEAUFORT"	"County Totals"	33331	21505	55235	31724	20884	54048
"SC"	2004	"BEAUFORT"	"DALE LOBECO"	174	324	504	179	290	503
"SC"	2004	"BEAUFORT"	"DAUFUSKIE"	91	44	136	89	41	132
"SC"	2004	"BEAUFORT"	"FAIL SAFE"	284	196	486	260	184	472
"SC"	2004	"BEAUFORT"	"FAIL SAFE CHALLENGE"	57	23	80	51	23	74
"SC"	2004	"BEAUFORT"	"HILTON HEAD 10"	353	263	625	337	261	616
"SC"	2004	"BEAUFORT"	"HILTON HEAD 11"	474	180	660	443	201	656
"SC"	2004	"BEAUFORT"	"HILTON HEAD 12"	235	122	362	232	118	354
"SC"	2004	"BEAUFORT"	"HILTON HEAD 13"	268	223	495	260	214	482
"SC"	2004	"BEAUFORT"	"HILTON HEAD 14"	411	111	527	384	127	516
"SC"	2004	"BEAUFORT"	"HILTON HEAD 15A"	302	141	445	289	135	434
"SC"	2004	"BEAUFORT"	"HILTON HEAD 15B"	313	138	455	289	150	444
"SC"	2004	"BEAUFORT"	"HILTON HEAD 1A"	224	237	467	202	223	449
"SC"	2004	"BEAUFORT"	"HILTON HEAD 1B"	253	260	514	247	243	502
"SC"	2004	"BEAUFORT"	"HILTON HEAD 2-B"	186	226	415	168	208	394
"SC"	2004	"BEAUFORT"	"HILTON HEAD 2A"	820	360	1188	775	349	1160
"SC"	2004	"BEAUFORT"	"HILTON HEAD 3"	344	256	604	320	250	582
"SC"	2004	"BEAUFORT"	"HILTON HEAD 4-C"	409	219	639	397	212	623
"SC"	2004	"BEAUFORT"	"HILTON HEAD 4A"	368	158	527	357	166	524
"SC"	2004	"BEAUFORT"	"HILTON HEAD 4B"	423	163	589	410	167	584
"SC"	2004	"BEAUFORT"	"HILTON HEAD 4D"	518	198	717	495	189	689
"SC"	2004	"BEAUFORT"	"HILTON HEAD 5-C"	344	135	484	301	163	469
"SC"	2004	"BEAUFORT"	"HILTON HEAD 5A"	418	184	605	405	169	587
"SC"	2004	"BEAUFORT"	"HILTON HEAD 5B"	475	187	665	461	193	661
"SC"	2004	"BEAUFORT"	"HILTON HEAD 6A"	549	286	838	525	282	822
"SC"	2004	"BEAUFORT"	"HILTON HEAD 6B"	125	74	203	123	69	202
"SC"	2004	"BEAUFORT"	"HILTON HEAD 7-B"	373	152	531	348	162	521
"SC"	2004	"BEAUFORT"	"HILTON HEAD 7A"	337	150	491	313	159	476
"SC"	2004	"BEAUFORT"	"HILTON HEAD 8-B"	240	151	393	224	147	383
"SC"	2004	"BEAUFORT"	"HILTON HEAD 8A"	173	73	247	164	72	240
"SC"	2004	"BEAUFORT"	"HILTON HEAD 9-B"	458	109	568	452	109	569
"SC"	2004	"BEAUFORT"	"HILTON HEAD 9A"	442	241	695	422	218	671
"SC"	2004	"BEAUFORT"	"LADY'S ISLAND #2A"	524	184	711	491	199	701
"SC"	2004	"BEAUFORT"	"LADY'S ISLAND #3A"	548	297	858	515	309	842
"SC"	2004	"BEAUFORT"	"LADY'S ISLAND 3B"	377	134	515	345	162	517
"SC"	2004	"BEAUFORT"	"LADYS ISLAND 1-A"	382	276	660	353	278	648
"SC"	2004	"BEAUFORT"	"LADYS ISLAND 1-B"	329	283	621	306	291	619
"SC"	2004	"BEAUFORT"	"LADYS ISLAND 2B"	362	192	558	351	186	553
"SC"	2004	"BEAUFORT"	"MOSSY OAKS #1B"	390	196	592	337	223	579
"SC"	2004	"BEAUFORT"	"MOSSY OAKS 1A"	336	146	483	295	161	470
"SC"	2004	"BEAUFORT"	"MOSSY OAKS NO. 2"	379	207	590	349	215	583
"SC"	2004	"BEAUFORT"	"PORT ROYAL #2"	217	218	439	213	196	425
"SC"	2004	"BEAUFORT"	"PORT ROYAL 1"	287	254	546	260	254	532
"SC"	2004	"BEAUFORT"	"PROVISIONAL BALLOT"	40	20	60	31	20	52
"SC"	2004	"BEAUFORT"	"SEABROOK #2"	143	257	406	148	226	397
"SC"	2004	"BEAUFORT"	"SEABROOK #3"	318	303	626	289	308	616
"SC"	2004	"BEAUFORT"	"SEABROOK 1"	273	178	454	260	171	448
"SC"	2004	"BEAUFORT"	"SHELDON #2"	48	311	363	58	279	355
"SC"	2004	"BEAUFORT"	"SHELDON 1"	190	224	416	184	221	415
"SC"	2004	"BEAUFORT"	"ST. HELENA #2B"	141	434	580	150	401	568
"SC"	2004	"BEAUFORT"	"ST. HELENA #2C"	413	179	596	385	192	582
"SC"	2004	"BEAUFORT"	"ST. HELENA 1-A"	78	453	534	108	400	526
"SC"	2004	"BEAUFORT"	"ST. HELENA 1-B"	125	586	717	149	541	714
"SC"	2004	"BEAUFORT"	"ST. HELENA 1-C"	532	263	798	522	257	790
"SC"	2004	"BEAUFORT"	"ST. HELENA 2A"	163	337	504	179	296	497
"SC"	2004	"BEAUFORT"	"SUN CITY 1A"	416	263	683	413	246	668
"SC"	2004	"BEAUFORT"	"SUN CITY 1B"	403	224	628	406	205	620
"SC"	2004	"BEAUFORT"	"SUN CITY 2"	302	187	492	295	175	474
"SC"	2004	"BEAUFORT"	"SUN CITY 3"	1243	656	1911	1213	623	1865
"SC"	2004	"BERKELEY"	"ABSENTEE TOTAL"	2162	1372	3567	2038	1484	3579
"SC"	2004	"BERKELEY"	"ALVIN"	158	388	550	144	391	543
"SC"	2004	"BERKELEY"	"BETHERA"	111	9	120	100	18	119
"SC"	2004	"BERKELEY"	"BONNEAU"	340	240	588	320	251	580
"SC"	2004	"BERKELEY"	"BONNEAU BEACH"	530	227	766	514	232	759
"SC"	2004	"BERKELEY"	"BOULDER BLUFF 1"	856	482	1361	788	514	1343
"SC"	2004	"BERKELEY"	"BOULDER BLUFF 2"	855	584	1465	747	600	1419
"SC"	2004	"BERKELEY"	"CAINHOY"	119	611	741	114	610	735
"SC"	2004	"BERKELEY"	"CARNES CROSS RD 1"	952	255	1226	893	281	1210
"SC"	2004	"BERKELEY"	"CARNES CROSS RD 2"	533	207	753	501	220	743
"SC"	2004	"BERKELEY"	"CORDESVILLE"	332	255	595	313	260	587
"SC"	2004	"BERKELEY"	"CROSS"	356	974	1345	335	980	1339
"SC"	2004	"BERKELEY"	"CURBSIDE/EMERGENCY"	66	50	117	69	66	135
"SC"	2004	"BERKELEY"	"County Totals"	32104	20142	52937	29759	21248	52227
"SC"	2004	"BERKELEY"	"DANIEL ISLAND"	1262	495	1773	1195	533	1751
"SC"	2004	"BERKELEY"	"DEVON FOREST"	1482	690	2193	1366	746	2162
"SC"	2004	"BERKELEY"	"EADYTOWN"	90	352	449	80	357	444
"SC"	2004	"BERKELEY"	"FAIL SAFE"	105	71	178	95	69	165
"SC"	2004	"BERKELEY"	"GOOSE CREEK 1"	745	425	1186	665	474	1173
"SC"	2004	"BERKELEY"	"GOOSE CREEK 2"	1495	1016	2543	1355	1087	2504
