state	year	county	cd	ld	sd	countyprecinct_code	precinct_code	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MS"	2004	"JACKSON"	4	113	51	"059-0404"	"404"	"Gulf Hills"						
"MS"	2004	"JACKSON"	4	113	52	"059-0504"	"504"	"Gulf Park Estates"						
"MS"	2004	"JACKSON"	4	109	51	"059-0109"	"109"	"Helena"						
"MS"	2004	"JACKSON"	4	112	52	"059-0501"	"501"	"Hickory Hills"						
"MS"	2004	"JACKSON"	4	114	51	"059-0101"	"101"	"Hwy 57"						
"MS"	2004	"JACKSON"	4	110	47	"059-0208"	"208"	"Jefferson St"						
"MS"	2004	"JACKSON"	4	114	47	"059-0408"	"408"	"Larue"						
"MS"	2004	"JACKSON"	4	114	51	"059-0407"	"407"	"Latimer"						
"MS"	2004	"JACKSON"	4	111	52	"059-0303"	"303"	"Nazarene"						
"MS"	2004	"JACKSON"	4	111	51	"059-0309"	"309"	"N Pascagoula"						
"MS"	2004	"JACKSON"	4	112	51	"059-0102"	"102"	"Vancleave N"						
"MS"	2004	"JACKSON"	4	109	51	"059-0113"	"113"	"Orange Grove"						
"MS"	2004	"JACKSON"	4	113	52	"059-0403"	"403"	"OS Armory"						
"MS"	2004	"JACKSON"	4	113	52	"059-0505"	"505"	"OS Civic Center"						
"MS"	2004	"JACKSON"	4	114	52	"059-0402"	"402"	"OS Center"						
"MS"	2004	"JACKSON"	4	111	51	"059-0301"	"301"	"Pinecrest"						
"MS"	2004	"JACKSON"	4	111	52	"059-0307"	"307"	"Presbyterian"						
"MS"	2004	"JACKSON"	4	110	47	"059-0203"	"203"	"Rec Center"						
"MS"	2004	"JACKSON"	4	112	47	"059-0509"	"509"	"Red Hill"						
"MS"	2004	"JACKSON"	4	111	52	"059-0304"	"304"	"Sacred Heights"						
"MS"	2004	"JACKSON"	4	112	51	"059-0507"	"507"	"Vancleave S"						
"MS"	2004	"JACKSON"	4	114	51	"059-0406"	"406"	"St Martin"						
"MS"	2004	"JACKSON"	4	110	47	"059-0202"	"202"	"Sue Ellen"						
"MS"	2004	"JACKSON"	4	110	47	"059-0201"	"201"	"Union Hall"						
"MS"	2004	"JACKSON"	4	114	51	"059-0401"	"401"	"Villa Maria"						
"MS"	2004	"JACKSON"	4	110	47	"059-0205"	"205"	"YMBC-Dantzler"						
"MS"	2004	"JASPER"	3	87	34	"061-3-12"	"12-Mar"	"Bt 3 Bay Springs"						
"MS"	2004	"JASPER"	3	87	34	"061-4-12"	"12-Apr"	"Bt4 Bay Springs"						
"MS"	2004	"JASPER"	4	87	34	"061-1-12"	"12-Jan"	"Bt 1 Antioch 2"						
"MS"	2004	"JASPER"	3	87	34	"061-1-21"	"21-Jan"	"Bt1 Holders-Waldrup 1"						
"MS"	2004	"JASPER"	3	87	34	"061-1-22"	"22-Jan"	"Bt1 Holders-Waldrup 2"						
"MS"	2004	"JASPER"	4	87	34	"061-5-21"	"21-May"	"Claibourne"						
"MS"	2004	"JASPER"	4											
"MS"	2004	"JASPER"	4	84	34	"061-2-21"	"21-Feb"	"Fellowship"						
"MS"	2004	"JASPER"	3											
"MS"	2004	"JASPER"	4	80	34	"061-5-11"	"11-May"	"Bt5 Heidelberg"						
"MS"	2004	"JASPER"	3	87	34	"061-3-32"	"Mar-32"	"Louin"						
"MS"	2004	"JASPER"	4	87	34	"061-2-31"	"Feb-31"	"Midway"						
"MS"	2004	"JASPER"	3	87	34	"061-3-42"	"Mar-42"	"Montrose"						
"MS"	2004	"JASPER"	4	87	34	"061-1-31"	"31-Jan"	"Moss 1st"						
"MS"	2004	"JASPER"	4	87	34	"061-1-32"	"Jan-32"	"Moss 2nd"						
"MS"	2004	"JASPER"	4	87	34	"061-1-42"	"Jan-42"	"Palestine"						
"MS"	2004	"JASPER"	4	80	34	"061-2-11"	"11-Feb"	"Paulding"						
"MS"	2004	"JASPER"	4	80	34	"061-5-31"	"31-May"	"Philadelphia"						
"MS"	2004	"JASPER"	4	87	34	"061-2-41"	"Feb-41"	"Rose Hill"						
"MS"	2004	"JASPER"	4	87	34	"061-4-22"	"22-Apr"	"Stringer"						
"MS"	2004	"JASPER"	4	80	34	"061-2-51"	"Feb-51"	"Vossburg"						
"MS"	2004	"JEFFERSON"	2											
"MS"	2004	"JEFFERSON"	2											
"MS"	2004	"JEFFERSON"	2	94	36	"063-4010"	"4010"	"Cannonsburg 4010"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-3010"	"3010"	"Chancery Clerk 3010"						
"MS"	2004	"JEFFERSON"	2	94	36	"063-4020"	"4020"	"Church Hill 4020"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-2020"	"2020"	"Circuit Clerk 2020"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-3020"	"3020"	"City Hall 3020"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-1020"	"1020"	"Ebenezer 1020"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-5020"	"5020"	"Fayette Manor 5020"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-1040"	"1040"	"Harriston 1040"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-2040"	"2040"	"Hwy 33"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-5010"	"5010"	"Lorman 5010"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-2030"	"2030"	"McNair 2030"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-4030"	"4030"	"Old Hollywood Church"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-1030"	"1030"	"Red Lick 1030"						
"MS"	2004	"JEFFERSON"	2											
"MS"	2004	"JEFFERSON"	2	85	36	"063-2010"	"2010"	"Stampley 2010"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-1010"	"1010"	"Union Church 1010"						
"MS"	2004	"JONES"	4	88	42	"067-26"	"26"	"Antioch"						
"MS"	2004	"JONES"	4	88	42	"067-27"	"27"	"Blackwell"						
"MS"	2004	"JONES"	3	79	42	"067-06"	"6"	"Bruce"						
"MS"	2004	"JONES"	4	79	42	"067-07"	"7"	"Calhoun"						
"MS"	2004	"JONES"	3	88	42	"067-08"	"8"	"Centerville"						
"MS"	2004	"JONES"	4	89	42	"067-28"	"28"	"County Barn"						
"MS"	2004	"JONES"	4	88	42	"067-47"	"47"	"Currie"						
"MS"	2004	"JONES"	4	89	42	"067-30"	"30"	"Ellisville Courthouse"						
"MS"	2004	"JONES"	4	80	34	"067-18"	"18"	"Erata"						
"MS"	2004	"JONES"	4	79	42	"067-10"	"10"	"Gitano"						
"MS"	2004	"JONES"	4	88	42	"067-19"	"19"	"Glade"						
"MS"	2004	"JONES"	3	79	42	"067-11"	"11"	"Hebron"						
"MS"	2004	"JONES"	4	88	42	"067-29"	"29"	"Johnson"						
"MS"	2004	"JONES"	4	88	42	"067-31"	"31"	"Landrum"						
"MS"	2004	"JONES"	4	89	42	"067-12"	"12"	"Matthews"						
"MS"	2004	"JONES"	4	89	42	"067-16"	"16"	"Mauldin Comm Ctr"						
"MS"	2004	"JONES"	4	88	42	"067-32"	"32"	"Moselle"						
"MS"	2004	"JONES"	4	88	42	"067-20"	"20"	"Myrick"						
"MS"	2004	"JONES"	4	88	42	"067-22"	"22"	"Ovett"						
"MS"	2004	"JONES"	4	80	42	"067-44"	"44"	"Pendorff"						
"MS"	2004	"JONES"	4	89	42	"067-33"	"33"	"Pine Grove"						
"MS"	2004	"JONES"	4	89	42	"067-13"	"13"	"Pleasant Ridge"						
"MS"	2004	"JONES"	4	88	34	"067-21"	"21"	"Powers Comm Ctr"						
"MS"	2004	"JONES"	4	89	42	"067-01"	"1"	"Lamar School"						
"MS"	2004	"JONES"	4	89	42	"067-02"	"2"	"Mason School"						
"MS"	2004	"JONES"	4	89	42	"067-09"	"9"	"Laurel Courthouse"						
"MS"	2004	"JONES"	4	80	42	"067-14"	"14"	"Cameron Center"						
"MS"	2004	"JONES"	4	80	42	"067-17"	"17"	"Kingston Church"						
"MS"	2004	"JONES"	4	80	34	"067-39"	"39"	"Cooke  Ave Comm"						
"MS"	2004	"JONES"	4	80	34	"067-40"	"40"	"National Guard"						
"MS"	2004	"JONES"	4	80	34	"067-41"	"41"	"Nora Davis"						
"MS"	2004	"JONES"	4	80	34	"067-43"	"43"	"Oak Park School"						
"MS"	2004	"JONES"	4	80	42	"067-46"	"46"	"Old Health Dept"						
"MS"	2004	"JONES"	4	80	42	"067-48"	"48"	"Stanton"						
"MS"	2004	"JONES"	4	88	42	"067-34"	"34"	"Rainey"						
"MS"	2004	"JONES"	4	89	42	"067-42"	"42"	"Roosevelt"						
"MS"	2004	"JONES"	4	88	42	"067-23"	"23"	"Rustin"						
"MS"	2004	"JONES"	4	88	42	"067-35"	"35"	"Sand Hill"						
"MS"	2004	"JONES"	4	80	34	"067-24"	"24"	"Sandersville Civic Ctr"						
"MS"	2004	"JONES"	4	89	42	"067-04"	"4"	"Shady Grove"						
"MS"	2004	"JONES"	4	87	42	"067-05"	"5"	"Sharon"						
"MS"	2004	"JONES"	4	88	42	"067-36"	"36"	"Shelton"						
"MS"	2004	"JONES"	4	89	42	"067-15"	"15"	"Soso"						
"MS"	2004	"JONES"	4	89	42	"067-38"	"38"	"South Jones"						
"MS"	2004	"JONES"	4	88	42	"067-25"	"25"	"Tuckers"						
"MS"	2004	"JONES"	4	88	42	"067-37"	"37"	"Union"						
"MS"	2004	"KEMPER"	3	42	32	"069-04"	"4"	"Band Bldg"						
"MS"	2004	"KEMPER"	3	42	32	"069-13"	"13"	"Courthouse"						
"MS"	2004	"KEMPER"	3	42	32	"069-03"	"3"	"Farmers Market"						
"MS"	2004	"KEMPER"	3	43	32	"069-08"	"8"	"Fort Stevens"						
"MS"	2004	"KEMPER"	3	42	32	"069-12"	"12"	"Kellis Store"						
"MS"	2004	"KEMPER"	3	42	32	"069-06"	"6"	"Kemper Springs"						
"MS"	2004	"KEMPER"	3	42	32	"069-10"	"10"	"Lynville"						
"MS"	2004	"KEMPER"	3	43	32	"069-09"	"9"	"Lynnwood"						
"MS"	2004	"KEMPER"	3	42	32	"069-14"	"14"	"Mt Nebo"						
"MS"	2004	"KEMPER"	3	42	32	"069-05"	"5"	"Porterville"						
"MS"	2004	"KEMPER"	3	42	32	"069-11"	"11"	"Preston"						
"MS"	2004	"KEMPER"	3	42	32	"069-07"	"7"	"Satellite"						
"MS"	2004	"KEMPER"	3	42	32	"069-01"	"1"	"Scooba 1"						
"MS"	2004	"KEMPER"	3	42	32	"069-02"	"2"	"Scooba 2"						
"MS"	2004	"LAFAYETTE"	1	10	9	"071-302"	"302"	"Abbeville"						
"MS"	2004	"LAFAYETTE"	1	13	9	"071-504"	"504"	"Airport Grocery"						
"MS"	2004	"LAFAYETTE"	1	33	9	"071-403"	"403"	"Anchor-Taylor 4"						
"MS"	2004	"LAFAYETTE"	1	10	9	"071-402"	"402"	"Burgess"						
"MS"	2004	"LAFAYETTE"	1	10	9	"071-303"	"303"	"College Hill"						
"MS"	2004	"LAFAYETTE"	1											
"MS"	2004	"LAFAYETTE"	1	13	9	"071-404"	"404"	"Harmontown"						
"MS"	2004	"LAFAYETTE"	1	12	9	"071-101"	"101"	"Oxford 1"						
"MS"	2004	"LAFAYETTE"	1	12	9	"071-201"	"201"	"Oxford 2"						
"MS"	2004	"LAFAYETTE"	1	33	9	"071-301"	"301"	"Oxford 3"						
"MS"	2004	"LAFAYETTE"	1	10	9	"071-401"	"401"	"Oxford 4"						
"MS"	2004	"LAFAYETTE"	1	12	9	"071-501"	"501"	"Oxford 5"						
"MS"	2004	"LAFAYETTE"	1	13	9	"071-502"	"502"	"Paris"						
"MS"	2004	"LAFAYETTE"	1	13	9	"071-202"	"202"	"Philadelphia"						
"MS"	2004	"LAFAYETTE"	1	33	9	"071-304"	"304"	"Taylor 3"						
"MS"	2004	"LAFAYETTE"	1	13	9	"071-503"	"503"	"Tula"						
"MS"	2004	"LAFAYETTE"	1	33	9	"071-405"	"405"	"Union West 4"						
"MS"	2004	"LAFAYETTE"	1	13	9	"071-102"	"102"	"Denmark +"						
"MS"	2004	"LAFAYETTE"	1	10	9	"071-103"	"103"	"Yocona Center"						
"MS"	2004	"LAMAR"	4											
"MS"	2004	"LAMAR"	4	101	44	"073-341"	"341"	"Arnold Line"						
"MS"	2004	"LAMAR"	4	99	41	"073-331"	"331"	"Baxterville"						
"MS"	2004	"LAMAR"	4	101	44	"073-446"	"446"	"Bellevue"						
"MS"	2004	"LAMAR"	4	101	44	"073-551"	"551"	"Breland"						
"MS"	2004	"LAMAR"	4											
"MS"	2004	"LAMAR"	4	100	41	"073-332"	"332"	"Greenville"						
"MS"	2004	"LAMAR"	4	101	44	"073-444"	"444"	"Lake Serene"						
"MS"	2004	"LAMAR"	4	101	44	"073-111"	"111"	"Lamar Park"						
"MS"	2004	"LAMAR"	4	99	41	"073-221"	"221"	"Lumberton"						
"MS"	2004	"LAMAR"	4	101	41	"073-442"	"442"	"Midway"						
"MS"	2004	"LAMAR"	4	101	44	"073-118"	"118"	"Lamar NE"						
"MS"	2004	"LAMAR"	4	101	44	"073-443"	"443"	"Oak Grove"						
"MS"	2004	"LAMAR"	4	104	44	"073-112"	"112"	"Okahola"						
"MS"	2004	"LAMAR"	4	101	41	"073-552"	"552"	"Oloh"						
"MS"	2004	"LAMAR"	4	100	41	"073-313"	"313"	"Pine Grove"						
"MS"	2004	"LAMAR"	4	100	44	"073-333"	"333"	"Purvis"						
"MS"	2004	"LAMAR"	4	104	44	"073-114"	"114"	"Richburg"						
"MS"	2004	"LAMAR"	4	101	41	"073-553"	"553"	"Rocky Branch"						
"MS"	2004	"LAMAR"	4	100	44	"073-222"	"222"	"South Purvis"						
"MS"	2004	"LAMAR"	4	101	41	"073-554"	"554"	"Sumrall"						
"MS"	2004	"LAMAR"	4	101	45	"073-235"	"235"	"Wesley Manor"						
"MS"	2004	"LAMAR"	4	93	41	"073-223"	"223"	"Yawn"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-101"	"101"	"101 One"						
"MS"	2004	"LAUDERDALE"	3	82	33	"075-105"	"105"	"105 Five"						
"MS"	2004	"LAUDERDALE"	3	81	31	"075-126"	"126"	"126- Anderson Chapel"						
"MS"	2004	"LAUDERDALE"	3	83	31	"075-127"	"127"	"127-Bailey"						
"MS"	2004	"LAUDERDALE"	3	83	31	"075-142"	"142"	"142 Marion"						
"MS"	2004	"LAUDERDALE"	3	81	31	"075-146"	"146"	"146 New Lauderdale"						
"MS"	2004	"LAUDERDALE"	3	84	31	"075-153"	"153"	"153 Prospect"						
"MS"	2004	"LAUDERDALE"	3	81	32	"075-175"	"175"	"175 W Dalewood"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-202"	"202"	"202 Two"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-204"	"204"	"204 Four"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-206"	"206"	"206 Six"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-214"	"214"	"214 Fourteen"						
"MS"	2004	"LAUDERDALE"	3	42	32	"075-235"	"235"	"235 Daleville"						
"MS"	2004	"LAUDERDALE"	3	42	32	"075-237"	"237"	"237 E Lauderdale"						
"MS"	2004	"LAUDERDALE"	3	83	32	"075-238"	"238"	"238 Marion E"						
"MS"	2004	"LAUDERDALE"	3	42	33	"075-240"	"240"	"240 Kewanee"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-254"	"254"	"254 Russell"						
"MS"	2004	"LAUDERDALE"	3	42	33	"075-262"	"262"	"262 Toomsuba"						
"MS"	2004	"LAUDERDALE"	3	42	32	"075-282"	"282"	"282 Center Ridge"						
"MS"	2004	"LAUDERDALE"	3	82	33	"075-303"	"303"	"303 Three"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-313"	"313"	"313 Thirteen"						
"MS"	2004	"LAUDERDALE"	3	84	31	"075-329"	"329"	"329 Center Hill"						
"MS"	2004	"LAUDERDALE"	3	84	31	"075-331"	"331"	"331 Collinsville"						
"MS"	2004	"LAUDERDALE"	3	84	31	"075-343"	"343"	"343 Martin"						
"MS"	2004	"LAUDERDALE"	3	81	31	"075-348"	"348"	"348 Obadiah"						
"MS"	2004	"LAUDERDALE"	3	84	33	"075-361"	"361"	"361 Suqualena"						
"MS"	2004	"LAUDERDALE"	3	84	31	"075-366"	"366"	"366 Lauderdale W"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-407"	"407"	"407 Seven"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-408"	"408"	"408 Eight"						
"MS"	2004	"LAUDERDALE"	3	83	32	"075-409"	"409"	"409 Nine"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-410"	"410"	"410 Ten"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-411"	"411"	"411 Eleven"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-412"	"412"	"412 Twelve"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-415"	"415"	"415 Fifteen"						
"MS"	2004	"LAUDERDALE"	3	82	32	"075-420"	"420"	"420 Twenty"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-450"	"450"	"450 Pickard"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-455"	"455"	"455 Sagevlle"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-516"	"516"	"516 Sixteen"						
"MS"	2004	"LAUDERDALE"	3	83	32	"075-517"	"517"	"517 Seventeen"						
"MS"	2004	"LAUDERDALE"	3	83	32	"075-518"	"518"	"518 Eighteen"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-519"	"519"	"519 Nineteen"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-525"	"525"	"525 Alamucha"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-528"	"528"	"528 Causeyville"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-530"	"530"	"530 Clarkdale"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-533"	"533"	"533 Culpeppeer"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-544"	"544"	"544 Meehan"						
"MS"	2004	"LAUDERDALE"	3	83	33	"075-549"	"549"	"549 Odom"						
"MS"	2004	"LAUDERDALE"	3	84	33	"075-560"	"560"	"560 Nellieburg S"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-563"	"563"	"563 Valley"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-564"	"564"	"564 Vimville"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-565"	"565"	"565 Whynot"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-567"	"567"	"567 Zero"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-581"	"581"	"581 Russell S"						
"MS"	2004	"LAUDERDALE"	3	81	33	"075-583"	"583"	"583 Mt Gilead"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-12"	"12"	"Armory"						
"MS"	2004	"LAWRENCE"	3	53	39	"077-7"	"7"	"Center"						
"MS"	2004	"LAWRENCE"	3	53	39	"077-8"	"8"	"Coopers Creek"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-1"	"1"	"Courthouse"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-17"	"17"	"East Arm"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-13"	"13"	"Grange"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-14"	"14"	"Hooker"						
"MS"	2004	"LAWRENCE"	3	97	39	"077-9"	"9"	"Jayess"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-18"	"18"	"Monticello 5"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-15"	"15"	"New Hebron"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-2"	"2"	"Nola"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-19"	"19"	"Silver Creek N"						
"MS"	2004	"LAWRENCE"	3	97	39	"077-20"	"20"	"Oakvale"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-26"	"26"	"Oakvale 91"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-3"	"3"	"Oma"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-21"	"21"	"Peyton Town"						
"MS"	2004	"LAWRENCE"	3	53	39	"077-53"	"53"	"Precinct 53"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-4"	"4"	"Sontag"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-22"	"22"	"Silver Creek S"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-16"	"16"	"Stringer"						
"MS"	2004	"LAWRENCE"	3	97	39	"077-10"	"10"	"Tilton"						
"MS"	2004	"LAWRENCE"	3	53	39	"077-11"	"11"	"Topeka"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-5"	"5"	"Wanilla"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-23"	"23"	"West Arm"						
"MS"	2004	"LAWRENCE"	3	53	39	"077-25"	"25"	"Monticello W 53"						
"MS"	2004	"LAWRENCE"	3	91	39	"077-6"	"6"	"Monticello W"						
"MS"	2004	"LEAKE"	2	45	18	"079-CONWA"	"CONWA"	"Conway"						
"MS"	2004	"LEAKE"	2	45	18	"079-E CAR"	"E CAR"	"Carthage E"						
"MS"	2004	"LEAKE"	3	45	18	"079-EBENE"	"EBENE"	"Ebenezer"						
"MS"	2004	"LEAKE"	3	45	18	"079-EDINB"	"EDINB"	"Edinburg"						
"MS"	2004	"LEAKE"	3	45	18	"079-FREEN"	"FREEN"	"Freeny"						
"MS"	2004	"LEAKE"	3	45	18	"079-GOOD"	"GOOD"	"Good Hope"						
"MS"	2004	"LEAKE"	3	27	18	"079-LENA"	"LENA"	"Lena"						
"MS"	2004	"LEAKE"	3	45	18	"079-MADDE"	"MADDE"	"Madden"						
"MS"	2004	"LEAKE"	2	45	18	"079-N CAR"	"N CAR"	"Carthage N"						
"MS"	2004	"LEAKE"	2	27	18	"079-OFAHO"	"OFAHO"	"Ofahoma"						
"MS"	2004	"LEAKE"	3	45	18	"079-RENFR"	"RENFR"	"Renfroe"						
"MS"	2004	"LEAKE"	3	45	18	"079-SALEM"	"SALEM"	"Salem"						
"MS"	2004	"LEAKE"	2	48	18	"079-SINGL"	"SINGL"	"Singleton"						
"MS"	2004	"LEAKE"	2	27	18	"079-S CAR"	"S CAR"	"Carthage S"						
"MS"	2004	"LEAKE"	3	45	18	"079-SUNRI"	"SUNRI"	"Sunrise"						
"MS"	2004	"LEAKE"	2	27	18	"079-THOMA"	"THOMA"	"Thomastown"						
"MS"	2004	"LEAKE"	3	45	18	"079-W GRO"	"W GRO"	"Walnut Grove"						
"MS"	2004	"LEAKE"	2	27	18	"079-W CAR"	"W CAR"	"Carthage W"						
"MS"	2004	"LEAKE"	2	27	18	"079-WIGGI"	"WIGGI"	"Wiggins"						
"MS"	2004	"LEE"	1	19	6	"081-P113"	"P113"	"Auburn"						
"MS"	2004	"LEE"	1	18	6	"081-P102"	"P102"	"Baldwyn"						
"MS"	2004	"LEE"	1	18	6	"081-P207"	"P207"	"Beech Springs"						
"MS"	2004	"LEE"	1	17	6	"081-P301"	"P301"	"Belden"						
"MS"	2004	"LEE"	1	18	6	"081-P204"	"P204"	"Birmingham Ridge"						
"MS"	2004	"LEE"	1	17	6	"081-P302"	"P302"	"Bissell"						
"MS"	2004	"LEE"	1	18	6	"081-P202"	"P202"	"Blair"						
"MS"	2004	"LEE"	1	16	7	"081-P501"	"P501"	"Brewer"						
"MS"	2004	"LEE"	1	18	6	"081-P201"	"P201"	"Corrona"						
"MS"	2004	"LEE"	1	18	6	"081-P203"	"P203"	"Davis"						
"MS"	2004	"LEE"	1	16	6	"081-P114"	"P114"	"East Heights"						
"MS"	2004	"LEE"	1	19	6	"081-P110"	"P110"	"Eggville"						
"MS"	2004	"LEE"	1	18	6	"081-P205"	"P205"	"Euclatubba"						
"MS"	2004	"LEE"	1	18	6	"081-P107"	"P107"	"Fellowship"						
"MS"	2004	"LEE"	1	18	6	"081-P208"	"P208"	"Flowerdale"						
"MS"	2004	"LEE"	1	19	6	"081-P104"	"P104"	"Friendship"						
"MS"	2004	"LEE"	1	19	6	"081-P111"	"P111"	"Gilvo 1"						
"MS"	2004	"LEE"	1	19	6	"081-P510"	"P510"	"Gilvo 5"						
"MS"	2004	"LEE"	1	18	6	"081-P103"	"P103"	"Guntown"						
"MS"	2004	"LEE"	1	19	6	"081-P106"	"P106"	"Hebron"						
"MS"	2004	"LEE"	1	16	7	"081-P509"	"P509"	"Kedron"						
"MS"	2004	"LEE"	1	19	6	"081-P112"	"P112"	"Mooreville 1"						
"MS"	2004	"LEE"	1	19	6	"081-P511"	"P511"	"Mooreville 5"						
"MS"	2004	"LEE"	1	16	7	"081-P508"	"P508"	"Nettleton"						
"MS"	2004	"LEE"	1	19	6	"081-P108"	"P108"	"Oak Hill"						
"MS"	2004	"LEE"	1	16	8	"081-P403"	"P403"	"Old Union"						
"MS"	2004	"LEE"	1	17	8	"081-P401"	"P401"	"Palmetto"						
"MS"	2004	"LEE"	1	16	7	"081-P507"	"P507"	"Petersburg"						
"MS"	2004	"LEE"	1	16	7	"081-P504"	"P504"	"Plantersville"						
"MS"	2004	"LEE"	1	17	8	"081-P402"	"P402"	"Pleas Grove"						
"MS"	2004	"LEE"	1	18	6	"081-P101"	"P101"	"Pratts"						
"MS"	2004	"LEE"	1	19	7	"081-P503"	"P503"	"Richmond"						
"MS"	2004	"LEE"	1	18	6	"081-P206"	"P206"	"Saltillo"						
"MS"	2004	"LEE"	1	16	8	"081-P502"	"P502"	"Shannon"						
"MS"	2004	"LEE"	1	18	6	"081-P109"	"P109"	"Tupelo 1"						
"MS"	2004	"LEE"	1	17	6	"081-P209"	"P209"	"Tupelo 2"						
"MS"	2004	"LEE"	1	17	6	"081-P308"	"P308"	"Tupelo 3"						
"MS"	2004	"LEE"	1	16	7	"081-P405"	"P405"	"Tupelo 4 N"						
"MS"	2004	"LEE"	1	16	8	"081-P406"	"P406"	"Tupelo 4 S"						
"MS"	2004	"LEE"	1	16	6	"081-P505"	"P505"	"Tupelo 5"						
"MS"	2004	"LEE"	1	19	6	"081-P105"	"P105"	"Unity"						
"MS"	2004	"LEE"	1	16	8	"081-P512"	"P512"	"Verona"						
"MS"	2004	"LEFLORE"	2	32	24	"083-40"	"40"	"Gwd Central"						
"MS"	2004	"LEFLORE"	2	32	24	"083-68"	"68"	"Gwd E"						
"MS"	2004	"LEFLORE"	2	30	24	"083-35"	"35"	"Minter City"						
"MS"	2004	"LEFLORE"	2	32	24	"083-42"	"42"	"Musu"						
"MS"	2004	"LEFLORE"	2	32	14	"083-59"	"59"	"Gwd NE"						
"MS"	2004	"LEFLORE"	2	46	14	"083-36"	"36"	"Gwd N"						
"MS"	2004	"LEFLORE"	2	34	24	"083-45"	"45"	"Itta Bena N"						
"MS"	2004	"LEFLORE"	2	32	24	"083-47"	"47"	"Rising Sun"						
"MS"	2004	"LEFLORE"	2	34	24	"083-43"	"43"	"Schlater"						
"MS"	2004	"LEFLORE"	2	34	24	"083-48"	"48"	"Sidon"						
"MS"	2004	"LEFLORE"	2	32	24	"083-51"	"51"	"Gwd S"						
"MS"	2004	"LEFLORE"	2	34	24	"083-46"	"46"	"Itta Bena S"						
"MS"	2004	"LEFLORE"	2	32	24	"083-41"	"41"	"Gwd W"						
"MS"	2004	"LEFLORE"	2	32	24	"083-44"	"44"	"Gwd SW"						
"MS"	2004	"LEFLORE"	2	32	14	"083-52"	"52"	"Gwd SE"						
"MS"	2004	"LEFLORE"	2											
"MS"	2004	"LEFLORE"	2											
"MS"	2004	"LEFLORE"	2											
"MS"	2004	"LINCOLN"	3	53	39	"085-11"	"11"	"Alexander Jr High"						
