state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USS_dv	g2008_USS_rv	g2008_USH_dv	g2008_USH_rv	g2008_STS_dv	g2008_STS_rv	g2008_STH_dv	g2008_STH_rv	g2008_USP_tv	g2008_USS_tv	g2008_USH_tv	g2008_STS_tv	g2008_STH_tv
"NM"	2008	2	"300"	256	150	536	98	494	137		222	259	130	413	634	631		389
"NM"	2008	2	"300"	256	150	536	98	494	137		222	259	130	413	634	631		389
"NM"	2008	2	"300"	256	150	536	98	494	137		222	259	130	413	634	631		389
"NM"	2008	2	"300"	256	150	536	98	494	137		222	259	130	413	634	631		389
"NM"	2008	2	"301"	299	304	422	124	380	160	226	351		383	611	546	540	577	
"NM"	2008	2	"301"	299	304	422	124	380	160	226	351		383	611	546	540	577	
"NM"	2008	2	"301"	299	304	422	124	380	160	226	351		383	611	546	540	577	
"NM"	2008	2	"301"	299	304	422	124	380	160	226	351		383	611	546	540	577	
"NM"	2008	2	"301"	299	304	422	124	380	160	226	351		383	611	546	540	577	
"NM"	2008	2	"302"	663	832	450	129	395	178	490	941		978	1513	579	573	1431	
"NM"	2008	2	"302"	663	832	450	129	395	178	490	941		978	1513	579	573	1431	
"NM"	2008	2	"302"	663	832	450	129	395	178	490	941		978	1513	579	573	1431	
"NM"	2008	2	"302"	663	832	450	129	395	178	490	941		978	1513	579	573	1431	
"NM"	2008	2	"302"	663	832	450	129	395	178	490	941		978	1513	579	573	1431	
"NM"	2008	2	"303"	245	147	815	170	726	254	200	186	217	166	401	985	980	386	383
"NM"	2008	2	"303"	245	147	815	170	726	254	200	186	217	166	401	985	980	386	383
"NM"	2008	2	"303"	245	147	815	170	726	254	200	186	217	166	401	985	980	386	383
"NM"	2008	2	"303"	245	147	815	170	726	254	200	186	217	166	401	985	980	386	383
"NM"	2008	2	"303"	245	147	815	170	726	254	200	186	217	166	401	985	980	386	383
"NM"	2008	2	"304"	210	216	311	78	288	105		263		265	429	389	393		
"NM"	2008	2	"304"	210	216	311	78	288	105		263		265	429	389	393		
"NM"	2008	2	"304"	210	216	311	78	288	105		263		265	429	389	393		
"NM"	2008	2	"304"	210	216	311	78	288	105		263		265	429	389	393		
"NM"	2008	2	"304"	210	216	311	78	288	105		263		265	429	389	393		
"NM"	2008	2	"305"	386	209	443	84	405	119		323		318	600	527	524		
"NM"	2008	2	"305"	386	209	443	84	405	119		323		318	600	527	524		
"NM"	2008	2	"305"	386	209	443	84	405	119		323		318	600	527	524		
"NM"	2008	2	"305"	386	209	443	84	405	119		323		318	600	527	524		
"NM"	2008	2	"305"	386	209	443	84	405	119		323		318	600	527	524		
"NM"	2008	2	"306"	212	169	284	54	259	74		226		225	385	338	333		
"NM"	2008	2	"306"	212	169	284	54	259	74		226		225	385	338	333		
"NM"	2008	2	"306"	212	169	284	54	259	74		226		225	385	338	333		
"NM"	2008	2	"306"	212	169	284	54	259	74		226		225	385	338	333		
"NM"	2008	2	"306"	212	169	284	54	259	74		226		225	385	338	333		
"NM"	2008	2	"307"	275	289	321	64	303	81		360		353	569	385	384		
"NM"	2008	2	"307"	275	289	321	64	303	81		360		353	569	385	384		
"NM"	2008	2	"307"	275	289	321	64	303	81		360		353	569	385	384		
"NM"	2008	2	"307"	275	289	321	64	303	81		360		353	569	385	384		
"NM"	2008	2	"307"	275	289	321	64	303	81		360		353	569	385	384		
"NM"	2008	2	"308"	190	259	340	52	314	70		313	151	289	454	392	384		440
"NM"	2008	2	"308"	190	259	340	52	314	70		313	151	289	454	392	384		440
"NM"	2008	2	"308"	190	259	340	52	314	70		313	151	289	454	392	384		440
"NM"	2008	2	"308"	190	259	340	52	314	70		313	151	289	454	392	384		440
"NM"	2008	2	"308"	190	259	340	52	314	70		313	151	289	454	392	384		440
"NM"	2008	2	"31"	439	80	274	38	253	58	446		389	76	523	312	311		465
"NM"	2008	2	"31"	439	80	274	38	253	58	446		389	76	523	312	311		465
"NM"	2008	2	"31"	439	80	274	38	253	58	446		389	76	523	312	311		465
"NM"	2008	2	"31"	439	80	274	38	253	58	446		389	76	523	312	311		465
"NM"	2008	2	"31"	439	80	274	38	253	58	446		389	76	523	312	311		465
"NM"	2008	2	"311"	367	121	344	112	198	128	362		372		496	456	326		
"NM"	2008	2	"311"	367	121	344	112	198	128	362		372		496	456	326		
"NM"	2008	2	"311"	367	121	344	112	198	128	362		372		496	456	326		
"NM"	2008	2	"311"	367	121	344	112	198	128	362		372		496	456	326		
"NM"	2008	2	"311"	367	121	344	112	198	128	362		372		496	456	326		
"NM"	2008	2	"312"	372	124	717	181	644	246	384		392		501	898	890		
"NM"	2008	2	"312"	372	124	717	181	644	246	384		392		501	898	890		
"NM"	2008	2	"312"	372	124	717	181	644	246	384		392		501	898	890		
"NM"	2008	2	"312"	372	124	717	181	644	246	384		392		501	898	890		
"NM"	2008	2	"312"	372	124	717	181	644	246	384		392		501	898	890		
"NM"	2008	2	"313"	202	81	340	103	302	135	207		205		289	443	437		
"NM"	2008	2	"313"	202	81	340	103	302	135	207		205		289	443	437		
"NM"	2008	2	"313"	202	81	340	103	302	135	207		205		289	443	437		
"NM"	2008	2	"313"	202	81	340	103	302	135	207		205		289	443	437		
"NM"	2008	2	"313"	202	81	340	103	302	135	207		205		289	443	437		
"NM"	2008	2	"314"	287	231	617	235	567	278	331		331		531	852	845		
"NM"	2008	2	"314"	287	231	617	235	567	278	331		331		531	852	845		
"NM"	2008	2	"314"	287	231	617	235	567	278	331		331		531	852	845		
"NM"	2008	2	"314"	287	231	617	235	567	278	331		331		531	852	845		
"NM"	2008	2	"314"	287	231	617	235	567	278	331		331		531	852	845		
"NM"	2008	2	"315"	267	179	224	108	312	138	310		310		453	332	450		
"NM"	2008	2	"315"	267	179	224	108	312	138	310		310		453	332	450		
"NM"	2008	2	"315"	267	179	224	108	312	138	310		310		453	332	450		
"NM"	2008	2	"315"	267	179	224	108	312	138	310		310		453	332	450		
"NM"	2008	2	"315"	267	179	224	108	312	138	310		310		453	332	450		
"NM"	2008	2	"316"	375	249	637	251	589	294	433		431	189	638	888	883		620
"NM"	2008	2	"316"	375	249	637	251	589	294	433		431	189	638	888	883		620
"NM"	2008	2	"316"	375	249	637	251	589	294	433		431	189	638	888	883		620
"NM"	2008	2	"316"	375	249	637	251	589	294	433		431	189	638	888	883		620
"NM"	2008	2	"316"	375	249	637	251	589	294	433		431	189	638	888	883		620
"NM"	2008	2	"317"	199	152	672	154	602	218	226		229	115	359	826	820		344
"NM"	2008	2	"317"	199	152	672	154	602	218	226		229	115	359	826	820		344
"NM"	2008	2	"317"	199	152	672	154	602	218	226		229	115	359	826	820		344
"NM"	2008	2	"317"	199	152	672	154	602	218	226		229	115	359	826	820		344
"NM"	2008	2	"317"	199	152	672	154	602	218	226		229	115	359	826	820		344
"NM"	2008	2	"318"	372	76	531	121	475	166	370		355	68	454	652	641		423
"NM"	2008	2	"318"	372	76	531	121	475	166	370		355	68	454	652	641		423
"NM"	2008	2	"318"	372	76	531	121	475	166	370		355	68	454	652	641		423
"NM"	2008	2	"318"	372	76	531	121	475	166	370		355	68	454	652	641		423
"NM"	2008	2	"318"	372	76	531	121	475	166	370		355	68	454	652	641		423
"NM"	2008	2	"32"	519	163	295	91	269	117	554	97	564		688	386	386	651	
"NM"	2008	2	"32"	519	163	295	91	269	117	554	97	564		688	386	386	651	
"NM"	2008	2	"32"	519	163	295	91	269	117	554	97	564		688	386	386	651	
"NM"	2008	2	"32"	519	163	295	91	269	117	554	97	564		688	386	386	651	
"NM"	2008	2	"32"	519	163	295	91	269	117	554	97	564		688	386	386	651	
"NM"	2008	2	"321"	268	119	389	88	344	129	285		299	81	394	477	473		380
"NM"	2008	2	"321"	268	119	389	88	344	129	285		299	81	394	477	473		380
"NM"	2008	2	"321"	268	119	389	88	344	129	285		299	81	394	477	473		380
"NM"	2008	2	"321"	268	119	389	88	344	129	285		299	81	394	477	473		380
"NM"	2008	2	"321"	268	119	389	88	344	129	285		299	81	394	477	473		380
"NM"	2008	2	"322"	193	88	327	100	275	153	205		221	54	283	427	428		275
"NM"	2008	2	"322"	193	88	327	100	275	153	205		221	54	283	427	428		275
"NM"	2008	2	"322"	193	88	327	100	275	153	205		221	54	283	427	428		275
"NM"	2008	2	"322"	193	88	327	100	275	153	205		221	54	283	427	428		275
"NM"	2008	2	"322"	193	88	327	100	275	153	205		221	54	283	427	428		275
"NM"	2008	2	"323"	367	124	372	111	328	153	391		379	100	499	483	481		479
"NM"	2008	2	"323"	367	124	372	111	328	153	391		379	100	499	483	481		479
"NM"	2008	2	"323"	367	124	372	111	328	153	391		379	100	499	483	481		479
"NM"	2008	2	"323"	367	124	372	111	328	153	391		379	100	499	483	481		479
"NM"	2008	2	"323"	367	124	372	111	328	153	391		379	100	499	483	481		479
"NM"	2008	2	"324"	673	513	272	74	255	88	803			714	1212	346	343		
"NM"	2008	2	"324"	673	513	272	74	255	88	803			714	1212	346	343		
"NM"	2008	2	"324"	673	513	272	74	255	88	803			714	1212	346	343		
"NM"	2008	2	"324"	673	513	272	74	255	88	803			714	1212	346	343		
"NM"	2008	2	"324"	673	513	272	74	255	88	803			714	1212	346	343		
"NM"	2008	2	"326"	318	102	247	69	237	74	346		331	80	429	316	311		411
"NM"	2008	2	"326"	318	102	247	69	237	74	346		331	80	429	316	311		411
"NM"	2008	2	"326"	318	102	247	69	237	74	346		331	80	429	316	311		411
"NM"	2008	2	"326"	318	102	247	69	237	74	346		331	80	429	316	311		411
"NM"	2008	2	"326"	318	102	247	69	237	74	346		331	80	429	316	311		411
"NM"	2008	2	"327"	381	193	302	88	274	116	413		397	161	582	390	390		558
"NM"	2008	2	"327"	381	193	302	88	274	116	413		397	161	582	390	390		558
"NM"	2008	2	"327"	381	193	302	88	274	116	413		397	161	582	390	390		558
"NM"	2008	2	"327"	381	193	302	88	274	116	413		397	161	582	390	390		558
"NM"	2008	2	"327"	381	193	302	88	274	116	413		397	161	582	390	390		558
"NM"	2008	2	"328"	534	484	196	57	174	75	622			622	1030	253	249		
"NM"	2008	2	"328"	534	484	196	57	174	75	622			622	1030	253	249		
"NM"	2008	2	"328"	534	484	196	57	174	75	622			622	1030	253	249		
"NM"	2008	2	"328"	534	484	196	57	174	75	622			622	1030	253	249		
"NM"	2008	2	"328"	534	484	196	57	174	75	622			622	1030	253	249		
"NM"	2008	2	"329"	308	132	360	56	347	64	330		314	114	448	416	411		428
"NM"	2008	2	"329"	308	132	360	56	347	64	330		314	114	448	416	411		428
"NM"	2008	2	"329"	308	132	360	56	347	64	330		314	114	448	416	411		428
"NM"	2008	2	"329"	308	132	360	56	347	64	330		314	114	448	416	411		428
"NM"	2008	2	"329"	308	132	360	56	347	64	330		314	114	448	416	411		428
"NM"	2008	2	"33"	674	192	367	67	347	81	741	111	739		873	434	428	852	
"NM"	2008	2	"33"	674	192	367	67	347	81	741	111	739		873	434	428	852	
"NM"	2008	2	"33"	674	192	367	67	347	81	741	111	739		873	434	428	852	
"NM"	2008	2	"33"	674	192	367	67	347	81	741	111	739		873	434	428	852	
"NM"	2008	2	"33"	674	192	367	67	347	81	741	111	739		873	434	428	852	
"NM"	2008	2	"330"	259	106	271	48	258	57	280		264	90	371	319	315		354
"NM"	2008	2	"330"	259	106	271	48	258	57	280		264	90	371	319	315		354
"NM"	2008	2	"330"	259	106	271	48	258	57	280		264	90	371	319	315		354
"NM"	2008	2	"330"	259	106	271	48	258	57	280		264	90	371	319	315		354
"NM"	2008	2	"330"	259	106	271	48	258	57	280		264	90	371	319	315		354
"NM"	2008	2	"331"	214	106	364	121	336	142	222		203	113	328	485	478		316
"NM"	2008	2	"331"	214	106	364	121	336	142	222		203	113	328	485	478		316
"NM"	2008	2	"331"	214	106	364	121	336	142	222		203	113	328	485	478		316
"NM"	2008	2	"331"	214	106	364	121	336	142	222		203	113	328	485	478		316
"NM"	2008	2	"331"	214	106	364	121	336	142	222		203	113	328	485	478		316
"NM"	2008	2	"332"	300	287	87	33	78	40	261	308		367	593	120	118	569	
"NM"	2008	2	"332"	300	287	87	33	78	40	261	308		367	593	120	118	569	
"NM"	2008	2	"332"	300	287	87	33	78	40	261	308		367	593	120	118	569	
"NM"	2008	2	"332"	300	287	87	33	78	40	261	308		367	593	120	118	569	
"NM"	2008	2	"332"	300	287	87	33	78	40	261	308		367	593	120	118	569	
"NM"	2008	2	"333"	370	539	546	87	508	116	305	582		642	926	633	624	887	
"NM"	2008	2	"333"	370	539	546	87	508	116	305	582		642	926	633	624	887	
"NM"	2008	2	"333"	370	539	546	87	508	116	305	582		642	926	633	624	887	
"NM"	2008	2	"333"	370	539	546	87	508	116	305	582		642	926	633	624	887	
"NM"	2008	2	"333"	370	539	546	87	508	116	305	582		642	926	633	624	887	
"NM"	2008	2	"34"	319	102	346	47	342	47	339	63	348		426	393	389	402	
"NM"	2008	2	"34"	319	102	346	47	342	47	339	63	348		426	393	389	402	
"NM"	2008	2	"34"	319	102	346	47	342	47	339	63	348		426	393	389	402	
"NM"	2008	2	"34"	319	102	346	47	342	47	339	63	348		426	393	389	402	
"NM"	2008	2	"34"	319	102	346	47	342	47	339	63	348		426	393	389	402	
"NM"	2008	2	"341"	321	93	237	38	218	54	313		310		420	275	272		
"NM"	2008	2	"341"	321	93	237	38	218	54	313		310		420	275	272		
"NM"	2008	2	"341"	321	93	237	38	218	54	313		310		420	275	272		
"NM"	2008	2	"341"	321	93	237	38	218	54	313		310		420	275	272		
"NM"	2008	2	"341"	321	93	237	38	218	54	313		310		420	275	272		
"NM"	2008	2	"342"	253	33	118	21	109	28	246		250		293	139	137		
"NM"	2008	2	"342"	253	33	118	21	109	28	246		250		293	139	137		
"NM"	2008	2	"342"	253	33	118	21	109	28	246		250		293	139	137		
"NM"	2008	2	"342"	253	33	118	21	109	28	246		250		293	139	137		
"NM"	2008	2	"342"	253	33	118	21	109	28	246		250		293	139	137		
"NM"	2008	2	"343"	417	103	177	23	171	25	435		442		527	200	196		
"NM"	2008	2	"343"	417	103	177	23	171	25	435		442		527	200	196		
"NM"	2008	2	"343"	417	103	177	23	171	25	435		442		527	200	196		
"NM"	2008	2	"343"	417	103	177	23	171	25	435		442		527	200	196		
"NM"	2008	2	"343"	417	103	177	23	171	25	435		442		527	200	196		
"NM"	2008	2	"344"	468	198	355	98	341	49	474		503		676	453	390		
"NM"	2008	2	"344"	468	198	355	98	341	49	474		503		676	453	390		
"NM"	2008	2	"344"	468	198	355	98	341	49	474		503		676	453	390		
"NM"	2008	2	"344"	468	198	355	98	341	49	474		503		676	453	390		
"NM"	2008	2	"344"	468	198	355	98	341	49	474		503		676	453	390		
"NM"	2008	2	"345"	710	244	410	38	407	64	750		751		974	448	471		
"NM"	2008	2	"345"	710	244	410	38	407	64	750		751		974	448	471		
"NM"	2008	2	"345"	710	244	410	38	407	64	750		751		974	448	471		
"NM"	2008	2	"345"	710	244	410	38	407	64	750		751		974	448	471		
"NM"	2008	2	"345"	710	244	410	38	407	64	750		751		974	448	471		
"NM"	2008	2	"346"	319	125	507	67	487	60	336		335		446	574	547		
"NM"	2008	2	"346"	319	125	507	67	487	60	336		335		446	574	547		
"NM"	2008	2	"346"	319	125	507	67	487	60	336		335		446	574	547		
"NM"	2008	2	"346"	319	125	507	67	487	60	336		335		446	574	547		
"NM"	2008	2	"346"	319	125	507	67	487	60	336		335		446	574	547		
"NM"	2008	2	"347"	321	170	520	45	498	114	373		366		498	565	612		
"NM"	2008	2	"347"	321	170	520	45	498	114	373		366		498	565	612		
"NM"	2008	2	"347"	321	170	520	45	498	114	373		366		498	565	612		
"NM"	2008	2	"347"	321	170	520	45	498	114	373		366		498	565	612		
"NM"	2008	2	"347"	321	170	520	45	498	114	373		366		498	565	612		
"NM"	2008	2	"35"	303	107	435	53	410	75	331	72	331		412	488	485	403	
"NM"	2008	2	"35"	303	107	435	53	410	75	331	72	331		412	488	485	403	
"NM"	2008	2	"35"	303	107	435	53	410	75	331	72	331		412	488	485	403	
"NM"	2008	2	"35"	303	107	435	53	410	75	331	72	331		412	488	485	403	
"NM"	2008	2	"35"	303	107	435	53	410	75	331	72	331		412	488	485	403	
"NM"	2008	2	"351"	243	128	247	62	241	71	294		289		380	309	312		
"NM"	2008	2	"351"	243	128	247	62	241	71	294		289		380	309	312		
"NM"	2008	2	"351"	243	128	247	62	241	71	294		289		380	309	312		
"NM"	2008	2	"351"	243	128	247	62	241	71	294		289		380	309	312		
"NM"	2008	2	"351"	243	128	247	62	241	71	294		289		380	309	312		
"NM"	2008	2	"352"	372	75	328	64	322	70	363		353		457	392	392		
"NM"	2008	2	"352"	372	75	328	64	322	70	363		353		457	392	392		
"NM"	2008	2	"352"	372	75	328	64	322	70	363		353		457	392	392		
"NM"	2008	2	"352"	372	75	328	64	322	70	363		353		457	392	392		
"NM"	2008	2	"352"	372	75	328	64	322	70	363		353		457	392	392		
"NM"	2008	2	"353"	278	38	365	78	350	93	266		262		319	443	443		
"NM"	2008	2	"353"	278	38	365	78	350	93	266		262		319	443	443		
"NM"	2008	2	"353"	278	38	365	78	350	93	266		262		319	443	443		
"NM"	2008	2	"353"	278	38	365	78	350	93	266		262		319	443	443		
"NM"	2008	2	"353"	278	38	365	78	350	93	266		262		319	443	443		
"NM"	2008	2	"354"	339	106	568	129	540	149	343		327		451	697	689		
"NM"	2008	2	"354"	339	106	568	129	540	149	343		327		451	697	689		
"NM"	2008	2	"354"	339	106	568	129	540	149	343		327		451	697	689		
"NM"	2008	2	"354"	339	106	568	129	540	149	343		327		451	697	689		
"NM"	2008	2	"354"	339	106	568	129	540	149	343		327		451	697	689		
"NM"	2008	2	"355"	415	53	493	144	469	165	408		407		480	637	634		
"NM"	2008	2	"355"	415	53	493	144	469	165	408		407		480	637	634		
"NM"	2008	2	"355"	415	53	493	144	469	165	408		407		480	637	634		
"NM"	2008	2	"355"	415	53	493	144	469	165	408		407		480	637	634		
"NM"	2008	2	"355"	415	53	493	144	469	165	408		407		480	637	634		
"NM"	2008	2	"356"	298	53	541	92	505	122	316		307		356	633	627		
"NM"	2008	2	"356"	298	53	541	92	505	122	316		307		356	633	627		
"NM"	2008	2	"356"	298	53	541	92	505	122	316		307		356	633	627		
"NM"	2008	2	"356"	298	53	541	92	505	122	316		307		356	633	627		
"NM"	2008	2	"356"	298	53	541	92	505	122	316		307		356	633	627		
"NM"	2008	2	"357"	247	49	378	96	363	110	238		237		299	474	473		
"NM"	2008	2	"357"	247	49	378	96	363	110	238		237		299	474	473		
"NM"	2008	2	"357"	247	49	378	96	363	110	238		237		299	474	473		
"NM"	2008	2	"357"	247	49	378	96	363	110	238		237		299	474	473		
"NM"	2008	2	"357"	247	49	378	96	363	110	238		237		299	474	473		
"NM"	2008	2	"358"	718	218	2	3	2	3	757		757		953	5	5		
"NM"	2008	2	"358"	718	218	2	3	2	3	757		757		953	5	5		
"NM"	2008	2	"358"	718	218	2	3	2	3	757		757		953	5	5		
"NM"	2008	2	"358"	718	218	2	3	2	3	757		757		953	5	5		
"NM"	2008	2	"358"	718	218	2	3	2	3	757		757		953	5	5		
"NM"	2008	2	"36"	447	112	163	189	137	214	456	92	472		565	352	351	548	
"NM"	2008	2	"36"	447	112	163	189	137	214	456	92	472		565	352	351	548	
"NM"	2008	2	"36"	447	112	163	189	137	214	456	92	472		565	352	351	548	
"NM"	2008	2	"36"	447	112	163	189	137	214	456	92	472		565	352	351	548	
"NM"	2008	2	"36"	447	112	163	189	137	214	456	92	472		565	352	351	548	
"NM"	2008	2	"37"	610	265	422	112	410	124	673	180	666		882	534	534	853	
"NM"	2008	2	"37"	610	265	422	112	410	124	673	180	666		882	534	534	853	
"NM"	2008	2	"37"	610	265	422	112	410	124	673	180	666		882	534	534	853	
"NM"	2008	2	"37"	610	265	422	112	410	124	673	180	666		882	534	534	853	
"NM"	2008	2	"37"	610	265	422	112	410	124	673	180	666		882	534	534	853	
"NM"	2008	2	"371"	447	214	340	85	321	98	452		487		666	425	419		
"NM"	2008	2	"371"	447	214	340	85	321	98	452		487		666	425	419		
"NM"	2008	2	"371"	447	214	340	85	321	98	452		487		666	425	419		
"NM"	2008	2	"371"	447	214	340	85	321	98	452		487		666	425	419		
"NM"	2008	2	"371"	447	214	340	85	321	98	452		487		666	425	419		
"NM"	2008	2	"372"	226	91	491	156	442	197	239		238	70	323	647	639		308
"NM"	2008	2	"372"	226	91	491	156	442	197	239		238	70	323	647	639		308
"NM"	2008	2	"372"	226	91	491	156	442	197	239		238	70	323	647	639		308
"NM"	2008	2	"372"	226	91	491	156	442	197	239		238	70	323	647	639		308
"NM"	2008	2	"372"	226	91	491	156	442	197	239		238	70	323	647	639		308
"NM"	2008	2	"373"	328	64	318	75	307	84	229	136	264	100	394	393	391	365	364
"NM"	2008	2	"373"	328	64	318	75	307	84	229	136	264	100	394	393	391	365	364
"NM"	2008	2	"373"	328	64	318	75	307	84	229	136	264	100	394	393	391	365	364
"NM"	2008	2	"373"	328	64	318	75	307	84	229	136	264	100	394	393	391	365	364
"NM"	2008	2	"373"	328	64	318	75	307	84	229	136	264	100	394	393	391	365	364
"NM"	2008	2	"374"	307	121	696	194	640	242	310		317		436	890	882		
"NM"	2008	2	"374"	307	121	696	194	640	242	310		317		436	890	882		
"NM"	2008	2	"374"	307	121	696	194	640	242	310		317		436	890	882		
"NM"	2008	2	"374"	307	121	696	194	640	242	310		317		436	890	882		
"NM"	2008	2	"374"	307	121	696	194	640	242	310		317		436	890	882		
"NM"	2008	2	"375"	601	256	245	152	226	172	544	291	656		871	397	398	835	
"NM"	2008	2	"375"	601	256	245	152	226	172	544	291	656		871	397	398	835	
"NM"	2008	2	"375"	601	256	245	152	226	172	544	291	656		871	397	398	835	
"NM"	2008	2	"375"	601	256	245	152	226	172	544	291	656		871	397	398	835	
"NM"	2008	2	"375"	601	256	245	152	226	172	544	291	656		871	397	398	835	
"NM"	2008	2	"38"	629	199	345	91	314	121	695	127	695		838	436	435	822	
"NM"	2008	2	"38"	629	199	345	91	314	121	695	127	695		838	436	435	822	
"NM"	2008	2	"38"	629	199	345	91	314	121	695	127	695		838	436	435	822	
"NM"	2008	2	"38"	629	199	345	91	314	121	695	127	695		838	436	435	822	
"NM"	2008	2	"38"	629	199	345	91	314	121	695	127	695		838	436	435	822	
"NM"	2008	2	"381"	345	66	508	130	459	171	330		339		420	638	630		
"NM"	2008	2	"381"	345	66	508	130	459	171	330		339		420	638	630		
"NM"	2008	2	"381"	345	66	508	130	459	171	330		339		420	638	630		
"NM"	2008	2	"381"	345	66	508	130	459	171	330		339		420	638	630		
"NM"	2008	2	"381"	345	66	508	130	459	171	330		339		420	638	630		
"NM"	2008	2	"382"	278	90	195	587	185	82	278		273		376	782	267		
"NM"	2008	2	"382"	278	90	195	587	185	82	278		273		376	782	267		
"NM"	2008	2	"382"	278	90	195	587	185	82	278		273		376	782	267		
"NM"	2008	2	"382"	278	90	195	587	185	82	278		273		376	782	267		
"NM"	2008	2	"382"	278	90	195	587	185	82	278		273		376	782	267		
"NM"	2008	2	"383"	398	69	313	131	264	177	393		387		479	444	441		
"NM"	2008	2	"383"	398	69	313	131	264	177	393		387		479	444	441		
"NM"	2008	2	"383"	398	69	313	131	264	177	393		387		479	444	441		
"NM"	2008	2	"383"	398	69	313	131	264	177	393		387		479	444	441		
"NM"	2008	2	"383"	398	69	313	131	264	177	393		387		479	444	441		
"NM"	2008	2	"384"	404	119	259	115	243	130	405		409		535	374	373		
"NM"	2008	2	"384"	404	119	259	115	243	130	405		409		535	374	373		
"NM"	2008	2	"384"	404	119	259	115	243	130	405		409		535	374	373		
"NM"	2008	2	"384"	404	119	259	115	243	130	405		409		535	374	373		
"NM"	2008	2	"384"	404	119	259	115	243	130	405		409		535	374	373		
"NM"	2008	2	"385"	344	122	577	163	549	189	365		368		469	740	738		
"NM"	2008	2	"385"	344	122	577	163	549	189	365		368		469	740	738		
"NM"	2008	2	"385"	344	122	577	163	549	189	365		368		469	740	738		
"NM"	2008	2	"385"	344	122	577	163	549	189	365		368		469	740	738		
"NM"	2008	2	"385"	344	122	577	163	549	189	365		368		469	740	738		
"NM"	2008	2	"386"	185	125	268	72	237	132	267		271		311	340	369		
"NM"	2008	2	"386"	185	125	268	72	237	132	267		271		311	340	369		
"NM"	2008	2	"386"	185	125	268	72	237	132	267		271		311	340	369		
"NM"	2008	2	"386"	185	125	268	72	237	132	267		271		311	340	369		
"NM"	2008	2	"386"	185	125	268	72	237	132	267		271		311	340	369		
"NM"	2008	2	"387"	305	98	557	102	467	668	310		331		409	659	1135		
"NM"	2008	2	"387"	305	98	557	102	467	668	310		331		409	659	1135		
"NM"	2008	2	"387"	305	98	557	102	467	668	310		331		409	659	1135		
"NM"	2008	2	"387"	305	98	557	102	467	668	310		331		409	659	1135		
"NM"	2008	2	"387"	305	98	557	102	467	668	310		331		409	659	1135		
"NM"	2008	2	"39"	577	256	161	200	119	231	616	195	645		844	361	350	811	
"NM"	2008	2	"39"	577	256	161	200	119	231	616	195	645		844	361	350	811	
"NM"	2008	2	"39"	577	256	161	200	119	231	616	195	645		844	361	350	811	
"NM"	2008	2	"39"	577	256	161	200	119	231	616	195	645		844	361	350	811	
"NM"	2008	2	"39"	577	256	161	200	119	231	616	195	645		844	361	350	811	
"NM"	2008	2	"4"	307	277	353	197	285	262	255	304	293	275	587	550	547	559	568
"NM"	2008	2	"4"	307	277	353	197	285	262	255	304	293	275	587	550	547	559	568
"NM"	2008	2	"4"	307	277	353	197	285	262	255	304	293	275	587	550	547	559	568
"NM"	2008	2	"4"	307	277	353	197	285	262	255	304	293	275	587	550	547	559	568
"NM"	2008	2	"4"	307	277	353	197	285	262	255	304	293	275	587	550	547	559	568
"NM"	2008	2	"40"	449	149	521	375	448	446	499	100	508		610	896	894	599	
"NM"	2008	2	"40"	449	149	521	375	448	446	499	100	508		610	896	894	599	
"NM"	2008	2	"40"	449	149	521	375	448	446	499	100	508		610	896	894	599	
"NM"	2008	2	"40"	449	149	521	375	448	446	499	100	508		610	896	894	599	
"NM"	2008	2	"40"	449	149	521	375	448	446	499	100	508		610	896	894	599	
"NM"	2008	2	"400"	270	84	503	233	448	284	207		149	140	360	736	732		289
"NM"	2008	2	"400"	270	84	503	233	448	284	207		149	140	360	736	732		289
"NM"	2008	2	"400"	270	84	503	233	448	284	207		149	140	360	736	732		289
"NM"	2008	2	"400"	270	84	503	233	448	284	207		149	140	360	736	732		289
"NM"	2008	2	"400"	270	84	503	233	448	284	207		149	140	360	736	732		289
"NM"	2008	2	"401"	283	200	234	429	190	468	299	179	341		493	663	658	478	
"NM"	2008	2	"401"	283	200	234	429	190	468	299	179	341		493	663	658	478	
"NM"	2008	2	"401"	283	200	234	429	190	468	299	179	341		493	663	658	478	
"NM"	2008	2	"401"	283	200	234	429	190	468	299	179	341		493	663	658	478	
"NM"	2008	2	"401"	283	200	234	429	190	468	299	179	341		493	663	658	478	
"NM"	2008	2	"402"	296	239	261	306	226	332	278	249	258	263	542	567	558	527	521
"NM"	2008	2	"402"	296	239	261	306	226	332	278	249	258	263	542	567	558	527	521
"NM"	2008	2	"402"	296	239	261	306	226	332	278	249	258	263	542	567	558	527	521
"NM"	2008	2	"402"	296	239	261	306	226	332	278	249	258	263	542	567	558	527	521
"NM"	2008	2	"402"	296	239	261	306	226	332	278	249	258	263	542	567	558	527	521
"NM"	2008	2	"403"	266	149	278	113	223	164	253	166	308		423	391	387	419	
"NM"	2008	2	"403"	266	149	278	113	223	164	253	166	308		423	391	387	419	
"NM"	2008	2	"403"	266	149	278	113	223	164	253	166	308		423	391	387	419	
"NM"	2008	2	"403"	266	149	278	113	223	164	253	166	308		423	391	387	419	
"NM"	2008	2	"403"	266	149	278	113	223	164	253	166	308		423	391	387	419	
