state	year	county	precinct	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_USH_dv	g2002_USH_rv	g2002_USH_tv	cd	ld
"MT"	2002	"Beaverhead"	"1"	196	90	286	86	208	294	1	34
"MT"	2002	"Beaverhead"	"2"	131	169	300	48	285	333	1	34
"MT"	2002	"Beaverhead"	"3"	181	152	333	82	279	361	1	34
"MT"	2002	"Beaverhead"	"4"	45	72	117	26	93	119	1	34
"MT"	2002	"Beaverhead"	"5"	27	59	86	5	83	88	1	34
"MT"	2002	"Beaverhead"	"6"	223	128	351	98	266	364	1	34
"MT"	2002	"Beaverhead"	"7"	106	99	205	33	175	208	1	34
"MT"	2002	"Beaverhead"	"8"	8	42	50	4	56	60	1	34
"MT"	2002	"Beaverhead"	"9"	139	143	282	55	236	291	1	34
"MT"	2002	"Beaverhead"	"12"	260	140	400	119	293	412	1	34
"MT"	2002	"Beaverhead"	"14"	130	66	196	71	132	203	1	34
"MT"	2002	"Beaverhead"	"17"	24	22	46	11	38	49	1	34
"MT"	2002	"Beaverhead"	"18"	9	15	24	2	23	25	1	33
"MT"	2002	"Beaverhead"	"19"	10	39	49	9	44	53	1	34
"MT"	2002	"Beaverhead"	"20"	18	40	58	4	61	65	1	34
"MT"	2002	"Beaverhead"	"21"	39	63	102	14	97	111	1	34
"MT"	2002	"Beaverhead"	"23"	41	39	80	23	56	79	1	34
"MT"	2002	"Big Horn"	"1"	120	56	176	51	133	184	1	6
"MT"	2002	"Big Horn"	"2"	51	33	84	36	48	84	1	6
"MT"	2002	"Big Horn"	"3"	60	52	112	11	104	115	1	5
"MT"	2002	"Big Horn"	"4"	145	53	198	59	149	208	1	5
"MT"	2002	"Big Horn"	"5"	166	34	200	134	64	198	1	5
"MT"	2002	"Big Horn"	"6"	22	25	47	5	45	50	1	5
"MT"	2002	"Big Horn"	"7"	615	56	671	536	119	655	1	6
"MT"	2002	"Big Horn"	"8"	83	3	86	50	58	108	1	5
"MT"	2002	"Big Horn"	"9"	142	11	153	116	31	147	1	6
"MT"	2002	"Big Horn"	"10"	16	35	51	9	47	56	1	5
"MT"	2002	"Big Horn"	"14"	103	19	122	94	35	129	1	6
"MT"	2002	"Big Horn"	"15"	201	26	227	172	54	226	1	6
"MT"	2002	"Big Horn"	"17"	187	89	276	73	213	286	1	6
"MT"	2002	"Big Horn"	"18"	188	68	256	80	185	265	1	6
"MT"	2002	"Big Horn"	"19"	263	119	382	108	282	390	1	5
"MT"	2002	"Big Horn"	"21"	320	55	375	272	96	368	1	6
"MT"	2002	"Big Horn"	"25"	63	30	93	49	48	97	1	5
"MT"	2002	"Big Horn"	"26"	225	50	275	187	93	280	1	5
"MT"	2002	"Blaine"	"1"	95	82	177	19	172	191	1	92
"MT"	2002	"Blaine"	"3"	326	25	351	278	58	336	1	92
"MT"	2002	"Blaine"	"8"	354	85	439	204	239	443	1	92
"MT"	2002	"Blaine"	"11"	179	72	251	62	193	255	1	91
"MT"	2002	"Blaine"	"12"	196	102	298	89	220	309	1	91
"MT"	2002	"Blaine"	"13"	54	35	89	19	70	89	1	91
"MT"	2002	"Blaine"	"15"	219	13	232	177	50	227	1	92
"MT"	2002	"Blaine"	"17"	17	55	72	5	81	86	1	92
"MT"	2002	"Blaine"	"20"	92	4	96	71	23	94	1	92
"MT"	2002	"Broadwater"	"1"	182	129	311	50	263	313	1	40
"MT"	2002	"Broadwater"	"7"	150	58	208	55	145	200	1	40
"MT"	2002	"Broadwater"	"11"	275	198	473	109	392	501	1	40
"MT"	2002	"Broadwater"	"12"	292	191	483	115	367	482	1	40
"MT"	2002	"Broadwater"	"13"	149	117	266	58	214	272	1	40
"MT"	2002	"Carbon"	"1"	169	85	254	80	196	276	1	23
"MT"	2002	"Carbon"	"2"	171	76	247	62	198	260	1	23
"MT"	2002	"Carbon"	"3"	154	113	267	80	192	272	1	23
"MT"	2002	"Carbon"	"4"	196	74	270	75	214	289	1	23
"MT"	2002	"Carbon"	"5"	167	78	245	46	215	261	1	23
"MT"	2002	"Carbon"	"6"	165	85	250	48	204	252	1	23
"MT"	2002	"Carbon"	"7"	217	98	315	81	247	328	1	23
"MT"	2002	"Carbon"	"8"	219	74	293	114	192	306	1	23
"MT"	2002	"Carbon"	"9"	223	78	301	133	181	314	1	23
"MT"	2002	"Carbon"	"10"	214	81	295	117	180	297	1	23
"MT"	2002	"Carbon"	"11"	373	193	566	182	402	584	1	23
"MT"	2002	"Carbon"	"12"	77	35	112	26	86	112	1	23
"MT"	2002	"Carbon"	"13"	28	23	51	8	50	58	1	23
"MT"	2002	"Carbon"	"14"	78	53	131	31	113	144	1	23
"MT"	2002	"Carbon"	"15"	202	104	306	77	243	320	1	23
"MT"	2002	"Carbon"	"16"	84	56	140	34	105	139	1	23
"MT"	2002	"Carter"	"1"	17	21	38	2	35	37	1	1
"MT"	2002	"Carter"	"2"	4	17	21	0	24	24	1	1
"MT"	2002	"Carter"	"3"	10	27	37	2	42	44	1	1
"MT"	2002	"Carter"	"4"	6	12	18	2	16	18	1	1
"MT"	2002	"Carter"	"5"	9	18	27	0	27	27	1	1
"MT"	2002	"Carter"	"6"	9	30	39	1	39	40	1	1
"MT"	2002	"Carter"	"8"	5	15	20	2	17	19	1	1
"MT"	2002	"Carter"	"9"	4	15	19	3	17	20	1	1
"MT"	2002	"Carter"	"11"	13	10	23	2	21	23	1	1
"MT"	2002	"Carter"	"13"	104	76	180	34	146	180	1	1
"MT"	2002	"Carter"	"14"	77	101	178	20	169	189	1	1
"MT"	2002	"Cascade"	"50C"	499	221	720	206	559	765	1	50
"MT"	2002	"Cascade"	"87A"	204	132	336	97	257	354	1	87
"MT"	2002	"Cascade"	"87B"	128	64	192	63	144	207	1	87
"MT"	2002	"Cascade"	"93A"	319	123	442	150	311	461	1	93
"MT"	2002	"Cascade"	"40A"	20	13	33	9	25	34	1	40
"MT"	2002	"Cascade"	"40B"	69	34	103	26	76	102	1	40
"MT"	2002	"Cascade"	"40C"	61	26	87	18	81	99	1	40
"MT"	2002	"Cascade"	"41A"	422	166	588	198	409	607	1	41
"MT"	2002	"Cascade"	"41B"	53	77	130	23	118	141	1	41
"MT"	2002	"Cascade"	"41C"	258	81	339	117	244	361	1	41
"MT"	2002	"Cascade"	"42A"	663	221	884	297	612	909	1	42
"MT"	2002	"Cascade"	"42B"	615	215	830	299	582	881	1	42
"MT"	2002	"Cascade"	"42C"	653	221	874	283	634	917	1	42
"MT"	2002	"Cascade"	"43A"	1324	385	1709	628	1159	1787	1	43
"MT"	2002	"Cascade"	"43B"	831	369	1200	374	912	1286	1	43
"MT"	2002	"Cascade"	"44A"	463	152	615	285	355	640	1	44
"MT"	2002	"Cascade"	"44B"	594	150	744	307	470	777	1	44
"MT"	2002	"Cascade"	"44C"	449	184	633	182	487	669	1	44
"MT"	2002	"Cascade"	"45A"	774	282	1056	419	676	1095	1	45
"MT"	2002	"Cascade"	"45B"	957	284	1241	445	854	1299	1	45
"MT"	2002	"Cascade"	"46A"	380	90	470	214	261	475	1	46
"MT"	2002	"Cascade"	"46B"	644	211	855	379	527	906	1	46
"MT"	2002	"Cascade"	"46C"	229	51	280	131	154	285	1	46
"MT"	2002	"Cascade"	"47A"	913	309	1222	399	883	1282	1	47
"MT"	2002	"Cascade"	"47B"	1047	295	1342	433	950	1383	1	47
"MT"	2002	"Cascade"	"47C"	191	100	291	82	222	304	1	47
"MT"	2002	"Cascade"	"47D"	188	74	262	76	187	263	1	47
"MT"	2002	"Cascade"	"48A"	645	177	822	385	462	847	1	48
"MT"	2002	"Cascade"	"48B"	1029	271	1300	545	811	1356	1	48
"MT"	2002	"Cascade"	"48C"	211	90	301	89	223	312	1	48
"MT"	2002	"Cascade"	"49A"	553	302	855	191	716	907	1	49
"MT"	2002	"Cascade"	"49B"	701	371	1072	235	900	1135	1	49
"MT"	2002	"Cascade"	"49C"	162	69	231	68	177	245	1	49
"MT"	2002	"Cascade"	"49D"	238	90	328	114	234	348	1	49
"MT"	2002	"Cascade"	"49E"	206	102	308	87	244	331	1	49
"MT"	2002	"Cascade"	"49F"	539	224	763	218	604	822	1	49
"MT"	2002	"Cascade"	"50A"	150	88	238	79	186	265	1	50
"MT"	2002	"Cascade"	"50B"	109	64	173	57	132	189	1	50
"MT"	2002	"Chouteau"	"1"	223	85	308	73	248	321	1	89
"MT"	2002	"Chouteau"	"2"	196	77	273	61	220	281	1	89
"MT"	2002	"Chouteau"	"3"	199	74	273	74	214	288	1	89
"MT"	2002	"Chouteau"	"4"	98	29	127	32	100	132	1	89
"MT"	2002	"Chouteau"	"5"	24	13	37	1	48	49	1	89
"MT"	2002	"Chouteau"	"6"	125	90	215	30	199	229	1	89
"MT"	2002	"Chouteau"	"7"	96	31	127	24	111	135	1	89
"MT"	2002	"Chouteau"	"8"	35	17	52	3	47	50	1	89
"MT"	2002	"Chouteau"	"9"	17	14	31	4	31	35	1	89
"MT"	2002	"Chouteau"	"10"	110	48	158	18	145	163	1	89
"MT"	2002	"Chouteau"	"11"	23	20	43	1	43	44	1	89
"MT"	2002	"Chouteau"	"12"	105	44	149	37	115	152	1	89
"MT"	2002	"Chouteau"	"13"	121	75	196	38	171	209	1	89
"MT"	2002	"Chouteau"	"14"	10	4	14	9	11	20	1	89
"MT"	2002	"Chouteau"	"15"	69	35	104	12	100	112	1	89
"MT"	2002	"Chouteau"	"16"	37	14	51	14	43	57	1	89
"MT"	2002	"Chouteau"	"17"	109	89	198	40	172	212	1	89
"MT"	2002	"Chouteau"	"18"	100	7	107	86	16	102	1	92
"MT"	2002	"Custer"	"1"	426	143	569	190	388	578	1	4
"MT"	2002	"Custer"	"2"	532	180	712	188	580	768	1	4
"MT"	2002	"Custer"	"3"	428	175	603	185	462	647	1	4
"MT"	2002	"Custer"	"4"	472	149	621	179	462	641	1	4
"MT"	2002	"Custer"	"5"	79	28	107	29	83	112	1	3
"MT"	2002	"Custer"	"12"	1	13	14	0	15	15	1	3
"MT"	2002	"Custer"	"14"	99	65	164	36	139	175	1	3
"MT"	2002	"Custer"	"17"	9	18	27	1	24	25	1	3
"MT"	2002	"Custer"	"18"	4	21	25	0	28	28	1	3
"MT"	2002	"Custer"	"19"	13	24	37	3	35	38	1	3
"MT"	2002	"Custer"	"23"	21	15	36	9	27	36	1	3
"MT"	2002	"Custer"	"25"	15	10	25	4	22	26	1	3
"MT"	2002	"Custer"	"27"	17	17	34	3	33	36	1	3
