state	year	county	precinct	cd	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_tv	g2008_USH_dv	g2008_USH_rv
"IA"	2008	"62-Mahaska"	"Garfield-Lincoln-Madison"	3	369	205	590.0	261	315	577.0	568.0	251.0	307
"IA"	2008	"62-Mahaska"	"Oskaloosa Ward 1"	3	279	277	569.0	327	224	551.0	546.0	304.0	229
"IA"	2008	"62-Mahaska"	"Oskaloosa Ward 2"	3	312	245	569.0	314	238	552.0	549.0	293.0	249
"IA"	2008	"62-Mahaska"	"Oskaloosa Ward 3"	3	404	260	679.0	348	318	666.0	659.0	334.0	322
"IA"	2008	"62-Mahaska"	"Oskaloosa Ward 4"	3	366	292	672.0	358	300	658.0	643.0	339.0	292
"IA"	2008	"62-Mahaska"	"Prairie - Richland"	3	453	239	713.0	327	379	707.0	695.0	289.0	401
"IA"	2008	"62-Mahaska"	"Spring Creek - University Park"	3	341	137	490.0	194	286	480.0	475.0	190.0	278
"IA"	2008	"63-Marion"	"ABSENTEE PRECINCT"	3	3525	3640	7281.0	3930	3253	7187.0	7146.0	3904.0	3161
"IA"	2008	"63-Marion"	"ATTICA GAVEL LODGE"	3	131	105	240.0	126	110	236.0	234.0	127.0	104
"IA"	2008	"63-Marion"	"BINGLEY BUILDING"	3	176	159	347.0	196	145	341.0	337.0	186.0	148
"IA"	2008	"63-Marion"	"BUSSEY COMMUNITY CENTER"	3	168	192	368.0	234	129	363.0	361.0	236.0	116
"IA"	2008	"63-Marion"	"CALVARY CHURCH"	3	545	258	822.0	301	504	805.0	791.0	264.0	514
"IA"	2008	"63-Marion"	"COLUMBIA FIRE STATION"	3	81	90	176.0	110	65	175.0	172.0	108.0	64
"IA"	2008	"63-Marion"	"COMMUNITY OF CHRIST CHURCH"	3	228	253	494.0	297	196	494.0	489.0	299.0	180
"IA"	2008	"63-Marion"	"HARVEY COMMUNITY CENTER"	3	204	144	357.0	182	174	356.0	350.0	174.0	173
"IA"	2008	"63-Marion"	"HEARTLAND REFORMED CHURCH"	3	565	158	736.0	248	477	725.0	721.0	215.0	500
"IA"	2008	"63-Marion"	"KNOXVILLE CITY HALL"	3	239	210	464.0	262	196	459.0	459.0	243.0	207
"IA"	2008	"63-Marion"	"KNOXVILLE SCHOOL ADMIN BLDG"	3	204	244	464.0	299	157	456.0	453.0	290.0	158
"IA"	2008	"63-Marion"	"MELCHER-DALLAS COMMUNITY CTR"	3	238	303	562.0	354	199	553.0	550.0	329.0	203
"IA"	2008	"63-Marion"	"OTLEY REFORMED CHURCH"	3	446	182	646.0	255	383	638.0	630.0	232.0	389
"IA"	2008	"63-Marion"	"PELLA LEGION HALL"	3	645	253	908.0	339	556	895.0	883.0	301.0	573
"IA"	2008	"63-Marion"	"PLEASANTVILLE MEMORIAL BUILDING"	3	499	464	988.0	555	424	979.0	963.0	524.0	415
"IA"	2008	"63-Marion"	"SPRINT CAR HALL OF FAME MUSEUM"	3	402	307	725.0	356	359	715.0	708.0	353.0	343
"IA"	2008	"63-Marion"	"TRINITY REFORMED CHURCH ACTIVITY CTR"	3	540	221	784.0	276	490	766.0	751.0	252.0	490
"IA"	2008	"63-Marion"	"UNITED METHODIST CHURCH OF PELLA"	3	420	238	670.0	289	351	644.0	622.0	255.0	357
"IA"	2008	"64-Marshall"	"1-1 VFW POST 839"	4	93	275	369.0	274	79	353.0	353.0	228.0	125
"IA"	2008	"64-Marshall"	"1-2 VFW POST 839"	4	177	298	486.0	322	146	468.0	466.0	221.0	245
"IA"	2008	"64-Marshall"	"2-1 MARSHALLTOWN"	4	403	467	896.0	527	341	868.0	863.0	388.0	475
"IA"	2008	"64-Marshall"	"2-2 MARSHALLTOWN"	4	401	316	729.0	389	330	720.0	709.0	236.0	473
"IA"	2008	"64-Marshall"	"3-1 FISHER COMMUNITY CENTER"	4	448	413	882.0	483	381	864.0	867.0	330.0	536
"IA"	2008	"64-Marshall"	"3-2 FISHER COMMUNITY CENTER"	4	434	373	830.0	449	361	811.0	809.0	295.0	514
"IA"	2008	"64-Marshall"	"4-1 FIRST BAPTIST CHURCH"	4	263	440	720.0	469	238	707.0	697.0	333.0	364
"IA"	2008	"64-Marshall"	"4-2 FIRST BAPTIST CHURCH"	4	497	465	975.0	516	448	964.0	953.0	313.0	640
"IA"	2008	"64-Marshall"	"ABSENTEE PRECINCT"	4	3037	4742	7893.0	4937	2861	7803.0	7763.0	3863.0	3894
"IA"	2008	"64-Marshall"	"BANGOR LIBERTY MINERVA"	4	210	159	381.0	183	187	370.0	371.0	129.0	241
"IA"	2008	"64-Marshall"	"EDEN LOGAN MELBOURNE"	4	295	316	628.0	381	248	629.0	621.0	278.0	343
"IA"	2008	"64-Marshall"	"GREEN CASTLE GILMAN"	4	195	206	412.0	236	169	405.0	403.0	172.0	231
"IA"	2008	"64-Marshall"	"IOWA TAYLOR ALBION"	4	215	189	416.0	225	183	409.0	407.0	151.0	255
"IA"	2008	"64-Marshall"	"JEFFERSON LAUREL"	4	174	168	354.0	211	136	347.0	347.0	148.0	199
"IA"	2008	"64-Marshall"	"Legrand"	4	323	311	652.0	369	265	634.0	624.0	248.0	376
"IA"	2008	"64-Marshall"	"Liscomb"	4	109	94	211.0	114	95	210.0	209.0	69.0	140
"IA"	2008	"64-Marshall"	"MARIETTA WASHINGTON CONSUMERS"	4	175	109	289.0	122	163	285.0	286.0	95.0	191
"IA"	2008	"64-Marshall"	"MARION VIENNA GREEN MOUNTAIN"	4	257	190	452.0	220	225	445.0	443.0	133.0	310
"IA"	2008	"64-Marshall"	"State Center"	4	357	334	710.0	399	296	695.0	697.0	296.0	401
"IA"	2008	"64-Marshall"	"TIMBER CREEK IVCCD"	4	215	158	378.0	197	175	373.0	372.0	129.0	243
"IA"	2008	"66-Mitchell"	"ABSENTEE PRECINCT"	4	592	1047	1682.0	1141	480	1621.0	1611.0	683.0	924
"IA"	2008	"66-Mitchell"	"Burr Oak Liberty"	4	80	83	164.0	118	48	166.0	165.0	45.0	120
"IA"	2008	"66-Mitchell"	"Cedar"	4	143	101	245.0	138	107	245.0	245.0	53.0	192
"IA"	2008	"66-Mitchell"	"Cedar Twp West Lincoln"	4	64	70	137.0	93	42	135.0	135.0	41.0	94
"IA"	2008	"66-Mitchell"	"Douglas East Lincoln"	4	87	80	172.0	97	72	169.0	172.0	49.0	123
"IA"	2008	"66-Mitchell"	"Jenkins Riceville City"	4	141	158	310.0	186	115	301.0	301.0	104.0	197
"IA"	2008	"66-Mitchell"	"Osage Pct 1"	4	148	181	329.0	210	108	318.0	317.0	97.0	220
"IA"	2008	"66-Mitchell"	"Osage Pct 2"	4	126	182	315.0	207	102	310.0	309.0	90.0	218
"IA"	2008	"66-Mitchell"	"Osage Pct 3"	4	166	177	351.0	251	93	344.0	346.0	107.0	239
"IA"	2008	"66-Mitchell"	"Osage Pct 4"	4	108	172	288.0	200	81	281.0	283.0	94.0	189
"IA"	2008	"66-Mitchell"	"Otranto Newburg Carpenter City"	4	148	179	334.0	240	91	332.0	331.0	100.0	229
"IA"	2008	"66-Mitchell"	"Rock Mitchell Osage"	4	135	175	319.0	209	104	313.0	314.0	87.0	227
"IA"	2008	"66-Mitchell"	"St Ansgar Union"	4	340	343	691.0	472	210	683.0	682.0	210.0	471
"IA"	2008	"66-Mitchell"	"Stacyville"	4	150	181	336.0	248	86	334.0	331.0	114.0	217
"IA"	2008	"66-Mitchell"	"Wayne Mcintire City"	4	41	50	93.0	71	22	93.0	92.0	37.0	55
"IA"	2008	"67-Monona"	"ABSENTEE PRECINCT"	5	557	744	1328.0	897	422	1320.0	1311.0	606.0	676
"IA"	2008	"67-Monona"	"Ashton Belvidere Kennebec Lincoln Turin"	5	139	86	233.0	139	90	229.0	231.0	64.0	159
"IA"	2008	"67-Monona"	"Castana Center Jordan"	5	84	84	169.0	97	72	169.0	167.0	58.0	99
"IA"	2008	"67-Monona"	"Cooper Maple Mapleton"	5	348	354	714.0	476	210	687.0	688.0	271.0	405
"IA"	2008	"67-Monona"	"Fairview Grant Lake Rodney West Fork Whiting"	5	286	231	524.0	310	200	510.0	514.0	183.0	321
"IA"	2008	"67-Monona"	"Moorhead Soldier Soldier City Spring Valley Willow"	5	197	171	377.0	230	143	373.0	371.0	129.0	233
"IA"	2008	"67-Monona"	"NW Franklin Onawa Ward 1"	5	142	111	255.0	147	100	248.0	243.0	93.0	145
"IA"	2008	"67-Monona"	"ONAWA WARD 2"	5	154	103	259.0	150	98	249.0	253.0	84.0	166
"IA"	2008	"67-Monona"	"Onawa Ward 3"	5	188	126	320.0	191	122	313.0	312.0	107.0	202
"IA"	2008	"67-Monona"	"Onawa Ward 4"	5	91	85	181.0	109	68	177.0	176.0	59.0	110
"IA"	2008	"67-Monona"	"Sherman SE Franklin Blencoe Sioux"	5	113	93	215.0	135	77	212.0	211.0	71.0	134
"IA"	2008	"67-Monona"	"St Clair Ute"	5	112	107	222.0	145	69	214.0	212.0	77.0	130
"IA"	2008	"68-Monroe"	"ABSENTEE PRECINCT"	3	661	762	1448.0	886	536	1423.0	1409.0	863.0	522
"IA"	2008	"68-Monroe"	"AL1- ALBIA 1ST WARD"	3	144	135	285.0	169	108	277.0	277.0	168.0	104
"IA"	2008	"68-Monroe"	"AL2 - ALBIA 2ND WARD"	3	146	139	294.0	181	107	288.0	286.0	177.0	103
"IA"	2008	"68-Monroe"	"AL3 - ALBIA 3RD WARD"	3	135	109	246.0	150	90	240.0	238.0	142.0	94
"IA"	2008	"68-Monroe"	"AL4 - ALBIA 4TH WARD"	3	143	140	287.0	169	113	282.0	277.0	174.0	100
"IA"	2008	"68-Monroe"	"COURTHOUSE(TR/MT/UR/MN/PL)"	3	411	211	636.0	331	297	628.0	619.0	351.0	264
"IA"	2008	"68-Monroe"	"LOVILIA(CE/UN/BC/GL/LV)"	3	260	207	480.0	259	215	474.0	476.0	269.0	197
"IA"	2008	"68-Monroe"	"MELROSE(JK/WY/FR/ML)"	3	100	95	198.0	115	83	198.0	194.0	112.0	77
"IA"	2008	"69-Montgomery"	"ABSENTEE PRECINCT"	5	791	680	1492.0	766	703	1469.0	1436.0	529.0	866
"IA"	2008	"69-Montgomery"	"Douglas Washington Twps  Grant"	5	113	59	174.0	90	77	167.0	166.0	50.0	108
"IA"	2008	"69-Montgomery"	"Pilot Grove Frankfort Stanton"	5	300	192	498.0	240	248	488.0	480.0	117.0	344
"IA"	2008	"69-Montgomery"	"Scott East Twp Villisca"	5	322	327	666.0	409	240	650.0	637.0	206.0	405
"IA"	2008	"69-Montgomery"	"Ward 3 Ro Twp Wst Twp Grant"	5	475	352	831.0	424	376	800.0	790.0	242.0	529
"IA"	2008	"69-Montgomery"	"Ward1 Grant Ro Twp Coburg"	5	340	290	639.0	346	275	621.0	608.0	189.0	400
"IA"	2008	"69-Montgomery"	"Ward2 Ro West Grant Twp"	5	329	300	644.0	360	269	629.0	622.0	215.0	390
"IA"	2008	"69-Montgomery"	"Wst Grfld Lncln Sher Elliott"	5	217	126	345.0	177	155	332.0	324.0	79.0	238
"IA"	2008	"70-Muscatine"	"ABSENTEE PRECINCT"	2	2670	4635	7382.0	4931	2286	7222.0	7005.0	3991.0	2743
"IA"	2008	"70-Muscatine"	"Bloomington/Lake"	2	515	341	860.0	425	414	839.0	807.0	251.0	517
"IA"	2008	"70-Muscatine"	"Cedar"	2	61	64	126.0	80	42	122.0	118.0	50.0	63
"IA"	2008	"70-Muscatine"	"Fruitland 1"	2	197	286	491.0	332	139	473.0	452.0	250.0	175
"IA"	2008	"70-Muscatine"	"Fruitland 2"	2	66	67	137.0	84	50	134.0	128.0	60.0	57
"IA"	2008	"70-Muscatine"	"Fulton"	2	168	128	296.0	178	115	293.0	277.0	116.0	145
"IA"	2008	"70-Muscatine"	"Goshen"	2	117	115	241.0	151	83	234.0	230.0	115.0	102
"IA"	2008	"70-Muscatine"	"Montpelier"	2	192	182	379.0	228	142	370.0	344.0	156.0	155
"IA"	2008	"70-Muscatine"	"Muscatine 1"	2	401	362	772.0	438	308	746.0	715.0	296.0	370
"IA"	2008	"70-Muscatine"	"Muscatine 10"	2	224	364	598.0	428	148	576.0	543.0	311.0	192
"IA"	2008	"70-Muscatine"	"Muscatine 2"	2	254	339	606.0	398	188	587.0	573.0	268.0	268
"IA"	2008	"70-Muscatine"	"Muscatine 3"	2	178	313	498.0	350	135	485.0	469.0	252.0	194
"IA"	2008	"70-Muscatine"	"Muscatine 4"	2	145	225	380.0	244	118	364.0	360.0	181.0	159
"IA"	2008	"70-Muscatine"	"Muscatine 5"	2	147	259	410.0	293	104	398.0	384.0	215.0	142
"IA"	2008	"70-Muscatine"	"Muscatine 6"	2	337	350	699.0	407	271	678.0	646.0	284.0	337
"IA"	2008	"70-Muscatine"	"Muscatine 7"	2	159	294	465.0	326	128	454.0	431.0	244.0	147
"IA"	2008	"70-Muscatine"	"Muscatine 8"	2	171	320	501.0	354	126	480.0	466.0	275.0	157
"IA"	2008	"70-Muscatine"	"Muscatine 9"	2	171	312	490.0	346	125	473.0	457.0	253.0	162
"IA"	2008	"70-Muscatine"	"Orono"	2	61	83	149.0	94	49	144.0	140.0	75.0	51
"IA"	2008	"70-Muscatine"	"Pike"	2	157	156	318.0	189	115	304.0	296.0	132.0	152
"IA"	2008	"70-Muscatine"	"Seventy Six"	2	82	66	151.0	79	71	150.0	143.0	53.0	80
"IA"	2008	"70-Muscatine"	"Sweetland"	2	367	287	663.0	368	273	642.0	614.0	250.0	315
"IA"	2008	"70-Muscatine"	"Wapsie"	2	159	128	294.0	173	113	286.0	287.0	127.0	153
"IA"	2008	"70-Muscatine"	"West Liberty"	2	278	566	859.0	633	200	833.0	817.0	525.0	254
"IA"	2008	"70-Muscatine"	"Wilton City"	2	443	505	963.0	604	337	942.0	890.0	410.0	416
"IA"	2008	"70-Muscatine"	"Wilton Twp/Moscow"	2	209	173	392.0	215	162	378.0	355.0	136.0	189
"IA"	2008	"71-OBrien"	"ABSENTEE PRECINCT"	5	964	571	1554.0	678	830	1508.0	1494.0	487.0	983
"IA"	2008	"71-OBrien"	"CARROLL FLOYD"	5	235	55	294.0	93	189	282.0	284.0	56.0	226
"IA"	2008	"71-OBrien"	"FRANKLIN"	5	576	126	708.0	237	455	693.0	696.0	138.0	544
"IA"	2008	"71-OBrien"	"HARTLEY LINCOLN OMEGA"	5	519	359	901.0	482	401	883.0	880.0	299.0	572
"IA"	2008	"71-OBrien"	"SHELDON 1"	5	617	171	792.0	244	530	774.0	771.0	172.0	588
"IA"	2008	"71-OBrien"	"SHELDON 2"	5	352	139	499.0	200	284	484.0	477.0	130.0	334
"IA"	2008	"71-OBrien"	"SHELDON 3"	5	458	158	629.0	240	370	611.0	609.0	168.0	423
"IA"	2008	"71-OBrien"	"SUMMUT CENTER DALE HIGHLAND"	5	396	286	690.0	383	288	671.0	673.0	259.0	401
"IA"	2008	"71-OBrien"	"UNION BAKER CALEDONIA"	5	470	237	716.0	367	336	703.0	696.0	215.0	464
"IA"	2008	"71-OBrien"	"WATERMAN GRANT LIBERTY"	5	307	236	550.0	335	198	534.0	529.0	213.0	300
"IA"	2008	"72-Osceola"	"ABSENTEE PRECINCT"	5	348	237	590.0	272	310	582.0	575.0	180.0	386
"IA"	2008	"72-Osceola"	"ASHTON LEGION COMMUNITY BUILDING"	5	240	105	350.0	170	177	347.0	343.0	78.0	260
"IA"	2008	"72-Osceola"	"COURTHOUSE-HI VIEW"	5	237	85	329.0	144	177	321.0	315.0	81.0	230
"IA"	2008	"72-Osceola"	"COURTHOUSE-WARD 1"	5	134	82	228.0	117	101	219.0	221.0	68.0	145
"IA"	2008	"72-Osceola"	"HARRIS CIVIC CENTER"	5	75	33	112.0	56	52	108.0	110.0	36.0	71
"IA"	2008	"72-Osceola"	"MAY CITY FIRE STATION"	5	113	58	173.0	89	79	168.0	166.0	49.0	115
"IA"	2008	"72-Osceola"	"MELVIN FIRE STATION"	5	107	67	177.0	91	80	171.0	167.0	52.0	112
"IA"	2008	"72-Osceola"	"OCHEYEDAN TOWN HALL"	5	242	117	378.0	169	184	355.0	346.0	98.0	240
"IA"	2008	"72-Osceola"	"ST. ANDREW CATHOLIC SCHOOL"	5	275	124	404.0	176	211	387.0	383.0	104.0	267
"IA"	2008	"72-Osceola"	"UNITED METHODIST CHURCH"	5	256	129	388.0	181	199	380.0	372.0	105.0	260
"IA"	2008	"73-Page"	"ABSENTEE PRECINCT"	5	961	874	1857.0	946	861	1809.0	1777.0	723.0	1011
"IA"	2008	"73-Page"	"AM-BN-HL-BV-CS-SB"	5	274	141	423.0	201	216	417.0	417.0	109.0	295
"IA"	2008	"73-Page"	"CX-LN-WS-BL-CN-NB"	5	204	91	302.0	129	161	290.0	293.0	74.0	207
"IA"	2008	"73-Page"	"Clarinda 1"	5	185	90	282.0	127	148	275.0	270.0	86.0	178
"IA"	2008	"73-Page"	"Clarinda 2"	5	338	239	587.0	293	280	573.0	571.0	213.0	344
"IA"	2008	"73-Page"	"Clarinda 3"	5	385	225	620.0	287	314	601.0	591.0	194.0	382
"IA"	2008	"73-Page"	"DG-ER-NK-NW-VY-HB-YT"	5	413	177	596.0	259	326	585.0	578.0	139.0	428
"IA"	2008	"73-Page"	"GT-MT-TK"	5	227	109	347.0	150	192	342.0	340.0	93.0	239
"IA"	2008	"73-Page"	"PC-FM-EX"	5	346	180	528.0	257	259	517.0	513.0	123.0	371
"IA"	2008	"73-Page"	"Shenandoah 1"	5	212	234	449.0	254	182	436.0	427.0	173.0	236
"IA"	2008	"73-Page"	"Shenandoah 2"	5	365	259	633.0	312	310	622.0	609.0	227.0	370
"IA"	2008	"73-Page"	"Shenandoah 3"	5	441	281	735.0	350	369	719.0	708.0	211.0	474
"IA"	2008	"74-Palo Alto"	"ABSENTEE PRECINCT"	4	526	851	1401.0	933	425	1359.0	1356.0	706.0	649
"IA"	2008	"74-Palo Alto"	"BOOTH EMMETSBURG GREAT OAK NEVADA SILVER LAKE"	4	141	112	261.0	156	102	258.0	253.0	86.0	167
"IA"	2008	"74-Palo Alto"	"ELLINGTON RUSH LAKE"	4	160	108	269.0	158	107	265.0	263.0	77.0	186
"IA"	2008	"74-Palo Alto"	"EMMETSBURG WARD 1 FREEDOM NW"	4	182	161	353.0	222	125	347.0	343.0	126.0	217
"IA"	2008	"74-Palo Alto"	"EMMETSBURG WARD 2"	4	164	177	347.0	222	114	336.0	339.0	148.0	190
"IA"	2008	"74-Palo Alto"	"EMMETSBURG WARD 3 EMMETSBURG SE"	4	117	142	263.0	176	78	254.0	247.0	107.0	140
"IA"	2008	"74-Palo Alto"	"EMMETSBURG WARD 4"	4	130	183	317.0	217	88	306.0	307.0	171.0	136
"IA"	2008	"74-Palo Alto"	"FAIRFIELD N FREEDOM INDEPENDENCE VERNON"	4	114	87	205.0	110	89	199.0	200.0	53.0	147
"IA"	2008	"74-Palo Alto"	"FAIRFIELD SE FERN VALLEY WEST BEND"	4	368	162	541.0	267	253	521.0	528.0	99.0	429
"IA"	2008	"74-Palo Alto"	"LOST ISLAND N WALNUT"	4	204	254	464.0	322	139	461.0	461.0	186.0	274
"IA"	2008	"74-Palo Alto"	"LOST ISLAND SW HIGHLAND"	4	188	191	387.0	229	145	374.0	372.0	137.0	235
"IA"	2008	"75-Plymouth"	"ABSENTEE PRECINCT"	5	2562	1844	4435.0	2205	2062	4267.0	4227.0	1535.0	2635
"IA"	2008	"75-Plymouth"	"Akron"	5	407	264	683.0	336	320	656.0	654.0	235.0	402
"IA"	2008	"75-Plymouth"	"Brunsville"	5	211	86	300.0	148	149	297.0	288.0	85.0	201
"IA"	2008	"75-Plymouth"	"Craig"	5	159	95	257.0	145	107	252.0	250.0	84.0	161
"IA"	2008	"75-Plymouth"	"Hinton"	5	580	248	833.0	365	451	816.0	801.0	209.0	564
"IA"	2008	"75-Plymouth"	"Kingsley"	5	613	249	868.0	402	451	853.0	845.0	234.0	598
"IA"	2008	"75-Plymouth"	"Le Mars Pct 11"	5	475	257	736.0	383	330	713.0	702.0	206.0	476
"IA"	2008	"75-Plymouth"	"Le Mars Pct 12"	5	633	350	999.0	493	483	976.0	959.0	246.0	683
"IA"	2008	"75-Plymouth"	"Le Mars Pct 13"	5	327	262	599.0	354	219	573.0	571.0	187.0	365
"IA"	2008	"75-Plymouth"	"Merrill"	5	384	256	647.0	366	262	628.0	610.0	206.0	388
"IA"	2008	"75-Plymouth"	"Perry Hancock Twp"	5	422	150	578.0	218	341	559.0	553.0	124.0	410
"IA"	2008	"75-Plymouth"	"Remsen"	5	582	358	952.0	536	389	925.0	915.0	263.0	637
"IA"	2008	"75-Plymouth"	"Struble"	5	231	76	310.0	123	175	298.0	294.0	80.0	203
"IA"	2008	"75-Plymouth"	"Westfield"	5	179	134	318.0	166	147	313.0	308.0	114.0	184
"IA"	2008	"76-Pocahontas"	"ABSENTEE PRECINCT"	4	538	574	1131.0	688	429	1117.0	1113.0	398.0	715
"IA"	2008	"76-Pocahontas"	"Bellville Lizard S Lincoln"	4	163	118	287.0	156	127	283.0	284.0	66.0	218
"IA"	2008	"76-Pocahontas"	"Cedar Colfax"	4	176	162	343.0	188	150	338.0	329.0	90.0	239
"IA"	2008	"76-Pocahontas"	"Center-S Roosevelt-N Lincoln"	4	74	64	141.0	70	70	140.0	140.0	37.0	103
"IA"	2008	"76-Pocahontas"	"Clinton Des Moines N Garfield"	4	176	134	316.0	200	109	309.0	310.0	83.0	227
"IA"	2008	"76-Pocahontas"	"Cummins N Sherman"	4	66	62	135.0	78	54	132.0	135.0	46.0	89
"IA"	2008	"76-Pocahontas"	"Dover S Marshall"	4	83	50	135.0	74	58	132.0	132.0	26.0	106
"IA"	2008	"76-Pocahontas"	"Grant S Sherman"	4	73	44	123.0	64	61	125.0	124.0	25.0	99
"IA"	2008	"76-Pocahontas"	"Lake S Garfield"	4	105	82	190.0	106	84	190.0	189.0	44.0	145
"IA"	2008	"76-Pocahontas"	"Pocahontas Pct 1"	4	284	209	496.0	287	204	491.0	480.0	113.0	367
"IA"	2008	"76-Pocahontas"	"Powhatan-N Roosevelt"	4	57	51	109.0	65	43	108.0	108.0	31.0	77
"IA"	2008	"76-Pocahontas"	"Swan Lake N Marshall"	4	343	250	606.0	315	277	595.0	590.0	150.0	439
"IA"	2008	"77-Polk"	"001 DES MOINES 1"	3	312	488	824.0	536	275	811.0	809.0	512.0	279
"IA"	2008	"77-Polk"	"002 DES MOINES 2"	3	333	410	757.0	474	274	749.0	739.0	451.0	275
"IA"	2008	"77-Polk"	"003 DES MOINES 3"	3	205	327	543.0	365	168	534.0	528.0	337.0	177
"IA"	2008	"77-Polk"	"004 DES MOINES 4"	3	176	292	483.0	336	143	480.0	472.0	311.0	154
"IA"	2008	"77-Polk"	"005 DES MOINES 5"	3	204	348	566.0	393	165	559.0	550.0	359.0	175
"IA"	2008	"77-Polk"	"006 DES MOINES 6"	3	192	380	587.0	416	161	578.0	577.0	386.0	178
"IA"	2008	"77-Polk"	"007 DES MOINES 7"	3	176	294	488.0	340	140	480.0	480.0	310.0	154
"IA"	2008	"77-Polk"	"008 DES MOINES 8"	3	212	339	564.0	368	193	561.0	552.0	330.0	215
"IA"	2008	"77-Polk"	"009 DES MOINES 9"	3	206	240	457.0	279	173	452.0	446.0	250.0	189
"IA"	2008	"77-Polk"	"010 DES MOINES 10"	3	210	289	507.0	317	182	499.0	493.0	298.0	190
"IA"	2008	"77-Polk"	"011 DES MOINES 11"	3	216	331	564.0	340	212	552.0	544.0	312.0	216
"IA"	2008	"77-Polk"	"012 DES MOINES 12"	3	440	607	1069.0	646	405	1051.0	1043.0	602.0	424
"IA"	2008	"77-Polk"	"013 DES MOINES 13"	3	218	329	553.0	345	196	541.0	537.0	317.0	213
"IA"	2008	"77-Polk"	"014 DES MOINES 14"	3	310	370	699.0	420	265	687.0	678.0	376.0	290
"IA"	2008	"77-Polk"	"015 DES MOINES 15"	3	232	385	630.0	410	207	619.0	614.0	382.0	220
"IA"	2008	"77-Polk"	"016 DES MOINES 16"	3	300	400	707.0	432	260	696.0	681.0	389.0	280
"IA"	2008	"77-Polk"	"017 DES MOINES 17"	3	293	450	766.0	487	265	753.0	742.0	444.0	291
"IA"	2008	"77-Polk"	"018 DES MOINES 18"	3	223	355	594.0	362	219	581.0	576.0	335.0	228
"IA"	2008	"77-Polk"	"019 DES MOINES 19"	3	248	410	674.0	454	209	664.0	654.0	389.0	248
"IA"	2008	"77-Polk"	"020 DES MOINES 20"	3	200	414	629.0	449	173	623.0	610.0	409.0	189
"IA"	2008	"77-Polk"	"021 DES MOINES 21"	3	141	319	475.0	334	127	463.0	461.0	307.0	135
"IA"	2008	"77-Polk"	"022 DES MOINES 22"	3	138	281	443.0	318	119	437.0	428.0	290.0	126
"IA"	2008	"77-Polk"	"023 DES MOINES 23"	3	180	308	501.0	350	142	492.0	483.0	309.0	157
"IA"	2008	"77-Polk"	"024 DES MOINES 24"	3	197	398	610.0	442	165	607.0	603.0	400.0	181
"IA"	2008	"77-Polk"	"025 DES MOINES 25"	3	122	236	374.0	256	106	367.0	363.0	228.0	121
"IA"	2008	"77-Polk"	"026 DES MOINES 26"	3	202	360	576.0	395	167	564.0	561.0	369.0	179
"IA"	2008	"77-Polk"	"027 DES MOINES 27"	3	207	257	480.0	280	193	474.0	470.0	271.0	187
"IA"	2008	"77-Polk"	"028 DES MOINES 28"	3	291	380	682.0	448	223	671.0	659.0	401.0	249
"IA"	2008	"77-Polk"	"029 DES MOINES 29"	3	722	771	1531.0	884	623	1510.0	1484.0	794.0	662
"IA"	2008	"77-Polk"	"030 DES MOINES 30"	3	229	354	596.0	405	188	593.0	589.0	373.0	201
"IA"	2008	"77-Polk"	"031 DES MOINES 31"	3	301	375	697.0	433	258	691.0	685.0	407.0	260
"IA"	2008	"77-Polk"	"032 DES MOINES 32"	3	270	324	607.0	366	228	598.0	588.0	343.0	230
"IA"	2008	"77-Polk"	"033 DES MOINES 33"	3	199	251	467.0	297	163	460.0	452.0	284.0	161
"IA"	2008	"77-Polk"	"034 DES MOINES 34"	3	100	149	258.0	173	77	250.0	250.0	162.0	84
"IA"	2008	"77-Polk"	"035 DES MOINES 35"	3	210	276	497.0	315	165	480.0	472.0	294.0	171
"IA"	2008	"77-Polk"	"036 DES MOINES 36"	3	103	418	524.0	428	89	519.0	513.0	416.0	89
"IA"	2008	"77-Polk"	"037 DES MOINES 37"	3	58	211	278.0	226	47	273.0	272.0	210.0	51
"IA"	2008	"77-Polk"	"038 DES MOINES 38"	3	64	189	256.0	182	66	248.0	247.0	180.0	57
"IA"	2008	"77-Polk"	"039 DES MOINES 39"	3	60	207	270.0	217	48	265.0	265.0	214.0	47
"IA"	2008	"77-Polk"	"040 DES MOINES 40"	3	77	307	396.0	317	76	393.0	391.0	305.0	78
"IA"	2008	"77-Polk"	"041 DES MOINES 41"	3	52	200	254.0	214	48	263.0	258.0	205.0	49
"IA"	2008	"77-Polk"	"042 DES MOINES 42"	3	29	257	290.0	259	23	282.0	278.0	247.0	27
"IA"	2008	"77-Polk"	"043 DES MOINES 43"	3	37	275	315.0	268	36	304.0	300.0	261.0	37
"IA"	2008	"77-Polk"	"044 DES MOINES 44"	3	97	306	406.0	306	76	383.0	378.0	294.0	78
"IA"	2008	"77-Polk"	"045 DES MOINES 45"	3	188	297	492.0	290	163	455.0	444.0	259.0	171
"IA"	2008	"77-Polk"	"046 DES MOINES 46"	3	362	542	920.0	591	314	905.0	894.0	522.0	356
"IA"	2008	"77-Polk"	"047 DES MOINES 47"	3	209	464	698.0	492	195	687.0	672.0	427.0	228
"IA"	2008	"77-Polk"	"048 DES MOINES 48"	3	239	500	761.0	516	219	739.0	729.0	446.0	254
