state	year	county	precinct	cd	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_tv	g2008_USH_dv	g2008_USH_rv
"IA"	2008	"33-Fayette County"	"Clermont Twp"	1	170	189	364.0	238	123	361.0	352.0	226.0	126
"IA"	2008	"33-Fayette County"	"Dover Twp"	1	115	79	198.0	121	75	197.0	192.0	102.0	89
"IA"	2008	"33-Fayette County"	"Eden Twp"	1	80	128	213.0	131	77	208.0	199.0	127.0	72
"IA"	2008	"33-Fayette County"	"Fairbank Inc"	1	39	85	125.0	100	22	122.0	123.0	94.0	29
"IA"	2008	"33-Fayette County"	"Fairfield-Putnam Twp."	1	188	191	386.0	228	150	378.0	374.0	220.0	154
"IA"	2008	"33-Fayette County"	"Harlan Twp"	1	123	183	310.0	217	93	310.0	302.0	207.0	95
"IA"	2008	"33-Fayette County"	"Illyria Twp"	1	90	106	206.0	133	70	203.0	194.0	121.0	73
"IA"	2008	"33-Fayette County"	"Jefferson Twp"	1	80	119	202.0	142	60	202.0	200.0	137.0	63
"IA"	2008	"33-Fayette County"	"OELWEIN WARD 2"	1	150	328	481.0	360	113	473.0	468.0	353.0	115
"IA"	2008	"33-Fayette County"	"Oelwein Ward 1"	1	200	329	534.0	355	168	523.0	519.0	354.0	165
"IA"	2008	"33-Fayette County"	"Oelwein Ward 3"	1	145	296	451.0	322	115	438.0	435.0	322.0	113
"IA"	2008	"33-Fayette County"	"Oelwein Ward 4"	1	211	296	513.0	343	169	512.0	501.0	325.0	176
"IA"	2008	"33-Fayette County"	"Oran Twp"	1	78	104	186.0	121	66	187.0	180.0	119.0	61
"IA"	2008	"33-Fayette County"	"Pleasant Valley Twp"	1	190	190	387.0	236	146	382.0	369.0	221.0	148
"IA"	2008	"33-Fayette County"	"Scott Twp"	1	46	39	86.0	50	37	87.0	86.0	47.0	39
"IA"	2008	"33-Fayette County"	"Smithfield Twp"	1	58	42	100.0	56	44	100.0	100.0	57.0	43
"IA"	2008	"33-Fayette County"	"Union Twp"	1	102	59	162.0	82	76	158.0	154.0	73.0	81
"IA"	2008	"33-Fayette County"	"West Union Ward 1"	1	134	143	279.0	154	119	273.0	265.0	151.0	114
"IA"	2008	"33-Fayette County"	"West Union Ward 2"	1	100	100	202.0	125	72	197.0	192.0	118.0	74
"IA"	2008	"33-Fayette County"	"West Union Ward 3"	1	108	152	265.0	182	81	264.0	262.0	170.0	92
"IA"	2008	"33-Fayette County"	"Westfield Twp"	1	207	302	518.0	361	143	504.0	491.0	338.0	153
"IA"	2008	"34-Floyd"	"ABSENTEE PRECINCT"	4	1047	2098	3262.0	2392	834	3227.0	3200.0	1488.0	1712
"IA"	2008	"34-Floyd"	"CHARLES CITY 1 (LIBRARY)"	4	180	242	433.0	296	129	425.0	417.0	154.0	263
"IA"	2008	"34-Floyd"	"CHARLES CITY 2 (MESSIAH)"	4	205	312	527.0	377	145	523.0	521.0	177.0	343
"IA"	2008	"34-Floyd"	"CHARLES CITY 3 (N CEDAR TERRACE)"	4	153	268	429.0	320	105	425.0	421.0	187.0	234
"IA"	2008	"34-Floyd"	"CHARLES CITY 4 (COURTHOUSE)"	4	166	249	426.0	287	137	424.0	424.0	165.0	259
"IA"	2008	"34-Floyd"	"FLOYD-CEDAR-NILES"	4	297	296	606.0	364	237	601.0	596.0	183.0	413
"IA"	2008	"34-Floyd"	"ROCK GROVE-RUDD"	4	316	486	814.0	533	259	792.0	789.0	313.0	476
"IA"	2008	"34-Floyd"	"ROCKFORD-ULSTER"	4	245	357	615.0	422	184	606.0	607.0	220.0	387
"IA"	2008	"34-Floyd"	"SCOTT-UNION-PLEASANT GROVE"	4	152	255	421.0	292	123	415.0	414.0	142.0	272
"IA"	2008	"34-Floyd"	"ST CHARLES-RIVERTON"	4	290	259	560.0	346	207	553.0	555.0	144.0	411
"IA"	2008	"35-Franklin"	"ABSENTEE PRECINCT"	4	626	868	1516.0	932	558	1490.0	1502.0	585.0	917
"IA"	2008	"35-Franklin"	"DOWS PRECINCT"	4	11	11	23.0	14	9	23.0	23.0	7.0	16
"IA"	2008	"35-Franklin"	"GENEVA/REEVE"	4	124	100	227.0	122	100	222.0	222.0	57.0	165
"IA"	2008	"35-Franklin"	"GRANT/LEE/OSCEOLA"	4	138	123	266.0	131	137	268.0	264.0	71.0	193
"IA"	2008	"35-Franklin"	"HAMILTON"	4	86	61	150.0	79	68	147.0	148.0	21.0	127
"IA"	2008	"35-Franklin"	"HAMPTON 1"	4	91	138	233.0	149	75	225.0	226.0	64.0	162
"IA"	2008	"35-Franklin"	"HAMPTON 2"	4	159	157	321.0	191	128	319.0	318.0	82.0	236
"IA"	2008	"35-Franklin"	"HAMPTON 3"	4	164	153	321.0	179	138	317.0	318.0	97.0	221
"IA"	2008	"35-Franklin"	"HAMPTON 4"	4	128	178	307.0	197	100	298.0	304.0	97.0	206
"IA"	2008	"35-Franklin"	"INGHAM"	4	64	71	137.0	89	42	131.0	133.0	40.0	93
"IA"	2008	"35-Franklin"	"MOTT"	4	133	77	214.0	105	106	211.0	212.0	41.0	171
"IA"	2008	"35-Franklin"	"NORTH RICHLAND/ROSS/WEST FORK"	4	347	330	686.0	406	273	679.0	676.0	188.0	488
"IA"	2008	"35-Franklin"	"OAKLAND/MORGAN"	4	108	64	174.0	84	90	174.0	174.0	49.0	125
"IA"	2008	"35-Franklin"	"SOUTH RICHLAND/MARION"	4	196	142	342.0	190	149	339.0	337.0	65.0	272
"IA"	2008	"35-Franklin"	"WISNER/SCOTT"	4	126	102	232.0	125	102	227.0	229.0	49.0	180
"IA"	2008	"36-Fremont"	"ABSENTEE PRECINCT"	5	482	452	951.0	532	393	926.0	909.0	346.0	521
"IA"	2008	"36-Fremont"	"Benton Washington Pct"	5	125	136	264.0	151	101	252.0	248.0	98.0	139
"IA"	2008	"36-Fremont"	"Farragut Pct"	5	291	270	568.0	347	214	561.0	557.0	218.0	313
"IA"	2008	"36-Fremont"	"Green Riverside Scott Pct"	5	395	353	757.0	423	313	736.0	718.0	233.0	454
"IA"	2008	"36-Fremont"	"Hamburg Ward 1"	5	80	103	188.0	114	70	184.0	178.0	66.0	104
"IA"	2008	"36-Fremont"	"Hamburg Ward 2"	5	76	66	144.0	96	44	140.0	137.0	48.0	82
"IA"	2008	"36-Fremont"	"Hamburg Ward 3"	5	58	53	111.0	62	45	107.0	106.0	37.0	65
"IA"	2008	"36-Fremont"	"Riverton Pct"	5	140	108	252.0	144	102	247.0	244.0	74.0	155
"IA"	2008	"36-Fremont"	"Sidney Pct"	5	342	307	661.0	391	255	648.0	638.0	228.0	383
"IA"	2008	"37-Greene"	"ABSENTEE PRECINCT"	4	667	938	1627.0	981	607	1590.0	1585.0	705.0	879
"IA"	2008	"37-Greene"	"Central Precinct"	4	246	163	418.0	219	198	417.0	413.0	114.0	298
"IA"	2008	"37-Greene"	"East Precinct"	4	253	266	530.0	315	209	524.0	526.0	173.0	353
"IA"	2008	"37-Greene"	"Jefferson 1"	4	214	195	415.0	236	169	405.0	406.0	143.0	263
"IA"	2008	"37-Greene"	"Jefferson 2"	4	239	198	446.0	261	180	441.0	435.0	138.0	296
"IA"	2008	"37-Greene"	"Jefferson 3"	4	288	235	537.0	283	244	528.0	525.0	158.0	366
"IA"	2008	"37-Greene"	"North Precinct"	4	243	202	450.0	249	198	447.0	443.0	148.0	295
"IA"	2008	"37-Greene"	"West Precinct"	4	199	174	381.0	199	172	371.0	376.0	124.0	250
"IA"	2008	"38-Grundy"	"ABSENTEE PRECINCT"	3	815	808	1641.0	866	742	1608.0	1576.0	798.0	756
"IA"	2008	"38-Grundy"	"CONRAD"	3	445	272	732.0	350	372	723.0	712.0	337.0	368
"IA"	2008	"38-Grundy"	"DIKE LEGION HALL"	3	598	518	1128.0	592	517	1109.0	1066.0	486.0	563
"IA"	2008	"38-Grundy"	"GRUNDY CNTR COMM CNTR - P2"	3	169	88	263.0	118	142	260.0	257.0	105.0	148
"IA"	2008	"38-Grundy"	"GRUNDY CNTR COMM CNTR - P7"	3	599	369	980.0	498	467	965.0	931.0	421.0	501
"IA"	2008	"38-Grundy"	"HOLLAND REC CENTER"	3	282	103	392.0	146	242	388.0	383.0	120.0	259
"IA"	2008	"38-Grundy"	"REINBECK MEMORIAL BLDG"	3	595	439	1045.0	548	489	1039.0	1007.0	443.0	557
"IA"	2008	"38-Grundy"	"WELLSBURG COMM CNTR"	3	442	193	648.0	271	354	626.0	611.0	208.0	391
"IA"	2008	"39-Guthrie"	"ABSENTEE PRECINCT"	5	810	878	1728.0	954	752	1708.0	1679.0	748.0	881
"IA"	2008	"39-Guthrie"	"Black"	5	166	153	325.0	182	134	316.0	305.0	107.0	187
"IA"	2008	"39-Guthrie"	"Blue"	5	473	332	825.0	413	406	820.0	797.0	279.0	506
"IA"	2008	"39-Guthrie"	"Brown"	5	231	116	355.0	146	205	352.0	342.0	91.0	242
"IA"	2008	"39-Guthrie"	"Gold"	5	426	317	765.0	423	338	761.0	753.0	280.0	457
"IA"	2008	"39-Guthrie"	"Green"	5	208	198	420.0	245	170	416.0	399.0	156.0	235
"IA"	2008	"39-Guthrie"	"Purple"	5	479	435	937.0	545	380	926.0	898.0	368.0	495
"IA"	2008	"39-Guthrie"	"Red"	5	144	133	289.0	152	135	287.0	274.0	103.0	161
"IA"	2008	"39-Guthrie"	"White"	5	137	63	205.0	87	115	202.0	196.0	61.0	130
"IA"	2008	"40-Hamilton"	"ABSENTEE PRECINCT"	4	1233	1767	3040.0	1937	1050	2988.0	2986.0	1298.0	1685
"IA"	2008	"40-Hamilton"	"Blairsburg"	4	98	56	156.0	85	73	158.0	158.0	34.0	124
"IA"	2008	"40-Hamilton"	"Cass Freedom Fremont"	4	149	131	288.0	170	113	283.0	282.0	80.0	201
"IA"	2008	"40-Hamilton"	"Clear Lake Hamilton"	4	217	149	374.0	192	179	371.0	373.0	97.0	276
"IA"	2008	"40-Hamilton"	"Ellsworth Scott"	4	207	139	352.0	169	177	346.0	347.0	100.0	247
"IA"	2008	"40-Hamilton"	"Independence"	4	94	76	177.0	110	65	175.0	176.0	38.0	138
"IA"	2008	"40-Hamilton"	"Liberty Rose Grove"	4	133	39	173.0	71	101	172.0	172.0	30.0	142
"IA"	2008	"40-Hamilton"	"Lincoln"	4	203	115	328.0	154	168	322.0	322.0	79.0	243
"IA"	2008	"40-Hamilton"	"Lyon"	4	337	236	581.0	311	262	573.0	578.0	173.0	405
"IA"	2008	"40-Hamilton"	"Marion Webster"	4	260	196	471.0	273	191	465.0	464.0	127.0	337
"IA"	2008	"40-Hamilton"	"Webster City 1"	4	307	370	689.0	412	258	670.0	675.0	234.0	441
"IA"	2008	"40-Hamilton"	"Webster City 2"	4	345	358	718.0	441	271	712.0	714.0	216.0	497
"IA"	2008	"40-Hamilton"	"Webster City 3"	4	225	288	529.0	326	188	514.0	518.0	193.0	325
"IA"	2008	"40-Hamilton"	"Williams"	4	105	98	205.0	114	82	196.0	197.0	57.0	140
"IA"	2008	"41-Hancock"	"1"	4	265	234	511.0	289	214	503.0	504.0	150.0	354
"IA"	2008	"41-Hancock"	"10"	4	69	79	152.0	87	63	150.0	151.0	50.0	101
"IA"	2008	"41-Hancock"	"2"	4	74	144	224.0	162	58	220.0	220.0	84.0	136
"IA"	2008	"41-Hancock"	"3"	4	78	96	180.0	110	64	174.0	175.0	47.0	127
"IA"	2008	"41-Hancock"	"4"	4	648	414	1077.0	585	487	1073.0	1069.0	295.0	774
"IA"	2008	"41-Hancock"	"5"	4	87	77	167.0	104	52	156.0	159.0	52.0	107
"IA"	2008	"41-Hancock"	"6"	4	669	641	1324.0	836	476	1312.0	1305.0	352.0	953
"IA"	2008	"41-Hancock"	"7"	4	194	179	382.0	226	152	378.0	374.0	108.0	266
"IA"	2008	"41-Hancock"	"8"	4	138	105	252.0	152	95	248.0	252.0	72.0	179
"IA"	2008	"41-Hancock"	"9"	4	199	180	387.0	221	158	379.0	378.0	109.0	268
"IA"	2008	"41-Hancock"	"ABSENTEE PRECINCT"	4	595	656	1274.0	746	507	1253.0	1256.0	466.0	790
"IA"	2008	"42-Hardin"	"ABSENTEE PRECINCT"	4	1425	1945	3426.0	2146	1252	3402.0	3381.0	1380.0	1997
"IA"	2008	"42-Hardin"	"Alden/Buckeye Pct"	4	269	288	562.0	349	202	551.0	551.0	210.0	341
"IA"	2008	"42-Hardin"	"Clay/Eldora/Pleasant/Providence/Union Pct"	4	450	229	704.0	327	371	698.0	694.0	148.0	546
"IA"	2008	"42-Hardin"	"Concord/Sherman/Grant/Tipton Pct"	4	572	348	944.0	456	481	937.0	929.0	264.0	665
"IA"	2008	"42-Hardin"	"Eldora City Pct"	4	304	248	561.0	294	256	550.0	546.0	160.0	386
"IA"	2008	"42-Hardin"	"Etna Pct"	4	328	315	656.0	378	264	642.0	633.0	179.0	454
"IA"	2008	"42-Hardin"	"Hardin/Ellis/Jackson Pct"	4	278	234	519.0	294	221	515.0	513.0	145.0	368
"IA"	2008	"42-Hardin"	"Iowa Falls 1 Pct"	4	265	348	620.0	385	214	601.0	595.0	207.0	386
"IA"	2008	"42-Hardin"	"Iowa Falls 2 Pct"	4	424	438	869.0	502	350	853.0	847.0	267.0	580
"IA"	2008	"44-Henry"	"ABSENTEE PRECINCT"	2	1545	1983	3590.0	2098	1383	3483.0	3406.0	1794.0	1450
"IA"	2008	"44-Henry"	"CENTRAL PRECINCT"	2	508	306	832.0	420	387	808.0	798.0	277.0	479
"IA"	2008	"44-Henry"	"MT PLEASANT PCT 1"	2	276	201	487.0	264	214	478.0	468.0	200.0	240
"IA"	2008	"44-Henry"	"MT PLEASANT PCT 2"	2	263	186	461.0	238	214	452.0	448.0	183.0	241
"IA"	2008	"44-Henry"	"MT PLEASANT PCT 3"	2	255	217	489.0	274	194	472.0	466.0	199.0	221
"IA"	2008	"44-Henry"	"MT PLEASANT PCT 4"	2	225	141	380.0	187	188	375.0	369.0	125.0	225
"IA"	2008	"44-Henry"	"NE PRECINCT"	2	378	302	699.0	396	299	695.0	676.0	270.0	360
"IA"	2008	"44-Henry"	"NW PRECINCT"	2	432	311	765.0	397	348	745.0	726.0	294.0	395
"IA"	2008	"44-Henry"	"SE PRECINCT"	2	646	505	1169.0	639	503	1142.0	1112.0	495.0	555
"IA"	2008	"44-Henry"	"SW PRECINCT"	2	294	197	508.0	280	220	500.0	496.0	199.0	260
"IA"	2008	"45-Howard"	"ABSENTEE PRECINCT"	4	418	953	1385.0	1000	337	1337.0	1327.0	634.0	693
"IA"	2008	"45-Howard"	"AFTON HOWARD PARIS II"	4	195	365	569.0	389	175	564.0	556.0	241.0	315
"IA"	2008	"45-Howard"	"ALBION FOREST CITY"	4	176	193	380.0	257	116	373.0	374.0	140.0	234
"IA"	2008	"45-Howard"	"CHESTER OAK DALE"	4	82	87	171.0	113	58	171.0	168.0	58.0	110
"IA"	2008	"45-Howard"	"Cresco 1A"	4	55	99	157.0	114	40	154.0	154.0	56.0	98
"IA"	2008	"45-Howard"	"Cresco 2"	4	189	311	505.0	362	133	495.0	490.0	180.0	310
"IA"	2008	"45-Howard"	"Cresco 3"	4	151	263	420.0	309	108	417.0	404.0	170.0	234
"IA"	2008	"45-Howard"	"Jamestown Saratoga Howard Ctr"	4	146	133	281.0	190	95	285.0	287.0	89.0	198
"IA"	2008	"45-Howard"	"New Oregon Paris I"	4	126	233	370.0	276	91	367.0	366.0	118.0	248
"IA"	2008	"45-Howard"	"Riceville"	4	48	55	104.0	65	38	103.0	103.0	37.0	66
"IA"	2008	"45-Howard"	"Vernon Springs Cresco 1B"	4	136	249	387.0	286	90	376.0	377.0	139.0	238
"IA"	2008	"46-Humboldt"	"ABSENTEE PRECINCT"	4	850	836	1710.0	953	718	1671.0	1675.0	572.0	1103
"IA"	2008	"46-Humboldt"	"Avery Weaver Pct"	4	106	112	220.0	130	90	220.0	220.0	74.0	146
"IA"	2008	"46-Humboldt"	"Corinth Rutland Sw Beaver"	4	255	130	391.0	188	200	388.0	388.0	64.0	324
"IA"	2008	"46-Humboldt"	"Dakota City Pct"	4	164	128	296.0	178	115	293.0	290.0	76.0	214
"IA"	2008	"46-Humboldt"	"Delana Wacousta No Avery"	4	179	109	294.0	163	130	293.0	292.0	69.0	223
"IA"	2008	"46-Humboldt"	"Grove Lake Norway Ne Beaver"	4	204	129	338.0	171	164	337.0	338.0	77.0	261
"IA"	2008	"46-Humboldt"	"HUMBOLDT PCT 1"	4	321	168	492.0	232	255	487.0	491.0	105.0	386
"IA"	2008	"46-Humboldt"	"Humboldt Pct 2"	4	291	227	523.0	298	215	514.0	515.0	126.0	388
"IA"	2008	"46-Humboldt"	"Humboldt Pct 3"	4	131	74	209.0	115	94	209.0	210.0	39.0	171
"IA"	2008	"46-Humboldt"	"Humboldt Pct 4"	4	123	82	208.0	105	101	206.0	203.0	37.0	166
"IA"	2008	"46-Humboldt"	"Humboldt Pct 5"	4	52	49	101.0	56	42	98.0	98.0	35.0	63
"IA"	2008	"46-Humboldt"	"Vernon Humboldt Pct"	4	219	116	341.0	188	151	340.0	337.0	76.0	260
"IA"	2008	"47-Ida"	"ABSENTEE PRECINCT"	5	416	436	867.0	513	327	841.0	842.0	330.0	493
"IA"	2008	"47-Ida"	"BLAINE HAYES S1/2 SILVER CREEK"	5	175	108	289.0	150	132	282.0	288.0	75.0	212
"IA"	2008	"47-Ida"	"Galva N1/2 Silver Creek"	5	173	90	268.0	158	98	256.0	262.0	61.0	199
"IA"	2008	"47-Ida"	"Griggs Douglas"	5	410	302	724.0	422	282	705.0	710.0	240.0	460
"IA"	2008	"47-Ida"	"Ida Grove 1"	5	150	81	233.0	126	100	226.0	227.0	67.0	157
"IA"	2008	"47-Ida"	"Ida Grove 2"	5	200	110	313.0	160	139	299.0	303.0	80.0	217
"IA"	2008	"47-Ida"	"Ida Grove 3 Corwin"	5	179	90	270.0	131	129	260.0	266.0	58.0	205
"IA"	2008	"47-Ida"	"Maple Garfield Grant Battle Logan"	5	333	237	583.0	327	240	567.0	572.0	163.0	398
"IA"	2008	"48-Iowa"	"ABSENTEE PRECINCT"	3	978	1437	2463.0	1553	845	2398.0	2356.0	1449.0	872
"IA"	2008	"48-Iowa"	"Dayton English 1"	3	150	118	280.0	149	127	276.0	273.0	128.0	137
"IA"	2008	"48-Iowa"	"English 2"	3	252	213	470.0	260	197	458.0	444.0	225.0	212
"IA"	2008	"48-Iowa"	"Fillmore Greene"	3	238	239	484.0	295	186	481.0	465.0	248.0	214
"IA"	2008	"48-Iowa"	"Hartford 1 Sumner"	3	142	134	284.0	178	103	281.0	271.0	156.0	106
"IA"	2008	"48-Iowa"	"Hartford 2 Lincoln"	3	255	177	442.0	253	184	438.0	429.0	230.0	190
"IA"	2008	"48-Iowa"	"Hilton Iowa"	3	351	231	588.0	319	256	575.0	557.0	275.0	273
"IA"	2008	"48-Iowa"	"Honey Creek Marengo Washington"	3	252	188	456.0	242	208	450.0	433.0	226.0	199
"IA"	2008	"48-Iowa"	"Lenox"	3	324	391	722.0	415	282	700.0	681.0	380.0	290
"IA"	2008	"48-Iowa"	"Marengo City"	3	356	369	744.0	470	261	731.0	706.0	415.0	279
"IA"	2008	"48-Iowa"	"Pilot Troy York"	3	294	167	466.0	242	221	464.0	453.0	195.0	253
"IA"	2008	"48-Iowa"	"Williamsburg City"	3	596	538	1149.0	675	448	1123.0	1098.0	571.0	519
"IA"	2008	"49-Jackson"	"ABSENTEE PRECINCT"	1	1246	2618	3931.0	2798	1019	3819.0	3732.0	2674.0	1055
"IA"	2008	"49-Jackson"	"PCT 1"	1	361	631	1000.0	691	272	963.0	939.0	673.0	266
"IA"	2008	"49-Jackson"	"PCT 10"	1	125	135	263.0	178	79	257.0	252.0	156.0	96
"IA"	2008	"49-Jackson"	"PCT 11"	1	153	177	337.0	202	120	322.0	313.0	183.0	130
"IA"	2008	"49-Jackson"	"PCT 12"	1	84	174	262.0	190	67	257.0	248.0	169.0	79
"IA"	2008	"49-Jackson"	"PCT 13"	1	81	157	243.0	174	61	235.0	228.0	163.0	64
"IA"	2008	"49-Jackson"	"PCT 14"	1	77	160	241.0	178	55	233.0	229.0	167.0	62
"IA"	2008	"49-Jackson"	"PCT 15"	1	120	177	298.0	196	95	291.0	283.0	177.0	106
"IA"	2008	"49-Jackson"	"PCT 16"	1	164	187	361.0	237	120	357.0	346.0	217.0	129
"IA"	2008	"49-Jackson"	"PCT 2"	1	152	205	367.0	241	117	358.0	342.0	232.0	110
"IA"	2008	"49-Jackson"	"PCT 3"	1	142	217	368.0	251	110	361.0	343.0	253.0	90
"IA"	2008	"49-Jackson"	"PCT 4"	1	131	229	368.0	260	102	362.0	354.0	244.0	109
"IA"	2008	"49-Jackson"	"PCT 5"	1	92	150	250.0	176	69	245.0	234.0	167.0	67
"IA"	2008	"49-Jackson"	"PCT 6"	1	162	182	350.0	217	125	342.0	332.0	205.0	127
"IA"	2008	"49-Jackson"	"PCT 7"	1	193	187	387.0	251	129	380.0	369.0	218.0	150
"IA"	2008	"49-Jackson"	"PCT 8"	1	102	168	284.0	200	82	282.0	264.0	186.0	78
"IA"	2008	"49-Jackson"	"PCT 9"	1	288	348	647.0	431	191	622.0	601.0	382.0	219
"IA"	2008	"50-Jasper"	"ABSENTEE PRECINCT"	3	2220	3940	6257.0	4088	2065	6158.0	6123.0	3886.0	2134
"IA"	2008	"50-Jasper"	"BUENA VISTA  ELK CREEK"	3	288	124	423.0	159	259	418.0	417.0	141.0	265
"IA"	2008	"50-Jasper"	"CLEARCREEK POWESHIEK"	3	367	313	696.0	353	336	689.0	682.0	336.0	335
"IA"	2008	"50-Jasper"	"COLFAX 2"	3	137	176	324.0	190	129	319.0	313.0	180.0	127
"IA"	2008	"50-Jasper"	"COLFAX 3"	3	82	148	238.0	153	80	233.0	229.0	148.0	72
"IA"	2008	"50-Jasper"	"COLFAX FIRE STATION GENERAL"	3	244	214	466.0	246	207	453.0	449.0	237.0	201
"IA"	2008	"50-Jasper"	"Colfax 1"	3	89	136	231.0	157	69	226.0	224.0	151.0	68
"IA"	2008	"50-Jasper"	"Des Moines"	3	534	406	958.0	509	436	946.0	938.0	473.0	448
"IA"	2008	"50-Jasper"	"Fairview"	3	501	484	998.0	555	426	982.0	977.0	518.0	440
"IA"	2008	"50-Jasper"	"Hickory Grove"	3	480	454	959.0	537	410	948.0	940.0	504.0	412
"IA"	2008	"50-Jasper"	"INDEPENDENCE MALAKA"	3	347	438	799.0	476	305	781.0	775.0	450.0	309
"IA"	2008	"50-Jasper"	"LYNN GROVE  RICHLAND"	3	857	157	1029.0	273	747	1021.0	1007.0	244.0	752
"IA"	2008	"50-Jasper"	"NEWTON  SHERMAN"	3	390	324	738.0	402	322	724.0	718.0	375.0	337
"IA"	2008	"50-Jasper"	"NEWTON 1 1"	3	229	369	618.0	420	188	608.0	603.0	378.0	206
"IA"	2008	"50-Jasper"	"NEWTON 1 2"	3	213	308	532.0	326	196	522.0	525.0	304.0	207
"IA"	2008	"50-Jasper"	"NEWTON 2 1"	3	247	377	635.0	417	212	630.0	620.0	388.0	219
"IA"	2008	"50-Jasper"	"NEWTON 2 2"	3	279	254	542.0	300	242	542.0	533.0	276.0	250
"IA"	2008	"50-Jasper"	"NEWTON 3 1"	3	297	451	764.0	480	272	753.0	746.0	445.0	283
"IA"	2008	"50-Jasper"	"NEWTON 3 2"	3	165	314	494.0	338	147	485.0	487.0	319.0	156
"IA"	2008	"50-Jasper"	"NEWTON 4 1"	3	402	374	785.0	398	377	775.0	769.0	361.0	399
"IA"	2008	"50-Jasper"	"NEWTON 4 2"	3	226	306	542.0	344	188	532.0	533.0	319.0	204
"IA"	2008	"50-Jasper"	"Palo Alto"	3	200	183	394.0	247	146	393.0	390.0	225.0	163
"IA"	2008	"51-Jefferson"	"ABSENTEE PRECINCT"	2	979	2979	4054.0	3019	898	3923.0	3881.0	2428.0	1220
"IA"	2008	"51-Jefferson"	"Blackhawk Polk"	2	226	94	323.0	127	193	320.0	319.0	70.0	246
"IA"	2008	"51-Jefferson"	"Buchanan"	2	154	69	231.0	113	111	224.0	223.0	57.0	164
"IA"	2008	"51-Jefferson"	"Center Cedar"	2	271	219	504.0	273	219	492.0	491.0	176.0	297
"IA"	2008	"51-Jefferson"	"Des Moines Liberty"	2	293	142	441.0	236	199	435.0	428.0	109.0	309
"IA"	2008	"51-Jefferson"	"Fairfield 1"	2	232	247	497.0	289	199	491.0	488.0	188.0	277
"IA"	2008	"51-Jefferson"	"Fairfield 2"	2	53	233	302.0	237	45	282.0	282.0	209.0	59
"IA"	2008	"51-Jefferson"	"Fairfield 3"	2	146	240	408.0	294	107	401.0	391.0	198.0	170
"IA"	2008	"51-Jefferson"	"Fairfield 4"	2	129	217	362.0	236	111	348.0	341.0	165.0	160
"IA"	2008	"51-Jefferson"	"Fairfield 5"	2	254	263	524.0	332	185	517.0	511.0	212.0	289
"IA"	2008	"51-Jefferson"	"Lockridge Round Prairie"	2	249	144	402.0	217	176	393.0	388.0	125.0	247
"IA"	2008	"51-Jefferson"	"Locust Grove"	2	161	129	299.0	182	112	294.0	294.0	104.0	180
"IA"	2008	"51-Jefferson"	"Walnut Penn"	2	177	94	285.0	135	145	280.0	269.0	80.0	183
"IA"	2008	"52-Johnson"	"ABSENTEE PRECINCT"	2	8319	31637	40467.0	31637	7419	39125.0	38684.0	27878.0	8851
"IA"	2008	"52-Johnson"	"Big Grove"	2	361	319	689.0	396	280	679.0	669.0	308.0	332
"IA"	2008	"52-Johnson"	"Cedar"	2	108	144	260.0	175	84	259.0	253.0	152.0	92
"IA"	2008	"52-Johnson"	"Clear Creek"	2	42	56	100.0	63	35	98.0	96.0	48.0	46
"IA"	2008	"52-Johnson"	"Coralville 01"	2	143	392	548.0	413	121	534.0	528.0	348.0	149
"IA"	2008	"52-Johnson"	"Coralville 02"	2	364	453	831.0	496	302	798.0	798.0	402.0	346
"IA"	2008	"52-Johnson"	"Coralville 03"	2	84	242	336.0	245	73	318.0	311.0	205.0	85
"IA"	2008	"52-Johnson"	"Coralville 04"	2	182	392	587.0	402	159	562.0	558.0	324.0	178
"IA"	2008	"52-Johnson"	"Coralville 05"	2	216	406	641.0	432	185	618.0	614.0	363.0	206
"IA"	2008	"52-Johnson"	"Coralville 06"	2	535	469	1021.0	563	434	998.0	990.0	401.0	551
"IA"	2008	"52-Johnson"	"FREMONT/LONE TREE"	2	263	345	618.0	419	190	610.0	604.0	333.0	248
"IA"	2008	"52-Johnson"	"Graham"	2	74	143	223.0	163	58	221.0	220.0	130.0	81
"IA"	2008	"52-Johnson"	"Hardin"	2	106	135	245.0	164	74	238.0	227.0	132.0	91
"IA"	2008	"52-Johnson"	"IOWA CITY 12/EAST LUCAS SOUTH"	2	261	519	801.0	555	217	773.0	764.0	473.0	247
"IA"	2008	"52-Johnson"	"IOWA CITY 22/EAST LUCAS NORTH"	2	224	442	678.0	448	193	644.0	641.0	396.0	211
"IA"	2008	"52-Johnson"	"Iowa City 01"	2	115	287	409.0	288	93	383.0	377.0	249.0	96
"IA"	2008	"52-Johnson"	"Iowa City 02"	2	173	243	430.0	274	142	416.0	415.0	203.0	191
"IA"	2008	"52-Johnson"	"Iowa City 03"	2	338	542	900.0	569	263	833.0	814.0	478.0	273
"IA"	2008	"52-Johnson"	"Iowa City 04"	2	143	442	599.0	440	131	573.0	571.0	386.0	158
"IA"	2008	"52-Johnson"	"Iowa City 05"	2	289	496	806.0	468	255	725.0	706.0	394.0	252
"IA"	2008	"52-Johnson"	"Iowa City 06"	2	213	345	570.0	384	178	562.0	546.0	296.0	221
"IA"	2008	"52-Johnson"	"Iowa City 07"	2	100	196	305.0	203	92	295.0	291.0	170.0	104
