state	year	town	ward	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv
"MA"	2008	"Lowell"	"1"	"1"	5	747		751	642	232	896	639	178	851
"MA"	2008	"Lowell"	"1"	"2"	5	1502		1515	1081	844	1960	1142	695	1890
"MA"	2008	"Lowell"	"1"	"3"	5	1280		1306	962	688	1671	979	604	1630
"MA"	2008	"Lowell"	"10"	"1"	5	769		774	659	276	963	641	248	925
"MA"	2008	"Lowell"	"10"	"2"	5	533		537	465	149	633	482	110	610
"MA"	2008	"Lowell"	"10"	"3"	5	381		381	362	83	453	349	64	426
"MA"	2008	"Lowell"	"11"	"1"	5	583		585	462	241	714	482	186	693
"MA"	2008	"Lowell"	"11"	"2"	5	882		894	604	484	1130	678	387	1097
"MA"	2008	"Lowell"	"11"	"3"	5	973		978	773	401	1202	785	329	1163
"MA"	2008	"Lowell"	"2"	"1"	5	378		378	335	90	433	324	79	413
"MA"	2008	"Lowell"	"2"	"2"	5	523		525	553	95	657	523	65	603
"MA"	2008	"Lowell"	"2"	"3"	5	1151		1163	1027	288	1346	1004	240	1289
"MA"	2008	"Lowell"	"3"	"1"	5	717		717	592	274	873	621	193	841
"MA"	2008	"Lowell"	"3"	"2"	5	509		512	440	163	628	465	123	611
"MA"	2008	"Lowell"	"3"	"3"	5	596		601	523	204	748	510	158	695
"MA"	2008	"Lowell"	"4"	"1"	5	781		789	624	311	957	643	238	919
"MA"	2008	"Lowell"	"4"	"2"	5	523		528	475	143	630	454	114	598
"MA"	2008	"Lowell"	"4"	"3"	5	565		569	526	139	681	506	95	645
"MA"	2008	"Lowell"	"5"	"1"	5	685		700	495	335	848	513	280	836
"MA"	2008	"Lowell"	"5"	"2"	5	593		600	483	217	718	473	186	690
"MA"	2008	"Lowell"	"5"	"3"	5	845		863	591	426	1040	647	333	1016
"MA"	2008	"Lowell"	"6"	"1"	5	1071		1081	781	545	1357	824	449	1316
"MA"	2008	"Lowell"	"6"	"2"	5	1146		1146	867	533	1417	900	434	1378
"MA"	2008	"Lowell"	"6"	"3"	5	1131		1142	903	470	1395	922	365	1329
"MA"	2008	"Lowell"	"7"	"1"	5	552		557	463	187	671	481	138	644
"MA"	2008	"Lowell"	"7"	"2"	5	430		430	410	87	509	392	61	475
"MA"	2008	"Lowell"	"7"	"3"	5	318		319	297	129	434	296	76	390
"MA"	2008	"Lowell"	"8"	"1"	5	709		716	604	233	850	613	177	811
"MA"	2008	"Lowell"	"8"	"2"	5	765		766	635	344	999	642	287	957
"MA"	2008	"Lowell"	"8"	"3"	5	1331		1335	1031	646	1702	1065	530	1652
"MA"	2008	"Lowell"	"9"	"1"	5	762		774	616	301	939	621	247	911
"MA"	2008	"Lowell"	"9"	"2"	5	991		1009	747	468	1244	780	375	1207
"MA"	2008	"Lowell"	"9"	"3"	5	816		824	618	367	1002	642	288	958
"MA"	2008	"Ludlow"		"1"	2	1342		1360	968	623	1640	1068	453	1600
"MA"	2008	"Ludlow"		"2"	2	1087		1112	836	530	1394	904	362	1334
"MA"	2008	"Ludlow"		"3"	2	1668		1699	1082	1022	2156	1238	782	2108
"MA"	2008	"Ludlow"		"4"	2	1355		1368	1102	561	1698	1141	413	1631
"MA"	2008	"Ludlow"		"5"	2	778		785	562	392	992	591	333	968
"MA"	2008	"Ludlow"		"6"	2	1615		1638	1088	910	2048	1207	706	1997
"MA"	2008	"Lunenburg"		"A"	1	866	560	1426	724	741	1489	793	630	1465
"MA"	2008	"Lunenburg"		"B"	1	827	429	1256	722	575	1330	785	475	1310
"MA"	2008	"Lunenburg"		"C"	1	822	572	1394	725	736	1497	779	631	1467
"MA"	2008	"Lunenburg"		"D"	1	839	485	1324	718	654	1393	762	569	1373
"MA"	2008	"Lynn"	"1"	"1"	6	1463	457	1924	1109	874	2030	1245	669	1962
"MA"	2008	"Lynn"	"1"	"2"	6	1318	377	1698	968	756	1778	1110	562	1725
"MA"	2008	"Lynn"	"1"	"3"	6	1220	285	1507	951	563	1556	1070	405	1527
"MA"	2008	"Lynn"	"1"	"4"	6	1109	283	1395	872	536	1437	969	399	1414
"MA"	2008	"Lynn"	"2"	"1"	6	1395	350	1749	1082	658	1794	1193	513	1765
"MA"	2008	"Lynn"	"2"	"2"	6	901	152	1054	771	291	1093	848	197	1068
"MA"	2008	"Lynn"	"2"	"3"	6	618	80	700	587	129	732	601	95	717
"MA"	2008	"Lynn"	"2"	"4"	6	628	98	729	552	184	759	594	127	747
"MA"	2008	"Lynn"	"3"	"1"	6	987	201	1188	795	402	1227	874	295	1199
"MA"	2008	"Lynn"	"3"	"2"	6	662	122	787	597	212	828	614	169	810
"MA"	2008	"Lynn"	"3"	"3"	6	848	157	1005	752	251	1035	202	267	499
"MA"	2008	"Lynn"	"3"	"4"	6	817	169	988	710	285	1024	756	215	1006
"MA"	2008	"Lynn"	"4"	"1"	6	501	52	553	489	91	591	503	49	568
"MA"	2008	"Lynn"	"4"	"2"	6	478	58	537	465	108	578	477	65	555
"MA"	2008	"Lynn"	"4"	"3"	6	708	96	805	664	145	833	664	112	812
"MA"	2008	"Lynn"	"4"	"4"	6	946	187	1134	854	302	1184	889	231	1151
"MA"	2008	"Lynn"	"5"	"1"	6	793	150	947	667	298	984	733	206	964
"MA"	2008	"Lynn"	"5"	"2"	6	472	56	528	478	87	569	469	64	547
"MA"	2008	"Lynn"	"5"	"3"	6	430	53	483	426	96	524	434	63	501
"MA"	2008	"Lynn"	"5"	"4"	6	1087	175	1266	924	348	1312	1025	234	1291
"MA"	2008	"Lynn"	"6"	"1"	6	698	106	805	615	216	855	653	151	827
"MA"	2008	"Lynn"	"6"	"2"	6	446	42	488	409	98	516	413	63	495
"MA"	2008	"Lynn"	"6"	"3"	6	496	47	543	508	60	580	500	51	560
"MA"	2008	"Lynn"	"6"	"4"	6	681	138	822	615	238	876	665	151	845
"MA"	2008	"Lynn"	"7"	"1"	6	1206	261	1468	1039	468	1545	1130	347	1511
"MA"	2008	"Lynn"	"7"	"2"	6	1110	198	1311	937	383	1359	991	295	1327
"MA"	2008	"Lynn"	"7"	"3"	6	873	150	1025	734	303	1067	801	207	1043
"MA"	2008	"Lynn"	"7"	"4"	6	856	176	1034	706	337	1073	768	259	1053
"MA"	2008	"Lynnfield"		"1"	6	1043	715	1758	795	993	1824	878	864	1788
"MA"	2008	"Lynnfield"		"2"	6	1077	615	1692	789	978	1800	907	781	1731
"MA"	2008	"Lynnfield"		"3"	6	949	468	1417	701	772	1499	794	628	1460
"MA"	2008	"Lynnfield"		"4"	6	1009	734	1743	733	1068	1827	846	922	1791
"MA"	2008	"Malden"	"1"	"1"	7	829	149	981	756	270	1053	785	202	1016
"MA"	2008	"Malden"	"1"	"2"	7	951	192	1146	849	349	1235	875	275	1192
"MA"	2008	"Malden"	"2"	"1"	7	875	175	1053	766	332	1134	827	231	1093
"MA"	2008	"Malden"	"2"	"2"	7	1020	234	1258	808	499	1341	893	371	1298
"MA"	2008	"Malden"	"3"	"1"	7	1086	212	1301	966	360	1370	993	304	1341
"MA"	2008	"Malden"	"3"	"2"	7	1251	344	1598	1081	560	1677	1128	459	1638
"MA"	2008	"Malden"	"4"	"1"	7	773	186	962	729	273	1038	743	213	999
"MA"	2008	"Malden"	"4"	"2"	7	746	135	884	689	232	957	718	176	931
"MA"	2008	"Malden"	"5"	"1"	7	1046	207	1259	945	368	1341	991	271	1308
"MA"	2008	"Malden"	"5"	"2"	7	1295	315	1613	1097	551	1692	1144	446	1654
"MA"	2008	"Malden"	"6"	"1"	7	1345	285	1632	1145	535	1714	1197	426	1668
"MA"	2008	"Malden"	"6"	"2"	7	1012	219	1234	908	389	1327	950	284	1278
"MA"	2008	"Malden"	"7"	"1"	7	776	149	925	713	263	995	751	180	957
"MA"	2008	"Malden"	"7"	"2"	7	919	177	1096	865	288	1173	904	207	1129
"MA"	2008	"Malden"	"8"	"1"	7	1028	235	1265	833	471	1343	926	341	1309
"MA"	2008	"Malden"	"8"	"2"	7	823	182	1008	715	335	1086	754	253	1047
"MA"	2008	"Manchester-by-the-Sea"		"1"	6	2129	1165	3295	2046	1290	3402	1985	1266	3335
"MA"	2008	"Mansfield"		"1"	4	1088	775	1972	1009	1026	2067	1166	815	2021
"MA"	2008	"Mansfield"		"2"	4	1098	674	1893	1050	894	1988	1143	723	1936
"MA"	2008	"Mansfield"		"3"	4	1039	743	1881	994	947	1988	1123	774	1945
"MA"	2008	"Mansfield"		"4"	4	976	637	1728	962	851	1846	1082	665	1785
"MA"	2008	"Mansfield"		"5"	4	1012	540	1681	1009	727	1779	1079	597	1734
"MA"	2008	"Mansfield"		"6"	4	1073	516	1706	1028	731	1801	1128	561	1749
"MA"	2008	"Marblehead"		"1"	6	1211	553	1764	1165	647	1844	1124	644	1812
"MA"	2008	"Marblehead"		"2"	6	1147	422	1570	1060	533	1629	1045	512	1609
"MA"	2008	"Marblehead"		"3"	6	1081	437	1520	991	554	1573	1007	504	1545
"MA"	2008	"Marblehead"		"4"	6	1181	639	1820	1071	783	1879	1046	769	1848
"MA"	2008	"Marblehead"		"5"	6	1284	435	1720	1086	656	1773	1157	542	1733
"MA"	2008	"Marblehead"		"6"	6	1268	559	1828	1107	752	1887	1132	686	1854
"MA"	2008	"Marblehead"		"7"	6	1186	576	1764	1033	734	1812	1031	712	1780
"MA"	2008	"Marion"		"1"	4	1830	1037	3034	1804	1266	3120	1745	1238	3071
"MA"	2008	"Marlborough"	"1"	"1"	3	931		946	758	490	1275	788	409	1235
"MA"	2008	"Marlborough"	"1"	"2"	3	1091		1119	876	682	1588	929	582	1550
"MA"	2008	"Marlborough"	"2"	"1"	3	1008		1022	728	602	1368	824	484	1347
"MA"	2008	"Marlborough"	"2"	"2"	3	802		813	648	374	1048	668	338	1035
"MA"	2008	"Marlborough"	"3"	"1"	3	603		619	469	257	757	490	212	743
"MA"	2008	"Marlborough"	"3"	"2"	3	1120		1143	877	618	1530	902	549	1497
"MA"	2008	"Marlborough"	"4"	"1"	3	507		517	396	241	657	435	181	646
"MA"	2008	"Marlborough"	"4"	"2"	3	1052		1063	765	601	1397	849	475	1370
"MA"	2008	"Marlborough"	"5"	"1"	3	653		667	521	287	827	543	210	799
"MA"	2008	"Marlborough"	"5"	"2"	3	1074		1096	823	562	1410	886	448	1381
"MA"	2008	"Marlborough"	"6"	"1"	3	672		678	511	343	881	567	255	867
"MA"	2008	"Marlborough"	"6"	"2"	3	998		1016	761	598	1391	824	511	1367
"MA"	2008	"Marlborough"	"7"	"1"	3	746		766	577	370	983	612	312	961
"MA"	2008	"Marlborough"	"7"	"2"	3	863		886	657	495	1180	711	418	1159
"MA"	2008	"Marshfield"		"1"	10	1706		1739	1107	1005	2168	1252	802	2131
"MA"	2008	"Marshfield"		"2"	10	1706		1728	1091	1107	2232	1190	924	2167
"MA"	2008	"Marshfield"		"3"	10	1428		1448	957	853	1854	1073	685	1815
"MA"	2008	"Marshfield"		"4"	10	1450		1472	947	900	1882	998	786	1828
"MA"	2008	"Marshfield"		"5"	10	1434		1459	916	916	1859	1023	743	1806
"MA"	2008	"Marshfield"		"6"	10	1739		1774	1200	1162	2396	1269	1009	2348
"MA"	2008	"Marshfield"		"7"	10	1583		1615	1037	1083	2163	1104	961	2111
"MA"	2008	"Mashpee"		"1"	10	1378		1396	1023	728	1788	1003	718	1752
"MA"	2008	"Mashpee"		"2"	10	1309		1335	880	853	1761	894	804	1725
"MA"	2008	"Mashpee"		"3"	10	997		1008	711	538	1281	705	523	1260
"MA"	2008	"Mashpee"		"4"	10	1157		1166	900	593	1518	862	569	1473
"MA"	2008	"Mashpee"		"5"	10	1191		1204	783	852	1659	786	811	1626
"MA"	2008	"Mattapoisett"		"1"	4	1203	686	2015	1147	888	2075	1170	819	2044
"MA"	2008	"Mattapoisett"		"2"	4	1158	595	1858	1030	845	1907	1096	726	1870
"MA"	2008	"Maynard"		"1"	5	1080		1097	849	519	1398	856	451	1367
"MA"	2008	"Maynard"		"2"	5	1035		1050	875	435	1333	887	383	1305
"MA"	2008	"Maynard"		"3"	5	1196		1225	975	530	1554	990	477	1518
"MA"	2008	"Maynard"		"4"	5	1035		1054	850	483	1373	890	397	1337
"MA"	2008	"Medfield"		"1"	9	1315		1335	977	754	1756	1026	649	1715
"MA"	2008	"Medfield"		"2"	9	1362		1369	988	807	1818	1019	702	1766
"MA"	2008	"Medfield"		"3"	9	1382		1400	976	898	1901	1027	783	1849
"MA"	2008	"Medfield"		"4"	9	1255		1273	907	805	1750	917	743	1699
"MA"	2008	"Medford"	"1"	"1"	7	1212	283	1499	1049	478	1561	1116	363	1525
"MA"	2008	"Medford"	"1"	"2"	7	1168	307	1480	948	542	1535	1046	417	1518
"MA"	2008	"Medford"	"2"	"1"	7	1219	338	1560	977	628	1638	1093	437	1587
"MA"	2008	"Medford"	"2"	"2"	7	1501	402	1909	1169	757	1982	1331	558	1943
"MA"	2008	"Medford"	"3"	"1"	7	1480	434	1916	1165	814	2025	1286	618	1964
"MA"	2008	"Medford"	"3"	"2"	7	1672	520	2196	1349	884	2282	1469	694	2232
"MA"	2008	"Medford"	"4"	"1"	7	718	162	881	674	229	925	693	180	900
"MA"	2008	"Medford"	"4"	"2"	7	1330	305	1639	1187	481	1706	1216	410	1682
"MA"	2008	"Medford"	"5"	"1"	7	1171	252	1425	1026	449	1523	1096	328	1485
"MA"	2008	"Medford"	"5"	"2"	7	1062	182	1244	989	286	1310	1012	218	1277
"MA"	2008	"Medford"	"6"	"1"	7	1652	272	1924	1570	418	2023	1576	364	1992
"MA"	2008	"Medford"	"6"	"2"	7	1370	332	1704	1210	540	1788	1255	436	1741
"MA"	2008	"Medford"	"7"	"1"	7	1135	264	1403	1026	422	1478	1066	323	1438
"MA"	2008	"Medford"	"7"	"2"	7	1265	299	1568	1068	544	1657	1161	410	1621
"MA"	2008	"Medford"	"8"	"1"	7	1372	432	1807	1189	679	1905	1227	568	1858
"MA"	2008	"Medford"	"8"	"2"	7	1185	278	1466	1002	504	1544	1086	358	1504
"MA"	2008	"Medway"		"1"	3	1331		1370	991	883	1906	1047	784	1870
"MA"	2008	"Medway"		"2"	3	1160		1188	821	726	1578	916	592	1547
"MA"	2008	"Medway"		"3"	3	1227		1252	958	704	1693	987	612	1648
"MA"	2008	"Medway"		"4"	3	1308		1344	966	809	1822	1021	714	1787
"MA"	2008	"Melrose"	"1"	"1"	7	827	264	1092	732	402	1149	750	343	1122
"MA"	2008	"Melrose"	"1"	"2"	7	723	253	976	660	338	1016	687	286	1001
"MA"	2008	"Melrose"	"2"	"1"	7	864	296	1165	708	489	1225	756	409	1189
"MA"	2008	"Melrose"	"2"	"2"	7	765	272	1037	662	421	1106	690	346	1064
"MA"	2008	"Melrose"	"3"	"1"	7	808	293	1101	715	418	1160	733	354	1123
"MA"	2008	"Melrose"	"3"	"2"	7	770	233	1005	629	402	1059	685	317	1032
"MA"	2008	"Melrose"	"4"	"1"	7	693	240	936	631	338	1001	646	295	966
"MA"	2008	"Melrose"	"4"	"2"	7	745	392	1138	542	620	1185	621	508	1156
"MA"	2008	"Melrose"	"5"	"1"	7	761	243	1004	659	380	1059	690	318	1041
"MA"	2008	"Melrose"	"5"	"2"	7	787	234	1023	707	356	1086	721	294	1051
"MA"	2008	"Melrose"	"6"	"1"	7	680	206	886	573	327	926	609	280	909
"MA"	2008	"Melrose"	"6"	"2"	7	779	309	1088	634	487	1149	697	391	1125
"MA"	2008	"Melrose"	"7"	"1"	7	704	232	936	596	378	992	617	315	965
"MA"	2008	"Melrose"	"7"	"2"	7	841	319	1160	691	490	1212	717	439	1190
"MA"	2008	"Mendon"		"1"	2	2194		2219	1513	1641	3232	1670	1372	3137
"MA"	2008	"Merrimac"		"1"	6	2165	1257	3423	1918	1551	3568	1989	1379	3491
"MA"	2008	"Methuen"		"1"	5	1322		1322	959	772	1756	1046	608	1714
"MA"	2008	"Methuen"		"10"	5	1279		1279	953	699	1683	1019	556	1630
"MA"	2008	"Methuen"		"11"	5	1452		1472	941	1043	2026	1075	827	1963
"MA"	2008	"Methuen"		"12"	5	1445		1454	1022	935	2001	1112	761	1925
"MA"	2008	"Methuen"		"2"	5	807		808	786	204	997	769	140	935
"MA"	2008	"Methuen"		"3"	5	1348		1349	952	776	1765	1045	630	1720
"MA"	2008	"Methuen"		"4"	5	1284		1290	936	733	1707	1008	594	1656
"MA"	2008	"Methuen"		"5"	5	1229		1241	909	582	1528	996	430	1485
"MA"	2008	"Methuen"		"6"	5	1269		1289	935	666	1630	990	554	1594
"MA"	2008	"Methuen"		"7"	5	1475		1478	1064	803	1909	1151	651	1856
"MA"	2008	"Methuen"		"8"	5	1350		1364	833	1093	1951	964	876	1896
"MA"	2008	"Methuen"		"9"	5	1467		1473	973	997	2003	1104	799	1962
"MA"	2008	"Middleborough"		"1"	4	1524	1004	2753	1279	1527	2856	1442	1274	2799
"MA"	2008	"Middleborough"		"2"	4	874	476	1478	759	756	1552	894	570	1516
"MA"	2008	"Middleborough"		"3"	4	1016	690	1893	878	1054	1988	1031	837	1942
"MA"	2008	"Middleborough"		"4"	4	676	382	1170	630	578	1244	689	450	1202
"MA"	2008	"Middleborough"		"5"	4	1068	736	1969	929	1091	2059	1036	913	2020
"MA"	2008	"Middleborough"		"6"	4	845	510	1480	680	851	1565	794	643	1511
"MA"	2008	"Middlefield"		"1"	1	212	82	294	194	98	298	194	80	297
"MA"	2008	"Middleton"		"1"	6	1413	849	2262	1043	1272	2356	1233	1023	2319
"MA"	2008	"Middleton"		"2"	6	1179	700	1879	939	994	1960	1035	820	1906
"MA"	2008	"Milford"		"1"	2	998		1016	770	539	1346	833	429	1308
"MA"	2008	"Milford"		"2"	2	1344		1344	1022	733	1788	1129	568	1747
"MA"	2008	"Milford"		"3"	2	1150		1168	952	584	1573	991	484	1534
"MA"	2008	"Milford"		"4"	2	1047		1061	906	532	1465	938	423	1409
"MA"	2008	"Milford"		"5"	2	1507		1545	1174	880	2105	1240	738	2036
"MA"	2008	"Milford"		"6"	2	1386		1416	1099	729	1876	1155	604	1808
"MA"	2008	"Milford"		"7"	2	1536		1569	1150	961	2163	1234	801	2099
"MA"	2008	"Millbury"		"1"	2	1154		1163	855	648	1551	938	508	1512
"MA"	2008	"Millbury"		"2"	2	1419		1427	964	992	1989	1097	815	1967
"MA"	2008	"Millbury"		"3"	2	1068		1077	727	729	1502	819	588	1462
"MA"	2008	"Millbury"		"4"	2	1179		1179	894	627	1566	958	527	1544
"MA"	2008	"Millis"		"1"	4	743	503	1327	738	626	1395	817	504	1366
"MA"	2008	"Millis"		"2"	4	811	533	1427	811	661	1494	841	571	1461
"MA"	2008	"Millis"		"3"	4	916	581	1586	945	709	1684	965	616	1631
"MA"	2008	"Millville"		"1"	2	1144		1145	733	772	1534	873	565	1496
"MA"	2008	"Milton"		"1"	9	972		978	1014	168	1203	1012	140	1177
"MA"	2008	"Milton"		"10"	9	1122		1146	854	679	1556	871	581	1491
"MA"	2008	"Milton"		"11"	9	1119		1132	1088	379	1486	1069	341	1443
"MA"	2008	"Milton"		"2"	9	1028		1045	1058	339	1418	1044	310	1379
"MA"	2008	"Milton"		"3"	9	1042		1065	965	436	1427	959	389	1376
"MA"	2008	"Milton"		"4"	9	1077		1088	838	480	1343	925	338	1294
"MA"	2008	"Milton"		"5"	9	890		897	700	490	1217	736	409	1173
"MA"	2008	"Milton"		"6"	9	1162		1178	787	710	1518	863	561	1468
"MA"	2008	"Milton"		"7"	9	1116		1123	720	634	1389	834	474	1335
"MA"	2008	"Milton"		"8"	9	1136		1152	785	695	1510	877	530	1444
"MA"	2008	"Milton"		"9"	9	1038		1049	677	743	1443	764	603	1389
"MA"	2008	"Monroe"		"1"	1	41	17	58	40	19	59	38	21	59
"MA"	2008	"Monson"		"A"	2	1052		1079	739	578	1358	803	454	1325
"MA"	2008	"Monson"		"B"	2	1193		1213	835	695	1586	889	562	1534
"MA"	2008	"Monson"		"C"	2	1167		1184	844	658	1539	901	511	1491
"MA"	2008	"Montague"		"1"	1	809	124	934	750	173	951	759	138	940
"MA"	2008	"Montague"		"2"	1	584	135	719	550	157	736	552	129	724
"MA"	2008	"Montague"		"3"	1	600	148	748	530	229	778	581	148	761
"MA"	2008	"Montague"		"4"	1	584	154	738	551	183	749	563	154	738
"MA"	2008	"Montague"		"5"	1	401	69	470	394	68	484	383	48	473
"MA"	2008	"Montague"		"6"	1	530	119	649	486	157	658	492	124	650
"MA"	2008	"Monterey"		"1"	1	450	107	558	464	109	586	445	103	569
"MA"	2008	"Montgomery"		"1"	1	291	204	495	236	257	509	232	223	497
"MA"	2008	"Mount Washington"		"1"	1	91	22	113	91	21	117	93	20	116
"MA"	2008	"N. Adams"	"1"	"1"	1	981	172	1154	900	232	1171	957	166	1157
"MA"	2008	"N. Adams"	"2"	"2"	1	1062	193	1255	968	271	1276	1024	181	1256
"MA"	2008	"N. Adams"	"3"	"3"	1	832	142	974	794	171	995	821	119	986
"MA"	2008	"N. Adams"	"4"	"4"	1	1092	239	1332	1031	310	1373	1069	231	1347
"MA"	2008	"N. Adams"	"5"	"5"	1	915	128	1045	826	219	1080	893	116	1046
"MA"	2008	"N. Andover"		"1"	6	1087	524	1614	941	736	1712	1055	596	1687
"MA"	2008	"N. Andover"		"2"	6	1118	568	1687	955	768	1758	998	681	1730
"MA"	2008	"N. Andover"		"3"	6	1223	618	1842	1103	807	1937	1164	672	1903
"MA"	2008	"N. Andover"		"4"	6	1213	804	2018	1108	983	2126	1148	893	2083
"MA"	2008	"N. Andover"		"5"	6	602	301	903	532	393	936	560	344	922
"MA"	2008	"N. Andover"		"6"	6	1106	990	2097	993	1174	2205	1035	1057	2153
"MA"	2008	"N. Andover"		"7"	6	1234	875	2110	1179	1034	2244	1230	913	2195
"MA"	2008	"N. Andover"		"8"	6	1079	862	1941	966	1044	2027	1066	885	2001
"MA"	2008	"N. Attleborough"		"1"	3	792		798	549	435	1016	615	330	987
"MA"	2008	"N. Attleborough"		"2"	3	1026		1039	731	629	1387	830	457	1339
"MA"	2008	"N. Attleborough"		"3"	3	1463		1489	961	1094	2105	1089	897	2048
"MA"	2008	"N. Attleborough"		"4"	3	952		959	697	495	1232	751	397	1208
"MA"	2008	"N. Attleborough"		"5"	3	953		965	652	610	1291	732	474	1252
"MA"	2008	"N. Attleborough"		"6"	3	1161		1183	782	806	1621	870	657	1568
"MA"	2008	"N. Attleborough"		"7"	3	1333		1344	911	839	1786	982	695	1737
"MA"	2008	"N. Attleborough"		"8"	3	1460		1473	993	985	2015	1111	790	1964
"MA"	2008	"N. Attleborough"		"9"	3	1226		1240	823	820	1681	937	643	1637
"MA"	2008	"N. Brookfield"		"1"	2	1709		1716	1091	1224	2380	1231	974	2320
"MA"	2008	"N. Reading"		"1"	6	1334	853	2187	1046	1238	2327	1189	1044	2275
"MA"	2008	"N. Reading"		"2"	6	1220	586	1806	957	932	1914	1079	746	1877
"MA"	2008	"N. Reading"		"3"	6	1242	613	1856	974	983	1992	1119	762	1934
"MA"	2008	"N. Reading"		"4"	6	1400	661	2061	1079	1080	2191	1248	843	2140
"MA"	2008	"Nahant"		"1"	6	1680	526	2207	1343	887	2282	1464	697	2245
"MA"	2008	"Nantucket"		"1"	10	4785		4895	4073	1863	6052	3991	1717	5916
"MA"	2008	"Natick"		"1"	7	969	297	1268	979	369	1373	976	324	1340
"MA"	2008	"Natick"		"10"	7	1348	657	2008	1315	792	2158	1310	739	2104
"MA"	2008	"Natick"		"2"	7	1203	499	1706	1128	630	1794	1148	574	1768
"MA"	2008	"Natick"		"3"	7	1247	484	1734	1111	671	1830	1194	561	1791
"MA"	2008	"Natick"		"4"	7	1064	401	1466	1037	464	1546	1035	423	1512
"MA"	2008	"Natick"		"5"	7	1147	493	1642	1052	670	1759	1076	582	1708
"MA"	2008	"Natick"		"6"	7	1233	503	1737	1145	640	1834	1146	590	1787
"MA"	2008	"Natick"		"7"	7	1375	501	1879	1328	623	1990	1310	580	1945
"MA"	2008	"Natick"		"8"	7	1169	407	1578	1152	512	1704	1136	459	1655
"MA"	2008	"Natick"		"9"	7	1222	529	1754	1159	679	1870	1178	592	1825
"MA"	2008	"Needham"		"A"	9	1161		1182	1012	531	1571	1042	440	1529
"MA"	2008	"Needham"		"B"	9	1125		1148	1045	602	1669	1055	525	1619
"MA"	2008	"Needham"		"C"	9	1128		1147	1082	511	1616	1062	482	1580
"MA"	2008	"Needham"		"D"	9	1141		1157	1071	542	1630	1078	493	1594
"MA"	2008	"Needham"		"E"	9	1270		1299	1175	622	1833	1185	557	1789
"MA"	2008	"Needham"		"F"	9	1311		1328	1253	541	1823	1234	502	1773
"MA"	2008	"Needham"		"G"	9	1276		1307	1181	581	1784	1169	540	1746
"MA"	2008	"Needham"		"H"	9	1331		1358	1156	668	1855	1182	594	1825
"MA"	2008	"Needham"		"I"	9	1379		1395	1286	565	1881	1278	525	1831
"MA"	2008	"Needham"		"J"	9	1133		1149	1070	489	1579	1067	444	1537
"MA"	2008	"New Ashford"		"1"	1	108	32	140	96	40	145	102	33	143
"MA"	2008	"New Bedford"	"1"	"A"	4	718	217	1022	690	348	1065	732	258	1039
"MA"	2008	"New Bedford"	"1"	"B"	4	852	248	1196	795	404	1235	877	303	1216
"MA"	2008	"New Bedford"	"1"	"C"	4	618	188	881	601	297	919	631	220	884
"MA"	2008	"New Bedford"	"1"	"D"	4	816	210	1143	807	361	1197	869	261	1170
"MA"	2008	"New Bedford"	"1"	"E"	4	848	187	1115	850	288	1158	878	212	1117
"MA"	2008	"New Bedford"	"1"	"F"	4	700	227	1025	642	398	1062	726	285	1041
"MA"	2008	"New Bedford"	"1"	"G"	4	711	209	1011	700	332	1055	743	252	1027
"MA"	2008	"New Bedford"	"2"	"A"	4	244	42	311	244	71	329	248	48	310
"MA"	2008	"New Bedford"	"2"	"B"	4	446	64	565	479	101	597	460	86	570
"MA"	2008	"New Bedford"	"2"	"C"	4	504	78	636	486	156	665	523	92	639
"MA"	2008	"New Bedford"	"2"	"D"	4	529	111	691	521	189	733	550	139	710
"MA"	2008	"New Bedford"	"2"	"E"	4	618	152	851	604	261	884	676	161	869
"MA"	2008	"New Bedford"	"2"	"F"	4	527	66	631	507	136	666	536	82	641
"MA"	2008	"New Bedford"	"2"	"G"	4	643	144	864	624	252	896	672	172	872
"MA"	2008	"New Bedford"	"3"	"A"	4	272	38	332	271	71	347	281	48	338
"MA"	2008	"New Bedford"	"3"	"B"	4	488	85	625	474	140	637	499	110	633
"MA"	2008	"New Bedford"	"3"	"C"	4	392	90	530	400	138	553	399	104	535
"MA"	2008	"New Bedford"	"3"	"D"	4	428	77	550	454	122	586	456	84	558
"MA"	2008	"New Bedford"	"3"	"E"	4	684	138	902	679	253	951	677	216	921
"MA"	2008	"New Bedford"	"3"	"F"	4	694	126	901	667	249	942	703	182	910
"MA"	2008	"New Bedford"	"3"	"G"	4	624	150	825	642	220	875	652	160	832
"MA"	2008	"New Bedford"	"4"	"A"	4	500	40	585	583	50	646	532	49	596
"MA"	2008	"New Bedford"	"4"	"B"	4	609	42	684	645	68	727	621	58	694
"MA"	2008	"New Bedford"	"4"	"C"	4	731	87	872	773	111	903	724	111	873
"MA"	2008	"New Bedford"	"4"	"D"	4	537	72	641	537	117	670	535	91	646
"MA"	2008	"New Bedford"	"4"	"E"	4	620	99	778	647	146	810	625	122	776
"MA"	2008	"New Bedford"	"4"	"F"	4	596	116	774	628	163	812	608	137	776
"MA"	2008	"New Bedford"	"4"	"G"	4	721	69	848	749	117	881	750	85	857
"MA"	2008	"New Bedford"	"5"	"A"	4	469	63	569	461	120	591	481	71	569
