state	year	town	ward	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv
"MA"	2008	"Westfield"	"2"	"A"	1	660	222	883	602	292	921	614	217	886
"MA"	2008	"Westfield"	"2"	"B"	1	904	458	1364	751	600	1400	797	503	1362
"MA"	2008	"Westfield"	"3"	"A"	1	610	212	822	533	289	847	578	201	831
"MA"	2008	"Westfield"	"3"	"B"	1	969	468	1438	866	563	1483	885	469	1440
"MA"	2008	"Westfield"	"4"	"A"	1	571	331	902	528	390	935	539	330	909
"MA"	2008	"Westfield"	"4"	"B"	1	1150	740	1890	981	913	1934	1045	755	1887
"MA"	2008	"Westfield"	"5"	"A"	1	998	683	1682	847	811	1717	891	717	1683
"MA"	2008	"Westfield"	"5"	"B"	1	1097	792	1890	918	999	1962	1008	827	1906
"MA"	2008	"Westfield"	"6"	"A"	1	1020	632	1652	845	798	1680	919	639	1659
"MA"	2008	"Westfield"	"6"	"B"	1	837	550	1387	726	667	1432	797	540	1403
"MA"	2008	"Westford"		"1"	5	1433		1458	1069	915	2022	1053	853	1967
"MA"	2008	"Westford"		"2"	5	1503		1523	1083	864	1993	1119	784	1948
"MA"	2008	"Westford"		"3"	5	1614		1630	1143	966	2154	1159	893	2111
"MA"	2008	"Westford"		"4"	5	1622		1646	1207	883	2127	1214	813	2093
"MA"	2008	"Westford"		"5"	5	1702		1718	1249	964	2250	1282	870	2206
"MA"	2008	"Westford"		"6"	5	1478		1499	1044	909	1994	1077	804	1947
"MA"	2008	"Westhampton"		"1"	1	746	332	1078	681	414	1107	695	326	1082
"MA"	2008	"Westminster"		"1"	1	1339	749	2088	1098	1001	2181	1150	923	2146
"MA"	2008	"Westminster"		"2"	1	1254	741	1995	1046	991	2096	1098	890	2049
"MA"	2008	"Weston"		"1"	7	1114	617	1733	1134	639	1809	1104	639	1780
"MA"	2008	"Weston"		"2"	7	900	559	1463	913	588	1537	902	562	1514
"MA"	2008	"Weston"		"3"	7	874	561	1437	897	599	1525	853	604	1497
"MA"	2008	"Weston"		"4"	7	941	575	1519	958	620	1606	919	606	1564
"MA"	2008	"Westport"		"A"	4	1129	364	1616	1078	561	1676	1188	383	1641
"MA"	2008	"Westport"		"B"	4	1220	580	1907	1141	782	1960	1223	632	1921
"MA"	2008	"Westport"		"C"	4	967	300	1381	926	461	1423	996	318	1382
"MA"	2008	"Westport"		"D"	4	979	387	1482	976	542	1546	1006	410	1492
"MA"	2008	"Westport"		"E"	4	1241	517	1898	1198	741	1965	1262	585	1917
"MA"	2008	"Westwood"		"1"	9	1575		1598	1193	984	2226	1209	907	2178
"MA"	2008	"Westwood"		"2"	9	1557		1585	1212	977	2235	1245	867	2172
"MA"	2008	"Westwood"		"3"	9	1538		1561	1207	965	2205	1268	828	2144
"MA"	2008	"Westwood"		"4"	9	1445		1484	952	1059	2061	1070	866	1999
"MA"	2008	"Weymouth"		"1"	10	1135		1152	796	597	1423	897	455	1388
"MA"	2008	"Weymouth"		"10"	10	927		932	639	488	1152	696	379	1120
"MA"	2008	"Weymouth"		"11"	10	1257		1283	828	741	1616	954	588	1595
"MA"	2008	"Weymouth"		"12"	10	1332		1346	861	808	1709	982	643	1665
"MA"	2008	"Weymouth"		"13"	10	1011		1026	756	492	1278	819	397	1247
"MA"	2008	"Weymouth"		"14"	10	1109		1124	789	576	1397	867	460	1364
"MA"	2008	"Weymouth"		"15"	10	1325		1338	866	780	1681	1001	605	1641
"MA"	2008	"Weymouth"		"16"	10	1347		1368	869	873	1784	1008	675	1727
"MA"	2008	"Weymouth"		"17"	10	1026		1043	727	527	1296	804	416	1256
"MA"	2008	"Weymouth"		"18"	10	1173		1195	763	780	1580	894	624	1552
"MA"	2008	"Weymouth"		"2"	10	1235		1255	872	695	1608	938	573	1560
"MA"	2008	"Weymouth"		"3"	10	1294		1313	818	813	1675	995	600	1635
"MA"	2008	"Weymouth"		"4"	10	1207		1253	797	774	1619	924	620	1593
"MA"	2008	"Weymouth"		"5"	10	1019		1034	781	499	1311	827	410	1279
"MA"	2008	"Weymouth"		"6"	10	1351		1370	947	777	1758	1034	627	1718
"MA"	2008	"Weymouth"		"7"	10	1328		1346	904	781	1729	1002	629	1682
"MA"	2008	"Weymouth"		"8"	10	1161		1178	834	590	1450	926	440	1421
"MA"	2008	"Weymouth"		"9"	10	1305		1319	880	767	1691	1010	615	1662
"MA"	2008	"Whately"		"1"	1	713	252	967	660	290	983	675	246	977
"MA"	2008	"Whitman"		"1"	9	1530		1553	967	890	1901	1110	681	1857
"MA"	2008	"Whitman"		"2"	9	1349		1360	826	887	1748	966	710	1721
"MA"	2008	"Whitman"		"3"	9	1389		1408	833	893	1763	976	698	1743
"MA"	2008	"Whitman"		"4"	9	1373		1392	878	861	1778	1002	692	1732
"MA"	2008	"Wilbraham"		"A"	2	1605		1632	1065	944	2065	1181	743	2014
"MA"	2008	"Wilbraham"		"B"	2	1618		1661	1034	1011	2090	1126	807	2044
"MA"	2008	"Wilbraham"		"C"	2	1578		1615	1017	1045	2107	1061	898	2053
"MA"	2008	"Wilbraham"		"D"	2	1682		1711	1114	1062	2220	1135	915	2145
"MA"	2008	"Williamsburg"		"1"	1	1341	301	1643	1309	331	1694	1257	318	1652
"MA"	2008	"Williamstown"		"1"	1	1213	324	1540	1202	352	1577	1193	332	1554
"MA"	2008	"Williamstown"		"2"	1	472	61	535	488	58	559	482	54	546
"MA"	2008	"Williamstown"		"3"	1	1315	244	1561	1267	297	1589	1264	243	1561
"MA"	2008	"Wilmington"		"1"	6	1208	562	1774	940	933	1912	1085	716	1859
"MA"	2008	"Wilmington"		"2"	6	1208	622	1833	951	995	1982	1088	784	1927
"MA"	2008	"Wilmington"		"3"	6	1262	657	1923	972	1038	2056	1114	822	2007
"MA"	2008	"Wilmington"		"4"	6	1208	660	1869	935	1037	2007	1054	840	1956
"MA"	2008	"Wilmington"		"5"	6	1368	632	2002	1076	1011	2136	1214	802	2078
"MA"	2008	"Wilmington"		"6"	6	1189	575	1767	938	909	1885	1054	742	1848
"MA"	2008	"Winchendon"		"1"	1	851	383	1234	705	547	1289	773	424	1262
"MA"	2008	"Winchendon"		"2"	1	1044	522	1566	847	730	1634	883	635	1603
"MA"	2008	"Winchendon"		"3"	1	856	438	1294	742	589	1360	759	501	1327
"MA"	2008	"Winchester"		"1"	7	1047	435	1483	982	567	1563	994	514	1536
"MA"	2008	"Winchester"		"2"	7	797	343	1140	724	469	1223	768	382	1180
"MA"	2008	"Winchester"		"3"	7	1181	437	1618	1171	508	1702	1093	504	1655
"MA"	2008	"Winchester"		"4"	7	1103	504	1609	1034	662	1718	1035	609	1675
"MA"	2008	"Winchester"		"5"	7	945	558	1505	850	732	1608	902	637	1565
"MA"	2008	"Winchester"		"6"	7	896	594	1491	816	754	1592	810	708	1553
"MA"	2008	"Winchester"		"7"	7	964	565	1530	949	648	1620	895	634	1567
"MA"	2008	"Winchester"		"8"	7	935	371	1306	855	506	1384	886	429	1363
"MA"	2008	"Windsor"		"1"	1	418	125	543	398	142	554	398	118	548
"MA"	2008	"Winthrop"		"1"	7	1028	350	1379	838	649	1522	911	471	1436
"MA"	2008	"Winthrop"		"2"	7	1100	395	1495	884	704	1625	1000	525	1571
"MA"	2008	"Winthrop"		"3"	7	1046	312	1360	873	532	1438	937	420	1404
"MA"	2008	"Winthrop"		"4"	7	1063	330	1396	913	551	1497	972	438	1445
"MA"	2008	"Winthrop"		"5"	7	1087	373	1461	896	654	1578	974	496	1518
"MA"	2008	"Winthrop"		"6"	7	1028	303	1335	880	494	1418	940	375	1375
"MA"	2008	"Woburn"	"1"	"1"	7	863	318	1181	683	528	1230	755	422	1214
"MA"	2008	"Woburn"	"1"	"2"	7	1012	353	1368	818	590	1433	896	448	1397
"MA"	2008	"Woburn"	"2"	"1"	7	968	314	1285	783	555	1368	873	418	1336
"MA"	2008	"Woburn"	"2"	"2"	7	629	224	853	542	340	904	593	256	876
"MA"	2008	"Woburn"	"3"	"1"	7	883	380	1263	714	618	1354	790	487	1319
"MA"	2008	"Woburn"	"3"	"2"	7	1043	424	1467	827	679	1538	895	561	1497
"MA"	2008	"Woburn"	"4"	"1"	7	1082	441	1524	804	777	1617	895	636	1576
"MA"	2008	"Woburn"	"4"	"2"	7	800	303	1105	639	498	1165	691	403	1135
"MA"	2008	"Woburn"	"5"	"1"	7	1012	394	1406	887	623	1529	962	475	1476
"MA"	2008	"Woburn"	"5"	"2"	7	976	389	1365	750	668	1454	860	509	1414
"MA"	2008	"Woburn"	"6"	"1"	7	744	287	1031	616	451	1096	680	361	1077
"MA"	2008	"Woburn"	"6"	"2"	7	874	359	1233	685	624	1333	807	429	1285
"MA"	2008	"Woburn"	"7"	"1"	7	996	481	1477	760	767	1547	853	611	1513
"MA"	2008	"Woburn"	"7"	"2"	7	974	458	1432	729	748	1507	837	581	1448
"MA"	2008	"Worcester"	"1"	"1"	3	1532		1566	1269	666	1990	1275	583	1923
"MA"	2008	"Worcester"	"1"	"2"	3	1602		1639	1254	779	2072	1297	652	2013
"MA"	2008	"Worcester"	"1"	"3"	3	952		981	745	524	1292	747	470	1260
"MA"	2008	"Worcester"	"1"	"4"	3	1405		1443	1186	536	1759	1182	463	1702
"MA"	2008	"Worcester"	"1"	"5"	3	1445		1491	1100	675	1826	1153	543	1767
"MA"	2008	"Worcester"	"10"	"1"	3	695		717	625	205	876	627	160	841
"MA"	2008	"Worcester"	"10"	"2"	3	604		620	586	141	748	550	126	721
"MA"	2008	"Worcester"	"10"	"3"	3	671		685	691	146	857	672	91	800
"MA"	2008	"Worcester"	"10"	"4"	3	460		466	466	73	554	448	54	519
"MA"	2008	"Worcester"	"10"	"5"	3	528		536	654	95	761	553	60	635
"MA"	2008	"Worcester"	"2"	"1"	3	1296		1321	1055	542	1625	1070	444	1568
"MA"	2008	"Worcester"	"2"	"2"	3	1327		1360	1028	564	1634	1043	482	1577
"MA"	2008	"Worcester"	"2"	"3"	3	1274		1306	970	568	1583	1013	458	1532
"MA"	2008	"Worcester"	"2"	"4"	3	1190		1205	1080	326	1430	1082	262	1375
"MA"	2008	"Worcester"	"2"	"5"	3	600		612	685	95	791	607	60	690
"MA"	2008	"Worcester"	"3"	"1"	3	1217		1241	996	493	1518	1013	414	1484
"MA"	2008	"Worcester"	"3"	"2"	3	484		494	444	149	610	436	122	584
"MA"	2008	"Worcester"	"3"	"3"	3	863		885	717	311	1059	744	248	1024
"MA"	2008	"Worcester"	"3"	"4"	3	595		614	589	137	746	570	112	710
"MA"	2008	"Worcester"	"3"	"5"	3	1234		1253	1027	451	1513	1082	311	1451
"MA"	2008	"Worcester"	"4"	"1"	3	629		645	584	172	779	582	125	736
"MA"	2008	"Worcester"	"4"	"2"	3	920		931	750	350	1136	791	258	1090
"MA"	2008	"Worcester"	"4"	"3"	3	627		641	656	106	782	614	76	721
"MA"	2008	"Worcester"	"4"	"4"	3	912		933	750	402	1183	784	289	1127
"MA"	2008	"Worcester"	"4"	"5"	3	1098		1111	885	455	1380	928	336	1320
"MA"	2008	"Worcester"	"5"	"1"	3	821		836	698	265	996	722	190	948
"MA"	2008	"Worcester"	"5"	"2"	3	1124		1139	865	464	1365	929	313	1323
"MA"	2008	"Worcester"	"5"	"3"	3	1315		1342	997	678	1724	1079	512	1649
"MA"	2008	"Worcester"	"5"	"4"	3	1280		1309	976	618	1630	1039	491	1598
"MA"	2008	"Worcester"	"5"	"5"	3	1213		1244	970	535	1546	1055	387	1487
"MA"	2008	"Worcester"	"6"	"1"	3	608		614	540	148	701	549	104	681
"MA"	2008	"Worcester"	"6"	"2"	3	783		796	633	266	922	683	179	900
"MA"	2008	"Worcester"	"6"	"3"	3	796		818	694	265	988	729	198	963
"MA"	2008	"Worcester"	"6"	"4"	3	401		410	331	165	510	346	122	489
"MA"	2008	"Worcester"	"6"	"5"	3	1035		1054	868	438	1345	855	338	1254
"MA"	2008	"Worcester"	"7"	"1"	3	1263		1284	1041	457	1541	1080	369	1486
"MA"	2008	"Worcester"	"7"	"2"	3	838		859	725	300	1054	752	218	1015
"MA"	2008	"Worcester"	"7"	"3"	3	1143		1163	955	434	1414	1004	314	1365
"MA"	2008	"Worcester"	"7"	"4"	3	1101		1127	864	490	1391	915	369	1332
"MA"	2008	"Worcester"	"7"	"5"	3	1229		1253	952	536	1524	1029	408	1488
"MA"	2008	"Worcester"	"8"	"1"	3	623		628	548	177	764	558	133	721
"MA"	2008	"Worcester"	"8"	"2"	3	613		625	570	141	725	573	91	684
"MA"	2008	"Worcester"	"8"	"3"	3	533		542	525	86	630	514	65	599
"MA"	2008	"Worcester"	"8"	"4"	3	814		827	722	214	961	747	121	908
"MA"	2008	"Worcester"	"8"	"5"	3	691		709	565	251	836	582	167	791
"MA"	2008	"Worcester"	"9"	"1"	3	1154		1187	978	437	1446	1020	322	1396
"MA"	2008	"Worcester"	"9"	"2"	3	1198		1231	1060	404	1507	1060	329	1444
"MA"	2008	"Worcester"	"9"	"3"	3	1324		1345	1104	496	1642	1132	388	1575
"MA"	2008	"Worcester"	"9"	"4"	3	1396		1430	1139	603	1785	1163	499	1713
"MA"	2008	"Worcester"	"9"	"5"	3	1512		1551	1240	645	1923	1271	553	1862
"MA"	2008	"Worthington"		"1"	1	522	216	738	510	222	754	476	208	744
"MA"	2008	"Wrentham"		"1"	3	1308		1339	909	945	1910	1013	797	1873
"MA"	2008	"Wrentham"		"2"	3	1702		1747	1137	1333	2526	1256	1118	2462
"MA"	2008	"Wrentham"		"3"	3	1237		1268	865	795	1708	1021	609	1680
"MA"	2008	"Yarmouth"		"1"	10	1660		1673	1187	906	2133	1130	916	2096
"MA"	2008	"Yarmouth"		"2"	10	1675		1687	1147	1068	2261	1131	1051	2216
"MA"	2008	"Yarmouth"		"3"	10	1205		1217	842	676	1545	803	684	1525
"MA"	2008	"Yarmouth"		"4"	10	1528		1545	1078	851	1978	1036	880	1947
"MA"	2008	"Yarmouth"		"5"	10	1439		1453	988	816	1838	987	785	1804
"MA"	2008	"Yarmouth"		"6"	10	1345		1360	949	717	1704	925	723	1682
"MA"	2008	"Yarmouth"		"7"	10	1899		1917	1356	1153	2544	1248	1204	2498
