state	year	county	precinct	cd	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"AR"	2004	"Lonoke County"	"Cleveland / Prairie / Totten Townships"	1	110	247	364	169	195	364	229	131	360
"AR"	2004	"Lonoke County"	"Dortch/walls/williams Townships"	1	70	106	177	104	77	181	115	63	178
"AR"	2004	"Lonoke County"	"Eagle Township"	1	121	339	465	201	257	458	233	220	453
"AR"	2004	"Lonoke County"	"Early"	1	1177	2329	3526	1694	1815	3513	1776	1656	3432
"AR"	2004	"Lonoke County"	"England City - Ward 1/ 2 Gumwood Township"	1	278	376	660	444	209	654	511	131	642
"AR"	2004	"Lonoke County"	"England City - Ward 3/4"	1	282	131	417	325	88	413	339	69	408
"AR"	2004	"Lonoke County"	"Fletcher/crooked Creek Townships/humnoke City/allport City"	1	108	205	314	146	164	311	169	137	306
"AR"	2004	"Lonoke County"	"Furlow Township"	1	140	165	306	181	120	301	189	101	290
"AR"	2004	"Lonoke County"	"Goodrum Township"	1	225	586	820	343	467	811	450	388	838
"AR"	2004	"Lonoke County"	"Gray Township"	1	291	548	854	395	454	850	448	384	832
"AR"	2004	"Lonoke County"	"Hamilton / Isbell Townships"	1	24	74	99	38	63	101	57	43	100
"AR"	2004	"Lonoke County"	"Indian Bayou / Coy City"	1	36	57	93	58	36	94	63	24	87
"AR"	2004	"Lonoke County"	"Lafayette Township / Keo City"	1	45	96	141	84	54	140	89	47	136
"AR"	2004	"Lonoke County"	"Lonoke City - Districts 1, 2, 3 & 5"	1	225	194	420	278	144	422	315	97	412
"AR"	2004	"Lonoke County"	"Lonoke City - Districts 4 & 8"	1	145	241	387	223	160	383	261	118	379
"AR"	2004	"Lonoke County"	"Lonoke City - Districts 6 & 7"	1	175	106	282	191	93	285	203	74	277
"AR"	2004	"Lonoke County"	"Lonoke Township"	1	83	153	238	139	98	237	168	66	234
"AR"	2004	"Lonoke County"	"Magness Township"	1	201	433	644	278	358	636	319	312	631
"AR"	2004	"Lonoke County"	"Oak Grove Township"	1	343	833	1188	498	680	1178	600	561	1161
"AR"	2004	"Lonoke County"	"Pettus / Richwood Townships"	1	33	52	86	61	29	90	78	10	88
"AR"	2004	"Lonoke County"	"Pulaski Township"	1	127	20	147	128	25	153	134	14	148
"AR"	2004	"Lonoke County"	"Ward City - Ward 1"	1	112	139	253	150	104	254	159	94	253
"AR"	2004	"Lonoke County"	"Ward City - Ward 2"	1	123	224	354	170	180	350	195	146	341
"AR"	2004	"Lonoke County"	"Ward City - Ward 3"	1	60	159	223	80	140	220	100	118	218
"AR"	2004	"Lonoke County"	"Ward Township"	1	101	179	281	137	142	279	154	123	277
"AR"	2004	"Lonoke County"	"York Township"	1	201	384	586	290	292	582	300	269	569
"AR"	2004	"Madison County"	"01 Alabam"	3	155	257	418	198	219	417	183	226	416
"AR"	2004	"Madison County"	"02 Bohannan"	3	40	102	144	47	97	144	47	96	145
"AR"	2004	"Madison County"	"03 Boston"	3	48	41	91	60	36	96	55	29	93
"AR"	2004	"Madison County"	"04 Bowen"	3	45	99	147	57	90	147	54	91	148
"AR"	2004	"Madison County"	"05 California"	3	118	271	399	180	218	398	153	234	396
"AR"	2004	"Madison County"	"06 Hilburn"	3	63	80	149	73	76	149	84	61	147
"AR"	2004	"Madison County"	"07 Japton"	3	23	133	156	29	124	153	36	112	153
"AR"	2004	"Madison County"	"08 Kentucky"	3	56	51	108	59	49	108	60	46	108
"AR"	2004	"Madison County"	"09 Kings River"	3	130	187	320	159	157	316	156	149	314
"AR"	2004	"Madison County"	"10 Lamar"	3	103	218	328	126	205	331	133	185	329
"AR"	2004	"Madison County"	"11 Lincoln"	3	52	47	102	49	52	101	53	45	101
"AR"	2004	"Madison County"	"12 Marble"	3	46	105	155	66	92	158	61	87	155
"AR"	2004	"Madison County"	"13 Mill Creek"	3	106	95	203	119	82	201	124	79	205
"AR"	2004	"Madison County"	"14 Prairie"	3	154	369	532	224	315	539	213	318	540
"AR"	2004	"Madison County"	"15 Purdy"	3	40	69	112	60	51	111	56	57	114
"AR"	2004	"Madison County"	"16 Richland"	3	20	108	129	26	104	130	29	101	132
"AR"	2004	"Madison County"	"17 Valley"	3	143	126	270	166	103	269	166	99	270
"AR"	2004	"Madison County"	"18 Venus"	3	19	73	95	17	74	91	19	67	92
"AR"	2004	"Madison County"	"19 War Eagle 1"	3	66	174	241	98	142	240	76	162	239
"AR"	2004	"Madison County"	"20 War Eagle 2"	3	55	126	182	74	108	182	59	120	182
"AR"	2004	"Madison County"	"21 Ward 1"	3	22	27	50	24	26	50	28	21	50
"AR"	2004	"Madison County"	"22 Ward 2"	3	48	69	120	61	61	122	57	63	122
"AR"	2004	"Madison County"	"23 Ward 3"	3	45	98	144	52	92	144	48	94	143
"AR"	2004	"Madison County"	"24 Ward 4"	3	39	58	97	41	53	94	38	54	94
"AR"	2004	"Madison County"	"25 Wharton"	3	50	111	163	54	109	163	55	100	161
"AR"	2004	"Madison County"	"26 White River"	3	49	51	102	55	47	102	63	37	103
"AR"	2004	"Madison County"	"Early & Absentee"	3	685	726	1424	837	581	1418	747	632	1414
"AR"	2004	"Madison County"	"Overseas Absentees"	3	1	2	3	1	1	2	1	1	2
"AR"	2004	"Marion County"	"Absentee And Early Voting (courthouse)"	3	879	1280	2189	1028	1089	2117	885	1207	2124
"AR"	2004	"Marion County"	"American Legion Hut, Yellville"	3	197	289	501	185	235	420	167	232	414
"AR"	2004	"Marion County"	"Bruno Fire House"	3	74	81	160	72	75	147	62	71	139
"AR"	2004	"Marion County"	"Bull Shoals Community Bldg"	3	284	413	717	317	301	618	204	366	580
"AR"	2004	"Marion County"	"Eros Community Center"	3	56	110	166	58	87	145	49	92	150
"AR"	2004	"Marion County"	"Fairview Fire House"	3	42	136	181	51	107	158	27	120	150
"AR"	2004	"Marion County"	"Flippin City Hall"	3	124	266	394	158	191	349	121	201	336
"AR"	2004	"Marion County"	"Flippin School"	3	50	161	213	62	127	189	70	137	208
"AR"	2004	"Marion County"	"Lakeway Fire House"	3	125	184	317	126	133	259	119	133	262
"AR"	2004	"Marion County"	"Lazy Acres Fire Dept"	3	36	48	86	33	37	70	27	38	65
"AR"	2004	"Marion County"	"Oakland Community Bldg"	3	118	119	244	107	97	204	94	107	205
"AR"	2004	"Marion County"	"Peel Fire House"	3	151	158	315	155	115	270	111	151	269
"AR"	2004	"Marion County"	"Promiseland Bible Church"	3	34	46	81	34	31	65	22	36	62
"AR"	2004	"Marion County"	"Pyatt Fire House"	3	73	158	241	91	130	221	83	135	221
"AR"	2004	"Marion County"	"Ralph Fire House"	3	158	258	427	161	200	361	137	206	353
"AR"	2004	"Marion County"	"Rea Valley Fire House"	3	117	267	391	149	195	344	104	204	310
"AR"	2004	"Marion County"	"Yellville Nursing Home"	3	84	153	244	99	112	211	75	129	215
"AR"	2004	"Miller County"	"01 Bradfield"	4	148	105	257	177	76	253			
"AR"	2004	"Miller County"	"02 College Hill Middle School"	4	199	114	318	238	79	317			
"AR"	2004	"Miller County"	"03 College Hill Elem"	4	126	86	214	156	57	213			
"AR"	2004	"Miller County"	"04 Washington"	4	365	22	389	373	15	388			
"AR"	2004	"Miller County"	"05 Ozan Inghram"	4	189	65	255	201	53	254			
"AR"	2004	"Miller County"	"06 Sandflat"	4	196	85	284	220	64	284			
"AR"	2004	"Miller County"	"07 Fairview"	4	153	210	368	199	167	366			
"AR"	2004	"Miller County"	"08 Hickory St"	4	170	228	404	230	172	402			
"AR"	2004	"Miller County"	"09 Ar High"	4	126	167	295	169	126	295			
"AR"	2004	"Miller County"	"10 Ar Blvd"	4	166	226	396	218	173	391			
"AR"	2004	"Miller County"	"11 Nh Jr Hi"	4	438	542	984	566	416	982			
"AR"	2004	"Miller County"	"12 Trice"	4	265	400	670	358	304	662			
"AR"	2004	"Miller County"	"13 Fouke"	4	336	701	1043	439	599	1038			
"AR"	2004	"Miller County"	"14 Ft. Lynn"	4	40	93	135	60	75	135			
"AR"	2004	"Miller County"	"15 Boyd"	4	49	79	128	75	54	129			
"AR"	2004	"Miller County"	"16 Central"	4	127	301	428	206	217	423			
"AR"	2004	"Miller County"	"17 Genoa"	4	81	198	285	123	155	278			
"AR"	2004	"Miller County"	"20 Pleasant Hill"	4	60	172	234	98	131	229			
"AR"	2004	"Miller County"	"21 Greenwich Village"	4	128	277	406	185	219	404			
"AR"	2004	"Miller County"	"22 Mandeville"	4	191	175	367	235	127	362			
"AR"	2004	"Miller County"	"23 Rondo"	4	179	441	625	291	322	613			
"AR"	2004	"Miller County"	"24 Shiloh"	4	69	216	286	126	157	283			
"AR"	2004	"Miller County"	"25 Union"	4	245	499	748	372	366	738			
"AR"	2004	"Miller County"	"27 Garland"	4	114	31	145	122	19	141			
"AR"	2004	"Miller County"	"28 Bright Star"	4	77	190	268	108	157	265			
"AR"	2004	"Miller County"	"29 Doddridge"	4	132	113	245	162	81	243			
"AR"	2004	"Miller County"	"30 Sugar Hill"	4	220	567	791	342	437	779			
"AR"	2004	"Miller County"	"Early & Absentee"	4	1550	2145	3710	2061	1620	3681			
"AR"	2004	"Miller County"	"Overseas Absentees"	4	0	0	0	0	0	0			
"AR"	2004	"Mississippi County"	"10 Armorel School"	1	119	281	416	154	266	420	210	195	405
"AR"	2004	"Mississippi County"	"12 Gosnell School"	1	58	123	185	76	104	180	96	81	177
"AR"	2004	"Mississippi County"	"12-1 Gosnell Community Center"	1	127	153	292	172	124	296	189	101	290
"AR"	2004	"Mississippi County"	"12-2 Bethany Baptist Church"	1	126	189	331	170	165	335	198	123	321
"AR"	2004	"Mississippi County"	"12-3 Gosnell School"	1	158	133	305	192	115	307	211	86	297
"AR"	2004	"Mississippi County"	"12-6 Gosnell School"	1	11	5	17	12	5	17	10	6	16
"AR"	2004	"Mississippi County"	"13 Dell Community Center"	1	46	84	142	64	77	141	89	51	140
"AR"	2004	"Mississippi County"	"14 Dell Community Center"	1	47	37	86	64	20	84	68	16	84
"AR"	2004	"Mississippi County"	"15 Dell Community Center"	1	44	92	141	79	63	142	88	50	138
"AR"	2004	"Mississippi County"	"16, 17, 18 Leachville City Hall"	1	243	261	527	321	228	549	389	147	536
"AR"	2004	"Mississippi County"	"19 Leachville City Hall"	1	57	66	125	67	56	123	81	41	122
"AR"	2004	"Mississippi County"	"1a, 1e Aldersgate United Methodist Church"	1	494	449	974	606	359	965	678	274	952
"AR"	2004	"Mississippi County"	"1b, 1c, 1d Aldersgate United Methodist Churc"	1	651	140	825	685	141	826	702	94	796
"AR"	2004	"Mississippi County"	"21a, 22, 23  Manila Depot Center"	1	290	282	591	356	230	586	404	168	572
"AR"	2004	"Mississippi County"	"21b Manila Depot Center"	1	191	138	342	248	98	346	270	66	336
"AR"	2004	"Mississippi County"	"24 Manila Depot Center"	1	56	74	133	71	61	132	90	40	130
"AR"	2004	"Mississippi County"	"25 Manila Depot Center"	1	48	49	101	60	39	99	69	29	98
"AR"	2004	"Mississippi County"	"25-2 Manila Depot Center"	1	12	8	21	12	8	20	15	6	21
"AR"	2004	"Mississippi County"	"27 Ar Northeastern College/burdette Campus"	1	13	9	23	18	6	24	17	6	23
"AR"	2004	"Mississippi County"	"27a  Ar Northeastern College/burdette Campus"	1	53	29	84	60	19	79	67	10	77
"AR"	2004	"Mississippi County"	"29-1,2,3 Luxora Elementary School"	1	238	80	337	257	76	333	266	54	320
"AR"	2004	"Mississippi County"	"2a, 2c Blytheville High School Gym"	1	529	725	1270	735	532	1267	833	401	1234
"AR"	2004	"Mississippi County"	"2e Blytheville High School Gym"	1	313	431	761	434	313	747	484	247	731
"AR"	2004	"Mississippi County"	"30 Luxora Elementary School"	1	9	28	37	22	16	38	24	11	35
"AR"	2004	"Mississippi County"	"30a Luxora Elementary School"	1	0	2	2	2	0	2	1	1	2
"AR"	2004	"Mississippi County"	"32a, 32b, 32c Osceola Middle School Gym"	1	570	66	660	565	83	648	559	65	624
"AR"	2004	"Mississippi County"	"33a, 33b, 33c Osceola Middle School Gym"	1	519	365	899	636	263	899	376	497	873
"AR"	2004	"Mississippi County"	"34a, 34b, 34c Osceola Middle School Gym"	1	433	444	888	594	293	887	643	233	876
"AR"	2004	"Mississippi County"	"35 Osceola Middle School Gym"	1	10	13	23	19	4	23	21	3	24
"AR"	2004	"Mississippi County"	"36 Keiser Library"	1	28	21	50	38	14	52	41	8	49
"AR"	2004	"Mississippi County"	"37-1, 37-2 Keiser Library"	1	134	143	285	179	110	289	194	86	280
"AR"	2004	"Mississippi County"	"38, 39, 40 Wilson Library"	1	35	62	99	69	32	101	78	23	101
"AR"	2004	"Mississippi County"	"39a Wilson Library"	1	6	6	12	10	2	12	9	3	12
"AR"	2004	"Mississippi County"	"3a, 3c Harrison Youth & Cultural Center"	1	349	111	479	372	90	462	374	68	442
"AR"	2004	"Mississippi County"	"3b, 3d, 3f Harrison Youth & Cultural Center"	1	632	98	772	652	119	771	671	58	729
"AR"	2004	"Mississippi County"	"41, 42 Wilson Library"	1	128	131	265	182	85	267	194	65	259
"AR"	2004	"Mississippi County"	"44 Joiner City Hall"	1	158	44	206	164	43	207	170	32	202
"AR"	2004	"Mississippi County"	"45 Joiner City Hall"	1	7	13	20	17	4	21	17	4	21
"AR"	2004	"Mississippi County"	"46 Birdsong Fire Station"	1	39	44	84	52	31	83	54	25	79
"AR"	2004	"Mississippi County"	"46a Birdsong Fire Station"	1	39	1	41	36	0	36	31	2	33
"AR"	2004	"Mississippi County"	"47 Dyess City Hall"	1	55	61	122	87	32	119	91	29	120
"AR"	2004	"Mississippi County"	"48 Dyess City Hall"	1	22	59	83	39	43	82	48	31	79
"AR"	2004	"Mississippi County"	"50 Etowah Fire Station"	1	87	59	149	99	48	147	110	34	144
"AR"	2004	"Mississippi County"	"50-6 Etowah Fire Station"	1	3	13	19	12	7	19	15	4	19
"AR"	2004	"Mississippi County"	"50a Etowah Fire Station"	1	78	40	122	94	28	122	97	22	119
"AR"	2004	"Mississippi County"	"54 Bassett City Hall"	1	49	80	133	79	55	134	91	40	131
"AR"	2004	"Mississippi County"	"54a Bassett City Hall"	1	33	23	56	42	14	56	42	11	53
"AR"	2004	"Mississippi County"	"6, 7a, 11a, 11b Blytheville High School Gym"	1	228	341	585	313	273	586	372	205	577
"AR"	2004	"Mississippi County"	"Overseas Absentees"	1	18	15	33	21	10	31	20	11	31
"AR"	2004	"Monroe County"	"01 Brinkley Ward 1"	1	198	202	403	265	151	416	321	85	406
"AR"	2004	"Monroe County"	"02 Brinkley Ward 2"	1	255	39	294	263	35	298	272	22	294
"AR"	2004	"Monroe County"	"03 Brinkley Ward 3"	1	200	220	424	262	164	426	316	111	427
"AR"	2004	"Monroe County"	"04 Clarendon Ward 1"	1	98	39	137	110	24	136	124	13	137
"AR"	2004	"Monroe County"	"05 Clarendon Ward 2"	1	79	54	136	99	36	135	104	31	135
"AR"	2004	"Monroe County"	"06 Clarendon Ward 3"	1	104	69	174	123	51	174	132	39	171
"AR"	2004	"Monroe County"	"07 Holly Grove"	1	200	52	254	233	25	258	223	24	247
"AR"	2004	"Monroe County"	"08 Richland/greenfield Townships"	1	29	58	88	45	44	89	53	32	85
"AR"	2004	"Monroe County"	"09 Brinkley/dixon Townships"	1	102	132	237	140	99	239	177	60	237
"AR"	2004	"Monroe County"	"10 Cache/ Keevil"	1	34	56	91	59	34	93	68	21	89
"AR"	2004	"Monroe County"	"11 Cypress Ridge Township"	1	37	82	121	61	61	122	78	42	120
"AR"	2004	"Monroe County"	"12 Pine Ridge/hindman/raymond Townships"	1	45	52	98	76	27	103	81	19	100
"AR"	2004	"Monroe County"	"13 Duncan Township"	1	52	29	81	65	15	80	64	17	81
"AR"	2004	"Monroe County"	"14 Jackson/montgomery/smalley/cleburne"	1	83	64	147	112	34	146	111	29	140
"AR"	2004	"Monroe County"	"15 Roc Roe Township"	1	24	45	71	34	37	71	45	26	71
"AR"	2004	"Monroe County"	"16 Roe City"	1	17	32	49	28	20	48	26	23	49
"AR"	2004	"Monroe County"	"17 Town Of Fargo"	1	31	15	46	37	10	47	40	5	45
"AR"	2004	"Monroe County"	"18 Early & Absentee"	1	461	346	816	589	233	823	632	185	817
"AR"	2004	"Monroe County"	"19 Overseas Absentees"	1	0	0	0	0	0	0	0	0	0
"AR"	2004	"Montgomery County"	"01 Alamo"	4	11	22	33	14	17	31			
"AR"	2004	"Montgomery County"	"02 Black Springs"	4	71	140	213	90	123	213			
"AR"	2004	"Montgomery County"	"03 Caddo Gap"	4	69	174	252	84	166	250			
"AR"	2004	"Montgomery County"	"04 Caney"	4	71	190	267	85	185	270			
"AR"	2004	"Montgomery County"	"05 Center"	4	120	176	298	149	150	299			
"AR"	2004	"Montgomery County"	"06 Fannie"	4	31	60	92	48	43	91			
"AR"	2004	"Montgomery County"	"07 Hopper"	4	21	61	83	26	56	82			
"AR"	2004	"Montgomery County"	"08 Mount Ida - Inside"	4	80	106	191	102	92	194			
"AR"	2004	"Montgomery County"	"09 Mount Ida - Outside"	4	141	141	292	151	143	294			
"AR"	2004	"Montgomery County"	"10 Norman - Inside"	4	71	72	146	76	67	143			
"AR"	2004	"Montgomery County"	"11 Norman - Outside"	4	60	76	142	72	70	142			
"AR"	2004	"Montgomery County"	"12 Oden - Inside"	4	30	55	87	40	45	85			
"AR"	2004	"Montgomery County"	"13 Oden - Outside"	4	71	182	256	100	154	254			
"AR"	2004	"Montgomery County"	"14 Pencil Bluff"	4	48	122	171	66	107	173			
"AR"	2004	"Montgomery County"	"15 Sims"	4	63	74	139	72	65	138			
"AR"	2004	"Montgomery County"	"16 Washita"	4	62	81	145	71	74	145			
"AR"	2004	"Montgomery County"	"Absentee"	4	87	124	215	120	91	211			
"AR"	2004	"Montgomery County"	"Early"	4	417	511	936	564	374	938			
"AR"	2004	"Nevada County"	"(1)alabama"	4	42	54	97	65	32	97			
"AR"	2004	"Nevada County"	"(10 &9) Emmet City & Rural"	4	114	104	220	155	75	230			
"AR"	2004	"Nevada County"	"(11) Georgia"	4	12	34	46	12	34	46			
"AR"	2004	"Nevada County"	"(12)jackson/(14)leake"	4	60	8	68	72	3	75			
"AR"	2004	"Nevada County"	"(13)laneburg/(20)sutton"	4	50	115	165	77	88	165			
"AR"	2004	"Nevada County"	"(15)liberty/(16)newhope"	4	64	91	157	102	60	162			
"AR"	2004	"Nevada County"	"(18&19) Rosston City & Rural"	4	131	46	180	160	27	187			
"AR"	2004	"Nevada County"	"(2 &3) Bluff City City & Rural"	4	74	30	105	90	24	114			
"AR"	2004	"Nevada County"	"(21) Union Church"	4	38	50	89	49	42	91			
"AR"	2004	"Nevada County"	"(23&24)willisville City & Rural (22) Waterloo"	4	98	101	202	138	85	223			
"AR"	2004	"Nevada County"	"(25)ward 1 (26)ward 1jp2"	4	108	149	260	171	108	279			
"AR"	2004	"Nevada County"	"(27) Ward 2"	4	154	87	245	204	64	268			
"AR"	2004	"Nevada County"	"(28) Ward 3"	4	101	46	148	117	41	158			
"AR"	2004	"Nevada County"	"(29) Ward 4"	4	119	35	154	147	28	175			
"AR"	2004	"Nevada County"	"(30) West Rural"	4	53	121	177	101	80	181			
"AR"	2004	"Nevada County"	"(31) East Rural"	4	61	152	213	111	101	212			
"AR"	2004	"Nevada County"	"(4&5) Bodcaw City & Rural"	4	45	123	171	73	105	178			
"AR"	2004	"Nevada County"	"(6) Boughton"	4	42	60	103	60	49	109			
"AR"	2004	"Nevada County"	"(7&8) Cale City & Rural"	4	25	15	40	31	9	40			
"AR"	2004	"Nevada County"	"Absentee"	4	95	95	190	130	68	198			
"AR"	2004	"Nevada County"	"Early"	4	202	232	437	300	150	450			
"AR"	2004	"Nevada County"	"Overseas Absentees"	4	6	4	10	0	0	0			
"AR"	2004	"Newton County"	"01 Lincoln"	3	35	64	100	48	50	98	37	57	98
"AR"	2004	"Newton County"	"02 Big Creek"	3	39	88	131	44	78	122	42	76	123
"AR"	2004	"Newton County"	"03 Boston"	3	15	32	47	18	27	45	19	24	45
"AR"	2004	"Newton County"	"04 Dogpatch"	3	85	150	239	91	147	238	74	146	239
"AR"	2004	"Newton County"	"05 Grove/prairie"	3	121	275	402	162	236	400	124	255	392
"AR"	2004	"Newton County"	"06 Hickory Grove"	3	20	51	72	23	49	72	20	49	72
"AR"	2004	"Newton County"	"07 Hasty/prairie"	3	41	104	146	51	94	146	44	94	144
"AR"	2004	"Newton County"	"08 Richland/jones"	3	43	129	175	59	117	176	41	122	175
"AR"	2004	"Newton County"	"09 Murray"	3	27	11	38	30	7	37	25	9	38
"AR"	2004	"Newton County"	"10 Ponca"	3	31	39	72	32	39	72	29	39	71
"AR"	2004	"Newton County"	"11 Polk"	3	40	80	121	41	81	123	43	76	120
"AR"	2004	"Newton County"	"12 Plumlee/osage"	3	60	120	183	67	110	177	58	110	175
"AR"	2004	"Newton County"	"13 Van Buren/kentucky"	3	48	47	96	59	37	96	55	36	96
"AR"	2004	"Newton County"	"14 White"	3	45	258	308	59	237	296	51	232	293
"AR"	2004	"Newton County"	"15 Pleasant Hill/union"	3	60	150	212	84	127	211	65	138	212
"AR"	2004	"Newton County"	"16 Jackson"	3	112	161	282	132	147	279	110	156	278
"AR"	2004	"Newton County"	"17 Hudson"	3	69	88	161	71	88	159	62	87	155
"AR"	2004	"Newton County"	"18 Low Gap"	3	63	68	133	69	64	133	66	60	131
"AR"	2004	"Newton County"	"19 Jefferson"	3	32	71	108	48	60	109	36	62	102
"AR"	2004	"Newton County"	"20 Sherman"	3	23	40	67	31	34	65	25	36	65
"AR"	2004	"Newton County"	"21 Early"	3	430	651	1110	547	542	1091	449	611	1089
"AR"	2004	"Newton County"	"22 Absentee"	3	67	102	175	80	96	176	78	89	174
"AR"	2004	"Ouachita County"	"Precinct 01 - Harmony Grove Meth Church"	4	186	265	458	238	197	435			
"AR"	2004	"Ouachita County"	"Precinct 02 - St James Ame Church"	4	35	27	62	39	23	62			
"AR"	2004	"Ouachita County"	"Precinct 03 - Calvary Bapt Church"	4	158	369	532	233	281	514			
"AR"	2004	"Ouachita County"	"Precinct 04 - Bearden Lions Club"	4	213	222	440	265	159	424			
"AR"	2004	"Ouachita County"	"Precinct 05 - Holly Grove Bapt Church"	4	63	54	121	71	46	117			
"AR"	2004	"Ouachita County"	"Precinct 06 - Cleveland Twnshp Comm Ctr"	4	18	67	86	27	59	86			
"AR"	2004	"Ouachita County"	"Precinct 07 - Frenchport Fire Station"	4	134	226	363	192	165	357			
"AR"	2004	"Ouachita County"	"Precinct 08 - Elliott Baptist Church"	4	90	143	237	127	102	229			
"AR"	2004	"Ouachita County"	"Precinct 09 - Stephens Library"	4	221	176	404	237	138	375			
"AR"	2004	"Ouachita County"	"Precinct 10 - Chidester School"	4	218	124	348	225	111	336			
"AR"	2004	"Ouachita County"	"Precinct 11 - Silver Springs Meth Church"	4	37	46	83	40	38	78			
"AR"	2004	"Ouachita County"	"Precinct 12 - Cleveland Auditorium"	4	273	133	411	326	74	400			
"AR"	2004	"Ouachita County"	"Precinct 13 - St Mark's Methodist Church"	4	344	374	724	462	241	703			
"AR"	2004	"Ouachita County"	"Precinct 14 - St Paul's Baptist Church"	4	354	21	378	364	9	373			
"AR"	2004	"Ouachita County"	"Precinct 15 - Believer's World Outreach Church"	4	196	203	404	261	130	391			
"AR"	2004	"Ouachita County"	"Precinct 16 - Fairview Methodist Church"	4	190	269	465	258	188	446			
"AR"	2004	"Ouachita County"	"Precinct 17 - R H Shaddock Field House"	4	290	435	734	406	300	706			
"AR"	2004	"Ouachita County"	"Precinct 18 - Standard Umpstead Fire Station"	4	31	146	177	69	101	170			
"AR"	2004	"Ouachita County"	"Precinct 19 - Louann First Baptist Church"	4	38	43	81	47	31	78			
"AR"	2004	"Ouachita County"	"Precinct 20 - Buena Vista Fire Station"	4	122	129	253	143	92	235			
"AR"	2004	"Ouachita County"	"Precinct 21 - New Union Ame Church"	4	49	5	54	49	3	52			
"AR"	2004	"Ouachita County"	"Precinct 22 - Forrestry Building"	4	161	207	372	214	147	361			
"AR"	2004	"Ouachita County"	"Precinct 23 - Absentee"	4	360	173	539	432	123	555			
"AR"	2004	"Ouachita County"	"Precinct 23 - Early"	4	1407	1488	2924	1841	989	2830			
"AR"	2004	"Perry County"	"01 Aplin"	2	47	56	106	55	51	106	55	51	106
"AR"	2004	"Perry County"	"02 Casa"	2	98	98	200	112	83	195	119	75	194
"AR"	2004	"Perry County"	"03 Cherry Hill"	2	59	45	106	61	41	102	67	34	101
"AR"	2004	"Perry County"	"04 Fourche"	2	121	163	290	153	129	282	162	122	284
"AR"	2004	"Perry County"	"05 Houston"	2	89	131	220	97	111	208	112	95	207
"AR"	2004	"Perry County"	"06 Kenney"	2	14	52	67	22	46	68	21	47	68
"AR"	2004	"Perry County"	"07 Lake"	2	78	132	212	101	109	210	115	94	209
"AR"	2004	"Perry County"	"08 Maumelle"	2	60	93	157	66	86	152	70	82	152
"AR"	2004	"Perry County"	"09 New Tennessee"	2	25	66	92	31	57	88	30	55	85
"AR"	2004	"Perry County"	"10 Perry"	2	104	177	287	136	148	284	148	135	283
"AR"	2004	"Perry County"	"11 Petit Jean"	2	57	81	139	69	68	137	71	67	138
"AR"	2004	"Perry County"	"12 Rankin"	2	156	165	326	188	121	309	177	133	310
"AR"	2004	"Perry County"	"13 Rose Creek"	2	36	52	88	42	45	87	43	42	85
"AR"	2004	"Perry County"	"14 Tyler"	2	60	57	120	71	38	109	59	47	106
"AR"	2004	"Perry County"	"15 Union"	2	153	124	280	161	112	273	171	101	272
"AR"	2004	"Perry County"	"16 Union Valley"	2	44	55	101	49	46	95	62	38	100
"AR"	2004	"Perry County"	"17 Wye"	2	112	165	281	124	157	281	137	142	279
"AR"	2004	"Perry County"	"Absentee"	2	50	65	116	63	52	115	65	49	114
"AR"	2004	"Perry County"	"Early"	2	557	657	1241	700	512	1212	708	510	1218
"AR"	2004	"Perry County"	"Provisional Ballot"	2	1	1	2	1	1	2	1	1	2
"AR"	2004	"Phillips County"	"1st Prebysterian Church 003"	1	20	13	33	23	10	33	27	5	32
"AR"	2004	"Phillips County"	"1st Presbyterian Church 004"	1	102	32	134	113	22	135	106	27	133
"AR"	2004	"Phillips County"	"2nd Baptist Church 3rd & Baldwin 012"	1	28	12	41	35	6	41	35	6	41
"AR"	2004	"Phillips County"	"2nd Baptist Church 3rd & Baldwin 013"	1	290	211	506	352	164	516	186	124	310
"AR"	2004	"Phillips County"	"Absentee Box"	1	264	118	384	312	63	376	315	62	377
"AR"	2004	"Phillips County"	"Allen Temple Church 008"	1	324	12	338	332	14	347	328	13	341
"AR"	2004	"Phillips County"	"Barton Fire Station 021"	1	100	72	174	126	52	178	128	47	175
"AR"	2004	"Phillips County"	"Barton Fire Station 022"	1	6	9	15	11	4	15	9	4	13
"AR"	2004	"Phillips County"	"Chamber Of Commerce 005"	1	113	206	321	209	115	324	198	120	318
"AR"	2004	"Phillips County"	"Chamber Of Commerce 006"	1	4	7	11	7	4	11	7	4	11
"AR"	2004	"Phillips County"	"Cherry Street Fire Station 001"	1	1	0	1	1	0	1	1	0	1
"AR"	2004	"Phillips County"	"Cherry Street Fire Station 002"	1	213	17	232	211	23	234	212	22	234
"AR"	2004	"Phillips County"	"Early Voting"	1	2021	1037	3084	2418	663	3082	2422	622	3044
"AR"	2004	"Phillips County"	"Elaine Fire Station 033"	1	144	110	255	173	87	260	190	58	248
"AR"	2004	"Phillips County"	"Elaine Fire Station 034"	1	39	82	122	58	64	122	79	41	120
"AR"	2004	"Phillips County"	"Jefferson Elementary 007"	1	171	34	208	188	27	215	186	30	216
"AR"	2004	"Phillips County"	"Lakeview City Hall 029"	1	157	1	159	151	10	161	149	13	162
