state	year	county	precinct	cd	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"AR"	2004	"Lafayette County"	"Early"	4	215	284	501	297	216	513			
"AR"	2004	"Lafayette County"	"Overseas Absentees"	4	4	2	6	3	1	4			
"AR"	2004	"Lawrence County"	"Absentee/early"	1	880	676	1579	1096	488	1584	1133	443	1576
"AR"	2004	"Lawrence County"	"Ashland"	1	51	45	97	58	42	100	77	23	100
"AR"	2004	"Lawrence County"	"Black River"	1	83	84	170	101	69	170	114	56	170
"AR"	2004	"Lawrence County"	"Black Rock"	1	190	213	408	257	151	408	280	130	410
"AR"	2004	"Lawrence County"	"Boas 1"	1	186	115	310	204	107	311	237	75	312
"AR"	2004	"Lawrence County"	"Boas 2"	1	170	101	275	0	197	276	201	74	275
"AR"	2004	"Lawrence County"	"Boas 3"	1	130	131	266	156	112	268	201	67	268
"AR"	2004	"Lawrence County"	"Cache Richwoods"	1	46	41	87	69	19	88	70	17	87
"AR"	2004	"Lawrence County"	"Campbell 1"	1	224	141	374	252	123	375	299	75	374
"AR"	2004	"Lawrence County"	"Campbell 2"	1	164	139	310	194	117	311	220	91	311
"AR"	2004	"Lawrence County"	"Campbell 3"	1	161	131	295	199	95	294	224	67	291
"AR"	2004	"Lawrence County"	"Campbell 4"	1	150	127	282	188	94	282	204	76	280
"AR"	2004	"Lawrence County"	"Dent And Annieville"	1	218	231	459	284	168	452	321	132	453
"AR"	2004	"Lawrence County"	"Dowell"	1	60	27	90	65	25	90	73	17	90
"AR"	2004	"Lawrence County"	"Duty"	1	112	64	179	131	48	179	155	27	182
"AR"	2004	"Lawrence County"	"Lawrence"	1	47	29	76	51	26	77	59	18	77
"AR"	2004	"Lawrence County"	"Marion"	1	45	36	83	50	34	84	56	27	83
"AR"	2004	"Lawrence County"	"Morgan & Eaton"	1	153	197	356	197	162	359	237	121	358
"AR"	2004	"Lawrence County"	"Promised Land"	1	70	69	140	89	53	142	100	38	138
"AR"	2004	"Lawrence County"	"Rc Saffell"	1	50	92	148	70	80	150	92	54	146
"AR"	2004	"Lawrence County"	"Rc Strawberry And Jesup"	1	134	79	218	163	57	220	183	37	220
"AR"	2004	"Lawrence County"	"Spring River And Thacker"	1	138	93	237	157	85	242	177	64	241
"AR"	2004	"Lawrence County"	"Strawberry And Flat Creek"	1	82	90	176	108	70	178	118	61	179
"AR"	2004	"Lee County"	"Absentee"	1	316	156	474	386	85	471	390	81	471
"AR"	2004	"Lee County"	"Big Creek & Spring Creek"	1	125	108	233	162	71	233	180	47	227
"AR"	2004	"Lee County"	"Early Voting"	1	732	547	1293	1035	275	1310	1008	288	1296
"AR"	2004	"Lee County"	"Fleener"	1	24	80	105	57	49	106	70	37	107
"AR"	2004	"Lee County"	"Hampton"	1	142	105	249	196	60	256	206	43	249
"AR"	2004	"Lee County"	"Independence & Hardy"	1	149	78	233	183	53	236	188	44	232
"AR"	2004	"Lee County"	"Oak Forest"	1	71	30	101	89	19	108	85	18	103
"AR"	2004	"Lee County"	"Richland"	1	137	79	220	194	30	224	184	37	221
"AR"	2004	"Lee County"	"St. Francis & Council"	1	39	23	62	49	19	68	55	11	66
"AR"	2004	"Lee County"	"Texas"	1	67	68	137	87	51	138	100	36	136
"AR"	2004	"Lee County"	"Union"	1	88	35	126	104	28	132	108	20	128
"AR"	2004	"Lee County"	"Ward 1"	1	150	50	202	179	25	204	176	25	201
"AR"	2004	"Lee County"	"Ward 2"	1	141	77	220	174	54	228	174	46	220
"AR"	2004	"Lee County"	"Ward 3"	1	158	38	196	172	25	197	164	24	188
"AR"	2004	"Lee County"	"Ward 4"	1	209	18	229	217	17	234	214	18	232
"AR"	2004	"Lincoln County"	"001 Auburn Township"	4	22	29	52	35	17	52			
"AR"	2004	"Lincoln County"	"002 Bartholomew/tarry"	4	36	11	47	42	7	49			
"AR"	2004	"Lincoln County"	"003 Bartholomew/yorktown"	4	125	41	166	153	21	174			
"AR"	2004	"Lincoln County"	"004 Cane Creek 1"	4	114	173	289	148	142	290			
"AR"	2004	"Lincoln County"	"005 Cane Creek 2"	4	29	28	57	45	13	58			
"AR"	2004	"Lincoln County"	"006 Choctaw Township"	4	50	23	74	61	16	77			
"AR"	2004	"Lincoln County"	"007 Kimbrough Township"	4	19	16	35	26	8	35			
"AR"	2004	"Lincoln County"	"008 Lone Pine/garnett"	4	35	38	75	48	28	76			
"AR"	2004	"Lincoln County"	"009 Lone Pine/mt. Home"	4	45	47	95	63	32	95			
"AR"	2004	"Lincoln County"	"010 Mill Creek Township"	4	36	45	82	51	32	83			
"AR"	2004	"Lincoln County"	"011 Owen/glendale"	4	86	106	192	112	79	193			
"AR"	2004	"Lincoln County"	"012 Owen/palmyra"	4	52	83	139	76	64	140			
"AR"	2004	"Lincoln County"	"013 Smith Township"	4	33	42	75	42	33	75			
"AR"	2004	"Lincoln County"	"014 Spring 1"	4	48	84	133	68	66	134			
"AR"	2004	"Lincoln County"	"015 Spring 2"	4	70	16	86	75	13	89			
"AR"	2004	"Lincoln County"	"016 Wells Bayou/garrett Bridge"	4	23	59	83	45	38	83			
"AR"	2004	"Lincoln County"	"017wells Bayou Fire Station"	4	18	57	77	37	41	78			
"AR"	2004	"Lincoln County"	"018 Gould Township"	4	12	36	48	29	20	49			
"AR"	2004	"Lincoln County"	"019 Gould City Ward 1"	4	82	32	115	93	19	112			
"AR"	2004	"Lincoln County"	"020 Gould City Ward 2"	4	117	1	119	114	5	120			
"AR"	2004	"Lincoln County"	"021 Gould City Ward 3"	4	95	20	115	95	21	116			
"AR"	2004	"Lincoln County"	"022 Grady City Ward 1 & 2"	4	127	47	174	155	23	179			
"AR"	2004	"Lincoln County"	"023 Star City Ward 1"	4	80	89	172	106	69	175			
"AR"	2004	"Lincoln County"	"024 Star City Ward 2"	4	54	58	114	69	44	113			
"AR"	2004	"Lincoln County"	"025 Star City Ward 3"	4	66	111	180	102	74	176			
"AR"	2004	"Lincoln County"	"026 Cane Creek 3"	4	17	56	73	29	45	74			
"AR"	2004	"Lincoln County"	"Early & Absentee"	4	658	573	1242	896	355	1252			
"AR"	2004	"Little River County"	"Absentee"	4	116	118	234	146	82	228			
"AR"	2004	"Little River County"	"Ard - Arden Township"	4	52	78	130	78	50	128			
"AR"	2004	"Little River County"	"Ark - Arkinda Township"	4	19	5	25	24	3	27			
"AR"	2004	"Little River County"	"Ashdown Ward 1 - Box A"	4	114	189	305	175	129	304			
"AR"	2004	"Little River County"	"Ashdown Ward 1 - Box B"	4	134	164	302	174	126	300			
"AR"	2004	"Little River County"	"Ashdown Ward 2 - Box A"	4	133	66	199	155	48	203			
"AR"	2004	"Little River County"	"Ashdown Ward 2 - Box B"	4	144	58	203	159	45	204			
"AR"	2004	"Little River County"	"Ashdown Ward 3 - Box A"	4	103	71	174	120	56	176			
"AR"	2004	"Little River County"	"Ashdown Ward 3 - Box B"	4	106	65	171	120	55	175			
"AR"	2004	"Little River County"	"Bur - Burke Township"	4	51	43	95	56	40	96			
"AR"	2004	"Little River County"	"Cleveland Township - Box A"	4	86	75	163	97	65	162			
"AR"	2004	"Little River County"	"Cleveland Township - Box B"	4	90	72	163	109	57	166			
"AR"	2004	"Little River County"	"Cny - Caney Township"	4	38	54	94	53	42	95			
"AR"	2004	"Little River County"	"Early"	4	386	359	750	480	283	763			
"AR"	2004	"Little River County"	"Franklin Township - Box A"	4	69	111	181	101	83	184			
"AR"	2004	"Little River County"	"Franklin Township - Box B"	4	91	91	182	113	71	184			
"AR"	2004	"Little River County"	"Fw1 - Foreman Ward 1"	4	37	15	52	41	16	57			
"AR"	2004	"Little River County"	"Fw2 - Foreman Ward 2"	4	80	65	145	101	42	143			
"AR"	2004	"Little River County"	"Fw3 - Foreman Ward 3"	4	95	73	170	121	53	174			
"AR"	2004	"Little River County"	"Jef - Jefferson Township"	4	90	115	208	124	82	206			
"AR"	2004	"Little River County"	"Jew - Jewell Township"	4	33	51	86	38	48	86			
"AR"	2004	"Little River County"	"Jhn - Johnson Township"	4	164	67	234	183	57	240			
"AR"	2004	"Little River County"	"Jks - Jackson Township"	4	131	114	247	169	78	247			
"AR"	2004	"Little River County"	"L/c - Lick Creek Township"	4	51	111	163	71	91	162			
"AR"	2004	"Little River County"	"L/r - Little River Township"	4	74	142	219	111	104	215			
"AR"	2004	"Little River County"	"R/r - Red River Township"	4	67	120	190	101	92	193			
"AR"	2004	"Little River County"	"W/r - Wallace/richland Townships"	4	123	83	209	128	82	210			
"AR"	2004	"Logan County"	"100 Dublin Freewill Baptist Church Hall"	4	75	102	181	99	79	178			
"AR"	2004	"Logan County"	"101 Pleasant Hill Missionary Baptist Church"	4	46	93	147	64	82	146			
"AR"	2004	"Logan County"	"102 Subiaco Municipal Building"	4	115	169	291	155	135	290			
"AR"	2004	"Logan County"	"104 Delaware Rural Fire Station"	4	78	147	227	106	117	223			
"AR"	2004	"Logan County"	"105 Driggs Community Building"	4	58	100	159	75	83	158			
"AR"	2004	"Logan County"	"106 Midway Rural Fire Station"	4	66	172	240	84	154	238			
"AR"	2004	"Logan County"	"107 Harmony Asembly Of God Church"	4	20	41	61	21	40	61			
"AR"	2004	"Logan County"	"108 Prarie View Community Building"	4	47	110	158	65	92	157			
"AR"	2004	"Logan County"	"109 Corley Community Center"	4	30	41	71	33	39	72			
"AR"	2004	"Logan County"	"110 Scranton American Legion Hall"	4	127	138	268	132	132	264			
