state	year	cd	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USH_dv	g2000_USH_rv
"KS"	2000	1	"McPherson"	"KING CITY TOWNSHIP"	45	170		207
"KS"	2000	1	"McPherson"	"LINDSBORG WARD 1"	141	192		309
"KS"	2000	1	"McPherson"	"LINDSBORG WARD 2"	142	226		342
"KS"	2000	1	"McPherson"	"LINDSBORG WARD 3"	103	186		272
"KS"	2000	1	"McPherson"	"LINDSBORG WARD 4"	94	147		223
"KS"	2000	1	"McPherson"	"LITTLE VALLEY TOWNSHIP"	46	143		169
"KS"	2000	1	"McPherson"	"LONE TREE TOWNSHIP"	17	61		73
"KS"	2000	1	"McPherson"	"MARQUETTE TOWNSHIP"	98	188		253
"KS"	2000	1	"McPherson"	"MCPHERSON TOWNSHIP"	57	165		202
"KS"	2000	1	"McPherson"	"MCPHERSON TOWNSHIP ENCLAVE"				
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 1 PRECINCT 1"	161	323		410
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 1 PRECINCT 2"	176	294		401
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 1 PRECINCT 3"	188	427		554
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 1 PRECINCT 4"	233	737		884
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 2"	238	573		726
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 2 EXCLAVE"				
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 3 PART A"	144	411		487
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 3 PART B"				
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 4 PRECINCT 1 PART A"	127	392		452
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 4 PRECINCT 1 PART B"				
"KS"	2000	1	"McPherson"	"MCPHERSON WARD 4 PRECINCT 2"	113	309		387
"KS"	2000	1	"McPherson"	"MERIDIAN TOWNSHIP"	13	89		101
"KS"	2000	1	"McPherson"	"MOUND TOWNSHIP"	236	444		631
"KS"	2000	1	"McPherson"	"NEW GOTTLAND TOWNSHIP"	31	135		151
"KS"	2000	1	"McPherson"	"SMOKY HILL TOWNSHIP"	26	104		129
"KS"	2000	1	"McPherson"	"SOUTH SHARPS CREEK TOWNSHIP"	10	31		41
"KS"	2000	1	"McPherson"	"SPRING VALLEY TOWNSHIP"	11	93		103
"KS"	2000	1	"McPherson"	"SUPERIOR TOWNSHIP"	135	535		613
"KS"	2000	1	"McPherson"	"TURKEY CREEK TOWNSHIP"	23	76		90
"KS"	2000	1	"McPherson"	"UNION TOWNSHIP"	8	67		76
"KS"	2000	1	"McPherson"	"Advance"	343	943		1171
"KS"	2000	1	"McPherson"	"Provisional (Challenged)"	9	13		17
"KS"	2000	1	"Meade"	"CIMARRON TOWNSHIP"	4	31		30
"KS"	2000	1	"Meade"	"CROOKED CREEK TOWNSHIP"	1	30		27
"KS"	2000	1	"Meade"	"FOWLER TOWNSHIP"	67	237		263
"KS"	2000	1	"Meade"	"LOGAN TOWNSHIP"	2	43		40
"KS"	2000	1	"Meade"	"MEADE CENTER TOWNSHIP"	146	633		685
"KS"	2000	1	"Meade"	"MERTILLA TOWNSHIP"	8	47		51
"KS"	2000	1	"Meade"	"ODEE TOWNSHIP"	4	16		18
"KS"	2000	1	"Meade"	"SAND CREEK TOWNSHIP"	1	17		15
"KS"	2000	1	"Meade"	"WEST PLAINS TOWNSHIP"	97	296		333
"KS"	2000	1	"Meade"	"Advance"	57	228		236
"KS"	2000	1	"Meade"	"Provisional (Challenged)"	13	26		30
"KS"	2000	3	"Miami"	"EAST MIDDLE CREEK TOWNSHIP"	106	264	130	241
"KS"	2000	3	"Miami"	"EAST VALLEY TOWNSHIP"	53	122	64	115
"KS"	2000	3	"Miami"	"LOUISBURG WARD 1"	173	240	189	220
"KS"	2000	3	"Miami"	"LOUISBURG WARD 1 EXCLAVE PARK"	0	0	0	0
"KS"	2000	3	"Miami"	"LOUISBURG WARD 2"	211	293	253	256
"KS"	2000	3	"Miami"	"LOUISBURG WARD 2 EXCLAVE"	0	0	0	0
"KS"	2000	3	"Miami"	"MIAMI TOWNSHIP"	86	161	110	136
"KS"	2000	3	"Miami"	"MOUND TOWNSHIP"	92	151	102	137
"KS"	2000	3	"Miami"	"NORTH MARYSVILLE TOWNSHIP"	187	388	226	342
"KS"	2000	3	"Miami"	"NORTH MARYSVILLE TOWNSHIP ENCLAVE"	0	0	0	0
"KS"	2000	3	"Miami"	"NORTH WEA TOWNSHIP"	92	174	104	162
"KS"	2000	3	"Miami"	"OSAGE TOWNSHIP"	107	124	123	116
"KS"	2000	3	"Miami"	"OSAWATOMIE TOWNSHIP"	142	168	144	159
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 1"	135	106	134	113
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 1 EXCLAVE CEMETARY"	0	0	0	0
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 2"	134	160	174	127
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 2 EXCLAVE LAKE"	0	0	0	0
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 3"	253	161	244	172
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 3 EXCLAVE A"	0	0	0	0
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 3 EXCLAVE B"	0	0	0	0
"KS"	2000	3	"Miami"	"OSAWATOMIE WARD 4"	133	100	137	96
"KS"	2000	3	"Miami"	"PAOLA TOWNSHIP"	191	277	236	250
"KS"	2000	3	"Miami"	"PAOLA WARD 1"	175	217	176	213
"KS"	2000	3	"Miami"	"PAOLA WARD 1 EXCLAVE"	0	0	0	0
"KS"	2000	3	"Miami"	"PAOLA WARD 2"	137	150	151	134
"KS"	2000	3	"Miami"	"PAOLA WARD 3"	193	220	222	191
"KS"	2000	3	"Miami"	"PAOLA WARD 3 EXCLAVE"	0	0	0	0
"KS"	2000	3	"Miami"	"PAOLA WARD 4"	209	321	230	298
"KS"	2000	3	"Miami"	"PAOLA WARD 4 EXCLAVE"	0	0	0	0
"KS"	2000	3	"Miami"	"RICHLAND TOWNSHIP"	235	411	267	371
"KS"	2000	3	"Miami"	"SOUTH MARYSVILLE TOWNSHIP"	223	323	251	300
"KS"	2000	3	"Miami"	"SOUTH WEA TOWNSHIP"	147	340	181	297
"KS"	2000	3	"Miami"	"SPRING HILL CITY"	0	0	0	0
"KS"	2000	3	"Miami"	"SPRING HILL CITY EXCLAVE A"	0	0	0	0
"KS"	2000	3	"Miami"	"SPRING HILL CITY EXCLAVE B"	0	0	0	0
"KS"	2000	3	"Miami"	"SPRING HILL CITY EXCLAVE C"	0	0	0	0
"KS"	2000	3	"Miami"	"STANTON TOWNSHIP"	148	184	173	174
"KS"	2000	3	"Miami"	"SUGAR CREEK TOWNSHIP"	46	116	68	95
"KS"	2000	3	"Miami"	"TEN MILE TOWNSHIP"	163	307	204	266
"KS"	2000	3	"Miami"	"WEST MIDDLE CREEK TOWNSHIP"	100	177	126	158
"KS"	2000	3	"Miami"	"WEST VALLEY TOWNSHIP"	179	221	208	200
"KS"	2000	3	"Miami"	"Advance"	470	688	550	614
"KS"	2000	3	"Miami"	"Provisional (Challenge)"	34	47	37	45
"KS"	2000	1	"Mitchell"	"ASHERVILLE TOWNSHIP"	12	38		39
"KS"	2000	1	"Mitchell"	"BELOIT CITY WARD 1"	77	169		214
"KS"	2000	1	"Mitchell"	"BELOIT CITY WARD 2"	101	282		344
"KS"	2000	1	"Mitchell"	"BELOIT CITY WARD 3"	98	345		408
"KS"	2000	1	"Mitchell"	"BELOIT CITY WARD 4"	74	205		261
"KS"	2000	1	"Mitchell"	"BELOIT TOWNSHIP"	23	89		99
"KS"	2000	1	"Mitchell"	"BELOIT TOWNSHIP ENCLAVE A"				
"KS"	2000	1	"Mitchell"	"BELOIT TOWNSHIP ENCLAVE B"				
"KS"	2000	1	"Mitchell"	"BELOIT TOWNSHIP ENCLAVE C"				
"KS"	2000	1	"Mitchell"	"BLOOMFIELD TOWNSHIP"	6	37		40
"KS"	2000	1	"Mitchell"	"BLUE HILL TOWNSHIP"	0	12		14
"KS"	2000	1	"Mitchell"	"CARR CREEK TOWNSHIP"	0	10		10
"KS"	2000	1	"Mitchell"	"CAWKER CITY"				
"KS"	2000	1	"Mitchell"	"CAWKER TOWNSHIP"	76	170		216
"KS"	2000	1	"Mitchell"	"CENTER TOWNSHIP"	4	18		21
"KS"	2000	1	"Mitchell"	"CUSTER TOWNSHIP"	21	55		70
"KS"	2000	1	"Mitchell"	"EUREKA TOWNSHIP"	3	12		14
"KS"	2000	1	"Mitchell"	"GLEN ELDER CITY"				
"KS"	2000	1	"Mitchell"	"GLEN ELDER TOWNSHIP"	63	177		219
"KS"	2000	1	"Mitchell"	"HAYES TOWNSHIP"	2	7		7
"KS"	2000	1	"Mitchell"	"HUNTER CITY"				
"KS"	2000	1	"Mitchell"	"LOGAN TOWNSHIP"	16	43		56
"KS"	2000	1	"Mitchell"	"LULU TOWNSHIP"	7	39		41
"KS"	2000	1	"Mitchell"	"PITTSBURG TOWNSHIP"	19	143		141
"KS"	2000	1	"Mitchell"	"PLUM CREEK TOWNSHIP"	9	42		46
"KS"	2000	1	"Mitchell"	"ROUND SPRINGS TOWNSHIP"	1	11		10
"KS"	2000	1	"Mitchell"	"SALT CREEKT OWNSHIP"	5	14		16
"KS"	2000	1	"Mitchell"	"SCOTTSVILLE CITY"				
"KS"	2000	1	"Mitchell"	"SIMPSON CITY"				
"KS"	2000	1	"Mitchell"	"SOLOMON RAPIDS TOWNSHIP"	9	26		33
"KS"	2000	1	"Mitchell"	"TIPTON CITY"				
"KS"	2000	1	"Mitchell"	"TURKEY CREEK TOWNSHIP"	6	47		54
"KS"	2000	1	"Mitchell"	"WALNUT CREEK TOWNSHIP"	7	15		18
"KS"	2000	1	"Mitchell"	"Advance"	109	331		381
"KS"	2000	1	"Mitchell"	"Provisional (Challenged)"	3	13		14
"KS"	2000	4	"Montgomery"	"CANEY CITY WARD 1"	39	122	24	126
"KS"	2000	4	"Montgomery"	"CANEY CITY WARD 1 EXCLAVE A"				
"KS"	2000	4	"Montgomery"	"CANEY CITY EXCLAVE B"				
"KS"	2000	4	"Montgomery"	"CANEY CITY WARD 2"	49	112	35	121
"KS"	2000	4	"Montgomery"	"CANEY CITY WARD 3"	44	138	33	142
"KS"	2000	4	"Montgomery"	"CANEY CITY WARD 4"	59	161	48	171
"KS"	2000	4	"Montgomery"	"CANEY TOWNSHIP HAVANA"	43	210	37	210
"KS"	2000	4	"Montgomery"	"CANEY TOWNSHIP TYRO"	56	231	43	237
"KS"	2000	4	"Montgomery"	"CHEROKEE TOWNSHIP"	67	128	64	127
"KS"	2000	4	"Montgomery"	"CHERRY TOWNSHIP"	53	160	36	169
"KS"	2000	4	"Montgomery"	"CHERRY TOWNSHIP ENCLAVE"				
"KS"	2000	4	"Montgomery"	"CHERRYVALE WARD 1"	179	278	129	320
"KS"	2000	4	"Montgomery"	"CHERRYVALE WARD 2"	120	218	87	242
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 1"	157	22	134	32
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 2"	119	92	95	106
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 3"	142	114	114	143
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 4"	115	142	98	157
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 5"	142	176	118	200
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 6"	63	72	49	82
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 7"	96	93	80	112
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 8"	108	85	85	104
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 9"	84	86	72	89
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 10"	140	102	120	102
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 11"	250	236	198	275
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 12"	255	377	179	449
"KS"	2000	4	"Montgomery"	"COFFEYVILLE WARD 1 PRECINCT 13"	194	306	141	349
"KS"	2000	4	"Montgomery"	"DRUM CREEK TOWNSHIP"	64	174	41	199
"KS"	2000	4	"Montgomery"	"FAWN CREEK TOWNSHIP DEARING"	236	390	179	442
"KS"	2000	4	"Montgomery"	"FAWN CREEK TOWNSHIP TYRO"	40	115	33	118
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 1 PRECINCT 1"	58	122	41	134
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 1 PRECINCT 2"	92	243	53	286
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 2 PRECINCT 1"	38	75	20	93
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 2 PRECINCT 2"	70	88	48	107
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 3 PRECINCT 1"	90	212	52	250
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 3 PRECINCT 2"	75	82	42	108
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 3 PRECINCT 2 EXCLAVE"				
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 4 PRECINCT 1"	81	216	56	234
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 4 PRECINCT 2"	103	119	67	147
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 5 PRECINCT 1"	78	129	48	157
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 5 PRECINCT 2"	124	223	69	289
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 6 PRECINCT 1"	182	322	101	393
"KS"	2000	4	"Montgomery"	"INDEPENDENCE CITY WARD 6 PRECINCT 2"	154	418	90	472
"KS"	2000	4	"Montgomery"	"INDEPENDENCE TOWNSHIP 1"	186	539	126	600
"KS"	2000	4	"Montgomery"	"INDEPENDENCE TOWNSHIP 2 PART A"	51	128	30	139
"KS"	2000	4	"Montgomery"	"INDEPENDENCE TOWNSHIP 2 PART B"			0	0
"KS"	2000	4	"Montgomery"	"INDEPENDENCE TOWNSHIP 2 PART C"	10	44	11	44
"KS"	2000	4	"Montgomery"	"LIBERTY TOWNSHIP"	56	155	48	160
"KS"	2000	4	"Montgomery"	"LOUISBURG TOWNSHIP"	61	208	40	223
"KS"	2000	4	"Montgomery"	"PARKER TOWNSHIP 1"	43	73	38	77
"KS"	2000	4	"Montgomery"	"PARKER TOWNSHIP 2"	162	259	112	303
"KS"	2000	4	"Montgomery"	"PARKER TOWNSHIP 2 ENCLAVE"				
"KS"	2000	4	"Montgomery"	"RUTLAND TOWNSHIP"	24	118	19	117
"KS"	2000	4	"Montgomery"	"SYCAMORE TOWNHIP"	81	290	52	317
"KS"	2000	4	"Montgomery"	"WEST CHERRY TOWNSHIP"	29	81	22	91
"KS"	2000	4	"Montgomery"	"Advance"	8	12	6	17
"KS"	2000	4	"Montgomery"	"Provisional (Challenged)"				
"KS"	2000	1	"Morris"	"COUNCIL GROVE WARD 1"	85	105		
"KS"	2000	1	"Morris"	"COUNCIL GROVE WARD 2"	76	108		
"KS"	2000	1	"Morris"	"COUNCIL GROVE WARD 3"	146	199		
"KS"	2000	1	"Morris"	"HERINGTON WARD 1 EXCLAVE A"		0		
"KS"	2000	1	"Morris"	"HERINGTON WARD 1 EXCLAVE B"		0		
"KS"	2000	1	"Morris"	"HIGHLAND TOWNSHIP"	8	37		
"KS"	2000	1	"Morris"	"OVERLAND TOWNSHIP"	1	28		
"KS"	2000	1	"Morris"	"TOWNSHIP 1 PRECINCT 1"	28	71		
"KS"	2000	1	"Morris"	"TOWNSHIP 1 PRECINCT 2"	22	51		
"KS"	2000	1	"Morris"	"TOWNSHIP 2"	115	174		
"KS"	2000	1	"Morris"	"TOWNSHIP 3"	66	111		
"KS"	2000	1	"Morris"	"TOWNSHIP 4"	24	53		
"KS"	2000	1	"Morris"	"TOWNSHIP 5"	80	176		
"KS"	2000	1	"Morris"	"TOWNSHIP 6"	10	30		
"KS"	2000	1	"Morris"	"TOWNSHIP 7"	27	69		
"KS"	2000	1	"Morris"	"TOWNSHIP 8"	18	90		
"KS"	2000	1	"Morris"	"TOWNSHIP 9"	38	83		
"KS"	2000	1	"Morris"	"Advance"	136	211		
"KS"	2000	1	"Morris"	"Provisional (Challenged)"	2	3		
"KS"	2000	1	"Morton"	"CIMARRON TOWNSHIP"	1	27		23
"KS"	2000	1	"Morton"	"EAST RICHFIELD"	11	28		24
"KS"	2000	1	"Morton"	"ELKHART WARD 1"	57	230		240
"KS"	2000	1	"Morton"	"ELKHART WARD 2"	67	195		203
"KS"	2000	1	"Morton"	"EKLHART WARD 3"	51	206		218
"KS"	2000	1	"Morton"	"JONES TOWSHIP"	0	5		5
"KS"	2000	1	"Morton"	"ROLLA TOWNSHIP"	49	174		189
"KS"	2000	1	"Morton"	"TALOGA TOWNSHIP"	8	40		42
"KS"	2000	1	"Morton"	"WEST RICHFIELD"	6	67		63
"KS"	2000	1	"Morton"	"WESTOLA TOWNSHIP"	3	26		25
"KS"	2000	1	"Morton"	"Advance"	67	204		229
"KS"	2000	1	"Morton"	"Provisional (Challenged)"	1	1		2
"KS"	2000	2	"Nemaha"	"ADAMS TOWNSHIP"	25	76	21	80
"KS"	2000	2	"Nemaha"	"BERWICK TOWNSHIP"	18	150	10	159
"KS"	2000	2	"Nemaha"	"CAPIOMA TOWNSHIP"	11	63	10	68
"KS"	2000	2	"Nemaha"	"CENTER TOWNSHIP"	29	72	21	74
"KS"	2000	2	"Nemaha"	"CENTRALIA HOME"	66	100	46	122
"KS"	2000	2	"Nemaha"	"CENTRALIA ILLINOIS A NORTH"	0	0	0	0
"KS"	2000	2	"Nemaha"	"CENTRALIA ILLINOIS B SOUTH"	15	18	10	20
"KS"	2000	2	"Nemaha"	"CLEAR CREEK TOWNSHIP"	19	35	17	41
"KS"	2000	2	"Nemaha"	"GILMAN TOWNSHIP"	39	60	17	78
"KS"	2000	2	"Nemaha"	"GRANADA TOWNSHIP"	24	35	15	45
"KS"	2000	2	"Nemaha"	"HARRISON - GOFF"	25	64	15	68
"KS"	2000	2	"Nemaha"	"HARRISON - KELLY"	16	36	13	35
"KS"	2000	2	"Nemaha"	"HOME TOWNSHIP"	16	42	5	49
"KS"	2000	2	"Nemaha"	"ILLINOIS TOWNSHIP"	58	110	47	116
"KS"	2000	2	"Nemaha"	"MARION TOWNSHIP"	54	161	54	148
"KS"	2000	2	"Nemaha"	"MITCHELL TOWNSHIP"	34	113	29	114
"KS"	2000	2	"Nemaha"	"NEMEHA TOWNSHIP"	8	83	8	78
"KS"	2000	2	"Nemaha"	"NEUCHATEL TOWNSHIP"	12	45	11	47
"KS"	2000	2	"Nemaha"	"RED VERMILLION TOWNSHIP"	15	44	12	43
"KS"	2000	2	"Nemaha"	"REILLY TOWNSHIP"	15	49	11	53
"KS"	2000	2	"Nemaha"	"RICHLAND TOWNSHIP"	61	155	39	167
"KS"	2000	2	"Nemaha"	"ROCK CREEK TOWNSHIP"	18	118	9	128
"KS"	2000	2	"Nemaha"	"ROCK CREEK TOWNSHIP ENCLAVE A"	0	0	0	0
"KS"	2000	2	"Nemaha"	"SABETHA WARD 1"	92	185	43	231
"KS"	2000	2	"Nemaha"	"SABETHA WARD 2"	73	197	45	217
"KS"	2000	2	"Nemaha"	"SABETHA WARD 3"	59	186	24	204
"KS"	2000	2	"Nemaha"	"SABETHA WARD 4"	41	144	27	161
"KS"	2000	2	"Nemaha"	"SABETHA WARD 5"	0	0	0	0
"KS"	2000	2	"Nemaha"	"SENECA WARD 1"	104	176	55	218
"KS"	2000	2	"Nemaha"	"SENECA WARD 2"	116	162	83	183
"KS"	2000	2	"Nemaha"	"SENECA WARD 3"	161	217	93	269
"KS"	2000	2	"Nemaha"	"WASHINGTON TOWNSHIP"	38	176	24	197
"KS"	2000	2	"Nemaha"	"WETMORE TOWNSHIP"	63	124	54	124
"KS"	2000	2	"Nemaha"	"Advance"	154	346	103	396
"KS"	2000	2	"Nemaha"	"Provisional (Challenged)"	15	36	11	40
"KS"	2000	2	"Neosho"	"BIG CREEK TOWNSHIP"	67	140	44	157
"KS"	2000	2	"Neosho"	"CANVILLE TOWNSHIP"	84	170	52	204
"KS"	2000	2	"Neosho"	"CANVILLE TOWNSHIP ENCLAVE"	0	0	0	0
"KS"	2000	2	"Neosho"	"CENTERVILLE TOWNSHIP"	88	139	50	177
"KS"	2000	2	"Neosho"	"CHANUTE WARD 1"	52	55	34	72
"KS"	2000	2	"Neosho"	"CHANUTE WARD 2 PRECINCT 1"	131	149	81	197
"KS"	2000	2	"Neosho"	"CHANUTE WARD 2 PRECINCT 2"	154	159	101	215
"KS"	2000	2	"Neosho"	"CHANUTE WARD 3 PRECINCT 1"	242	286	148	355
"KS"	2000	2	"Neosho"	"CHANUTE WARD 3 PRECINCT 2"	129	191	92	225
"KS"	2000	2	"Neosho"	"CHANUTE WARD 3 PRECINCT 3"	174	375	121	428
"KS"	2000	2	"Neosho"	"CHANUTE WARD 4 PRECINCT 1"	174	223	121	274
"KS"	2000	2	"Neosho"	"CHANUTE WARD 4 PRECINCT 2"	117	121	77	182
"KS"	2000	2	"Neosho"	"CHANUTE WARD 4 PRECINCT 3"	117	139	86	163
"KS"	2000	2	"Neosho"	"CHANUTE WARD 4 PRECINCT 3 EXCLAVE A"	0	0	0	0
"KS"	2000	2	"Neosho"	"CHANUTE WARD 4 PRECINCT 3 EXCLAVE B"	0	0	0	0
"KS"	2000	2	"Neosho"	"CHETOPA TOWNSHIP"	91	257	62	284
"KS"	2000	2	"Neosho"	"EAST ERIE"	100	166	66	191
"KS"	2000	2	"Neosho"	"GRANT TOWNSHIP"	63	86	40	112
"KS"	2000	2	"Neosho"	"LADORE TOWNSHIP"	67	51	60	61
"KS"	2000	2	"Neosho"	"LINCOLN TOWNSHIP"	47	62	40	74
"KS"	2000	2	"Neosho"	"MISSION TOWNSHIP"	122	218	112	227
"KS"	2000	2	"Neosho"	"NORTH TIOGA TOWNSHIP"	44	141	25	163
"KS"	2000	2	"Neosho"	"SHILOH TOWNSHIP"	29	74	22	81
"KS"	2000	2	"Neosho"	"SOUTH TIOGA EAST TOWNSHIP"	52	75	32	92
"KS"	2000	2	"Neosho"	"SOUTH TIOGA WEST TOWNSHIP"	20	50	14	58
"KS"	2000	2	"Neosho"	"SOUTH TIOGA WEST TOWNSHIP ENCLAVE"	0	0	0	0
"KS"	2000	2	"Neosho"	"WALNUT GROVE TOWNSHIP"	59	82	31	107
"KS"	2000	2	"Neosho"	"WEST ERIE"	109	223	62	255
"KS"	2000	2	"Neosho"	"Advance"	221	321	148	387
"KS"	2000	2	"Neosho"	"Provisional (Challenged)"	35	61	26	63
"KS"	2000	1	"Ness"	"BAZINE TOWNSHIP"	40	172		201
"KS"	2000	1	"Ness"	"EDEN TOWNSHIP"	3	45		47
"KS"	2000	1	"Ness"	"FORRESTER TOWNSHIP"	9	47		54
"KS"	2000	1	"Ness"	"FRANKLIN TOWNSHIP"	4	59		64
"KS"	2000	1	"Ness"	"HIGHPOINT TOWNSHIP"	6	46		53
"KS"	2000	1	"Ness"	"JOHNSON TOWNSHIP"	1	34		33
"KS"	2000	1	"Ness"	"NEVADA TOWNSHIP"	61	146		201
"KS"	2000	1	"Ness"	"NORTH CENTER"	94	359		437
"KS"	2000	1	"Ness"	"OHIO TOWNSHIP"	34	139		164
"KS"	2000	1	"Ness"	"SOUTH CENTER"	71	172		234
"KS"	2000	1	"Ness"	"WARING TOWNSHIP"	13	54		66
"KS"	2000	1	"Ness"	"Advance"	47	147		185
"KS"	2000	1	"Ness"	"Provisional (Challenged)"				
"KS"	2000	1	"Norton"	"ALMENA TOWNSHIP"	65	167		225
"KS"	2000	1	"Norton"	"CENTER PRECINCT 1"	45	207		260
"KS"	2000	1	"Norton"	"CENTER PRECINCT 2"	10	66		71
"KS"	2000	1	"Norton"	"HARRISON TOWNSHIP"	0	10		10
"KS"	2000	1	"Norton"	"HIGHLAND PRECINCT 1"	62	133		180
"KS"	2000	1	"Norton"	"HIGHLAND PRECINCT 2"	6	49		51
"KS"	2000	1	"Norton"	"HIGHLAND PRECINCT 3"	6	35		41
"KS"	2000	1	"Norton"	"NORTON WARD 1"	99	275		360
"KS"	2000	1	"Norton"	"NORTON WARD 2"	111	263		363
"KS"	2000	1	"Norton"	"NORTON WARD 3"	109	267		353
"KS"	2000	1	"Norton"	"SOLOMON PRECINCT 1"	14	67		76
"KS"	2000	1	"Norton"	"SOLOMON PRECINCT 2"	3	24		26
"KS"	2000	1	"Norton"	"Advance"	68	181		219
"KS"	2000	1	"Norton"	"Provisional (Challenged)"	0			
"KS"	2000	2	"Osage"	"AGENCY TOWNSHIP"	74	109	49	137
"KS"	2000	2	"Osage"	"ARVONIA TOWNSHIP"	19	41	17	41
"KS"	2000	2	"Osage"	"BARCLAY TOWNSHIP"	30	53	26	58
"KS"	2000	2	"Osage"	"DRAGOON TOWNSHIP"	25	64	30	58
"KS"	2000	2	"Osage"	"ELK TOWNSHIP"	229	465	167	513
"KS"	2000	2	"Osage"	"FAIRFAX TOWNSHIP"	88	115	63	133
"KS"	2000	2	"Osage"	"GRANT TOWNSHIP PART A"	41	87	33	99
"KS"	2000	2	"Osage"	"GRANT TOWNSHIP PART B"	0	0	0	0
"KS"	2000	2	"Osage"	"LINCOLN TOWNSHIP"	18	34	23	27
"KS"	2000	2	"Osage"	"MELVERN TOWNSHIP"	117	180	102	204
"KS"	2000	2	"Osage"	"MICHIGAN VALLEY TOWNSHIP"	73	100	45	123
"KS"	2000	2	"Osage"	"NORTH BURLINGAME"	157	181	100	236
"KS"	2000	2	"Osage"	"NORTH RIDGEWAY"	214	275	149	316
"KS"	2000	2	"Osage"	"NORTH VALLEY BROOK"	153	220	97	272
"KS"	2000	2	"Osage"	"OLIVET TOWNSHIP"	33	71	20	78
"KS"	2000	2	"Osage"	"OSAGE CITY WARD 1"	121	183	91	208
"KS"	2000	2	"Osage"	"OSAGE CITY WARD 2"	88	94	59	122
"KS"	2000	2	"Osage"	"OSAGE CITY WARD 3"	109	134	70	175
"KS"	2000	2	"Osage"	"OSAGE CITY WARD 4"	113	189	78	214
"KS"	2000	2	"Osage"	"SCRANTON TOWNSHIP"	167	208	124	258
"KS"	2000	2	"Osage"	"SOUTH BURLINGAME"	124	204	97	229
"KS"	2000	2	"Osage"	"SOUTH RIDGEWAY"	189	210	121	273
"KS"	2000	2	"Osage"	"SOUTH VALLEY BROOK"	61	110	50	116
"KS"	2000	2	"Osage"	"SUPERIOR TOWNSHIP"	44	71	35	82
"KS"	2000	2	"Osage"	"SUPERIOR TOWNSHIP ENCLAVE"	0	0	0	0
"KS"	2000	2	"Osage"	"VASSAR TOWNSHIP"	108	163	88	181
"KS"	2000	2	"Osage"	"Advance"	131	206	99	246
"KS"	2000	2	"Osage"	"Provisional (Challenged)"	4	3	2	3
"KS"	2000	1	"Osborne"	"BETHANY TOWNSHIP"	23	52		65
"KS"	2000	1	"Osborne"	"BLOOM TOWNSHIP"	4	30		34
"KS"	2000	1	"Osborne"	"CORINTH TOWNSHIP"	0	16		17
"KS"	2000	1	"Osborne"	"COVERT TOWNSHIP"	0	10		10
"KS"	2000	1	"Osborne"	"DELHI TOWNSHIP"	1	7		10
