state	year	county	precinct	g2010_USS_rv	g2010_USS_tv	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	g2010_GOV_dv	g2010_GOV_rv	g2010_GOV_tv	g2010_SOS_dv	g2010_SOS_rv	g2010_SOS_tv	g2010_ATG_dv	g2010_ATG_rv	g2010_ATG_tv
"SD"	2010	"Aurora"	"1"	198	198	105	137	242	98	169	267	85	159	244	75	183	258
"SD"	2010	"Aurora"	"2"	107	107	71	76	147	54	101	155	54	88	142	50	98	148
"SD"	2010	"Aurora"	"3"	192	192	183	125	308	172	154	326	146	151	297	141	176	317
"SD"	2010	"Aurora"	"4"	56	56	37	34	71	34	42	76	27	44	71	20	52	72
"SD"	2010	"Aurora"	"5"	89	89	82	53	135	61	81	142	57	62	119	55	78	133
"SD"	2010	"Aurora"	"6"	72	72	40	49	89	30	66	96	32	52	84	29	61	90
"SD"	2010	"Aurora"	"7"	212	212	189	119	308	143	175	318	136	149	285	118	193	311
"SD"	2010	"Beadle"	"W1"	754	754	535	453	988	455	590	1045	451	475	926	357	682	1039
"SD"	2010	"Beadle"	"W1-1(06)"														
"SD"	2010	"Beadle"	"W1-2(06)"														
"SD"	2010	"Beadle"	"W2"	611	611	499	358	857	467	456	923	471	345	816	364	545	909
"SD"	2010	"Beadle"	"W3"	550	550	419	303	722	354	426	780	364	335	699	252	518	770
"SD"	2010	"Beadle"	"W4(06)"														
"SD"	2010	"Beadle"	"W5(06)"														
"SD"	2010	"Beadle"	"W6(06)"														
"SD"	2010	"Beadle"	"W7-1"	407	407	291	257	548	258	333	591	239	278	517	182	400	582
"SD"	2010	"Beadle"	"W7-2"	567	567	386	350	736	284	489	773	290	415	705	181	577	758
"SD"	2010	"Beadle"	"W8-1"	539	539	390	319	709	310	434	744	298	373	671	204	530	734
"SD"	2010	"Beadle"	"W8-2"	504	504	350	297	647	255	417	672	259	349	608	179	480	659
"SD"	2010	"Beadle"	"W9(06)"														
"SD"	2010	"Beadle"	"W10(08)"														
"SD"	2010	"Beadle"	"W11(08)"														
"SD"	2010	"Beadle"	"W12"	595	595	452	355	807	378	473	851	355	418	773	205	635	840
"SD"	2010	"Beadle"	"W13(06)"														
"SD"	2010	"Beadle"	"W14(08)"														
"SD"	2010	"Beadle"	"W15"	194	194	62	160	222	56	173	229	54	160	214	49	177	226
"SD"	2010	"Beadle"	"W16(06)"														
"SD"	2010	"Beadle"	"W17"	176	176	157	89	246	135	140	275	130	103	233	92	178	270
"SD"	2010	"Beadle"	"W18(08)"														
"SD"	2010	"Bennett"	"Allen"	121	121	155	52	207	121	82	203	119	58	177	129	73	202
"SD"	2010	"Bennett"	"Martin City"	247	247	178	154	332	142	208	350	134	181	315	124	222	346
"SD"	2010	"Bennett"	"Martin Rural 26"	90	90	60	65	125	48	81	129	41	71	112	38	89	127
"SD"	2010	"Bennett"	"Martin Rural 27"	135	135	77	113	190	76	120	196	57	108	165	51	138	189
"SD"	2010	"Bennett"	"Tuthill"	80	80	14	70	84	13	76	89	15	65	80	9	77	86
"SD"	2010	"Bennett"	"Vetal"	55	55	18	45	63	15	52	67	13	40	53	10	50	60
"SD"	2010	"Bennett"	"Ward 1(08)"														
"SD"	2010	"Bennett"	"Ward 2(08)"														
"SD"	2010	"Bennett"	"Ward 3(08)"														
"SD"	2010	"Bon Homme"	"1"	434	434	238	299	537	220	370	590	214	313	527	180	384	564
"SD"	2010	"Bon Homme"	"2"	338	338	192	231	423	185	273	458	155	269	424	132	306	438
"SD"	2010	"Bon Homme"	"3"	441	441	373	249	622	354	317	671	314	294	608	293	347	640
"SD"	2010	"Bon Homme"	"4"	285	285	293	155	448	263	221	484	275	152	427	238	206	444
"SD"	2010	"Bon Homme"	"5"	467	467	238	331	569	235	372	607	208	339	547	187	399	586
"SD"	2010	"Brookings"	"1-Tompkins Alumni Center"	379	379	290	203	493	204	325	529	213	214	427	189	262	451
"SD"	2010	"Brookings"	"2-First Lutheran Church"	492	492	479	237	716	380	392	772	388	287	675	339	376	715
"SD"	2010	"Brookings"	"3-City Hall"	483	483	468	237	705	346	405	751	356	292	648	336	371	707
"SD"	2010	"Brookings"	"4-Ascension Lutheran Church"	891	891	844	466	1310	601	772	1373	620	612	1232	510	779	1289
"SD"	2010	"Brookings"	"5-Bethel Baptist Church"	1242	1242	1152	622	1774	780	1073	1853	847	799	1646	689	1068	1757
"SD"	2010	"Brookings"	"6-United Church of Christ"	992	992	817	530	1347	552	857	1409	603	660	1263	447	896	1343
"SD"	2010	"Brookings"	"8-Medary Township"	445	445	331	261	592	226	392	618	235	325	560	188	394	582
"SD"	2010	"Brookings"	"9-White Area"	444	444	291	266	557	218	376	594	205	323	528	165	397	562
"SD"	2010	"Brookings"	"10-Bruce Area"	406	406	228	257	485	175	355	530	192	284	476	152	361	513
"SD"	2010	"Brookings"	"11-Aurora Area"	396	396	313	204	517	235	327	562	234	258	492	225	324	549
"SD"	2010	"Brookings"	"12-Sinai Area"	169	169	107	93	200	86	141	227	82	116	198	68	150	218
"SD"	2010	"Brookings"	"13-Brookings Township"	147	147	117	84	201	76	129	205	83	101	184	64	134	198
"SD"	2010	"Brookings"	"14-Volga Area"	781	781	512	404	916	368	642	1010	378	529	907	292	659	951
"SD"	2010	"Brookings"	"15-Laketon & Winsor Twps."	116	116	93	62	155	75	89	164	72	70	142	57	95	152
"SD"	2010	"Brookings"	"16-Elkton Area"	338	338	153	221	374	149	280	429	152	221	373	130	280	410
"SD"	2010	"Brown"	"Alexander Mitchell Library"	308	308	252	192	444	196	267	463	190	216	406	170	266	436
"SD"	2010	"Brown"	"Avera-Midland Campus"	573	573	377	375	752	281	510	791	284	436	720	252	517	769
"SD"	2010	"Brown"	"Claremont Fire Station"	111	111	135	49	184	96	94	190	99	74	173	89	89	178
"SD"	2010	"Brown"	"Columbia American Legion"	259	259	220	143	363	175	204	379	173	166	339	139	230	369
"SD"	2010	"Brown"	"Courthouse Community Rm 4"	346	346	301	189	490	221	294	515	232	235	467	213	285	498
"SD"	2010	"Brown"	"Courthouse Community Rm 8"	477	477	439	240	679	328	391	719	342	280	622	322	365	687
"SD"	2010	"Brown"	"Frederick Community Center"	150	150	166	72	238	136	118	254	134	89	223	123	124	247
"SD"	2010	"Brown"	"Groton Community Center"	635	635	582	321	903	405	519	924	435	393	828	350	522	872
"SD"	2010	"Brown"	"Hecla Community Center"	167	167	221	67	288	160	130	290	167	90	257	148	121	269
"SD"	2010	"Brown"	"Hub Area Vocational Ctr"	638	638	444	384	828	297	563	860	339	452	791	233	596	829
"SD"	2010	"Brown"	"Northern Electric Coop"	408	408	281	242	523	188	352	540	196	298	494	161	356	517
"SD"	2010	"Brown"	"Primrose Gym"	846	846	623	525	1148	449	740	1189	518	561	1079	449	702	1151
"SD"	2010	"Brown"	"School/Blind & Visually Imp 10"	430	430	372	241	613	276	365	641	279	282	561	235	376	611
"SD"	2010	"Brown"	"School/Blind & Visually Imp 16"	265	265	181	160	341	126	230	356	141	194	335	105	236	341
"SD"	2010	"Brown"	"Senior Citizens Ctr"	937	937	695	560	1255	466	838	1304	505	675	1180	401	838	1239
"SD"	2010	"Brown"	"Stratford Community Center"	158	158	141	86	227	100	137	237	115	101	216	97	128	225
"SD"	2010	"Brown"	"Super City Plaza 11"	604	604	520	361	881	377	528	905	410	397	807	358	502	860
"SD"	2010	"Brown"	"Super City Plaza 7"	784	784	559	479	1038	374	705	1079	425	557	982	330	695	1025
"SD"	2010	"Brown"	"Warner Community Center"	336	336	348	169	517	238	297	535	268	202	470	225	284	509
"SD"	2010	"Brown"	"Washington St. Gym 1"	811	811	676	492	1168	487	728	1215	523	558	1081	445	705	1150
"SD"	2010	"Brown"	"Washington St. Gym 2"	467	467	411	275	686	310	403	713	331	323	654	279	412	691
"SD"	2010	"Brown"	"Westport Town Hall"	152	152	156	90	246	130	128	258	135	94	229	125	124	249
"SD"	2010	"Brule"	"1"	791	791	557	484	1041	413	676	1089	521	487	1008	350	714	1064
"SD"	2010	"Brule"	"2"	308	308	244	183	427	228	245	473	239	181	420	174	279	453
"SD"	2010	"Brule"	"3"	259	259	140	171	311	126	215	341	156	152	308	107	228	335
"SD"	2010	"Brule"	"4"	64	64	19	77	96	17	86	103	21	52	73	20	79	99
"SD"	2010	"Brule"	"5"	103	103	57	56	113	43	79	122	56	58	114	23	97	120
"SD"	2010	"Buffalo"	"Elvira"	69	69	51	51	102	48	55	103	34	60	94	20	76	96
"SD"	2010	"Buffalo"	"Pershing"	40	40	44	22	66	40	26	66	45	21	66	26	40	66
"SD"	2010	"Buffalo"	"Victory"	99	99	256	18	274	235	43	278	229	27	256	224	50	274
"SD"	2010	"Butte"	"Castle Rock Precinct 06"	35	35	4	32	36	10	25	35	3	32	35	2	35	37
"SD"	2010	"Butte"	"Fruitdale Precinct 17"	394	394	132	330	462	144	341	485	109	319	428	109	364	473
"SD"	2010	"Butte"	"Minnesela Precinct 16"	298	298	75	253	328	101	246	347	63	238	301	62	274	336
"SD"	2010	"Butte"	"Newell City Precinct 20"	180	180	97	122	219	95	138	233	61	124	185	59	172	231
"SD"	2010	"Butte"	"Nisland Precinct 18"	136	136	58	107	165	66	114	180	49	93	142	52	127	179
"SD"	2010	"Butte"	"Orman Precinct 12"	66	66	20	57	77	21	56	77	19	45	64	15	60	75
"SD"	2010	"Butte"	"Romans Precinct 11"	52	52	4	52	56	8	49	57	5	48	53	2	55	57
"SD"	2010	"Butte"	"Union Precinct 08 (Including: Horsecreek Precinct 13, Newell Independent Precinct 14)"	292	292	90	239	329	125	234	359	83	218	301	63	288	351
"SD"	2010	"Butte"	"Ward 1 Precinct 21"	128	128	74	87	161	52	115	167	59	72	131	58	94	152
"SD"	2010	"Butte"	"Ward 1 Precinct 22"	150	150	77	108	185	65	138	203	56	103	159	63	129	192
"SD"	2010	"Butte"	"Ward 2 Precinct 23"	153	153	58	125	183	46	139	185	40	118	158	35	142	177
"SD"	2010	"Butte"	"Ward 2 Precinct 24"	212	212	83	166	249	74	187	261	53	156	209	49	199	248
"SD"	2010	"Butte"	"Ward 3 Precinct 25"	91	91	31	69	100	21	86	107	18	83	101	14	92	106
"SD"	2010	"Butte"	"Ward 3 Precinct 26"	355	355	135	282	417	111	318	429	88	288	376	76	340	416
"SD"	2010	"Butte"	"Ward 4 Precinct 27"	123	123	47	101	148	54	110	164	40	98	138	34	121	155
"SD"	2010	"Butte"	"Ward 4 Precinct 28"	310	310	143	227	370	102	279	381	93	250	343	83	285	368
"SD"	2010	"Campbell"	"1"	149	149	69	109	178	53	135	188	47	118	165	39	142	181
"SD"	2010	"Campbell"	"2"	126	126	59	81	140	18	129	147	24	108	132	20	126	146
"SD"	2010	"Campbell"	"3"	122	122	50	89	139	31	106	137	20	110	130	21	113	134
"SD"	2010	"Campbell"	"4"	110	110	62	73	135	30	116	146	39	85	124	20	119	139
"SD"	2010	"Campbell"	"5"	135	135	61	100	161	34	130	164	31	119	150	19	136	155
"SD"	2010	"Charles Mix"	"1"	303	303	187	217	404	173	251	424	153	221	374	158	217	375
"SD"	2010	"Charles Mix"	"2"	125	125	87	84	171	74	114	188	83	92	175	85	94	179
"SD"	2010	"Charles Mix"	"3"	324	324	282	178	460	255	249	504	249	217	466	234	244	478
"SD"	2010	"Charles Mix"	"4"	92	92	117	41	158	101	63	164	92	63	155	103	63	166
"SD"	2010	"Charles Mix"	"5"	264	264	191	169	360	160	212	372	141	209	350	144	218	362
"SD"	2010	"Charles Mix"	"6"	146	146	192	74	266	167	104	271	135	121	256	148	120	268
"SD"	2010	"Charles Mix"	"7"	84	84	43	53	96	32	72	104	24	75	99	28	74	102
"SD"	2010	"Charles Mix"	"8"	132	132	79	88	167	59	115	174	44	126	170	50	114	164
"SD"	2010	"Charles Mix"	"9"	292	292	109	233	342	81	267	348	66	268	334	81	261	342
"SD"	2010	"Charles Mix"	"10"	86	86	23	73	96	17	81	98	16	79	95	22	74	96
"SD"	2010	"Charles Mix"	"11"	542	542	215	413	628	180	481	661	132	510	642	143	499	642
"SD"	2010	"Charles Mix"	"12"	82	82	62	54	116	56	66	122	33	83	116	47	71	118
"SD"	2010	"Charles Mix"	"13"	46	46	33	33	66	36	32	68	32	33	65	28	40	68
"SD"	2010	"Clark"	"Ash, Woodland, Garfield"	53	53	38	33	71	36	39	75	32	38	70	31	43	74
"SD"	2010	"Clark"	"Blaine, Cottonwood, Sp Val, War"	94	94	78	56	134	64	77	141	60	60	120	53	79	132
"SD"	2010	"Clark"	"City of Clark Ward I"	129	129	96	106	202	85	125	210	84	98	182	64	133	197
"SD"	2010	"Clark"	"City of Clark Ward II"	111	111	63	77	140	62	90	152	48	79	127	46	99	145
"SD"	2010	"Clark"	"City of Clark Ward III, Lincoln"	162	162	115	106	221	97	136	233	92	106	198	76	144	220
"SD"	2010	"Clark"	"Elrod, Foxton, Merton, Town of"	78	78	54	51	105	45	69	114	36	62	98	36	78	114
"SD"	2010	"Clark"	"Lake, Washington, Collins"	90	90	57	56	113	68	59	127	55	56	111	38	84	122
"SD"	2010	"Clark"	"Mt Pleasant, Day, Darlington"	73	73	38	55	93	40	64	104	40	51	91	29	66	95
"SD"	2010	"Clark"	"Mt Pleasant, Day, Darlington, Elrod, Foxton, Merton, Town of(06)"														
"SD"	2010	"Clark"	"Raymond Twp, Logan, Fordham, To"	78	78	59	46	105	43	71	114	55	56	111	39	73	112
"SD"	2010	"Clark"	"Richland, Hague, Rosedale"	69	69	61	25	86	45	49	94	48	37	85	29	60	89
"SD"	2010	"Clark"	"Thorp, Maydell, Eden, Town of G"	86	86	46	61	107	39	73	112	48	58	106	35	75	110
"SD"	2010	"Clark"	"Town of Vienna, Pleasant"	51	51	23	35	58	20	45	65	16	42	58	16	48	64
"SD"	2010	"Clark"	"Town of Willow Lake"	116	116	59	66	125	58	82	140	54	69	123	34	101	135
"SD"	2010	"Clay"	"Central 1"	96	96	165	50	215	133	87	220	155	53	208	122	85	207
"SD"	2010	"Clay"	"Central 2"	129	129	151	76	227	138	94	232	150	66	216	135	84	219
"SD"	2010	"Clay"	"Irene City(06)"														
"SD"	2010	"Clay"	"Northeast 1"	166	166	143	104	247	127	127	254	144	97	241	108	130	238
"SD"	2010	"Clay"	"Northeast 2"	150	150	132	76	208	96	111	207	116	70	186	97	92	189
"SD"	2010	"Clay"	"Northwest 1"	240	240	305	138	443	245	222	467	296	134	430	227	203	430
"SD"	2010	"Clay"	"Northwest 2"	229	229	205	133	338	160	190	350	216	122	338	147	180	327
"SD"	2010	"Clay"	"Rural Ward 1"	259	259	175	184	359	172	202	374	196	161	357	138	224	362
"SD"	2010	"Clay"	"Rural Ward 2"	233	233	197	131	328	167	190	357	198	117	315	146	190	336
"SD"	2010	"Clay"	"Rural Ward 3"	516	516	497	325	822	415	455	870	519	313	832	374	449	823
"SD"	2010	"Clay"	"Southeast 1"	392	392	433	235	668	343	349	692	452	222	674	306	345	651
"SD"	2010	"Clay"	"Southeast 2"	346	346	399	190	589	343	275	618	419	170	589	292	278	570
"SD"	2010	"Clay"	"Str/Bt Wakond(04)"														
"SD"	2010	"Codington"	"Dexter"	50	50	40	29	69	44	32	76	40	28	68	33	42	75
"SD"	2010	"Codington"	"Eden, Phipps, Wallace"	72	72	51	44	95	49	52	101	45	47	92	38	64	102
"SD"	2010	"Codington"	"Elmira"	135	135	90	88	178	65	119	184	68	103	171	51	129	180
"SD"	2010	"Codington"	"Fuller - Florence"	165	165	113	102	215	113	132	245	120	99	219	107	121	228
"SD"	2010	"Codington"	"Germantown"	40	40	53	22	75	47	34	81	51	18	69	52	25	77
"SD"	2010	"Codington"	"Graceland, Henry, Henry"	134	134	71	103	174	75	115	190	68	100	168	65	120	185
"SD"	2010	"Codington"	"Kampeska Township"	107	107	70	61	131	57	85	142	64	63	127	44	83	127
"SD"	2010	"Codington"	"Kranzburg Twp. & Village"	175	175	104	120	224	96	146	242	95	121	216	81	149	230
"SD"	2010	"Codington"	"Lake Township"	220	220	114	167	281	96	194	290	84	173	257	84	202	286
"SD"	2010	"Codington"	"Leola - South Shore"	89	89	69	53	122	64	69	133	69	50	119	56	74	130
"SD"	2010	"Codington"	"Pelican"	199	199	103	133	236	85	172	257	91	139	230	80	169	249
"SD"	2010	"Codington"	"Rauville"	79	79	67	50	117	58	69	127	58	54	112	48	71	119
"SD"	2010	"Codington"	"Richland"	51	51	36	41	77	33	46	79	28	38	66	26	46	72
"SD"	2010	"Codington"	"Sheridan"	146	146	80	100	180	65	122	187	62	106	168	50	133	183
"SD"	2010	"Codington"	"Ward A Precinct 1 (Including: Ward A Precinct 4)"	846	846	417	573	990	309	723	1032	311	636	947	244	738	982
"SD"	2010	"Codington"	"Ward A Precinct 2"	389	389	221	261	482	168	334	502	176	286	462	127	354	481
"SD"	2010	"Codington"	"Ward A Precinct 3"	430	430	295	261	556	257	326	583	254	273	527	205	352	557
"SD"	2010	"Codington"	"Ward B Precinct 1"	383	383	196	277	473	162	328	490	158	287	445	124	354	478
"SD"	2010	"Codington"	"Ward B Precinct 2"	513	513	336	333	669	271	437	708	266	364	630	239	436	675
"SD"	2010	"Codington"	"Ward B Precinct 3 (Including: Ward B Precinct 4)"	393	393	212	264	476	178	327	505	154	313	467	131	363	494
"SD"	2010	"Codington"	"Ward C Precinct 1"	72	72	57	40	97	44	64	108	48	47	95	46	58	104
"SD"	2010	"Codington"	"Ward C Precinct 2"	134	134	96	81	177	79	117	196	85	90	175	85	108	193
"SD"	2010	"Codington"	"Ward C Precinct 3"	388	388	323	213	536	255	317	572	252	241	493	242	303	545
"SD"	2010	"Codington"	"Ward C Precinct 4"	149	149	91	96	187	82	125	207	87	95	182	73	118	191
"SD"	2010	"Codington"	"Ward D Precinct 1"	289	289	218	192	410	189	249	438	187	200	387	152	258	410
"SD"	2010	"Codington"	"Ward D Precinct 2"	233	233	181	149	330	154	193	347	153	155	308	147	193	340
"SD"	2010	"Codington"	"Ward D Precinct 3"	245	245	193	153	346	147	212	359	153	164	317	136	212	348
"SD"	2010	"Codington"	"Ward D Precinct 4"	109	109	90	68	158	85	87	172	89	61	150	89	74	163
"SD"	2010	"Codington"	"Ward E Precinct 1"	320	320	226	204	430	193	274	467	202	207	409	185	266	451
"SD"	2010	"Codington"	"Ward E Precinct 2"	171	171	107	112	219	77	152	229	85	124	209	76	144	220
"SD"	2010	"Codington"	"Ward E Precinct 3"	537	537	226	410	636	186	485	671	184	447	631	126	525	651
"SD"	2010	"Codington"	"Ward E Precinct 4"	192	192	94	154	248	78	183	261	77	162	239	69	186	255
"SD"	2010	"Codington"	"Waverly"	49	49	44	29	73	47	32	79	40	31	71	30	46	76
"SD"	2010	"Corson"	"Archambault Precinct"	16	16	6	11	17	8	10	18	5	9	14	9	9	18
"SD"	2010	"Corson"	"Bullhead Precinct"	26	26	44	4	48	34	15	49	39	5	44	45	5	50
"SD"	2010	"Corson"	"Butte Precinct"	37	37	41	17	58	39	18	57	40	10	50	40	18	58
"SD"	2010	"Corson"	"Cadillac Precinct"	34	34	15	22	37	17	29	46	15	21	36	16	28	44
"SD"	2010	"Corson"	"Grand Valley Precinct"	54	54	10	49	59	20	39	59	13	38	51	11	48	59
"SD"	2010	"Corson"	"Kenel Precinct"	16	16	49	3	52	43	6	49	46	2	48	48	3	51
"SD"	2010	"Corson"	"Liberty Precinct"	21	21	5	22	27	12	15	27	8	16	24	4	23	27
"SD"	2010	"Corson"	"Lincoln Precinct"	52	52	27	46	73	28	48	76	28	33	61	28	48	76
"SD"	2010	"Corson"	"Little Eagle Precinct"	41	41	50	13	63	46	22	68	44	14	58	50	18	68
"SD"	2010	"Corson"	"Little Oak Precinct"	41	41	11	35	46	8	39	47	12	32	44	8	38	46
"SD"	2010	"Corson"	"McIntosh Precinct"	60	60	45	30	75	40	43	83	29	35	64	34	47	81
"SD"	2010	"Corson"	"Mission Precinct"	6	6	22	0	22	18	3	21	17	3	20	20	2	22
"SD"	2010	"Corson"	"Morristown Precinct"	59	59	30	42	72	32	51	83	25	40	65	29	50	79
"SD"	2010	"Corson"	"NcUbtoah Precinct(06)"														
"SD"	2010	"Corson"	"Ridgeland Precinct"	41	41	16	31	47	14	36	50	20	27	47	16	34	50
"SD"	2010	"Corson"	"South McLaughlin City Precinct"	37	37	31	23	54	26	27	53	24	23	47	25	27	52
"SD"	2010	"Corson"	"Wakpala Precinct"	14	14	39	2	41	30	8	38	28	5	33	39	3	42
"SD"	2010	"Corson"	"Watauga Precinct"	22	22	9	12	21	11	16	27	9	13	22	13	13	26
"SD"	2010	"Custer"	"Bear Rock 9"	796	796	333	638	971	355	683	1038	290	605	895	284	712	996
"SD"	2010	"Custer"	"Buffalo Gap 3"	117	117	54	96	150	63	105	168	50	91	141	53	110	163
"SD"	2010	"Custer"	"Custer 6"	173	173	112	134	246	124	143	267	108	116	224	92	157	249
"SD"	2010	"Custer"	"Custer 7"	270	270	136	184	320	136	220	356	112	196	308	116	226	342
"SD"	2010	"Custer"	"Custer 8"	228	228	116	145	261	120	169	289	95	158	253	85	195	280
"SD"	2010	"Custer"	"Elk Mountain 10"	99	99	23	80	103	22	93	115	19	69	88	20	87	107
"SD"	2010	"Custer"	"Fairburn 2"	97	97	29	84	113	31	90	121	23	74	97	24	98	122
"SD"	2010	"Custer"	"Hermosa 1"	624	624	201	534	735	201	573	774	166	476	642	166	579	745
"SD"	2010	"Custer"	"Pringle 4"	199	199	96	154	250	99	167	266	86	140	226	90	164	254
"SD"	2010	"Custer"	"Sentinel Hill 5"	415	415	178	329	507	191	355	546	154	313	467	132	400	532
"SD"	2010	"Davison"	"Badg,Perry,N 1/2 Mit Twp"	394	394	189	282	471	148	341	489	158	278	436	99	375	474
"SD"	2010	"Davison"	"Bak,Blen,Mtv,Un Twp"	275	275	147	187	334	128	215	343	124	194	318	95	237	332
"SD"	2010	"Davison"	"Beul,Lis,Pros,S 1/2 Mit Twp"	526	526	273	352	625	207	443	650	199	382	581	151	482	633
"SD"	2010	"Davison"	"Prec 1 (Including: Prec 3)"	267	267	179	156	335	143	217	360	144	182	326	105	236	341
"SD"	2010	"Davison"	"Prec 2"	138	138	109	76	185	88	103	191	90	76	166	69	114	183
"SD"	2010	"Davison"	"Prec 4"	218	218	161	124	285	118	183	301	141	131	272	111	181	292
"SD"	2010	"Davison"	"Prec 5"	291	291	223	154	377	150	246	396	180	180	360	124	260	384
"SD"	2010	"Davison"	"Prec 6"	118	118	84	64	148	73	90	163	65	75	140	62	95	157
"SD"	2010	"Davison"	"Prec 7"	213	213	162	117	279	141	160	301	128	141	269	105	188	293
"SD"	2010	"Davison"	"Prec 8"	205	205	123	127	250	106	166	272	109	132	241	89	181	270
"SD"	2010	"Davison"	"Prec 10"	240	240	150	147	297	116	197	313	123	162	285	92	213	305
"SD"	2010	"Davison"	"Prec 11 (Including: Prec 13)"	284	284	193	169	362	129	245	374	153	184	337	123	241	364
"SD"	2010	"Davison"	"Prec 12"	111	111	85	72	157	77	92	169	72	77	149	66	97	163
"SD"	2010	"Davison"	"Prec 14"	189	189	104	125	229	72	171	243	83	131	214	71	168	239
"SD"	2010	"Davison"	"Prec 15"	208	208	140	129	269	120	171	291	120	142	262	107	180	287
"SD"	2010	"Davison"	"Prec 16"	261	261	169	169	338	120	229	349	129	177	306	99	231	330
"SD"	2010	"Davison"	"Prec 17"	314	314	198	220	418	172	269	441	169	240	409	118	312	430
"SD"	2010	"Davison"	"Prec 18"	230	230	146	134	280	107	186	293	118	155	273	92	193	285
"SD"	2010	"Davison"	"Prec 19"	243	243	142	154	296	105	199	304	93	188	281	65	235	300
"SD"	2010	"Davison"	"Prec 20"	581	581	323	401	724	238	498	736	225	438	663	150	568	718
"SD"	2010	"Davison"	"Rome,Tobin,Ethn"	174	174	137	108	245	110	154	264	116	121	237	104	147	251
"SD"	2010	"Day"	"1"	153	153	144	98	242	117	136	253	118	114	232	120	126	246
"SD"	2010	"Day"	"2"	149	149	154	88	242	135	121	256	128	112	240	120	128	248
"SD"	2010	"Day"	"3"	110	110	98	52	150	78	74	152	71	73	144	65	85	150
"SD"	2010	"Day"	"4"	107	107	109	53	162	86	81	167	82	66	148	73	85	158
"SD"	2010	"Day"	"5"	156	156	146	94	240	129	127	256	132	91	223	126	113	239
"SD"	2010	"Day"	"6"	154	154	164	83	247	135	117	252	136	96	232	126	116	242
"SD"	2010	"Day"	"7"	108	108	108	60	168	98	83	181	106	63	169	92	83	175
"SD"	2010	"Day"	"8"	71	71	84	43	127	74	61	135	76	45	121	63	68	131
"SD"	2010	"Day"	"9"	116	116	101	68	169	99	82	181	87	68	155	89	90	179
"SD"	2010	"Day"	"10"	75	75	55	45	100	44	59	103	42	49	91	34	65	99
"SD"	2010	"Day"	"11"	117	117	127	59	186	117	80	197	105	73	178	104	86	190
"SD"	2010	"Day"	"12"	117	117	138	64	202	104	97	201	110	77	187	102	95	197
"SD"	2010	"Day"	"13"	96	96	105	58	163	92	78	170	87	59	146	89	79	168
"SD"	2010	"Day"	"14"	144	144	135	72	207	105	125	230	109	96	205	103	116	219
"SD"	2010	"Deuel"	"Alt., Portland, Alt."	64	64	52	40	92	42	51	93	41	42	83	37	54	91
"SD"	2010	"Deuel"	"Ant. Valley, Lowe"	51	51	45	30	75	43	33	76	39	28	67	29	41	70
"SD"	2010	"Deuel"	"Blom, Grange, Toronto"	141	141	121	73	194	101	114	215	100	86	186	94	115	209
"SD"	2010	"Deuel"	"Clear Lake WD 1"	117	117	94	64	158	78	94	172	73	81	154	70	92	162
"SD"	2010	"Deuel"	"Clear Lake WD 2"	119	119	75	79	154	70	96	166	65	77	142	48	109	157
"SD"	2010	"Deuel"	"Clear Lake WD 3"	132	132	105	71	176	79	114	193	90	84	174	74	108	182
"SD"	2010	"Deuel"	"Glenwood, Herrick, Gary"	175	175	108	120	228	103	147	250	107	111	218	85	152	237
"SD"	2010	"Deuel"	"Goodwin, Rome, Goodwin"	133	133	92	90	182	76	117	193	80	94	174	63	123	186
"SD"	2010	"Deuel"	"Hav., CL, Hidewood"	185	185	103	121	224	100	155	255	101	122	223	75	168	243
"SD"	2010	"Deuel"	"Norden, Brandt, Brandt"	206	206	135	119	254	111	163	274	114	134	248	85	173	258
"SD"	2010	"Deuel"	"Scandi, Astoria"	104	104	69	70	139	50	100	150	63	73	136	50	90	140
"SD"	2010	"Dewey"	"EAGLE BUTTE EAST"	99	99	184	24	208	157	52	209	157	25	182	157	47	204
"SD"	2010	"Dewey"	"EB SOUTH"	147	147	229	41	270	185	87	272	200	51	251	186	86	272
"SD"	2010	"Dewey"	"EB WEST GREEN GRASS"	90	90	99	37	136	80	54	134	84	41	125	81	53	134
"SD"	2010	"Dewey"	"FIRESTEEL"	48	48	35	29	64	30	44	74	32	24	56	25	43	68
"SD"	2010	"Dewey"	"GLENCROSS"	38	38	17	20	37	7	34	41	6	28	34	1	36	37
"SD"	2010	"Dewey"	"ISABEL"	111	111	49	71	120	66	53	119	41	74	115	27	101	128
"SD"	2010	"Dewey"	"LAPLANT"	16	16	30	5	35	27	8	35	24	5	29	22	11	33
"SD"	2010	"Dewey"	"NO HEART (Including: EB NORTH)"	130	130	166	62	228	140	88	228	144	62	206	134	94	228
"SD"	2010	"Dewey"	"PROMISE"	22	22	35	12	47	29	16	45	30	10	40	31	17	48
"SD"	2010	"Dewey"	"SWIFTBIRD"	19	19	39	10	49	33	13	46	35	6	41	34	15	49
"SD"	2010	"Dewey"	"TIMBER LAKE"	183	183	130	105	235	82	167	249	98	104	202	75	156	231
"SD"	2010	"Dewey"	"TRAIL CITY"	22	22	5	17	22	1	23	24	1	21	22	0	24	24
"SD"	2010	"Dewey"	"WHITE HORSE"	18	18	52	9	61	45	16	61	51	7	58	45	16	61
