state	year	county	precinct	cd	ld	g2002_STH_dv	g2002_STH_rv	g2002_STH_tv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	g2002_STS_dv	g2002_STS_rv	sd	g2002_STS_tv	g2002_STS_dv2	g2002_STS_rv2	sd2	g2002_STS_tv2	g2002_STS_dv3	g2002_STS_rv3	sd3	g2002_STS_tv3	g2002_STS_dv4	g2002_STS_rv4	sd4	g2002_STS_tv4	g2002_STS_dv5	g2002_STS_rv5	sd5	g2002_STS_tv5	g2002_STS_dv6	g2002_STS_rv6	sd6	g2002_STS_tv6	g2002_STS_dv7	g2002_STS_rv7	sd7	g2002_STS_tv7	g2002_STS_dv8	g2002_STS_rv8	sd8	g2002_STS_tv8	g2002_STS_dv9	g2002_STS_rv9	sd9	g2002_STS_tv9	g2002_STS_dv10	g2002_STS_rv10	sd10	g2002_STS_tv10	g2002_STS_dv11	g2002_STS_rv11	sd11	g2002_STS_tv11	g2002_STS_dv12	g2002_STS_rv12	sd12	g2002_STS_tv12	g2002_STS_dv13	g2002_STS_rv13	sd13	g2002_STS_tv13
"IA"	2002	"Fremont"	"Hamburg Ward 2"	5	97	40	65	105																																																	0	84	49	84																																																
"IA"	2002	"Fremont"	"Hamburg Ward 3"	5	97	39	38	77																																																	0	52	49	52																																																
"IA"	2002	"Fremont"	"Monroe Pct"	5	97	54	32	86																																																	0	59	49	60																																																
"IA"	2002	"Fremont"	"Riverside Pct"	5	97	36	65	101																																																	0	77	49	77																																																
"IA"	2002	"Fremont"	"Riverton Pct"	5	97	74	101	175																																																	0	135	49	136																																																
"IA"	2002	"Fremont"	"Scott Pct"	5	97	64	53	117																																																	0	89	49	91																																																
"IA"	2002	"Fremont"	"Sidney Pct"	5	97	248	292	541																																																	0	423	49	426																																																
"IA"	2002	"Fremont"	"Washington Pct"	5	97	47	65	112																																																	0	89	49	93																																																
"IA"	2002	"Greene"	"Absentee and Special Ballots"	5	50	441	234	675																																																	386	257	25	643																																																
"IA"	2002	"Greene"	"Bristol Jackson"	5	50	101	61	163																																																	86	60	25	147																																																
"IA"	2002	"Greene"	"Cedar"	5	50	52	17	69																																																	42	26	25	68																																																
"IA"	2002	"Greene"	"Greenbrier Franklin"	5	50	47	57	104																																																	39	59	25	99																																																
"IA"	2002	"Greene"	"Hardin Grant"	5	50	80	92	172																																																	73	92	25	165																																																
"IA"	2002	"Greene"	"Highland"	5	50	195	50	245																																																	150	77	25	227																																																
"IA"	2002	"Greene"	"Jefferson 1"	5	50	247	198	445																																																	242	186	25	429																																																
"IA"	2002	"Greene"	"Jefferson 2"	5	50	196	174	370																																																	183	177	25	360																																																
"IA"	2002	"Greene"	"Jefferson 3"	5	50	297	247	544																																																	262	265	25	527																																																
"IA"	2002	"Greene"	"Junction"	5	50	211	123	334																																																	168	150	25	318																																																
"IA"	2002	"Greene"	"Kendrick"	5	50	38	25	63																																																	35	25	25	61																																																
"IA"	2002	"Greene"	"Paton Dawson"	5	50	156	93	249																																																	147	86	25	233																																																
"IA"	2002	"Greene"	"Scranton"	5	50	155	69	224																																																	111	94	25	205																																																
"IA"	2002	"Greene"	"Washington"	5	50	25	32	57																																																	22	35	25	57																																																
"IA"	2002	"Greene"	"Willow"	5	50	97	58	155																																																	87	61	25	148																																																
"IA"	2002	"Grundy"	"Absentee and Special Ballots"	3	40	0	583	584																																																	226	518	20	744																																																
"IA"	2002	"Grundy"	"Precinct 1"	3	40	0	455	456																																																	144	421	20	565																																																
"IA"	2002	"Grundy"	"Precinct 2"	3	40	0	166	167																																																	62	138	20	201																																																
"IA"	2002	"Grundy"	"Precinct 3"	3	40	0	395	395																																																	96	374	20	470																																																
"IA"	2002	"Grundy"	"Precinct 4"	3	40	0	238	238																																																	41	240	20	281																																																
"IA"	2002	"Grundy"	"Precinct 5"	3	40	0	532	535																																																	223	470	20	693																																																
"IA"	2002	"Grundy"	"Precinct 6"	3	40	0	639	641																																																	227	619	20	846																																																
"IA"	2002	"Grundy"	"Precinct 7"	3	40	0	626	627																																																	178	546	20	724																																																
"IA"	2002	"Guthrie"	"Absentee and Special Ballots"	5	58	323	377	700																																																	247	430	29	677																																																
"IA"	2002	"Guthrie"	"Baker"	5	58	44	33	77																																																	26	44	29	70																																																
"IA"	2002	"Guthrie"	"Bear Grove"	5	58	18	42	60																																																	17	40	29	57																																																
"IA"	2002	"Guthrie"	"Beaver"	5	58	116	94	210																																																	91	108	29	199																																																
"IA"	2002	"Guthrie"	"Cass"	5	58	292	373	665																																																	239	412	29	651																																																
"IA"	2002	"Guthrie"	"Dodge"	5	58	111	69	180																																																	69	96	29	165																																																
"IA"	2002	"Guthrie"	"Grant"	5	58	35	58	93																																																	21	61	29	82																																																
"IA"	2002	"Guthrie"	"Highland"	5	58	121	90	211																																																	81	119	29	200																																																
"IA"	2002	"Guthrie"	"Jackson"	5	58	54	42	96																																																	45	45	29	90																																																
"IA"	2002	"Guthrie"	"Orange"	5	58	26	14	40																																																	21	18	29	39																																																
"IA"	2002	"Guthrie"	"Penn"	5	58	76	62	138																																																	64	72	29	136																																																
"IA"	2002	"Guthrie"	"Richland-jamaica"	5	58	89	37	126																																																	58	58	29	116																																																
"IA"	2002	"Guthrie"	"Richland-yale"	5	58	76	29	105																																																	48	50	29	98																																																
"IA"	2002	"Guthrie"	"Seeley"	5	58	49	32	81																																																	33	47	29	80																																																
"IA"	2002	"Guthrie"	"Stuart"	5	58	231	154	385																																																	188	172	29	360																																																
"IA"	2002	"Guthrie"	"Thompson"	5	58	91	99	190																																																	81	97	29	178																																																
"IA"	2002	"Guthrie"	"Union"	5	58	16	25	41																																																	6	31	29	37																																																
"IA"	2002	"Guthrie"	"Valley"	5	58	359	260	619																																																	211	370	29	581																																																
"IA"	2002	"Guthrie"	"Victory"	5	58	95	163	258																																																	74	183	29	257																																																
"IA"	2002	"Hamilton"	"Absentee and Special Ballots"	4	9	479	491	970	10	66	123	189																																													556	644	5	1200			5	0																																												
"IA"	2002	"Hamilton"	"Blairsburg"	4	9	44	109	153																																																	49	109	5	158																																																
"IA"	2002	"Hamilton"	"Cass Freedom Fremont"	4	9	84	198	282																																																	100	193	5	293																																																
"IA"	2002	"Hamilton"	"Clear Lake Hamilton"	4	9	79	243	322																																																	135	193	5	328																																																
"IA"	2002	"Hamilton"	"Ellsworth Scott"	4	10	115	204	319																																																	134	185	5	319																																																
"IA"	2002	"Hamilton"	"Independence"	4	9	62	100	162																																																	66	100	5	166																																																
"IA"	2002	"Hamilton"	"Liberty Rose Grove"	4	10	27	126	153																																																	32	127	5	159																																																
"IA"	2002	"Hamilton"	"Lincoln"	4	10	72	184	256																																																	60	203	5	263																																																
"IA"	2002	"Hamilton"	"Lyon"	4	10	145	295	440																																																	151	308	5	459																																																
"IA"	2002	"Hamilton"	"Marion Webster"	4	9	102	301	404																																																	168	225	5	393																																																
"IA"	2002	"Hamilton"	"Webster City 1"	4	9	272	462	734																																																	294	475	5	769																																																
"IA"	2002	"Hamilton"	"Webster City 2"	4	9	327	522	849																																																	348	517	5	865																																																
"IA"	2002	"Hamilton"	"Webster City 3"	4	9	235	243	478																																																	244	251	5	495																																																
"IA"	2002	"Hamilton"	"Williams"	4	9	73	101	174																																																	73	111	5	184																																																
"IA"	2002	"Hancock"	"Absentee and Special Ballots"	4	11	0	366	371	12	0	120	120																																															6	0	0	0	6	0																																												
"IA"	2002	"Hancock"	"Amsterdam Twin Lake Kanawha"	4	12	116	207	323																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Avery Goodell"	4	12	39	73	112																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Bingham Woden"	4	11	0	114	116																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Boone Magor Corwith"	4	11	0	162	163																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Concord Garner"	4	11	0	779	784																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Crystal Crystal Lake"	4	11	0	117	118																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Ell Liberty Klemme"	4	12	122	213	335																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Ellington Madison Forest City"	4	11	0	285	288																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Garfield"	4	11	0	109	109																																																	0	0	6	0																																																
"IA"	2002	"Hancock"	"Orthel Britt Erin Britt City"	4	11	0	682	683																																																	0	0	6	0																																																
"IA"	2002	"Hardin"	"Absentee and Special Ballots"	4	44	852	677	1529																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Alden Buckeye Pct"	4	44	291	209	501																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Clay Pct"	4	44	85	145	231																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Concord Sherman Pct"	4	44	179	206	388																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Eldora Pct"	4	44	299	543	843																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Ellis Jackson Pct"	4	44	86	89	178																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Etna Pct"	4	44	329	278	607																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Grant Tipton Pct"	4	44	238	243	482																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Hardin Pct"	4	44	179	151	330																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Iowa Falls 1"	4	44	295	175	471																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Iowa Falls 2"	4	44	428	370	798																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Pleasant Providence Pct"	4	44	62	182	245																																																	0	0	22	0																																																
"IA"	2002	"Hardin"	"Union Whitten Pct"	4	44	114	204	318																																																	0	0	22	0																																																
"IA"	2002	"Harrison"	"Absentee and Special Ballots"	5	56	274	380	656																																																	261	344	28	651																																																
"IA"	2002	"Harrison"	"Calhoun Jefferson Lagrange"	5	56	100	237	338																																																	92	208	28	333																																																
"IA"	2002	"Harrison"	"Cass Union Washington Persia"	5	56	111	194	305																																																	108	174	28	304																																																
"IA"	2002	"Harrison"	"Clay Taylor Cincinnati Modale"	5	56	92	128	220																																																	79	118	28	225																																																
"IA"	2002	"Harrison"	"Douglas Lincoln Boyer"	5	56	76	170	246																																																	73	142	28	242																																																
"IA"	2002	"Harrison"	"Harrison Dunlap"	5	56	159	212	371																																																	177	141	28	376																																																
"IA"	2002	"Harrison"	"Jackson Allen Pisgah"	5	56	68	136	204																																																	63	109	28	181																																																
