state	year	county	precinct	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2
"MS"	2010	"Adams"	"Airport"	3	292	109	401				
"MS"	2010	"Adams"	"Beau Pre"	3	150	235	387				
"MS"	2010	"Adams"	"Bellemont"	3	207	765	982				
"MS"	2010	"Adams"	"By-Pass Fire"	3	302	141	445				
"MS"	2010	"Adams"	"Carpenter"	3	160	79	240				
"MS"	2010	"Adams"	"Concord"	3	250	25	276				
"MS"	2010	"Adams"	"Courthouse"	3	85	316	405				
"MS"	2010	"Adams"	"Duncan Park"	3	138	347	486				
"MS"	2010	"Adams"	"Foster Mound 5"	3	485	35	521				
"MS"	2010	"Adams"	"Kingston 1"	3	66	279	347				
"MS"	2010	"Adams"	"Liberty Park 2"	3	45	357	403				
"MS"	2010	"Adams"	"Maryland 3"	3	274	10	285				
"MS"	2010	"Adams"	"Morgantown 4"	3	162	82	247				
"MS"	2010	"Adams"	"Northside 4"	3	357	10	368				
"MS"	2010	"Adams"	"Nps Multi Purpose Bldg. 3 "	3	124	101	226				
"MS"	2010	"Adams"	"Oakland 5"	3	196	378	577				
"MS"	2010	"Adams"	"Palestine 3"	3	256	155	412				
"MS"	2010	"Adams"	"Pine Ridge 4"	3	228	55	285				
"MS"	2010	"Adams"	"Thompson 4"	3	256	25	283				
"MS"	2010	"Adams"	"Washington 5"	3	81	206	289				
"MS"	2010	"Alcorn"	"2nd district Central Precinct"	1	202	535	749				
"MS"	2010	"Alcorn"	"Bethel"	1	20	32	53				
"MS"	2010	"Alcorn"	"Biggersville"	1	136	251	393				
"MS"	2010	"Alcorn"	"College Hill"	1	299	503	819				
"MS"	2010	"Alcorn"	"East Corinth"	1	278	524	824				
"MS"	2010	"Alcorn"	"East Third Street"	1	80	179	267				
"MS"	2010	"Alcorn"	"Five Points 1st District"	1	234	613	870				
"MS"	2010	"Alcorn"	"Glen"	1	147	345	507				
"MS"	2010	"Alcorn"	"Jacinto"	1	68	120	196				
"MS"	2010	"Alcorn"	"Kossuth"	1	180	599	799				
"MS"	2010	"Alcorn"	"North Corinth"	1	132	521	665				
"MS"	2010	"Alcorn"	"Rienzl"	1	239	305	562				
"MS"	2010	"Alcorn"	"South Corinth"	1	401	196	612				
"MS"	2010	"Alcorn"	"Union Center"	1	173	273	464				
"MS"	2010	"Alcorn"	"Wenasoga"	1	148	294	460				
"MS"	2010	"Alcorn"	"West Corinth "	1	106	217	336				
"MS"	2010	"Amite"	"Amite River"	3	162	45	207				
"MS"	2010	"Amite"	"Ariel"	3	73	35	109				
"MS"	2010	"Amite"	"Berwick"	3	155	30	188				
"MS"	2010	"Amite"	"Closter"	3	295	116	412				
"MS"	2010	"Amite"	"Crosby "	3	58	68	126				
"MS"	2010	"Amite"	"East Centerville"	3	95	121	218				
"MS"	2010	"Amite"	"East Fork"	3	49	187	236				
"MS"	2010	"Amite"	"East Gloster"	3	44	117	161				
"MS"	2010	"Amite"	"East Liberty"	3	48	107	156				
"MS"	2010	"Amite"	"Homochitto"	3	8	32	40				
"MS"	2010	"Amite"	"Liberty"	3	62	230	293				
"MS"	2010	"Amite"	"New Zion"	3	61	148	210				
"MS"	2010	"Amite"	"Onell"	3	11	92	103				
"MS"	2010	"Amite"	"Riceville"	3	46	105	153				
"MS"	2010	"Amite"	"Smithdale"	3	71	156	231				
"MS"	2010	"Amite"	"South Liberty"	3	54	147	202				
"MS"	2010	"Amite"	"Street "	3	50	119	172				
"MS"	2010	"Amite"	"Tangipahoa"	3	20	180	201				
"MS"	2010	"Amite"	"Tickfaw"	3	59	42	101				
"MS"	2010	"Amite"	"Walls"	3	95	198	295				
"MS"	2010	"Amite"	"Zion Hill"	3	13	174	188				
"MS"	2010	"Attala"	"Aponaug"	2	21	86	111				
"MS"	2010	"Attala"	"Berea"	2	6	70	79				
"MS"	2010	"Attala"	"Carmack"	2	10	116	126				
"MS"	2010	"Attala"	"East"	2	63	462	527				
"MS"	2010	"Attala"	"Ethel"	2	63	121	188				
"MS"	2010	"Attala"	"Hesterville"	2	19	108	131				
"MS"	2010	"Attala"	"Liberty Chapel"	2	35	116	157				
"MS"	2010	"Attala"	"Mcadams"	2	72	73	146				
"MS"	2010	"Attala"	"McCool"	2	81	99	181				
"MS"	2010	"Attala"	"Newport"	2	73	97	175				
"MS"	2010	"Attala"	"North Central"	2	15	167	184				
"MS"	2010	"Attala"	"North East"	2	417	190	611				
"MS"	2010	"Attala"	"North West"	2	123	179	307				
"MS"	2010	"Attala"	"Possumneck"	2	46	98	145				
"MS"	2010	"Attala"	"Providence"	2	9	139	150				
"MS"	2010	"Attala"	"Sallis"	2	382	156	540				
"MS"	2010	"Attala"	"South Central"	2	200	285	491				
"MS"	2010	"Attala"	"South West"	2	99	40	141				
"MS"	2010	"Attala"	"Thompson"	2	4	62	70				
"MS"	2010	"Attala"	"Williamsville"	2	204	450	658				
"MS"	2010	"Attala"	"Zama"	2	47	96	145				
"MS"	2010	"Benton"	"Ashland 2as3"	1	268	225	510				
"MS"	2010	"Benton"	"Canaan 2ca1"	1	397	160	562				
"MS"	2010	"Benton"	"Floyd 2fl4"	1	207	243	463				
"MS"	2010	"Benton"	"Hickory Flat 2hf5"	1	191	292	497				
"MS"	2010	"Benton"	"Lamar 2lm2"	1	421	84	510				
"MS"	2010	"Bolivar"	"Benoit Precinct"	2	165	83	249				
"MS"	2010	"Bolivar"	"Beulah"	2	116	19	136				
"MS"	2010	"Bolivar"	"Boyle"	2	119	354	479				
"MS"	2010	"Bolivar"	"Choctaw"	2	113	22	137				
"MS"	2010	"Bolivar"	"Cleveland Courthouse"	2	38	154	195				
"MS"	2010	"Bolivar"	"Duncan-Alligator"	2	111	45	161				
"MS"	2010	"Bolivar"	"East Central Cleveland"	2	174	1	176				
"MS"	2010	"Bolivar"	"East Cleveland"	2	787	59	848				
"MS"	2010	"Bolivar"	"East Rosedale"	2	274	11	286				
"MS"	2010	"Bolivar"	"Eastgate"	2	198	5	205				
"MS"	2010	"Bolivar"	"Gunnison"	2	139	49	191				
"MS"	2010	"Bolivar"	"Longshot"	2	19	38	57				
"MS"	2010	"Bolivar"	"Merigold"	2	105	111	219				
"MS"	2010	"Bolivar"	"Mound Bayou"	2	677	37	723				
"MS"	2010	"Bolivar"	"North Cleveland"	2	170	79	250				
"MS"	2010	"Bolivar"	"North West Cleveland"	2	47	466	524				
"MS"	2010	"Bolivar"	"Pace"	2	179	40	221				
"MS"	2010	"Bolivar"	"Renova"	2	154	12	167				
"MS"	2010	"Bolivar"	"Scott"	2	59	38	98				
"MS"	2010	"Bolivar"	"Shaw"	2	610	92	705				
"MS"	2010	"Bolivar"	"Shelby Precinct"	2	575	46	634				
"MS"	2010	"Bolivar"	"Skene"	2	11	120	132				
"MS"	2010	"Bolivar"	"South Cleveland"	2	376	19	396				
"MS"	2010	"Bolivar"	"Stringtown"	2	3	30	34				
"MS"	2010	"Bolivar"	"West Central Cleveland"	2	52	474	535				
"MS"	2010	"Bolivar"	"West Cleveland"	2	106	827	940				
"MS"	2010	"Bolivar"	"West Rosedale"	2	231	61	295				
"MS"	2010	"Bolivar"	"Winstonville"	2	137	6	144				
"MS"	2010	"Calhoun"	"Banner"	1	54	198	272				
"MS"	2010	"Calhoun"	"Bruce 3"	1	271	435	743				
"MS"	2010	"Calhoun"	"Calhoun City 1"	1	296	179	495				
"MS"	2010	"Calhoun"	"Calhoun City 4"	1	212	466	700				
"MS"	2010	"Calhoun"	"Derma 4"	1	77	162	247				
"MS"	2010	"Calhoun"	"Derma 5"	1	142	224	377				
"MS"	2010	"Calhoun"	"Northeast Calhoun"	1	145	324	497				
"MS"	2010	"Calhoun"	"Pittsboro 1"	1	287	50	345				
"MS"	2010	"Calhoun"	"Pittsboro 2"	1	137	182	336				
"MS"	2010	"Calhoun"	"Vardman"	1	237	302	555				
"MS"	2010	"Carroll"	"430 School"	2	139	69	210				
"MS"	2010	"Carroll"	"Black Hawk"	2	28	112	143				
"MS"	2010	"Carroll"	"Calvary"	2	5	77	85				
"MS"	2010	"Carroll"	"Carrollton"	2	17	172	193				
"MS"	2010	"Carroll"	"East Valden"	2	158	199	363				
"MS"	2010	"Carroll"	"Fire Tower"	2	198	138	339				
"MS"	2010	"Carroll"	"Gravel Hill"	2	20	262	284				
"MS"	2010	"Carroll"	"Jefferson"	2	112	112	226				
"MS"	2010	"Carroll"	"Mccarley"	2	108	168	279				
"MS"	2010	"Carroll"	"North Carrollton"	2	198	258	461				
"MS"	2010	"Carroll"	"Rays Shop"	2	35	474	517				
"MS"	2010	"Carroll"	"Salem"	2	78	46	124				
"MS"	2010	"Carroll"	"West Central"	2	31	330	363				
"MS"	2010						0				
"MS"	2010	"Chickasaw"	"Anchor"	1	149	341	502				
"MS"	2010	"Chickasaw"	"Buena Vista"	1	342	69	417				
"MS"	2010	"Chickasaw"	"East Okolona"	1	518	43	579				
"MS"	2010	"Chickasaw"	"Egypt"	1	225	63	299				
"MS"	2010	"Chickasaw"	"North Houlka"	1	157	65	234				
"MS"	2010	"Chickasaw"	"North Okolona"	1	268	142	423				
"MS"	2010	"Chickasaw"	"Northwest Houston"	1	425	93	530				
"MS"	2010	"Chickasaw"	"Pearsall"	1	78	82	168				
"MS"	2010	"Chickasaw"	"Pleasant Grove Thorn"	1	62	241	315				
"MS"	2010	"Chickasaw"	"South Houlka"	1	124	133	271				
"MS"	2010	"Chickasaw"	"Southeast Houston"	1	269	645	935				
"MS"	2010	"Chickasaw"	"Sparta"	1	71	97	171				
"MS"	2010	"Chickasaw"	"Van Vleet"	1	123	147	280				
"MS"	2010	"Chickasaw"	"West Okolona"	1	289	230	528				
"MS"	2010	"Chickasaw"	"Woodland"	1	111	75	190				
"MS"	2010	"Choctaw"	"ACKERMAN TOWN HALL"	1			0				
"MS"	2010	"Choctaw"	"Bywy"	1	62	80	149				
"MS"	2010	"Choctaw"	"Chester"	1	62	115	188				
"MS"	2010	"Choctaw"	"District 5"	1	170	559	776				
"MS"	2010	"Choctaw"	"East Weir"	1	173	50	228				
"MS"	2010	"Choctaw"	"Fentress"	1	60	148	215				
"MS"	2010	"Choctaw"	"French Camp"	1	49	172	229				
"MS"	2010	"Choctaw"	"FRENCH CAMP FIRE DEPT"	1			0				
"MS"	2010	"Choctaw"	"Herbon"	1	28	99	136				
"MS"	2010	"Choctaw"	"Kenego"	1	26	138	165				
"MS"	2010	"Choctaw"	"Panhandle"	1	71	89	165				
"MS"	2010	"Choctaw"	"Reform"	1	105	128	238				
"MS"	2010	"Choctaw"	"Sherwood"	1	27	199	231				
"MS"	2010	"Choctaw"	"Southwest Ackerman"	1	169	35	207				
"MS"	2010	"Choctaw"	"WEIR FIRE DEPT"	1			0				
"MS"	2010	"Choctaw"	"West Weir"	1	80	106	198				
"MS"	2010	"CLAIBORNE"	"1-a"	2	72	46	118				
"MS"	2010	"CLAIBORNE"	"1-b"	2	336	27	364				
"MS"	2010	"CLAIBORNE"	"1-c"	2	196	0	196				
"MS"	2010	"CLAIBORNE"	"2"	2	609	49	665				
"MS"	2010	"CLAIBORNE"	"3-a"	2	292	176	474				
"MS"	2010	"CLAIBORNE"	"3-b"	2	29	62	92				
"MS"	2010	"CLAIBORNE"	"4-a"	2	210	13	224				
"MS"	2010	"CLAIBORNE"	"4-b"	2	272	29	304				
"MS"	2010	"CLAIBORNE"	"4-c"	2	50	1	51				
"MS"	2010	"CLAIBORNE"	"5-a"	2	335	17	352				
"MS"	2010	"CLAIBORNE"	"5-b"	2	228	29	259				
"MS"	2010	"Clarke"	"South Quitman"	4	298	148	455				
"MS"	2010	"Clarke"	"Harmony Dist. 1"	4	25	41	67				
"MS"	2010	"Clarke"	"Stonewall Dist. 1"	4	109	46	159				
"MS"	2010	"Clarke"	"Shubuta"	4	213	70	289				
"MS"	2010	"Clarke"	"Beadverdam"	4	116	30	150				
"MS"	2010	"Clarke"	"Harmony Dist. 2"	4	69	92	162				
"MS"	2010	"Clarke"	"Oakgrove"	4	139	29	171				
"MS"	2010	"Clarke"	"Pachuta"	4	120	58	182				
"MS"	2010	"Clarke"	"Souinlovie"	4	16	96	113				
"MS"	2010	"Clarke"	"Rolling Creek"	4	12	120	132				
"MS"	2010	"Clarke"	"Stonewall Dist. 3"	4	64	210	279				
"MS"	2010	"Clarke"	"Enterprise"	4	156	500	672				
"MS"	2010	"Clarke"	"Pineridge"	4	56	36	94				
"MS"	2010	"Clarke"	"Snell"	4	4	110	115				
"MS"	2010	"Clarke"	"Energy"	4	15	106	123				
"MS"	2010	"Clarke"	"Union"	4	29	309	340				
"MS"	2010	"Clarke"	"North quitman"	4	57	251	311				
"MS"	2010	"Clarke"	"Langsdale"	4	59	19	79				
"MS"	2010	"Clarke"	"Manassa"	4	6	57	64				
"MS"	2010	"Clarke"	"Springs"	4	41	33	74				
"MS"	2010	"Clarke"	"Desoto"	4	82	63	150				
"MS"	2010	"Clarke"	"Carmichael"	4	51	103	154				
"MS"	2010	"Clarke"	"East Quitman"	4	86	580	668				
"MS"	2010	"Clay"	"Cairo"	1	136	131	270				
"MS"	2010	"Clay"	"Caradine"	1	440	59	509				
"MS"	2010	"Clay"	"Cedar Bluff"	1	28	107	137				
"MS"	2010	"Clay"	"Central West Point"	1	376	304	694				
"MS"	2010	"Clay"	"East West Point"	1	503	700	1214				
"MS"	2010	"Clay"	"North West Point"	1	695	424	1130				
"MS"	2010	"Clay"	"Pheba"	1	224	155	385				
"MS"	2010	"Clay"	"Pine Bluff"	1	220	41	267				
"MS"	2010	"Clay"	"Siloam"	1	273	319	605				
"MS"	2010	"Clay"	"South West Point"	1	487	230	728				
"MS"	2010	"Clay"	"Tibbee"	1	169	85	264				
"MS"	2010	"Clay"	"Union Star"	1	241	189	435				
"MS"	2010	"Clay"	"Vinton"	1	245	136	387				
"MS"	2010	"Clay"	"West West Point"	1	617	199	828				
"MS"	2010	"Coahoma"	"Lula"	2	104	83	192				
"MS"	2010	"Coahoma"	"Coahoma"	2	139	13	153				
"MS"	2010	"Coahoma"	"Lyon"	2	177	502	687				
"MS"	2010	"Coahoma"	"Clarksdale Courthouse"	2	188	195	390				
"MS"	2010	"Coahoma"	"Friars Point"	2	325	35	363				
"MS"	2010	"Coahoma"	"Farrell"	2	68	14	82				
"MS"	2010	"Coahoma"	"Sherrard"	2	9	6	15				
"MS"	2010	"Coahoma"	"Clarksdale #2"	2	333	513	855				
"MS"	2010	"Coahoma"	"Jonestown"	2	323	9	336				
"MS"	2010	"Coahoma"	"Dublin"	2	35	77	113				
"MS"	2010	"Coahoma"	"Clarksdale #3"	2	246	49	296				
"MS"	2010	"Coahoma"	"Sasse Street Fire Station"	2	292	4	296				
"MS"	2010	"Coahoma"	"Cagie Crossing"	2	11	28	39				
"MS"	2010	"Coahoma"	"Clarksdale #4"	2	637	32	675				
"MS"	2010	"Coahoma"	"Clarksdale #4 North"	2	67	73	143				
"MS"	2010	"Coahoma"	"Rena Lara"	2	24	103	129				
"MS"	2010	"Coahoma"	"Bobo"	2	49	32	81				
"MS"	2010	"Coahoma"	"Roundaway"	2	29	21	50				
"MS"	2010	"Coahoma"	"Clarksdale #5"	2	479	199	689				
"MS"	2010	"Copiah"	"Beauregard"	2	102	325	436				
"MS"	2010	"Copiah"	"Center Point"	2	212	314	530				
"MS"	2010	"Copiah"	"Carpenter"	2	75	44	120				
"MS"	2010	"Copiah"	"Crystal Sprs E"	2	334	767	1112				
"MS"	2010	"Copiah"	"Crystal Sprs N"	2	151	68	222				
"MS"	2010	"Copiah"	"Crystal Sprs S"	2	537	299	845				
"MS"	2010	"Copiah"	"Crystal Sprs W"	2	21	319	346				
"MS"	2010	"Copiah"	"Dentville"	2	17	81	98				
"MS"	2010	"Copiah"	"Georgetown N"	2	115	57	174				
"MS"	2010	"Copiah"	"Georgetown S"	2	86	155	245				
"MS"	2010	"Copiah"	"Hazlehurst E"	2	528	41	572				
"MS"	2010	"Copiah"	"Hazelhurst N"	2	90	74	165				
"MS"	2010	"Copiah"	"Hazelhurst S"	2	204	68	274				
"MS"	2010	"Copiah"	"Hazelhurst W"	2	604	206	814				
"MS"	2010	"Copiah"	"Martinsville"	2	134	1	135				
"MS"	2010	"Copiah"	"Shady Grove"	2	57	186	246				
"MS"	2010	"Copiah"	"Stronghope Union"	2	21	239	262				
"MS"	2010	"Copiah"	"Wesson"	2	67	318	393				
"MS"	2010	"Copiah"	"Gallman"	2	373	574	955				
"MS"	2010	"Covington"	"Seminary"	3	106	821	936				
"MS"	2010	"Covington"	"Strahan"	3	25	66	91				
"MS"	2010	"Covington"	"West Collins"	3	18	172	193				
"MS"	2010	"Covington"	"Richmond"	3	37	345	385				
"MS"	2010	"Covington"	"Sanford"	3	53	456	513				
"MS"	2010	"Covington"	"South Collins"	3	22	232	256				
"MS"	2010	"Covington"	"Collins"	3	423	509	948				
"MS"	2010	"Covington"	"Williamsburg"	3	21	191	212				
"MS"	2010	"Covington"	"Dry Creek"	3	149	54	205				
"MS"	2010	"Covington"	"Lone Star / Black Jack"	3	40	118	160				
"MS"	2010	"Covington"	"Mt Olive"	3	332	304	642				
"MS"	2010	"Covington"	"Rock Hill"	3	17	71	89				
"MS"	2010	"Covington"	"Gilmer"	3	148	44	193				
"MS"	2010	"Covington"	"Mitchell"	3	9	117	126				
"MS"	2010	"Covington"	"Okahay"	3	362	88	458				
"MS"	2010	"Covington"	"Station Creek"	3	167	81	249				
"MS"	2010	"Covington"	"Yawn"	3	51	132	184				
"MS"	2010	"Desoto"	"Ingrams Mill"	1	232	346	602				
"MS"	2010	"Desoto"	"Lewisburg East"	1	30	181	218				
"MS"	2010	"Desoto"	"Miller"	1	437	888	1354				
"MS"	2010	"Desoto"	"Fairhaven"	1	365	489	867				
"MS"	2010	"Desoto"	"Olive Branch South"	1	315	1033	1399				
"MS"	2010	"Desoto"	"Olive Branch North"	1	617	1258	1910				
"MS"	2010	"Desoto"	"Mineral wells"	1	307	706	1048				
"MS"	2010	"Desoto"	"Greenbrook North"	1	453	601	1111				
"MS"	2010	"Desoto"	"Southaven North"	1	221	557	848				
"MS"	2010	"Desoto"	"Greenbrook South"	1	413	1271	1890				
"MS"	2010	"Desoto"	"Plum Point"	1	289	942	1265				
"MS"	2010	"Desoto"	"Pleasant Hill North"	1	193	911	1144				
"MS"	2010	"Desoto"	"Elmore"	1	99	423	540				
"MS"	2010	"Desoto"	"Cherry Valley"	1	96	315	442				
"MS"	2010	"Desoto"	"Southaven West"	1	360	480	905				
"MS"	2010	"Desoto"	"Horn Lake North"	1	326	266	638				
"MS"	2010	"Desoto"	"Horn Lake West"	1	256	257	570				
"MS"	2010	"Desoto"	"Walls"	1	360	561	989				
"MS"	2010	"Desoto"	"Lake Cormorant"	1	89	112	222				
"MS"	2010	"Desoto"	"Southaven South"	1	192	102	309				
"MS"	2010	"Desoto"	"Horn Lake East"	1	280	204	511				
"MS"	2010	"Desoto"	"Horn Lake South"	1	283	685	1047				
"MS"	2010	"Desoto"	"Aldens"	1	223	330	585				
"MS"	2010	"Desoto"	"Nesbit West"	1	243	492	810				
"MS"	2010	"Desoto"	"Eudora "	1	169	410	693				
"MS"	2010	"Desoto"	"Oak Grove"	1	53	97	181				
"MS"	2010	"Desoto"	"Desoto Central"	1	543	1517	2162				
"MS"	2010	"Desoto"	"Nesbit East"	1	215	305	551				
"MS"	2010	"Desoto"	"Bridgetown"	1	218	854	1159				
"MS"	2010	"Desoto"	"Pleasant Hill South"	1	127	642	797				
"MS"	2010	"Desoto"	"Lewisburg West "	1	180	378	587				
"MS"	2010	"Desoto"	"Hernando East"	1	425	1798	2478				
"MS"	2010	"Desoto"	"Hernando West"	1	378	781	1304				
"MS"	2010	"Desoto"	"Love"	1	165	498	722				
"MS"	2010	"Desoto"	"Alphaba-Cockrum"	1	82	322	446				
"MS"	2010	"Desoto"	"Hernando Central"	1	261	817	1210				
"MS"	2010	"Desoto"	"Horn Lake Central"	1	194	294	526				
"MS"	2010	"Desoto"	"Hacks Cross Road"	1	316	546	910				
"MS"	2010	"Desoto"	"Olive Branch West"	1	176	500	691				
"MS"	2010	"Desoto"	"Horn Lacke Intermediate"	1	269	320	624				
"MS"	2010	"Forrest"	"Sigler Center"	4	395	177	591				
"MS"	2010	"Forrest"	"Dantzler"	4	98	203	312				
"MS"	2010	"Forrest"	"Dixie"	4	356	813	1193				
"MS"	2010	"Forrest"	"Kamper Park"	4	397	329	749				
"MS"	2010	"Forrest"	"westside"	4	348	222	585				
"MS"	2010	"Forrest"	"Rawls Springs"	4	342	244	603				
"MS"	2010	"Forrest"	"Hattesburg Culteral Center"	4	345	31	384				
"MS"	2010	"Forrest"	"Train Depot"	4	209	32	246				
"MS"	2010	"Forrest"	"Burger Center"	4	304	7	315				
"MS"	2010	"Forrest"	"North Heights"	4	357	54	420				
"MS"	2010	"Forrest"	"Eatonville"	4	213	353	572				
"MS"	2010	"Forrest"	"Glendale"	4	472	176	658				
"MS"	2010	"Forrest"	"Bar Mac"	4	430	864	1311				
"MS"	2010	"Forrest"	"East Petal"	4	331	570	916				
"MS"	2010	"Forrest"	"Leeville"	4	182	521	716				
"MS"	2010	"Forrest"	"Petal Masonic"	4	285	525	824				
"MS"	2010	"Forrest"	"Sunrise"	4	522	1193	1734				
"MS"	2010	"Forrest"	"Dixie Pine Central"	4	453	94	563				
"MS"	2010	"Forrest"	"Rowan"	4	296	4	305				
"MS"	2010	"Forrest"	"Salvation Army"	4	463	20	487				
"MS"	2010	"Forrest"	"Court Street"	4	254	67	333				
"MS"	2010	"Forrest"	"Camp"	4	140	111	257				
"MS"	2010	"Forrest"	"West Petal"	4	128	145	279				
"MS"	2010	"Forrest"	"Mclaurin"	4	100	143	249				
"MS"	2010	"Forrest"	"Lillie Burney"	4	232	1	235				
"MS"	2010	"Forrest"	"West Hills"	4	108	220	328				
"MS"	2010	"Forrest"	"Highland Park"	4	273	131	408				
"MS"	2010	"Forrest"	"Brooklyn"	4	122	179	307				
"MS"	2010	"Forrest"	"Carnes"	4	159	288	450				
"MS"	2010	"Forrest"	"Maxie"	4	57	57	121				
"MS"	2010	"Forrest"	"Pinecrest"	4	327	267	617				
"MS"	2010	"Forrest"	"Thames"	4	609	956	1583				
"MS"	2010	"Forrest"	"Timberton"	4	160	253	416				
"MS"	2010	"Franklin"	"Knoxville"	3	43	56	99				
"MS"	2010	"Franklin"	"Roxie"	3	168	76	246				
"MS"	2010	"Franklin"	"Antioch"	3	80	103	186				
"MS"	2010	"Franklin"	"hamburg"	3	117	22	142				
"MS"	2010	"Franklin"	"Meadville"	3	26	175	201				
"MS"	2010	"Franklin"	"Bude"	3	164	131	297				
"MS"	2010	"Franklin"	"Pine Grove"	3	9	64	73				
"MS"	2010	"Franklin"	"Wesley Chapel"	3	39	17	56				
"MS"	2010	"Franklin"	"Eddiceton"	3	18	188	210				
"MS"	2010	"Franklin"	"Lucien"	3	10	80	91				
"MS"	2010	"Franklin"	"Mccall"	3	36	132	168				
"MS"	2010	"Franklin"	"Bad Bayou"	3	14	169	183				
"MS"	2010	"Franklin"	"Cains"	3	31	140	171				
"MS"	2010	"Franklin"	"Whittington"	3	15	140	156				
"MS"	2010	"George"	"Rocky Creek"	4	281	657	947				
"MS"	2010	"George"	"Multi Mart"	4	74	167	242				
"MS"	2010	"George"	"Ward"	4	58	151	212				
"MS"	2010	"George"	"Shipman"	4	75	143	219				
"MS"	2010	"George"	"Courthouse"	4	76	128	207				
"MS"	2010	"George"	"Pine Level"	4	78	209	288				
"MS"	2010	"George"	"Agricola"	4	224	468	700				
"MS"	2010	"George"	"Howell"	4	62	178	243				
"MS"	2010	"George"	"Movella"	4	93	132	228				
"MS"	2010	"George"	"Multi-Purpose"	4	109	144	255				
"MS"	2010	"George"	"Basin"	4	295	321	624				
"MS"	2010	"George"	"Davis "	4	123	139	262				
"MS"	2010	"George"	"Barton"	4	163	250	415				
"MS"	2010	"George"	"City Hall"	4	176	245	425				
"MS"	2010	"George"	"Shade Grove"	4	289	313	609				
"MS"	2010	"George"	"Bexley"	4	202	191	395				
"MS"	2010	"George"	"Salem"	4	41	37	78				
"MS"	2010	"George"	"Middle School"	4	251	168	430				
"MS"	2010	"George"	"Central"	4	68	78	146				
"MS"	2010	"George"	"Benndale"	4	272	197	478				
"MS"	2010	"George"	"Broome"	4	54	80	134				
"MS"	2010	"George"	"Twin Creek"	4	97	111	210				
"MS"	2010	"Greene"	"Leakesville"	4	250	492	748				
"MS"	2010	"Greene"	"North Leakesville"	4	141	53	197				
"MS"	2010	"Greene"	"State Line"	4	259	123	383				
"MS"	2010	"Greene"	"Mutual Rights"	4	61	73	136				
"MS"	2010	"Greene"	"Wade"	4	86	228	314				
"MS"	2010	"Greene"	"Jones"	4	43	79	123				
"MS"	2010	"Greene"	"Piave"	4	42	150	194				
"MS"	2010	"Greene"	"Maples"	4	107	204	317				
"MS"	2010	"Greene"	"Vernal"	4	143	208	354				
"MS"	2010	"Greene"	"Washington Neely"	4	88	116	206				
"MS"	2010	"Greene"	"Leaf"	4	47	38	87				
"MS"	2010	"Greene"	"Mcian"	4	148	77	226				
"MS"	2010	"Greene"	"Jonathan"	4	59	134	193				
"MS"	2010	"Grenada"	"Box 1 "	1	43	464	513				
"MS"	2010	"Grenada"	"Box 2 Grenada Co"	1	260	202	467				
"MS"	2010	"Grenada"	"Box 3 City Aud"	1	614	198	822				
"MS"	2010	"Grenada"	"Holcomb Community Center"	1	120	327	457				
"MS"	2010	"Grenada"	"Box 4"	1	878	153	1044				
"MS"	2010	"Grenada"	"Box 5"	1	163	706	880				
"MS"	2010	"Grenada"	"Tie Plant"	1	233	454	697				
"MS"	2010	"Grenada"	"Elliott Vol Fire station"	1	48	156	211				
"MS"	2010	"Grenada"	"Sweethome Hol #2 Fire Station"	1	65	151	225				
"MS"	2010	"Grenada"	"Gore Springs Community Center"	1	81	235	320				
"MS"	2010	"Grenada"	"Futheyville 1st Pentecost"	1	130	295	432				
"MS"	2010	"Grenada"	"Providence Gore Spr Comm"	1	0	0	0				
"MS"	2010	"Grenada"	"MT NEBO PARKER'S GROCERY"	1	0	0	0				
"MS"	2010	"Grenada"	"Pleasant Grove Community Center"	1	254	135	398				
"MS"	2010	"Grenada"	"Geeslin"	1	108	451	575				
"MS"	2010	"Grenada"	"Hardy"	1	0	0	0				
"MS"	2010	"Hancock"	"Ansley"	4	47	17	64				
"MS"	2010	"Hancock"	"Lakeshore"	4	238	97	337				
"MS"	2010	"Hancock"	"Clermont Harbor"	4	116	66	184				
"MS"	2010	"Hancock"	"Arlington"	4	160	68	228				
"MS"	2010	"Hancock"	"Waveland East"	4	404	156	568				
"MS"	2010	"Hancock"	"Lee Town"	4	154	266	425				
"MS"	2010	"Hancock"	"Flat Top"	4	127	269	401				
"MS"	2010	"Hancock"	"Catahoula"	4	40	41	86				
"MS"	2010	"Hancock"	"Pearlington"	4	188	152	344				
"MS"	2010	"Hancock"	"bayou Phillip"	4	63	25	88				
"MS"	2010	"Hancock"	"Waveland west"	4	464	212	693				
"MS"	2010	"Hancock"	"Crane Creek"	4	214	260	475				
"MS"	2010	"Hancock"	"Dedeaux"	4	238	149	392				
"MS"	2010	"Hancock"	"North Bay West"	4	437	175	617				
"MS"	2010	"Hancock"	"Diamondhead East"	4	873	1416	2297				
"MS"	2010	"Hancock"	"Courthouse"	4	129	60	192				
"MS"	2010	"Hancock"	"Kin West"	4	206	185	399				
"MS"	2010	"Hancock"	"West Shoreline Park"	4	103	55	161				
"MS"	2010	"Hancock"	"City Hall"	4	272	45	326				
"MS"	2010	"Hancock"	"South Bay"	4	530	212	753				
"MS"	2010	"Hancock"	"North Bay East"	4	259	87	348				
