state	year	county	precinct	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2
"MS"	2010	"Pontotoc"	"Hurricane HU"	1	38	183	240				
"MS"	2010	"Pontotoc"	"Judah JU"	1	47	92	142				
"MS"	2010	"Pontotoc"	"Longview LO"	1	127	90	220				
"MS"	2010	"Pontotoc"	"N Randolph NR"	1	31	113	153				
"MS"	2010	"Pontotoc"	"Oakhill OH"	1	45	141	192				
"MS"	2010	"Pontotoc"	"Pontotoc 1 P1"	1	95	227	330				
"MS"	2010	"Pontotoc"	"Pontotoc 2 P2"	1	113	280	405				
"MS"	2010	"Pontotoc"	"Pontotoc 3 P3"	1	133	255	400				
"MS"	2010	"Pontotoc"	"Pontotoc 4 P4"	1	109	207	319				
"MS"	2010	"Pontotoc"	"Pontotoc 5 P5"	1	192	415	619				
"MS"	2010	"Pontotoc"	"Robbs RO"	1	18	74	99				
"MS"	2010	"Pontotoc"	"Sherman SH"	1	69	165	239				
"MS"	2010	"Pontotoc"	"Springville SP"	1	86	225	324				
"MS"	2010	"Pontotoc"	"S Randolph SR"	1	28	91	122				
"MS"	2010	"Pontotoc"	"Thaxton TH"	1	60	240	312				
"MS"	2010	"Pontotoc"	"Toccopola TO"	1	42	91	142				
"MS"	2010	"Pontotoc"	"Troy TR"	1	94	210	318				
"MS"	2010	"Pontotoc"	"Turnpike TU"	1	44	178	228				
"MS"	2010	"Pontotoc"	"Woodside WO"	1	29	83	114				
"MS"	2010	"Pontotoc"	"Zion Z"	1	104	156	264				
"MS"	2010	"Prentiss"	"Baldwyn"	1	449	302	768				
"MS"	2010	"Prentiss"	"Blackland"	1	160	137	301				
"MS"	2010	"Prentiss"	"Booneville"	1	427	311	748				
"MS"	2010	"Prentiss"	"Cross Roads"	1	433	127	568				
"MS"	2010	"Prentiss"	"East Booneville"	1	364	196	577				
"MS"	2010	"Prentiss"	"Ingram"	1	52	103	161				
"MS"	2010	"Prentiss"	"Marletta"	1	297	158	465				
"MS"	2010	"Prentiss"	"North Booneville"	1	343	86	436				
"MS"	2010	"Prentiss"	"New Site"	1	241	191	443				
"MS"	2010	"Prentiss"	"Cairo"	1	108	127	244				
"MS"	2010	"Prentiss"	"Thrasher"	1	260	130	396				
"MS"	2010	"Prentiss"	"Tuscumbia - New Candler"	1	232	190	431				
"MS"	2010	"Prentiss"	"West Booneville"	1	711	617	1348				
"MS"	2010	"Prentiss"	"Wheeler"	1	272	203	484				
"MS"	2010	"Prentiss"	"Hills Chapel - New Hope"	1	320	288	631				
"MS"	2010	"Quitman"	"Crenshaw"	2	86	2	92				
"MS"	2010	"Quitman"	"Sledge"	2	166	18	188				
"MS"	2010	"Quitman"	"Darling"	2	122	16	141				
"MS"	2010	"Quitman"	"Belen"	2	99	39	143				
"MS"	2010	"Quitman"	"District 3 North"	2	172	167	348				
"MS"	2010	"Quitman"	"North West Marks"	2	258	90	353				
"MS"	2010	"Quitman"	"District 3 South"	2	74	114	192				
"MS"	2010	"Quitman"	"South West Marks"	2	156	28	185				
"MS"	2010	"Quitman"	"West Lambert"	2	161	46	213				
"MS"	2010	"Quitman"	"Lambert"	2	184	58	246				
"MS"	2010	"Quitman"	"Crowder"	2	18	136	166				
"MS"	2010	"Rankin"	"West Pearl"	3	112	397	525				
"MS"	2010	"Rankin"	"Clear Branch"	3	65	337	408				
"MS"	2010	"Rankin"	"Cleary"	3	66	790	861				
"MS"	2010	"Rankin"	"East Steen Creek"	3	163	962	1147				
"MS"	2010	"Rankin"	"Mountain Creek"	3	29	212	246				
"MS"	2010	"Rankin"	"North Richland"	3	62	542	613				
"MS"	2010	"Rankin"	"South Richland"	3	104	959	1085				
"MS"	2010	"Rankin"	"Star"	3	64	377	449				
"MS"	2010	"Rankin"	"West Steen Creek"	3	124	750	884				
"MS"	2010	"Rankin"	"Grant's Ferry"	3	151	1127	1293				
"MS"	2010	"Rankin"	"Fannin"	3	124	501	633				
"MS"	2010	"Rankin"	"Holbrook"	3	231	1626	1873				
"MS"	2010	"Rankin"	"Castlewoods East"	3	117	1071	1197				
"MS"	2010	"Rankin"	"Castlewoods West"	3	81	889	987				
"MS"	2010	"Rankin"	"Reservoir East"	3	89	918	1018				
"MS"	2010	"Rankin"	"Reservoir West"	3	91	748	850				
"MS"	2010	"Rankin"	"Northshore"	3	109	1158	1277				
"MS"	2010	"Rankin"	"Antioch"	3	3	101	104				
"MS"	2010	"Rankin"	"Mayton"	3	12	87	99				
"MS"	2010	"Rankin"	"Johns"	3	75	238	317				
"MS"	2010	"Rankin"	"East Brandon"	3	68	823	897				
"MS"	2010	"Rankin"	"Cato"	3	84	407	498				
"MS"	2010	"Rankin"	"Dry Creek"	3	107	276	393				
"MS"	2010	"Rankin"	"Monterey"	3	217	588	824				
"MS"	2010	"Rankin"	"Puckett"	3	32	272	306				
"MS"	2010	"Rankin"	"West Brandon"	3	356	1062	1454				
"MS"	2010	"Rankin"	"South Brandon"	3	25	345	375				
"MS"	2010	"Rankin"	"Park Place"	3	71	626	712				
"MS"	2010	"Rankin"	"Pisgah"	3	159	382	564				
"MS"	2010	"Rankin"	"Oakdale"	3	153	1208	1379				
"MS"	2010	"Rankin"	"Shiloh"	3	51	130	185				
"MS"	2010	"Rankin"	"Crossroads"	3	29	291	324				
"MS"	2010	"Rankin"	"Leesburg"	3	20	282	305				
"MS"	2010	"Rankin"	"North Brandon "	3	138	1586	1742				
"MS"	2010	"Rankin"	"East crossgates"	3	85	1483	1578				
"MS"	2010	"Rankin"	"Pelahatchie"	3	148	731	902				
"MS"	2010	"Rankin"	"South Crossgates"	3	46	480	531				
"MS"	2010	"Rankin"	"West Crossgates"	3	80	912	1002				
"MS"	2010	"Rankin"	"Northeast Brandon"	3	152	659	828				
"MS"	2010	"Rankin"	"Mullins"	3	195	157	359				
"MS"	2010	"Rankin"	"Eldorado"	3	114	571	695				
"MS"	2010	"Rankin"	"Liberty"	3	55	531	591				
"MS"	2010	"Rankin"	"Cunningham Heights"	3	50	427	484				
"MS"	2010	"Rankin"	"Flowood"	3	61	171	242				
"MS"	2010	"Rankin"	"Crest Park"	3	63	628	704				
"MS"	2010	"Rankin"	"Pearl"	3	25	241	268				
"MS"	2010	"Rankin"	"North Mclaurin"	3	29	427	463				
"MS"	2010	"Rankin"	"South Mclaurin"	3	38	507	552				
"MS"	2010	"Rankin"	"Springhill"	3	251	677	949				
"MS"	2010	"Rankin"	"South Pearson"	3	164	171	348				
"MS"	2010	"Rankin"	"North Pearson"	3	7	62	71				
"MS"	2010	"Rankin"	"Patton Place"	3	29	394	429				
"MS"	2010	"Scott"	"Beat 1 North Forest"	3	259	33	293				
"MS"	2010	"Scott"	"Beat 1 Harperville"	3	229	173	403				
"MS"	2010	"Scott"	"Beat 1 Hillsboro"	3	242	208	452				
"MS"	2010	"Scott"	"Beat 2 South Forest"	3	213	158	371				
"MS"	2010	"Scott"	"Beat 2 Homewood"	3	17	122	141				
"MS"	2010	"Scott"	"Beat 2 High Hill"	3	78	92	173				
"MS"	2010	"Scott"	"Beat 2 Lake"	3	73	110	184				
"MS"	2010	"Scott"	"Beat 2 Ursy"	3	24	117	142				
"MS"	2010	"Scott"	"Beat 3 Northwest Forest"	3	13	148	161				
"MS"	2010	"Scott"	"Beat 3 Eastwest Morton"	3	183	382	566				
"MS"	2010	"Scott"	"Beat 3 Pulaski"	3	13	135	149				
"MS"	2010	"Scott"	"Beat 3 Springfield"	3	6	159	166				
"MS"	2010	"Scott"	"Beat 3 Cooperville"	3	13	112	125				
"MS"	2010	"Scott"	"Beat 4 North Morton"	3	214	122	337				
"MS"	2010	"Scott"	"Beat 4 Liberty"	3	49	234	287				
"MS"	2010	"Scott"	"Beat 4 Forkville"	3	4	131	136				
"MS"	2010	"Scott"	"Beat 4 Ludlow"	3	67	179	248				
"MS"	2010	"Scott"	"Beat 4 Clifton"	3	11	30	41				
"MS"	2010	"Scott"	"Beat 4 Contrell"	3	95	69	165				
"MS"	2010	"Scott"	"Beat 5 Northeast Forest"	3	25	296	323				
"MS"	2010	"Scott"	"Beat 5 Salem"	3	112	125	239				
"MS"	2010	"Scott"	"Beat 5 Sebastopol"	3	9	203	215				
"MS"	2010	"Scott"	"Beat 5 Steele"	3	158	112	272				
"MS"	2010	"Scott"	"Beat 5 Langs Mill"	3	80	215	296				
"MS"	2010	"Sharkey"	"Rolling Fork 1"	2	170	208	380				
"MS"	2010	"Sharkey"	"Spanish Fort 1"	2	6	31	39				
"MS"	2010	"Sharkey"	"Cary 2"	2	154	76	232				
"MS"	2010	"Sharkey"	"Rolling Fork 2"	2	22	1	23				
"MS"	2010	"Sharkey"	"Rolling Fork 3"	2	290	20	312				
"MS"	2010	"Sharkey"	"Anguilla 4"	2	133	114	247				
"MS"	2010	"Sharkey"	"Rolling Fork 4"	2	41	2	43				
"MS"	2010	"Sharkey"	"Straight Bayou 4"	2	17	28	45				
"MS"	2010	"Sharkey"	"Anguilla 5"	2	126	4	130				
"MS"	2010	"Sharkey"	"Delta City 5"	2	91	71	164				
"MS"	2010	"Simpson"	"Mendenhall 1"	3	120	53	176				
"MS"	2010	"Simpson"	"Magee 1"	3	241	62	306				
"MS"	2010	"Simpson"	"Weathersby"	3	295	90	388				
"MS"	2010	"Simpson"	"Jupiter"	3	200	109	310				
"MS"	2010	"Simpson"	"Magee 2"	3	91	503	595				
"MS"	2010	"Simpson"	"Oak Grove"	3	153	160	314				
"MS"	2010	"Simpson"	"Bowie"	3	54	115	172				
"MS"	2010	"Simpson"	"New Hope"	3	71	72	145				
"MS"	2010	"Simpson"	"Saratoga"	3	104	75	181				
"MS"	2010	"Simpson"	"Mendenhall 3"	3	50	511	564				
"MS"	2010	"Simpson"	"Sumrall"	3	53	179	235				
"MS"	2010	"Simpson"	"D'Lo"	3	37	149	188				
"MS"	2010	"Simpson"	"Dry Creek"	3	33	308	343				
"MS"	2010	"Simpson"	"Magee 4 North"	3	41	284	325				
"MS"	2010	"Simpson"	"Magee 4 South"	3	91	405	500				
"MS"	2010	"Simpson"	"Shivers"	3	89	106	195				
"MS"	2010	"Simpson"	"Bridgeport"	3	102	58	160				
"MS"	2010	"Simpson"	"Pinola"	3	64	121	186				
"MS"	2010	"Simpson"	"Braxton"	3	31	400	435				
"MS"	2010	"Simpson"	"Harrisville"	3	56	345	402				
"MS"	2010	"Simpson"	"Merit"	3	47	346	394				
"MS"	2010	"Simpson"	"Fork Church"	3	157	59	216				
"MS"	2010	"Simpson"	"Pearl"	3	45	230	275				
"MS"	2010	"Smith"	"Ag-Complex"	3	33	319	357				
"MS"	2010	"Smith"	"Center Ridge"	3	21	253	279				
"MS"	2010	"Smith"	"Mize"	3	14	268	283				
"MS"	2010	"Smith"	"Sylvarena"	3	19	111	132				
"MS"	2010	"Smith"	"Cedar Grove"	3	43	70	113				
"MS"	2010	"Smith"	"Summerland"	3	243	180	426				
"MS"	2010	"Smith"	"Union - New Home"	3	112	223	337				
"MS"	2010	"Smith"	"Warren Hill"	3	205	24	230				
"MS"	2010	"Smith"	"Taylorsville"	3	51	563	614				
"MS"	2010	"Smith"	"Zion Hill - New Haven"	3	85	380	471				
"MS"	2010	"Smith"	"Polkville 77"	3	21	183	208				
"MS"	2010	"Smith"	"Polkville 79"	3	9	60	69				
"MS"	2010	"Smith"	"Shady Grove"	3	19	276	296				
"MS"	2010	"Smith"	"West Raleigh"	3	29	227	260				
"MS"	2010	"Smith"	"White Oak"	3	16	214	230				
"MS"	2010	"Smith"	"Burns"	3	41	113	154				
"MS"	2010	"Smith"	"Clear Springs - Pineville"	3	11	152	164				
"MS"	2010	"Smith"	"Lorena - Spinola"	3	19	156	177				
"MS"	2010	"Smith"	"North Raleigh"	3	147	322	475				
"MS"	2010	"Stone"	"Bond"	4	39	47	87				
"MS"	2010	"Stone"	"Old Hospital"	4	179	207	397				
"MS"	2010	"Stone"	"Courthouse"	4	171	146	321				
"MS"	2010	"Stone"	"American Legion"	4	265	82	349				
"MS"	2010	"Stone"	"Project Road"	4	336	89	435				
"MS"	2010	"Stone"	"Perkinston"	4	128	97	225				
"MS"	2010	"Stone"	"Magnolia"	4	134	140	281				
"MS"	2010	"Stone"	"McHenry Library"	4	133	123	261				
"MS"	2010	"Stone"	"Elarbee"	4	129	146	277				
"MS"	2010	"Stone"	"Tuxechana"	4	308	226	540				
"MS"	2010	"Stone"	"Ten Mile"	4	122	121	244				
"MS"	2010	"Stone"	"HcHenry Fire Station"	4	154	182	340				
"MS"	2010	"Stone"	"Flint Creek"	4	286	300	589				
"MS"	2010	"Stone"	"Big Level"	4	204	230	439				
"MS"	2010	"Stone"	"Pleasant Hill"	4	74	57	133				
"MS"	2010	"Sunflower"	"Inverness 1-1"	2	183	286	473				
"MS"	2010	"Sunflower"	"Indianola 2 E 2-2"	2	836	13	851				
"MS"	2010	"Sunflower"	"Indianola 3 NE 3-3"	2	57	151	211				
"MS"	2010	"Sunflower"	"Moorhead 1-2"	2	385	106	493				
"MS"	2010	"Sunflower"	"Sunflower 3 3-4"	2	10	22	33				
"MS"	2010	"Sunflower"	"Indianola 3 S 3-1"	2	223	395	622				
"MS"	2010	"Sunflower"	"Fairview 4-1"	2	12	48	60				
"MS"	2010	"Sunflower"	"Indianola 3 N 3-2"	2	60	121	182				
"MS"	2010	"Sunflower"	"Ruleville 4-4"	2	439	102	545				
"MS"	2010	"Sunflower"	"Doddsville 4-3"	2	60	20	80				
"MS"	2010	"Sunflower"	"Boyer-Linn 4-2"	2	114	11	127				
"MS"	2010	"Sunflower"	"Sunflower Plantat 5-2"	2	9	54	65				
"MS"	2010	"Sunflower"	"Rome 5-3"	2	54	47	105				
"MS"	2010	"Sunflower"	"Drew 5-4"	2	384	197	587				
"MS"	2010	"Sunflower"	"Ruleville N 5-1"	2	69	109	181				
"MS"	2010	"Sunflower"	"Sunflower 4 4-5"	2	191	54	254				
"MS"	2010	"Sunflower"	"Indianola 2 W 2-1"	2	176	140	321				
"MS"	2010	"Sunflower"	"Indianola 1 SE 1-3"	2	238	1	240				
"MS"	2010	"Tallahatchie"	"Teasdle"	2	47	147	201				
"MS"	2010	"Tallahatchie"	"Enid"	2	74	82	162				
"MS"	2010	"Tallahatchie"	"Springhill"	2	26	73	103				
"MS"	2010	"Tallahatchie"	"Charleston Beat 1 "	2	235	178	421				
"MS"	2010	"Tallahatchie"	"Charleston Beat 2"	2	331	188	524				
"MS"	2010	"Tallahatchie"	"Brazil"	2	18	6	25				
"MS"	2010	"Tallahatchie"	"Webb Beat 2"	2	56	8	64				
"MS"	2010	"Tallahatchie"	"Sumner Beat 2"	2	11	115	126				
"MS"	2010	"Tallahatchie"	"Charleston Beat 3"	2	130	90	224				
"MS"	2010	"Tallahatchie"	"Paynes"	2	98	128	237				
"MS"	2010	"Tallahatchie"	"Leverette"	2	49	72	126				
"MS"	2010	"Tallahatchie"	"Cascilla"	2	39	70	115				
"MS"	2010	"Tallahatchie"	"Murphreesbore"	2	22	106	136				
"MS"	2010	"Tallahatchie"	"Rosebloom"	2	4	67	73				
"MS"	2010	"Tallahatchie"	"Rippo"	2	101	60	163				
"MS"	2010	"Tallahatchie"	"Phillip"	2	62	30	94				
"MS"	2010	"Tallahatchie"	"Glendora"	2	274	28	303				
"MS"	2010	"Tallahatchie"	"Webb Beat 4"	2	42	28	71				
"MS"	2010	"Tallahatchie"	"Blue Cane"	2	8	7	16				
"MS"	2010	"Tallahatchie"	"Webb Beat 5"	2	203	14	219				
"MS"	2010	"Tallahatchie"	"Sumner Beat 5"	2	80	37	119				
"MS"	2010	"Tallahatchie"	"Tutwiler"	2	292	43	338				
"MS"	2010	"Tate"	"Arkahurta"	1	203	204	439				
"MS"	2010	"Tate"	"Coldwater 3"	1	560	255	845				
"MS"	2010	"Tate"	"Evansville"	1	28	61	92				
"MS"	2010	"Tate"	"Independence"	1	334	452	821				
"MS"	2010	"Tate"	"Looxahoma"	1	211	263	499				
"MS"	2010	"Tate"	"Palestine"	1	47	129	190				
"MS"	2010	"Tate"	"Poagville 4"	1	59	69	144				
"MS"	2010	"Tate"	"Poagville 5"	1	101	270	393				
"MS"	2010	"Tate"	"Sarah"	1	14	43	62				
"MS"	2010	"Tate"	"Senatobia 1"	1	363	8282	8707				
"MS"	2010	"Tate"	"Sherrod"	1	33	140	177				
"MS"	2010	"Tate"	"Senatobia 2"	1	211	443	692				
"MS"	2010	"Tate"	"Senatobia 3"	1	212	30	248				
"MS"	2010	"Tate"	"Senatobia 4"	1	119	373	503				
"MS"	2010	"Tate"	"Strayhorn"	1	87	296	417				
"MS"	2010	"Tate"	"Taylor"	1	102	70	184				
"MS"	2010	"Tate"	"Thyatira"	1	57	89	153				
"MS"	2010	"Tate"	"Tyro"	1	112	63	182				
"MS"	2010	"Tate"	"Wyatte"	1	57	76	138				
"MS"	2010	"Tippah"	"Providence"	1	49	79	130				
"MS"	2010	"Tippah"	"Ripley"	1	246	315	573				
"MS"	2010	"Tippah"	"Clarysville"	1	22	89	112				
"MS"	2010	"Tippah"	"Palmer"	1	79	207	289				
"MS"	2010	"Tippah"	"Shady Grove"	1	28	74	107				
"MS"	2010	"Tippah"	"Mitchell"	1	44	90	137				
"MS"	2010	"Tippah"	"Pine Grove"	1	48	81	130				
"MS"	2010	"Tippah"	"Dumas"	1	62	224	292				
"MS"	2010	"Tippah"	"Dry Creek"	1	59	102	165				
"MS"	2010	"Tippah"	"Southwest Ripley"	1	269	389	669				
"MS"	2010	"Tippah"	"Chapman"	1	103	145	258				
"MS"	2010	"Tippah"	"Spout Springs"	1	65	45	115				
"MS"	2010	"Tippah"	"Peoples"	1	41	69	116				
"MS"	2010	"Tippah"	"Threeforks"	1	59	140	201				
"MS"	2010	"Tippah"	"Brownfield"	1	20	54	77				
"MS"	2010	"Tippah"	"Walnut"	1	127	163	306				
"MS"	2010	"Tippah"	"Chalybeate"	1	109	188	304				
"MS"	2010	"Tippah"	"Triplersville"	1	93	73	168				
"MS"	2010	"Tippah"	"North Falkner"	1	49	67	121				
"MS"	2010	"Tippah"	"Falkner"	1	116	266	392				
"MS"	2010	"Tippah"	"North Ripley"	1	320	382	725				
"MS"	2010	"Tippah"	"Blue Mountain"	1	223	220	454				
"MS"	2010	"Tippah"	"Cotton Plant"	1	77	38	120				
"MS"	2010	"Tippah"	"New Hope"	1	50	171	224				
"MS"	2010	"Tishomingo"	"Burnsville"	1	84	138	233				
"MS"	2010	"Tishomingo"	"Belmont"	1	92	235	333				
"MS"	2010	"Tishomingo"	"Coles Mill"	1	82	199	295				
"MS"	2010	"Tishomingo"	"Cotton Springs"	1	30	81	117				
"MS"	2010	"Tishomingo"	"Dennis"	1	30	78	109				
"MS"	2010	"Tishomingo"	"East Belmont"	1	53	139	198				
"MS"	2010	"Tishomingo"	"East Iuka"	1	229	364	613				
"MS"	2010	"Tishomingo"	"Golden"	1	79	215	304				
"MS"	2010	"Tishomingo"	"Hubbard Salem"	1	21	52	74				
"MS"	2010	"Tishomingo"	"Iuka"	1	196	313	520				
"MS"	2010	"Tishomingo"	"Springhill"	1	104	152	265				
"MS"	2010	"Tishomingo"	"North Burnsville"	1	137	188	335				
"MS"	2010	"Tishomingo"	"North Belmont"	1	35	124	163				
"MS"	2010	"Tishomingo"	"North Iulka"	1	220	303	540				
"MS"	2010	"Tishomingo"	"Paden"	1	47	87	143				
"MS"	2010	"Tishomingo"	"Tishomingo"	1	214	190	413				
"MS"	2010	"Tishomingo"	"West Burnsville"	1	112	212	336				
"MS"	2010	"Tishomingo"	"West Iuka"	1	66	88	156				
"MS"	2010	"Tishomingo"	"West Tishomingo"	1	66	134	207				
"MS"	2010	"Tunica"	"Robinsonville"	2	69	33	104				
"MS"	2010	"Tunica"	"Banks/Hambrick"	2	159	18	182				
"MS"	2010	"Tunica"	"Watsonville"	2	71	5	78				
"MS"	2010	"Tunica"	"Prichard"	2	176	19	196				
"MS"	2010	"Tunica"	"Tunica"	2	249	40	291				
"MS"	2010	"Tunica"	"Courthouse"	2	116	117	243				
"MS"	2010	"Tunica"	"Evansville-Highway 61"	2	182	25	208				
"MS"	2010	"Tunica"	"Justice Court Building"	2	153	53	209				
"MS"	2010	"Tunica"	"Mhoon Landing "	2	25	36	66				
"MS"	2010	"Tunica"	"West End Store"	2	29	11	41				
"MS"	2010	"Tunica"	"Supt. Of Education"	2	49	60	112				
"MS"	2010	"Tunica"	"Two-Mile Lake"	2	138	52	192				
"MS"	2010	"Union"	"Macedona"	1	46	111	163				
"MS"	2010	"Union"	"Blythe"	1	32	82	120				
"MS"	2010	"Union"	"Myrtle"	1	157	402	572				
"MS"	2010	"Union"	"Glenfield"	1	128	252	394				
"MS"	2010	"Union"	"Pinedale"	1	39	175	222				
"MS"	2010	"Union"	"West Union"	1	92	276	376				
"MS"	2010	"Union"	"King's Chapel J&J"	1	72	153	232				
"MS"	2010	"Union"	"Courthouse"	1	136	292	436				
"MS"	2010	"Union"	"Blue Springs"	1	94	214	317				
"MS"	2010	"Union"	"Center"	1	57	172	234				
"MS"	2010	"Union"	"Ingomar"	1	140	273	425				
"MS"	2010	"Union"	"Sportsplex"	1	236	347	587				
"MS"	2010	"Union"	"NE Community College"	1	282	458	757				
"MS"	2010	"Union"	"B.F. Ford"	1	204	225	433				
"MS"	2010	"Union"	"Central Maintenance"	1	127	385	517				
"MS"	2010	"Union"	"Beacon Hill"	1	129	273	412				
"MS"	2010	"Union"	"Keownville"	1	87	221	312				
"MS"	2010	"Union"	"Pleasant Ridge"	1	46	85	136				
"MS"	2010	"Union"	"Jericho"	1	70	115	193				
"MS"	2010	"Union"	"East Union"	1	207	280	500				
"MS"	2010	"Walthall"	"Midway"	3	39	120	164				
"MS"	2010	"Walthall"	"Lexie"	3	99	402	511				
"MS"	2010	"Walthall"	"South Kirklin"	3	42	86	131				
"MS"	2010	"Walthall"	"North Kirklin"	3	153	162	323				
"MS"	2010	"Walthall"	"East Tylertown"	3	9	67	77				
"MS"	2010	"Walthall"	"West Tylertown"	3	168	131	305				
"MS"	2010	"Walthall"	"Mesa"	3	10	40	50				
"MS"	2010	"Walthall"	"South Knoxo"	3	20	55	79				
"MS"	2010	"Walthall"	"North Knoxo"	3	346	49	401				
"MS"	2010	"Walthall"	"Dexter"	3	87	322	412				
"MS"	2010	"Walthall"	"Improve"	3	87	230	321				
"MS"	2010	"Walthall"	"3rd District Tylertown"	3	44	230	278				
"MS"	2010	"Walthall"	"4th District Tylertown"	3	50	286	338				
"MS"	2010	"Walthall"	"Varnel"	3	81	271	356				
"MS"	2010	"Walthall"	"Sartinsville"	3	44	81	126				
"MS"	2010	"Walthall"	"Darbun"	3	19	84	105				
"MS"	2010	"Walthall"	"4th District West"	3	38	177	217				
"MS"	2010	"Walthall"	"Dinan"	3	269	123	396				
"MS"	2010	"Walthall"	"Enon"	3	72	138	212				
"MS"	2010	"Walthall"	"St. Paul"	3	118	51	171				
"MS"	2010	"Walthall"	"Hope"	3	126	19	148				
"MS"	2010	"Warren"	"Oak Ridge"	2	23	56	80				
"MS"	2010	"Warren"	"Redwood"	2	8	80	90				
"MS"	2010	"Warren"	"Bovina"	2	142	539	686				
"MS"	2010	"Warren"	"Culkin"	2	481	1818	2312				
"MS"	2010	"Warren"	"Cedar Grove"	2	427	111	543				
"MS"	2010	"Warren"	"Kings"	2	320	165	490				
"MS"	2010	"Warren"	"St Aloysius"	2	172	9	182				
"MS"	2010	"Warren"	"Auditorium"	2	496	67	569				
"MS"	2010	"Warren"	"Bruswick"	2	20	127	149				
"MS"	2010	"Warren"	"3  61 "	2	29	65	98				
"MS"	2010	"Warren"	"American Legion Post"	2	556	174	734				
"MS"	2010	"Warren"	"Vicksburg Junior High School"	2	264	264	542				
"MS"	2010	"Warren"	"No. 7 Fire Station"	2	158	158	321				
"MS"	2010	"Warren"	"Jett"	2	359	359	725				
"MS"	2010	"Warren"	"Goodrum"	2	381	381	767				
"MS"	2010	"Warren"	"Yokena"	2	243	243	491				
"MS"	2010	"Warren"	"Elks Lodge"	2	529	529	1062				
"MS"	2010	"Warren"	"Beechwood"	2	723	723	1456				
"MS"	2010	"Warren"	"Moose Lodge"	2	526	526	1057				
"MS"	2010	"Warren"	"Tingleville"	2	325	325	654				
"MS"	2010	"Warren"	"Plumbers & Pipefitters"	2	440	440	884				
"MS"	2010	"Warren"	"YMCA"	2	243	243	488				
"MS"	2010	"Washington"	"St. James Episcopal Church"	2	505	502	1017				
"MS"	2010	"Washington"	"Covenant Presbyterian"	2	258	756	1023				
"MS"	2010	"Washington"	"Swiftwater Baptist Church"	2	29	183	216				
"MS"	2010	"Washington"	"Glen Allan Library"	2	102	167	270				
"MS"	2010	"Washington"	"Ward's Recreation Center"	2	333	669	1013				
"MS"	2010	"Washington"	"Buster Brown Community Center"	2	499	253	757				
"MS"	2010	"Washington"	"Arcola City Hall"	2	155	79	235				
"MS"	2010	"Washington"	"Potter House"	2	110	8	120				
"MS"	2010	"Washington"	"Tampa Drive"	2	169	115	287				
"MS"	2010	"Washington"	"Greenville Daycare Center"	2	348	2	352				
"MS"	2010	"Washington"	"Extension Building"	2	205	6	213				
"MS"	2010	"Washington"	"Old American Legion"	2	479	177	660				
"MS"	2010	"Washington"	"Metcalfe Municipal Building"	2	264	14	278				
"MS"	2010	"Washington"	"Elks Lodge"	2	747	45	794				
"MS"	2010	"Washington"	"Leland Health Department"	2	414	346	765				
"MS"	2010	"Washington"	"Leland Rotary Club"	2	274	261	539				
"MS"	2010	"Washington"	"Hollandale City Hall"	2	466	131	600				
"MS"	2010	"Washington"	"Darlove"	2	27	24	51				
"MS"	2010	"Washington"	"Grace Methodist Church"	2	376	215	598				
"MS"	2010	"Washington"	"Greenville Industrial College"	2	455	12	469				
"MS"	2010	"Wayne"	"Waynesboro City 1"	4	351	3	361				
"MS"	2010	"Wayne"	"Waynesboro City 2"	4	294	284	585				
"MS"	2010	"Wayne"	"Waynesboro City 3"	4	233	404	641				
"MS"	2010	"Wayne"	"Waynesboro City 4"	4	154	76	234				
"MS"	2010	"Wayne"	"Waynesboro City 5"	4	140	67	215				
"MS"	2010	"Wayne"	"State Line"	4	221	180	406				
"MS"	2010	"Wayne"	"Eucutta"	4	49	81	131				
"MS"	2010	"Wayne"	"Buckatunna"	4	219	161	385				
"MS"	2010	"Wayne"	"Winchester"	4	267	147	416				
"MS"	2010	"Wayne"	"Diamond"	4	106	7	114				
"MS"	2010	"Wayne"	"Beat Four"	4	118	316	439				
"MS"	2010	"Wayne"	"Corinth"	4	55	118	175				
"MS"	2010	"Wayne"	"Denham"	4	111	171	284				
"MS"	2010	"Wayne"	"Hiwannee"	4	137	51	190				
"MS"	2010	"Wayne"	"Strenghtford"	4	20	91	111				
"MS"	2010	"Wayne"	"Chicora"	4	94	109	209				
"MS"	2010	"Wayne"	"Big Rock"	4	66	72	140				
"MS"	2010	"Wayne"	"Matherville"	4	24	32	56				
"MS"	2010	"Wayne"	"Mozingo"	4	60	174	236				
"MS"	2010	"Wayne"	"Coyt"	4	11	48	60				
"MS"	2010	"Wayne"	"Pleasant Grove"	4	126	203	335				
"MS"	2010	"Wayne"	"Clara"	4	172	621	798				
"MS"	2010	"Wayne"	"Chaparal"	4	63	36	100				
"MS"	2010	"Wayne"	"Yellow Creek"	4	144	159	305				
"MS"	2010	"Webster"	"Eupora No. 1"	1	307	290	618				
"MS"	2010	"Webster"	"Bluff Springs"	1	59	41	104				
"MS"	2010	"Webster"	"Eupora No. 2"	1	40	147	200				
"MS"	2010	"Webster"	"Walthall"	1	33	193	231				
"MS"	2010	"Webster"	"Bellefontaine"	1	36	120	162				
"MS"	2010	"Webster"	"Caderetta"	1	21	60	84				
