state	year	county_code	county	precinct_code	precinct	cd	sd	ld	g2008_REG_dv	g2008_REG_rv	g2008_REG_ov	g2008_REG_mv	g2008_REG_fv	g2008_REG_tv	g2008_USP_dv	g2008_USS_rv	g2008_USS_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_tv
"KY"	2008	1	"ADAIR"	"A102"	"WHITE OAK"	1	15	51	73	403	12	232	255	488	40	187	66	221	263	253
"KY"	2008	1	"ADAIR"	"A104"	"EUNICE/PELLYTON"	1	15	51	139	505	39	344	339	683	76	251	88	260	343	339
"KY"	2008	1	"ADAIR"	"A105"	"LITTLE CAKE"	1	15	51	79	438	24	274	267	541	28	211	63	248	279	274
"KY"	2008	1	"ADAIR"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	291	1346	75	850	861	1712						
"KY"	2008	1	"ADAIR"	"B102"	"E. COLUMBIA"	1	15	51	424	736	44	559	645	1204	175	382	207	418	602	589
"KY"	2008	1	"ADAIR"	"B104"	"OZARK"	1	15	51	189	450	25	325	339	664	66	273	95	313	379	368
"KY"	2008	1	"ADAIR"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	613	1186	69	884	984	1868						
"KY"	2008	1	"ADAIR"	"C102"	"SOUTH COLUMBIA-HARMONY"	1	15	51	321	457	32	386	423	810	107	260	130	288	401	390
"KY"	2008	1	"ADAIR"	"C104"	"GLENSFORK/MELSON RIDGE"	1	15	51	323	521	22	410	456	866	119	320	148	359	489	468
"KY"	2008	1	"ADAIR"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	644	978	54	796	879	1676						
"KY"	2008	1	"ADAIR"	"D101"	"GRADYVILLE/NELL"	1	15	51	115	411	28	280	274	554	43	212	61	241	294	273
"KY"	2008	1	"ADAIR"	"D103"	"SPARKSVILLE/BREEDING"	1	15	51	207	534	52	411	382	793	73	302	113	335	420	415
"KY"	2008	1	"ADAIR"	"D104"	"SOUTH COLUMBIA # 2"	1	15	51	222	313	21	257	299	556	109	168	118	187	298	286
"KY"	2008	1	"ADAIR"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	544	1258	101	948	955	1903						
"KY"	2008	1	"ADAIR"	"E101"	"MILLTOWN"	1	15	51	187	555	19	386	375	761	59	299	92	351	413	391
"KY"	2008	1	"ADAIR"	"E104"	"WEST COLUMBIA"	1	15	51	326	607	38	420	550	971	146	322	186	357	510	508
"KY"	2008	1	"ADAIR"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	513	1162	57	806	925	1732						
"KY"	2008	1	"ADAIR"	"F101"	"CANE VALLEY/HOLMES"	1	15	51	433	676	43	610	542	1152	191	445	232	484	686	677
"KY"	2008	1	"ADAIR"	"F103"	"KNIFLEY/ROLEY"	1	15	51	257	414	44	368	347	715	93	250	120	281	381	370
"KY"	2008	1	"ADAIR"	"F99"	"MAGIS.DIST. TOTALS"	0	0	0	690	1090	87	978	889	1867						
"KY"	2008	1	"ADAIR"	"G101"	"NORTH COLUMBIA"	1	15	51	185	347	22	235	319	554	66	215	92	247	315	307
"KY"	2008	1	"ADAIR"	"G102"	"HURT"	1	15	51	382	841	49	622	650	1272	149	466	221	534	698	687
"KY"	2008	1	"ADAIR"	"G99"	"MAGIS.DIST. TOTALS"	0	0	0	567	1188	71	857	969	1826						
"KY"	2008	1	"ADAIR"		"ABSENTEE PAPER"										32	124	41	132	165	165
"KY"	2008	1	"ADAIR"		"ABSENTEE MACHINE"										96	233	125	256	362	358
"KY"	2008	1	"ADAIR"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	3862	8208	514	6119	6462	12584	1668	4920	2198	5512	7298	7118
"KY"	2008	2	"ALLEN"	"AB"	"ABSENTEE"										161	298	174	311	480	472
"KY"	2008	2	"ALLEN"	"A101"	"ONE"	1	9	22	496	806	89	609	782	1391	234	367	251	395	638	618
"KY"	2008	2	"ALLEN"	"A102"	"FOUR"	1	9	22	282	474	41	405	392	797	114	314	129	323	448	443
"KY"	2008	2	"ALLEN"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	778	1280	130	1014	1174	2188						
"KY"	2008	2	"ALLEN"	"B101"	"TWO"	1	9	22	407	729	48	570	614	1184	156	498	197	533	699	695
"KY"	2008	2	"ALLEN"	"B102"	"FIVE"	1	9	22	239	482	30	371	380	751	80	317	89	326	411	406
"KY"	2008	2	"ALLEN"	"B103"	"NINE"	1	9	22	224	294	32	268	282	550	80	197	83	198	284	280
"KY"	2008	2	"ALLEN"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	870	1505	110	1209	1276	2485						
"KY"	2008	2	"ALLEN"	"C101"	"THREE"	1	9	22	549	803	58	618	792	1410	226	488	244	516	745	732
"KY"	2008	2	"ALLEN"	"C102"	"SIX"	1	9	22	447	735	44	580	646	1226	171	491	222	536	714	713
"KY"	2008	2	"ALLEN"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	996	1538	102	1198	1438	2636						
"KY"	2008	2	"ALLEN"	"D101"	"SEVEN"	1	9	22	441	711	76	593	635	1228	181	545	223	575	767	768
"KY"	2008	2	"ALLEN"	"D102"	"EIGHT"	1	9	22	222	298	25	274	271	545	100	240	116	254	359	356
"KY"	2008	2	"ALLEN"	"D103"	"THIRTEEN"	1	9	22	412	530	54	501	495	996	184	380	201	382	570	581
"KY"	2008	2	"ALLEN"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	1075	1539	155	1368	1401	2769						
"KY"	2008	2	"ALLEN"	"E101"	"TEN"	1	9	22	252	389	41	329	353	682	81	257	96	272	363	353
"KY"	2008	2	"ALLEN"	"E102"	"ELEVEN"	1	9	22	436	582	87	543	562	1105	158	354	194	389	557	548
"KY"	2008	2	"ALLEN"	"E103"	"TWELVE"	1	9	22	214	320	40	271	303	574	97	241	112	248	354	353
"KY"	2008	2	"ALLEN"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	902	1291	168	1143	1218	2361						
"KY"	2008	2	"ALLEN"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	4621	7153	665	5932	6507	12439						
"KY"	2008	3	"ANDERSON"	"AB"	"ABSENTEE"										151	269	220	337	492	489
"KY"	2008	3	"ANDERSON"	"A101"	"EAST  LAWRENCEBURG"	6	7	55	659	270	52	471	510	981	273	290	313	331	614	603
"KY"	2008	3	"ANDERSON"	"A102"	"DUNCAN"	6	7	55	961	437	95	670	823	1493	265	407	369	520	806	776
"KY"	2008	3	"ANDERSON"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	1620	707	147	1141	1333	2474						
"KY"	2008	3	"ANDERSON"	"B101"	"WEST LAWRENCEBURG"	6	7	55	839	373	52	584	680	1264	309	429	393	508	829	822
"KY"	2008	3	"ANDERSON"	"B102"	"WEST DUNCAN"	6	7	55	1243	591	80	909	1005	1914	401	670	576	837	1266	1246
"KY"	2008	3	"ANDERSON"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	2082	964	132	1493	1685	3178						
"KY"	2008	3	"ANDERSON"	"C101"	"LILLARD"	6	7	55	799	297	42	515	623	1138	271	405	380	507	795	785
"KY"	2008	3	"ANDERSON"	"C102"	"WITHERSPOON"	6	7	55	664	350	51	474	591	1065	250	356	304	414	681	660
"KY"	2008	3	"ANDERSON"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	1463	647	93	989	1214	2203						
"KY"	2008	3	"ANDERSON"	"D101"	"MCBRAYER"	6	7	55	771	336	53	585	575	1160	228	466	328	570	810	794
"KY"	2008	3	"ANDERSON"	"D102"	"S LILLARD"	6	7	55	827	410	80	594	723	1317	275	447	398	578	869	845
"KY"	2008	3	"ANDERSON"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	1598	746	133	1179	1298	2477						
"KY"	2008	3	"ANDERSON"	"E101"	"ALTON"	6	7	55	870	386	63	657	662	1319	277	465	415	601	896	880
"KY"	2008	3	"ANDERSON"	"E103"	"WEST ALTON"	6	7	55	772	353	53	593	585	1178	248	425	357	524	790	782
"KY"	2008	3	"ANDERSON"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	1642	739	116	1250	1247	2497						
"KY"	2008	3	"ANDERSON"	"F101"	"HICKORY GR"	6	7	55	620	263	62	480	465	945	192	307	279	393	601	586
"KY"	2008	3	"ANDERSON"	"F102"	"WESTERN"	6	7	55	390	192	21	310	293	603	105	232	147	274	382	379
"KY"	2008	3	"ANDERSON"	"F103"	"RUTHERFORD"	6	7	55	306	111	20	224	213	437	84	129	120	166	257	249
"KY"	2008	3	"ANDERSON"	"F104"	"BIRDIE"	6	7	55	480	172	41	347	346	693	132	261	188	324	462	449
"KY"	2008	3	"ANDERSON"	"F99"	"MAGIS.DIST. TOTALS"	0	0	0	1796	738	144	1361	1317	2678						
"KY"	2008	3	"ANDERSON"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	10201	4541	765	7413	8094	15507						
"KY"	2008	4	"BALLARD"	"A101"	"BANDANA"	1	2	1	333	54	6	196	197	393	93	148	113	167	265	261
"KY"	2008	4	"BALLARD"	"A102"	"KEVIL"	1	2	1	684	177	34	440	455	895	234	311	303	364	616	614
"KY"	2008	4	"BALLARD"	"A103"	"INGLESIDE"	1	2	1	146	18	6	79	91	170	34	71	44	82	118	115
"KY"	2008	4	"BALLARD"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	1163	249	46	715	743	1458						
"KY"	2008	4	"BALLARD"	"B101"	"LA CENTER"	1	2	1	700	106	22	364	464	828	205	255	233	275	492	488
"KY"	2008	4	"BALLARD"	"B102"	"OSCAR"	1	2	1	188	25	5	112	106	218	39	87	58	105	145	145
"KY"	2008	4	"BALLARD"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	888	131	27	476	570	1046						
"KY"	2008	4	"BALLARD"	"C101"	"HINKLEVILLE"	1	2	1	225	32	6	127	136	263	65	116	80	125	194	196
"KY"	2008	4	"BALLARD"	"C102"	"GAGE"	1	2	1	281	50	5	163	173	336	70	149	105	175	252	254
"KY"	2008	4	"BALLARD"	"C103"	"LOVELACEVILLE"	1	2	1	198	43	7	127	121	248	55	90	80	112	171	170
"KY"	2008	4	"BALLARD"	"C104"	"BLANDVILLE"	1	2	1	345	61	16	215	207	422	102	135	137	157	269	272
"KY"	2008	4	"BALLARD"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	1049	186	34	632	637	1269						
"KY"	2008	4	"BALLARD"	"D101"	"BARLOW"	1	2	1	680	100	22	379	423	802	190	234	273	308	507	507
"KY"	2008	4	"BALLARD"	"D102"	"SLATER"	1	2	1	274	38	6	163	155	318	66	135	97	157	231	232
"KY"	2008	4	"BALLARD"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	954	138	28	542	578	1120						
"KY"	2008	4	"BALLARD"	"E101"	"N. WICKLIFFE"	1	2	1	575	85	25	324	361	685	148	195	193	227	387	388
"KY"	2008	4	"BALLARD"	"E102"	"S. WICKLIFFE"	1	2	1	353	51	17	213	208	421	64	149	103	186	250	252
"KY"	2008	4	"BALLARD"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	928	136	42	537	569	1106						
"KY"	2008	4	"BALLARD"	"AB"	"ABSENTEE"										62	87	74	97	163	161
"KY"	2008	4	"BALLARD"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	4982	840	177	2902	3097	5999						
"KY"	2008	5	"BARREN"	"A101"	"GLASGOW #1"	2	9	23	594	354	41	428	561	989	206	341	249	400	617	590
"KY"	2008	5	"BARREN"	"A102"	"GLASGOW #2"	2	9	23	705	336	71	469	643	1112	294	178	300	202	504	478
"KY"	2008	5	"BARREN"	"A103"	"GLASGOW #3"	2	9	23	808	410	105	566	757	1323	238	347	268	398	643	615
"KY"	2008	5	"BARREN"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	2107	1100	217	1463	1961	3424						
"KY"	2008	5	"BARREN"	"B101"	"HAYWOOD WEST"	2	9	23	761	497	48	638	668	1306	249	555	338	650	909	893
"KY"	2008	5	"BARREN"	"B102"	"HAYWOOD EAST"	2	9	23	597	338	47	475	507	982	202	356	255	423	633	611
"KY"	2008	5	"BARREN"	"B103"	"THOMERSON PARK"	2	9	23	389	255	37	330	351	681	95	272	140	322	425	412
"KY"	2008	5	"BARREN"	"B104"	"AUSTIN"	2	9	23	690	342	57	536	553	1089	241	378	293	437	686	671
"KY"	2008	5	"BARREN"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	2437	1432	189	1979	2079	4058						
"KY"	2008	5	"BARREN"	"C101"	"EASTERN"	2	9	23	421	297	33	374	377	751	119	235	166	286	409	401
"KY"	2008	5	"BARREN"	"C102"	"GREEN VALLEY"	2	9	23	551	425	41	487	530	1017	154	394	194	437	596	588
"KY"	2008	5	"BARREN"	"C103"	"EIGHTY EIGHT"	2	9	23	494	419	49	484	478	962	163	351	252	442	619	603
"KY"	2008	5	"BARREN"	"C104"	"TEMPLE HILL"	2	9	23	524	446	48	511	507	1018	141	402	190	465	613	592
"KY"	2008	5	"BARREN"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	1990	1587	171	1856	1892	3748						
"KY"	2008	5	"BARREN"	"D101"	"HISEVILLE/GOODNIGHT"	2	9	23	732	372	61	556	609	1165	173	384	240	467	654	624
"KY"	2008	5	"BARREN"	"D102"	"GLASGOW MIDDLE SCHOOL"	2	9	23	961	571	69	772	829	1601	242	606	342	716	970	948
"KY"	2008	5	"BARREN"	"D103"	"GLASGOW HIGH SCHOOL"	2	9	23	870	484	54	602	806	1408	299	485	334	535	843	819
"KY"	2008	5	"BARREN"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	2563	1427	184	1930	2244	4174						
"KY"	2008	5	"BARREN"	"E101"	"BORDERS MONUMENT EAST"	2	9	23	571	367	49	469	518	987	171	360	239	429	607	599
"KY"	2008	5	"BARREN"	"E102"	"BORDERS MONUMENT WEST"	2	9	23	426	269	53	345	403	748	119	236	155	269	394	391
"KY"	2008	5	"BARREN"	"E103"	"BECKTON"	2	9	23	611	310	61	490	492	982	169	337	236	402	586	573
"KY"	2008	5	"BARREN"	"E104"	"RED CROSS"	2	9	23	791	322	54	587	580	1167	202	392	266	467	676	658
"KY"	2008	5	"BARREN"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	2399	1268	217	1891	1993	3884						
"KY"	2008	5	"BARREN"	"F101"	"CAVE CITY NORTH"	2	9	23	839	277	58	549	625	1174	222	323	304	404	644	627
"KY"	2008	5	"BARREN"	"F102"	"CAVE CITY SOUTH"	2	9	23	788	322	87	544	653	1197	215	382	242	415	641	624
"KY"	2008	5	"BARREN"	"F103"	"PARK CITY"	2	9	23	1089	479	134	815	885	1702	304	453	383	537	856	836
"KY"	2008	5	"BARREN"	"F99"	"MAGIS.DIST. TOTALS"	0	0	0	2716	1078	279	1908	2163	4073						
"KY"	2008	5	"BARREN"	"G101"	"GLASGOW #4"	2	9	23	1109	663	112	844	1040	1884	389	563	472	604	1000	1035
"KY"	2008	5	"BARREN"	"G102"	"GLASGOW #5"	2	9	23	531	317	53	410	491	901	162	239	191	277	447	430
"KY"	2008	5	"BARREN"	"G103"	"GLASGOW #6"	2	9	23	691	338	57	453	633	1086	243	359	279	402	653	638
"KY"	2008	5	"BARREN"	"G99"	"MAGIS.DIST. TOTALS"	0	0	0	2331	1318	222	1707	2164	3871						
"KY"	2008	5	"BARREN"		"ABSENTEE"										422	702	457	747	1182	1159
"KY"	2008	5	"BARREN"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	16543	9210	1479	12734	14496	27232	5434	9630	6785	11133	16807	16415
"KY"	2008	6	"BATH"	"A101"	"SHARPSBURG NO. 1"	4	28	72	343	49	11	196	207	403	102	77	145	102	213	222
"KY"	2008	6	"BATH"	"A102"	"SHARPSBURG NO. 2"	4	28	72	405	61	11	233	244	477	138	77	156	101	246	233
"KY"	2008	6	"BATH"	"A103"	"BETHEL"	4	28	72	339	32	14	180	205	385	95	94	119	114	212	213
"KY"	2008	6	"BATH"	"A104"	"SOUTH SHERBURNE"	4	28	72	235	43	7	147	138	285	67	68	77	78	145	145
"KY"	2008	6	"BATH"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	1322	185	43	756	794	1550						
"KY"	2008	6	"BATH"	"B101"	"OWINGSVILLE NO. 1"	4	28	72	980	140	31	531	620	1151	258	205	322	256	525	527
"KY"	2008	6	"BATH"	"B102"	"OWINGSVILLE NO. 2"	4	28	72	626	81	23	355	375	730	202	149	224	171	383	373
"KY"	2008	6	"BATH"	"B103"	"OWINGSVILLE NO. 3"	4	28	72	1309	192	46	733	814	1547	329	259	407	348	691	666
"KY"	2008	6	"BATH"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	2915	413	100	1619	1809	3428						
"KY"	2008	6	"BATH"	"C101"	"SALT LICK NO. 1"	5	28	72	720	104	25	433	416	849						
"KY"	2008	6	"BATH"	"C102"	"SALT LICK NO. 2"	5	28	72	807	86	24	461	456	917						
"KY"	2008	6	"BATH"	"C103"	"WHITE SULPHUR"	5	28	72	495	40	11	285	261	546						
"KY"	2008	6	"BATH"	"C104"	"OLYMPIA"	4	28	72	477	40	12	269	260	529	174	91	200	115	297	291
"KY"	2008	6	"BATH"	"C105"	"PRESTON"	4	28	72	754	95	29	436	442	878	168	202	203	246	422	405
"KY"	2008	6	"BATH"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	3253	365	101	1884	1835	3719						
"KY"	2008	6	"BATH"		"ABSENTEE"										76	84	99	109	187	183
"KY"	2008	6	"BATH"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	7490	963	244	4259	4438	8697						
"KY"	2008	7	"BELL"		"PAPER VOTES"										120	192	122	194	315	314
"KY"	2008	7	"BELL"		"MACHINE VOTES"										57	185	72	200	259	257
"KY"	2008	7	"BELL"	"A101"	"LAUREL A"	5	30	87	414	386	23	389	434	823	108	224	153	274	391	377
"KY"	2008	7	"BELL"	"A102"	"MATHEL"	5	30	87	189	86	3	136	142	278	36	58	58	81	119	116
"KY"	2008	7	"BELL"	"A103"	"BLACKMONT"	5	30	87	340	135	7	243	239	482	53	136	88	171	229	224
"KY"	2008	7	"BELL"	"A104"	"BROWNIES CREEK"	5	30	87	231	335	7	276	297	573	49	180	70	217	268	250
"KY"	2008	7	"BELL"	"A105"	"PAGE"	5	30	87	437	498	25	463	497	960	91	273	154	357	455	427
"KY"	2008	7	"BELL"	"A106"	"HUTCH"	5	30	87	210	315	22	271	276	547	68	175	84	205	275	259
"KY"	2008	7	"BELL"	"A107"	"MELDRUM"	5	30	87	456	454	32	439	503	942	94	191	116	222	317	307
"KY"	2008	7	"BELL"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	2277	2209	119	2217	2388	4605						
"KY"	2008	7	"BELL"	"B101"	"PINEVILLE 1A 4D"	5	30	87	255	181	6	201	241	442	72	71	72	76	150	143
"KY"	2008	7	"BELL"	"B102"	"PINEVILLE 2B"	5	30	87	151	236	6	177	216	393	67	148	77	154	224	225
"KY"	2008	7	"BELL"	"B103"	"STRAIGHT CREEK"	5	30	87	368	231	10	289	320	609	85	115	113	142	233	228
"KY"	2008	7	"BELL"	"B104"	"ARJAY"	5	30	87	639	257	11	464	443	907	126	156	156	191	325	312
"KY"	2008	7	"BELL"	"B106"	"BEVERLY"	5	30	87	48	69	5	53	69	122	20	35	23	35	58	58
"KY"	2008	7	"BELL"	"B107"	"RIGHT FORK"	5	30	87	292	557	11	401	459	860	87	232	113	277	366	345
"KY"	2008	7	"BELL"	"B108"	"DORTON BRANCH"	5	30	87	205	156	8	175	194	369	69	88	84	107	179	172
"KY"	2008	7	"BELL"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	1958	1687	57	1760	1942	3702						
"KY"	2008	7	"BELL"	"C101"	"BINGHAMTOWN"	5	30	87	400	424	30	395	459	854	109	208	139	256	373	347
"KY"	2008	7	"BELL"	"C102"	"DORCHESTER"	5	30	87	289	258	32	259	320	579	83	138	110	169	262	248
"KY"	2008	7	"BELL"	"C103"	"NOETOWN"	5	30	87	421	339	28	360	428	788	99	173	132	218	321	305
"KY"	2008	7	"BELL"	"C104"	"JUNCTION"	5	30	87	496	412	44	411	541	952	107	186	174	261	372	360
"KY"	2008	7	"BELL"	"C105"	"EDGEWOOD"	5	30	87	663	560	69	601	691	1292	130	320	179	388	521	499
"KY"	2008	7	"BELL"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	2269	1993	203	2026	2439	4465						
"KY"	2008	7	"BELL"	"D101"	"CITY HALL"	5	30	87	253	277	31	270	291	561	82	150	85	159	243	235
"KY"	2008	7	"BELL"	"D102"	"PARK"	5	30	87	142	107	12	104	157	261	62	48	56	47	110	104
"KY"	2008	7	"BELL"	"D103"	"EAST  END"	5	30	87	312	322	29	277	386	663	85	127	94	147	237	221
"KY"	2008	7	"BELL"	"D104"	"SOUTHSIDE"	5	30	87	279	184	23	216	270	486	92	83	88	90	185	171
"KY"	2008	7	"BELL"	"D105"	"WEST CENTRAL"	5	30	87	250	259	20	231	298	529	94	202	109	215	309	311
"KY"	2008	7	"BELL"	"D106"	"EXETER"	5	30	87	423	403	37	380	483	863	122	234	152	260	392	386
"KY"	2008	7	"BELL"	"D107"	"WINCHESTER"	5	30	87	316	262	34	263	349	612	72	159	104	194	270	263
"KY"	2008	7	"BELL"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	1975	1814	186	1741	2234	3975						
"KY"	2008	7	"BELL"	"E101"	"PINEVILLE 3C 5E"	5	30	87	205	237	10	190	262	452	72	140	108	180	255	248
"KY"	2008	7	"BELL"	"E102"	"LAUREL B"	5	30	87	161	312	16	224	265	489	51	174	100	225	280	274
"KY"	2008	7	"BELL"	"E103"	"LONE JACK"	5	30	87	365	341	18	347	377	724	70	193	107	223	300	300
"KY"	2008	7	"BELL"	"E104"	"GREASY CREEK"	5	30	87	347	399	10	362	394	756	93	193	106	217	313	299
"KY"	2008	7	"BELL"	"E105"	"CLEAR CREEK"	5	30	87	256	422	16	367	327	694	85	244	117	277	366	361
"KY"	2008	7	"BELL"	"E106"	"KEN TEN"	5	30	87	15	10	0	13	12	25	1	1	0	0	1	1
"KY"	2008	7	"BELL"	"E107"	"SUTTY"	5	30	87	291	376	22	344	345	689	71	217	77	252	325	294
"KY"	2008	7	"BELL"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	1640	2097	92	1847	1982	3829						
"KY"	2008	7	"BELL"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	10119	9800	657	9591	10985	20576	2782	5649	3592	6681	9598	9241
"KY"	2008	8	"BOONE"	"AB"	"ABSENTEE"										1583	2989	1465	2961	4590	4454
"KY"	2008	8	"BOONE"	"A102"	"BELLEVIEW"	4	11	60	253	253	66	295	277	572	107	247	104	249	361	351
"KY"	2008	8	"BOONE"	"A103"	"BULLITTSVILLE"	4	11	66	501	787	156	706	738	1444	239	701	215	679	934	916
"KY"	2008	8	"BOONE"	"A104"	"BURLINGTON #1"	4	11	60	515	745	172	691	741	1432	199	653	203	670	879	856
"KY"	2008	8	"BOONE"	"A105"	"BURLINGTON #2"	4	11	60	692	886	211	862	927	1789	334	733	335	750	1095	1068
"KY"	2008	8	"BOONE"	"A106"	"CARLTON"	4	11	60	300	345	98	368	375	743	137	322	129	313	455	451
"KY"	2008	8	"BOONE"	"A107"	"CONSTANCE"	4	11	66	99	124	27	113	137	250	41	104	47	111	155	151
"KY"	2008	8	"BOONE"	"A108"	"HEBRON #1"	4	11	66	588	800	213	751	850	1601	303	639	296	629	953	935
"KY"	2008	8	"BOONE"	"A109"	"HEBRON #2"	4	11	66	821	1078	223	1020	1102	2122	385	753	376	751	1149	1129
"KY"	2008	8	"BOONE"	"A110"	"PETERSBURG"	4	11	60	381	397	113	444	447	891	178	418	166	412	600	584
"KY"	2008	8	"BOONE"	"A111"	"BURLINGTON #3"	4	11	66	637	828	220	794	891	1685	301	586	265	564	874	851
"KY"	2008	8	"BOONE"	"A112"	"BURLINGTON #4"	4	11	60	351	514	109	456	518	974	180	414	160	402	590	574
"KY"	2008	8	"BOONE"	"A113"	"BURLINGTON #5"	4	11	66	885	1231	321	1176	1261	2437	460	810	419	800	1271	1229
"KY"	2008	8	"BOONE"	"A114"	"HEBRON #3"	4	11	66	463	1040	170	829	844	1673	288	835	267	826	1127	1102
"KY"	2008	8	"BOONE"	"A115"	"BURLINGTON #6"	4	11	66	708	866	231	846	959	1805	372	696	349	685	1069	1045
"KY"	2008	8	"BOONE"	"A116"	"BURLINGTON #7"	4	11	66	365	430	107	436	466	902	195	396	163	374	570	559
"KY"	2008	8	"BOONE"	"A117"	"HEBRON #4"	4	11	66	355	891	149	712	683	1395	244	695	221	672	927	916
"KY"	2008	8	"BOONE"	"A118"	"HAMILTON"	4	11	60	391	585	116	561	531	1092	168	502	173	498	700	675
"KY"	2008	8	"BOONE"	"A119"	"LIMABURG"	4	11	66	308	272	82	299	363	662	123	198	119	189	318	317
"KY"	2008	8	"BOONE"	"A120"	"BURLINGTON #8"	4	11	60	605	974	193	871	901	1772	308	802	319	831	1156	1121
"KY"	2008	8	"BOONE"	"A121"	"HEBRON 5"	4	11	66	389	941	165	758	736	1495	264	798	222	771	1042	1020
"KY"	2008	8	"BOONE"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	9607	13987	3142	12988	13747	26736						
"KY"	2008	8	"BOONE"	"B114"	"BEAVER"	4	11	60	231	294	61	282	304	586	116	267	116	277	396	383
"KY"	2008	8	"BOONE"	"B115"	"GLENVIEW"	4	11	66	308	558	127	473	520	993	138	353	104	329	469	457
"KY"	2008	8	"BOONE"	"B116"	"GREENVIEW"	4	11	66	501	713	168	662	720	1382	275	593	242	567	856	835
"KY"	2008	8	"BOONE"	"B117"	"HOPEFUL"	4	11	66	505	690	145	676	664	1340	307	571	288	571	885	859
"KY"	2008	8	"BOONE"	"B118"	"LINKVIEW"	4	11	66	209	276	61	243	303	546	114	228	116	234	352	344
"KY"	2008	8	"BOONE"	"B119"	"OAKBROOK"	4	11	66	344	483	128	464	491	955	184	334	177	334	523	511
"KY"	2008	8	"BOONE"	"B120"	"PLEASANT VALLEY"	4	11	60	315	595	103	506	507	1013	195	481	169	465	667	650
"KY"	2008	8	"BOONE"	"B121"	"RICHWOOD"	4	11	69	564	1096	197	921	936	1857	323	874	325	877	1221	1199
"KY"	2008	8	"BOONE"	"B122"	"UNION # 1"	4	11	60	448	634	124	606	600	1206	201	553	193	557	775	746
"KY"	2008	8	"BOONE"	"B123"	"UNION # 2"	4	11	60	464	759	141	659	705	1364	281	621	237	588	875	858
"KY"	2008	8	"BOONE"	"B124"	"UNION # 3"	4	11	60	445	772	159	695	681	1376	259	651	229	624	899	880
"KY"	2008	8	"BOONE"	"B125"	"UNION # 4"	4	11	60	497	804	153	713	741	1454	277	692	252	677	966	944
"KY"	2008	8	"BOONE"	"B126"	"VERONA"	4	11	60	579	793	144	741	775	1516	278	710	282	718	1011	992
"KY"	2008	8	"BOONE"	"B127"	"WALTON #1"	4	11	60	562	701	189	658	794	1452	263	535	281	560	837	816
"KY"	2008	8	"BOONE"	"B128"	"WALTON #2"	4	11	60	457	512	131	516	584	1100	206	374	211	378	611	585
"KY"	2008	8	"BOONE"	"B129"	"UNION 5"	4	11	60	449	944	166	773	786	1559	297	756	266	725	1037	1022
"KY"	2008	8	"BOONE"	"B130"	"UNION 6"	4	11	60	577	1321	204	1023	1079	2102	332	1033	304	1018	1357	1337
"KY"	2008	8	"BOONE"	"B131"	"SUMMITVIEW"	4	11	66	528	899	184	778	833	1611	351	681	322	672	1035	1003
"KY"	2008	8	"BOONE"	"B132"	"HEARTHSTONE"	4	11	60	452	899	153	733	771	1504	324	730	266	684	1016	996
