state	year	county_code	county	precinct_code	precinct	cd	sd	ld	g2008_REG_dv	g2008_REG_rv	g2008_REG_ov	g2008_REG_mv	g2008_REG_fv	g2008_REG_tv	g2008_USP_dv	g2008_USS_rv	g2008_USS_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_tv
"KY"	2008	56	"JEFFERSON"	"L140"	"PRECINCT   140 41 DISTRICT"	3	35	41	623	33	41	307	390	697	442	15	428	4	447	443
"KY"	2008	56	"JEFFERSON"	"L141"	"PRECINCT   141 41 DISTRICT"	3	33	41	623	163	110	499	397	896	384	101	363	78	467	464
"KY"	2008	56	"JEFFERSON"	"L142"	"PRECINCT   142 41 DISTRICT"	3	33	41	470	114	49	217	416	633	260	90	254	83	346	344
"KY"	2008	56	"JEFFERSON"	"L143"	"PRECINCT   143 41 DISTRICT"	3	35	41	346	56	42	211	233	444	206	37	198	30	239	235
"KY"	2008	56	"JEFFERSON"	"L144"	"PRECINCT   144 41 DISTRICT"	3	33	41	629	75	54	329	429	758	385	37	384	34	423	421
"KY"	2008	56	"JEFFERSON"	"L145"	"PRECINCT   145 41 DISTRICT"	3	33	41	1261	58	69	554	834	1388	839	40	803	10	851	843
"KY"	2008	56	"JEFFERSON"	"L146"	"PRECINCT   146 41 DISTRICT"	3	19	41	510	377	85	457	515	972	380	357	337	312	702	694
"KY"	2008	56	"JEFFERSON"	"L147"	"PRECINCT   147 41 DISTRICT"	3	35	41	891	41	49	380	601	981	583	22	570	15	598	592
"KY"	2008	56	"JEFFERSON"	"L148"	"PRECINCT   148 41 DISTRICT"	3	35	41	385	25	39	195	254	449	237	26	217	8	246	243
"KY"	2008	56	"JEFFERSON"	"L149"	"PRECINCT   L149 41 DISTRICT"	3	33	41	827	31	33	251	640	891	559	12	540	3	563	552
"KY"	2008	56	"JEFFERSON"	"L99"	"MAGIS.DIST. TOTALS"	0	0	0	17414	4709	1883	10237	13769	24006						
"KY"	2008	56	"JEFFERSON"	"M102"	"PRECINCT   102 42 DISTRICT"	3	33	42	911	33	39	345	638	983	755	21	730	2	757	751
"KY"	2008	56	"JEFFERSON"	"M103"	"PRECINCT   103 42 DISTRICT"	3	33	42	1466	44	71	629	952	1581	1083	30	1061	11	1095	1091
"KY"	2008	56	"JEFFERSON"	"M104"	"PRECINCT   104 42 DISTRICT"	3	33	42	677	39	35	313	438	751	449	18	434	8	459	452
"KY"	2008	56	"JEFFERSON"	"M105"	"PRECINCT   105 42 DISTRICT"	3	33	42	870	31	48	407	542	949	606	19	587	4	612	606
"KY"	2008	56	"JEFFERSON"	"M106"	"PRECINCT   106 42 DISTRICT"	3	33	42	692	36	48	306	470	776	445	12	433	2	447	445
"KY"	2008	56	"JEFFERSON"	"M107"	"PRECINCT   107 42 DISTRICT"	3	33	42	746	28	36	327	483	810	476	15	463	6	484	478
"KY"	2008	56	"JEFFERSON"	"M110"	"PRECINCT   110 42 DISTRICT"	3	33	42	596	27	26	271	378	649	415	16	408	8	424	424
"KY"	2008	56	"JEFFERSON"	"M120"	"PRECINCT   120 42 DISTRICT"	3	35	42	1127	235	128	717	773	1490	648	131	611	100	756	742
"KY"	2008	56	"JEFFERSON"	"M121"	"PRECINCT   121 42 DISTRICT"	3	35	42	519	91	62	319	353	672	334	67	329	63	401	396
"KY"	2008	56	"JEFFERSON"	"M123"	"PRECINCT   123 42 DISTRICT"	3	35	42	1115	276	165	816	740	1556	722	189	703	159	896	892
"KY"	2008	56	"JEFFERSON"	"M124"	"PRECINCT   124 42 DISTRICT"	3	35	42	827	200	147	608	566	1174	508	133	499	132	648	632
"KY"	2008	56	"JEFFERSON"	"M129"	"PRECINCT   129 42 DISTRICT"	3	35	42	376	26	30	195	237	432	251	10	245	5	256	255
"KY"	2008	56	"JEFFERSON"	"M130"	"PRECINCT   130 42 DISTRICT"	3	35	42	808	66	64	424	514	938	498	28	491	21	519	519
"KY"	2008	56	"JEFFERSON"	"M131"	"PRECINCT   131 42 DISTRICT"	3	35	42	435	91	79	263	342	605	293	79	264	54	350	343
"KY"	2008	56	"JEFFERSON"	"M132"	"PRECINCT   132 42 DISTRICT"	3	33	42	907	29	35	400	571	971	625	22	604	6	631	626
"KY"	2008	56	"JEFFERSON"	"M133"	"PRECINCT   133 42 DISTRICT"	3	33	42	1052	48	37	433	704	1137	755	18	736	9	764	754
"KY"	2008	56	"JEFFERSON"	"M134"	"PRECINCT   134 42 DISTRICT"	3	33	42	365	16	23	177	227	404	261	8	258	5	266	266
"KY"	2008	56	"JEFFERSON"	"M137"	"PRECINCT   137 42 DISTRICT"	3	36	42	387	246	53	307	379	686	306	205	297	191	505	502
"KY"	2008	56	"JEFFERSON"	"M138"	"PRECINCT   138 42 DISTRICT"	3	19	42	768	381	115	554	710	1264	566	330	552	310	890	882
"KY"	2008	56	"JEFFERSON"	"M139"	"PRECINCT   139 42 DISTRICT"	3	33	42	557	169	118	410	434	844	373	120	343	95	481	463
"KY"	2008	56	"JEFFERSON"	"M140"	"PRECINCT   140 42 DISTRICT"	3	33	42	256	86	51	207	186	393	185	62	182	60	247	244
"KY"	2008	56	"JEFFERSON"	"M141"	"PRECINCT   141 42 DISTRICT"	3	33	42	296	95	48	220	219	439	217	93	211	79	305	304
"KY"	2008	56	"JEFFERSON"	"M142"	"PRECINCT   142 42 DISTRICT"	3	33	42	956	290	160	643	763	1406	688	262	663	230	932	925
"KY"	2008	56	"JEFFERSON"	"M143"	"PRECINCT   143 42 DISTRICT"	3	33	42	460	117	67	313	331	644	313	113	307	107	427	420
"KY"	2008	56	"JEFFERSON"	"M144"	"PRECINCT   144 42 DISTRICT"	3	35	42	434	122	73	287	342	629	296	101	302	104	410	403
"KY"	2008	56	"JEFFERSON"	"M145"	"PRECINCT   145 42 DISTRICT"	3	19	42	30	4	6	18	22	40	24	3	25	4	28	28
"KY"	2008	56	"JEFFERSON"	"M146"	"PRECINCT   146 42 DISTRICT"	3	35	42	849	132	79	485	575	1060	482	94	464	77	566	558
"KY"	2008	56	"JEFFERSON"	"M147"	"PRECINCT   147 42 DISTRICT"	3	35	42	450	96	71	315	302	617	285	68	287	69	361	355
"KY"	2008	56	"JEFFERSON"	"M148"	"PRECINCT   148 42 DISTRICT"	3	33	42	650	27	36	308	405	713	493	17	479	4	497	496
"KY"	2008	56	"JEFFERSON"	"M149"	"PRECINCT   149 42 DISTRICT"	3	33	42	581	189	79	389	460	849	298	108	335	135	442	443
"KY"	2008	56	"JEFFERSON"	"M150"	"PRECINCT   150 42 DISTRICT"	3	19	42	0	0	0	0	0	0						
"KY"	2008	56	"JEFFERSON"	"M153"	"PRECINCT   153 42 DISTRICT"	3	33	42	1039	59	70	518	650	1168	759	29	730	7	767	759
"KY"	2008	56	"JEFFERSON"	"M99"	"MAGIS.DIST. TOTALS"	0	0	0	21202	3329	2099	11924	14706	26630						
"KY"	2008	56	"JEFFERSON"	"N101"	"PRECINCT   101 43 DISTRICT"	3	33	43	937	163	85	511	674	1185	593	101	594	104	699	695
"KY"	2008	56	"JEFFERSON"	"N102"	"PRECINCT   102 43 DISTRICT"	3	33	43	869	364	131	575	789	1364	380	213	431	253	647	644
"KY"	2008	56	"JEFFERSON"	"N103"	"PRECINCT   103 43 DISTRICT"	3	33	43	947	44	50	476	565	1041	688	38	660	16	704	698
"KY"	2008	56	"JEFFERSON"	"N104"	"PRECINCT   104 43 DISTRICT"	3	33	43	1196	61	50	541	766	1307	815	41	792	24	841	833
"KY"	2008	56	"JEFFERSON"	"N105"	"PRECINCT   105 43 DISTRICT"	3	33	43	978	88	58	494	630	1124	632	41	617	29	666	658
"KY"	2008	56	"JEFFERSON"	"N106"	"PRECINCT   106 43 DISTRICT"	3	33	43	1146	50	69	525	740	1265	819	30	799	9	829	829
"KY"	2008	56	"JEFFERSON"	"N107"	"PRECINCT   107 43 DISTRICT"	3	33	43	1122	44	59	503	722	1225	773	28	754	10	785	782
"KY"	2008	56	"JEFFERSON"	"N108"	"PRECINCT   108 43 DISTRICT"	3	33	43	1251	73	71	577	818	1395	851	39	815	12	864	854
"KY"	2008	56	"JEFFERSON"	"N109"	"PRECINCT   109 43 DISTRICT"	3	33	43	978	41	61	460	620	1080	644	22	626	6	651	648
"KY"	2008	56	"JEFFERSON"	"N110"	"PRECINCT   110 43 DISTRICT"	3	33	43	596	19	26	271	370	641	468	19	451	6	477	470
"KY"	2008	56	"JEFFERSON"	"N111"	"PRECINCT   111 43 DISTRICT"	3	33	43	590	25	29	265	379	644	459	18	445	10	470	463
"KY"	2008	56	"JEFFERSON"	"N112"	"PRECINCT   112 43 DISTRICT"	3	33	43	617	26	25	301	367	668	433	22	421	10	445	443
"KY"	2008	56	"JEFFERSON"	"N113"	"PRECINCT   113 43 DISTRICT"	3	33	43	613	18	37	272	396	668	431	11	421	3	436	432
"KY"	2008	56	"JEFFERSON"	"N115"	"PRECINCT   115 43 DISTRICT"	3	33	43	692	250	122	452	612	1064	306	170	322	184	494	492
"KY"	2008	56	"JEFFERSON"	"N117"	"PRECINCT   117 43 DISTRICT"	3	33	43	1058	227	138	589	834	1423	532	107	537	117	652	644
"KY"	2008	56	"JEFFERSON"	"N119"	"PRECINCT   119 43 DISTRICT"	3	33	43	913	65	50	425	603	1028	584	25	565	12	597	590
"KY"	2008	56	"JEFFERSON"	"N124"	"PRECINCT   124 43 DISTRICT"	3	33	43	10	0	3	8	5	13	2	1	2	1	3	3
"KY"	2008	56	"JEFFERSON"	"N125"	"PRECINCT   125 43 DISTRICT"	3	36	43	426	418	60	409	495	904	319	425	275	387	711	700
"KY"	2008	56	"JEFFERSON"	"N126"	"PRECINCT   126 43 DISTRICT"	3	36	43	251	428	46	346	379	725	172	356	135	322	500	491
"KY"	2008	56	"JEFFERSON"	"N127"	"PRECINCT   127 43 DISTRICT"	3	33	43	118	25	27	60	110	170	47	17	50	20	67	67
"KY"	2008	56	"JEFFERSON"	"N128"	"PRECINCT   128 43 DISTRICT"	3	33	43	441	113	87	275	366	641	185	64	186	64	249	250
"KY"	2008	56	"JEFFERSON"	"N130"	"PRECINCT   130 43 DISTRICT"	3	36	43	732	411	105	599	649	1248	489	334	464	301	802	798
"KY"	2008	56	"JEFFERSON"	"N131"	"PRECINCT   131 43 DISTRICT"	3	36	43	354	484	69	421	486	907	254	453	187	392	647	640
"KY"	2008	56	"JEFFERSON"	"N132"	"PRECINCT   132 43 DISTRICT"	3	26	43	354	480	73	434	473	907	217	474	195	453	673	669
"KY"	2008	56	"JEFFERSON"	"N133"	"PRECINCT   133 43 DISTRICT"	3	26	43	307	400	78	392	393	785	222	361	182	320	544	543
"KY"	2008	56	"JEFFERSON"	"N134"	"PRECINCT   134 43 DISTRICT"	3	33	43	754	205	121	643	437	1080	422	107	400	88	514	507
"KY"	2008	56	"JEFFERSON"	"N135"	"PRECINCT   135 43 DISTRICT"	3	33	43	0	0	0	0	0	0						
"KY"	2008	56	"JEFFERSON"	"N136"	"PRECINCT   136 43 DISTRICT"	3	33	43	355	57	38	271	179	450	160	24	146	12	173	170
"KY"	2008	56	"JEFFERSON"	"N137"	"PRECINCT   137 43 DISTRICT"	3	33	43	192	5	9	96	110	206	139	3	138	3	142	141
"KY"	2008	56	"JEFFERSON"	"N99"	"MAGIS.DIST. TOTALS"	0	0	0	18797	4584	1777	11191	13967	25158						
"KY"	2008	56	"JEFFERSON"	"O105"	"PRECINCT   105 44 DISTRICT"	3	33	44	1088	179	117	569	815	1384	689	155	697	165	859	852
"KY"	2008	56	"JEFFERSON"	"O107"	"PRECINCT   107 44 DISTRICT"	3	33	44	1085	254	103	621	821	1442	736	216	751	232	975	967
"KY"	2008	56	"JEFFERSON"	"O109"	"PRECINCT   109 44 DISTRICT"	3	33	44	796	246	86	532	596	1128	513	215	540	241	763	755
"KY"	2008	56	"JEFFERSON"	"O111"	"PRECINCT   111 44 DISTRICT"	3	33	44	621	217	74	409	503	912	396	194	413	212	608	607
"KY"	2008	56	"JEFFERSON"	"O112"	"PRECINCT   112 44 DISTRICT"	3	37	44	606	303	110	431	588	1019	275	205	320	245	529	525
"KY"	2008	56	"JEFFERSON"	"O113"	"PRECINCT   113 44 DISTRICT"	3	33	44	648	189	82	427	492	919	361	165	386	190	555	551
"KY"	2008	56	"JEFFERSON"	"O114"	"PRECINCT   114 44 DISTRICT"	3	37	44	829	394	99	622	700	1322	479	404	528	446	937	932
"KY"	2008	56	"JEFFERSON"	"O115"	"PRECINCT   115 44 DISTRICT"	3	37	44	754	405	83	588	654	1242	415	417	475	467	893	892
"KY"	2008	56	"JEFFERSON"	"O116"	"PRECINCT   116 44 DISTRICT"	3	33	44	755	83	41	387	492	879	566	84	573	93	662	657
"KY"	2008	56	"JEFFERSON"	"O117"	"PRECINCT   117 44 DISTRICT"	3	33	44	718	142	57	392	525	917	516	113	523	116	636	636
"KY"	2008	56	"JEFFERSON"	"O119"	"PRECINCT   119 44 DISTRICT"	3	33	44	815	160	67	453	589	1042	592	181	586	177	771	767
"KY"	2008	56	"JEFFERSON"	"O121"	"PRECINCT   121 44 DISTRICT"	3	33	44	658	177	45	410	470	880	443	180	447	190	635	627
"KY"	2008	56	"JEFFERSON"	"O123"	"PRECINCT   123 44 DISTRICT"	3	33	44	447	165	57	289	380	669	226	150	235	155	387	385
"KY"	2008	56	"JEFFERSON"	"O124"	"PRECINCT   124 44 DISTRICT"	3	37	44	496	227	46	327	442	769	275	189	282	197	474	471
"KY"	2008	56	"JEFFERSON"	"O126"	"PRECINCT   126 44 DISTRICT"	3	33	44	654	221	89	412	552	964	387	196	412	218	611	608
"KY"	2008	56	"JEFFERSON"	"O127"	"PRECINCT   127 44 DISTRICT"	3	37	44	788	341	99	537	691	1228	399	252	427	278	680	679
"KY"	2008	56	"JEFFERSON"	"O128"	"PRECINCT   128 44 DISTRICT"	3	37	44	679	375	88	555	587	1142	411	373	456	411	831	829
"KY"	2008	56	"JEFFERSON"	"O129"	"PRECINCT   129 44 DISTRICT"	3	37	44	882	495	109	647	839	1486	481	456	520	489	982	976
"KY"	2008	56	"JEFFERSON"	"O130"	"PRECINCT   130 44 DISTRICT"	3	37	44	627	310	91	468	560	1028	331	304	378	341	681	682
"KY"	2008	56	"JEFFERSON"	"O131"	"PRECINCT   131 44 DISTRICT"	3	37	44	519	238	95	382	470	852	294	220	326	241	547	546
"KY"	2008	56	"JEFFERSON"	"O133"	"PRECINCT   133 44 DISTRICT"	3	10	44	628	430	99	557	600	1157	306	415	360	460	778	775
"KY"	2008	56	"JEFFERSON"	"O134"	"PRECINCT   134 44 DISTRICT"	3	10	44	672	446	88	555	651	1206	297	451	350	490	796	801
"KY"	2008	56	"JEFFERSON"	"O135"	"PRECINCT   135 44 DISTRICT"	3	37	44	641	331	111	478	605	1083	330	266	383	317	655	649
"KY"	2008	56	"JEFFERSON"	"O136"	"PRECINCT   136 44 DISTRICT"	3	37	44	564	248	84	402	494	896	276	209	295	230	511	504
"KY"	2008	56	"JEFFERSON"	"O137"	"PRECINCT   137 44 DISTRICT"	3	37	44	812	406	76	580	714	1294	501	418	554	461	975	972
"KY"	2008	56	"JEFFERSON"	"O99"	"MAGIS.DIST. TOTALS"	0	0	0	17782	6982	2096	12030	14830	26860						
"KY"	2008	56	"JEFFERSON"	"Q101"	"PRECINCT   101 46 DISTRICT"	3	37	46	1106	422	169	758	939	1697	716	382	745	410	1141	1127
"KY"	2008	56	"JEFFERSON"	"Q103"	"PRECINCT   103 46 DISTRICT"	3	37	46	783	413	92	570	718	1288	436	402	471	430	879	873
"KY"	2008	56	"JEFFERSON"	"Q104"	"PRECINCT   104 46 DISTRICT"	3	37	46	353	138	79	255	315	570	196	79	192	79	278	271
"KY"	2008	56	"JEFFERSON"	"Q105"	"PRECINCT   105 46 DISTRICT"	3	37	46	990	496	134	752	868	1620	603	505	636	534	1148	1141
"KY"	2008	56	"JEFFERSON"	"Q107"	"PRECINCT   107 46 DISTRICT"	3	35	46	773	375	105	568	685	1253	536	388	532	380	922	920
"KY"	2008	56	"JEFFERSON"	"Q109"	"PRECINCT   109 46 DISTRICT"	3	37	46	710	590	111	684	727	1411	407	575	432	595	1015	1007
"KY"	2008	56	"JEFFERSON"	"Q112"	"PRECINCT   112 46 DISTRICT"	3	38	46	784	429	98	635	676	1311	424	432	498	491	932	930
"KY"	2008	56	"JEFFERSON"	"Q113"	"PRECINCT   113 46 DISTRICT"	3	38	46	311	231	48	282	308	590	153	223	197	263	421	420
"KY"	2008	56	"JEFFERSON"	"Q114"	"PRECINCT   114 46 DISTRICT"	3	38	46	620	494	98	541	671	1212	315	468	357	510	829	825
"KY"	2008	56	"JEFFERSON"	"Q115"	"PRECINCT   115 46 DISTRICT"	3	38	46	656	448	104	543	665	1208	408	423	441	451	865	864
"KY"	2008	56	"JEFFERSON"	"Q116"	"PRECINCT   116 46 DISTRICT"	3	38	46	697	391	83	520	651	1171	363	397	413	446	815	810
"KY"	2008	56	"JEFFERSON"	"Q117"	"PRECINCT   117 46 DISTRICT"	3	38	46	516	392	94	490	512	1002	343	428	365	444	796	793
"KY"	2008	56	"JEFFERSON"	"Q118"	"PRECINCT   118 46 DISTRICT"	3	38	46	698	457	151	605	701	1306	385	431	413	449	847	844
"KY"	2008	56	"JEFFERSON"	"Q119"	"PRECINCT   119 46 DISTRICT"	3	38	46	897	649	135	779	902	1681	518	619	565	661	1193	1184
"KY"	2008	56	"JEFFERSON"	"Q122"	"PRECINCT   122 46 DISTRICT"	3	35	46	673	106	46	357	468	825	503	71	489	60	563	560
"KY"	2008	56	"JEFFERSON"	"Q123"	"PRECINCT   123 46 DISTRICT"	3	35	46	1188	110	92	498	892	1390	875	58	854	38	914	912
"KY"	2008	56	"JEFFERSON"	"Q124"	"PRECINCT   124 46 DISTRICT"	3	35	46	1122	351	136	709	900	1609	674	275	707	306	984	982
"KY"	2008	56	"JEFFERSON"	"Q125"	"PRECINCT   125 46 DISTRICT"	3	38	46	793	634	155	736	846	1582	502	603	530	614	1141	1133
"KY"	2008	56	"JEFFERSON"	"Q126"	"PRECINCT   126 46 DISTRICT"	3	38	46	340	252	49	309	332	641	181	240	228	285	473	468
"KY"	2008	56	"JEFFERSON"	"Q127"	"PRECINCT   127 46 DISTRICT"	3	35	46	471	209	62	358	384	742	290	159	289	155	451	448
"KY"	2008	56	"JEFFERSON"	"Q128"	"PRECINCT   128 46 DISTRICT"	3	38	46	646	516	126	612	676	1288	311	466	367	501	831	833
"KY"	2008	56	"JEFFERSON"	"Q129"	"PRECINCT   129 46 DISTRICT"	2	38	46	856	596	137	733	856	1589	518	520	536	529	1062	1056
"KY"	2008	56	"JEFFERSON"	"Q130"	"PRECINCT   130 46 DISTRICT"	3	38	46	261	210	41	231	281	512	135	168	168	196	334	336
"KY"	2008	56	"JEFFERSON"	"Q131"	"PRECINCT   131 46 DISTRICT"	3	38	46	905	575	128	753	855	1608	592	512	603	507	1112	1115
"KY"	2008	56	"JEFFERSON"	"Q132"	"PRECINCT   Q132 46 DISTRICT"	3	38	46	462	285	88	348	487	835	232	221	235	222	462	456
"KY"	2008	56	"JEFFERSON"	"Q133"	"PRECINCT   133 46 DISTRICT"	3	38	46	590	451	100	532	609	1141	387	438	416	458	856	854
"KY"	2008	56	"JEFFERSON"	"Q99"	"MAGIS.DIST. TOTALS"	0	0	0	18201	10220	2661	14158	16924	31082						
"KY"	2008	56	"JEFFERSON"	"S116"	"PRECINCT   116 48 DISTRICT"	3	26	48	413	382	55	423	427	850	245	386	209	354	604	595
"KY"	2008	56	"JEFFERSON"	"S117"	"PRECINCT   117 48 DISTRICT"	3	26	48	493	456	90	432	607	1039	334	399	304	372	712	703
"KY"	2008	56	"JEFFERSON"	"S118"	"PRECINCT   118 48 DISTRICT"	3	26	48	510	486	102	511	587	1098	391	511	341	465	862	852
"KY"	2008	56	"JEFFERSON"	"S119"	"PRECINCT   119 48 DISTRICT"	3	36	48	611	455	91	552	605	1157	458	477	403	420	886	880
"KY"	2008	56	"JEFFERSON"	"S122"	"PRECINCT   122 48 DISTRICT"	3	36	48	687	498	112	534	763	1297	431	457	418	439	878	875
"KY"	2008	56	"JEFFERSON"	"S125"	"PRECINCT   125 48 DISTRICT"	3	26	48	694	690	121	725	780	1505	471	579	443	561	1039	1022
"KY"	2008	56	"JEFFERSON"	"S126"	"PRECINCT   126 48 DISTRICT"	3	26	48	438	606	104	559	589	1148	313	540	280	505	827	820
"KY"	2008	56	"JEFFERSON"	"S128"	"PRECINCT   128 48 DISTRICT"	3	26	48	450	453	92	484	511	995	313	451	274	409	730	725
"KY"	2008	56	"JEFFERSON"	"S129"	"PRECINCT   129 48 DISTRICT"	3	26	48	474	504	82	511	549	1060	330	420	290	386	721	710
"KY"	2008	56	"JEFFERSON"	"S130"	"PRECINCT   130 48 DISTRICT"	3	26	48	468	472	89	464	565	1029	275	476	260	467	743	736
"KY"	2008	56	"JEFFERSON"	"S131"	"PRECINCT   131 48 DISTRICT"	3	26	48	669	433	123	589	636	1225	472	336	452	319	800	788
"KY"	2008	56	"JEFFERSON"	"S132"	"PRECINCT   132 48 DISTRICT"	3	26	48	695	486	132	616	697	1313	511	363	503	360	875	866
"KY"	2008	56	"JEFFERSON"	"S133"	"PRECINCT   133 48 DISTRICT"	3	36	48	845	585	162	729	863	1592	551	531	551	528	1093	1082
"KY"	2008	56	"JEFFERSON"	"S135"	"PRECINCT   135 48 DISTRICT"	3	36	48	763	431	129	591	732	1323	517	335	487	300	827	822
"KY"	2008	56	"JEFFERSON"	"S137"	"PRECINCT   137 48 DISTRICT"	3	26	48	563	648	82	636	657	1293	361	619	313	567	934	932
"KY"	2008	56	"JEFFERSON"	"S139"	"PRECINCT   139 48 DISTRICT"	3	26	48	771	728	132	708	923	1631	504	590	484	563	1074	1074
"KY"	2008	56	"JEFFERSON"	"S140"	"PRECINCT   140 48 DISTRICT"	3	26	48	374	516	105	486	509	995	280	511	218	455	740	729
"KY"	2008	56	"JEFFERSON"	"S141"	"PRECINCT   141 48 DISTRICT"	3	26	48	806	614	121	716	825	1541	585	521	574	518	1115	1095
"KY"	2008	56	"JEFFERSON"	"S142"	"PRECINCT   142 48 DISTRICT"	3	36	48	404	304	102	375	435	810	295	283	272	261	557	555
"KY"	2008	56	"JEFFERSON"	"S143"	"PRECINCT   143 48 DISTRICT"	3	26	48	434	634	96	541	623	1164	261	589	229	557	822	818
"KY"	2008	56	"JEFFERSON"	"S144"	"PRECINCT   144 48 DISTRICT"	3	26	48	343	393	86	382	440	822	244	356	228	345	592	584
"KY"	2008	56	"JEFFERSON"	"S145"	"PRECINCT   145 48 DISTRICT"	3	36	48	460	404	78	446	496	942	312	376	279	349	663	655
"KY"	2008	56	"JEFFERSON"	"S146"	"PRECINCT   146 48 DISTRICT"	3	36	48	465	356	111	434	498	932	359	322	346	309	673	668
"KY"	2008	56	"JEFFERSON"	"S147"	"PRECINCT   147 48 DISTRICT"	3	36	48	365	271	64	273	427	700	234	254	227	244	483	481
"KY"	2008	56	"JEFFERSON"	"S148"	"PRECINCT   148 48 DISTRICT"	3	36	48	192	283	37	252	260	512	121	270	110	262	385	380
"KY"	2008	56	"JEFFERSON"	"S149"	"PRECINCT   149 48 DISTRICT"	3	36	48	586	988	120	845	849	1694	429	862	391	816	1254	1253
"KY"	2008	56	"JEFFERSON"	"S150"	"PRECINCT   150 48 DISTRICT"	3	26	48	399	517	80	461	535	996	279	491	249	469	752	740
"KY"	2008	56	"JEFFERSON"	"S151"	"PRECINCT   151 48 DISTRICT"	3	36	48	547	847	121	729	786	1515	369	710	331	682	1059	1041
"KY"	2008	56	"JEFFERSON"	"S152"	"PRECINCT   152 48 DISTRICT"	3	26	48	349	402	74	367	458	825	235	349	220	339	578	569
"KY"	2008	56	"JEFFERSON"	"S153"	"PRECINCT   153 48 DISTRICT"	3	26	48	416	554	87	508	549	1057	312	487	270	445	761	757
"KY"	2008	56	"JEFFERSON"	"S154"	"PRECINCT   154 48 DISTRICT"	3	36	48	608	658	143	644	765	1409	417	529	383	503	924	912
"KY"	2008	56	"JEFFERSON"	"S155"	"PRECINCT   155 48 DISTRICT"	3	36	48	450	646	108	579	625	1204	314	581	300	567	886	881
"KY"	2008	56	"JEFFERSON"	"S156"	"PRECINCT   156 48 DISTRICT"	3	26	48	402	261	81	364	380	744	290	229	270	208	504	499
"KY"	2008	56	"JEFFERSON"	"S157"	"PRECINCT 157 48 DISTRICT"	3	26	48	339	456	79	425	449	874	267	411	251	393	666	662
"KY"	2008	56	"JEFFERSON"	"S158"	"PRECINCT 48 DISTRICT"	3	26	48	401	734	107	611	631	1242	269	666	236	634	903	902
"KY"	2008	56	"JEFFERSON"	"S159"	"PRECINCT   159 48 DISTRICT"	3	36	48	118	209	21	170	178	348	78	188	63	181	261	251
"KY"	2008	56	"JEFFERSON"	"S160"	"PRECINCT   160 48 DISTRICT"	3	26	48	345	525	83	453	500	953	269	492	246	471	742	738
"KY"	2008	56	"JEFFERSON"	"S161"	"PRECINCT   161 48 DISTRICT"	3	26	48	388	318	80	385	401	786	283	307	251	274	567	558
"KY"	2008	56	"JEFFERSON"	"S162"	"PRECINCT   S162 48 DISTRICT"	3	26	48	348	309	82	360	379	739	211	290	183	267	480	473
"KY"	2008	56	"JEFFERSON"	"S99"	"MAGIS.DIST. TOTALS"	0	0	0	19083	19512	3764	19870	22489	42359						
"KY"	2008	56	"JEFFERSON"	"T101"	"PRECINCT   101 59 DISTRICT"	3	36	59	651	369	99	487	632	1119	453	310	432	288	746	742
"KY"	2008	56	"JEFFERSON"	"T102"	"PRECINCT   102 59 DISTRICT"	3	36	59	884	429	112	662	763	1425	646	338	625	319	971	963
"KY"	2008	56	"JEFFERSON"	"T103"	"PRECINCT   103 59 DISTRICT"	3	26	59	181	103	29	150	163	313	133	90	121	74	209	211
"KY"	2008	56	"JEFFERSON"	"T104"	"PRECINCT   104 59 DISTRICT"	3	36	59	432	349	89	403	467	870	309	309	297	305	620	606
"KY"	2008	56	"JEFFERSON"	"T99"	"MAGIS.DIST. TOTALS"	0	0	0	2148	1250	329	1702	2025	3727						
"KY"	2008	56	"JEFFERSON"	"AB"	"ABSENTEE"										10665	8899	10222	8623	19407	19121
"KY"	2008	56	"JEFFERSON"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	296290	160047	43183	227246	272273	499520						
"KY"	2008	57	"JESSAMINE"	"A101"	"EAST NICHOLASVILLE #1"	6	22	39	441	295	71	348	459	807	152	154	176	175	331	330
"KY"	2008	57	"JESSAMINE"	"A102"	"EAST NICHOLASVILLE #2"	6	22	39	400	229	49	322	356	678	123	206	164	242	376	370
"KY"	2008	57	"JESSAMINE"	"A103"	"WEST  NICHOLASVILLE #1"	6	22	39	560	379	81	458	562	1020	206	280	251	329	541	531
"KY"	2008	57	"JESSAMINE"	"A104"	"WEST  NICHOLASVILLE #2"	6	22	39	501	213	51	326	439	765	153	206	218	274	432	424
"KY"	2008	57	"JESSAMINE"	"A105"	"WEST  NICHOLASVILLE #3"	6	22	39	458	353	45	392	464	856	185	333	240	393	584	573
"KY"	2008	57	"JESSAMINE"	"A106"	"KEENE PLACE"	6	22	39	424	529	43	478	518	996	196	481	245	535	735	726
"KY"	2008	57	"JESSAMINE"	"A107"	"KEENE PLACE #2"	6	22	39	265	280	39	267	317	584	117	200	158	248	367	358
"KY"	2008	57	"JESSAMINE"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	3049	2278	379	2591	3115	5706						
"KY"	2008	57	"JESSAMINE"	"B101"	"MARBLE CREEK #1"	6	22	39	477	423	50	473	477	950	188	449	242	499	697	691
"KY"	2008	57	"JESSAMINE"	"B102"	"MARBLE CREEK #2"	6	22	39	591	397	79	546	521	1067	218	391	284	457	683	675
