state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USH_dv	g2004_USH_rv	g2004_USP_tv	g2004_USH_tv
"WY"	2004	"Natrona"	"WY Game and Fish 9-1"	259	842	444	628	1101	1072
"WY"	2004	"Natrona"	"Red Creek School 11-1"	6	97	23	76	103	99
"WY"	2004	"Natrona"	"Alcova School 11-2"	30	113	49	88	143	137
"WY"	2004	"Natrona"	"Fish Hatchery 11-3"	53	186	87	149	239	236
"WY"	2004	"Natrona"	"Poison Spider School 11-4"	22	72	37	55	94	92
"WY"	2004	"Natrona"	"St. Stephen's Church 12-2"	89	227	131	170	316	301
"WY"	2004	"Natrona"	"Bressler Ranch 13-1"	4	67	22	48	71	70
"WY"	2004	"Natrona"	"Powder River School 13-2"	10	64	12	62	74	74
"WY"	2004	"Natrona"	"Upper Willow Creek 14-1"	0	18	0	17	18	17
"WY"	2004	"Niobrara"	"Rennard's Garage - Warren 1-2"	2	69	7	62	71	69
"WY"	2004	"Niobrara"	"Stage Station - Hat Creek 3-2"	0	76	6	68	76	74
"WY"	2004	"Niobrara"	"Lance Creek Elementary School 4-1"	1	86	11	73	87	84
"WY"	2004	"Niobrara"	"First Baptist Church - N. Lusk 6-1"	71	286	103	239	357	342
"WY"	2004	"Niobrara"	"Congregational Church of Lusk - S. Lusk 6-2"	140	416	195	324	556	519
"WY"	2004	"Niobrara"	"Manville Town Hall 7-1"	16	131	23	112	147	135
"WY"	2004	"Park"	"Clark/Pioneer Rec. Center 1-1"	58	204	79	181	262	260
"WY"	2004	"Park"	"Cody Auditorium 2-1"	190	670	271	573	860	844
"WY"	2004	"Park"	"Cody Auditorium 2-2"	157	652	239	553	809	792
"WY"	2004	"Park"	"LDS Church Gym 3-1"	111	565	153	500	676	653
"WY"	2004	"Park"	"LDS Church Gym 3-2"	141	747	219	640	888	859
"WY"	2004	"Park"	"Grace Baptist Church 4-1"	192	811	238	729	1003	967
"WY"	2004	"Park"	"LDS Church Gym 4-2"	26	146	42	123	172	165
"WY"	2004	"Park"	"Garland Community Church 6-1"	72	371	121	320	443	441
"WY"	2004	"Park"	"Park County Courthouse 7-2"	8	68	11	61	76	72
"WY"	2004	"Park"	"Meeteetse Episcopal Church 8-1"	17	122	21	116	139	137
"WY"	2004	"Park"	"Meeteetse Town Hall 8-2"	33	167	51	147	200	198
"WY"	2004	"Park"	"Meeteetse Episcopal Church 8-3"	25	125	28	117	150	145
"WY"	2004	"Park"	"Fairgrounds Lg. Ex. Hall 9-1"	153	347	212	261	500	473
"WY"	2004	"Park"	"Fairgrounds Lg. Ex. Hall 9-2"	131	351	203	273	482	476
"WY"	2004	"Park"	"Fairgrounds Lg. Ex. Hall 9-4"	149	366	217	278	515	495
"WY"	2004	"Park"	"Fairgrounds Lg. Ex. Hall 9-5"	148	331	189	276	479	465
"WY"	2004	"Park"	"Fairgrounds Lg. Ex. Hall 9-7"	146	503	215	408	649	623
"WY"	2004	"Park"	"Fairgrounds Multi-Purp. Bldg. 10-1"	86	372	126	321	458	447
"WY"	2004	"Park"	"Fairgrounds Multi-Purp. Bldg. 10-2"	130	554	210	468	684	678
"WY"	2004	"Park"	"Park County Courthouse 11-2"	16	60	20	55	76	75
"WY"	2004	"Park"	"Wapiti School House 16-1"	198	378	214	355	576	569
"WY"	2004	"Park"	"Mountain View Club 21-1"	88	476	143	402	564	545
"WY"	2004	"Park"	"Fairgrounds Multi-Purp. Bldg. 23-1"	43	202	73	175	245	248
"WY"	2004	"Park"	"Cody Auditorium 24-1"	150	313	184	272	463	456
"WY"	2004	"Park"	"Cody Auditorium 24-2"	130	432	168	365	562	533
"WY"	2004	"Park"	"Cody Auditorium 24-3"	46	177	72	138	223	210
"WY"	2004	"Park"	"Cody Auditorium 25-1"	183	607	258	503	790	761
"WY"	2004	"Park"	"Cody Auditorium 25-2"	87	389	151	316	476	467
"WY"	2004	"Park"	"Cody Auditorium 25-3"	93	411	137	348	504	485
"WY"	2004	"Platte"	"FSB Conference Center 1-1"	125	245	156	206	370	362
"WY"	2004	"Platte"	"FSB Conference Center 1-2"	137	254	180	210	391	390
"WY"	2004	"Platte"	"FSB Conference Center 1-3"	168	430	260	336	598	596
"WY"	2004	"Platte"	"FSB Conference Center 1-4"	123	265	168	214	388	382
"WY"	2004	"Platte"	"4-H Bldg./Wheatland 1-6"	196	614	305	501	810	806
"WY"	2004	"Platte"	"FSB Conference Center Guernsey 2-1"	266	344	305	302	610	607
"WY"	2004	"Platte"	"FSB Conference Center Guernsey 3-1"	32	35	27	41	67	68
"WY"	2004	"Platte"	"Glendo Fire Hall 6-1"	70	154	102	121	224	223
"WY"	2004	"Platte"	"Glendo Fire Hall 6-2"	26	86	36	73	112	109
"WY"	2004	"Platte"	"Chugwater Community Center 9-1"	15	56	18	54	71	72
"WY"	2004	"Platte"	"Chugwater Community Center 10-1"	40	167	63	140	207	203
"WY"	2004	"Platte"	"4-H Building 12-1"	32	209	51	186	241	237
"WY"	2004	"Platte"	"4-H Building 20-1"	98	290	159	226	388	385
"WY"	2004	"Sheridan"	"Ed Hammer Inc. 1-1"	136	342	220	245	478	465
"WY"	2004	"Sheridan"	"Fairgrounds Exhibit Hall 2-1"	165	370	264	265	535	529
"WY"	2004	"Sheridan"	"Sheridan Senior Citizens Center 2-2"	172	304	255	225	476	480
"WY"	2004	"Sheridan"	"Fairgrounds Exhibit Hall 2-3"	288	685	449	511	973	960
"WY"	2004	"Sheridan"	"Sheridan Senior Citizens Center 2-4"	232	399	320	310	631	630
"WY"	2004	"Sheridan"	"Fairgrounds Exhibit Hall 2-5"	254	665	425	495	919	920
"WY"	2004	"Sheridan"	"Sheridan County Courthouse 3-2"	159	231	203	188	390	391
"WY"	2004	"Sheridan"	"Holy Name Church 3-3"	83	243	143	179	326	322
"WY"	2004	"Sheridan"	"Bethesda Worship/Sheridan 3-4"	246	515	375	371	761	746
"WY"	2004	"Sheridan"	"Calvary Baptist Church 3-5"	222	548	353	413	770	766
"WY"	2004	"Sheridan"	"Coffeen School 4-2"	256	524	387	379	780	766
"WY"	2004	"Sheridan"	"Holy Name Church 4-3"	195	440	293	330	635	623
"WY"	2004	"Sheridan"	"Holy Name Church 4-4"	74	121	82	103	195	185
"WY"	2004	"Sheridan"	"Tourist Information Center 5-1"	26	113	52	84	139	136
"WY"	2004	"Sheridan"	"National Guard Armory 6-1"	202	577	354	422	779	776
"WY"	2004	"Sheridan"	"Beckton School 7-1"	67	208	113	160	275	273
"WY"	2004	"Sheridan"	"Story Women's Club 8-1"	192	363	262	290	555	552
"WY"	2004	"Sheridan"	"Arvada School 9-1"	11	46	20	37	57	57
"WY"	2004	"Sheridan"	"Clearmont Town Hall 10-1"	21	158	38	137	179	175
"WY"	2004	"Sheridan"	"Old Woodland Park School 11-1"	183	517	286	399	700	685
"WY"	2004	"Sheridan"	"Big Horn Women's Club 12-1"	328	833	480	666	1161	1146
"WY"	2004	"Sheridan"	"Fairgrounds Exhibit Hall 13-1"	131	296	198	221	427	419
"WY"	2004	"Sheridan"	"WY Agriculture Sub Station 16-1"	42	141	60	118	183	178
"WY"	2004	"Sheridan"	"Ranchester Town Hall 17-1"	96	258	139	211	354	350
"WY"	2004	"Sheridan"	"Ranchester Town Hall 17-2"	89	186	128	146	275	274
"WY"	2004	"Sheridan"	"Ranchester Town Hall 18-1"	7	48	8	47	55	55
"WY"	2004	"Sheridan"	"Prairie Dog Women's Club 19-1"	55	195	92	153	250	245
"WY"	2004	"Sheridan"	"Dayton Town Hall 20-1"	105	261	155	206	366	361
"WY"	2004	"Sheridan"	"Dayton Town Hall 20-2"	29	102	33	98	131	131
"WY"	2004	"Sublette"	"Pinedale Elementary School 1-1"	266	634	321	561	900	882
"WY"	2004	"Sublette"	"Pinedale Elementary School 1-3"	119	566	191	474	685	665
"WY"	2004	"Sublette"	"Boulder Community Center 1-4"	62	278	82	251	340	333
"WY"	2004	"Sublette"	"Big Piney Annex 2-1"	61	466	116	396	527	512
"WY"	2004	"Sublette"	"Big Piney Annex 2-2"	38	277	68	245	315	313
"WY"	2004	"Sublette"	"Big Piney Annex 2-4"	6	80	10	77	86	87
"WY"	2004	"Sublette"	"Cora 4-1"	72	197	91	168	269	259
"WY"	2004	"Sublette"	"Daniel School 4-2"	41	208	51	195	249	246
"WY"	2004	"Sublette"	"Bondurant Elementary School 5-1"	65	141	79	121	206	200
"WY"	2004	"Sweetwater"	"Granger Town Hall 1-1"	21	47	30	38	68	68
"WY"	2004	"Sweetwater"	"RS East Junior High School 3-1"	158	203	177	175	361	352
"WY"	2004	"Sweetwater"	"RS 1st United Methodist Church 3-2"	323	553	419	449	876	868
"WY"	2004	"Sweetwater"	"RS 1st United Methodist Church 3-3"	132	271	182	216	403	398
"WY"	2004	"Sweetwater"	"RS North Side Parish Center 3-4"	85	66	86	67	151	153
"WY"	2004	"Sweetwater"	"RS County Office Building 3-5"	140	163	179	121	303	300
"WY"	2004	"Sweetwater"	"RS South Side Parish Center 4-1"	215	286	267	229	501	496
"WY"	2004	"Sweetwater"	"RS White Mountain Library 4-2"	65	155	88	120	220	208
"WY"	2004	"Sweetwater"	"RS Sweetwater County Garage 4-3"	117	259	167	209	376	376
"WY"	2004	"Sweetwater"	"RS 1st Congregational Church 4-4"	345	513	428	430	858	858
"WY"	2004	"Sweetwater"	"RS Fire Station #1 5-1"	95	163	124	136	258	260
"WY"	2004	"Sweetwater"	"RS Western WY Comm. College 5-2"	250	650	365	523	900	888
"WY"	2004	"Sweetwater"	"RS School Admin. Bldg. 5-3"	287	728	456	549	1015	1005
"WY"	2004	"Sweetwater"	"RS White Mountain Library 5-5"	152	298	185	249	450	434
"WY"	2004	"Sweetwater"	"RS Civic Center 6-1"	278	356	321	296	634	617
"WY"	2004	"Sweetwater"	"RS County Events Complex  6-2"	165	397	229	314	562	543
"WY"	2004	"Sweetwater"	"RS Western WY Comm. College 6-3"	138	303	208	233	441	441
"WY"	2004	"Sweetwater"	"RS County Events Complex 6-4"	13	49	19	40	62	59
"WY"	2004	"Sweetwater"	"RS County Events Complex 7-1"	102	392	171	313	494	484
"WY"	2004	"Sweetwater"	"RS County Events Complex 7-2"	82	311	142	244	393	386
"WY"	2004	"Sweetwater"	"K-Motive Bldg./Jamestown 9-1"	56	124	87	91	180	178
"WY"	2004	"Sweetwater"	"K-Motive Bldg./Jamestown 9-2"	22	38	28	30	60	58
"WY"	2004	"Sweetwater"	"GR Sweetwater County Library 10-1"	320	341	379	263	661	642
"WY"	2004	"Sweetwater"	"GR Lincoln Middle School 10-2"	144	161	175	133	305	308
"WY"	2004	"Sweetwater"	"GR Lincoln Middle School 10-3"	223	468	302	374	691	676
"WY"	2004	"Sweetwater"	"GR Recreation Center 10-4"	523	1308	745	1079	1831	1824
"WY"	2004	"Sweetwater"	"GR Mansface Church 10-5"	352	782	511	610	1134	1121
"WY"	2004	"Sweetwater"	"GR Truman School 10-6"	240	446	308	375	686	683
"WY"	2004	"Sweetwater"	"Reliance Fire Station 12-1"	52	180	90	132	232	222
"WY"	2004	"Sweetwater"	"Fon Slagowski's Residence/Washam 13-1"	0	26	6	20	26	26
"WY"	2004	"Sweetwater"	"Superior Administration Building 19-1"	52	90	71	65	142	136
"WY"	2004	"Sweetwater"	"Eden Farson Fire Station 20-1"	26	274	60	232	300	292
"WY"	2004	"Sweetwater"	"Point of Rocks Roger Varley Res 21-1"	9	24	14	19	33	33
"WY"	2004	"Sweetwater"	"Wamsutter Town Hall 23-1"	13	107	25	89	120	114
"WY"	2004	"Sweetwater"	"McKinnon School 24-1"	4	68	20	52	72	72
"WY"	2004	"Sweetwater"	"Bairoil Town Hall 25-1"	9	53	18	40	62	58
"WY"	2004	"Teton"	"Lower Valley Energy 1-1"	396	486	504	360	882	864
"WY"	2004	"Teton"	"LDS Church 1-2"	409	263	466	199	672	665
"WY"	2004	"Teton"	"National Museum of Wildlife Art 1-3"	229	250	274	202	479	476
"WY"	2004	"Teton"	"Recreation Center 1-4"	222	217	259	172	439	431
"WY"	2004	"Teton"	"Teton County Fair Building 1-5"	588	336	644	271	924	915
"WY"	2004	"Teton"	"Presbyterian Church 1-6"	427	358	497	278	785	775
"WY"	2004	"Teton"	"Jackson Hole Christian Center 1-7"	364	300	443	216	664	659
"WY"	2004	"Teton"	"Jackson Senior Center 1-8"	426	305	500	232	731	732
"WY"	2004	"Teton"	"Teton County Library 1-9"	405	294	470	222	699	692
"WY"	2004	"Teton"	"WYDOT 1-10"	264	507	358	400	771	758
"WY"	2004	"Teton"	"Jackson Hole Airport  2-1"	421	451	486	374	872	860
"WY"	2004	"Teton"	"National Museum of Wildlife Art 2-2"	19	15	17	15	34	32
"WY"	2004	"Teton"	"Moran School 3-1"	188	170	205	148	358	353
"WY"	2004	"Teton"	"Wilson School 4-1"	748	386	824	304	1134	1128
"WY"	2004	"Teton"	"New Wilson Fire House 4-2"	765	613	877	476	1378	1353
"WY"	2004	"Teton"	"Alta School 5-1"	101	173	119	150	274	269
"WY"	2004	"Uinta"	"Machine Shop 1-1"	415	1056	583	876	1471	1459
"WY"	2004	"Uinta"	"Evanston Middle School 1-2"	402	1309	577	1093	1711	1670
"WY"	2004	"Uinta"	"Evanston City Hall Chambers 1-3"	260	713	363	589	973	952
"WY"	2004	"Uinta"	"Evanston City Hall Conference 1-4"	50	88	72	67	138	139
"WY"	2004	"Uinta"	"Evanston Library 2-1"	111	638	178	557	749	735
"WY"	2004	"Uinta"	"Bear River Town Hall 2-2"	41	183	64	155	224	219
"WY"	2004	"Uinta"	"Lyman Town Hall Chambers 3-1"	172	638	280	511	810	791
"WY"	2004	"Uinta"	"Lyman Town Hall Conference 3-2"	79	390	132	330	469	462
"WY"	2004	"Uinta"	"Ft. Bridger Elementary School 4-1"	105	298	134	267	403	401
"WY"	2004	"Uinta"	"Mountain View Town Hall 4-2"	117	414	176	355	531	531
"WY"	2004	"Uinta"	"Mtn. View School Admin. Bldg. 4-3"	63	354	104	311	417	415
"WY"	2004	"Washakie"	"Ten Sleep Senior Center 3-1"	69	404	126	328	473	454
"WY"	2004	"Washakie"	"Methodist RER Building/Worland 5-1"	211	680	349	490	891	839
"WY"	2004	"Washakie"	"Worland High School 5-2"	226	745	377	532	971	909
"WY"	2004	"Washakie"	"Worland Community Center Complex 5-3"	131	454	219	335	585	554
"WY"	2004	"Washakie"	"Fairgrounds 5-5"	218	917	350	714	1135	1064
"WY"	2004	"Weston"	"State Forestry Building/Newcastle 1-1"	89	486	147	408	575	555
"WY"	2004	"Weston"	"State Forestry Building/Newcastle 1-2"	56	352	94	306	408	400
"WY"	2004	"Weston"	"Kitty Moats/Osage 2-1"	29	145	39	132	174	171
"WY"	2004	"Weston"	"Upton Community Center 3-1"	15	194	34	167	209	201
"WY"	2004	"Weston"	"Upton Community Center 4-1"	90	437	114	408	527	522
"WY"	2004	"Weston"	"State Forestry Building/Newcastle 5-1"	87	338	126	294	425	420
"WY"	2004	"Weston"	"State Forestry Building/Newcastle 5-2"	79	264	94	240	343	334
"WY"	2004	"Weston"	"State Forestry Building/Newcastle 5-3"	135	523	185	465	658	650
