state	year	precinct	county	cd	g2004_REG_tv	g2004_BALL_tv	g2004_USP_rv	g2004_USP_dv	g2004_USS_rv	g2004_USS_dv	g2004_USH_dv	g2004_USH_rv
"ID"	2004	"Plano 1"	"Madison"	2	380	293	267	17	279	3	25	253
"ID"	2004	"Burton 2"	"Madison"	2	1067	747	666	65	712	2	66	654
"ID"	2004	"Hibbard 3"	"Madison"	2	1069	779	715	46	735	5	63	686
"ID"	2004	"Salem 4"	"Madison"	2	470	348	314	23	326	0	36	297
"ID"	2004	"Rexburg 5"	"Madison"	2	1403	953	865	68	890	4	88	819
"ID"	2004	"Sugar City 6"	"Madison"	2	1149	820	738	59	785	1	75	727
"ID"	2004	"Rexburg 7"	"Madison"	2	1227	904	809	56	853	0	75	790
"ID"	2004	"Rexburg 8"	"Madison"	2	1088	864	782	69	804	0	80	727
"ID"	2004	"Rexburg 9"	"Madison"	2	746	466	431	22	425	0	32	397
"ID"	2004	"Rexburg 10"	"Madison"	2	910	530	492	34	490	0	39	447
"ID"	2004	"Rexburg 11"	"Madison"	2	397	214	201	10	186	0	10	174
"ID"	2004	"Rexburg 12"	"Madison"	2	409	172	165	5	163	0	10	152
"ID"	2004	"Rexburg 13"	"Madison"	2	372	162	158	2	145	0	6	136
"ID"	2004	"Rexburg 14"	"Madison"	2	709	384	346	23	346	2	33	308
"ID"	2004	"Rexburg 15"	"Madison"	2	1099	756	705	35	707	1	46	666
"ID"	2004	"Rexburg 16"	"Madison"	2	1806	1212	1073	110	1106	1	130	1016
"ID"	2004	"Moody 17"	"Madison"	2	231	180	159	19	171	0	27	148
"ID"	2004	"Lyman 18"	"Madison"	2	822	611	553	50	564	1	65	531
"ID"	2004	"Archer 19"	"Madison"	2	727	555	505	31	528	4	82	459
"ID"	2004	"Absentee"	"Madison"	2		855	749	82	789	0	88	728
"ID"	2004	"Acequia"	"Minidoka"	2	781	545	449	66	493	0	69	429
"ID"	2004	"Emerson"	"Minidoka"	2	1059	749	616	105	667	1	94	609
"ID"	2004	"Heyburn 1"	"Minidoka"	2	1045	698	523	146	579	1	143	495
"ID"	2004	"Heyburn 2"	"Minidoka"	2	1055	744	625	100	651	0	107	592
"ID"	2004	"Paul"	"Minidoka"	2	889	643	484	120	570	0	125	466
"ID"	2004	"Pioneer"	"Minidoka"	2	1043	737	609	97	678	3	77	614
"ID"	2004	"Rupert 1"	"Minidoka"	2	763	533	395	124	473	1	98	402
"ID"	2004	"Rupert 2"	"Minidoka"	2	792	512	395	94	449	0	89	395
"ID"	2004	"Rupert 3"	"Minidoka"	2	648	379	263	95	297	4	75	261
"ID"	2004	"Rupert 4"	"Minidoka"	2	764	527	388	103	455	0	106	379
"ID"	2004	"Rupert 5"	"Minidoka"	2	676	452	339	93	402	0	68	351
"ID"	2004	"Absentee"	"Minidoka"	2		944	711	188	815	3	172	717
"ID"	2004	"Lewiston 1"	"Nez Perce"	1	378	216	115	90	155	3	70	120
"ID"	2004	"Lewiston 2"	"Nez Perce"	1	469	303	157	133	232	0	112	158
"ID"	2004	"Lewiston 3"	"Nez Perce"	1	462	328	166	151	245	1	127	178
"ID"	2004	"Lewiston 4"	"Nez Perce"	1	509	355	189	153	268	4	135	171
"ID"	2004	"Lewiston 5"	"Nez Perce"	1	442	340	208	122	273	1	117	172
"ID"	2004	"Lewiston 6"	"Nez Perce"	1	560	461	330	116	382	0	99	321
"ID"	2004	"Lewiston 7"	"Nez Perce"	1	819	560	313	224	429	15	211	274
"ID"	2004	"Lewiston 8"	"Nez Perce"	1	687	548	310	217	435	1	178	308
"ID"	2004	"Lewiston 9"	"Nez Perce"	1	802	617	337	263	460	5	228	309
"ID"	2004	"Lewiston 10"	"Nez Perce"	1	757	565	331	202	434	4	157	339
"ID"	2004	"Lewiston 11"	"Nez Perce"	1	616	467	244	186	341	0	164	250
"ID"	2004	"Lewiston 12"	"Nez Perce"	1	1057	896	602	265	766	1	188	645
"ID"	2004	"Lewiston 13"	"Nez Perce"	1	1105	889	546	319	699	4	257	560
"ID"	2004	"Lewiston 14"	"Nez Perce"	1	699	538	301	210	409	2	190	284
"ID"	2004	"Lewiston 15"	"Nez Perce"	1	1051	814	418	342	613	2	281	429
"ID"	2004	"Lewiston 16"	"Nez Perce"	1	826	590	362	210	459	1	190	339
"ID"	2004	"Lewiston 17"	"Nez Perce"	1	732	562	321	214	447	3	178	329
"ID"	2004	"Lewiston 18"	"Nez Perce"	1	862	651	388	242	506	4	188	411
"ID"	2004	"Lewiston 19"	"Nez Perce"	1	487	392	253	117	306	4	106	237
"ID"	2004	"Lewiston 20"	"Nez Perce"	1	782	580	352	201	450	0	181	337
"ID"	2004	"Lewiston 21"	"Nez Perce"	1	950	751	512	214	635	0	197	485
"ID"	2004	"Lewiston 22"	"Nez Perce"	1	739	545	347	170	422	0	145	328
"ID"	2004	"Lewiston 23"	"Nez Perce"	1	892	706	445	226	570	3	187	441
"ID"	2004	"Lewiston 24"	"Nez Perce"	1	1043	825	530	262	662	0	265	469
"ID"	2004	"Lewiston 25"	"Nez Perce"	1	1119	887	612	236	732	0	215	585
"ID"	2004	"Lewiston 26"	"Nez Perce"	1	939	753	493	231	618	0	191	516
"ID"	2004	"30 Culdesac"	"Nez Perce"	1	476	354	218	111	274	0	105	189
"ID"	2004	"31 Gifford"	"Nez Perce"	1	189	145	105	34	117	1	34	98
"ID"	2004	"32 Hatwai"	"Nez Perce"	1	447	340	227	100	259	0	85	219
"ID"	2004	"33 Lapwai"	"Nez Perce"	1	829	612	166	409	392	2	341	206
"ID"	2004	"34 Leland"	"Nez Perce"	1	259	229	183	39	195	1	42	164
"ID"	2004	"35 Lenore"	"Nez Perce"	1	273	215	132	73	169	0	60	129
"ID"	2004	"36 Peck"	"Nez Perce"	1	269	223	137	75	178	0	57	128
"ID"	2004	"37 Rimrock"	"Nez Perce"	1	124	100	71	20	83	0	15	73
"ID"	2004	"38 Spalding"	"Nez Perce"	1	384	315	179	117	242	0	96	194
"ID"	2004	"39 Tammany"	"Nez Perce"	1	577	469	330	119	387	1	95	332
"ID"	2004	"40 Webb"	"Nez Perce"	1	194	149	79	63	109	1	52	79
"ID"	2004	"Malad 1"	"Oneida"	2	750	616	507	89	535	0	105	468
"ID"	2004	"Malad 2"	"Oneida"	2	632	509	406	95	409	0	94	345
"ID"	2004	"Malad 3"	"Oneida"	2	635	524	420	84	433	0	78	386
"ID"	2004	"Malad 4"	"Oneida"	2	410	341	309	31	299	0	43	265
"ID"	2004	"Curlew"	"Oneida"	2	131	107	94	3	98	0	3	92
"ID"	2004	"Holbrook"	"Oneida"	2	87	58	53	2	50	0	5	49
"ID"	2004	"1 N. Homedale"	"Owyhee"	1	724	507	338	138	420	3	127	354
"ID"	2004	"2 S. Homedale"	"Owyhee"	1	982	654	516	106	566	0	143	488
"ID"	2004	"3 N. Marsing"	"Owyhee"	1	652	470	363	76	393	0	91	354
"ID"	2004	"4 S. Marsing"	"Owyhee"	1	640	428	324	88	362	0	93	316
"ID"	2004	"5 Pleasant Valley"	"Owyhee"	1	86	71	70	1	67	0	1	66
"ID"	2004	"6 Wilson"	"Owyhee"	1	465	327	259	57	286	0	60	255
"ID"	2004	"7 Murphy"	"Owyhee"	1	225	161	138	19	143	0	22	127
"ID"	2004	"8 Oreana"	"Owyhee"	1	135	97	77	13	87	0	16	79
"ID"	2004	"9 Grand View"	"Owyhee"	1	526	369	304	44	217	0	51	292
"ID"	2004	"10 Bruneau"	"Owyhee"	1	378	255	212	37	225	0	33	208
"ID"	2004	"11 Riddle"	"Owyhee"	1	118	75	23	42	40	0	39	30
"ID"	2004	"12 Three Creek"	"Owyhee"	1	24	16	10	4	15	0	5	11
"ID"	2004	"Absentee"	"Owyhee"	1		289	225	60	246	0	56	221
"ID"	2004	"1 Payette"	"Payette"	1	937	616	450	148	518	1	149	428
"ID"	2004	"2 Payette"	"Payette"	1	1833	1191	875	288	1024	1	270	838
"ID"	2004	"3 Payette"	"Payette"	1	837	586	416	149	482	3	146	396
"ID"	2004	"4 Payette"	"Payette"	1	527	359	245	98	303	1	91	238
"ID"	2004	"5 Fruitland"	"Payette"	1	1302	954	733	194	840	1	164	719
"ID"	2004	"6 Fruitland"	"Payette"	1	1096	747	526	195	653	0	194	501
"ID"	2004	"7 Fruitland"	"Payette"	1	273	204	168	32	182	0	29	162
"ID"	2004	"8 New Plymouth"	"Payette"	1	1488	1096	835	234	935	2	216	815
"ID"	2004	"9 New Plymouth"	"Payette"	1	1065	863	690	147	741	0	153	661
"ID"	2004	"10 New Plymouth"	"Payette"	1	122	86	69	15	75	0	13	68
"ID"	2004	"Absentee"	"Payette"	1		1637	1249	348	1397	1	338	1212
"ID"	2004	"1"	"Power"	2	860	575	412	155	477	1	156	374
"ID"	2004	"2"	"Power"	2	1000	652	462	186	540	1	190	382
"ID"	2004	"3"	"Power"	2	1139	784	540	233	621	1	223	483
"ID"	2004	"4"	"Power"	2	411	254	215	34	226	1	47	190
"ID"	2004	"5"	"Power"	2	111	89	80	8	80	0	14	69
"ID"	2004	"6"	"Power"	2	443	314	191	113	238	1	151	142
"ID"	2004	"Absentee"	"Power"	2		322	205	100	247	0	117	180
"ID"	2004	"1 Murray/Prichard"	"Shoshone"	1	163	110	50	52	77	0	43	54
"ID"	2004	"2 Mullan"	"Shoshone"	1	486	366	143	194	255	4	178	154
"ID"	2004	"3 Wallace"	"Shoshone"	1	464	279	119	137	196	0	122	124
"ID"	2004	"4 Wallace"	"Shoshone"	1	391	241	116	104	175	4	83	138
"ID"	2004	"5 Silverton"	"Shoshone"	1	401	249	131	106	178	1	88	139
"ID"	2004	"6 Osburn"	"Shoshone"	1	586	397	223	152	305	1	140	221
"ID"	2004	"7 Osburn"	"Shoshone"	1	701	462	236	197	364	2	175	257
"ID"	2004	"8 Kellogg"	"Shoshone"	1	343	244	141	87	178	0	92	132
"ID"	2004	"9 Kellogg"	"Shoshone"	1	694	480	254	196	364	5	194	251
"ID"	2004	"10 Kellogg"	"Shoshone"	1	400	256	120	117	191	0	109	126
"ID"	2004	"11 Wardner"	"Shoshone"	1	116	74	38	25	59	0	32	35
"ID"	2004	"12 Smelterville"	"Shoshone"	1	370	243	103	120	179	1	107	118
"ID"	2004	"13 Pinehurst"	"Shoshone"	1	334	246	148	83	187	0	90	139
"ID"	2004	"14 Pinehurst"	"Shoshone"	1	880	635	386	223	484	1	213	360
"ID"	2004	"15 Kingston/Cataldo"	"Shoshone"	1	799	575	306	233	435	1	224	287
"ID"	2004	"16 Calder"	"Shoshone"	1	112	90	58	22	75	0	21	66
"ID"	2004	"17 Clarkia"	"Shoshone"	1	63	41	24	17	30	0	16	22
"ID"	2004	"18 Avery"	"Shoshone"	1	60	44	25	16	31	2	18	24
"ID"	2004	"Absentee"	"Shoshone"	1		579	301	250	419	2	236	302
"ID"	2004	"Victor 1"	"Teton"	2	1369	1172	666	469	847	2	428	673
"ID"	2004	"Driggs 2"	"Teton"	2	1489	1203	707	462	859	0	416	706
"ID"	2004	"Tetonia 3"	"Teton"	2	1588	1374	862	485	1071	4	465	849
"ID"	2004	"Twin Falls 1"	"Twin Falls"	2	733	396	225	131	288	9	124	232
"ID"	2004	"Twin Falls 2"	"Twin Falls"	2	631	321	209	94	245	6	84	210
"ID"	2004	"Twin Falls 3"	"Twin Falls"	2	698	444	303	109	349	8	94	310
"ID"	2004	"Twin Falls 4"	"Twin Falls"	2	1660	954	691	220	792	12	197	661
"ID"	2004	"Twin Falls 5"	"Twin Falls"	2	1405	892	622	241	705	18	203	604
"ID"	2004	"Twin Falls 6"	"Twin Falls"	2	702	466	305	126	359	11	126	304
"ID"	2004	"Twin Falls 7"	"Twin Falls"	2	856	437	279	131	343	4	96	282
"ID"	2004	"Twin Falls 8"	"Twin Falls"	2	844	525	325	176	402	15	153	324
"ID"	2004	"Twin Falls 9"	"Twin Falls"	2	422	279	217	49	235	1	42	213
"ID"	2004	"Twin Falls 10"	"Twin Falls"	2	515	290	185	85	234	6	67	199
"ID"	2004	"Twin Falls 11"	"Twin Falls"	2	1193	816	551	239	662	9	177	571
"ID"	2004	"Twin Falls 12"	"Twin Falls"	2	640	411	260	135	326	7	97	281
"ID"	2004	"Twin Falls 13"	"Twin Falls"	2	1600	898	636	232	755	10	185	644
"ID"	2004	"Twin Falls 14"	"Twin Falls"	2	1194	738	556	164	626	6	138	527
"ID"	2004	"Twin Falls 15"	"Twin Falls"	2	1578	988	695	258	825	15	223	701
"ID"	2004	"Twin Falls 16"	"Twin Falls"	2	591	382	230	124	298	8	113	231
"ID"	2004	"Twin Falls 17"	"Twin Falls"	2	779	451	293	125	348	6	124	294
"ID"	2004	"Twin Falls 18"	"Twin Falls"	2	1143	746	548	166	588	14	146	515
"ID"	2004	"Twin Falls 19"	"Twin Falls"	2	1008	700	506	154	562	14	155	497
"ID"	2004	"Twin Falls 20"	"Twin Falls"	2	489	277	169	84	209	3	84	165
"ID"	2004	"Outside Twin Falls 21"	"Twin Falls"	2	306	173	137	30	139	2	30	128
"ID"	2004	"Outside Twin Falls 22"	"Twin Falls"	2	949	628	494	109	526	5	90	483
"ID"	2004	"Outside Twin Falls 23"	"Twin Falls"	2	1094	721	548	136	608	7	118	525
"ID"	2004	"Outside Twin Falls 24"	"Twin Falls"	2	833	530	399	117	444	9	96	378
"ID"	2004	"Outside Twin Falls 25"	"Twin Falls"	2	1147	744	594	133	653	14	95	598
"ID"	2004	"Buhl 1"	"Twin Falls"	2	727	496	341	130	378	9	113	325
"ID"	2004	"Buhl 2"	"Twin Falls"	2	584	402	291	93	328	1	91	278
"ID"	2004	"Buhl 3"	"Twin Falls"	2	462	301	227	59	245	5	66	207
"ID"	2004	"Buhl 4"	"Twin Falls"	2	646	442	303	111	331	6	110	277
"ID"	2004	"Buhl 5"	"Twin Falls"	2	327	245	154	65	192	2	57	158
"ID"	2004	"Buhl 6"	"Twin Falls"	2	253	181	116	52	134	2	46	119
"ID"	2004	"Buhl 7"	"Twin Falls"	2	822	575	395	135	448	9	137	366
"ID"	2004	"Castleford"	"Twin Falls"	2	512	349	275	62	296	1	51	269
"ID"	2004	"Clover"	"Twin Falls"	2	211	145	123	16	126	0	19	108
"ID"	2004	"Deep Creek"	"Twin Falls"	2	674	441	319	101	352	7	87	326
"ID"	2004	"Filer 1"	"Twin Falls"	2	706	508	382	102	411	1	101	360
"ID"	2004	"Filer 2"	"Twin Falls"	2	732	521	395	109	424	5	93	393
"ID"	2004	"Filer 3"	"Twin Falls"	2	804	600	448	125	494	5	117	429
"ID"	2004	"Hansen"	"Twin Falls"	2	1173	784	606	137	644	1	128	565
"ID"	2004	"Hollister"	"Twin Falls"	2	675	462	349	82	380	2	85	333
"ID"	2004	"Kimberly 1"	"Twin Falls"	2	818	526	404	95	432	3	84	389
"ID"	2004	"Kimberly 2"	"Twin Falls"	2	1081	795	644	119	694	6	119	610
"ID"	2004	"Kimberly 3"	"Twin Falls"	2	499	327	246	71	266	3	60	240
"ID"	2004	"Maroa"	"Twin Falls"	2	311	221	180	35	192	1	27	177
"ID"	2004	"Murtaugh"	"Twin Falls"	2	461	282	224	41	241	4	37	210
"ID"	2004	"Absentee"	"Twin Falls"	2		1578	1135	362	1246	24	326	1100
"ID"	2004	"Absentee"	"Twin Falls"	2		3049	2138	788	2444	55	615	2137
"ID"	2004	"Alpha"	"Valley"	1	380	232	167	51	189	0	50	167
"ID"	2004	"Cascade"	"Valley"	1	682	384	263	103	320	0	80	278
"ID"	2004	"Donnelly"	"Valley"	1	85	47	20	25	32	0	19	24
"ID"	2004	"McCall"	"Valley"	1	1876	1124	563	530	811	1	471	567
"ID"	2004	"Payette"	"Valley"	1	951	621	335	269	446	0	243	342
"ID"	2004	"Roseberry"	"Valley"	1	1581	990	556	392	766	0	351	567
"ID"	2004	"West Mountain"	"Valley"	1	629	363	264	90	299	0	94	248
"ID"	2004	"Yellow Pine"	"Valley"	1	70	55	38	14	49	0	11	43
"ID"	2004	"Absentee"	"Valley"	1		1059	657	369	823	3	340	679
"ID"	2004	"Eaton Hale 1"	"Washington"	1	576	482	371	86	404	0	90	362
"ID"	2004	"West Weiser 2"	"Washington"	1	531	397	262	128	318	0	116	256
"ID"	2004	"South Weiser 3"	"Washington"	1	407	294	196	88	241	0	85	200
"ID"	2004	"Weiser 4"	"Washington"	1	653	531	361	152	448	0	135	363
"ID"	2004	"Middle Weiser 5"	"Washington"	1	489	375	227	121	271	0	116	228
"ID"	2004	"East Weiser 6"	"Washington"	1	397	311	241	59	278	0	49	250
"ID"	2004	"Midvale 7"	"Washington"	1	486	405	341	53	369	0	40	346
"ID"	2004	"Cambridge 8"	"Washington"	1	707	540	425	92	461	0	99	413
"ID"	2004	"Pioneer 9"	"Washington"	1	624	457	315	131	352	0	110	312
"ID"	2004	"Sunnyside 10"	"Washington"	1	500	399	324	65	347	0	67	313
"ID"	2004	"Mineral 11"	"Washington"	1	355	286	211	58	239	0	60	217
