state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"SD"	2008	"Douglas"	"4"	141	235	376	247	143	390	256	129	385
"SD"	2008	"Douglas"	"5"	62	243	305	138	174	312	152	162	314
"SD"	2008	"Edmunds"	"1"	193	268	461	276	191	467	305	162	467
"SD"	2008	"Edmunds"	"2"	200	269	469	308	180	488	333	149	482
"SD"	2008	"Edmunds"	"3"	65	153	218	121	94	215	143	71	214
"SD"	2008	"Edmunds"	"4"	37	40	77	61	22	83	64	17	81
"SD"	2008	"Edmunds"	"5"	118	126	244	175	76	251	185	65	250
"SD"	2008	"Edmunds"	"6"	64	95	159	103	64	167	110	57	167
"SD"	2008	"Edmunds"	"7"	142	262	404	281	131	412	297	115	412
"SD"	2008	"Fall River"	"Ardmor(04)"									
"SD"	2008	"Fall River"	"Argentine"	23	86	109	40	71	111	55	57	112
"SD"	2008	"Fall River"	"Beaver"	28	81	109	46	64	110	48	62	110
"SD"	2008	"Fall River"	"Cascade"	54	106	160	79	84	163	84	79	163
"SD"	2008	"Fall River"	"Cottonwood"	11	51	62	21	42	63	29	35	64
"SD"	2008	"Fall River"	"Edgemont 1"	40	96	136	86	52	138	83	54	137
"SD"	2008	"Fall River"	"Edgemont 2"	49	84	133	78	63	141	81	60	141
"SD"	2008	"Fall River"	"Edgemont 3"	45	75	120	65	61	126	83	44	127
"SD"	2008	"Fall River"	"Hot Springs 1"	142	167	309	198	112	310	205	108	313
"SD"	2008	"Fall River"	"Hot Springs 2A"	161	210	371	229	151	380	247	132	379
"SD"	2008	"Fall River"	"Hot Springs 2B"	97	122	219	147	77	224	146	77	223
"SD"	2008	"Fall River"	"Hot Springs 3"	201	307	508	310	216	526	325	197	522
"SD"	2008	"Fall River"	"Hot Springs 4"	177	204	381	247	137	384	246	136	382
"SD"	2008	"Fall River"	"Jackson"	272	562	834	419	430	849	446	397	843
"SD"	2008	"Fall River"	"Limestone"	5	105	110	38	75	113	43	70	113
"SD"	2008	"Fall River"	"Oelrichs"	22	40	62	44	26	70	44	24	68
"SD"	2008	"Fall River"	"Smithwick"	11	52	63	21	49	70	21	49	70
"SD"	2008	"Faulk"	"1"	77	120	197	105	93	198	120	78	198
"SD"	2008	"Faulk"	"2"	24	73	97	52	48	100	66	31	97
"SD"	2008	"Faulk"	"3"	56	98	154	97	59	156	96	59	155
"SD"	2008	"Faulk"	"4"	36	61	97	62	39	101	68	34	102
"SD"	2008	"Faulk"	"5"	29	57	86	64	30	94	67	26	93
"SD"	2008	"Faulk"	"6"	96	164	260	178	96	274	190	81	271
"SD"	2008	"Faulk"	"7"	108	166	274	205	74	279	209	66	275
"SD"	2008	"Faulk"	"8(04)"									
"SD"	2008	"Faulk"	"9(04)"									
"SD"	2008	"Faulk"	"10(04)"									
"SD"	2008	"Faulk"	"11(04)"									
"SD"	2008	"Grant"	"Adams-Albee-Revillo-Vernon"	153	122	275	211	68	279	216	64	280
"SD"	2008	"Grant"	"Alban"	136	147	283	193	98	291	218	70	288
"SD"	2008	"Grant"	"Big Stone City & Twp"	197	241	438	310	143	453	327	126	453
"SD"	2008	"Grant"	"Blooming Val-Farm-Lura"	50	66	116	80	38	118	89	29	118
"SD"	2008	"Grant"	"Georgia-Madison-LaBolt"	71	76	147	103	56	159	113	47	160
"SD"	2008	"Grant"	"Grant Center"	103	86	189	133	58	191	133	57	190
"SD"	2008	"Grant"	"Mazeppa-Osceola-Marvin"	61	57	118	93	28	121	95	27	122
"SD"	2008	"Grant"	"Melrose"	78	120	198	131	74	205	133	70	203
"SD"	2008	"Grant"	"Milbank 11"	46	40	86	64	23	87	64	23	87
"SD"	2008	"Grant"	"Milbank 12"	189	195	384	284	108	392	299	86	385
"SD"	2008	"Grant"	"Milbank 21"	69	108	177	100	76	176	109	70	179
"SD"	2008	"Grant"	"Milbank 22"	249	253	502	353	163	516	376	142	518
"SD"	2008	"Grant"	"Milbank 31"	46	44	90	65	26	91	67	24	91
"SD"	2008	"Grant"	"Milbank 32"	68	51	119	91	31	122	99	23	122
"SD"	2008	"Grant"	"Milbank 33"	120	201	321	194	137	331	203	127	330
"SD"	2008	"Grant"	"Stockholm Town & Twp"	43	43	86	57	29	86	65	22	87
"SD"	2008	"Grant"	"Troy-Strandburg"	25	29	54	36	18	54	43	11	54
"SD"	2008	"Grant"	"Twin Brooks-Kilborn"	82	72	154	120	34	154	126	28	154
"SD"	2008	"Grant"	"Vemon(06)"									
"SD"	2008	"Gregory"	"1"	347	647	994	588	449	1037	680	357	1037
