state	year	county	precinct_code	precinct	g2010_GOV_rv	g2010_GOV_dv	g2010_GOV_tv	cd	g2010_USH_rv	g2010_USH_dv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	sd	g2010_STS_dv	g2010_STS_tv	g2010_STS_rv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3	ld	g2010_STH_rv	g2010_STH_tv	g2010_STH_dv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	ld4	g2010_STH_dv4	g2010_STH_rv4	g2010_STH_tv4	ld5	g2010_STH_dv5	g2010_STH_rv5	g2010_STH_tv5	ld6	g2010_STH_dv6	g2010_STH_rv6	g2010_STH_tv6	ld7	g2010_STH_dv7	g2010_STH_rv7	g2010_STH_tv7	ld8	g2010_STH_dv8	g2010_STH_rv8	g2010_STH_tv8	ld9	g2010_STH_dv9	g2010_STH_rv9	g2010_STH_tv9	ld10	g2010_STH_dv10	g2010_STH_rv10	g2010_STH_tv10
"TN"	2010	"MACON"	3	"Sally Wells"	591	250	856	6	560	229	817					17	343	833	490									40	535	843	296																																				
"TN"	2010	"MACON"	4	"Central Elementary"	442	178	626	6	419	154	591					17	242	596	354									40	379	607	218																																				
"TN"	2010	"MACON"	5	"Galen"	195	63	266	6	192	42	243					17	92	252	160									40	177	257	74																																				
"TN"	2010	"MACON"	6	"Lafayette Elementary"	457	210	684	6	438	168	632					17	283	660	377									40	412	677	254																																				
"TN"	2010	"MACON"	7	"Macon Co. Jr. High"	376	152	538	6	402	91	506					17	191	531	340									40	369	525	149																																				
"TN"	2010	"MACON"	8	"Red Boiling Springs"	390	170	576	6	397	128	545					17	207	554	347									40	373	557	166																																				
"TN"	2010	"MACON"	9	"Willette"	198	94	296	6	202	65	276					17	112	291	179									40	196	288	87																																				
"TN"	2010	"MACON"	10	"Williams"	152	70	225	6	158	42	212					17	81	215	134									40	140	225	80																																				
"TN"	2010	"MACON"	11	"Absentee"	47	22	70	6	45	18	63					17	29	65	36									40	40	66	26																																				
"TN"	2010	"MADISON"	1	"1-1 Civic Center"	41	155	205	8	42	150	196					27	166	200	34									80	33	165	132	73		24	24																																
"TN"	2010	"MADISON"	2	"1-2 Wash. Douglas"	35	720	769	8	37	696	742					27	720	748	28									80	16	753	737	73		2	2																																
"TN"	2010	"MADISON"	3	"2-1 Alexander"	237	643	889	8	250	603	869					27	682	884	202									80	69	436	367	73		268	268																																
"TN"	2010	"MADISON"	4	"2-2 Aldersgate"	555	318	877	8	551	304	871					27	416	861	445									73	659	659		80	11	19	30																																
"TN"	2010	"MADISON"	5	"2-3 Tigrett Middle"	637	562	1220	8	642	534	1203					27	690	1202	512									73	800	800		80	55	40	95																																
"TN"	2010	"MADISON"	6	"3-1 Board of Educ"	520	431	962	8	492	438	948					27	547	951	404									73	565	565		80	159	58	217																																
"TN"	2010	"MADISON"	7	"3-2 Old Bells Rd #10"	302	93	396	8	294	84	388					27	122	391	269									80	314	390	76																																				
"TN"	2010	"MADISON"	8	"3-3 J-CIL"	394	272	675	8	388	268	669					27	326	665	339									73	457	457		80	41	18	59																																
"TN"	2010	"MADISON"	9	"4-1 Masonic Lodge"	741	514	1261	8	719	496	1246					27	627	1247	620									80	376	569	193	73		475	475																																
"TN"	2010	"MADISON"	10	"4-2 Andrew Jackson"	344	367	715	8	331	362	709					27	433	705	272									73	413	413		80	79	8	87																																
"TN"	2010	"MADISON"	11	"4-3 Festivities"	1095	510	1618	8	1093	479	1601					27	672	1596	924									73	1228	1228		80	33	78	111																																
"TN"	2010	"MADISON"	12	"5-1 Whitehall"	18	688	716	8	24	670	698					27	689	709	20									80	14	721	707																																				
"TN"	2010	"MADISON"	13	"5-2 Macedonia"	45	695	749	8	40	683	734					27	700	741	41									80	37	748	711																																				
"TN"	2010	"MADISON"	14	"5-3 North Parkway"	213	482	702	8	207	475	690					27	526	691	165									73	307	307		80	153	7	160																																
"TN"	2010	"MADISON"	15	"6-1 Southside"	690	455	1161	8	719	379	1128					27	558	1128	570									73	856	856		80	47	14	61																																
"TN"	2010	"MADISON"	16	"6-2 South"	334	161	499	8	355	130	494					27	197	486	289									73	400	400																																					
"TN"	2010	"MADISON"	17	"6-3 Lesters"	203	91	295	8	207	75	291					27	112	288	176									73	242	242																																					
"TN"	2010	"MADISON"	18	"6-4 Malesus"	531	216	753	8	556	184	757					27	312	756	444									73	618	618		80	2	3	5																																
"TN"	2010	"MADISON"	19	"6-5 Medon"	168	150	323	8	178	130	318					27	169	311	142									73	153	153		80	82	39	121																																
"TN"	2010	"MADISON"	20	"7-1 UT Experiment"	76	236	317	8	77	224	307					27	234	303	69									80	51	248	197	73		34	34																																
"TN"	2010	"MADISON"	21	"7-2 TN Tech Ctr"	353	370	740	8	388	309	727					27	406	725	319									73	370	370		80	97	109	206																																
"TN"	2010	"MADISON"	22	"7-3 Denmark"	58	331	395	8	62	318	381					27	334	387	53									80	42	369	327	73		14	14																																
"TN"	2010	"MADISON"	23	"7-4 Mercer"	149	100	250	8	168	75	249					27	107	250	143									80	153	249	96																																				
"TN"	2010	"MADISON"	24	"8-1 Beech Bluff"	248	117	370	8	268	96	375					27	146	371	225									73	311	311																																					
"TN"	2010	"MADISON"	25	"8-2 Browns"	933	392	1338	8	941	340	1330					27	499	1324	825									73	1084	1084																																					
"TN"	2010	"MADISON"	26	"8-3 Mifflin"	426	147	579	8	442	118	572					27	208	574	366									73	498	498																																					
"TN"	2010	"MADISON"	27	"8-4 East Union"	273	179	456	8	290	144	445					27	197	442	245									73	336	338																																					
"TN"	2010	"MADISON"	28	"9-1 VFW"	1716	811	2546	8	1688	790	2523					27	1097	2520	1423									80	1334	1798	464	73		560	560																																
"TN"	2010	"MADISON"	29	"9-2 Pope"	1695	604	2316	8	1754	498	2294					27	796	2295	1499									80	1672	2086	414	73		167	167																																
"TN"	2010	"MADISON"	30	"9-3 Three Way"	757	239	1002	8	768	209	995					27	324	986	662									73	746	746		80	10	89	99																																
"TN"	2010	"MADISON"	31	"10-1 Spring Creek"	207	70	284	8	205	54	277					27	95	273	178									73	230	230																																					
"TN"	2010	"MADISON"	32	"10-2 North East"	930	555	1508	8	955	509	1501					27	693	1494	801									73	1173	1173		80	7	19	26																																
"TN"	2010	"MADISON"	33	"10-3 North Side"	838	540	1390	8	808	548	1383					27	695	1379	684									73	1075	1075																																					
"TN"	2010	"MARION"	1	"South Pittsburg"	475	458	947	4	422	490	935																	37		715	715																																				
"TN"	2010	"MARION"	2	"New Hope"	192	109	304	4	168	113	292																	37		197	197																																				
"TN"	2010	"MARION"	3	"Orme"	22	22	46	4	16	28	45																	37		33	33																																				
"TN"	2010	"MARION"	4	"Lodge"	73	36	111	4	68	39	111																	37		80	80																																				
"TN"	2010	"MARION"	5	"Battle Creek"	93	46	143	4	90	52	143																	37		104	104																																				
"TN"	2010	"MARION"	6	"Monteagle"	298	133	440	4	262	158	436																	37		271	271																																				
"TN"	2010	"MARION"	7	"Kimball"	301	193	501	4	309	181	494																	37		350	350																																				
"TN"	2010	"MARION"	8	"Shellmound"	143	95	241	4	147	86	239																	37		179	179																																				
"TN"	2010	"MARION"	9	"Haletown-Ladd"	180	89	275	4	171	96	270																	37		151	151																																				
"TN"	2010	"MARION"	10	"Jasper"	680	354	1054	4	644	388	1054																	37		677	677																																				
"TN"	2010	"MARION"	11	"Cedar Grove"	282	168	460	4	274	172	456																	37		303	303																																				
"TN"	2010	"MARION"	12	"Foster Falls"	193	56	263	4	191	61	259																	37		151	151																																				
"TN"	2010	"MARION"	13	"Whitwell Mountain"	128	91	220	4	113	100	217																	37		149	149																																				
"TN"	2010	"MARION"	14	"Sequatchie"	300	162	467	4	302	155	464																	37		325	325																																				
"TN"	2010	"MARION"	15	"Mineral Springs"	73	24	99	4	68	29	98																	37		64	64																																				
"TN"	2010	"MARION"	16	"Walden's Ridge"	75	66	143	4	73	63	140																	37		101	101																																				
"TN"	2010	"MARION"	17	"Elder Mountain"	117	23	141	4	107	27	140																	37		69	69																																				
"TN"	2010	"MARION"	18	"Lusk Store"	117	40	160	4	101	53	156																	37		89	89																																				
"TN"	2010	"MARION"	19	"Whitwell"	395	228	636	4	355	257	629																	37		419	419																																				
"TN"	2010	"MARION"	20	"Powells Crossroad"	442	223	679	4	418	236	668																	37		426	426																																				
"TN"	2010	"MARSHALL"	1	"1 Chapel Hill"	814	334	1176	6	774	304	1127					13	326	1128	802									65	753	1146	366																																				
"TN"	2010	"MARSHALL"	2	"2 Henry Horton Park"	639	306	963	6	632	263	939					13	282	928	646									65	605	938	315																																				
"TN"	2010	"MARSHALL"	3	"3 Belfast"	472	241	735	6	463	192	695					13	200	694	494									65	428	714	267																																				
"TN"	2010	"MARSHALL"	4	"4 Cornersville"	535	223	769	6	521	179	736					13	196	716	520									65	390	758	352																																				
"TN"	2010	"MARSHALL"	5	"5 Recreation Center"	703	351	1070	6	689	323	1039					13	311	1020	709									65	600	1050	437																																				
"TN"	2010	"MARSHALL"	6	"6 West Hills"	416	281	706	6	408	257	684					13	267	676	409									65	359	687	310																																				
"TN"	2010	"MARSHALL"	7	"7 Hardison"	243	234	487	6	234	206	464					13	209	453	244									65	190	462	255																																				
"TN"	2010	"MARSHALL"	8	"8 Lewisburg Gas"	415	290	715	6	404	243	676					13	248	675	427									65	359	703	331																																				
"TN"	2010	"MARSHALL"	9	"9 Courthouse"	499	302	821	6	483	285	790					13	276	789	513									65	418	819	391																																				
"TN"	2010	"MARSHALL"	10	"Absentee"	74	58	133	6	72	48	124					13	48	124	76									65	67	130	63																																				
"TN"	2010	"MAURY"	1	"Riverside 1-1"	263	136	410	4	221	158	401					13	138	401	263									64	223	411	180																																				
"TN"	2010	"MAURY"	2	"West End 1-2"	586	391	995	4	451	480	966					13	398	973	575									64	461	993	517																																				
"TN"	2010	"MAURY"	3	"First Family 2-1"	781	233	1021	4	614	354	995					13	270	1002	732									64	623	1022	385																																				
"TN"	2010	"MAURY"	4	"Highland 2-2"	317	259	589	4	263	276	561					13	238	573	335									64	272	589	307																																				
"TN"	2010	"MAURY"	5	"College Hill 3-1"	254	877	1165	4	194	895	1115					13	858	1118	260									64	197	1171	964																																				
"TN"	2010	"MAURY"	6	"Baker 4-1"	559	366	941	4	422	455	913					13	390	915	525									64	429	938	497																																				
"TN"	2010	"MAURY"	7	"Tradewinds 4-2"	747	361	1120	4	563	485	1080					13	375	1079	704									64	558	1119	545																																				
"TN"	2010	"MAURY"	8	"CP Church 5-1"	1645	814	2506	4	1352	1002	2448					13	873	2471	1598									64	1415	2512	1055																																				
"TN"	2010	"MAURY"	9	"Armory 6-1"	275	124	405	4	229	154	393					13	99	393	294									74		230	230																																				
"TN"	2010	"MAURY"	10	"Santa Fe 6-2"	479	195	687	4	408	229	667					13	181	678	497									74		350	350																																				
"TN"	2010	"MAURY"	11	"Theta 6-3"	665	282	963	4	562	327	939					13	293	945	652									64	579	957	353																																				
"TN"	2010	"MAURY"	12	"Hampshire 7-1"	473	143	633	4	404	188	619					13	147	623	476									74		333	333																																				
"TN"	2010	"MAURY"	13	"St. Catherine 7-2"	1067	562	1654	4	855	697	1617					13	569	1628	1059									74		891	891																																				
"TN"	2010	"MAURY"	14	"Bear Creek 8-1"	964	423	1412	4	815	512	1377					13	430	1390	960									64	835	1407	544																																				
"TN"	2010	"MAURY"	15	"Culleoka 8-2"	586	287	890	4	495	315	863					13	269	875	606									64	523	888	343																																				
"TN"	2010	"MAURY"	16	"Bigbyville 9-1"	588	207	806	4	462	292	789					13	222	795	573									64	457	808	327																																				
"TN"	2010	"MAURY"	17	"Pleasant Heights 9-2"	1088	257	1353	4	826	459	1320					13	263	1326	1063									64	845	1346	482																																				
"TN"	2010	"MAURY"	18	"Porters Chapel 9-3"	300	156	464	4	249	171	442					13	142	448	306									64	251	461	198																																				
"TN"	2010	"MAURY"	19	"Mt. Pleasant 10-1"	956	630	1606	4	773	747	1565					13	630	1551	921									64	743	1605	837																																				
"TN"	2010	"MAURY"	20	"Rally Hill 11-1"	472	231	719	4	419	255	704					13	239	709	470									64	425	723	275																																				
"TN"	2010	"MAURY"	21	"Spring Hill 11-2"	2125	678	2852	4	1818	834	2779					13	710	2791	2081									64	1954	2848	840																																				
"TN"	2010	"MCMINN"	1	"City Park"	1220	304	1541	2	1252	185	1505					9		1256	1256									23	1327	1327																																					
"TN"	2010	"MCMINN"	2	"Etowah City"	796	211	1025	2	821	148	1005					9		858	858									23	881	881																																					
"TN"	2010	"MCMINN"	3	"Central"	202	51	265	2	222	32	258					9		235	235									23	235	235																																					
"TN"	2010	"MCMINN"	4	"Englewood"	679	211	906	2	689	151	886					9		722	722									23	743	743																																					
"TN"	2010	"MCMINN"	5	"Rogers Creek"	456	175	646	2	505	94	634					9		517	517									23	530	530																																					
"TN"	2010	"MCMINN"	6	"Riceville"	726	194	935	2	754	126	911					9		777	777									23	800	800																																					
"TN"	2010	"MCMINN"	7	"Calhoun"	244	113	359	2	260	79	344					9		293	293									23	290	290																																					
"TN"	2010	"MCMINN"	8	"Niota"	1071	286	1380	2	1150	172	1367					9		1170	1170									23	1207	1207																																					
"TN"	2010	"MCMINN"	9	"Ingleside"	335	106	447	2	347	63	433					9		344	344									23	375	375																																					
"TN"	2010	"MCMINN"	10	"TN Tech Center"	243	105	351	2	262	64	342					9		281	281									23	298	298																																					
"TN"	2010	"MCMINN"	11	"Courthouse"	758	176	959	2	769	107	934					9		798	798									23	854	854																																					
"TN"	2010	"MCMINN"	12	"North City"	620	216	846	2	650	137	824					9		665	665									23	698	698																																					
"TN"	2010	"MCMINN"	13	"Claxton"	389	61	463	2	384	47	454					9		411	411									23	407	407																																					
