state	year	county	precinct_code	precinct	g2010_GOV_rv	g2010_GOV_dv	g2010_GOV_tv	cd	g2010_USH_rv	g2010_USH_dv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	sd	g2010_STS_dv	g2010_STS_tv	g2010_STS_rv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3	ld	g2010_STH_rv	g2010_STH_tv	g2010_STH_dv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	ld4	g2010_STH_dv4	g2010_STH_rv4	g2010_STH_tv4	ld5	g2010_STH_dv5	g2010_STH_rv5	g2010_STH_tv5	ld6	g2010_STH_dv6	g2010_STH_rv6	g2010_STH_tv6	ld7	g2010_STH_dv7	g2010_STH_rv7	g2010_STH_tv7	ld8	g2010_STH_dv8	g2010_STH_rv8	g2010_STH_tv8	ld9	g2010_STH_dv9	g2010_STH_rv9	g2010_STH_tv9	ld10	g2010_STH_dv10	g2010_STH_rv10	g2010_STH_tv10
"TN"	2010	"HUMPHREYS"	7	"5-7 Buffalo"	101	81	185	8	101	72	177					25	99	179	80									74		141	140																																				
"TN"	2010	"HUMPHREYS"	8	"6-8 South McEwen"	352	283	644	8	339	275	627					25	353	627	274									74		457	453																																				
"TN"	2010	"HUMPHREYS"	9	"7-9 North McEwen"	455	298	765	8	439	280	744					25	386	726	340									74		521	508																																				
"TN"	2010	"JACKSON"	1	"1-1"	110	131	245	6	108	115	231					15	140	236	70									38	98	232	134																																				
"TN"	2010	"JACKSON"	2	"1-2"	37	62	99	6	37	45	85					15	63	93	22									38	25	92	67																																				
"TN"	2010	"JACKSON"	3	"1-3"	49	67	117	6	52	57	109					15	71	112	23									38	33	104	71																																				
"TN"	2010	"JACKSON"	4	"2-1"	87	97	192	6	96	81	186					15	122	189	48									38	81	183	102																																				
"TN"	2010	"JACKSON"	5	"2-2"	91	97	192	6	84	92	179					15	115	188	60									38	79	184	105																																				
"TN"	2010	"JACKSON"	6	"3-1"	110	116	231	6	111	103	222					15	140	228	68									38	88	213	125																																				
"TN"	2010	"JACKSON"	7	"3-2"	151	100	257	6	156	70	242					15	103	256	112									38	144	242	98																																				
"TN"	2010	"JACKSON"	8	"4-1"	100	61	163	6	98	57	160					15	81	159	48									38	76	146	70																																				
"TN"	2010	"JACKSON"	9	"4-2"	157	54	218	6	156	45	208					15	86	218	87									38	149	208	59																																				
"TN"	2010	"JACKSON"	10	"4-3"	86	78	167	6	82	68	161					15	96	170	45									38	80	160	80																																				
"TN"	2010	"JACKSON"	11	"5-1"	82	55	141	6	78	54	137					15	75	134	43									38	65	126	61																																				
"TN"	2010	"JACKSON"	12	"5-2"	63	60	125	6	64	49	121					15	71	123	32									38	51	116	65																																				
"TN"	2010	"JACKSON"	13	"5-3"	138	101	248	6	132	81	227					15	104	246	114									38	122	227	105																																				
"TN"	2010	"JACKSON"	14	"6-1"	110	92	211	6	103	92	200					15	117	205	74									38	92	196	104																																				
"TN"	2010	"JACKSON"	15	"6-3"	92	64	161	6	84	60	151					15	85	156	62									38	72	146	74																																				
"TN"	2010	"JACKSON"	16	"6-4"	80	56	139	6	76	45	127					15	64	132	61									38	70	129	59																																				
"TN"	2010	"JACKSON"	17	"Absentee"	44	42	87	6	40	38	79					15	44	85	30									38	40	85	45																																				
"TN"	2010	"JEFFERSON"	1	"1 Dandridge Elem"	1177	290	1492	3	984	268	1350	1	9	29	39													17	973	1331	358																																				
"TN"	2010	"JEFFERSON"	2	"2 Piedmont"	1028	180	1245	3	885	186	1171																	17	944	1204	260																																				
"TN"	2010	"JEFFERSON"	3	"3 White Pine"	1259	247	1535	1	1084	172	1286	3	20	123	158													17	1178	1478	300																																				
"TN"	2010	"JEFFERSON"	4	"4 Jefferson ES"	604	143	763	3	489	151	700																	35	617	617		17	16	18	34																																
"TN"	2010	"JEFFERSON"	5	"5 Jefferson Middle"	1093	252	1366	3	836	211	1107	1	36	107	145													17	867	1243	376																																				
"TN"	2010	"JEFFERSON"	6	"6 Rush Strong"	671	179	878	3	562	161	794																	17	675	850	175	35		6	6																																
"TN"	2010	"JEFFERSON"	7	"7 New Market"	778	198	1017	3	678	162	920																	35	473	473		17	132	306	438																																
"TN"	2010	"JEFFERSON"	8	"8-1 Chestnut Hill"	517	132	661	3	451	122	614																	17	476	639	163																																				
"TN"	2010	"JEFFERSON"	9	"8-2 Old Swanny"	396	89	490	3	338	76	445																	17	359	472	113																																				
"TN"	2010	"JEFFERSON"	10	"9 Talbott School"	786	166	971	1	731	132	892	3	3	13	17													17	694	891	197	35		41	41																																
"TN"	2010	"JEFFERSON"	11	"10 Jeff City Fire Dp"	586	164	765	3	372	165	570	1	31	113	149													35	533	533		17	24	41	65																																
"TN"	2010	"JOHNSON"	1	"1A Laurel"	327	125	463	1	345	72	424																	3	397	449	43																																				
"TN"	2010	"JOHNSON"	2	"1B Cold Springs"	314	99	423	1	316	56	378																	3	359	418	46																																				
"TN"	2010	"JOHNSON"	3	"2 Forge/Shouns"	267	53	325	1	262	29	297																	3	295	317	16																																				
"TN"	2010	"JOHNSON"	4	"3A Trade"	205	61	274	1	196	48	251																	3	221	273	48																																				
"TN"	2010	"JOHNSON"	5	"3B Neva"	423	133	563	1	430	80	520																	3	487	551	47																																				
"TN"	2010	"JOHNSON"	6	"4A Dry Run"	275	79	360	1	282	59	345																	3	290	347	47																																				
"TN"	2010	"JOHNSON"	7	"4B Butler"	265	65	341	1	280	30	320																	3	294	329	27																																				
"TN"	2010	"JOHNSON"	8	"5 Doe"	499	127	634	1	511	61	584																	3	556	620	55																																				
"TN"	2010	"JOHNSON"	9	"6A Shady"	286	79	373	1	293	41	341																	3	321	367	37																																				
"TN"	2010	"JOHNSON"	10	"6B Sutherland"	40	4	45	1	38	4	44																	3	37	42	4																																				
"TN"	2010	"JOHNSON"	11	"7A High School"	260	85	350	1	259	52	315																	3	290	334	37																																				
"TN"	2010	"JOHNSON"	12	"7B City School"	197	74	273	1	203	39	244																	3	242	264	18																																				
"TN"	2010	"JOHNSON"	13	"Absentee"	94	49	143	1	85	37	124																	3	105	142	35																																				
"TN"	2010	"KNOX"	1	"06 Green School"	289	136	442	2	242	178	434					7	270	424	124									15		339	339																																				
"TN"	2010	"KNOX"	2	"09 Moses Center"	99	88	193	2	86	89	181					7	129	172	19									15		159	159																																				
"TN"	2010	"KNOX"	3	"10N Fort Sanders"	239	150	409	2	216	169	400					7	236	394	140									15		319	319																																				
"TN"	2010	"KNOX"	4	"10S Stokley Athletic"	129	55	193	2	107	76	187					7	88	185	89									15		141	141																																				
"TN"	2010	"KNOX"	5	"11 Central UMC"	332	206	560	2	268	264	555					7	388	550	128									13		454	454																																				
"TN"	2010	"KNOX"	6	"12 Eastport"	156	167	330	2	155	132	293					7	206	261	29									15		286	286																																				
"TN"	2010	"KNOX"	7	"13 Fair Garden"	337	305	660	2	343	253	611																	15		539	539																																				
"TN"	2010	"KNOX"	8	"14E Austin-East"	110	140	254	2	130	104	236					7	166	203	19									15		228	228																																				
"TN"	2010	"KNOX"	9	"14M Walter P. Taylor"	75	97	176	2	85	73	162					7	105	136	19									15		149	149																																				
"TN"	2010	"KNOX"	10	"15 John T. O'Connor"	232	175	424	2	196	201	407					7	266	380	93									15		346	346																																				
"TN"	2010	"KNOX"	11	"16N No Knox Rec Ctr"	443	166	641	2	426	168	623					7	284	595	259									13		470	470																																				
"TN"	2010	"KNOX"	12	"16S Belle Morris"	664	278	966	2	661	272	955					7	452	909	403									13		688	688																																				
"TN"	2010	"KNOX"	13	"17 Christenberry"	363	135	519	2	357	124	499					7	221	486	221									13		354	354																																				
"TN"	2010	"KNOX"	14	"18 Lincoln Park"	271	137	422	2	265	124	408					7	193	396	172									13		314	314																																				
"TN"	2010	"KNOX"	15	"19 SOAR Yth Ministry"	109	73	188	2	118	59	181					7	102	173	62									13		137	137																																				
"TN"	2010	"KNOX"	16	"20 Beaumont"	109	47	166	2	111	41	157					7	57	150	74									15		100	100																																				
"TN"	2010	"KNOX"	17	"23 Westview"	202	82	292	2	218	60	280					7	109	269	142									13		183	183																																				
"TN"	2010	"KNOX"	18	"24Q Sequoyah Hills"	1384	309	1713	2	1266	374	1672																	17	999	1615	616																																				
"TN"	2010	"KNOX"	19	"25 South Knox CC"	347	158	527	2	366	127	507																	15		337	337																																				
"TN"	2010	"KNOX"	20	"26 Dogwood"	752	281	1058	2	718	296	1035																	19	572	572		15	149		149																																
"TN"	2010	"KNOX"	21	"27 So Knox Optimist"	537	128	681	2	513	136	668																	17	443	637	194																																				
"TN"	2010	"KNOX"	22	"28 South-Doyle Mid"	255	80	347	2	251	76	342																	19	240	240																																					
"TN"	2010	"KNOX"	23	"29 Anderson"	336	85	436	2	344	72	434																	19	332	332																																					
"TN"	2010	"KNOX"	24	"30 Sarah Moore Green"	262	215	489	2	259	184	454					7	299	410	82									15		397	397																																				
"TN"	2010	"KNOX"	25	"31 Chilhowee"	564	211	790	2	546	200	762																	15		536	536																																				
"TN"	2010	"KNOX"	26	"32 Spring Hill"	501	150	662	2	496	131	642																	15		400	400	13	15		15																																
"TN"	2010	"KNOX"	27	"33 Richard Yoakley"	518	173	704	2	532	128	686																	13		428	428																																				
"TN"	2010	"KNOX"	28	"34 Fount City Lib"	465	102	578	2	455	88	563																	16	278	278		13	124		124																																
"TN"	2010	"KNOX"	29	"35 Shannondale"	759	149	923	2	727	143	894																	16	741	741																																					
"TN"	2010	"KNOX"	30	"36 Gresham"	813	178	1027	2	788	182	1006																	16	804	804																																					
"TN"	2010	"KNOX"	31	"37 Inskip Elem"	678	172	867	2	685	140	846																	13		518	518																																				
"TN"	2010	"KNOX"	32	"38 Inskip Elem"	864	201	1089	2	848	183	1064																	13		652	652																																				
"TN"	2010	"KNOX"	33	"39 Inskip Rec Center"	441	112	564	2	458	80	552																	13		197	197	16		192	192																																
"TN"	2010	"KNOX"	34	"40 Norwood Elem"	592	176	788	2	589	154	769					7	267	742	437									18	497	746	249																																				
"TN"	2010	"KNOX"	35	"41 Norwood Library"	556	173	751	2	563	149	736					7	253	706	394									18	193	306	113	13	271		271																																
"TN"	2010	"KNOX"	36	"42 Pleasant Ridge"	742	211	977	2	755	178	962					7	312	903	535									18	650	926	276																																				
"TN"	2010	"KNOX"	37	"43 West Haven"	582	182	789	2	583	163	770					7	313	759	397									13		509	509																																				
"TN"	2010	"KNOX"	38	"44 Ridgedale"	922	261	1201	2	911	231	1180					7	403	1149	679									18	798	1164	366																																				
"TN"	2010	"KNOX"	39	"45 Bearden Middle"	859	185	1067	2	799	212	1042					7	351	1018	604									18	318	452	134	13	337		337																																
"TN"	2010	"KNOX"	40	"46 West Hills"	1393	378	1790	2	1351	354	1747					7	747	1705	861									18	1152	1714	562																																				
"TN"	2010	"KNOX"	41	"47 Bearden High"	1817	504	2352	2	1702	524	2283					7	1015	2243	1112									18	1286	1960	674	13	190		190																																
"TN"	2010	"KNOX"	42	"48 Pond Gap"	412	163	588	2	383	164	571					7	286	567	248									13		392	392																																				
"TN"	2010	"KNOX"	43	"49 Bearden Elem"	563	204	797	2	504	237	771																	13		539	539																																				
"TN"	2010	"KNOX"	44	"50N West High"	100	30	134	2	96	30	133					7	49	125	70									13		81	81																																				
"TN"	2010	"KNOX"	45	"50S West High"	113	64	187	2	114	62	181					7	88	173	68									15		129	129																																				
"TN"	2010	"KNOX"	46	"51 Deane Hill Recr"	1520	165	1700	2	1431	206	1669																	17	1160	1473	313	18	18	100	118																																
"TN"	2010	"KNOX"	47	"55 Lonas"	1181	228	1426	2	1124	224	1391					7	428	1376	880									18	1046	1391	345																																				
"TN"	2010	"KNOX"	48	"56 Heiskell"	514	103	650	2	535	76	643					5		539	539									19	553	553																																					
"TN"	2010	"KNOX"	49	"57 Hills"	204	35	247	2	214	21	243																	19	215	215																																					
"TN"	2010	"KNOX"	50	"58 Pedigo"	1073	106	1207	2	1081	77	1194																	19	1058	1058																																					
"TN"	2010	"KNOX"	51	"59 Brickey"	2065	258	2359	2	2060	188	2310					5		1991	1991									16	2059	2059																																					
"TN"	2010	"KNOX"	52	"60 Fort Sumpter"	644	143	812	2	701	81	807																	19	681	681																																					
"TN"	2010	"KNOX"	53	"61 Halls"	3074	450	3597	2	3112	311	3523																	16	3059	3059																																					
"TN"	2010	"KNOX"	54	"62 Hardin Valley"	905	172	1098	2	918	124	1082					7	286	1038	685									14	910	910																																					
"TN"	2010	"KNOX"	55	"62W Hardin Valley W"	100	20	123	2	94	20	123					5		106	106									14	105	105																																					
"TN"	2010	"KNOX"	56	"63 Karns"	2130	319	2499	2	2102	248	2446					7	542	2353	1671									16	2148	2148																																					
"TN"	2010	"KNOX"	57	"63N Karns North"	1002	137	1154	2	998	96	1146					5		978	978									16	996	996																																					
"TN"	2010	"KNOX"	58	"64 Solway"	1432	259	1718	2	1380	228	1667					5		1428	1428									14	1380	1380																																					
"TN"	2010	"KNOX"	59	"65 Concord"	4445	595	5098	2	4231	603	5024																	14	4283	4283																																					
"TN"	2010	"KNOX"	60	"65N Concord North"	642	87	743	2	622	93	738					7	168	720	510									14	547	547		18	15	79	94																																
"TN"	2010	"KNOX"	61	"66N Farragut I"	3774	525	4352	2	3580	513	4257					7	1200	4135	2689									14	3553	3553		18	69	153	222																																
"TN"	2010	"KNOX"	62	"66S Farragut II"	3211	517	3773	2	3082	475	3703					7	1008	3587	2359									14	3146	3146																																					
"TN"	2010	"KNOX"	63	"67 North Cedar Bluff"	3008	631	3686	2	2865	625	3616					7	1220	3526	2074									18	2589	3544	955																																				
"TN"	2010	"KNOX"	64	"68 South Cedar Bluff"	1471	302	1800	2	1438	274	1763					7	606	1731	994									18	1294	1737	443																																				
"TN"	2010	"KNOX"	65	"68E East Cedar Bluff"	504	147	670	2	486	157	664					7	254	650	348									18	438	652	214																																				
"TN"	2010	"KNOX"	66	"69N A L Lotts"	3014	494	3544	2	2924	483	3494																	14	2874	2874																																					
"TN"	2010	"KNOX"	67	"69S Bluegrass"	3633	495	4169	2	3519	469	4105																	14	3478	3478																																					
"TN"	2010	"KNOX"	68	"70 Amherst"	3371	595	4041	2	3259	579	3971					7	1057	3867	2602									16	3277	3277		18	44	173	217																																
"TN"	2010	"KNOX"	69	"71 Rocky Hill"	2558	405	2981	2	2425	416	2917																	14	1510	1510		18	242	659	901	17	31	102	133																												
"TN"	2010	"KNOX"	70	"72E Dante East"	908	105	1029	2	906	92	1020					5		879	879									16	897	897																																					
"TN"	2010	"KNOX"	71	"72M Dante Mid"	146	17	170	2	147	16	170					5		139	139									16	141	141																																					
"TN"	2010	"KNOX"	72	"72W Dante West"	429	49	485	2	420	44	473					7	77	459	362									16	431	431																																					
"TN"	2010	"KNOX"	73	"73 Powell"	2480	380	2915	2	2486	278	2856					5		2438	2438									19	1842	1842		16		652	652																																
"TN"	2010	"KNOX"	74	"74 Shannondale"	1220	167	1399	2	1177	143	1356																	16	1171	1171																																					
"TN"	2010	"KNOX"	75	"75 Huffs"	18	4	22	2	13	7	20					7	13	20	7									15		15	15																																				
"TN"	2010	"KNOX"	76	"76 Sunnyview"	595	129	738	2	598	92	716																	19	604	604																																					
"TN"	2010	"KNOX"	77	"77 Ramsey"	350	62	419	2	355	46	408																	19	316	316																																					
"TN"	2010	"KNOX"	78	"78 Riverdale"	324	54	387	2	336	30	377																	19	329	329																																					
"TN"	2010	"KNOX"	79	"79 Dora Kennedy"	391	67	465	2	393	42	449																	19	389	389																																					
"TN"	2010	"KNOX"	80	"80 Corryton"	507	89	603	2	526	48	587																	19	525	525																																					
"TN"	2010	"KNOX"	81	"81 Gibbs"	1844	294	2184	2	1920	182	2160																	19	1885	1885																																					
"TN"	2010	"KNOX"	82	"82 Ellistown"	495	132	644	2	516	105	632																	15		392	392																																				
"TN"	2010	"KNOX"	83	"84 Ritta"	1243	238	1506	2	1248	190	1481																	19	1266	1266																																					
"TN"	2010	"KNOX"	84	"85 Skaggston"	566	146	730	2	608	93	725																	19	590	590																																					
"TN"	2010	"KNOX"	85	"86 Carter"	668	145	834	2	706	91	817																	19	622	622		17	9	69	78																																
"TN"	2010	"KNOX"	86	"87 Thorngrove"	512	83	618	2	515	62	604																	19	403	403		17	19	97	116																																
"TN"	2010	"KNOX"	87	"88 Kings"	136	26	172	2	133	31	169																	19	137	137																																					
"TN"	2010	"KNOX"	88	"89 Mt.Olive"	1345	319	1705	2	1304	309	1676																	17	1136	1612	476																																				
"TN"	2010	"KNOX"	89	"90 Bonny Kate"	1404	224	1663	2	1416	159	1634																	17	1275	1568	293																																				
"TN"	2010	"KNOX"	90	"91 Vestal"	245	69	326	2	252	62	324																	15		192	192																																				
"TN"	2010	"KNOX"	91	"92 Gap Creek"	446	53	515	2	458	31	500																	19	377	377		17	10	68	78																																
"TN"	2010	"KNOX"	92	"93 Hopewell"	882	157	1055	2	901	108	1040																	17	758	916	158	19		40	40																																
"TN"	2010	"LAKE"	1	"1 Tiptonville SR Cit"	22	41	66	8	23	44	67																	77	21	69	48																																				
"TN"	2010	"LAKE"	2	"2 Lake County High"	203	230	445	8	197	238	440																	77	166	456	290																																				
"TN"	2010	"LAKE"	3	"3 Courthouse"	207	231	454	8	217	222	445																	77	188	461	273																																				
"TN"	2010	"LAKE"	4	"4 Lake Co Jr High"	229	186	430	8	214	196	417																	77	180	440	260																																				
"TN"	2010	"LAUDERDALE"	1	"Glimp 1"	107	92	201	8	118	66	189																	82	71	183	112																																				
"TN"	2010	"LAUDERDALE"	2	"Henning 1"	105	284	401	8	103	273	380																	82	78	365	287																																				
"TN"	2010	"LAUDERDALE"	3	"McBride 1"	100	60	161	8	109	50	160																	82	68	157	89																																				
"TN"	2010	"LAUDERDALE"	4	"Conner 2"	198	157	361	8	214	129	348																	82	157	348	191																																				
"TN"	2010	"LAUDERDALE"	5	"Ripley 2"	218	235	457	8	232	196	435																	82	154	440	286																																				
"TN"	2010	"LAUDERDALE"	6	"Ripley 3"	572	370	955	8	555	349	924																	82	293	930	637																																				
"TN"	2010	"LAUDERDALE"	7	"Ripley 4"	157	483	654	8	174	420	603																	82	110	601	491																																				
"TN"	2010	"LAUDERDALE"	8	"Lightfoot 5"	139	46	185	8	142	38	181																	82	99	182	83																																				
"TN"	2010	"LAUDERDALE"	9	"Price 5"	36	28	66	8	43	23	66																	82	27	65	38																																				
"TN"	2010	"LAUDERDALE"	10	"Arp 6"	242	120	364	8	259	91	356																	82	169	349	180																																				
"TN"	2010	"LAUDERDALE"	11	"Central 6"	374	148	528	8	403	108	521																	82	304	509	205																																				
"TN"	2010	"LAUDERDALE"	12	"Curve 6"	82	30	114	8	88	21	110																	82	69	109	40																																				
"TN"	2010	"LAUDERDALE"	13	"Edith 7"	148	60	213	8	163	39	205																	82	113	196	83																																				
"TN"	2010	"LAUDERDALE"	14	"Gates 7"	140	159	307	8	188	114	304																	82	112	278	166																																				
"TN"	2010	"LAUDERDALE"	15	"Nankipoo 7"	219	76	299	8	252	43	297																	82	176	296	120																																				
"TN"	2010	"LAUDERDALE"	16	"Halls 8"	532	338	889	8	568	302	877																	82	383	859	476																																				
"TN"	2010	"LAWRENCE"	1	"01-1 St. Joseph"	209	126	338	4	150	164	318					25	153	279	126									70	189	342	153																																				
"TN"	2010	"LAWRENCE"	2	"01-2 West Loretto"	198	174	378	4	117	219	345					25	202	327	125									70	193	378	185																																				
"TN"	2010	"LAWRENCE"	3	"02-1 Loretto Civ Ctr"	446	284	742	4	320	341	693					25	338	649	311									70	405	737	332																																				
"TN"	2010	"LAWRENCE"	4	"03-1 SE Lawrence"	250	143	399	4	194	169	376					25	169	360	191									70	245	397	152																																				
"TN"	2010	"LAWRENCE"	5	"03-2 Centerpoint"	187	99	288	4	147	109	273					25	111	260	149									70	188	288	100																																				
"TN"	2010	"LAWRENCE"	6	"04-1 Crossroads"	538	168	715	4	446	199	677					25	210	622	412									70	514	712	198																																				
"TN"	2010	"LAWRENCE"	7	"05-1 Leoma"	318	111	434	4	247	152	410					25	153	370	217									70	302	426	124																																				
"TN"	2010	"LAWRENCE"	8	"05-2 Gandy"	147	74	230	4	129	65	219					25	83	195	112									70	149	223	74																																				
"TN"	2010	"LAWRENCE"	9	"06-1 Iron City"	106	76	187	4	92	82	177					25	78	173	95									70	125	189	64																																				
"TN"	2010	"LAWRENCE"	10	"06-2 West Point"	193	156	356	4	151	156	328					25	165	306	141									70	167	357	190																																				
"TN"	2010	"LAWRENCE"	11	"07-1 Lawrenceburg"	576	203	785	4	424	259	736					25	279	683	404									70	532	777	245																																				
"TN"	2010	"LAWRENCE"	12	"08-1 New Prospect"	585	209	807	4	457	275	757					25	272	704	432									70	515	791	276																																				
"TN"	2010	"LAWRENCE"	13	"09-1 Ethridge"	229	103	335	4	173	126	314					25	127	297	170									70	215	325	110																																				
"TN"	2010	"LAWRENCE"	14	"09-2 Mars Hill"	198	101	305	4	152	120	288					25	117	270	153									70	190	298	108																																				
"TN"	2010	"LAWRENCE"	15	"10-1 Howards"	295	165	474	4	227	184	437					25	188	407	219									70	321	468	147																																				
"TN"	2010	"LAWRENCE"	16	"11-1 Summertown"	424	262	697	4	328	299	659					25	301	613	312									70	413	693	280																																				
"TN"	2010	"LAWRENCE"	17	"12-1 Center"	450	179	635	4	342	217	592					25	213	546	333									70	448	625	177																																				
"TN"	2010	"LAWRENCE"	18	"13-1 West End"	496	178	684	4	374	223	629					25	229	610	381									70	480	678	198																																				
"TN"	2010	"LAWRENCE"	19	"14-1 Crawfish Valley"	343	201	556	4	258	228	519					25	227	474	247									70	338	545	207																																				
"TN"	2010	"LAWRENCE"	20	"15-1 David Crockett"	457	182	644	4	341	227	604					25	220	566	346									70	428	639	211																																				
"TN"	2010	"LAWRENCE"	21	"16-1 Rotary Park"	203	120	329	4	152	140	316					25	144	278	134									70	194	328	134																																				
"TN"	2010	"LAWRENCE"	22	"17-1 Sowell"	390	190	590	4	276	229	540					25	216	473	257									70	357	583	226																																				
"TN"	2010	"LAWRENCE"	23	"18-1 E. O. Coffman"	401	154	556	4	311	180	523					25	200	471	271									70	371	551	180																																				
"TN"	2010	"LAWRENCE"	24	"Absentee"	83	56	141	4	73	68	142					25	58	132	74									70	89	138	49																																				
"TN"	2010	"LEWIS"	1	"1-1"	229	202	452	4	211	213	438					25	222	422	200									70	242	451	209																																				
"TN"	2010	"LEWIS"	2	"2-1"	274	120	400	4	243	122	384					25	147	373	226									70	266	397	131																																				
"TN"	2010	"LEWIS"	3	"3-1"	280	144	438	4	239	174	429					25	195	415	220									70	281	441	160																																				
"TN"	2010	"LEWIS"	4	"4-1"	286	118	415	4	251	143	410					25	153	388	235									70	289	419	130																																				
"TN"	2010	"LEWIS"	5	"5-1"	306	139	457	4	278	155	452					25	177	436	259									70	300	460	160																																				
"TN"	2010	"LEWIS"	6	"6-1"	250	126	383	4	193	152	364					25	159	343	184									70	258	385	127																																				
"TN"	2010	"LEWIS"	7	"7-1"	271	125	401	4	204	167	388					25	187	371	184									70	266	404	138																																				
"TN"	2010	"LEWIS"	8	"8-1"	173	106	284	4	136	130	273					25	141	263	122									70	182	284	102																																				
"TN"	2010	"LEWIS"	9	"9-1"	166	117	294	4	135	131	286					25	143	265	122									70	193	294	101																																				
"TN"	2010	"LINCOLN"	1	"1-1 Blanche"	395	95	507	4	384	106	500					13	89	499	410									39	399	501	102																																				
"TN"	2010	"LINCOLN"	2	"1-2 Molino"	263	54	332	4	255	67	328					13	57	328	271									39	268	330	62																																				
"TN"	2010	"LINCOLN"	3	"1-3 Taft"	221	52	289	4	217	63	287					13	57	288	231									39	232	289	57																																				
"TN"	2010	"LINCOLN"	4	"2-1 Boonshill"	389	133	545	4	381	146	539					13	144	539	395									62	421	539	118																																				
"TN"	2010	"LINCOLN"	5	"2-2 Howell"	240	90	339	4	236	94	336					13	87	329	242									62	263	334	71																																				
"TN"	2010	"LINCOLN"	6	"2-3 Petersburg"	185	68	271	4	181	74	265					13	69	263	194									62	219	268	49																																				
"TN"	2010	"LINCOLN"	7	"3-1 Recreation Ctr"	365	197	581	4	325	218	565					13	179	544	365									62	404	550	146																																				
"TN"	2010	"LINCOLN"	8	"3-2 Thorton Taylor"	338	73	430	4	331	86	423					13	72	427	355									62	367	427	60																																				
"TN"	2010	"LINCOLN"	9	"4-1 Highland Rim"	411	132	562	4	407	143	558					13	118	555	437									39	423	556	133																																				
"TN"	2010	"LINCOLN"	10	"4-2 FNB"	387	90	492	4	370	106	483					13	91	482	391									39	385	484	99																																				
"TN"	2010	"LINCOLN"	11	"5-1 Calvary Baptist"	261	78	350	4	253	84	345					13	83	347	264									39	266	343	77																																				
"TN"	2010	"LINCOLN"	12	"5-2 9th Grade Acad"	186	206	413	4	161	225	400					13	192	393	201									62	220	398	178																																				
"TN"	2010	"LINCOLN"	13	"6-1 Askins"	711	293	1027	4	635	335	1002					13	260	981	721									62	795	1005	210																																				
"TN"	2010	"LINCOLN"	14	"6-2 Belleville"	199	50	267	4	197	60	264					13	46	264	218									62	228	268	40																																				
"TN"	2010	"LINCOLN"	15	"6-3 Mulberry"	149	41	196	4	144	45	192					13	40	192	152									62	159	193	34																																				
"TN"	2010	"LINCOLN"	16	"7-1 Elora"	93	48	148	4	92	53	149					13	45	142	97									39	95	148	53																																				
"TN"	2010	"LINCOLN"	17	"7-2 Flintville"	312	85	416	4	305	92	411					13	81	416	335									62	336	412	76																																				
"TN"	2010	"LINCOLN"	18	"7-3 Kelso"	221	82	308	4	221	85	309					13	73	308	235									62	245	306	61																																				
"TN"	2010	"LINCOLN"	19	"8-1 Lincoln"	539	121	673	4	507	149	668					13	113	666	553									39	527	676	149																																				
"TN"	2010	"LINCOLN"	20	"8-2 South Lincoln"	331	82	424	4	310	100	420					13	77	420	343									62	352	424	72																																				
"TN"	2010	"LOUDON"	1	"Browder"	509	110	631	2	511	70	615					5		506	506									21	539	539																																					
"TN"	2010	"LOUDON"	2	"Davis"	138	36	178	2	155	22	179					5		145	145									21	153	153																																					
"TN"	2010	"LOUDON"	3	"Eatons"	2046	352	2456	2	2045	257	2424					5		2020	2020									21	1977	1977		32	38	163	201																																
"TN"	2010	"LOUDON"	4	"Greenback"	626	145	791	2	651	87	777					5		629	629									21	660	660																																					
"TN"	2010	"LOUDON"	5	"Glendale"	538	90	646	2	528	66	626					5		500	500									21	549	549																																					
"TN"	2010	"LOUDON"	6	"Highland Park"	1423	233	1689	2	1441	156	1667					5		1385	1385									21	1489	1489																																					
"TN"	2010	"LOUDON"	7	"Lenoir City Outside"	337	81	426	2	345	50	413					5		328	328									21	355	355		32	5	14	19																																
"TN"	2010	"LOUDON"	8	"Lenoir City"	1085	356	1501	2	1188	181	1454					5		1050	1050									32	675	1137	462	21		169	169																																
"TN"	2010	"LOUDON"	9	"Loudon"	905	280	1224	2	977	133	1188					5		834	834									21	1022	1022																																					
"TN"	2010	"LOUDON"	10	"Loudon Outside"	690	149	863	2	710	99	843					5		705	705									21	751	751																																					
"TN"	2010	"LOUDON"	11	"Luttrell"	157	31	190	2	165	15	189					5		156	156									21	163	163																																					
"TN"	2010	"LOUDON"	12	"Philadelphia"	403	97	507	2	423	51	492					5		413	413									21	443	443																																					
"TN"	2010	"LOUDON"	13	"Tellico Village"	871	138	1020	2	800	138	1000					5		855	855									21	893	893																																					
"TN"	2010	"LOUDON"	14	"Tellico Village East"	2824	315	3173	2	2581	377	3118					5		2746	2746									21	2829	2829																																					
"TN"	2010	"MACON"	1	"Cross Roads"	260	120	389	6	271	88	378					17	123	379	256									40	262	378	113																																				
"TN"	2010	"MACON"	2	"Westside"	241	136	384	6	246	114	374					17	135	367	232									40	237	375	125																																				
