state	year	parish	ward	precinct	g2010_LTG_rv	g2010_LTG_dv	g2010_LTG_tv	g2010_USS_dv	g2010_USS_rv	g2010_USS_tv	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	cd2	g2010_USH_dv3	g2010_USH_rv3	g2010_USH_tv3	cd3
"LA"	2010	"Orleans"	"09"	"44M"	33	335	368	324	27	363	308	54	367	2								
"LA"	2010	"Orleans"	"17"	"14"	11	225	236	218	3	234	220	15	240	2								
"LA"	2010	"Orleans"	"02"	"06A"	1	29	30	31	0	32	30	2	32	2								
"LA"	2010	"Orleans"	"12"	"04"	44	141	185	138	38	185	113	74	187	2								
"LA"	2010	"Orleans"	"09"	"32"	7	58	65	56	3	65	56	11	68	2								
"LA"	2010	"Orleans"	"09"	"40A"	16	314	330	304	15	334	308	27	338	2								
"LA"	2010	"Orleans"	"12"	"11"	36	174	210	171	22	207	136	71	211	2								
"LA"	2010	"Orleans"	"17"	"05"	36	188	224	191	30	230	169	57	231	2								
"LA"	2010	"Orleans"	"13"	"11"	21	193	214	186	14	211	166	46	215	2								
"LA"	2010	"Jefferson"	"00"	"238"	482	595	1077	563	462	1076	509	522	1075	2								
"LA"	2010	"Orleans"	"09"	"41"	50	365	415	341	67	426	335	98	442	2								
"LA"	2010	"Orleans"	"12"	"07"	72	123	195	112	63	196	49	139	197	2								
"LA"	2010	"Orleans"	"07"	"19"	18	260	278	257	12	281	261	19	282	2								
"LA"	2010	"Orleans"	"10"	"07"	55	103	158	117	39	159	68	76	159	2								
"LA"	2010	"Orleans"	"10"	"09"	140	125	265	141	116	267	71	186	264	2								
"LA"	2010	"Orleans"	"09"	"06D"	5	81	86	80	1	90	83	4	88	2								
"LA"	2010	"Jefferson"	"00"	"G013"	182	95	277	91	182	279	52	213	270	2								
"LA"	2010	"Orleans"	"09"	"03"	4	150	154	144	0	156	153	3	157	2								
"LA"	2010	"Orleans"	"12"	"13"	4	97	101	88	7	98	87	9	97	2								
"LA"	2010	"Orleans"	"16"	"04"	77	231	308	225	57	305	143	155	309	2								
"LA"	2010	"Orleans"	"12"	"14"	26	232	258	221	15	245	211	43	256	2								
"LA"	2010	"Orleans"	"10"	"08"	87	90	177	97	81	179	42	132	178	2								
"LA"	2010	"Orleans"	"14"	"19"	111	157	268	177	81	271	97	171	273	2								
"LA"	2010	"Orleans"	"15"	"17B"	175	167	342	153	177	339	112	217	340	2								
"LA"	2010	"Orleans"	"15"	"15"	41	256	297	249	36	305	251	50	305	2								
"LA"	2010	"Orleans"	"15"	"19B"	8	208	216	196	4	215	211	3	217	2								
"LA"	2010	"Orleans"	"10"	"03"	35	210	245	211	22	247	189	55	248	2								
"LA"	2010	"Orleans"	"14"	"25"	67	150	217	167	45	222	128	89	219	2								
"LA"	2010	"Orleans"	"12"	"10"	108	122	230	126	92	228	81	144	227	2								
"LA"	2010	"Orleans"	"09"	"43H"	2	46	48	46	0	47	48	1	49	2								
"LA"	2010	"Jefferson"	"00"	"G006"	57	184	241	178	55	241	172	76	251	2								
"LA"	2010	"Jefferson"	"00"	"175"	172	106	278	70	178	277	30	225	266	2								
"LA"	2010	"Orleans"	"14"	"23"	15	188	203	187	6	202	179	26	209	2								
"LA"	2010	"Orleans"	"07"	"27B"	9	90	99	92	3	100	94	8	104	2								
"LA"	2010	"Jefferson"	"00"	"057"	230	138	368	121	222	374	87	262	360	2								
"LA"	2010	"Orleans"	"09"	"41D"	48	151	199	130	53	200	117	110	230	2								
"LA"	2010	"Jefferson"	"00"	"K021"	29	255	284	241	29	288	253	34	291	2								
"LA"	2010	"Orleans"	"03"	"01"	208	185	393	198	175	387	94	284	387	2								
"LA"	2010	"Orleans"	"09"	"43N"	9	271	280	262	4	282	266	18	285	2								
"LA"	2010	"Orleans"	"09"	"40C"	15	201	216	192	20	219	190	35	225	2								
"LA"	2010	"Orleans"	"05"	"05"	4	100	104	95	1	104	100	6	106	2								
"LA"	2010	"Orleans"	"09"	"16"	35	142	177	151	20	176	116	59	176	2								
"LA"	2010	"Jefferson"	"00"	"K022"	7	249	256	248	7	269	259	14	274	2								
"LA"	2010	"Orleans"	"04"	"08"	86	143	229	143	74	230	73	150	227	2								
"LA"	2010	"Iberia"	"02"	"03"	130	217	347	201	131	347	169	161	330	3								
"LA"	2010	"Lafourche"	"02"	"13"	207	130	337	108	224	344	109	230	339	3								
"LA"	2010	"Iberia"	"02"	"01"	57	192	249	183	48	246	159	70	229	3								
"LA"	2010	"Terrebonne"	"00"	"40"	189	132	321	123	173	323	143	175	318	3								
"LA"	2010	"Iberia"	"12"	"02"	29	158	187	149	23	179	143	33	176	3								
"LA"	2010	"Assumption"	"02"	"3"	207	137	344	162	173	348	138	197	335	3								
"LA"	2010	"St. Martin"	"04"	"1A"	30	46	76	35	42	79	30	48	78	3								
"LA"	2010	"St. Bernard"	"Early Voting"		622	387	1009	357	605	1015	269	629	898	3								
"LA"	2010	"St. Charles"	"06"	"7"	137	61	198	55	134	205	49	152	201	3								
"LA"	2010	"Ascension"	"00"	"48"	45	40	85	44	36	86	30	54	84	3								
"LA"	2010	"Assumption"	"04"	"1"	89	118	207	120	79	212	106	96	202	3								
"LA"	2010	"Terrebonne"	"00"	"71"	30	132	162	133	28	167	127	32	159	3								
"LA"	2010	"St. Charles"	"Provisional Votes"		0	0	0	1	1	2	1	1	2	3	0	0	0	1				
"LA"	2010	"St. Bernard"	"00"	"46"	80	43	123	38	80	123	30	88	118	3								
"LA"	2010	"St. James"	"00"	"11"	58	164	222	146	60	225	116	80	196	3								
"LA"	2010	"Ascension"	"00"	"45"	24	98	122	90	20	123	86	35	121	3								
"LA"	2010	"Jefferson"	"00"	"L001"	371	115	486	75	371	494	61	412	473	3								
"LA"	2010	"Plaquemines"	"03"	"1"	602	191	793	108	579	807	109	671	780	3								
"LA"	2010	"Lafourche"	"02"	"14"	239	62	301	62	231	300	63	235	298	3								
"LA"	2010	"Assumption"	"02"	"1"	222	42	264	102	154	264	47	206	253	3								
"LA"	2010	"St. Mary"	"00"	"19A"	197	117	314	111	184	307	105	205	310	3								
"LA"	2010	"Terrebonne"	"00"	"67"	63	242	305	244	64	313	243	58	301	3								
"LA"	2010	"Terrebonne"	"00"	"86"	236	76	312	68	232	319	91	218	309	3								
"LA"	2010	"Lafourche"	"10"	"05"	129	62	191	53	129	197	51	139	190	3								
"LA"	2010	"St. Mary"	"00"	"40"	147	96	243	98	128	244	86	149	235	3								
"LA"	2010	"St. Mary"	"00"	"13"	76	45	121	34	76	122	25	94	119	3								
"LA"	2010	"St. Bernard"	"00"	"57"	11	17	28	10	15	28	13	13	26	3								
"LA"	2010	"St. Bernard"	"00"	"31"	167	104	271	83	173	275	80	187	267	3								
"LA"	2010	"St. Charles"	"06"	"6"	25	135	160	131	20	160	129	24	153	3								
"LA"	2010	"Lafourche"	"11"	"03"	718	150	868	153	669	875	171	689	860	3								
"LA"	2010	"St. Martin"	"08"	"4"	400	191	591	165	403	603	100	470	570	3								
"LA"	2010	"Assumption"	"05"	"2"	242	173	415	241	177	427	141	264	405	3								
"LA"	2010	"Terrebonne"	"00"	"10 A"	200	92	292	77	201	298	105	181	286	3								
"LA"	2010	"Iberia"	"05"	"04"	303	132	435	102	320	438	70	367	437	3								
"LA"	2010	"St. Martin"	"04"	"6"	55	22	77	12	63	78	6	73	79	3								
"LA"	2010	"Iberia"	"13"	"04"	162	62	224	31	181	222	14	203	217	3								
"LA"	2010	"St. Martin"	"03"	"1A"	8	112	120	110	6	123	85	24	109	3								
"LA"	2010	"St. Bernard"	"00"	"54"	150	153	303	142	151	315	125	174	299	3								
"LA"	2010	"Ascension"	"00"	"47"	53	444	497	437	35	504	404	65	469	3								
"LA"	2010	"Assumption"	"09"	"1 A"	260	120	380	151	224	387	78	289	367	3								
"LA"	2010	"St. John The Baptist"	"04"	"08"	231	157	388	135	230	387	130	249	379	3								
"LA"	2010	"Terrebonne"	"00"	"46"	177	156	333	156	169	335	166	161	327	3								
"LA"	2010	"Lafourche"	"05"	"01B"	30	73	103	71	33	108	58	37	95	3								
"LA"	2010	"Terrebonne"	"00"	"18 J"	204	104	308	90	198	312	114	192	306	3								
"LA"	2010	"Lafourche"	"06"	"01 A"	307	125	432	108	301	432	116	307	423	3								
"LA"	2010	"Ascension"	"00"	"37"	125	616	741	614	93	745	557	146	703	3								
"LA"	2010	"Iberia"	"11"	"01"	224	157	381	138	233	380	121	257	378	3								
"LA"	2010	"Terrebonne"	"00"	"13"	105	37	142	32	101	143	46	90	136	3								
"LA"	2010	"Terrebonne"	"Early Voting"		2013	584	2597	500	1984	2559	686	1682	2368	3								
"LA"	2010	"Terrebonne"	"00"	"21"	166	70	236	61	165	240	72	158	230	3								
"LA"	2010	"Terrebonne"	"00"	"82"	46	22	68	20	44	70	26	42	68	3								
"LA"	2010	"Terrebonne"	"00"	"10 L"	157	76	233	62	154	231	81	149	230	3								
"LA"	2010	"Lafourche"	"02"	"08"	163	60	223	65	153	225	61	161	222	3								
"LA"	2010	"Iberia"	"10"	"05"	91	76	167	69	92	169	52	115	167	3								
"LA"	2010	"Terrebonne"	"00"	"18 A"	216	85	301	68	219	302	93	206	299	3								
"LA"	2010	"St. Charles"	"02"	"5"	378	102	480	94	362	477	87	383	470	3								
"LA"	2010	"Plaquemines"	"07"	"3"	30	65	95	52	26	101	54	36	90	3								
"LA"	2010	"Terrebonne"	"00"	"70"	27	47	74	49	22	75	50	24	74	3								
"LA"	2010	"St. Charles"	"02"	"1"	116	52	168	40	108	164	38	124	162	3								
"LA"	2010	"Ascension"	"00"	"39"	53	103	156	104	45	160	99	55	154	3								
"LA"	2010	"Iberia"	"01"	"01"	11	239	250	239	4	250	223	18	241	3								
"LA"	2010	"Terrebonne"	"00"	"27"	130	37	167	37	127	173	53	117	170	3								
"LA"	2010	"St. Mary"	"00"	"21"	97	238	335	239	82	332	213	102	315	3								
"LA"	2010	"Terrebonne"	"00"	"45"	269	57	326	47	267	327	81	245	326	3								
"LA"	2010	"Lafourche"	"07"	"01"	66	30	96	8	83	95	24	70	94	3								
"LA"	2010	"St. Martin"	"02"	"1"	13	384	397	369	7	398	319	47	366	3								
"LA"	2010	"St. Mary"	"00"	"25"	547	111	658	87	542	658	67	579	646	3								
"LA"	2010	"Plaquemines"	"Early Voting"		974	441	1415	263	961	1419	252	1058	1310	3								
"LA"	2010	"Ascension"	"00"	"49"	88	67	155	76	72	155	49	102	151	3								
"LA"	2010	"St. John The Baptist"	"02"	"01"	199	184	383	175	189	383	170	203	373	3								
"LA"	2010	"Ascension"	"00"	"57"	29	155	184	149	23	185	139	33	172	3								
"LA"	2010	"Ascension"	"00"	"22"	207	80	287	78	189	286	65	217	282	3								
"LA"	2010	"Ascension"	"00"	"25"	341	122	463	104	324	460	88	362	450	3								
"LA"	2010	"St. Mary"	"00"	"39"	7	116	123	118	2	124	117	2	119	3								
"LA"	2010	"Terrebonne"	"00"	"56"	80	33	113	31	79	114	28	85	113	3								
"LA"	2010	"Terrebonne"	"00"	"69"	593	147	740	130	587	746	192	542	734	3								
"LA"	2010	"Terrebonne"	"00"	"14 A"	469	90	559	70	475	561	118	444	562	3								
"LA"	2010	"St. Bernard"	"00"	"16"	75	45	120	43	67	120	27	86	113	3								
"LA"	2010	"St. Bernard"	"00"	"55"	251	219	470	161	283	476	141	313	454	3								
"LA"	2010	"Lafourche"	"10"	"14"	231	123	354	93	243	355	83	261	344	3								
"LA"	2010	"St. Martin"	"06"	"3"	101	23	124	22	98	126	7	121	128	3								
"LA"	2010	"St. Mary"	"00"	"20"	313	182	495	161	309	494	134	348	482	3								
"LA"	2010	"St. Bernard"	"00"	"25"	114	59	173	53	109	175	39	131	170	3								
"LA"	2010	"St. Martin"	"07"	"4A"	18	4	22	4	15	20	1	18	19	3								
"LA"	2010	"Assumption"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"Ascension"	"00"	"40"	604	262	866	282	561	866	228	619	847	3								
"LA"	2010	"St. Charles"	"02"	"4"	181	282	463	260	176	464	235	201	436	3								
"LA"	2010	"St. Martin"	"06"	"1"	226	188	414	164	232	423	105	304	409	3								
"LA"	2010	"Lafourche"	"10"	"04"	117	65	182	59	116	182	48	122	170	3								
"LA"	2010	"Iberia"	"07"	"03"	388	97	485	76	397	496	55	432	487	3								
"LA"	2010	"Terrebonne"	"00"	"01"	196	146	342	140	186	346	146	193	339	3								
"LA"	2010	"St. Mary"	"00"	"23"	264	65	329	46	258	330	48	281	329	3								
"LA"	2010	"Lafourche"	"04"	"01"	421	157	578	122	435	587	121	446	567	3								
"LA"	2010	"St. Charles"	"06"	"3"	233	56	289	32	239	292	34	249	283	3								
"LA"	2010	"St. Mary"	"00"	"19"	330	142	472	122	321	475	104	364	468	3								
"LA"	2010	"St. Martin"	"06"	"2"	156	80	236	57	154	232	31	200	231	3								
"LA"	2010	"St. Martin"	"08"	"3"	354	157	511	123	372	515	68	437	505	3								
"LA"	2010	"Lafourche"	"06"	"03"	141	103	244	93	147	246	78	162	240	3								
"LA"	2010	"St. James"	"00"	"16"	129	642	771	657	119	793	608	145	753	3								
"LA"	2010	"Iberia"	"07"	"04"	357	107	464	81	371	484	46	436	482	3								
"LA"	2010	"Terrebonne"	"00"	"19 A"	178	60	238	53	179	242	83	155	238	3								
"LA"	2010	"St. Bernard"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"St. Mary"	"00"	"07A"	60	163	223	162	58	233	148	70	218	3								
"LA"	2010	"Iberia"	"12"	"01"	16	190	206	191	15	216	171	23	194	3								
"LA"	2010	"Lafourche"	"01"	"01"	355	169	524	148	348	530	159	370	529	3								
"LA"	2010	"St. Mary"	"00"	"09B"	140	114	254	105	136	256	85	165	250	3								
"LA"	2010	"Ascension"	"00"	"52"	132	79	211	74	128	210	48	156	204	3								
"LA"	2010	"Iberia"	"06"	"01"	191	215	406	201	193	415	159	239	398	3								
"LA"	2010	"St. Bernard"	"00"	"43"	138	43	181	27	139	182	23	158	181	3								
"LA"	2010	"St. John The Baptist"	"01"	"03"	46	548	594	552	23	610	528	44	572	3								
"LA"	2010	"St. Charles"	"01"	"2 A"	98	143	241	139	101	248	116	116	232	3								
"LA"	2010	"St. Mary"	"00"	"07"	64	262	326	263	50	331	245	66	311	3								
"LA"	2010	"Terrebonne"	"00"	"04 J"	200	92	292	77	199	296	98	190	288	3								
"LA"	2010	"St. James"	"00"	"09"	340	157	497	105	375	498	83	406	489	3								
"LA"	2010	"Lafourche"	"10"	"02"	201	95	296	75	205	294	63	221	284	3								
"LA"	2010	"St. Bernard"	"00"	"33"	165	61	226	58	155	227	53	168	221	3								
"LA"	2010	"St. Bernard"	"00"	"12"	81	52	133	45	89	138	34	99	133	3								
"LA"	2010	"St. Mary"	"00"	"16"	260	232	492	223	240	496	208	271	479	3								
"LA"	2010	"Iberia"	"05"	"01"	108	87	195	75	111	195	55	138	193	3								
"LA"	2010	"St. Bernard"	"00"	"41"	157	79	236	65	164	237	53	180	233	3								
"LA"	2010	"St. John The Baptist"	"05"	"03"	377	291	668	256	393	671	253	402	655	3								
"LA"	2010	"St. Martin"	"07"	"1A"	17	6	23	3	18	22	1	21	22	3								
"LA"	2010	"Plaquemines"	"08"	"1"	96	48	144	27	81	147	34	101	135	3								
"LA"	2010	"St. Charles"	"07"	"3"	307	133	440	103	315	439	105	327	432	3								
"LA"	2010	"Terrebonne"	"00"	"59 A"	201	114	315	108	198	321	118	193	311	3								
"LA"	2010	"St. Bernard"	"00"	"32 A"	133	50	183	48	129	186	41	138	179	3								
"LA"	2010	"St. Mary"	"00"	"02A"	8	1	9	0	5	9	0	9	9	3								
"LA"	2010	"St. Charles"	"06"	"4"	91	23	114	13	92	115	14	99	113	3								
"LA"	2010	"Iberia"	"14"	"01"	392	169	561	121	425	572	54	492	546	3								
"LA"	2010	"Lafourche"	"11"	"02"	617	161	778	139	599	787	169	599	768	3								
"LA"	2010	"Plaquemines"	"01"	"2"	90	190	280	162	82	288	150	115	265	3								
"LA"	2010	"St. Mary"	"00"	"14A"	13	289	302	296	4	306	283	7	290	3								
"LA"	2010	"Iberia"	"03"	"02"	348	144	492	102	365	498	84	408	492	3								
"LA"	2010	"Iberia"	"14"	"04"	217	92	309	60	236	316	42	271	313	3								
"LA"	2010	"St. Martin"	"01"	"2"	44	27	71	26	37	68	25	42	67	3								
"LA"	2010	"Lafourche"	"02"	"03A"	24	47	71	46	24	73	44	26	70	3								
"LA"	2010	"Iberia"	"12"	"04"	210	329	539	319	214	556	286	236	522	3								
"LA"	2010	"St. Mary"	"00"	"02"	16	68	84	67	10	82	58	19	77	3								
"LA"	2010	"Lafourche"	"10"	"03 A"	202	103	305	73	216	304	75	226	301	3								
"LA"	2010	"St. Mary"	"00"	"04"	201	161	362	136	198	359	116	231	347	3								
"LA"	2010	"Iberia"	"13"	"01"	227	77	304	46	236	305	27	277	304	3								
"LA"	2010	"Plaquemines"	"05"	"2"	77	92	169	69	79	174	72	94	166	3								
"LA"	2010	"St. John The Baptist"	"02"	"03"	233	260	493	235	241	507	221	259	480	3								
"LA"	2010	"St. John The Baptist"	"06"	"03"	51	389	440	375	51	444	361	57	418	3								
"LA"	2010	"St. John The Baptist"	"05"	"06"	44	23	67	17	54	73	17	49	66	3								
"LA"	2010	"Iberia"	"11"	"04"	78	149	227	144	75	231	111	99	210	3								
"LA"	2010	"Iberia"	"09"	"04"	448	123	571	72	465	574	70	494	564	3								
"LA"	2010	"Iberia"	"08"	"02"	537	182	719	130	566	729	93	626	719	3								
"LA"	2010	"Lafourche"	"01"	"03 A"	347	176	523	155	346	528	161	350	511	3								
"LA"	2010	"Iberia"	"04"	"01"	20	119	139	123	15	145	108	25	133	3								
"LA"	2010	"St. James"	"00"	"04"	47	38	85	35	47	85	29	52	81	3								
"LA"	2010	"St. Mary"	"00"	"15"	104	71	175	58	102	172	51	113	164	3								
"LA"	2010	"Terrebonne"	"00"	"48"	54	122	176	127	40	183	121	53	174	3								
"LA"	2010	"Iberia"	"09"	"03"	159	87	246	71	168	251	61	186	247	3								
"LA"	2010	"Iberia"	"01"	"02"	25	211	236	197	28	240	169	49	218	3								
"LA"	2010	"Assumption"	"07"	"1"	105	151	256	186	73	269	134	110	244	3								
"LA"	2010	"St. Martin"	"04"	"4"	291	109	400	84	297	401	45	346	391	3								
"LA"	2010	"Assumption"	"06"	"2"	41	247	288	258	22	291	237	36	273	3								
"LA"	2010	"St. Mary"	"00"	"33"	269	167	436	160	264	444	139	286	425	3								
"LA"	2010	"Lafourche"	"02"	"04A"	0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"Lafourche"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"Iberia"	"06"	"03"	54	25	79	21	53	79	21	59	80	3								
"LA"	2010	"St. James"	"00"	"07A"	8	166	174	168	3	178	158	10	168	3								
"LA"	2010	"Terrebonne"	"00"	"36"	70	79	149	72	72	151	74	71	145	3								
"LA"	2010	"Iberia"	"09"	"02"	308	133	441	92	320	441	83	352	435	3								
"LA"	2010	"Iberia"	"08"	"05"	253	89	342	81	239	338	66	275	341	3								
"LA"	2010	"St. Charles"	"05"	"3"	177	151	328	135	174	334	122	205	327	3								
"LA"	2010	"Lafourche"	"10"	"01"	196	141	337	117	192	346	125	204	329	3								
"LA"	2010	"St. Bernard"	"00"	"32"	175	83	258	83	162	263	73	181	254	3								
"LA"	2010	"St. Charles"	"06"	"3 A"	246	74	320	48	251	325	48	271	319	3								
"LA"	2010	"St. John The Baptist"	"01"	"01"	50	25	75	28	44	76	27	49	76	3								
"LA"	2010	"St. James"	"00"	"17"	210	313	523	281	227	523	267	236	503	3								
"LA"	2010	"St. Mary"	"00"	"30A"	91	58	149	55	79	150	49	95	144	3								
"LA"	2010	"Jefferson"	"00"	"198"	384	195	579	172	384	586	163	409	572	3								
"LA"	2010	"Lafourche"	"02"	"05"	115	113	228	114	106	230	114	109	223	3								
"LA"	2010	"St. John The Baptist"	"07"	"03"	165	106	271	82	170	269	72	190	262	3								
"LA"	2010	"Plaquemines"	"02"	"1"	727	163	890	102	694	900	106	776	882	3								
"LA"	2010	"St. John The Baptist"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"St. Charles"	"07"	"2 A"	234	56	290	43	239	290	35	252	287	3								
"LA"	2010	"St. Mary"	"00"	"22"	134	183	317	184	115	314	167	134	301	3								
"LA"	2010	"St. Charles"	"01"	"1"	13	238	251	239	3	250	235	6	241	3								
"LA"	2010	"St. Mary"	"00"	"11"	293	286	579	256	292	579	219	339	558	3								
"LA"	2010	"Terrebonne"	"00"	"83"	460	103	563	82	452	561	137	421	558	3								
"LA"	2010	"Iberia"	"04"	"02"	74	211	285	204	77	290	194	83	277	3								
"LA"	2010	"St. Charles"	"02"	"2"	130	65	195	51	138	198	51	141	192	3								
"LA"	2010	"St. Bernard"	"00"	"56"	3	38	41	36	4	42	29	10	39	3								
"LA"	2010	"Terrebonne"	"00"	"23"	67	240	307	247	52	321	237	56	293	3								
"LA"	2010	"Ascension"	"00"	"36"	124	311	435	306	105	438	282	134	416	3								
"LA"	2010	"Lafourche"	"08"	"01"	150	98	248	70	164	256	77	174	251	3								
"LA"	2010	"St. John The Baptist"	"05"	"04"	337	207	544	188	327	547	190	351	541	3								
"LA"	2010	"Plaquemines"	"04"	"1"	397	148	545	102	345	551	104	421	525	3								
"LA"	2010	"Assumption"	"01"	"1"	71	227	298	237	57	309	208	82	290	3								
"LA"	2010	"St. Martin"	"04"	"3"	341	195	536	153	364	537	124	414	538	3								
"LA"	2010	"St. Mary"	"00"	"13B"	6	17	23	17	5	24	17	4	21	3								
"LA"	2010	"Lafourche"	"10"	"07"	28	34	62	26	35	65	30	29	59	3								
"LA"	2010	"St. Mary"	"00"	"38"	165	76	241	67	172	248	46	182	228	3								
"LA"	2010	"Iberia"	"10"	"02"	195	135	330	113	197	336	93	231	324	3								
"LA"	2010	"St. James"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"St. Charles"	"03"	"6"	16	9	25	6	19	25	5	20	25	3								
"LA"	2010	"Terrebonne"	"00"	"58"	94	47	141	46	90	144	60	77	137	3								
"LA"	2010	"Assumption"	"06"	"1 A"	109	106	215	141	81	232	105	109	214	3								
"LA"	2010	"Assumption"	"07"	"2"	118	60	178	55	119	180	31	143	174	3								
"LA"	2010	"St. Charles"	"03"	"5"	71	22	93	18	73	94	12	79	91	3								
"LA"	2010	"St. Mary"	"00"	"29"	160	37	197	33	160	200	25	165	190	3								
"LA"	2010	"Terrebonne"	"00"	"32"	145	63	208	60	140	210	63	141	204	3								
"LA"	2010	"Plaquemines"	"01"	"4"	0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"St. John The Baptist"	"05"	"01"	117	51	168	53	109	169	50	110	160	3								
"LA"	2010	"St. Martin"	"05"	"2"	365	160	525	153	370	544	57	486	543	3								
"LA"	2010	"Plaquemines"	"01"	"1"	168	155	323	138	158	336	112	196	308	3								
"LA"	2010	"Jefferson"	"00"	"248"	172	89	261	59	190	265	54	196	250	3								
"LA"	2010	"St. Mary"	"00"	"05"	132	28	160	15	130	155	17	142	159	3								
"LA"	2010	"Terrebonne"	"00"	"15"	727	163	890	151	722	898	196	687	883	3								
"LA"	2010	"Iberia"	"07"	"01"	336	113	449	103	337	467	101	362	463	3								
"LA"	2010	"Iberia"	"10"	"04"	240	129	369	100	243	372	73	292	365	3								
"LA"	2010	"St. Bernard"	"00"	"45"	14	109	123	104	14	123	100	19	119	3								
"LA"	2010	"Ascension"	"00"	"33"	448	114	562	96	422	563	80	482	562	3								
"LA"	2010	"Terrebonne"	"00"	"89"	367	81	448	75	349	452	107	339	446	3								
"LA"	2010	"Ascension"	"00"	"24"	220	63	283	65	196	281	42	233	275	3								
"LA"	2010	"Terrebonne"	"00"	"12"	423	65	488	62	406	488	93	389	482	3								
"LA"	2010	"St. Martin"	"06"	"4"	527	344	871	296	544	890	177	702	879	3								
"LA"	2010	"St. Bernard"	"00"	"15"	24	12	36	7	26	37	8	26	34	3								
"LA"	2010	"Iberia"	"10"	"03"	323	127	450	90	350	455	64	383	447	3								
"LA"	2010	"Lafourche"	"04"	"02"	253	102	355	87	249	359	98	252	350	3								
"LA"	2010	"St. Martin"	"03"	"4A"	37	23	60	25	32	64	1	61	62	3								
"LA"	2010	"Jefferson"	"00"	"247"	197	106	303	85	205	307	70	226	296	3								
"LA"	2010	"Terrebonne"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"St. Martin"	"06"	"2A"	12	26	38	26	12	40	15	24	39	3								
"LA"	2010	"Assumption"	"04"	"2"	76	263	339	285	58	364	251	79	330	3								
"LA"	2010	"Lafourche"	"02"	"04"	137	69	206	73	124	208	68	129	197	3								
"LA"	2010	"Iberia"	"12"	"03"	48	363	411	342	46	412	344	59	403	3								
"LA"	2010	"Terrebonne"	"00"	"19 K"	162	71	233	57	165	235	79	151	230	3								
"LA"	2010	"Terrebonne"	"00"	"35"	86	52	138	54	79	139	60	79	139	3								
"LA"	2010	"St. Martin"	"04"	"1"	60	59	119	50	68	124	39	80	119	3								
"LA"	2010	"Ascension"	"00"	"58"	144	110	254	107	134	260	79	167	246	3								
"LA"	2010	"Terrebonne"	"00"	"38"	102	39	141	36	104	146	57	86	143	3								
"LA"	2010	"St. Mary"	"00"	"19B"	21	7	28	7	19	29	5	23	28	3								
"LA"	2010	"St. James"	"00"	"13"	32	342	374	353	6	378	323	24	347	3								
"LA"	2010	"St. Martin"	"02"	"4"	18	21	39	24	15	39	17	21	38	3								
"LA"	2010	"Terrebonne"	"00"	"17"	290	80	370	68	273	366	108	254	362	3								
"LA"	2010	"Iberia"	"13"	"02"	295	150	445	109	317	455	80	363	443	3								
"LA"	2010	"Lafourche"	"07"	"04"	87	328	415	310	97	427	311	97	408	3								
"LA"	2010	"St. Charles"	"04"	"1"	163	94	257	74	176	264	82	175	257	3								
"LA"	2010	"Terrebonne"	"00"	"44"	207	59	266	49	208	268	74	187	261	3								
"LA"	2010	"Terrebonne"	"00"	"76"	196	56	252	45	194	251	64	188	252	3								
"LA"	2010	"St. Martin"	"05"	"3"	469	295	764	251	477	769	156	579	735	3								
"LA"	2010	"Iberia"	"09"	"05"	176	76	252	62	176	263	44	208	252	3								
"LA"	2010	"Ascension"	"00"	"60"	0	0	0	0	0	0	0	0	0	3								
"LA"	2010	"St. John The Baptist"	"04"	"04"	30	14	44	12	31	45	9	35	44	3								
"LA"	2010	"St. Bernard"	"00"	"22"	108	42	150	41	103	153	35	115	150	3								
"LA"	2010	"Lafourche"	"03"	"02"	166	95	261	87	151	264	98	163	261	3								
"LA"	2010	"Lafourche"	"10"	"11"	96	47	143	42	104	149	42	100	142	3								
"LA"	2010	"Plaquemines"	"06"	"4"	14	29	43	26	8	43	19	20	39	3								
"LA"	2010	"Lafourche"	"02"	"06"	207	100	307	101	193	307	103	199	302	3								
"LA"	2010	"Terrebonne"	"00"	"73"	171	72	243	75	173	257	94	155	249	3								
"LA"	2010	"Terrebonne"	"00"	"49"	28	168	196	164	29	196	157	29	186	3								
"LA"	2010	"Lafourche"	"02"	"02"	698	204	902	192	676	900	204	698	902	3								
"LA"	2010	"Terrebonne"	"00"	"61"	66	45	111	43	64	112	58	49	107	3								
"LA"	2010	"St. John The Baptist"	"01"	"04"	41	228	269	223	32	270	215	43	258	3								
"LA"	2010	"St. Bernard"	"00"	"11"	200	123	323	117	190	327	106	209	315	3								
"LA"	2010	"St. Martin"	"09"	"2"	181	166	347	157	171	350	102	227	329	3								
