state	year	county	precinct	precinct_name	g2010_REG_tv	g2010_BALL_tv	g2010_USS_rv	g2010_USS_dv	g2010_USS_tv	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	g2010_GOV_dv	g2010_GOV_rv	g2010_GOV_tv	g2010_TRE_rv	g2010_TRE_dv	g2010_TRE_tv	sd	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	ld	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2
"OR"	2010	"WASHINGTON"	"311"				242	175	417	1	152	246	398	148	270	418	222	161	383																
"OR"	2010	"WASHINGTON"	"312"				283	255	538	1	225	305	530	215	325	540	264	227	491																
"OR"	2010	"WASHINGTON"	"313"				22	39	61	1	36	25	61	31	28	59	21	37	58																
"OR"	2010	"WASHINGTON"	"314"				299	213	512	1	185	316	501	151	370	521	280	188	468																
"OR"	2010	"WASHINGTON"	"315"				289	218	507	1	193	308	501	186	334	520	271	204	475																
"OR"	2010	"WASHINGTON"	"316"				357	365	722	1	317	399	716	294	439	733	316	340	656																
"OR"	2010	"WASHINGTON"	"317"				147	138	285	1	106	184	290	98	196	294	140	119	259																
"OR"	2010	"WASHINGTON"	"318"				894	1149	2043	1	1038	978	2016	992	1088	2080	886	1013	1899																
"OR"	2010	"WASHINGTON"	"319"				235	392	627	1	382	250	632	360	287	647	219	371	590																
"OR"	2010	"WASHINGTON"	"320"				615	881	1496	1	801	679	1480	749	777	1526	599	795	1394																
"OR"	2010	"WASHINGTON"	"321"				86	79	165	1	71	89	160	61	99	160	76	72	148																
"OR"	2010	"WASHINGTON"	"322"				74	73	147	1	65	84	149	56	97	153	66	67	133																
"OR"	2010	"WASHINGTON"	"323"				822	1150	1972	1	1078	881	1959	990	1030	2020	795	993	1788																
"OR"	2010	"WASHINGTON"	"324"				140	156	296	1	139	145	284	137	159	296	139	139	278																
"OR"	2010	"WASHINGTON"	"326"				592	462	1054	1	406	640	1046	349	733	1082	549	409	958																
"OR"	2010	"WASHINGTON"	"327"				795	1053	1848	1	972	877	1849	897	974	1871	802	920	1722																
"OR"	2010	"WASHINGTON"	"328"				443	452	895	1	380	517	897	352	557	909	443	395	838																
"OR"	2010	"WASHINGTON"	"329"				999	1161	2160	1	1062	1080	2142	990	1213	2203	974	1040	2014																
"OR"	2010	"WASHINGTON"	"330"				309	434	743	1	387	337	724	332	426	758	303	368	671																
"OR"	2010	"WASHINGTON"	"332"				637	1014	1651	1	915	721	1636	881	816	1697	649	895	1544																
"OR"	2010	"WASHINGTON"	"333"				414	922	1336	1	855	464	1319	836	535	1371	394	838	1232																
"OR"	2010	"WASHINGTON"	"334"				39	41	80	1	33	46	79	34	45	79	35	36	71																
"OR"	2010	"WASHINGTON"	"335"				1295	1493	2788	1	1329	1433	2762	1258	1585	2843	1242	1334	2576																
"OR"	2010	"WASHINGTON"	"336"				699	916	1615	1	813	797	1610	748	896	1644	719	811	1530																
"OR"	2010	"WASHINGTON"	"337"				930	1227	2157	1	1121	1003	2124	1055	1128	2183	918	1096	2014																
"OR"	2010	"WASHINGTON"	"338"				1071	1309	2380	1	1238	1126	2364	1105	1319	2424	1029	1195	2224																
"OR"	2010	"WASHINGTON"	"339"				324	626	950	1	573	368	941	532	417	949	332	538	870																
"OR"	2010	"WASHINGTON"	"340"				741	1011	1752	1	927	798	1725	833	924	1757	746	877	1623																
"OR"	2010	"WASHINGTON"	"341"				132	109	241	1	84	154	238	87	158	245	118	94	212																
"OR"	2010	"WASHINGTON"	"342"				46	51	97	1	52	42	94	50	49	99	38	52	90																
"OR"	2010	"WASHINGTON"	"343"				1134	1323	2457	1	1187	1263	2450	1119	1374	2493	1075	1229	2304																
"OR"	2010	"WASHINGTON"	"344"				735	1296	2031	1	1209	837	2046	1122	958	2080	740	1162	1902																
"OR"	2010	"WASHINGTON"	"345"				13	17	30	1	16	15	31	12	19	31	13	14	27																
"OR"	2010	"WASHINGTON"	"346"				88	90	178	1	78	99	177	79	100	179	90	79	169																
"OR"	2010	"WASHINGTON"	"347"				14	9	23	1	7	19	26	5	21	26	11	6	17																
"OR"	2010	"WASHINGTON"	"348"				42	51	93	1	48	43	91	41	52	93	39	49	88																
"OR"	2010	"WASHINGTON"	"349"				467	852	1319	1	790	519	1309	756	587	1343	447	815	1262																
"OR"	2010	"WASHINGTON"	"350"				920	1695	2615	1	1552	1042	2594	1521	1145	2666	892	1543	2435																
"OR"	2010	"WASHINGTON"	"351"				466	763	1229	1	728	486	1214	691	565	1256	450	686	1136																
"OR"	2010	"WASHINGTON"	"352"				86	229	315	1	228	92	320	218	110	328	86	224	310																
"OR"	2010	"WASHINGTON"	"353"				306	705	1011	1	638	362	1000	638	401	1039	298	638	936																
"OR"	2010	"WASHINGTON"	"354"				922	1663	2585	1	1521	1061	2582	1471	1166	2637	909	1531	2440																
"OR"	2010	"WASHINGTON"	"355"				565	1273	1838	1	1171	671	1842	1148	741	1889	568	1159	1727																
"OR"	2010	"WASHINGTON"	"356"				392	690	1082	1	633	445	1078	627	479	1106	398	629	1027																
"OR"	2010	"WASHINGTON"	"357"				336	570	906	1	520	378	898	471	446	917	340	505	845																
"OR"	2010	"WASHINGTON"	"358"				161	307	468	1	275	194	469	272	213	485	159	283	442																
"OR"	2010	"WASHINGTON"	"359"				382	804	1186	1	730	436	1166	710	498	1208	359	741	1100																
"OR"	2010	"WASHINGTON"	"360"				540	986	1526	1	918	593	1511	905	651	1556	519	897	1416																
"OR"	2010	"WASHINGTON"	"361"				214	584	798	1	566	234	800	541	282	823	205	570	775																
"OR"	2010	"WASHINGTON"	"362"				839	1689	2528	1	1518	995	2513	1538	1038	2576	789	1602	2391																
"OR"	2010	"WASHINGTON"	"363"				756	1397	2153	1	1264	870	2134	1257	945	2202	712	1325	2037																
"OR"	2010	"WASHINGTON"	"364"				1173	1831	3004	1	1618	1345	2963	1580	1485	3065	1091	1737	2828																
"OR"	2010	"WASHINGTON"	"365"				893	1764	2657	1	1580	1060	2640	1546	1167	2713	829	1703	2532																
"OR"	2010	"WASHINGTON"	"366"				288	682	970	1	594	367	961	609	395	1004	277	629	906																
"OR"	2010	"WASHINGTON"	"367"				1009	1431	2440	1	1292	1119	2411	1218	1264	2482	970	1304	2274																
"OR"	2010	"WASHINGTON"	"368"				984	1423	2407	1	1306	1086	2392	1297	1163	2460	966	1300	2266																
"OR"	2010	"WASHINGTON"	"369"				461	669	1130	1	608	541	1149	586	587	1173	435	628	1063																
"OR"	2010	"WASHINGTON"	"370"				638	885	1523	1	815	708	1523	783	776	1559	608	799	1407																
"OR"	2010	"WASHINGTON"	"371"				556	970	1526	1	865	663	1528	861	703	1564	527	932	1459																
"OR"	2010	"WASHINGTON"	"372"				451	838	1289	1	716	560	1276	745	570	1315	399	836	1235																
"OR"	2010	"WASHINGTON"	"373"				157	132	289	1	113	164	277	119	170	289	140	122	262																
"OR"	2010	"WASHINGTON"	"374"				7	6	13	1	3	10	13	4	9	13	8	4	12																
"OR"	2010	"WASHINGTON"	"375"				54	138	192	1	120	71	191	112	84	196	59	122	181																
"OR"	2010	"WASHINGTON"	"376"				520	784	1304	1	698	601	1299	661	669	1330	516	694	1210																
"OR"	2010	"WASHINGTON"	"377"				821	1148	1969	1	1027	932	1959	981	1032	2013	777	1071	1848																
"OR"	2010	"WASHINGTON"	"378"				206	587	793	1	521	255	776	538	268	806	193	566	759																
"OR"	2010	"WASHINGTON"	"379"				720	1455	2175	1	1344	827	2171	1305	908	2213	704	1352	2056																
"OR"	2010	"WASHINGTON"	"380"				628	1015	1643	1	921	728	1649	884	793	1677	618	916	1534																
"OR"	2010	"WASHINGTON"	"381"				353	868	1221	1	820	392	1212	805	454	1259	359	791	1150																
"OR"	2010	"WASHINGTON"	"382"				556	1195	1751	1	1103	634	1737	1067	722	1789	551	1116	1667																
"OR"	2010	"WASHINGTON"	"383"				299	679	978	1	633	328	961	610	380	990	286	646	932																
"OR"	2010	"WASHINGTON"	"384"				432	1204	1636	1	1110	499	1609	1119	561	1680	390	1144	1534																
"OR"	2010	"WASHINGTON"	"385"				674	1381	2055	1	1219	804	2023	1198	890	2088	584	1337	1921																
"OR"	2010	"WASHINGTON"	"386"				782	1759	2541	1	1549	968	2517	1564	1024	2588	696	1738	2434																
"OR"	2010	"WASHINGTON"	"387"				140	363	503	1	344	152	496	345	172	517	133	340	473																
"OR"	2010	"WASHINGTON"	"388"				22	104	126	1	103	22	125	102	25	127	21	95	116																
"OR"	2010	"WASHINGTON"	"389"				942	1516	2458	1	1352	1076	2428	1315	1187	2502	907	1394	2301																
"OR"	2010	"WASHINGTON"	"390"				997	1483	2480	1	1340	1123	2463	1249	1280	2529	996	1325	2321																
"OR"	2010	"WASHINGTON"	"391"				46	79	125	1	85	45	130	81	52	133	37	81	118																
"OR"	2010	"WASHINGTON"	"392"				33	87	120	1	85	34	119	83	39	122	27	84	111																
"OR"	2010	"WASHINGTON"	"393"				116	366	482	1	337	142	479	327	156	483	125	324	449																
"OR"	2010	"WASHINGTON"	"394"				22	17	39	1	15	22	37	12	26	38	17	17	34																
"OR"	2010	"WASHINGTON"	"395"				668	932	1600	1	824	760	1584	794	849	1643	641	856	1497																
"OR"	2010	"WASHINGTON"	"396"				200	356	556	1	293	255	548	296	264	560	189	329	518																
"OR"	2010	"WASHINGTON"	"397"				896	964	1860	1	829	1030	1859	780	1119	1899	867	881	1748																
"OR"	2010	"WASHINGTON"	"398"				331	270	601	1	224	376	600	215	394	609	323	255	578																
"OR"	2010	"WASHINGTON"	"399"				444	924	1368	1	869	501	1370	821	582	1403	434	853	1287																
"OR"	2010	"WASHINGTON"	"400"				554	1101	1655	1	994	650	1644	978	725	1703	540	1014	1554																
"OR"	2010	"WASHINGTON"	"401"				318	935	1253	1	874	368	1242	865	417	1282	313	870	1183																
"OR"	2010	"WASHINGTON"	"402"				304	374	678	1	335	333	668	322	362	684	284	348	632																
"OR"	2010	"WASHINGTON"	"403"				1246	1410	2656	1	1203	1416	2619	1173	1536	2709	1214	1282	2496																
"OR"	2010	"WASHINGTON"	"404"				713	1037	1750	1	935	800	1735	889	900	1789	706	911	1617																
"OR"	2010	"WASHINGTON"	"405"				1138	1810	2948	1	1595	1348	2943	1552	1477	3029	1159	1601	2760																
"OR"	2010	"WASHINGTON"	"406"				675	1150	1825	1	1083	733	1816	1045	834	1879	652	1063	1715																
"OR"	2010	"WASHINGTON"	"407"				184	410	594	1	367	217	584	356	240	596	168	381	549																
"OR"	2010	"WASHINGTON"	"408"				1160	1914	3074	1	1657	1395	3052	1605	1517	3122	1165	1745	2910																
"OR"	2010	"WASHINGTON"	"409"				610	929	1539	1	849	685	1534	814	748	1562	602	839	1441																
"OR"	2010	"WASHINGTON"	"410"				685	661	1346	1	585	746	1331	546	820	1366	654	623	1277																
"OR"	2010	"WASHINGTON"	"411"				511	812	1323	1	741	576	1317	733	628	1361	495	737	1232																
"OR"	2010	"WASHINGTON"	"412"				597	775	1372	1	710	640	1350	693	710	1403	562	680	1242																
"OR"	2010	"WASHINGTON"	"413"				159	208	367	1	188	173	361	177	205	382	155	194	349																
"OR"	2010	"WASHINGTON"	"414"				360	440	800	1	403	393	796	375	435	810	352	400	752																
"OR"	2010	"WASHINGTON"	"415"				154	211	365	1	176	189	365	163	213	376	145	211	356																
"OR"	2010	"WASHINGTON"	"416"				395	636	1031	1	552	464	1016	526	532	1058	402	556	958																
"OR"	2010	"WASHINGTON"	"417"				286	539	825	1	482	331	813	471	380	851	288	487	775																
"OR"	2010	"WASHINGTON"	"418"				133	143	276	1	133	135	268	120	158	278	130	130	260																
"OR"	2010	"WASHINGTON"	"419"				452	914	1366	1	779	573	1352	741	632	1373	493	791	1284																
"OR"	2010	"WASHINGTON"	"420"				968	1230	2198	1	1078	1106	2184	1047	1195	2242	936	1126	2062																
"OR"	2010	"WASHINGTON"	"421"				10	11	21	1	9	10	19	9	12	21	9	10	19																
"OR"	2010	"WASHINGTON"	"422"				35	40	75	1	40	36	76	36	44	80	29	38	67																
"OR"	2010	"WASHINGTON"	"423"				677	1079	1756	1	977	758	1735	954	853	1807	677	970	1647																
"OR"	2010	"WASHINGTON"	"424"				1347	1347	2694	1	1150	1511	2661	1110	1651	2761	1341	1176	2517																
"OR"	2010	"WASHINGTON"	"425"				252	245	497	1	219	281	500	195	305	500	252	223	475																
"OR"	2010	"WASHINGTON"	"426"				128	100	228	1	93	132	225	87	141	228	104	102	206																
"OR"	2010	"WASHINGTON"	"427"				527	457	984	1	382	585	967	353	644	997	521	388	909																
"OR"	2010	"WASHINGTON"	"428"				351	437	788	1	368	409	777	349	452	801	342	397	739																
"OR"	2010	"WASHINGTON"	"429"				441	681	1122	1	616	494	1110	585	562	1147	465	573	1038																
"OR"	2010	"WASHINGTON"	"430"				169	144	313	1	126	188	314	119	202	321	172	130	302																
"OR"	2010	"WASHINGTON"	"431"				656	562	1218	1	494	717	1211	462	769	1231	618	507	1125																
"OR"	2010	"WASHINGTON"	"432"				56	59	115	1	55	62	117	51	67	118	61	52	113																
"OR"	2010	"WASHINGTON"	"433"				678	921	1599	1	804	785	1589	791	833	1624	663	837	1500																
"OR"	2010	"WASHINGTON"	"434"				875	1299	2174	1	1201	962	2163	1143	1064	2207	859	1165	2024																
"OR"	2010	"WASHINGTON"	"435"				1233	1198	2431	1	1084	1348	2432	1042	1460	2502	1194	1083	2277																
"OR"	2010	"WASHINGTON"	"436"				780	660	1440	1	518	929	1447	507	960	1467	755	606	1361																
"OR"	2010	"WASHINGTON"	"437"				12	31	43	1	28	15	43	21	20	41	11	30	41																
"OR"	2010	"WASHINGTON"	"438"				206	152	358	1	115	234	349	107	262	369	203	131	334																
"OR"	2010	"WASHINGTON"	"439"				115	116	231	1	96	134	230	91	142	233	112	100	212																
"OR"	2010	"WASHINGTON"	"440"				222	338	560	1	321	222	543	297	268	565	227	294	521																
"OR"	2010	"WASHINGTON"	"441"				6	39	45	1	36	8	44	31	14	45	10	33	43																
"OR"	2010	"WASHINGTON"	"442"				323	287	610	1	256	344	600	225	398	623	318	254	572																
"OR"	2010	"WASHINGTON"	"443"				0	0	0	1	0	0	0	0	0	0	0	0	0																
"OR"	2010	"WASHINGTON"	"444"				591	794	1385	1	695	665	1360	665	749	1414	606	687	1293																
"OR"	2010	"WASHINGTON"	"445"				191	214	405	1	194	211	405	181	236	417	188	191	379																
"OR"	2010	"WASHINGTON"	"446"				215	542	757	1	496	253	749	465	298	763	227	491	718																
"OR"	2010	"WASHINGTON"	"447"				699	925	1624	1	820	799	1619	777	870	1647	675	875	1550																
"OR"	2010	"WASHINGTON"	"448"				43	130	173	1	130	42	172	133	52	185	42	121	163																
"OR"	2010	"WASHINGTON"	"449"				9	32	41	1	31	9	40	27	12	39	9	31	40																
"OR"	2010	"WASHINGTON"	"451"				195	203	398	1	190	211	401	183	221	404	190	192	382																
"OR"	2010	"WASHINGTON"	"452"				537	924	1461	1	853	578	1431	802	696	1498	534	810	1344																
"OR"	2010	"WASHINGTON"	"453"				7	11	18	1	8	8	16	10	9	19	7	10	17																
"OR"	2010	"WASHINGTON"	"454"				178	144	322	1	129	194	323	119	209	328	159	139	298																
"OR"	2010	"WASHINGTON"	"455"				4	6	10	1	3	7	10	3	7	10	5	3	8																
"OR"	2010	"WASHINGTON"	"456"				34	42	76	1	33	39	72	32	43	75	38	37	75																
"OR"	2010	"WASHINGTON"	"457"				670	655	1325	1	580	744	1324	554	797	1351	664	576	1240																
"OR"	2010	"WASHINGTON"	"458"				809	1000	1809	1	932	864	1796	855	987	1842	817	859	1676																
"OR"	2010	"WASHINGTON"	"459"				677	1105	1782	1	998	772	1770	927	875	1802	664	951	1615																
"OR"	2010	"WASHINGTON"	"460"				297	648	945	1	618	318	936	575	379	954	296	571	867																
"OR"	2010	"WASHINGTON"	"461"				578	1030	1608	1	919	674	1593	888	751	1639	563	959	1522																
"OR"	2010	"WHEELER"	"1"	"FOSSIL"			124	182	306	2	78	237	315	114	189	303	114	162	276																
"OR"	2010	"WHEELER"	"3"	"MITCHELL"			119	82	201	2	33	179	212	63	146	209	107	78	185																
"OR"	2010	"WHEELER"	"4"	"SPRAY"			145	60	205	2	29	177	206	39	165	204	134	47	181																
"OR"	2010	"BAKER"	"1"	"BAKER #1"			348	337	716	2	146	555	705	234	444	714	365	257	664									60		536	546				
"OR"	2010	"BAKER"	"2"	"BAKER #2"			340	319	690	2	140	536	678	231	424	693	330	270	653									60		508	522				
"OR"	2010	"BAKER"	"3"	"BAKER #3"			373	290	707	2	160	527	687	194	472	708	386	226	667									60		523	535				
"OR"	2010	"BAKER"	"4"	"BAKER #4"			444	384	862	2	168	680	851	257	557	857	476	283	797									60		665	675				
"OR"	2010	"BAKER"	"5"	"BAKER #5"			503	388	927	2	152	759	911	251	641	934	519	274	848									60		711	723				
"OR"	2010	"BAKER"	"13"	"BAKER COUNTRY"			391	155	565	2	64	496	561	76	469	566	395	106	525									60		475	481				
"OR"	2010	"BAKER"	"14"	"DURKEE"			58	15	77	2	7	69	76	8	65	77	56	10	74									60		69	71				
"OR"	2010	"BAKER"	"15"	"EAGLE VA"			215	122	361	2	69	287	357	75	260	361	209	104	340									60		280	290				
"OR"	2010	"BAKER"	"17"	"HAINES"			305	182	499	2	68	430	498	117	367	504	327	118	475									60		408	409				
"OR"	2010	"BAKER"	"18"	"HEREFORD"			69	13	84	2	5	79	84	8	78	86	64	8	77									60		73	73				
"OR"	2010	"BAKER"	"19"	"HUNTINGTON"			80	104	202	2	67	124	191	65	113	199	84	85	187									60		147	149				
"OR"	2010	"BAKER"	"20"	"IRONDYKE"			23	14	46	2	19	24	44	9	29	44	22	10	42									60		29	33				
"OR"	2010	"BAKER"	"21"	"KEATING"			91	32	127	2	7	116	123	17	111	130	98	15	118									60		115	115				
"OR"	2010	"BAKER"	"22"	"PINE VALLEY"			211	240	479	2	128	341	469	191	255	477	232	189	446									60		343	345				
"OR"	2010	"BAKER"	"24"	"POCA-WING"			377	231	623	2	100	513	615	145	453	623	391	164	573									60		497	504				
"OR"	2010	"BAKER"	"25"	"SUMPTER"			134	80	224	2	39	183	222	53	157	225	132	59	211									60		171	175				
"OR"	2010	"BAKER"	"26"	"UNITY"			50	23	77	2	12	64	76	18	58	78	56	15	77									60		64	64				
"OR"	2010	"BENTON"	"1"	"01A"	212	170	78	86	166	5	77	85	165	72	93	165	75	69	147	8	45	118	163					16	78	82	160				
"OR"	2010	"BENTON"	"2"	"01B"	4122	2974	848	1931	2898	4	878	70	2816	1857	988	2915	881	1671	2691	8	1523	1271	2799					16	1865	925	2792				
"OR"	2010	"BENTON"	"3"	"02A"	161	106	16	83	102	5	15	80	103	81	18	101	14	72	97	8	76	24	100					16	81	19	100				
"OR"	2010	"BENTON"	"4"	"02B"	2146	1190	238	799	1134	4	267	57	1098	809	280	1143	241	723	1052	8	756	308	1071					16	786	269	1060				
"OR"	2010	"BENTON"	"5"	"03A"	3055	2171	547	1430	2116	5	555	1476	2112	1441	625	2139	537	1323	1987	8	1291	755	2051					16	1400	617	2028				
"OR"	2010	"BENTON"	"6"	"03B"	568	386	74	283	383	4	80	16	382	281	83	382	73	273	366	8	269	108	377					16	291	82	373				
"OR"	2010	"BENTON"	"7"	"04A"	50	41	12	28	41	5	10	30	41	29	12	41	11	26	39	8	21	20	41					16	27	14	41				
"OR"	2010	"BENTON"	"8"	"04B"	2031	1126	235	767	1080	4	274	48	1041	772	287	1098	237	667	996	8	642	385	1031					16	747	266	1017				
"OR"	2010	"BENTON"	"9"	"05A"	2669	1823	226	1461	1784	5	228	1468	1782	1484	271	1794	241	1296	1643	8	1281	418	1703					16	1439	247	1695				
"OR"	2010	"BENTON"	"10"	"05B"	99	56	16	31	50	4	17	0	45	27	24	52	17	26	46	8	26	22	48					16	26	20	46				
"OR"	2010	"BENTON"	"11"	"6"	2872	2140	488	1527	2103	5	499	1540	2101	1489	559	2096	494	1349	1952	8	1264	760	2029					16	1487	543	2035				
"OR"	2010	"BENTON"	"12"	"07A"	3569	2870	678	2038	2801	5	717	2046	2807	1937	840	2821	732	1762	2581	8	1601	1120	2731					16	1955	753	2716				
"OR"	2010	"BENTON"	"13"	"07B"	118	102	24	71	98	4	27	2	96	72	27	100	27	65	95	8	61	38	99					16	69	29	98				
"OR"	2010	"BENTON"	"14"	"8"	4106	3328	818	2360	3252	5	853	2344	3266	2235	998	3278	891	2040	3037	8	1821	1372	3197					16	2246	919	3168				
"OR"	2010	"BENTON"	"15"	"9"	2781	2070	603	1310	2000	5	645	1310	2009	1236	729	2021	637	1108	1855	8	1061	877	1939					16	1229	690	1925				
"OR"	2010	"BENTON"	"16"	"10A"	2225	1569	602	872	1540	5	632	875	1545	759	728	1546	632	725	1445	8	630	870	1502					16	733	765	1506				
"OR"	2010	"BENTON"	"17"	"10B"	269	207	73	130	205	4	88	0	199	98	101	205	88	96	193	8	87	114	201					16	106	93	199				
"OR"	2010	"BENTON"	"18"	"11A"	832	689	324	332	677	5	347	319	677	255	414	683	325	271	623	8	183	480	665					15	193	467	660				
"OR"	2010	"BENTON"	"19"	"11B"	3537	2869	1368	1365	2820	4	1452	51	2723	1122	1642	2837	1367	1159	2619	8	849	1897	2751					15	824	1914	2740				
"OR"	2010	"BENTON"	"20"	"12"	437	306	150	127	293	4	168	8	290	120	160	299	153	113	279	8	93	189	282					15	108	183	292				
"OR"	2010	"BENTON"	"21"	"13"	295	219	80	123	215	5	86	126	215	107	95	214	82	113	210	8								23	115	87	202				
"OR"	2010	"BENTON"	"22"	"14"	640	475	241	187	461	5	245	207	467	176	269	466	247	167	437	8								23	277	145	426				
"OR"	2010	"BENTON"	"23"	"15"	2768	2195	919	1185	2160	5	945	1183	2167	1103	1028	2171	943	999	2019	8	50	94	144					23	1034	758	1798	16	70	77	149
"OR"	2010	"BENTON"	"24"	"16A"	564	455	154	269	447	5	166	273	448	263	172	448	161	243	426	8	222	208	431					16	268	167	436				
"OR"	2010	"BENTON"	"25"	"16B"	1355	1072	358	674	1057	4	390	22	1049	631	405	1057	373	594	1003	8	503	523	1027					16	640	388	1030				
"OR"	2010	"BENTON"	"26"	"17A"	856	679	263	383	665	5	264	384	661	358	290	665	266	332	624	8	266	376	645					15	299	329	629				
"OR"	2010	"BENTON"	"27"	"17B"	2337	1917	620	1205	1886	4	665	37	1851	1126	721	1891	649	1065	1785	8	876	960	1841					15	954	850	1810				
"OR"	2010	"BENTON"	"28"	"18A"	16	15	1	10	14	5	2	11	14	10	2	13	1	10	12	8	8	6	14					15	10	4	14				
"OR"	2010	"BENTON"	"29"	"18B"	1429	1200	656	479	1165	4	688	21	1128	391	768	1188	647	400	1087	8	268	888	1160					15	300	847	1149				
"OR"	2010	"BENTON"	"30"	"19A"	1541	1245	448	734	1226	5	469	726	1227	676	525	1226	470	625	1156	8	173	160	335					23	439	358	800	16	216	115	332
"OR"	2010	"BENTON"	"31"	"19B"	68	53	14	38	52	4	15	1	52	34	18	52	19	30	51	8	15	19	34					16	22	12	34	23	10	7	17
"OR"	2010	"BENTON"	"32"	"20"	1389	1091	524	504	1062	5	552	501	1074	447	595	1082	516	432	1004	8								23	616	370	987				
"OR"	2010	"CLATSOP"	"1"	"ASTORIA 1"	501	390	117	253	383	1	245	124	381	229	152	385	116	215	345	16	272	112	385					31	237	126	364				
"OR"	2010	"CLATSOP"	"2"	"ASTORIA 2"	749	572	136	415	566	1	391	162	568	368	182	565	141	356	523	16	442	120	564					31	381	152	535				
"OR"	2010	"CLATSOP"	"3"	"ASTORIA 3"	806	564	156	378	550	1	362	170	549	330	211	553	166	334	517	16	385	164	550					31	354	169	524				
"OR"	2010	"CLATSOP"	"4"	"ASTORIA 4"	798	622	190	385	603	1	367	210	598	342	244	611	202	337	570	16	407	193	602					31	360	208	571				
"OR"	2010	"CLATSOP"	"5"	"ASTORIA 5"	562	433	104	303	423	1	288	109	419	277	138	428	113	262	397	16	325	97	424					31	287	118	409				
"OR"	2010	"CLATSOP"	"6"	"ASTORIA 6"	556	444	102	306	431	1	301	107	432	293	136	440	106	278	406	16	346	90	438					31	293	116	414				
"OR"	2010	"CLATSOP"	"7"	"ASTORIA 7"	645	493	121	341	479	1	328	136	478	311	159	487	119	308	444	16	356	125	482					31	312	135	450				
"OR"	2010	"CLATSOP"	"8"	"ASTORIA 8"	492	324	89	208	311	1	198	99	311	198	108	318	88	194	297	16	219	97	316					31	198	101	299				
"OR"	2010	"CLATSOP"	"20"	"CANNON BEACH"	955	751	219	497	734	1	478	228	728	461	265	736	209	457	686	16	482	236	720					32	509	211	721				
"OR"	2010	"CLATSOP"	"21"	"CHADWELL"	631	469	203	244	455	1	214	232	454	184	269	462	210	177	399	16	272	188	460					32	217	225	442				
"OR"	2010	"CLATSOP"	"22"	"NORTH CLATSOP"	697	514	207	281	498	1	242	240	497	230	264	509	206	234	465	16	259	237	498					32	244	245	493				
"OR"	2010	"CLATSOP"	"23"	"SOUTH CLATSOP"	1031	846	382	414	820	1	374	435	826	331	490	834	384	370	774	16	435	383	819					32	390	418	810				
"OR"	2010	"CLATSOP"	"24"	"ELSIE"	223	153	48	95	151	1	89	52	147	80	67	151	56	81	140	16	89	55	145					32	86	58	144				
"OR"	2010	"CLATSOP"	"25"	"GEARHART"	864	694	234	418	672	1	390	262	671	352	313	679	241	354	621	16	413	252	665					32	411	252	663				
"OR"	2010	"CLATSOP"	"26"	"HAMLET"	230	177	51	108	171	1	106	53	170	97	71	175	47	96	158	16	95	70	165					32	121	51	172				
"OR"	2010	"CLATSOP"	"28"	"JEWELL"	364	260	108	131	250	1	123	113	244	119	133	258	105	112	234	16	123	128	251					32	129	118	247				
"OR"	2010	"CLATSOP"	"29"	"JOHN DAY"	372	263	104	140	262	1	134	114	261	115	136	262	110	120	246	16	159	101	260					31	131	120	252				
"OR"	2010	"CLATSOP"	"30"	"KNAPPA"	1041	729	247	435	708	1	411	266	709	357	338	715	251	396	675	16	454	248	706					31	403	279	689				
"OR"	2010	"CLATSOP"	"31"	"LEWIS & CLARK"	701	505	210	259	490	1	238	237	491	222	252	498	203	221	456	16	284	202	492					32	247	221	472				
"OR"	2010	"CLATSOP"	"35"	"NECANICUM"	270	192	79	104	185	1	94	84	183	79	101	185	88	89	180	16	97	88	186					32	102	83	185				
"OR"	2010	"CLATSOP"	"36"	"OLNEY"	380	272	130	129	264	1	114	140	260	101	156	269	118	102	235	16	151	114	265					32	123	137	260				
"OR"	2010	"CLATSOP"	"37"	"SEASIDE 1"	633	481	185	262	470	1	245	204	464	225	232	473	183	232	444	16	253	203	459					32	261	199	461				
"OR"	2010	"CLATSOP"	"38"	"SEASIDE 2"	547	354	119	210	343	1	201	126	343	185	148	346	116	176	308	16	190	142	333					32	182	144	328				
"OR"	2010	"CLATSOP"	"39"	"SEASIDE 3"	589	381	124	228	373	1	212	140	374	205	157	378	134	186	347	16	218	152	372					32	216	148	366				
"OR"	2010	"CLATSOP"	"40"	"SEASIDE 4"	1312	889	304	518	858	1	491	340	862	447	401	875	326	454	820	16	510	350	862					32	504	349	853				
"OR"	2010	"CLATSOP"	"43"	"STANLEY ACRES"	178	124	53	62	120	1	54	58	118	48	69	123	48	56	112	16	58	60	120					32	59	62	122				
"OR"	2010	"CLATSOP"	"44"	"SVENSEN"	546	401	138	235	390	1	207	165	388	195	181	391	134	200	357	16	240	148	389					31	223	151	376				
"OR"	2010	"CLATSOP"	"45"	"ARCH CAPE"	181	149	54	89	147	1	85	58	147	90	54	145	52	87	142	16	90	52	142					32	95	49	144				
