state	year	county	precinct	precinct_name	g2010_REG_tv	g2010_BALL_tv	g2010_USS_rv	g2010_USS_dv	g2010_USS_tv	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	g2010_GOV_dv	g2010_GOV_rv	g2010_GOV_tv	g2010_TRE_rv	g2010_TRE_dv	g2010_TRE_tv	sd	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	ld	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2
"OR"	2010	"Lane"	"12"	"100086"	416	254	62	165	248	4	173	65	250	156	7	179	71	150	237	6	155	64	241					12	164	77	241				
"OR"	2010	"Lane"	"13"	"100087"	1252	975	399	521	958	4	520	418	965	455	460	958	393	427	876									9	500	420	922				
"OR"	2010	"Lane"	"14"	"100090"	2329	1714	638	980	1670	4	1007	668	1699	902	731	1694	639	864	1571	6	823	654	1562					11	880	700	1585				
"OR"	2010	"Lane"	"15"	"100091"	1075	750	270	444	735	4	469	257	739	401	314	738	269	363	667	6	376	295	690					11	402	285	690				
"OR"	2010	"Lane"	"16"	"100095"	977	665	238	405	660	4	409	242	659	349	273	654	228	349	611	6	339	256	621					12	352	263	617				
"OR"	2010	"Lane"	"17"	"100097"	2122	1627	802	739	1595	4	742	850	1617	631	928	1606	777	644	1509	4	627	923	1554					7	592	946	1544				
"OR"	2010	"Lane"	"18"	"100100"	1445	1130	483	582	1112	4	595	513	1116	513	580	1119	476	508	1045	4	513	573	1087					8	532	500	1033				
"OR"	2010	"Lane"	"19"	"100102"	1439	1100	484	533	1072	4	556	501	1083	490	534	1081	456	477	1015	4	473	565	1042					7	419	608	1036				
"OR"	2010	"Lane"	"20"	"100103"	954	719	273	388	705	4	398	302	713	341	338	708	277	339	661									10	347	320	672				
"OR"	2010	"Lane"	"21"	"100105"	1254	899	368	479	888	4	508	375	894	449	394	890	353	421	830	6	395	392	838					11	406	431	840				
"OR"	2010	"Lane"	"22"	"100107"	3445	2677	1287	1233	2611	4	1295	1310	2650	1102	1450	2641	1230	1040	2427	4	1069	1451	2526					7	972	1510	2492				
"OR"	2010	"Lane"	"23"	"100111"	3809	2881	1376	1338	2813	4	1420	1403	2856	1206	1539	2838	1365	1148	2641	6	1071	1426	2637					11	1121	1598	2726				
"OR"	2010	"Lane"	"24"	"100112"	544	423	145	258	415	4	260	158	421	238	170	422	150	226	394	4	229	177	406					7	203	192	397				
"OR"	2010	"Lane"	"25"	"100116"	4755	3544	794	2555	3461	4	2632	809	3497	2441	967	3493	800	2283	3234	7	2429	817	3258					13	2415	799	3321				
"OR"	2010	"Lane"	"26"	"100119"	781	586	269	269	567	4	297	273	584	243	301	575	262	232	527	4	229	309	541					7	214	331	548				
"OR"	2010	"Lane"	"27"	"100121"	1481	1023	377	586	996	4	629	370	1009	505	457	1004	380	481	919	7	565	382	949					14	457	402	913				
"OR"	2010	"Lane"	"28"	"100124"	4151	2941	1111	1681	2887	4	1739	1137	2918	1510	1282	2886	1103	1446	2675	7	1689	1048	2750					14	1368	1146	2661				
"OR"	2010	"Lane"	"29"	"100128"	2504	1749	601	1069	1719	4	1094	616	1734	967	700	1724	612	901	1606	7	970	617	1592					13	965	624	1643				
"OR"	2010	"Lane"	"30"	"100130"	2027	1685	689	897	1651	4	923	723	1666	811	817	1672	694	782	1571									10	846	719	1567				
"OR"	2010	"Lane"	"31"	"100152"	2332	1818	901	823	1774	4	853	914	1796	729	1000	1780	865	711	1648	6	716	931	1707					11	736	951	1694				
"OR"	2010	"Lane"	"32"	"100153"	1650	1313	573	687	1293	4	703	573	1299	595	664	1293	578	561	1202	6	549	592	1198					11	596	626	1224				
"OR"	2010	"Lane"	"33"	"100155"	3347	2640	1261	1273	2596	4	1278	1313	2618	1076	1465	2610	1277	1028	2426	6	1010	1304	2435					11	1088	1361	2455				
"OR"	2010	"Lane"	"34"	"100200"	674	498	192	272	481	4	279	205	489	252	216	488	196	225	446	6	216	206	443					11	245	211	456				
"OR"	2010	"Lane"	"35"	"100300"	4810	3287	1398	1652	3193	4	1702	1473	3235	1441	1660	3237	1424	1409	3029	4	1446	1654	3106					7	1335	1751	3092				
"OR"	2010	"Lane"	"36"	"100400"	2501	1698	824	766	1650	4	812	839	1676	669	941	1671	806	633	1539	6	571	890	1548					11	674	907	1584				
"OR"	2010	"Lane"	"37"	"100500"	1008	833	399	389	812	4	376	421	814	319	472	815	394	307	748									9	380	406	791				
"OR"	2010	"Lane"	"38"	"100601"	2471	1877	712	1038	1822	4	1059	751	1847	937	822	1837	726	894	1722									9	1049	740	1791				
"OR"	2010	"Lane"	"39"	"100602"	2573	2082	885	1097	2031	4	1094	940	2056	963	1022	2051	900	934	1923									9	1057	928	1988				
"OR"	2010	"Lane"	"40"	"100700"	2697	1868	913	847	1822	4	864	952	1844	681	1088	1848	892	713	1713	7	793	932	1734					14	634	1032	1755				
"OR"	2010	"Lane"	"41"	"100800"	1630	1150	469	590	1121	4	614	489	1129	521	530	1125	395	539	1019	4	516	560	1078					7	469	590	1064				
"OR"	2010	"Lane"	"42"	"100900"	2319	1592	793	675	1540	4	715	826	1574	615	874	1559	754	599	1467	4	614	883	1500					8	645	782	1433				
"OR"	2010	"Lane"	"43"	"101101"	101	4229	524	2473	3106	4	2540	548	3148	2452	617	3131	533	2223	2900	4	2388	609	3002					8	2342	551	2898				
"OR"	2010	"Lane"	"44"	"101103"	103	4289	234	2784	3138	4	2868	228	3155	2833	303	3174	248	2541	2939	4	2751	280	3036					8	2688	256	2947				
"OR"	2010	"Lane"	"45"	"101105"	105	958	74	415	537	4	460	67	542	437	80	535	71	380	501	7	429	73	505					14	406	76	505				
"OR"	2010	"Lane"	"46"	"101107"	107	811	38	446	517	4	470	46	525	460	53	523	38	420	492	7	448	42	492					13	429	40	492				
"OR"	2010	"Lane"	"47"	"101109"	109	110	6	49	64	4	50	10	63	48	14	64	11	40	55	7	46	9	55					14	38	12	53				
"OR"	2010	"Lane"	"48"	"101117"	117	1066	66	609	725	4	643	64	734	643	69	736	65	566	680	7	613	61	683					13	588	61	696				
"OR"	2010	"Lane"	"49"	"101215"	215	3865	448	2445	2992	4	2522	455	3019	2430	551	3025	469	2222	2797	6	2196	506	2778					11	2322	526	2857				
"OR"	2010	"Lane"	"50"	"101223"	223	3367	429	2166	2680	4	2217	432	2689	2147	523	2703	433	1990	2526	6	1979	453	2513					11	2118	451	2571				
"OR"	2010	"Lane"	"51"	"101235"	235	2757	222	1847	2135	4	1898	233	2156	1848	268	2151	223	1689	1997	4	1807	262	2075					8	1775	229	2009				
"OR"	2010	"Lane"	"52"	"101237"	237	2952	439	1870	2357	4	1900	449	2370	1823	526	2370	473	1683	2208	4	1797	501	2299					8	1749	469	2220				
"OR"	2010	"Lane"	"53"	"101313"	313	4095	221	1226	1600	4	1242	248	1584	1295	292	1646	215	1099	1489	4	1216	246	1467					8	1142	286	1433				
"OR"	2010	"Lane"	"54"	"101315"	315	3551	203	1846	2145	4	1883	221	2158	1884	246	2174	195	1700	1998	4	1791	242	2039					8	1737	245	1988				
"OR"	2010	"Lane"	"55"	"101317"	317	3373	285	2152	2524	4	2209	293	2538	2179	350	2560	287	2005	2383	6	2006	307	2371					11	2150	292	2446				
"OR"	2010	"Lane"	"56"	"101431"	431	1766	211	610	869	4	613	231	865	596	262	878	215	543	808	7	586	231	818					13	577	217	816				
"OR"	2010	"Lane"	"57"	"101433"	433	2362	484	1163	1702	4	1216	488	1724	1098	585	1723	505	997	1580	7	1087	494	1585					13	1113	474	1630				
"OR"	2010	"Lane"	"58"	"101435"	435	3092	797	1399	2257	4	1417	827	2273	1297	947	2280	838	1181	2096	7	1243	834	2086					13	1256	814	2147	11	4	12	16
"OR"	2010	"Lane"	"59"	"101439"	439	4040	1202	1678	2933	4	1744	1189	2965	1555	1367	2974	1203	1447	2734	7	1537	1185	2729	6	2	14	16	13	1555	1176	2798				
"OR"	2010	"Lane"	"60"	"101505"	505	899	270	355	643	4	360	277	645	319	312	644	273	293	598	7	336	266	607					14	292	275	591				
"OR"	2010	"Lane"	"61"	"101507"	507	2911	635	1149	1858	4	1163	671	1865	1078	752	1881	647	1003	1732	7	1064	655	1728					13	1047	669	1760				
"OR"	2010	"Lane"	"62"	"101511"	511	4698	1178	2211	3468	4	2236	1271	3549	2030	1414	3503	1203	1894	3221	7	2006	1191	3213					13	2061	1187	3330				
"OR"	2010	"Lane"	"63"	"101523"	523	3875	1278	1596	2930	4	1611	1310	2947	1413	1492	2950	1313	1313	2723	7	1396	1195	2598	6	52	86	145	13	1383	1211	2662	11	66	79	145
"OR"	2010	"Lane"	"64"	"101613"	613	3675	813	1545	2467	4	1604	839	2489	1414	958	2490	797	1337	2286	7	1485	833	2328					14	1331	824	2278				
"OR"	2010	"Lane"	"65"	"101617"	617	4630	1307	1729	3133	4	1783	1315	3143	1539	1504	3147	1345	1433	2933	7	1649	1323	2989					14	1408	1377	2922				
"OR"	2010	"Lane"	"66"	"101623"	623	3817	842	1303	2228	4	1358	842	2234	1192	969	2241	834	1094	2057	7	1242	861	2113					14	1081	864	2055				
"OR"	2010	"Lane"	"67"	"101711"	711	1192	144	454	638	4	491	149	651	439	176	651	158	405	614	7	456	167	624					14	397	167	604				
"OR"	2010	"Lane"	"68"	"101713"	713	2974	1023	1151	2216	4	1176	1053	2249	1031	1181	2251	1024	987	2081	7	1110	994	2110					14	926	1051	2063				
"OR"	2010	"Lane"	"69"	"101715"	715	252	20	132	158	4	133	25	159	122	31	156	23	108	147	4	115	33	148					8	112	29	141				
"OR"	2010	"Lane"	"70"	"101717"	717	333	23	180	214	4	185	22	216	187	23	215	25	167	207	4	180	28	208					8	172	30	202				
"OR"	2010	"Lane"	"71"	"101719"	719	464	110	157	276	4	154	116	276	131	134	275	105	132	253	7	139	115	254					13	135	108	255				
"OR"	2010	"Lane"	"72"	"101723"	723	5080	492	2567	3228	4	2673	516	3272	2607	566	3269	483	2358	3061	7	2521	514	3061					13	2443	510	3096				
"OR"	2010	"Lane"	"73"	"101803"	803	1999	231	997	1290	4	1036	241	1300	979	283	1299	231	882	1222	7	996	228	1233					14	938	226	1217				
"OR"	2010	"Lane"	"74"	"101805"	805	2540	476	831	1388	4	883	488	1394	747	579	1394	479	761	1318	7	821	513	1338					14	732	489	1308				
"OR"	2010	"Lane"	"75"	"101807"	807	4897	1187	2413	3688	4	2447	1215	3701	2299	1355	3711	1196	2089	3412	4	2239	1281	3522					8	2225	1188	3421				
"OR"	2010	"Lane"	"76"	"101809"	809	1449	280	595	922	4	633	286	936	547	338	926	281	515	852	4	538	336	874					8	538	316	856				
"OR"	2010	"Lane"	"77"	"102102"	102	4140	931	1594	2615	4	1666	929	2635	1460	1088	2638	892	1421	2461	6	1365	998	2501					12	1448	971	2425	11	13	12	25
"OR"	2010	"Lane"	"78"	"102206"	206	4467	810	1953	2907	4	2017	867	2946	1814	1002	2940	827	1713	2714	6	1692	918	2769					12	1812	920	2745				
"OR"	2010	"Lane"	"79"	"102304"	304	4396	858	1729	2722	4	1828	874	2765	1565	1040	2742	836	1520	2547	6	1537	866	2577					12	1589	943	2547	11	2	0	2
"OR"	2010	"Lane"	"80"	"102402"	402	5299	1261	1662	3083	4	1738	1298	3117	1454	1503	3114	1229	1433	2881	6	1409	1315	2908					12	1441	1325	2775	11	29	51	80
"OR"	2010	"Lane"	"81"	"102504"	504	4873	1095	1653	2876	4	1711	1141	2919	1399	1345	2906	1125	1335	2686	6	1370	1161	2712					12	1353	1068	2428	11	119	139	259
"OR"	2010	"Lane"	"82"	"102606"	606	3640	1052	1331	2453	4	1379	1058	2485	1199	1201	2479	1056	1092	2261	6	1059	1116	2300					12	1117	1150	2272				
"OR"	2010	"Lane"	"83"	"102608"	608	1966	660	591	1285	4	624	663	1302	523	743	1301	658	496	1214	6	495	674	1224					12	530	690	1224				
"OR"	2010	"Linn"	"1"	"1"			168	246	433	4	261	162	435	240	187	436	156	224	403																
"OR"	2010	"Linn"	"2"	"3"			117	227	353	4	239	112	355	212	135	354	120	202	335																
"OR"	2010	"Linn"	"3"	"5"			151	222	404	4	228	165	408	196	194	407	158	190	383																
"OR"	2010	"Linn"	"4"	"8"			247	268	544	4	269	263	545	205	315	549	252	211	519																
"OR"	2010	"Linn"	"5"	"11"			136	199	347	4	201	137	347	163	180	355	142	164	324																
"OR"	2010	"Linn"	"6"	"14"			140	214	371	4	206	154	375	160	192	373	132	184	345																
"OR"	2010	"Linn"	"7"	"15"			59	80	148	4	86	56	147	60	73	145	51	72	140																
"OR"	2010	"Linn"	"8"	"16"			203	238	469	4	247	214	469	220	225	467	193	225	436																
"OR"	2010	"Linn"	"9"	"18"			689	706	1466	4	694	753	1472	600	828	1480	688	592	1350																
"OR"	2010	"Linn"	"10"	"19"			302	308	631	4	307	316	630	233	382	632	300	243	573																
"OR"	2010	"Linn"	"11"	"20"			211	153	379	4	144	223	376	119	238	377	189	126	358																
"OR"	2010	"Linn"	"12"	"21"			189	105	303	4	97	202	306	75	213	302	189	82	289																
"OR"	2010	"Linn"	"13"	"22"			10	6	16	4	7	10	17	5	11	16	8	8	16																
"OR"	2010	"Linn"	"14"	"23"			463	254	750	4	277	465	753	217	503	754	434	229	710																
"OR"	2010	"Linn"	"15"	"25"			256	216	502	4	226	263	501	175	305	505	249	191	478																
"OR"	2010	"Linn"	"16"	"26"			97	70	171	4	69	102	173	45	126	175	86	64	154																
"OR"	2010	"Linn"	"17"	"27"			252	149	408	4	150	256	410	116	286	412	245	115	377																
"OR"	2010	"Linn"	"18"	"28"			256	134	415	4	138	278	418	113	295	420	248	127	400																
"OR"	2010	"Linn"	"19"	"29"			646	423	1115	4	444	660	1119	341	718	1119	627	345	1039																
"OR"	2010	"Linn"	"20"	"30"			111	41	158	4	47	114	161	24	128	160	96	34	143																
"OR"	2010	"Linn"	"21"	"31"			391	273	706	4	266	431	707	230	455	713	387	241	670																
"OR"	2010	"Linn"	"22"	"32"			277	176	466	4	164	289	460	142	313	471	258	155	448																
"OR"	2010	"Linn"	"23"	"34"			138	102	248	4	90	157	249	65	177	249	143	69	229																
"OR"	2010	"Linn"	"24"	"35"			500	373	914	4	354	552	915	271	600	919	497	300	866																
"OR"	2010	"Linn"	"25"	"36"			281	254	559	4	245	307	560	207	345	573	302	207	527																
"OR"	2010	"Linn"	"26"	"37"			282	262	568	4	253	299	567	207	338	576	272	222	542																
"OR"	2010	"Linn"	"27"	"38"			199	201	438	4	210	222	443	160	255	441	210	159	413																
"OR"	2010	"Linn"	"28"	"39"			191	175	392	4	176	212	395	134	243	398	204	141	372																
"OR"	2010	"Linn"	"29"	"40"			1	4	5	4	1	4	5	0	5	5	1	4	5																
"OR"	2010	"Linn"	"30"	"41"			156	168	333	4	170	160	333	139	181	329	147	138	303																
"OR"	2010	"Linn"	"31"	"43"			193	208	430	4	197	210	424	173	243	438	194	174	402																
"OR"	2010	"Linn"	"32"	"44"			309	352	681	4	353	308	680	314	348	680	300	301	635																
"OR"	2010	"Linn"	"33"	"45"			369	221	608	4	206	404	617	155	439	618	375	190	589																
"OR"	2010	"Linn"	"34"	"46"			390	257	685	4	257	418	689	221	436	691	386	232	649																
"OR"	2010	"Linn"	"35"	"47"			90	108	201	4	104	97	202	89	107	202	95	90	191																
"OR"	2010	"Linn"	"36"	"48"			305	343	669	4	329	315	665	291	361	674	289	289	620																
"OR"	2010	"Linn"	"37"	"49"			18	23	42	4	21	18	39	16	22	40	19	20	40																
"OR"	2010	"Linn"	"38"	"51"			306	195	519	4	178	338	520	134	363	523	301	155	482																
"OR"	2010	"Linn"	"39"	"52"			107	123	242	4	110	123	236	86	138	238	106	100	219																
"OR"	2010	"Linn"	"40"	"53"			317	206	558	4	202	342	553	151	378	552	311	168	514																
"OR"	2010	"Linn"	"41"	"54"			189	107	304	4	99	198	304	86	213	304	181	92	290																
"OR"	2010	"Linn"	"42"	"55"			235	164	414	4	148	254	412	135	269	420	236	138	389																
"OR"	2010	"Linn"	"43"	"56"			325	222	562	4	204	340	553	182	363	568	309	188	518																
"OR"	2010	"Linn"	"44"	"57"			103	77	192	4	66	123	193	56	127	193	108	63	186																
"OR"	2010	"Linn"	"45"	"59"			185	135	342	4	141	199	346	121	207	345	181	106	323																
"OR"	2010	"Linn"	"46"	"61"			139	81	230	4	88	144	233	61	162	231	133	73	219																
"OR"	2010	"Linn"	"47"	"62"			241	218	491	4	213	265	493	164	306	499	236	190	461																
"OR"	2010	"Linn"	"48"	"63"			807	635	1476	4	605	841	1471	438	1014	1498	788	498	1354																
"OR"	2010	"Linn"	"49"	"65"			20	14	35	4	11	22	33	10	23	35	22	9	34																
"OR"	2010	"Linn"	"50"	"66"			102	78	187	4	78	108	190	59	123	191	104	61	174																
"OR"	2010	"Linn"	"51"	"70"			492	356	878	4	357	512	885	269	583	888	499	268	817																
"OR"	2010	"Linn"	"52"	"73"			332	262	626	4	273	354	637	220	391	637	333	246	600																
"OR"	2010	"Linn"	"53"	"75"			428	229	673	4	214	454	680	187	478	685	411	194	638																
"OR"	2010	"Linn"	"54"	"77"			180	126	318	4	138	176	316	101	207	317	177	113	304																
"OR"	2010	"Linn"	"55"	"78"			223	214	457	4	192	255	460	148	272	453	231	173	436																
"OR"	2010	"Linn"	"56"	"79"			377	349	758	4	343	407	762	277	463	772	384	297	718																
"OR"	2010	"Linn"	"57"	"80"			327	301	660	4	306	341	665	229	392	661	334	250	620																
"OR"	2010	"Linn"	"58"	"82"			130	119	265	4	114	149	268	94	160	266	134	103	252																
"OR"	2010	"Linn"	"59"	"84"			192	234	458	4	236	211	464	205	236	464	187	207	431																
"OR"	2010	"Linn"	"60"	"86"			533	300	882	4	308	558	884	253	596	882	512	267	836																
"OR"	2010	"Linn"	"61"	"88"			246	235	510	4	244	249	511	168	311	505	248	193	468																
"OR"	2010	"Linn"	"62"	"89"			240	226	478	4	224	254	479	169	304	485	247	186	447																
"OR"	2010	"Linn"	"63"	"91"			238	272	540	4	269	260	541	234	284	544	225	240	513																
"OR"	2010	"Linn"	"64"	"92"			436	482	959	4	499	445	963	394	527	963	443	387	896																
"OR"	2010	"Linn"	"65"	"93"			521	404	967	4	408	537	966	350	605	983	506	347	900																
"OR"	2010	"Linn"	"66"	"94"			195	216	435	4	210	213	431	163	251	435	194	180	404																
"OR"	2010	"Linn"	"67"	"95"			339	299	661	4	293	359	663	214	418	662	350	226	624																
"OR"	2010	"Linn"	"68"	"96"			277	351	640	4	360	280	645	261	378	652	279	287	590																
"OR"	2010	"Linn"	"69"	"97"			588	451	1094	4	437	633	1090	321	736	1103	601	347	1007																
"OR"	2010	"Linn"	"70"	"99"			160	111	286	4	111	177	291	82	194	288	157	94	271																
"OR"	2010	"Linn"	"71"	"100"			407	411	858	4	413	418	861	312	512	867	407	329	796																
"OR"	2010	"Linn"	"72"	"101"			203	167	380	4	160	209	373	132	233	387	205	127	353																
"OR"	2010	"Linn"	"73"	"102"			357	389	785	4	387	382	787	309	455	786	350	351	732																
"OR"	2010	"Linn"	"74"	"103"			415	311	759	4	276	452	745	222	516	778	415	261	720																
"OR"	2010	"Linn"	"75"	"104"			229	194	446	4	186	254	442	144	283	445	226	153	411																
"OR"	2010	"Linn"	"76"	"105"			149	182	362	4	190	154	361	133	201	359	147	160	339																
"OR"	2010	"Linn"	"77"	"106"			210	204	436	4	205	212	431	157	264	437	206	164	397																
"OR"	2010	"Linn"	"78"	"107"			353	368	744	4	371	369	748	301	434	752	350	314	691																
"OR"	2010	"Linn"	"79"	"108"			485	519	1043	4	498	533	1045	401	598	1044	497	418	971																
"OR"	2010	"Morrow"	"1"	"Precinct 1"	1169	713	351	312	699	2	124	566	692	220	437	703	378	228	656									57	148	540	690				
"OR"	2010	"Morrow"	"2"	"Precinct 2"	1554	970	471	422	964	2	228	726	955	317	587	961	521	313	913									57	227	712	940				
"OR"	2010	"Morrow"	"3"	"Precinct 3"	349	272	176	79	263	2	26	237	263	37	222	265	173	50	235									57	32	225	257				
"OR"	2010	"Morrow"	"4"	"Precinct 4"	401	331	189	131	324	2	28	294	322	58	263	324	197	81	293									57	54	256	310				
"OR"	2010	"Morrow"	"5"	"Precinct 5"	1213	937	463	428	918	2	131	770	906	218	675	922	459	298	805									57	140	768	911				
"OR"	2010	"Wasco"	"1"		1308	933	325	564	916	2	261	626	890	413	458	913	379	434	853									59	305	552	857				
"OR"	2010	"Wasco"	"2"		2136	1534	544	889	1486	2	475	995	1474	741	706	1491	624	708	1390									59	509	908	1418				
"OR"	2010	"Wasco"	"3"		1744	1262	460	744	1235	2	352	862	1217	580	613	1232	546	549	1149									59	385	798	1185				
"OR"	2010	"Wasco"	"4"		1456	1161	451	653	1126	2	281	827	1109	482	608	1125	517	489	1054									59	313	767	1081				
"OR"	2010	"Wasco"	"5"		1518	1155	386	691	1126	2	406	690	1101	558	520	1126	426	571	1051									59	473	596	1073				
"OR"	2010	"Wasco"	"6"		905	623	218	365	609	2	160	443	603	280	301	614	240	313	579									59	206	377	583				
"OR"	2010	"Wasco"	"7"		1208	956	468	452	937	2	201	713	915	337	570	937	525	318	879									59	212	692	905				
"OR"	2010	"Wasco"	"8"		975	733	366	335	719	2	110	606	716	203	494	715	405	215	660									59	140	549	690				
"OR"	2010	"Wasco"	"9"		755	567	246	294	555	2	139	405	547	215	315	549	248	240	515									59	185	337	523				
"OR"	2010	"Wasco"	"10"		919	622	246	336	606	2	155	440	595	215	353	604	275	253	567									59	198	377	575				
"OR"	2010	"Yamhill"	"1"	"PRE0001"	2526	2076	1050	940	2033	1	807	1180	2028	753	1264	2061	1019	858	1939	13	639	1331	1973					25	616	1343	1961				
"OR"	2010	"Yamhill"	"2"	"PRE0002"	3641	2678	1357	1186	2622	1	968	1545	2607	930	1637	2649	1332	1082	2518	13	795	1721	2522					25	732	1779	2518				
"OR"	2010	"Yamhill"	"3"	"PRE0003"	4142	3042	1520	1359	2964	1	1172	1686	2966	1080	1843	3003	1475	1232	2859	13	958	1866	2832					25	880	1950	2837				
"OR"	2010	"Yamhill"	"4"	"PRE0004"	2417	1619	727	763	1579	1	735	770	1575	687	843	1604	673	734	1527	13	636	878	1522					25	598	912	1516				
"OR"	2010	"Yamhill"	"7"	"PRE0007"	1854	1435	666	691	1405	1	627	727	1399	603	787	1424	642	629	1339									24	625	775	1401				
"OR"	2010	"Yamhill"	"9"	"PRE0009"	2665	2224	1100	1039	2181	1	920	1211	2176	845	1309	2193	1066	951	2100									24	908	1235	2146				
"OR"	2010	"Yamhill"	"10"	"PRE0010"	1695	1199	524	599	1160	1	524	591	1153	466	681	1183	509	535	1107									24	523	634	1161				
"OR"	2010	"Yamhill"	"12"	"PRE0012"	2864	2167	1075	955	2116	1	838	1156	2100	753	1306	2141	1074	807	2021									24	848	1240	2092				
"OR"	2010	"Yamhill"	"13"	"PRE0013"	1573	1206	581	559	1184	1	494	631	1174	431	716	1188	558	480	1118									24	499	681	1182				
"OR"	2010	"Yamhill"	"15"	"PRE0015"	4391	3121	1298	1624	3044	1	1510	1393	3022	1355	1632	3079	1249	1448	2902									24	1429	1585	3023				
"OR"	2010	"Yamhill"	"17"	"PRE0017"	2322	1709	712	890	1661	1	798	784	1648	739	902	1685	673	804	1564									24	795	859	1659				
"OR"	2010	"Yamhill"	"18"	"PRE0018"	4251	3348	1383	1809	3269	1	1569	1594	3246	1492	1753	3303	1420	1578	3103									24	1679	1582	3266				
"OR"	2010	"Yamhill"	"19"	"PRE0019"	3743	2616	957	1476	2545	1	1377	1037	2533	1303	1202	2590	924	1397	2452									24	1330	1223	2562				
"OR"	2010	"Yamhill"	"20"	"PRE0020"	2453	1999	988	891	1947	1	787	1076	1944	710	1185	1967	956	788	1843									24	819	1114	1940				
"OR"	2010	"Yamhill"	"21"	"PRE0021"	3016	2233	1063	1024	2170	1	898	1161	2164	810	1301	2202	1042	885	2064									24	907	1254	2162				
"OR"	2010	"Yamhill"	"24"	"PRE0024"	2698	2112	1079	917	2061	1	794	1186	2049	713	1313	2089	1026	828	1963									24	784	1274	2061				
"OR"	2010	"Yamhill"	"26"	"PRE0026"	1911	1334	583	633	1292	1	560	627	1279	541	701	1310	595	536	1235									23	418	786	1204				
"OR"	2010	"Yamhill"	"27"	"PRE0027"	574	360	154	166	351	1	154	164	342	134	205	355	152	144	329									23	114	214	328				
"OR"	2010	"Yamhill"	"28"	"PRE0028"	672	513	249	230	503	1	199	268	498	174	313	509	270	188	496									10	198	271	473				
