state	year	county_name	town_name	county	town	ward	cd	precinct	g2000_BALL_tv	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	1	556	240	295	555	244	287	543	193	317	531
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	2	586	227	339	585	231	336	581	171	368	560
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	3	466	187	270	464	195	257	456	146	286	440
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	4	690	250	428	689	238	435	686	184	466	665
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	5	692	311	363	688	310	367	686	247	404	667
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	6	1099	422	649	1093	403	664	1084	318	716	1063
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	7	605	227	354	601	209	373	595	176	391	582
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	8	737	380	339	734	367	352	728	321	370	706
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	9	583	283	286	579	273	285	570	246	293	556
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	10	468	202	253	467	185	269	462	148	293	454
"MI"	2000	"OAKLAND"	"SOUTHFIELD TOWNSHIP"	63	40	0	11	911	2703	992	1557	2677	982	1639	2663	805	1779	2635
"MI"	2000	"OAKLAND"	"SPRINGFIELD TOWNSHIP"	63	42	0	9	1	1285	466	784	1280	465	755	1260	561	606	1213
"MI"	2000	"OAKLAND"	"SPRINGFIELD TOWNSHIP"	63	42	0	9	2	776	343	416	774	321	419	765	403	305	742
"MI"	2000	"OAKLAND"	"SPRINGFIELD TOWNSHIP"	63	42	0	9	3	1181	467	684	1177	426	686	1157	589	472	1114
"MI"	2000	"OAKLAND"	"SPRINGFIELD TOWNSHIP"	63	42	0	9	4	733	278	434	729	264	430	719	343	320	691
"MI"	2000	"OAKLAND"	"SPRINGFIELD TOWNSHIP"	63	42	0	9	5	708	220	472	704	222	450	696	274	374	666
"MI"	2000	"OAKLAND"	"SPRINGFIELD TOWNSHIP"	63	42	0	9	6	946	333	591	943	334	575	928	405	457	887
"MI"	2000	"OAKLAND"	"SPRINGFIELD TOWNSHIP"	63	42	0	9	907	911	357	534	911	318	540	890	402	448	874
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	1	1091	500	548	1082	486	541	1063	583	387	1011
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	2	879	409	449	877	367	459	860	472	313	815
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	3	747	382	344	746	353	355	732	430	253	709
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	5	933	414	491	929	406	467	908	499	318	857
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	6	1287	601	656	1280	566	643	1260	680	468	1202
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	7	996	424	528	983	420	516	972	545	359	934
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	8	901	388	488	895	383	462	884	462	344	848
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	10	840	316	498	837	311	491	830	390	373	789
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	11	1268	451	783	1263	408	792	1252	580	571	1181
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	12	767	325	420	763	311	409	757	407	302	731
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	13	1016	513	467	1009	472	470	993	562	323	934
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	15	868	456	373	866	412	397	853	504	271	816
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	16	1022	519	473	1020	474	479	1011	582	310	957
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	17	1086	507	544	1083	470	547	1061	614	364	1012
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	18	775	340	415	773	320	410	767	415	292	734
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	19	956	506	403	951	449	437	938	574	263	887
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	21	865	435	405	859	404	409	848	516	263	809
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	22	984	516	430	978	470	448	962	579	280	906
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	23	1042	470	531	1033	445	509	1008	563	366	982
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	24	1405	638	726	1390	564	763	1377	697	542	1298
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	25	1478	687	742	1474	639	754	1449	704	593	1365
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	26	1173	533	604	1168	507	605	1153	585	456	1081
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	27	1409	604	752	1405	569	758	1384	667	561	1303
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	28	1113	549	536	1110	489	551	1089	597	393	1031
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	29	1113	506	577	1112	487	568	1096	542	439	1031
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	30	1042	534	466	1037	501	469	1022	587	334	972
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	931	2546	1190	1290	2516	1085	1335	2486	1459	932	2437
"MI"	2000	"OAKLAND"	"WATERFORD TOWNSHIP"	63	44	0	9	932	3370	1567	1690	3313	1479	1717	3282	1889	1264	3221
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	1	1015	634	371	1014	598	390	1002	520	438	977
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	2	1471	714	719	1465	689	711	1443	581	768	1410
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	3	832	334	471	828	315	479	817	247	515	799
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	4	1247	515	691	1242	492	697	1228	424	712	1193
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	5	1147	462	657	1140	427	666	1125	370	683	1092
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	6	807	367	419	805	345	434	796	330	432	785
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	7	841	541	274	836	484	318	818	461	314	797
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	8	1321	564	736	1317	538	741	1306	403	820	1269
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	9	569	342	194	545	324	200	538	277	240	535
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	10	736	490	233	734	454	255	727	403	291	712
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	11	652	434	193	648	413	205	637	356	248	623
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	12	642	395	227	639	371	242	627	339	249	613
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	13	1110	653	433	1109	627	438	1095	530	506	1070
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	14	1200	493	672	1194	471	662	1179	362	737	1151
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	15	908	567	321	905	518	370	896	467	384	876
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	16	723	367	331	715	344	359	714	303	379	697
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	17	904	551	333	904	522	357	895	470	372	875
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	18	834	435	377	830	406	395	817	348	417	792
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	19	927	631	275	920	596	303	912	532	327	883
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	20	746	522	207	741	488	232	733	441	259	721
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	21	773	471	288	772	437	307	760	380	335	730
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	22	874	498	351	868	465	375	855	418	397	835
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	23	523	325	187	522	272	230	510	270	214	498
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	24	513	299	206	510	264	236	507	249	231	498
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	25	878	417	441	875	386	463	865	306	512	839
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	26	642	424	199	639	380	246	635	360	229	613
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	927	850	366	454	841	338	481	840	267	530	823
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	928	1113	489	597	1100	460	616	1096	381	664	1070
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	929	5898	3636	2101	5817	3434	2250	5757	3042	2569	5704
"MI"	2000	"OAKLAND"	"WEST BLOOMFIELD TOWNSHIP"	63	46	0	11	930	3456	2080	1264	3390	1917	1389	3361	1749	1515	3310
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	1	1149	392	737	1147	390	704	1133	299	760	1100
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	2	1217	518	651	1211	477	679	1197	365	707	1136
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	3	1480	547	896	1479	533	867	1462	385	945	1400
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	4	1330	526	765	1323	504	754	1301	365	797	1238
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	5	1084	438	623	1078	422	614	1061	285	699	1025
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	6	950	445	471	945	449	448	930	341	500	892
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	7	842	348	470	841	323	471	830	240	518	800
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	8	1143	528	578	1140	486	586	1126	375	620	1076
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	9	974	413	518	971	396	500	957	324	527	911
"MI"	2000	"OAKLAND"	"WHITE LAKE TOWNSHIP"	63	48	0	11	910	2720	1048	1570	2682	958	1590	2645	773	1740	2617
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	1	522	252	252	518	238	253	516	268	196	486
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	2	996	585	381	994	540	389	976	567	299	929
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	3	612	300	292	610	265	304	600	313	224	571
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	4	536	275	242	532	263	237	526	272	189	492
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	5	725	341	357	723	291	397	714	353	280	662
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	6	983	442	513	980	403	512	968	467	421	933
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	7	757	503	240	756	480	243	751	497	202	729
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	8	694	401	274	691	379	267	677	411	209	649
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	9	551	275	261	550	262	254	541	267	218	506
"MI"	2000	"OAKLAND"	"AUBURN HILLS CITY"	63	51	0	9	910	1204	539	596	1194	517	621	1171	609	515	1166
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	1	1222	582	599	1222	564	594	1198	669	421	1152
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	2	1211	588	570	1205	575	575	1197	715	391	1157
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	3	1310	638	613	1309	604	616	1282	745	435	1248
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	4	149	100	42	147	99	43	145	104	36	142
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	5	1015	528	453	1008	494	466	997	605	321	964
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	6	828	413	377	820	396	373	804	467	253	763
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	7	1229	665	514	1227	602	527	1200	746	347	1157
"MI"	2000	"OAKLAND"	"BERKLEY CITY"	63	52	0	12	908	1662	886	692	1634	826	729	1612	980	556	1585
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	1	593	221	363	591	210	370	585	172	386	567
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	2	619	266	342	619	280	328	615	228	361	603
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	3	880	354	498	878	354	495	868	262	552	837
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	4	524	265	239	522	239	267	518	212	270	500
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	5	514	234	261	512	231	264	506	191	284	493
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	6	778	356	384	775	324	411	766	269	427	738
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	7	1167	515	617	1165	490	625	1150	380	681	1107
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	8	514	162	345	514	173	330	511	120	370	501
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	9	947	389	531	941	373	537	929	308	576	905
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	10	763	371	360	761	346	375	752	284	397	717
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	11	639	298	321	637	282	329	626	201	379	601
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	12	505	178	318	505	173	319	499	148	334	490
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	13	561	194	359	560	196	358	559	159	387	554
"MI"	2000	"OAKLAND"	"BIRMINGHAM CITY"	63	53	0	11	914	3012	1122	1791	2981	1047	1840	2936	889	1947	2907
"MI"	2000	"OAKLAND"	"BLOOMFIELD HILLS CITY"	63	54	0	11	1	1555	378	1138	1540	389	1120	1529	295	1178	1501
"MI"	2000	"OAKLAND"	"BLOOMFIELD HILLS CITY"	63	54	0	11	2	1099	399	666	1085	363	702	1082	294	748	1069
"MI"	2000	"OAKLAND"	"CLARKSTON CITY"	63	55	0	9	1	561	230	300	555	223	305	548	257	244	526
"MI"	2000	"OAKLAND"	"CLAWSON CITY"	63	56	0	12	1	1192	592	549	1183	545	569	1174	685	398	1141
"MI"	2000	"OAKLAND"	"CLAWSON CITY"	63	56	0	12	2	545	275	245	542	263	243	535	325	166	517
"MI"	2000	"OAKLAND"	"CLAWSON CITY"	63	56	0	12	3	1198	585	566	1193	558	572	1174	699	395	1135
"MI"	2000	"OAKLAND"	"CLAWSON CITY"	63	56	0	12	4	635	302	293	632	306	278	619	344	201	588
"MI"	2000	"OAKLAND"	"CLAWSON CITY"	63	56	0	12	5	552	271	263	546	233	280	536	300	190	510
"MI"	2000	"OAKLAND"	"CLAWSON CITY"	63	56	0	12	6	1308	628	643	1304	582	654	1282	754	444	1256
"MI"	2000	"OAKLAND"	"CLAWSON CITY"	63	56	0	12	907	1304	679	557	1287	657	575	1272	788	441	1258
"MI"	2000	"OAKLAND"	"FARMINGTON CITY"	63	58	0	11	1	605	263	312	599	251	313	592	179	366	574
"MI"	2000	"OAKLAND"	"FARMINGTON CITY"	63	58	0	11	2	669	347	301	668	312	317	659	245	352	635
"MI"	2000	"OAKLAND"	"FARMINGTON CITY"	63	58	0	11	3	722	356	336	719	329	347	709	244	402	682
"MI"	2000	"OAKLAND"	"FARMINGTON CITY"	63	58	0	11	4	662	299	340	662	292	340	654	230	379	634
"MI"	2000	"OAKLAND"	"FARMINGTON CITY"	63	58	0	11	5	528	197	314	527	204	305	521	141	342	503
"MI"	2000	"OAKLAND"	"FARMINGTON CITY"	63	58	0	11	6	668	315	330	667	282	345	655	199	405	631
"MI"	2000	"OAKLAND"	"FARMINGTON CITY"	63	58	0	11	907	1598	665	863	1575	673	865	1565	489	1010	1550
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	1	867	604	244	860	554	285	855	504	305	834
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	2	928	530	371	927	490	397	916	420	441	895
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	3	1294	852	410	1279	776	475	1267	668	547	1235
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	4	1052	515	512	1051	495	515	1035	390	571	990
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	5	945	492	435	939	439	472	922	379	490	897
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	6	613	312	284	611	295	286	597	256	279	560
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	7	1065	460	594	1063	436	602	1056	323	679	1022
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	8	1097	563	488	1064	513	522	1051	429	567	1017
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	9	1348	658	661	1343	629	674	1327	494	769	1297
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	10	1098	513	550	1092	497	550	1080	385	627	1054
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	11	944	584	335	944	543	356	935	480	393	908
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	12	878	488	367	871	466	375	864	431	377	837
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	13	929	441	466	925	410	478	915	331	532	887
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	14	1005	454	526	999	450	510	992	341	578	965
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	15	948	379	542	945	365	546	934	265	606	907
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	16	1411	623	741	1405	603	750	1392	441	853	1346
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	17	1212	748	431	1206	709	440	1184	618	468	1136
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	18	804	360	412	801	329	437	793	265	461	764
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	19	1033	544	454	1028	501	500	1023	405	549	991
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	20	1424	759	612	1419	747	608	1407	595	683	1353
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	21	1306	621	645	1303	579	655	1287	442	734	1241
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	22	950	401	528	948	392	517	933	286	580	910
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	23	845	279	550	844	280	536	829	186	591	805
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	24	1351	589	721	1349	584	704	1335	421	767	1254
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	25	1088	506	532	1076	482	525	1050	370	574	1006
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	26	1256	693	506	1249	632	538	1233	505	586	1171
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	27	926	519	357	919	489	364	911	405	402	872
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	928	8233	4188	3833	8158	4009	3928	8058	3361	4443	7949
"MI"	2000	"OAKLAND"	"FARMINGTON HILLS CITY"	63	59	0	11	929	3851	1662	2057	3803	1585	2097	3776	1281	2312	3703
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	1	481	289	154	473	279	158	459	302	113	442
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	2	531	345	146	526	331	148	506	344	104	491
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	3	647	375	233	640	372	232	626	411	157	600
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	4	611	425	146	603	411	155	585	424	107	568
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	5	455	293	131	450	270	152	448	302	96	422
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	6	646	408	187	643	383	196	620	419	108	586
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	7	625	409	178	619	373	194	600	409	123	569
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	8	513	321	162	508	318	159	494	324	109	472
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	9	558	383	136	558	361	153	536	361	104	512
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	10	523	327	161	519	322	153	505	324	111	479
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	11	595	359	200	585	356	178	563	386	111	519
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	12	439	306	104	438	286	110	428	316	64	417
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	13	498	313	150	497	283	168	480	302	119	459
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	14	620	410	178	617	385	189	599	408	123	569
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	15	572	335	206	563	303	209	532	334	140	496
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	16	484	275	180	483	266	176	473	285	130	452
"MI"	2000	"OAKLAND"	"FERNDALE CITY"	63	60	0	12	917	901	534	318	884	497	338	860	572	249	850
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	1	732	445	242	725	432	244	717	503	151	698
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	3	842	532	273	839	492	278	827	575	173	790
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	6	594	345	231	592	326	233	584	401	143	575
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	8	480	309	150	476	291	147	468	337	87	456
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	9	697	429	235	691	387	250	684	443	170	663
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	10	576	353	201	576	325	204	562	368	148	547
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	11	649	403	220	638	365	227	620	434	140	609
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	12	906	532	329	901	508	320	888	596	199	854
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	13	219	156	53	218	148	53	211	165	30	206
"MI"	2000	"OAKLAND"	"HAZEL PARK CITY"	63	62	0	12	914	729	410	237	690	432	248	692	486	185	689
"MI"	2000	"OAKLAND"	"HUNTINGTON WOODS CITY"	63	64	0	12	1	645	494	140	643	472	156	641	540	78	633
"MI"	2000	"OAKLAND"	"HUNTINGTON WOODS CITY"	63	64	0	12	2	564	389	159	563	371	172	557	411	120	553
"MI"	2000	"OAKLAND"	"HUNTINGTON WOODS CITY"	63	64	0	12	3	599	417	164	597	398	168	593	453	110	585
"MI"	2000	"OAKLAND"	"HUNTINGTON WOODS CITY"	63	64	0	12	4	569	431	129	569	408	141	563	464	78	558
"MI"	2000	"OAKLAND"	"HUNTINGTON WOODS CITY"	63	64	0	12	5	566	377	173	565	367	179	564	429	99	556
"MI"	2000	"OAKLAND"	"HUNTINGTON WOODS CITY"	63	64	0	12	906	1194	821	329	1182	790	348	1162	906	224	1157
"MI"	2000	"OAKLAND"	"KEEGO HARBOR CITY"	63	66	0	11	1	1154	588	522	1146	556	513	1127	446	565	1088
"MI"	2000	"OAKLAND"	"LAKE ANGELUS CITY"	63	67	0	9	1	228	23	203	228	28	196	224	29	178	209
"MI"	2000	"OAKLAND"	"LATHRUP VILLAGE CITY"	63	68	0	11	1	1003	727	260	1003	712	272	1000	632	303	967
"MI"	2000	"OAKLAND"	"LATHRUP VILLAGE CITY"	63	68	0	11	2	1055	853	184	1050	831	197	1045	758	229	1020
"MI"	2000	"OAKLAND"	"LATHRUP VILLAGE CITY"	63	68	0	11	903	573	275	275	569	273	282	565	238	307	556
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	1	901	521	353	897	474	359	875	548	242	844
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	2	813	454	333	811	428	319	795	490	228	769
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	3	842	496	317	839	453	324	819	535	225	796
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	4	809	488	288	803	437	300	786	504	201	749
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	5	774	395	347	769	367	352	756	451	235	719
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	6	182	118	58	178	117	58	176	126	39	169
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	7	113	74	26	102	75	25	103	79	18	99
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	8	339	184	127	335	183	124	331	204	86	315
"MI"	2000	"OAKLAND"	"MADISON HEIGHTS CITY"	63	70	0	12	9	771	389	342	761	379	340	753	469	232	734
