state	year	county	precinct	vtd	ld	g2002_STH_tv	g2002_STH_dv	g2002_STH_rv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	ld14	g2002_STH_dv14	g2002_STH_rv14	g2002_STH_tv14	ld15	g2002_STH_dv15	g2002_STH_rv15	g2002_STH_tv15	ld16	g2002_STH_dv16	g2002_STH_rv16	g2002_STH_tv16	sd	g2002_STS_tv	g2002_STS_dv	g2002_STS_rv	sd2	g2002_STS_dv2	g2002_STS_rv2	g2002_STS_tv2	sd3	g2002_STS_dv3	g2002_STS_rv3	g2002_STS_tv3	cd	g2002_USH_tv	g2002_USH_dv	g2002_USH_rv	cd2	g2002_USH_dv2	g2002_USH_rv2	g2002_USH_tv2	cd3	g2002_USH_dv3	g2002_USH_rv3	g2002_USH_tv3	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_GOV_dv	g2002_GOV_rv	g2002_GOV_tv
"TN"	2002	"SHELBY"	"Memphis 07"	7552	88	113	113																																																														29	119	119										9	136.0	127.0										114	19	135.0	124	10	136.0
"TN"	2002	"SHELBY"	"Memphis 11"	7556	90	226	226																																																														29	262	262										9	280.0	275.0										241	23	268.0	258	8	270.0
"TN"	2002	"SHELBY"	"Memphis 12"	7564	86	252	244	8																																																													29	244	244										9	265.0	264.0										241	21	265.0	247	8	259.0
"TN"	2002	"SHELBY"	"Memphis 13-1"	7568	90	94	94																																																														29	105	105										9	110.0	108.0										100	6	107.0	103	2	111.0
"TN"	2002	"SHELBY"	"Memphis 13-2"	7572	90	283	283		86	0	0	0																																																									29	305	305										9	322.0	320.0										285	22	314.0	288	8	304.0
"TN"	2002	"SHELBY"	"Memphis 15"	7588	90	269	268																																																														29	191	190										9	382.0	303.0										216	187	408.0	263	130	399.0
"TN"	2002	"SHELBY"	"Memphis 16-1"	7596	90	702	702																																																																										9	919.0	708.0										455	516	982.0	586	365	964.0
"TN"	2002	"SHELBY"	"Memphis 16-3"	7604	90	353	352																																																														29	248	246										9	486.0	393.0										269	259	531.0	351	170	525.0
"TN"	2002	"SHELBY"	"Memphis 17"	7608	90	333	332																																																																										9	425.0	339.0										256	174	441.0	296	124	436.0
"TN"	2002	"SHELBY"	"Memphis 20-1"	7620	89	1183	846	337																																																																									9	1140.0	877.0										605	582	1201.0	742	410	1173.0
"TN"	2002	"SHELBY"	"Memphis 20-3"	7628	89	222	188	34	90	0		0																																																									29	191	191										9	229.0	212.0										177	51	232.0	190	35	232.0
"TN"	2002	"SHELBY"	"Memphis 21-1"	7632	88	431	431																																																														29	481	481										9	528.0	514.0										460	51	517.0	487	18	517.0
"TN"	2002	"SHELBY"	"Memphis 21-2"	7636	88	296	296																																																														29	334	334										9	355.0	353.0										313	22	339.0	319	6	337.0
"TN"	2002	"SHELBY"	"Memphis 21-3"	7640	88	213	213																																																														29	232	232										9	248.0	244.0										226	16	246.0	239	4	250.0
"TN"	2002	"SHELBY"	"Memphis 22"	7644	86	265	260	5																																																													29	277	277										9	287.0	285.0										246	9	263.0	260	4	271.0
"TN"	2002	"SHELBY"	"Memphis 25-1"	7648	90	166	166																																																														29	194	194										9	204.0	204.0										177	12	192.0	183	2	196.0
"TN"	2002	"SHELBY"	"Memphis 25-2"	7652	92	426	426																																																														29	467	467										9	504.0	499.0										460	34	501.0	465	13	492.0
"TN"	2002	"SHELBY"	"Memphis 26-1"	7669	92	107	107																																																														29	114	114										9	124.0	122.0										112	10	124.0	114	4	121.0
"TN"	2002	"SHELBY"	"Memphis 26-2"	7670	92	312	312																																																														29	397	397										9	422.0	416.0										377	22	407.0	384	8	411.0
"TN"	2002	"SHELBY"	"Memphis 26-3"	7671	92	147	147																																																														29	168	168										9	181.0	178.0										161	13	176.0	169	2	175.0
"TN"	2002	"SHELBY"	"Memphis 27-1"	7672	88	188	188																																																														29	206	206										9	220.0	220.0										201	12	216.0	207	6	220.0
"TN"	2002	"SHELBY"	"Memphis 27-2"	7676	88	220	220																																																														29	252	252										9	286.0	283.0										246	24	276.0	256	4	270.0
"TN"	2002	"SHELBY"	"Memphis 28-1"	7684	90	280	280																																																																										9	377.0	288.0										174	236	412.0	240	162	406.0
"TN"	2002	"SHELBY"	"Memphis 28-2"	7686	90	285	285																																																																										9	344.0	279.0										173	194	378.0	215	150	376.0
"TN"	2002	"SHELBY"	"Memphis 29-1"	7692	92	302	302																																																																										9	409.0	367.0										296	117	423.0	335	65	414.0
"TN"	2002	"SHELBY"	"Memphis 29-2"	7696	92	346	346		93	0	0	0																																																																					9	404.0	404.0										366	22	397.0	376	4	395.0
"TN"	2002	"SHELBY"	"Memphis 30"	7700	90	389	389		92	0		0																																																																					9	539.0	398.0										250	320	578.0	352	207	574.0
"TN"	2002	"SHELBY"	"Memphis 31-1"	7704	92	329	329																																																														29	275	275										9	452.0	381.0										319	142	470.0	370	92	469.0
"TN"	2002	"SHELBY"	"Memphis 31-2"	7708	92	352	352		90	0		0																																																									29	351	351										9	424.0	407.0										354	60	424.0	380	30	420.0
"TN"	2002	"SHELBY"	"Memphis 31-3"	7712	92	420	420																																																														29	431	431										9	480.0	476.0										441	31	476.0	451	9	474.0
"TN"	2002	"SHELBY"	"Memphis 31-4"	7716	92	408	408																																																														29	416	416										9	466.0	463.0										417	38	460.0	434	13	461.0
"TN"	2002	"SHELBY"	"Memphis 32"	7720	90	187	187																																																														29	204	204										9	220.0	214.0										171	19	200.0	172	9	203.0
"TN"	2002	"SHELBY"	"Memphis 33"	7728	89	286	228	58																																																																									9	273.0	222.0										176	104	289.0	202	82	293.0
"TN"	2002	"SHELBY"	"Memphis 34-1"	7732	91	367	367																																																														29	381	381										9	411.0	408.0										378	20	405.0	394	4	404.0
"TN"	2002	"SHELBY"	"Memphis 34-2"	7736	90	276	276																																																														29	316	316										9	337.0	336.0										303	22	331.0	320	6	336.0
"TN"	2002	"SHELBY"	"Memphis 35-1"	7740	90	108	108																																																														29	118	118										9	131.0	131.0										120	3	125.0	124	1	126.0
"TN"	2002	"SHELBY"	"Memphis 35-2"	7744	90	269	269																																																														29	319	319										9	343.0	342.0										311	19	332.0	314	7	330.0
"TN"	2002	"SHELBY"	"Memphis 35-3"	7748	86	235	229	6																																																													33	211	211										9	260.0	257.0										242	13	256.0	241	4	253.0
"TN"	2002	"SHELBY"	"Memphis 36-1"	7752	89	745	553	192																																																																									9	725.0	555.0										388	363	762.0	501	243	754.0
"TN"	2002	"SHELBY"	"Memphis 36-2"	7756	89	606	557	49																																																													29	499	499										9	629.0	595.0										519	106	636.0	555	61	629.0
"TN"	2002	"SHELBY"	"Memphis 36-3"	7760	89	403	339	64																																																													29	237	236										9	390.0	336.0										274	126	406.0	316	85	405.0
"TN"	2002	"SHELBY"	"Memphis 37"	7764	92	256	256																																																																										9	341.0	339.0										305	19	332.0	324	6	342.0
"TN"	2002	"SHELBY"	"Memphis 38-1"	7768	89	477	311	165																																																																									9	434.0	303.0										205	274	485.0	215	257	479.0
"TN"	2002	"SHELBY"	"Memphis 38-2"	7776	89	270	229	41																																																																									9	279.0	247.0										188	84	277.0	201	63	271.0
"TN"	2002	"SHELBY"	"Memphis 40-1"	7784	98	239	237	2																																																													29	238	238										9	252.0	252.0										235	6	243.0	231	3	236.0
"TN"	2002	"SHELBY"	"Memphis 40-2"	7786	98	421	407	14																																																													29	402	402										9	437.0	435.0										410	13	427.0	408	7	422.0
"TN"	2002	"SHELBY"	"Memphis 41-1"	7792	98	523	514	9																																																													29	519	519										9	555.0	549.0										493	23	528.0	506	8	531.0
"TN"	2002	"SHELBY"	"Memphis 41-2"	7796	98	397	363	34																																																													29	349	349										9	414.0	396.0										337	66	407.0	380	21	410.0
"TN"	2002	"SHELBY"	"Memphis 41-3"	7800	98	393	381	12																																																													29	394	394										9	411.0	410.0										371	19	394.0	393	3	409.0
"TN"	2002	"SHELBY"	"Memphis 42-1"	7804	98	492	481	11																																																																									9	519.0	517.0										466	24	501.0	468	8	494.0
"TN"	2002	"SHELBY"	"Memphis 42-2"	7808	98	328	321	7																																																													29	325	325										9	350.0	348.0										323	11	337.0	327	1	337.0
"TN"	2002	"SHELBY"	"Memphis 43-1"	7816	98	92	59	33																																																																									9	103.0	79.0										61	41	103.0	63	38	105.0
"TN"	2002	"SHELBY"	"Memphis 43-2"	7820	98	400	392	8																																																																									9	422.0	418.0										383	21	411.0	402	3	415.0
"TN"	2002	"SHELBY"	"Memphis 44-1"	7824	89	619	376	243																																																																									9	586.0	382.0										210	422	638.0	280	343	630.0
"TN"	2002	"SHELBY"	"Memphis 44-2"	7828	92	419	418																																																																										9	643.0	421.0										157	580	742.0	289	440	735.0
"TN"	2002	"SHELBY"	"Memphis 44-3"	7832	93	427	149	278																																																																									9	407.0	279.0										117	332	454.0	189	257	451.0
"TN"	2002	"SHELBY"	"Memphis 44-4"	7836	92	271	271																																																																										9	381.0	283.0										176	236	418.0	232	177	415.0
"TN"	2002	"SHELBY"	"Memphis 44-5"	7840	92	385	385																																																																										9	466.0	447.0										390	76	472.0	420	50	477.0
"TN"	2002	"SHELBY"	"Memphis 45-1"	7844	92	557	557																																																																										9	772.0	620.0										365	474	846.0	476	351	839.0
"TN"	2002	"SHELBY"	"Memphis 45-2"	7848	93	390	353	37																																																																									9	427.0	402.0										373	48	427.0	384	32	428.0
"TN"	2002	"SHELBY"	"Memphis 45-4"	7856	93	934	400	534																																																																									9	871.0	629.0										393	554	955.0	514	425	954.0
"TN"	2002	"SHELBY"	"Memphis 46-1"	7860	93	231	110	121																																																																									9	221.0	158.0										96	145	242.0	126	111	241.0
"TN"	2002	"SHELBY"	"Memphis 46-2"	7864	93	502	231	271																																																																									9	467.0	276.0										197	302	507.0	244	247	500.0
"TN"	2002	"SHELBY"	"Memphis 47-1"	7872	92	261	261		91	0		0																																																																					9	305.0	303.0										285	16	302.0	296	3	305.0
"TN"	2002	"SHELBY"	"Memphis 47-2"	7876	92	304	304																																																																										9	363.0	361.0										330	21	356.0	341	6	360.0
"TN"	2002	"SHELBY"	"Memphis 47-3"	7880	92	603	603																																																																										9	727.0	720.0										665	45	717.0	667	17	700.0
"TN"	2002	"SHELBY"	"Memphis 48"	7884	91	495	495																																																														33	492	492										9	534.0	532.0										479	29	516.0	497	9	521.0
"TN"	2002	"SHELBY"	"Memphis 49-1"	7888	91	198	198																																																														29	206	206										9	216.0	214.0										198	7	207.0	205	1	213.0
"TN"	2002	"SHELBY"	"Memphis 49-2"	7892	91	557	557																																																														29	566	566										9	613.0	608.0										531	43	585.0	567	11	593.0
"TN"	2002	"SHELBY"	"Memphis 50-1"	7900	86	321	314	7																																																													33	288	288										9	345.0	341.0										308	15	333.0	316	4	335.0
"TN"	2002	"SHELBY"	"Memphis 50-2"	7904	90	478	478																																																														29	540	540										9	580.0	573.0										527	27	558.0	534	8	554.0
"TN"	2002	"SHELBY"	"Memphis 51"	7908	89	207	206	1																																																													29	210	210										9	222.0	221.0										197	7	211.0	201	3	211.0
"TN"	2002	"SHELBY"	"Memphis 52-1"	7912	89	391	377	14																																																													29	384	384										9	415.0	413.0										365	28	404.0	387	9	407.0
"TN"	2002	"SHELBY"	"Memphis 52-2"	7916	89	420	400	20																																																													29	388	388										9	435.0	423.0										390	45	436.0	393	23	426.0
"TN"	2002	"SHELBY"	"Memphis 52-3"	7920	89	309	283	26																																																																									9	319.0	300.0										267	49	322.0	276	37	318.0
"TN"	2002	"SHELBY"	"Memphis 53-1"	7924	89	492	348	144																																																																									9	464.0	316.0										209	288	507.0	238	251	497.0
"TN"	2002	"SHELBY"	"Memphis 53-2"	7928	89	398	214	184																																																																									9	371.0	237.0										148	256	412.0	155	229	396.0
"TN"	2002	"SHELBY"	"Memphis 53-3"	7932	89	387	254	133																																																																									9	362.0	214.0										134	260	401.0	158	239	402.0
"TN"	2002	"SHELBY"	"Memphis 54"	7936	89	707	388	319	97		0	0																																																																					9	649.0	389.0										212	507	732.0	244	451	717.0
"TN"	2002	"SHELBY"	"Memphis 55-1"	7944	92	274	274																																																																										9	395.0	292.0										105	354	461.0	187	260	449.0
"TN"	2002	"SHELBY"	"Memphis 55-2"	7948	97	768		685																																																																									9	721.0	438.0										177	640	821.0	259	541	802.0
"TN"	2002	"SHELBY"	"Memphis 56-1"	7952	83	275		218																																																																									9	289.0	184.0										96	225	324.0	135	185	321.0
"TN"	2002	"SHELBY"	"Memphis 56-2"	7956	83	627		504																																																																									9	629.0	412.0										157	548	708.0	294	405	703.0
"TN"	2002	"SHELBY"	"Memphis 56-3"	7958	93	242	83	159	83		30	39																																																																					9	280.0	167.0										84	217	304.0	112	183	300.0
"TN"	2002	"SHELBY"	"Memphis 57"	7960	92	576	576																																																																										9	839.0	551.0										154	805	964.0	341	608	959.0
"TN"	2002	"SHELBY"	"Memphis 58-1"	7964	93	454	295	159																																																																									9	431.0	322.0										244	223	470.0	275	185	467.0
"TN"	2002	"SHELBY"	"Memphis 58-2"	7968	93	551	436	115																																																																									9	557.0	490.0										390	166	572.0	407	137	568.0
"TN"	2002	"SHELBY"	"Memphis 58-3"	7972	93	400	368	32																																																																									9	437.0	424.0										365	61	433.0	385	35	435.0
"TN"	2002	"SHELBY"	"Memphis 58-4"	7976	93	628	366	262																																																																									9	605.0	440.0										319	313	647.0	358	263	638.0
"TN"	2002	"SHELBY"	"Memphis 59-1"	7984	93	314	306	8	92	154		154																																																																					9	534.0	527.0										484	32	523.0	505	7	523.0
"TN"	2002	"SHELBY"	"Memphis 59-2"	7988	93	723	686	37																																																																									9	770.0	755.0										684	69	758.0	714	29	756.0
"TN"	2002	"SHELBY"	"Memphis 59-3"	7992	93	449	431	18																																																																									9	462.0	453.0										414	39	461.0	434	17	466.0
"TN"	2002	"SHELBY"	"Memphis 59-4"	7996	92	171	171																																																																										9	203.0	200.0										181	16	201.0	182	6	197.0
"TN"	2002	"SHELBY"	"Memphis 59-5"	8000	92	238	238																																																																										9	343.0	341.0										312	23	338.0	329	7	338.0
"TN"	2002	"SHELBY"	"Memphis 59-6"	8002	92	69	69																																																																										9	82.0	81.0										72	6	80.0	74	4	81.0
"TN"	2002	"SHELBY"	"Memphis 60-1"	8004	91	356	356																																																														29	364	364										9	403.0	395.0										358	31	393.0	378	10	394.0
"TN"	2002	"SHELBY"	"Memphis 60-10"	8038	92	28	28																																																																										9	35.0	34.0										29	2	34.0	32	1	35.0
"TN"	2002	"SHELBY"	"Memphis 60-2"	8008	91	211	211																																																														33	206	206										9	239.0	234.0										213	17	233.0	223	8	233.0
"TN"	2002	"SHELBY"	"Memphis 60-3"	8012	91	532	532																																																														29	554	554										9	591.0	586.0										531	38	573.0	542	13	570.0
"TN"	2002	"SHELBY"	"Memphis 60-4"	8016	91	251	251																																																														33	244	244										9	267.0	265.0										252	9	263.0	255	1	260.0
"TN"	2002	"SHELBY"	"Memphis 60-5"	8020	87	497	497																																																														33	497	497										9	569.0	538.0										458	105	572.0	487	78	579.0
"TN"	2002	"SHELBY"	"Memphis 60-6"	8024	91	507	507																																																														33	489	489										9	537.0	530.0										482	40	524.0	505	7	520.0
"TN"	2002	"SHELBY"	"Memphis 60-7"	8028	84	692	645																																																														33	663	663										9	738.0	709.0										617	103	732.0	665	64	745.0
"TN"	2002	"SHELBY"	"Memphis 60-8"	8032	91	316	316																																																														29	310	310										9	338.0	335.0										303	28	333.0	323	10	338.0
"TN"	2002	"SHELBY"	"Memphis 60-9"	8036	92	172	172																																																														33	174	174										9	200.0	197.0										177	13	195.0	185	3	192.0
"TN"	2002	"SHELBY"	"Memphis 61"	8044	92	380	380																																																																										9	453.0	449.0										406	26	437.0	424	8	446.0
"TN"	2002	"SHELBY"	"Memphis 62-1"	8048	89	184	128	56																																																																									9	175.0	121.0										83	106	195.0	87	108	195.0
"TN"	2002	"SHELBY"	"Memphis 62-2"	8052	89	180	142	38	98	0	0	0																																																																					9	177.0	142.0										95	85	185.0	103	81	186.0
"TN"	2002	"SHELBY"	"Memphis 63-2"	8060	97	467		357	83		9	14																																																																					9	489.0	319.0										183	356	543.0	214	326	544.0
"TN"	2002	"SHELBY"	"Memphis 64"	8064	83	748		555																																																																									9	751.0	495.0										206	611	831.0	320	478	809.0
"TN"	2002	"SHELBY"	"Memphis 65-1"	8072	83	522		411																																																																									9	530.0	334.0										135	455	597.0	214	367	590.0
"TN"	2002	"SHELBY"	"Memphis 65-2"	8076	93	380	131	249																																																																									9	350.0	223.0										96	289	394.0	132	249	389.0
"TN"	2002	"SHELBY"	"Memphis 66-1"	8080	93	618	290	328																																																																									9	597.0	385.0										243	394	646.0	285	343	639.0
"TN"	2002	"SHELBY"	"Memphis 66-2"	8084	93	361	154	207																																																																									9	330.0	221.0										122	245	371.0	151	208	363.0
"TN"	2002	"SHELBY"	"Memphis 67-1"	8092	93	521	156	365																																																																									9	491.0	303.0										156	379	541.0	201	324	530.0
"TN"	2002	"SHELBY"	"Memphis 67-2"	8096	93	533	127	406																																																																									9	479.0	262.0										123	436	563.0	149	402	559.0
"TN"	2002	"SHELBY"	"Memphis 67-3"	8100	93	717	219	498																																																																									9	647.0	398.0										165	577	746.0	245	491	740.0
"TN"	2002	"SHELBY"	"Memphis 68-1"	8104	83	770		572																																																																									9	807.0	540.0										265	612	883.0	383	477	871.0
"TN"	2002	"SHELBY"	"Memphis 68-2"	8108	83	417		299																																																																									9	440.0	308.0										141	343	489.0	224	257	484.0
"TN"	2002	"SHELBY"	"Memphis 68-3"	8112	83	567		422																																																																									9	580.0	394.0										153	488	642.0	277	353	635.0
"TN"	2002	"SHELBY"	"Memphis 69-1"	8116	86	360	309	51																																																													29	304	304										8	355.0	292.0	52.0									259	125	390.0	272	115	391.0
"TN"	2002	"SHELBY"	"Memphis 69-2"	8120	86	180	126	54																																																													29	120	120										9	187.0	132.0										113	87	203.0	106	89	199.0
"TN"	2002	"SHELBY"	"Memphis 70-1"	8124	88	267	267																																																																										8	291.0	243.0	35.0									239	76	319.0	250	62	319.0
"TN"	2002	"SHELBY"	"Memphis 70-2"	8128	88	234	234																																																																										8	250.0	205.0	38.0	9	4		9					232	66	299.0	233	61	298.0
"TN"	2002	"SHELBY"	"Memphis 70-3"	8132	86	396	347	49																																																																									8	382.0	327.0	39.0									333	95	437.0	347	74	435.0
"TN"	2002	"SHELBY"	"Memphis 71-1"	8136	88	99	99																																																																										8	106.0	80.0	17.0									85	27	114.0	87	21	111.0
"TN"	2002	"SHELBY"	"Memphis 71-2"	8140	88	208	208																																																																										9	250.0	249.0										230	12	245.0	237	6	246.0
"TN"	2002	"SHELBY"	"Memphis 71-3"	8144	88	353	353																																																																										9	415.0	402.0										355	55	415.0	376	34	424.0
"TN"	2002	"SHELBY"	"Memphis 71-4"	8148	88	451	451																																																																										8	490.0	391.0	73.0									401	133	548.0	422	122	550.0
"TN"	2002	"SHELBY"	"Memphis 71-5"	8150	88	0	0																																																														29	0	0										8	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"SHELBY"	"Memphis 72-1"	8152	88	358	358																																																																										8	418.0	327.0	73.0									314	139	461.0	331	115	462.0
"TN"	2002	"SHELBY"	"Memphis 72-3"	8160	88	447	447																																																																										9	532.0	518.0										467	65	538.0	493	35	540.0
"TN"	2002	"SHELBY"	"Memphis 72-4"	8164	98	332	277	55																																																																									8	319.0	263.0	37.0	9	0		0					254	100	363.0	277	69	359.0
"TN"	2002	"SHELBY"	"Memphis 72-5"	8168	88	177	177																																																																										8	190.0	164.0	21.0									169	36	210.0	170	37	210.0
"TN"	2002	"SHELBY"	"Memphis 72-6"	8172	88	250	250																																																																										8	276.0	233.0	34.0									239	73	314.0	249	65	316.0
"TN"	2002	"SHELBY"	"Memphis 72-7"	8176	98	621	462	159																																																																									9	641.0	538.0										416	249	672.0	460	194	668.0
"TN"	2002	"SHELBY"	"Memphis 73-1"	8180	91	127	127																																																																										9	153.0	135.0										105	57	163.0	114	41	161.0
"TN"	2002	"SHELBY"	"Memphis 73-2"	8184	91	316	316																																																																										9	371.0	343.0										305	62	371.0	314	53	377.0
"TN"	2002	"SHELBY"	"Memphis 73-3"	8188	91	381	381																																																																										9	445.0	401.0										346	108	457.0	370	86	462.0
"TN"	2002	"SHELBY"	"Memphis 73-4"	8192	91	194	194		87	97		97																																																									33	290	290										9	322.0	315.0										287	29	322.0	306	14	322.0
"TN"	2002	"SHELBY"	"Memphis 74-1"	8216	91	805	805																																																																										9	950.0	792.0										627	376	1015.0	698	294	1010.0
"TN"	2002	"SHELBY"	"Memphis 74-2"	8220	87	545	545																																																														33	538	538										9	631.0	568.0										480	178	664.0	495	152	654.0
"TN"	2002	"SHELBY"	"Memphis 74-4"	8228	84	145	128																																																																										9	152.0	143.0										118	36	157.0	128	28	159.0
"TN"	2002	"SHELBY"	"Memphis 74-5"	8232	91	599	599																																																																										9	742.0	599.0										458	309	775.0	512	259	787.0
"TN"	2002	"SHELBY"	"Memphis 74-6"	8236	91	77	77																																																														31	105	25	64									9	104.0	59.0										30	80	111.0	41	67	109.0
"TN"	2002	"SHELBY"	"Memphis 74-8"	8244	87	311	311																																																														33	306	306										9	372.0	319.0										239	151	393.0	270	118	392.0
"TN"	2002	"SHELBY"	"Memphis 74-9"	8248	87	564	564		84	0		0																																																																					9	607.0	558.0										489	113	611.0	512	87	608.0
"TN"	2002	"SHELBY"	"Memphis 75-1"	8252	86	591	575	16																																																													33	554	554										9	645.0	645.0										582	23	616.0	602	8	625.0
"TN"	2002	"SHELBY"	"Memphis 75-11"	8260	85	533	533																																																														33	541	541										9	626.0	621.0										556	30	600.0	564	11	591.0
"TN"	2002	"SHELBY"	"Memphis 75-2"	8268	90	285	285																																																														33	302	302										9	330.0	328.0										295	23	323.0	307	6	319.0
"TN"	2002	"SHELBY"	"Memphis 75-4"	8276	85	322	322																																																														33	343	343										9	377.0	375.0										349	15	367.0	360	3	375.0
"TN"	2002	"SHELBY"	"Memphis 75-5"	8280	85	506	506																																																														33	532	532										9	593.0	586.0										511	43	564.0	552	17	583.0
"TN"	2002	"SHELBY"	"Memphis 75-6"	8284	85	603	603																																																														33	611	611										9	711.0	708.0										627	50	690.0	654	11	689.0
"TN"	2002	"SHELBY"	"Memphis 75-7"	8288	86	707	682	25	90	0		0																																																									33	729	729										9	838.0	824.0										744	49	809.0	784	15	821.0
"TN"	2002	"SHELBY"	"Memphis 76-1"	8300	87	326	326		90	279		279																																																									29	623	623										9	682.0	673.0										616	42	665.0	646	14	670.0
"TN"	2002	"SHELBY"	"Memphis 76-4"	8312	85	820	820		90	15		15																																																									33	865	865										9	967.0	949.0										860	83	955.0	909	29	955.0
"TN"	2002	"SHELBY"	"Memphis 76-5"	8316	85	737	737																																																														33	780	780										9	858.0	855.0										777	50	838.0	814	11	855.0
"TN"	2002	"SHELBY"	"Memphis 76-6"	8320	90	804	804																																																														33	840	840										9	948.0	934.0										854	57	924.0	897	20	934.0
"TN"	2002	"SHELBY"	"Memphis 77-1"	8324	87	490	490																																																														29	463	463										9	548.0	528.0										468	82	559.0	488	56	559.0
"TN"	2002	"SHELBY"	"Memphis 77-2"	8328	90	249	249																																																														33	258	258										9	290.0	280.0										252	27	285.0	274	12	289.0
"TN"	2002	"SHELBY"	"Memphis 77-3"	8332	90	765	765																																																														33	803	803										9	886.0	858.0										762	127	895.0	784	86	882.0
"TN"	2002	"SHELBY"	"Memphis 78-1"	8336	87	434	434																																																														33	438	438										9	482.0	467.0										433	54	489.0	444	31	481.0
"TN"	2002	"SHELBY"	"Memphis 78-3"	8344	87	415	415		84	11		12																																																									29	444	444										9	481.0	473.0										438	35	480.0	464	11	480.0
"TN"	2002	"SHELBY"	"Memphis 79-1"	8356	84	560	532																																																														33	537	537										9	596.0	585.0										513	71	587.0	547	36	590.0
"TN"	2002	"SHELBY"	"Memphis 79-2"	8360	84	845	794																																																														33	805	805										9	899.0	854.0										774	114	898.0	838	67	916.0
"TN"	2002	"SHELBY"	"Memphis 79-3"	8364	85	745	745																																																														33	780	780										9	869.0	842.0										760	102	869.0	810	52	873.0
"TN"	2002	"SHELBY"	"Memphis 79-7"	8380	84	627	593																																																														33	606	606										9	654.0	636.0										573	63	648.0	614	22	652.0
"TN"	2002	"SHELBY"	"Memphis 79-8"	8384	84	797	729																																																														33	758	758										9	821.0	800.0										722	91	820.0	770	40	821.0
"TN"	2002	"SHELBY"	"Memphis 79-9"	8388	85	276	276																																																														33	294	294										9	319.0	310.0										284	33	318.0	299	16	319.0
"TN"	2002	"SHELBY"	"Memphis 80-2"	8396	83	1389		1074	93	3	3	6																																																																					9	1413.0	953.0										373	1177	1559.0	667	874	1553.0
"TN"	2002	"SHELBY"	"Memphis 81-1"	8400	83	301		258																																																													31	330	59	242									9	322.0	218.0										79	275	356.0	158	196	354.0
"TN"	2002	"SHELBY"	"Memphis 81-2"	8404	91	327	327																																																														31	541	84	382									9	508.0	302.0										149	432	588.0	204	365	576.0
"TN"	2002	"SHELBY"	"Memphis 81-3"	8408	83	867		706																																																																									9	856.0	524.0										178	780	960.0	316	631	951.0
"TN"	2002	"SHELBY"	"Memphis 81-4"	8412	91	422	422																																																																										9	569.0	372.0										101	570	673.0	216	444	664.0
"TN"	2002	"SHELBY"	"Memphis 81-5"	8416	83	559		405																																																													31	585	173	350									7	581.0	193.0	360.0									257	380	642.0	311	318	635.0
"TN"	2002	"SHELBY"	"Memphis 81-6"	8420	93	192	84	108																																																													31	193	53	121									9	185.0	134.0										81	123	206.0	101	101	203.0
"TN"	2002	"SHELBY"	"Memphis 81-7"	8424	83	629		495	87	65		65																																																									31	772	164	524									9	748.0	474.0										219	610	831.0	323	483	815.0
"TN"	2002	"SHELBY"	"Memphis 81-8"	8426	83	248		179																																																													31	255	86	133									9	259.0	178.0										124	147	275.0	149	119	273.0
"TN"	2002	"SHELBY"	"Memphis 82-1"	8428	86	413	400	13																																																													33	408	408										9	475.0	473.0										425	26	463.0	441	9	462.0
"TN"	2002	"SHELBY"	"Memphis 82-2"	8432	86	352	315	37																																																													33	317	317										9	372.0	343.0										295	77	380.0	309	56	375.0
"TN"	2002	"SHELBY"	"Memphis 82-3"	8436	86	407	396	11																																																													33	409	409										9	459.0	456.0										426	22	452.0	440	6	455.0
"TN"	2002	"SHELBY"	"Memphis 83"	8440	98	357	301	56																																																																									9	366.0	326.0										280	96	378.0	297	78	379.0
"TN"	2002	"SHELBY"	"Memphis 84-1"	8444	98	411	288	123																																																																									9	430.0	342.0										274	177	457.0	298	151	457.0
"TN"	2002	"SHELBY"	"Memphis 84-2"	8448	88	240	240																																																																										9	288.0	268.0										230	61	297.0	256	40	299.0
"TN"	2002	"SHELBY"	"Memphis 85"	8452	98	476	312	164																																																																									8	464.0	323.0	116.0									288	208	506.0	312	178	498.0
"TN"	2002	"SHELBY"	"Memphis 86"	8460	98	561	402	159																																																																									8	553.0	408.0	117.0									381	198	589.0	401	176	588.0
"TN"	2002	"SHELBY"	"Memphis 87-1"	8464	98	503	281	222																																																																									7	506.0	224.0	249.0									270	285	563.0	318	235	560.0
