state	year	town	county	town_name	cd	g2000_USP_rv	g2000_USP_dv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	ward	precinct
"ME"	2000	505	"KEN"	"GARDINER"	1	167	161	354	95	255	350	201	133	345	2	1
"ME"	2000	505	"KEN"	"GARDINER"	1	120	208	357	145	209	354	241	99	350	3	1
"ME"	2000	505	"KEN"	"GARDINER"	1	196	298	513	157	346	503	330	167	504	4	1
"ME"	2000	505	"KEN"	"GARDINER"	1	157	227	424	128	284	412	255	137	408	5	1
"ME"	2000	505	"KEN"	"GARDINER"	1	195	224	446	121	320	441	256	169	425	6	1
"ME"	2000	505	"KEN"	"GARDINER"	1	177	244	452	137	307	444	276	152	444	7	1
"ME"	2000	506	"KEN"	"HALLOWELL"	1	94	172	286	114	162	276	194	77	280	1	1
"ME"	2000	506	"KEN"	"HALLOWELL"	1	77	189	294	133	155	288	208	69	291	2	1
"ME"	2000	506	"KEN"	"HALLOWELL"	1	76	150	244	119	126	245	170	58	234	3	1
"ME"	2000	506	"KEN"	"HALLOWELL"	1	75	161	257	111	140	251	162	73	246	4	1
"ME"	2000	506	"KEN"	"HALLOWELL"	1	173	217	421	145	266	411	242	157	410	5	1
"ME"	2000	167	"KEN"	"LITCHFIELD"	1	684	702	1489	438	1009	1447	824	590	1455	1	1
"ME"	2000	168	"KEN"	"MANCHESTER"	1	692	720	1495	407	1071	1478	843	592	1460	1	1
"ME"	2000	507	"KEN"	"MONMOUTH"	2	734	701	1537	412	1118	1530	1043	457	1500	1	1
"ME"	2000	507	"KEN"	"MONMOUTH"	2	187	236	448	125	317	442	331	106	437	2	1
"ME"	2000	169	"KEN"	"MOUNT VERNON"	1	308	422	821	276	531	807	498	272	807	1	1
"ME"	2000	170	"KEN"	"OAKLAND"	1	1196	1414	2763	901	1810	2711	1707	859	2657	1	1
"ME"	2000	171	"KEN"	"PITTSTON"	1	645	676	1440	387	1039	1426	820	532	1400	1	1
"ME"	2000	172	"KEN"	"RANDOLPH"	1	380	602	1033	354	660	1014	682	305	1017	1	1
"ME"	2000	173	"KEN"	"READFIELD"	1	603	725	1405	423	962	1385	811	519	1368	1	1
"ME"	2000	174	"KEN"	"ROME"	1	270	248	554	169	365	534	317	191	531	1	1
"ME"	2000	175	"KEN"	"SIDNEY"	1	890	902	1895	560	1293	1853	1063	724	1849	1	1
"ME"	2000	176	"KEN"	"VASSALBORO"	1	831	1066	2047	668	1325	1993	1256	665	1996	1	1
"ME"	2000	177	"KEN"	"VIENNA"	1	103	155	293	102	181	283	189	72	271	1	1
"ME"	2000	508	"KEN"	"WATERVILLE"	1	332	550	940	379	551	930	623	258	908	1	1
"ME"	2000	508	"KEN"	"WATERVILLE"	1	268	572	904	406	497	903	642	210	889	2	1
"ME"	2000	508	"KEN"	"WATERVILLE"	1	274	753	1140	496	523	1019	724	226	993	3	1
"ME"	2000	508	"KEN"	"WATERVILLE"	1	369	684	1134	490	631	1121	798	259	1097	4	1
"ME"	2000	508	"KEN"	"WATERVILLE"	1	442	823	1344	552	790	1342	932	338	1295	5	1
"ME"	2000	508	"KEN"	"WATERVILLE"	1	187	350	590	275	307	582	405	139	574	6	1
"ME"	2000	508	"KEN"	"WATERVILLE"	1	243	547	841	344	488	832	593	172	794	7	1
"ME"	2000	178	"KEN"	"WAYNE"	2	303	365	721	206	504	710	500	194	694	1	1
"ME"	2000	179	"KEN"	"WEST GARDINER"	1	704	771	1579	469	1101	1570	994	520	1560	1	1
"ME"	2000	180	"KEN"	"WINDSOR"	1	518	518	1079	279	751	1030	606	399	1042	1	1
"ME"	2000	181	"KEN"	"WINSLOW"	1	1466	2280	3971	1501	2438	3939	2625	1106	3877	1	1
"ME"	2000	182	"KEN"	"WINTHROP"	1	1468	1644	3317	922	2361	3283	1907	1285	3287	1	1
"ME"	2000	183	"KNO"	"APPLETON"	1	292	315	697	201	469	670	396	228	653	1	1
"ME"	2000	184	"KNO"	"CAMDEN"	1	1125	1664	3139	963	2067	3030	1848	1032	2963	1	1
"ME"	2000	185	"KNO"	"CUSHING"	1	330	288	672	164	475	639	351	265	635	1	1
"ME"	2000	186	"KNO"	"FRIENDSHIP"	1	444	253	746	148	568	716	335	330	689	1	1
"ME"	2000	187	"KNO"	"HOPE"	1	372	312	754	188	523	711	378	308	715	1	1
"ME"	2000	188	"KNO"	"ISLE AU HAUT"	1	19	26	56	21	32	53	34	15	53	1	1
"ME"	2000	189	"KNO"	"MATINICUS ISLE PLT."	1	21	27	51	8	43	51	25	19	46	1	1
"ME"	2000	190	"KNO"	"NORTH HAVEN"	1	97	122	242	95	142	237	155	68	229	1	1
"ME"	2000	191	"KNO"	"OWL'S HEAD"	1	451	418	956	216	691	907	499	371	904	1	1
"ME"	2000	192	"KNO"	"ROCKLAND"	1	1430	1549	3320	887	2328	3215	1895	1171	3190	1	1
"ME"	2000	193	"KNO"	"ROCKPORT"	1	816	886	1872	479	1346	1825	1021	720	1791	1	1
"ME"	2000	194	"KNO"	"SOUTH THOMASTON"	1	347	354	793	170	582	752	475	260	754	1	1
"ME"	2000	195	"KNO"	"ST. GEORGE"	1	618	744	1529	399	1041	1440	887	524	1461	1	1
"ME"	2000	196	"KNO"	"THOMASTON"	1	618	656	1387	354	988	1342	781	522	1342	1	1
"ME"	2000	197	"KNO"	"UNION"	1	602	496	1240	284	920	1204	636	482	1176	1	1
"ME"	2000	198	"KNO"	"VINALHAVEN"	1	227	362	666	218	429	647	444	163	635	1	1
"ME"	2000	199	"KNO"	"WARREN"	1	823	643	1626	367	1187	1554	837	636	1537	1	1
"ME"	2000	200	"KNO"	"WASHINGTON"	1	336	338	755	223	498	721	415	265	713	1	1
"ME"	2000	201	"LIN"	"ALNA"	1	196	188	439	129	291	420	236	167	425	1	1
"ME"	2000	202	"LIN"	"BOOTHBAY"	1	925	772	1834	350	1444	1794	953	790	1801	1	1
"ME"	2000	203	"LIN"	"BOOTHBAY HARBOR"	1	720	659	1475	315	1111	1426	776	612	1423	1	1
"ME"	2000	204	"LIN"	"BREMEN"	1	233	211	505	138	351	489	270	209	493	1	1
"ME"	2000	205	"LIN"	"BRISTOL"	1	872	729	1730	427	1258	1685	919	706	1672	1	1
"ME"	2000	206	"LIN"	"DAMARISCOTTA"	1	599	539	1226	283	897	1180	650	504	1184	1	1
"ME"	2000	207	"LIN"	"DRESDEN"	1	399	386	865	238	611	849	478	343	849	1	1
"ME"	2000	208	"LIN"	"EDGECOMB"	1	342	327	739	193	533	726	411	297	725	1	1
"ME"	2000	209	"LIN"	"JEFFERSON"	1	708	554	1334	344	943	1287	684	550	1276	1	1
"ME"	2000	210	"LIN"	"MONHEGAN PLT."	1	21	31	71	28	42	70	42	20	68	1	1
"ME"	2000	211	"LIN"	"NEWCASTLE"	1	459	529	1094	306	775	1081	600	455	1081	1	1
"ME"	2000	212	"LIN"	"NOBLEBORO"	1	443	459	967	221	724	945	532	393	945	1	1
"ME"	2000	213	"LIN"	"SOMERVILLE"	1	124	112	258	68	180	248	136	100	247	1	1
"ME"	2000	214	"LIN"	"SOUTH BRISTOL"	1	285	285	614	169	432	601	342	244	600	1	1
"ME"	2000	215	"LIN"	"SOUTHPORT"	1	292	179	488	76	407	483	216	253	479	1	1
"ME"	2000	216	"LIN"	"WALDOBORO"	1	1146	1054	2421	613	1706	2319	1294	947	2359	1	1
"ME"	2000	217	"LIN"	"WESTPORT"	1	246	190	470	133	342	475	247	214	473	1	1
"ME"	2000	218	"LIN"	"WHITEFIELD"	1	503	547	1149	393	706	1099	669	389	1116	1	1
"ME"	2000	219	"LIN"	"WISCASSET"	1	944	883	1992	552	1397	1949	1047	816	1863	1	1
"ME"	2000	251	"OXF"	"ALBANY TWP."	2	95	126	244	60	179	239	172	62	234	1	1
"ME"	2000	220	"OXF"	"ANDOVER"	2	215	210	468	112	348	460	310	152	462	1	1
"ME"	2000	221	"OXF"	"BETHEL"	2	662	698	1480	356	1091	1447	978	465	1443	1	1
"ME"	2000	222	"OXF"	"BROWNFIELD"	2	281	323	649	162	476	638	436	200	636	1	1
"ME"	2000	223	"OXF"	"BUCKFIELD"	2	407	380	844	218	610	828	561	271	832	1	1
"ME"	2000	224	"OXF"	"BYRON"	2	28	34	71	14	54	68	53	16	69	1	1
"ME"	2000	225	"OXF"	"CANTON"	2	231	257	518	160	345	505	359	145	504	1	1
"ME"	2000	226	"OXF"	"DENMARK"	2	273	252	570	117	439	556	354	207	561	1	1
"ME"	2000	227	"OXF"	"DIXFIELD"	2	439	685	1253	375	822	1197	932	274	1206	1	1
"ME"	2000	228	"OXF"	"FRYEBURG"	2	713	706	1505	291	1170	1461	973	468	1441	1	1
"ME"	2000	229	"OXF"	"GILEAD"	2	44	39	96	20	71	91	55	36	91	1	1
"ME"	2000	230	"OXF"	"GREENWOOD"	2	170	199	399	99	286	385	266	124	390	1	1
"ME"	2000	231	"OXF"	"HANOVER"	2	67	73	152	40	109	149	101	50	151	1	1
"ME"	2000	232	"OXF"	"HARTFORD"	2	205	181	424	108	293	401	267	147	414	1	1
"ME"	2000	233	"OXF"	"HEBRON"	2	277	222	548	126	406	532	350	182	532	1	1
"ME"	2000	509	"OXF"	"HIRAM"	2	170	155	348	72	257	329	219	112	331	1	1
"ME"	2000	509	"OXF"	"HIRAM"	2	163	169	367	94	262	356	247	107	354	2	1
"ME"	2000	234	"OXF"	"LINCOLN PLT."	2	24	11	35	1	34	35	19	16	35	1	1
"ME"	2000	235	"OXF"	"LOVELL"	2	331	236	616	131	459	590	364	226	590	1	1
"ME"	2000	236	"OXF"	"MAGALLOWAY PLT."	2	12	3	15	3	12	15	4	11	15	1	1
"ME"	2000	237	"OXF"	"MEXICO"	2	357	917	1372	513	870	1383	1190	194	1384	1	1
"ME"	2000	253	"OXF"	"MILTON TWP."	2	31	22	56	13	41	54	34	20	54	1	1
"ME"	2000	238	"OXF"	"NEWRY"	2	85	108	213	48	165	213	145	65	210	1	1
"ME"	2000	239	"OXF"	"NORWAY"	2	963	1103	2230	582	1590	2172	1548	632	2180	1	1
"ME"	2000	240	"OXF"	"OTISFIELD"	2	390	384	839	199	625	824	533	285	818	1	1
"ME"	2000	241	"OXF"	"OXFORD"	2	797	782	1686	458	1198	1656	1071	580	1651	1	1
"ME"	2000	242	"OXF"	"PARIS"	2	1047	1106	2308	567	1705	2272	1599	657	2256	1	1
"ME"	2000	243	"OXF"	"PERU"	2	325	439	813	238	562	800	620	190	810	1	1
"ME"	2000	244	"OXF"	"PORTER"	2	355	293	714	152	538	690	439	243	682	1	1
"ME"	2000	245	"OXF"	"ROXBURY"	2	89	134	241	83	153	236	190	44	234	1	1
"ME"	2000	246	"OXF"	"RUMFORD"	2	1023	1945	3172	1307	1931	3238	2675	502	3177	1	1
"ME"	2000	247	"OXF"	"STONEHAM"	2	79	67	158	32	119	151	101	50	151	1	1
"ME"	2000	248	"OXF"	"STOW"	2	62	73	142	40	99	139	99	33	132	1	1
"ME"	2000	249	"OXF"	"SUMNER"	2	228	181	434	116	307	423	256	162	418	1	1
"ME"	2000	250	"OXF"	"SWEDEN"	2	78	79	175	37	130	167	107	59	166	1	1
"ME"	2000	254	"OXF"	"UPTON"	2	21	27	48	8	38	46	33	12	45	1	1
"ME"	2000	255	"OXF"	"WATERFORD"	2	385	373	818	179	601	780	550	237	787	1	1
"ME"	2000	256	"OXF"	"WEST PARIS"	2	336	378	763	192	561	753	529	214	743	1	1
"ME"	2000	257	"OXF"	"WOODSTOCK"	2	377	279	709	155	530	685	445	247	692	1	1
"ME"	2000	258	"PEN"	"ALTON"	2	229	193	452	131	304	435	316	127	443	1	1
"ME"	2000	510	"PEN"	"BANGOR"	2	1182	1419	2770	819	1880	2699	2108	650	2758	0	0
"ME"	2000	510	"PEN"	"BANGOR"	2	682	921	1709	570	1106	1676	1324	375	1699	1	1
"ME"	2000	510	"PEN"	"BANGOR"	2	632	631	1334	399	916	1315	989	348	1337	1	2
"ME"	2000	510	"PEN"	"BANGOR"	2	602	852	1556	570	941	1511	1215	333	1548	2	1
"ME"	2000	510	"PEN"	"BANGOR"	2	689	795	1567	524	1012	1536	1209	356	1565	2	2
"ME"	2000	510	"PEN"	"BANGOR"	2	651	682	1396	435	915	1350	1019	361	1380	3	1
"ME"	2000	510	"PEN"	"BANGOR"	2	613	595	1281	396	861	1257	916	352	1268	3	2
"ME"	2000	510	"PEN"	"BANGOR"	2	585	770	1454	515	918	1433	1121	337	1458	4	1
"ME"	2000	510	"PEN"	"BANGOR"	2	495	646	1253	458	764	1222	949	288	1237	4	2
"ME"	2000	259	"PEN"	"BRADFORD"	2	311	209	557	173	354	527	355	192	547	1	1
"ME"	2000	260	"PEN"	"BRADLEY"	2	241	411	688	244	427	671	547	145	692	1	1
"ME"	2000	511	"PEN"	"BREWER"	2	586	409	1016	248	749	997	620	389	1009	1	1
"ME"	2000	511	"PEN"	"BREWER"	2	502	397	930	264	635	899	640	288	928	2	1
"ME"	2000	511	"PEN"	"BREWER"	2	474	344	866	214	628	842	567	290	857	3	1
"ME"	2000	511	"PEN"	"BREWER"	2	301	309	662	188	459	647	481	177	658	4	1
"ME"	2000	511	"PEN"	"BREWER"	2	313	380	747	258	480	738	540	204	744	5	1
"ME"	2000	511	"PEN"	"BREWER"	2	427	362	808	203	589	792	569	236	805	5	2
"ME"	2000	261	"PEN"	"BURLINGTON"	2	114	69	194	56	132	188	133	59	192	1	1
"ME"	2000	262	"PEN"	"CARMEL"	2	783	376	1235	333	871	1204	813	409	1222	1	1
"ME"	2000	263	"PEN"	"CARROLL PLT."	2	48	21	76	19	55	74	48	28	76	1	1
"ME"	2000	264	"PEN"	"CHARLESTON"	2	445	166	651	154	466	620	365	281	646	1	1
"ME"	2000	265	"PEN"	"CHESTER"	2	186	69	267	68	192	260	168	97	265	1	1
"ME"	2000	266	"PEN"	"CLIFTON"	2	198	162	380	104	269	373	245	137	382	1	1
"ME"	2000	267	"PEN"	"CORINNA"	2	538	371	990	251	711	962	697	285	982	1	1
"ME"	2000	268	"PEN"	"CORINTH"	2	742	413	1239	312	877	1189	824	404	1228	1	1
"ME"	2000	269	"PEN"	"DEXTER"	2	950	765	1853	527	1308	1835	1386	461	1847	1	1
"ME"	2000	270	"PEN"	"DIXMONT"	2	296	232	573	169	375	544	406	162	568	1	1
"ME"	2000	271	"PEN"	"DREW PLT."	2	21	6	29	8	19	27	17	7	24	1	1
"ME"	2000	272	"PEN"	"EAST MILLINOCKET"	2	486	552	1084	353	732	1085	879	222	1101	1	1
"ME"	2000	273	"PEN"	"EDDINGTON"	2	557	484	1115	303	798	1101	758	376	1134	1	1
"ME"	2000	274	"PEN"	"EDINBURG"	2	43	47	95	36	57	93	68	27	95	1	1
"ME"	2000	275	"PEN"	"ENFIELD"	2	429	360	844	222	581	803	603	222	825	1	1
"ME"	2000	276	"PEN"	"ETNA"	2	245	214	493	160	331	491	372	121	493	1	1
"ME"	2000	277	"PEN"	"EXETER"	2	301	194	526	146	383	529	385	144	529	1	1
"ME"	2000	278	"PEN"	"GARLAND"	2	268	164	495	135	342	477	332	154	486	1	1
"ME"	2000	279	"PEN"	"GLENBURN"	2	1056	852	2000	551	1426	1977	1449	576	2025	1	1
"ME"	2000	280	"PEN"	"GREENBUSH"	2	360	219	614	174	417	591	388	226	614	1	1
"ME"	2000	512	"PEN"	"HAMPDEN"	2	959	815	1871	513	1286	1799	1300	562	1862	1	1
"ME"	2000	512	"PEN"	"HAMPDEN"	2	1003	693	1810	474	1307	1781	1184	627	1811	2	1
"ME"	2000	281	"PEN"	"HERMON"	2	1257	982	2344	557	1704	2261	1637	690	2327	1	1
"ME"	2000	282	"PEN"	"HOLDEN"	2	952	710	1765	456	1358	1814	1064	704	1768	1	1
"ME"	2000	283	"PEN"	"HOWLAND"	2	330	357	724	246	461	707	568	162	730	1	1
"ME"	2000	284	"PEN"	"HUDSON"	2	379	203	615	163	425	588	406	180	586	1	1
"ME"	2000	309	"PEN"	"INDIAN PURCHASE TWP."	2	75	46	130	35	93	128	90	39	129	1	1
"ME"	2000	285	"PEN"	"KENDUSKEAG"	2	293	262	588	151	422	573	451	137	588	1	1
"ME"	2000	310	"PEN"	"KINGMAN TWP."	2	58	33	96	22	84	106	57	56	113	1	1
"ME"	2000	286	"PEN"	"LAGRANGE"	2	150	142	316	97	206	303	206	108	314	1	1
"ME"	2000	287	"PEN"	"LAKEVILLE"	2	28	23	59	16	42	58	38	19	57	1	1
"ME"	2000	288	"PEN"	"LEE"	2	288	161	468	108	342	450	318	141	459	1	1
"ME"	2000	289	"PEN"	"LEVANT"	2	597	379	1009	237	731	968	674	342	1016	1	1
"ME"	2000	290	"PEN"	"LINCOLN"	2	1410	916	2477	685	1740	2425	1814	649	2463	1	1
"ME"	2000	291	"PEN"	"LOWELL"	2	101	66	170	42	124	166	112	55	167	1	1
"ME"	2000	292	"PEN"	"MATTAWAMKEAG"	2	206	182	432	144	273	417	328	97	425	1	1
"ME"	2000	293	"PEN"	"MAXFIELD"	2	32	15	48	11	37	48	32	14	46	1	1
"ME"	2000	294	"PEN"	"MEDWAY"	2	486	282	801	247	537	784	545	256	801	1	1
"ME"	2000	295	"PEN"	"MILFORD"	2	570	785	1459	536	910	1446	1106	345	1451	1	1
"ME"	2000	296	"PEN"	"MILLINOCKET"	2	1320	1495	2976	1058	1876	2934	2358	643	3001	1	1
"ME"	2000	297	"PEN"	"MOUNT CHASE"	2	78	26	112	21	91	112	64	49	113	1	1
"ME"	2000	298	"PEN"	"NEWBURGH"	2	400	326	786	218	554	772	569	217	786	1	1
"ME"	2000	299	"PEN"	"NEWPORT"	2	835	572	1483	396	1033	1429	1056	405	1461	1	1
"ME"	2000	513	"PEN"	"OLD TOWN"	2	463	845	1411	530	826	1356	1140	265	1405	1	1
"ME"	2000	513	"PEN"	"OLD TOWN"	2	598	623	1316	413	859	1272	974	321	1295	2	2
"ME"	2000	513	"PEN"	"OLD TOWN"	2	375	566	1035	370	634	1004	825	205	1030	3	1
"ME"	2000	513	"PEN"	"OLD TOWN"	2	68	179	262	110	147	257	211	46	257	4	1
"ME"	2000	514	"PEN"	"ORONO"	2	527	1071	1799	748	992	1740	1472	278	1750	1	1
"ME"	2000	514	"PEN"	"ORONO"	2	476	822	1610	482	1057	1539	1234	290	1524	1	2
"ME"	2000	514	"PEN"	"ORONO"	2	503	808	1446	522	864	1386	1157	265	1422	2	1
"ME"	2000	300	"PEN"	"ORRINGTON"	2	1085	851	2043	560	1418	1978	1240	764	2004	1	1
"ME"	2000	301	"PEN"	"PASSADUMKEAG"	2	124	81	216	58	152	210	145	68	213	1	1
"ME"	2000	302	"PEN"	"PATTEN"	2	386	186	591	111	467	578	384	194	578	1	1
"ME"	2000	303	"PEN"	"PENOBSCOT NATION VOTING DISTRICT"	2	21	173	208	112	93	205	136	56	192	1	1
"ME"	2000	304	"PEN"	"PLYMOUTH"	2	316	195	545	144	391	535	383	163	546	1	1
"ME"	2000	311	"PEN"	"PRENTISS TWP."	2	43	18	66	9	52	61	34	32	66	1	1
"ME"	2000	305	"PEN"	"SEBOEIS PLT."	2	19	9	31	6	27	33	16	17	33	1	1
"ME"	2000	306	"PEN"	"SPRINGFIELD"	2	83	74	171	55	110	165	125	44	169	1	1
"ME"	2000	307	"PEN"	"STACYVILLE"	2	138	82	231	66	162	228	147	83	230	1	1
"ME"	2000	308	"PEN"	"STETSON"	2	320	176	539	134	379	513	382	141	523	1	1
"ME"	2000	312	"PEN"	"VEAZIE"	2	505	448	1013	295	679	974	722	276	998	1	1
"ME"	2000	313	"PEN"	"WEBSTER PLT."	2	9	10	25	6	19	25	22	4	26	1	1
"ME"	2000	314	"PEN"	"WINN"	2	117	74	206	60	129	189	142	69	211	1	1
"ME"	2000	315	"PEN"	"WOODVILLE"	2	56	45	104	47	55	102	79	26	105	1	1
"ME"	2000	316	"PIS"	"ABBOT"	2	216	148	401	94	282	376	274	125	399	1	1
"ME"	2000	317	"PIS"	"ATKINSON"	2	105	64	188	48	135	183	130	56	186	1	1
"ME"	2000	318	"PIS"	"BEAVER COVE"	2	60	28	92	23	66	89	49	42	91	1	1
"ME"	2000	319	"PIS"	"BOWERBANK"	2	51	28	87	18	70	88	46	40	86	1	1
"ME"	2000	320	"PIS"	"BROWNVILLE"	2	362	325	757	241	489	730	569	188	757	1	1
"ME"	2000	321	"PIS"	"DOVER-FOXCROFT"	2	1126	831	2105	527	1526	2053	1454	629	2083	1	1
"ME"	2000	322	"PIS"	"GREENVILLE"	2	515	424	992	276	694	970	714	275	989	1	1
"ME"	2000	529	"PIS"	"GREENVILLE TWPS."	2	70	22	101	20	77	97	61	38	99	1	1
"ME"	2000	323	"PIS"	"GUILFORD"	2	419	306	784	191	564	755	543	222	765	1	1
"ME"	2000	324	"PIS"	"KINGSBURY PLT."	2	8	2	11	1	11	12	8	4	12	1	1
"ME"	2000	325	"PIS"	"LAKE VIEW PLT."	2	37	25	63	15	45	60	41	20	61	1	1
"ME"	2000	326	"PIS"	"MEDFORD"	2	65	37	112	31	77	108	71	40	111	1	1
"ME"	2000	327	"PIS"	"MILO"	2	549	511	1130	358	718	1076	861	260	1121	1	1
"ME"	2000	328	"PIS"	"MONSON"	2	229	232	502	116	367	483	366	102	468	1	1
"ME"	2000	338	"PIS"	"ORNEVILLE TWP."	2	28	42	74	33	39	72	56	19	75	1	1
"ME"	2000	329	"PIS"	"PARKMAN"	2	208	144	390	113	267	380	275	117	392	1	1
"ME"	2000	330	"PIS"	"SANGERVILLE"	2	357	293	697	178	491	669	506	190	696	1	1
"ME"	2000	331	"PIS"	"SEBEC"	2	200	109	325	84	225	309	204	117	321	1	1
"ME"	2000	332	"PIS"	"SHIRLEY"	2	73	32	121	32	85	117	72	37	109	1	1
"ME"	2000	335	"PIS"	"UN. TWP. OF T1 R9"	2	52	25	81	18	63	81	56	26	82	1	1
"ME"	2000	340	"PIS"	"WELLINGTON"	2	45	100	149	70	77	147	126	21	147	1	1
"ME"	2000	341	"PIS"	"WILLIMANTIC"	2	70	17	94	23	60	83	39	48	87	1	1
"ME"	2000	342	"SAG"	"ARROWSIC"	1	86	190	310	119	183	302	213	94	310	1	1
"ME"	2000	515	"SAG"	"BATH"	1	270	327	652	176	457	633	377	262	661	0	0
"ME"	2000	515	"SAG"	"BATH"	1	228	308	591	189	389	578	358	208	579	1	1
"ME"	2000	515	"SAG"	"BATH"	1	214	286	556	165	370	535	343	168	533	2	1
"ME"	2000	515	"SAG"	"BATH"	1	171	209	430	132	291	423	248	160	420	3	1
"ME"	2000	515	"SAG"	"BATH"	1	190	283	506	125	371	496	312	163	489	4	1
"ME"	2000	515	"SAG"	"BATH"	1	265	305	614	178	409	587	346	233	602	5	1
"ME"	2000	515	"SAG"	"BATH"	1	186	293	526	183	332	515	339	162	518	6	1
"ME"	2000	515	"SAG"	"BATH"	1	279	319	637	154	462	616	369	227	617	7	1
"ME"	2000	343	"SAG"	"BOWDOIN"	1	654	526	1269	334	911	1245	655	549	1238	1	1
"ME"	2000	344	"SAG"	"BOWDOINHAM"	1	609	717	1492	459	994	1453	918	493	1470	1	1
"ME"	2000	345	"SAG"	"GEORGETOWN"	1	282	320	656	193	430	623	376	246	636	1	1
"ME"	2000	346	"SAG"	"PHIPPSBURG"	1	631	571	1316	326	944	1270	777	514	1343	1	1
"ME"	2000	347	"SAG"	"RICHMOND"	1	720	742	1591	441	1101	1542	901	598	1545	1	1
"ME"	2000	516	"SAG"	"TOPSHAM"	1	2042	2240	4588	1188	3239	4427	2627	1689	4463	1	1
"ME"	2000	348	"SAG"	"WEST BATH"	1	454	505	1046	261	764	1025	573	436	1033	1	1
"ME"	2000	349	"SAG"	"WOOLWICH"	1	771	703	1626	431	1138	1569	870	640	1572	1	1
"ME"	2000	350	"SOM"	"ANSON"	2	499	526	1119	361	721	1082	846	258	1104	1	1
"ME"	2000	351	"SOM"	"ATHENS"	2	178	177	387	125	244	369	266	121	387	1	1
"ME"	2000	352	"SOM"	"BINGHAM"	2	278	265	574	149	401	550	419	147	566	1	1
"ME"	2000	353	"SOM"	"BRIGHTON PLT."	2	12	22	41	14	26	40	33	7	40	1	1
"ME"	2000	354	"SOM"	"CAMBRIDGE"	2	149	75	246	42	198	240	157	83	240	1	1
"ME"	2000	355	"SOM"	"CANAAN"	2	356	483	919	376	520	896	706	211	917	1	1
"ME"	2000	356	"SOM"	"CARATUNK"	2	38	22	65	14	47	61	42	25	67	1	1
"ME"	2000	357	"SOM"	"CORNVILLE"	2	302	237	589	174	405	579	403	175	578	1	1
"ME"	2000	358	"SOM"	"DENNISTOWN PLT."	2	13	6	22	2	20	22	15	7	22	1	1
"ME"	2000	359	"SOM"	"DETROIT"	2	150	191	370	135	231	366	279	91	370	1	1
"ME"	2000	360	"SOM"	"EMBDEN"	2	166	134	330	189	227	416	265	84	349	1	1
"ME"	2000	361	"SOM"	"FAIRFIELD"	2	1122	1646	2997	1141	1812	2953	2376	598	2974	1	1
"ME"	2000	362	"SOM"	"HARMONY"	2	199	207	436	136	279	415	311	114	425	1	1
"ME"	2000	363	"SOM"	"HARTLAND"	2	463	324	847	263	554	817	578	262	840	1	1
"ME"	2000	364	"SOM"	"HIGHLAND PLT."	2	69	44	130	24	92	116	70	45	115	1	1
"ME"	2000	365	"SOM"	"JACKMAN"	2	244	208	485	112	354	466	345	128	473	1	1
"ME"	2000	366	"SOM"	"MADISON"	2	821	1151	2132	771	1327	2098	1698	430	2128	1	1
"ME"	2000	367	"SOM"	"MERCER"	2	157	169	345	112	223	335	241	101	342	1	1
"ME"	2000	368	"SOM"	"MOOSE RIVER"	2	73	34	110	14	93	107	75	37	112	1	1
"ME"	2000	369	"SOM"	"MOSCOW"	2	83	150	252	95	156	251	186	47	233	1	1
"ME"	2000	370	"SOM"	"NEW PORTLAND"	2	217	202	454	104	319	423	311	126	437	1	1
"ME"	2000	371	"SOM"	"NORRIDGEWOCK"	2	657	722	1487	432	1031	1463	1107	370	1477	1	1
"ME"	2000	372	"SOM"	"PALMYRA"	2	566	368	1000	297	646	943	704	267	971	1	1
"ME"	2000	373	"SOM"	"PITTSFIELD"	2	963	896	1983	619	1276	1895	1413	521	1934	1	1
"ME"	2000	374	"SOM"	"PLEASANT RIDGE PLT."	2	33	22	62	12	47	59	47	10	57	1	1
"ME"	2000	375	"SOM"	"RIPLEY"	2	154	88	257	67	178	245	167	87	254	1	1
"ME"	2000	382	"SOM"	"ROCKWOOD TWP."	2	153	65	223	47	158	205	135	84	219	1	1
"ME"	2000	376	"SOM"	"SKOWHEGAN"	2	1513	2158	3883	1316	2552	3868	3094	778	3872	1	1
"ME"	2000	377	"SOM"	"SMITHFIELD"	2	213	250	508	159	338	497	382	118	500	1	1
"ME"	2000	378	"SOM"	"SOLON"	2	181	244	471	156	300	456	350	121	471	1	1
"ME"	2000	379	"SOM"	"ST. ALBANS"	2	499	306	866	237	581	818	593	265	858	1	1
"ME"	2000	380	"SOM"	"STARKS"	2	113	119	278	95	168	263	199	76	275	1	1
"ME"	2000	381	"SOM"	"THE FORKS PLT."	2	21	9	36	8	26	34	24	9	33	1	1
"ME"	2000	383	"SOM"	"WEST FORKS PLT."	2	29	18	47	13	31	44	28	15	43	1	1
"ME"	2000	517	"WAL"	"BELFAST"	2	472	654	1269	426	815	1241	999	258	1257	1	1
"ME"	2000	517	"WAL"	"BELFAST"	2	525	575	1234	403	790	1193	926	283	1209	2	1
"ME"	2000	517	"WAL"	"BELFAST"	2	393	368	844	254	556	810	609	218	827	3	1
"ME"	2000	384	"WAL"	"BELMONT"	2	193	182	401	117	270	387	283	111	394	1	1
