state	year	precinct	county	g2000_USP_rv	g2000_USP_dv	g2000_REG_tv	g2000_BALL_tv	g2000_USH_rv	g2000_USH_dv
"ID"	2000	"1"	"Ada"	204	234	1085	525	238	247
"ID"	2000	"2"	"Ada"	277	188	939	525	276	211
"ID"	2000	"3"	"Ada"	321	295	1234	688	377	262
"ID"	2000	"4"	"Ada"	196	177	950	465	226	189
"ID"	2000	"5"	"Ada"	145	121	928	353	159	141
"ID"	2000	"6"	"Ada"	409	275	1103	726	449	252
"ID"	2000	"7"	"Ada"	275	187	929	535	306	188
"ID"	2000	"8"	"Ada"	241	148	1005	426	213	177
"ID"	2000	"9"	"Ada"	501	414	1535	974	565	364
"ID"	2000	"10"	"Ada"	347	176	843	566	381	164
"ID"	2000	"11"	"Ada"	112	234	1001	472	135	268
"ID"	2000	"12"	"Ada"	561	279	1421	897	550	296
"ID"	2000	"13"	"Ada"	253	227	939	565	280	223
"ID"	2000	"14"	"Ada"	386	251	1310	702	413	227
"ID"	2000	"15"	"Ada"	535	325	1576	952	526	348
"ID"	2000	"16"	"Ada"	907	390	2355	1374	849	423
"ID"	2000	"17"	"Ada"	388	218	1209	657	375	244
"ID"	2000	"18"	"Ada"	308	509	1496	961	378	519
"ID"	2000	"19"	"Ada"	130	312	1034	554	154	345
"ID"	2000	"20"	"Ada"	478	398	1829	1010	493	435
"ID"	2000	"21"	"Ada"	147	316	1124	639	187	382
"ID"	2000	"22"	"Ada"	183	355	1128	636	216	379
"ID"	2000	"23"	"Ada"	188	298	969	576	220	293
"ID"	2000	"24"	"Ada"	279	404	1341	844	296	490
"ID"	2000	"25"	"Ada"	424	389	1463	927	502	378
"ID"	2000	"26"	"Ada"	250	148	939	445	259	144
"ID"	2000	"27"	"Ada"	529	417	1587	1026	596	376
"ID"	2000	"28"	"Ada"	150	167	705	390	152	209
"ID"	2000	"29"	"Ada"	536	132	1048	706	520	155
"ID"	2000	"30"	"Ada"	269	243	1025	600	308	253
"ID"	2000	"31"	"Ada"	305	451	1514	938	385	492
"ID"	2000	"32"	"Ada"	288	252	1164	610	274	279
"ID"	2000	"33"	"Ada"	273	247	976	622	306	268
"ID"	2000	"34"	"Ada"	291	274	1051	645	294	303
"ID"	2000	"35"	"Ada"	363	239	1063	670	394	234
"ID"	2000	"36"	"Ada"	465	219	1199	740	432	254
"ID"	2000	"37"	"Ada"	265	225	904	572	305	218
"ID"	2000	"38"	"Ada"	414	299	1819	796	422	303
"ID"	2000	"39"	"Ada"	436	295	1515	800	451	305
"ID"	2000	"40"	"Ada"	311	238	1002	604	346	219
"ID"	2000	"41"	"Ada"	123	201	735	404	138	218
"ID"	2000	"42"	"Ada"	398	229	1059	702	355	318
"ID"	2000	"43"	"Ada"	289	232	945	584	318	221
"ID"	2000	"44"	"Ada"	327	235	1078	630	361	222
"ID"	2000	"45"	"Ada"	301	337	1149	734	346	335
"ID"	2000	"46"	"Ada"	242	103	538	369	232	113
"ID"	2000	"47"	"Ada"	636	186	1298	850	582	217
"ID"	2000	"48"	"Ada"	263	273	963	612	303	255
"ID"	2000	"49"	"Ada"	300	220	909	589	302	235
"ID"	2000	"50"	"Ada"	480	408	1626	1011	446	494
"ID"	2000	"51"	"Ada"	259	229	947	553	258	248
"ID"	2000	"52"	"Ada"	884	270	1726	1228	825	336
"ID"	2000	"53"	"Ada"	490	354	1511	924	512	345
"ID"	2000	"54"	"Ada"	389	208	922	643	362	243
"ID"	2000	"55"	"Ada"	402	163	896	595	362	208
"ID"	2000	"56"	"Ada"	373	194	1094	615	350	225
"ID"	2000	"57"	"Ada"	265	182	728	504	259	198
"ID"	2000	"58"	"Ada"	292	222	802	561	280	250
"ID"	2000	"59"	"Ada"	394	213	952	662	364	245
"ID"	2000	"60"	"Ada"	301	194	795	542	326	195
"ID"	2000	"61"	"Ada"	305	252	1053	618	327	238
"ID"	2000	"62"	"Ada"	352	273	1161	697	391	252
"ID"	2000	"63"	"Ada"	664	238	1606	988	613	301
"ID"	2000	"64"	"Ada"	492	380	1478	965	540	357
"ID"	2000	"65"	"Ada"	576	337	1501	974	539	397
"ID"	2000	"66"	"Ada"	692	233	1382	993	641	273
"ID"	2000	"67"	"Ada"	1305	471	2645	1855	1176	586
"ID"	2000	"68"	"Ada"	1458	441	2810	1986	1357	528
"ID"	2000	"69"	"Ada"	82	53	277	151	85	59
"ID"	2000	"70"	"Ada"	42	5	69	48	41	7
"ID"	2000	"71"	"Ada"	501	199	1343	758	483	218
"ID"	2000	"72"	"Ada"	479	172	1028	698	470	195
"ID"	2000	"73"	"Ada"	1278	388	2600	1751	1205	451
"ID"	2000	"74"	"Ada"	868	310	1828	1284	870	338
"ID"	2000	"75"	"Ada"	446	186	1110	674	404	233
"ID"	2000	"76"	"Ada"	546	224	1216	806	469	274
"ID"	2000	"77"	"Ada"	776	236	1547	1058	729	268
"ID"	2000	"78"	"Ada"	410	140	836	586	391	155
"ID"	2000	"79"	"Ada"	903	288	1903	1261	810	357
"ID"	2000	"80"	"Ada"	391	268	1832	799	416	278
"ID"	2000	"81"	"Ada"	225	133	800	387	228	139
"ID"	2000	"82"	"Ada"	753	431	2033	1267	714	468
"ID"	2000	"83"	"Ada"	932	291	1721	1278	901	315
"ID"	2000	"84"	"Ada"	506	306	1502	890	545	288
"ID"	2000	"85"	"Ada"	663	247	1522	979	630	288
"ID"	2000	"86"	"Ada"	751	398	2074	1229	716	437
"ID"	2000	"87"	"Ada"	884	428	2255	1382	818	473
"ID"	2000	"88"	"Ada"	877	370	2166	1342	835	414
"ID"	2000	"89"	"Ada"	637	280	1510	978	569	339
"ID"	2000	"90"	"Ada"	762	265	1717	1104	745	298
"ID"	2000	"91"	"Ada"	1764	506	3572	2422	1672	593
"ID"	2000	"92"	"Ada"	478	108	971	629	450	145
"ID"	2000	"93"	"Ada"	465	135	1049	658	419	187
"ID"	2000	"94"	"Ada"	233	63	498	319	197	99
"ID"	2000	"95"	"Ada"	1022	348	2337	1439	967	387
"ID"	2000	"96"	"Ada"	711	235	1774	999	660	259
"ID"	2000	"97"	"Ada"	576	183	1316	809	528	237
"ID"	2000	"98"	"Ada"	846	364	2190	1307	818	403
"ID"	2000	"99"	"Ada"	800	297	1729	1190	736	365
"ID"	2000	"100"	"Ada"	806	248	1620	1109	718	303
"ID"	2000	"101"	"Ada"	751	249	1578	1057	693	305
"ID"	2000	"102"	"Ada"	1213	470	2433	1761	1164	486
"ID"	2000	"103"	"Ada"	699	265	1589	1020	647	306
"ID"	2000	"104"	"Ada"	196	132	600	353	184	146
"ID"	2000	"105"	"Ada"	1379	473	2556	1923	1277	536
"ID"	2000	"106"	"Ada"	568	416	1650	1072	562	424
"ID"	2000	"107"	"Ada"	754	570	2539	1441	688	654
"ID"	2000	"108"	"Ada"	178	192	667	423	172	221
"ID"	2000	"109"	"Ada"	214	77	500	321	193	109
"ID"	2000	"110"	"Ada"	393	336	1468	830	453	320
"ID"	2000	"111"	"Ada"	968	531	2482	1593	1026	499
"ID"	2000	"112"	"Ada"	493	166	1109	717	466	190
"ID"	2000	"113"	"Ada"	385	278	1062	719	440	240
"ID"	2000	"114"	"Ada"	605	445	1781	1116	657	393
"ID"	2000	"115"	"Ada"	326	318	1121	718	350	340
"ID"	2000	"116"	"Ada"	717	198	1460	978	671	234
"ID"	2000	"117"	"Ada"	661	407	1978	1151	628	435
"ID"	2000	"118"	"Ada"	456	294	1227	809	419	333
"ID"	2000	"119"	"Ada"	626	297	1559	1000	594	347
"ID"	2000	"120"	"Ada"	642	338	1702	1046	627	362
"ID"	2000	"121"	"Ada"	497	368	1608	933	548	324
"ID"	2000	"122"	"Ada"	814	439	2196	1327	759	486
"ID"	2000	"123"	"Ada"	796	348	1995	1227	754	396
"ID"	2000	"124"	"Ada"	470	210	1125	725	414	254
"ID"	2000	"125"	"Ada"	1103	388	2301	1566	1019	432
"ID"	2000	"126"	"Ada"	271	212	784	531	250	242
"ID"	2000	"127"	"Ada"	322	157	819	508	295	177
"ID"	2000	"128"	"Ada"	506	309	1508	886	557	283
"ID"	2000	"129"	"Ada"	557	439	1724	1064	519	475
"ID"	2000	"130"	"Ada"	180	238	904	503	199	269
"ID"	2000	"131"	"Ada"	1095	514	2756	1706	1107	513
"ID"	2000	"132 Absentee"	"Ada"	13	3		16	10	4
"ID"	2000	"133 Absentee"	"Ada"	98	49		159	102	52
"ID"	2000	"134 Absentee"	"Ada"	1063	622		1781	1122	552
"ID"	2000	"135 Absentee"	"Ada"	851	347		1253	788	381
"ID"	2000	"136 Absentee"	"Ada"	1311	468		1868	1192	532
"ID"	2000	"137 Absentee"	"Ada"	413	169		611	372	187
"ID"	2000	"138 Absentee"	"Ada"	773	347		1176	707	386
"ID"	2000	"139 Absentee"	"Ada"	339	207		580	326	193
"ID"	2000	"140 Absentee"	"Ada"	573	387		1047	535	424
"ID"	2000	"141 Absentee"	"Ada"	16	16		34	13	17
"ID"	2000	"142 Absentee"	"Ada"	406	187		630	375	198
"ID"	2000	"143 Absentee"	"Ada"	131	48		194	120	58
"ID"	2000	"144 Absentee"	"Ada"	258	140		430	278	128
"ID"	2000	"145 Absentee"	"Ada"	190	95		296	176	99
"ID"	2000	"146 Absentee"	"Ada"	72	36		120	67	41
"ID"	2000	"147 Absentee"	"Ada"	860	263		1173	772	318
"ID"	2000	"148 Absentee"	"Ada"	112	128		262	108	131
"ID"	2000	"149 Absentee"	"Ada"	55	36		105	62	35
"ID"	2000	"150 Absentee"	"Ada"	676	679		1514	736	657
"ID"	2000	"1 Indian Valley"	"Adams"	124	23	213	173	114	38
"ID"	2000	"2 Council"	"Adams"	352	91	614	476	302	92
"ID"	2000	"3 No. Council"	"Adams"	494	95	794	647	417	120
"ID"	2000	"4 Bear"	"Adams"	25	1	33	26	22	2
"ID"	2000	"5 New Meadows"	"Adams"	437	113	808	589	369	116
"ID"	2000	"6 Little Salmon River"	"Adams"	44	13	73	58	31	16
"ID"	2000	"Pocatello 1"	"Bannock"	301	242	811	576	330	218
"ID"	2000	"Pocatello 2"	"Bannock"	334	179	822	547	345	182
"ID"	2000	"Pocatello 3"	"Bannock"	274	158	717	461	289	149
"ID"	2000	"Pocatello 4"	"Bannock"	292	259	1271	636	321	247
"ID"	2000	"Pocatello 5"	"Bannock"	375	226	1016	658	401	218
"ID"	2000	"Pocatello 6"	"Bannock"	239	225	1003	551	262	215
"ID"	2000	"Pocatello 7"	"Bannock"	235	160	669	438	273	140
"ID"	2000	"Pocatello 8"	"Bannock"	174	183	697	420	194	187
"ID"	2000	"Pocatello 9"	"Bannock"	299	166	795	515	316	168
"ID"	2000	"Pocatello 10"	"Bannock"	306	230	931	594	347	200
"ID"	2000	"Pocatello 11"	"Bannock"	278	224	855	551	302	213
"ID"	2000	"Pocatello 12"	"Bannock"	376	209	963	639	386	220
"ID"	2000	"Pocatello 13"	"Bannock"	258	189	818	492	285	181
"ID"	2000	"Pocatello 14"	"Bannock"	329	232	977	612	356	210
"ID"	2000	"Pocatello 15"	"Bannock"	286	176	837	509	305	176
"ID"	2000	"Pocatello 16"	"Bannock"	141	133	505	310	161	126
"ID"	2000	"Pocatello 17"	"Bannock"	245	170	695	445	273	142
"ID"	2000	"Pocatello 18"	"Bannock"	312	156	790	510	323	145
"ID"	2000	"Pocatello 19"	"Bannock"	276	151	662	476	300	147
"ID"	2000	"Pocatello 20"	"Bannock"	241	165	667	454	275	141
"ID"	2000	"Pocatello 21"	"Bannock"	303	154	829	495	341	125
"ID"	2000	"Pocatello 22"	"Bannock"	389	212	1031	657	412	211
"ID"	2000	"Pocatello 23"	"Bannock"	300	225	881	570	341	195
"ID"	2000	"Pocatello 24"	"Bannock"	196	192	752	430	213	185
"ID"	2000	"Pocatello 25"	"Bannock"	153	177	764	394	177	175
"ID"	2000	"Pocatello 26"	"Bannock"	363	193	1339	646	386	205
"ID"	2000	"Pocatello 27"	"Bannock"	339	177	958	563	363	163
"ID"	2000	"Pocatello 28"	"Bannock"	337	158	950	556	344	173
"ID"	2000	"Pocatello 29"	"Bannock"	238	250	1176	573	255	264
"ID"	2000	"Pocatello 30"	"Bannock"	266	172	727	485	289	168
"ID"	2000	"Absentee 32"	"Bannock"	42	9	0	53	37	12
"ID"	2000	"Absentee 33"	"Bannock"	609	486	0	1179	648	453
"ID"	2000	"Absentee 34"	"Bannock"	804	533	0	1459	835	524
"ID"	2000	"Absentee 35"	"Bannock"	202	159	0	403	217	157
"ID"	2000	"Pocatello 36"	"Bannock"	378	136	905	568	402	133
"ID"	2000	"Pocatello 37"	"Bannock"	375	181	987	600	409	159
"ID"	2000	"Pocatello 38"	"Bannock"	395	248	1105	690	406	237
"ID"	2000	"Pocatello 39"	"Bannock"	232	208	875	507	263	207
"ID"	2000	"Pocatello 40"	"Bannock"	317	200	812	581	331	210
"ID"	2000	"Arimo 41"	"Bannock"	189	26	331	239	186	41
"ID"	2000	"Downey 42"	"Bannock"	354	96	661	496	365	99
"ID"	2000	"Inkom 43"	"Bannock"	513	263	1192	865	524	277
"ID"	2000	"Lava Hot Springs 44"	"Bannock"	283	141	688	480	313	139
"ID"	2000	"Mccammon 45"	"Bannock"	470	223	999	742	467	220
"ID"	2000	"Pocatello 46"	"Bannock"	389	182	1080	616	417	166
"ID"	2000	"Pocatello 47"	"Bannock"	352	159	841	540	368	148
"ID"	2000	"Pocatello 48"	"Bannock"	417	187	1020	639	449	163
"ID"	2000	"Pocatello 49"	"Bannock"	427	192	980	661	469	164
"ID"	2000	"Chubbuck 50"	"Bannock"	339	132	841	509	347	139
"ID"	2000	"Chubbuck 51"	"Bannock"	372	149	857	564	388	146
"ID"	2000	"Chubbuck 52"	"Bannock"	407	195	999	640	439	174
"ID"	2000	"Chubbuck 53"	"Bannock"	284	218	816	543	309	205
"ID"	2000	"Chubbuck 54"	"Bannock"	466	206	1061	721	493	205
"ID"	2000	"Chubbuck 55"	"Bannock"	471	165	962	665	479	164
"ID"	2000	"Chubbuck 56"	"Bannock"	508	229	1225	799	528	233
"ID"	2000	"Chubbuck 57"	"Bannock"	173	226	724	442	202	216
"ID"	2000	"Montpelier 1"	"Bear Lake"	311	90	568	430	292	74
"ID"	2000	"Montpelier 2"	"Bear Lake"	271	80	489	381	227	61
"ID"	2000	"Montpelier 3"	"Bear Lake"	61	13	106	83	51	14
"ID"	2000	"Montpelier 4"	"Bear Lake"	220	71	396	310	202	53
"ID"	2000	"Georgetown"	"Bear Lake"	299	34	423	352	272	36
"ID"	2000	"Bennington"	"Bear Lake"	129	9	168	145	122	8
"ID"	2000	"Bailey Creek"	"Bear Lake"	48	9	81	59	49	4
"ID"	2000	"Paris"	"Bear Lake"	260	48	387	329	225	45
"ID"	2000	"Bern"	"Bear Lake"	59	20	92	79	56	16
"ID"	2000	"Dingle"	"Bear Lake"	106	30	164	149	97	28
"ID"	2000	"Pegram"	"Bear Lake"	21		27	21	21	
"ID"	2000	"Fish Haven"	"Bear Lake"	73	23	135	103	62	21
"ID"	2000	"St Charles"	"Bear Lake"	111	34	180	152	88	32
"ID"	2000	"Bloomington"	"Bear Lake"	99	23	157	121	75	21
"ID"	2000	"Liberty"	"Bear Lake"	162	30	227	203	137	32
"ID"	2000	"Geneva"	"Bear Lake"	66	3	77	72	60	5
"ID"	2000	"1 Benewah"	"Benewah"	87	25	179	126	77	22
"ID"	2000	"2 Center"	"Benewah"	273	68	472	367	222	72
"ID"	2000	"3 College"	"Benewah"	341	114	592	493	284	107
"ID"	2000	"4 Emida"	"Benewah"	72	27	158	119	65	26
"ID"	2000	"5 Fernwood"	"Benewah"	167	41	306	236	135	48
"ID"	2000	"6 Plummer"	"Benewah"	316	164	824	523	304	119
"ID"	2000	"7 Santa"	"Benewah"	126	38	246	191	97	39
"ID"	2000	"8 St. Joe"	"Benewah"	43	4	63	53	39	6
"ID"	2000	"9 St. Maries"	"Benewah"	567	146	1005	781	442	146
"ID"	2000	"10 Tensed"	"Benewah"	185	102	433	308	165	85
"ID"	2000	"11 Townsite"	"Benewah"	429	166	820	644	337	129
"ID"	2000	"01 Blackfoot"	"Bingham"	606	227	1190	874	657	180
"ID"	2000	"02 Blackfoot"	"Bingham"	299	159	666	492	316	149
"ID"	2000	"03 Blackfoot"	"Bingham"	432	209	1023	686	460	186
"ID"	2000	"04 Blackfoot"	"Bingham"	512	224	1217	799	559	193
"ID"	2000	"05 Blackfoot"	"Bingham"	498	271	1327	834	566	215
"ID"	2000	"06 Blackfoot"	"Bingham"	551	200	1135	803	608	163
"ID"	2000	"07 Firth"	"Bingham"	604	106	1059	756	602	112
"ID"	2000	"08 Firth"	"Bingham"	451	104	831	579	427	104
"ID"	2000	"09 Groveland"	"Bingham"	625	173	1155	849	609	183
"ID"	2000	"10 Jameston"	"Bingham"	385	75	665	489	390	69
"ID"	2000	"11 Moreland"	"Bingham"	785	166	1400	1023	768	199
"ID"	2000	"12 Rockford"	"Bingham"	537	67	849	641	529	83
"ID"	2000	"13 Shelley"	"Bingham"	560	112	1030	707	556	107
"ID"	2000	"14 Shelley"	"Bingham"	684	132	1212	875	712	130
"ID"	2000	"15 Aberdeen"	"Bingham"	561	167	1165	789	596	160
"ID"	2000	"16 Springfield/Sterling"	"Bingham"	226	44	415	293	217	51
"ID"	2000	"17 Riverside"	"Bingham"	688	191	1318	938	713	181
"ID"	2000	"18 Pingree"	"Bingham"	359	89	658	491	369	93
"ID"	2000	"19 Wapello"	"Bingham"	263	74	482	361	263	78
"ID"	2000	"20 Fort Hall"	"Bingham"	90	373	933	518	148	324
"ID"	2000	"21 Shelley"	"Bingham"	599	80	980	705	574	95
"ID"	2000	"22 Groveland"	"Bingham"	313	67	545	406	318	72
"ID"	2000	"1 NW Ketchum"	"Blaine"	177	284	812	518	192	296
"ID"	2000	"2 SW Ketchum"	"Blaine"	192	354	1111	618	212	337
"ID"	2000	"3 N & E Ketchum"	"Blaine"	43	76	415	210	94	98
"ID"	2000	"4 S Ketchum"	"Blaine"	84	162	554	284	106	145
"ID"	2000	"5 NE Blaine County"	"Blaine"	179	191	743	413	189	191
"ID"	2000	"6 Hailey #1"	"Blaine"	232	310	981	609	256	302
"ID"	2000	"7 Hailey #2"	"Blaine"	243	365	1112	689	276	344
"ID"	2000	"8 Hailey #3"	"Blaine"	316	335	1187	705	355	285
"ID"	2000	"9 Yale"	"Blaine"	13		13	13	12	1
"ID"	2000	"10 Bellevue"	"Blaine"	365	338	1228	778	425	300
"ID"	2000	"11 Gannett Picabo"	"Blaine"	172	44	407	227	166	52
"ID"	2000	"12 Carey"	"Blaine"	230	69	488	317	257	50
"ID"	2000	"13 Sun Valley"	"Blaine"	240	196	944	467	243	198
"ID"	2000	"14 Hailey #4"	"Blaine"	393	481	1441	949	433	454
"ID"	2000	"16 Absentee #1"	"Blaine"	649	543		1472	682	508
"ID"	2000	"30 Garden Valley"	"Boise"	510	152	1397	733	485	152
"ID"	2000	"40 Horseshoe Bend"	"Boise"	462	117	1013	641	414	135
"ID"	2000	"50 Idaho City"	"Boise"	222	135	778	427	228	134
"ID"	2000	"60 Lowman"	"Boise"	77	24	211	122	68	35
"ID"	2000	"70 Mores Creek"	"Boise"	452	198	1348	741	412	237
"ID"	2000	"80 Placerville"	"Boise"	94	30	260	150	95	39
"ID"	2000	"90 Absentee"	"Boise"	202	89		311	176	96
"ID"	2000	"1 Airport"	"Bonner"	664	362	1621	1162	635	396
"ID"	2000	"2 Algoma"	"Bonner"	989	394	2112	1512	936	416
"ID"	2000	"3 Blue Lake"	"Bonner"	76	20	141	109	76	24
"ID"	2000	"4 Careywood"	"Bonner"	368	139	756	547	320	149
"ID"	2000	"5 Clark Fork"	"Bonner"	276	154	726	491	267	154
"ID"	2000	"6 Cocolalla"	"Bonner"	321	93	626	461	311	108
"ID"	2000	"7 Colburn"	"Bonner"	340	157	819	579	312	192
"ID"	2000	"9 Dover"	"Bonner"	152	77	366	276	149	91
"ID"	2000	"10 E Priest River"	"Bonner"	377	193	923	622	316	223
"ID"	2000	"11 Edgemere"	"Bonner"	451	140	959	660	430	153
"ID"	2000	"12 Gamlin Lake"	"Bonner"	183	104	450	341	183	127
"ID"	2000	"14 Grouse Crk"	"Bonner"	279	108	626	462	266	143
"ID"	2000	"15 Hope"	"Bonner"	273	196	749	558	286	219
"ID"	2000	"16 Humbird"	"Bonner"	82	58	251	173	80	67
"ID"	2000	"17 Kootenai"	"Bonner"	530	265	1298	895	510	272
"ID"	2000	"18 Laclede"	"Bonner"	173	78	379	271	161	78
"ID"	2000	"20 Lamb Creek"	"Bonner"	211	90	453	330	190	103
"ID"	2000	"21 Lincoln"	"Bonner"	281	165	786	510	273	165
"ID"	2000	"25 Newport"	"Bonner"	401	190	912	645	356	189
"ID"	2000	"26 Northside"	"Bonner"	82	19	156	107	68	19
"ID"	2000	"27 Oden"	"Bonner"	206	107	468	353	194	119
"ID"	2000	"28 Priest River"	"Bonner"	92	45	216	148	90	47
"ID"	2000	"29 Sandpoint"	"Bonner"	316	262	1069	714	307	327
"ID"	2000	"30 Selle"	"Bonner"	290	125	660	493	285	146
"ID"	2000	"31 Spirit Valley"	"Bonner"	325	102	642	472	298	118
"ID"	2000	"32 Washington"	"Bonner"	431	303	1203	848	408	330
"ID"	2000	"33 W Branch"	"Bonner"	90	59	264	179	81	77
"ID"	2000	"34 Westmond"	"Bonner"	288	125	649	471	282	131
"ID"	2000	"35 W Priest River"	"Bonner"	262	144	687	449	229	159
"ID"	2000	"36 Wrenco"	"Bonner"	136	44	289	200	119	57
"ID"	2000	"1"	"Bonneville"	645	227	1177	942	651	231
"ID"	2000	"2"	"Bonneville"	693	162	1302	892	677	177
"ID"	2000	"3"	"Bonneville"	353	128	701	524	357	121
"ID"	2000	"4"	"Bonneville"	412	159	868	607	418	153
"ID"	2000	"5"	"Bonneville"	410	166	890	626	415	157
