state	year	cd	county	precinct	vtd	g2004_USS_rv	g2004_USS_dv	g2004_USP_rv	g2004_USP_dv	g2004_USH_dv	g2004_USH_rv
"KS"	2004	4	"COWLEY"	"Winfield Ward 3 South"	"00051A"	125	26	121	36	28	129
"KS"	2004	4	"COWLEY"	"Winfield Ward 3"	"000500"	263	107	240	151	130	245
"KS"	2004	4	"COWLEY"	"Winfield Ward 4"	"000520"	71	22	68	29	26	66
"KS"	2004	4	"COWLEY"	"Winfield Ward 5 East"	"00053A"	371	144	341	223	176	353
"KS"	2004	4	"COWLEY"	"Winfield Ward 5 West"	"000540"	175	69	145	115	83	173
"KS"	2004	4	"COWLEY"	"Winfield Ward 6 A"	"000560"	67	26	68	29	30	66
"KS"	2004	4	"COWLEY"	"Winfield Ward 6"	"000550"	417	88	374	160	117	401
"KS"	2004	4	"COWLEY"	"Winfield Ward 7"	"000570"	218	73	218	115	96	240
"KS"	2004	2	"CRAWFORD"	"ADVANCED"	"999998"	882	881	736	1077	1107	677
"KS"	2004	2	"CRAWFORD"	"Arcadia"	"000010"	118	74	115	97	110	87
"KS"	2004	2	"CRAWFORD"	"Baker"	"000020"	351	116	287	189	213	257
"KS"	2004	2	"CRAWFORD"	"Beulah"	"000030"	77	27	71	33	47	55
"KS"	2004	2	"CRAWFORD"	"Brazilton"	"000040"	33	5	24	15	14	25
"KS"	2004	2	"CRAWFORD"	"Capaldo"	"000050"	143	45	111	87	93	100
"KS"	2004	2	"CRAWFORD"	"Cherokee"	"000060"	243	139	215	173	189	193
"KS"	2004	2	"CRAWFORD"	"Chicopee"	"000070"	169	60	142	91	113	119
"KS"	2004	2	"CRAWFORD"	"Crawford"	"000080"	166	24	146	47	71	122
"KS"	2004	2	"CRAWFORD"	"Crowe"	"000090"	65	30	56	44	53	44
"KS"	2004	2	"CRAWFORD"	"Franklin"	"000100"	90	45	66	69	79	59
"KS"	2004	2	"CRAWFORD"	"Frontenac Ward 1"	"000110"	230	136	167	203	241	132
"KS"	2004	2	"CRAWFORD"	"Frontenac Ward 2"	"00012A"	390	218	289	330	351	266
"KS"	2004	2	"CRAWFORD"	"Frontenac Ward 3"	"00013A"	146	75	108	116	122	106
"KS"	2004	2	"CRAWFORD"	"Frontenac Ward 4"	"00014A"	120	61	101	83	103	78
"KS"	2004	2	"CRAWFORD"	"Girard Ward 1"	"000150"	91	32	68	52	59	63
"KS"	2004	2	"CRAWFORD"	"Girard Ward 2"	"00016A"	266	82	225	125	147	202
"KS"	2004	2	"CRAWFORD"	"Girard Ward 3"	"00017A"	164	68	121	119	141	94
"KS"	2004	2	"CRAWFORD"	"Girard Ward 4"	"000180"	240	81	171	143	178	140
"KS"	2004	2	"CRAWFORD"	"Grant Township"	"000190"	105	20	84	43	60	67
"KS"	2004	2	"CRAWFORD"	"Hepler"	"000200"	69	12	61	21	40	37
"KS"	2004	2	"CRAWFORD"	"Lincoln"	"000210"	100	56	83	79	92	69
"KS"	2004	2	"CRAWFORD"	"Lone Star"	"00022A"	426	155	348	243	282	303
"KS"	2004	2	"CRAWFORD"	"McCune"	"000230"	269	95	218	154	164	200
"KS"	2004	2	"CRAWFORD"	"Mulberry Ward 1"	"000240"	41	39	24	57	61	21
"KS"	2004	2	"CRAWFORD"	"Mulberry Ward 2"	"000250"	65	42	52	58	70	37
"KS"	2004	2	"CRAWFORD"	"North Arma"	"000260"	238	142	172	221	222	164
"KS"	2004	2	"CRAWFORD"	"Opolis"	"000270"	128	47	101	78	91	85
"KS"	2004		"CRAWFORD"	"PROVISIONAL"	"999999"		0				
"KS"	2004	2	"CRAWFORD"	"Parkview"	"000280"	120	72	90	108	118	81
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 1 Precinct 1"	"000290"	182	94	160	135	145	144
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 1 Precinct 2"	"000300"	459	186	381	296	328	332
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 1 Precinct 3"	"000310"	730	272	610	415	447	553
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 2 Precinct 1"	"000320"	135	76	116	103	116	98
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 2 Precinct 2"	"000330"	200	100	146	163	147	153
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 2 Precinct 3"	"000340"	229	119	186	160	177	177
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 2 Precinct 4"	"000350"	202	75	168	113	117	160
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 2 Precinct 5"	"000360"	330	117	273	177	177	272
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 3 Precinct 1"	"000370"	190	133	149	180	188	137
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 3 Precinct 2"	"00038A"	250	137	207	194	208	191
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 4 Precinct 1"	"000390"	74	61	49	91	85	53
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 4 Precinct 2"	"000400"	193	93	144	153	160	139
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 4 Precinct 3"	"000410"	285	189	229	262	263	225
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 4 Precinct 4 Part A"	"00042A"	173	123	152	149	170	128
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 4 Precinct 5"	"000430"	408	175	347	248	272	319
"KS"	2004	2	"CRAWFORD"	"Pittsburg Ward 4 Precinct 6"	"00044A"	52	22	46	31	33	41
"KS"	2004	2	"CRAWFORD"	"Raymond"	"000450"	225	69	184	112	134	163
"KS"	2004	2	"CRAWFORD"	"Sheridan"	"000460"	86	31	76	44	52	66
"KS"	2004	2	"CRAWFORD"	"Sherman Township"	"000470"	205	44	163	88	113	143
"KS"	2004	2	"CRAWFORD"	"Smelter"	"000480"	192	60	152	102	114	142
"KS"	2004	2	"CRAWFORD"	"South Arma"	"000490"	251	148	182	221	242	164
"KS"	2004	2	"CRAWFORD"	"Walnut"	"000500"	63	16	54	25	48	33
"KS"	2004	1	"DECATUR"	"ADVANCED"	"999998"	256	48	249	76		281
"KS"	2004	1	"DECATUR"	"Allison Township"	"000010"	10	4	11	2		13
"KS"	2004	1	"DECATUR"	"Altory Township"	"000020"	18	1	19	4		20
"KS"	2004	1	"DECATUR"	"Bassettville Township"	"000030"	18	1	19	1		20
"KS"	2004	1	"DECATUR"	"Beaver Township"	"000040"	20	0	20	3		19
"KS"	2004	1	"DECATUR"	"Center Township"	"000050"	29	2	26	3		25
"KS"	2004	1	"DECATUR"	"Cook Township"	"000060"	7	1	7	1		8
"KS"	2004	1	"DECATUR"	"Custer Township"	"000070"	20	4	16	8		23
"KS"	2004	1	"DECATUR"	"Dresden Township"	"000080"	44	12	42	19		52
"KS"	2004	1	"DECATUR"	"Finley Township"	"000090"	12	3	10	7		16
"KS"	2004	1	"DECATUR"	"Garfield Township"	"000100"	15	9	15	10		25
"KS"	2004	1	"DECATUR"	"Harlan Township"	"000120"	23	4	22	3		26
"KS"	2004	1	"DECATUR"	"Jennings Township"	"000130"	60	13	46	29		70
"KS"	2004	1	"DECATUR"	"Liberty Township"	"000140"	20	1	22	3		22
"KS"	2004	1	"DECATUR"	"Lincoln Township - Norcatur"	"000150"	62	13	68	14		69
"KS"	2004	1	"DECATUR"	"Logan Township"	"000160"	20	1	19	2		21
"KS"	2004	1	"DECATUR"	"Oberlin City Precinct 1"	"000180"	275	47	270	74		311
"KS"	2004	1	"DECATUR"	"Oberlin City Precinct 2"	"00019A"	354	51	349	81		393
"KS"	2004	1	"DECATUR"	"Oberlin Township"	"000200"	37	2	39	5		38
"KS"	2004	1	"DECATUR"	"Olive Township"	"000210"	22	2	20	4		23
"KS"	2004	1	"DECATUR"	"PROVISIONAL"	"999999"	0	0	0	0		0
"KS"	2004	1	"DECATUR"	"Pleasant Valley Township - Clayton"	"000220"	18	3	21	2		22
"KS"	2004	1	"DECATUR"	"Prairie Dog Township"	"000230"	19	2	19	4		20
"KS"	2004	1	"DECATUR"	"Sappa Township"	"000250"	24	0	26	0		24
"KS"	2004	1	"DICKINSON"	"ADVANCED"	"999998"	909	287	839	393		1064
"KS"	2004	1	"DICKINSON"	"Abilene Ward 1"	"000010"	290	67	256	116		307
"KS"	2004		"DICKINSON"	"Abilene Ward 2 Exclave A"	"00002B"	278	75				
"KS"	2004	1	"DICKINSON"	"Abilene Ward 2"	"00002A"	416	99	383	146		452
"KS"	2004	1	"DICKINSON"	"Abilene Ward 3"	"000030"			263	106		314
"KS"	2004	1	"DICKINSON"	"Abilene Ward 4 Precinct 1"	"000040"	431	91	394	143		476
"KS"	2004	1	"DICKINSON"	"Abilene Ward 4 Precinct 2"	"000050"	472	91	425	167		511
"KS"	2004	1	"DICKINSON"	"Banner Township"	"000060"	56	5	50	13		58
"KS"	2004	1	"DICKINSON"	"Buckeye Township"	"000070"	156	21	156	29		165
"KS"	2004	1	"DICKINSON"	"Center Township"	"000080"	352	55	335	82		387
"KS"	2004	1	"DICKINSON"	"Cheever Township"	"000090"	43	8	41	8		45
"KS"	2004	1	"DICKINSON"	"Flora Township"	"000100"	42	9	45	11		45
"KS"	2004	1	"DICKINSON"	"Fragrant Hill Township"	"000110"	111	11	105	14		114
"KS"	2004	1	"DICKINSON"	"Garfield Township"	"000120"	66	9	60	16		73
"KS"	2004	1	"DICKINSON"	"Grant Township"	"000130"	340	55	320	88		376
"KS"	2004	1	"DICKINSON"	"Hayes Township"	"000140"	112	8	102	20		113
"KS"	2004	1	"DICKINSON"	"Herington Ward 1"	"000150"	235	91	186	153		274
"KS"	2004	1	"DICKINSON"	"Herington Ward 2"	"000160"	219	86	182	135		262
"KS"	2004	1	"DICKINSON"	"Herington Ward 4"	"000170"	141	42	128	64		154
"KS"	2004	1	"DICKINSON"	"Holland Township"	"000180"	48	5	47	9		51
"KS"	2004	1	"DICKINSON"	"Hope Township"	"000190"	178	40	141	86		193
"KS"	2004	1	"DICKINSON"	"Jefferson Township"	"000200"	80	13	78	13		87
"KS"	2004	1	"DICKINSON"	"Liberty Township"	"000210"	117	27	113	36		130
"KS"	2004	1	"DICKINSON"	"Lincoln Township"	"000220"	444	77	414	129		472
"KS"	2004	1	"DICKINSON"	"Logan Township"	"000230"	76	11	75	14		79
"KS"	2004	1	"DICKINSON"	"Lyon Township"	"000240"	91	18	81	29		98
"KS"	2004	1	"DICKINSON"	"Newbern Township"	"000250"	137	23	136	33		151
"KS"	2004	1	"DICKINSON"	"Noble Township"	"000260"	528	116	482	183		602
"KS"	2004	1	"DICKINSON"	"PROVISIONAL"	"999999"	100	25	91	38		113
"KS"	2004	1	"DICKINSON"	"Ridge Township"	"000270"	65	8	62	13		72
"KS"	2004	1	"DICKINSON"	"Rinehart Township"	"000280"	78	8	71	17		82
"KS"	2004	1	"DICKINSON"	"Sherman Township"	"000290"	44	8	44	10		46
"KS"	2004	1	"DICKINSON"	"Union Township"	"000300"	49	13	45	15		55
"KS"	2004	1	"DICKINSON"	"Wheatland Township"	"000310"	63	3	54	11		66
"KS"	2004	1	"DICKINSON"	"Willowdale Township"	"000320"	97	12	91	24		101
"KS"	2004	2	"DONIPHAN"	"ADVANCED"	"999998"	250	62	227	101	72	244
"KS"	2004	2	"DONIPHAN"	"Bendena Township"	"000010"	136	17	121	34	52	102
"KS"	2004	2	"DONIPHAN"	"Blair Township"	"000020"	52	18	45	27	22	48
"KS"	2004	2	"DONIPHAN"	"Burr Oak Township"	"000030"	55	6	54	10	8	56
"KS"	2004	2	"DONIPHAN"	"Denton Township"	"000040"	142	29	135	36	51	120
"KS"	2004	2	"DONIPHAN"	"Elwood Township"	"000050"	213	124	180	184	162	178
"KS"	2004	2	"DONIPHAN"	"Highland Township"	"000060"	366	96	331	145	140	323
"KS"	2004	2	"DONIPHAN"	"Leona Township"	"000070"	41	5	43	4	9	37
"KS"	2004	2	"DONIPHAN"	"Marion Township"	"000080"	98	25	91	33	31	91
"KS"	2004	2	"DONIPHAN"	"PROVISIONAL"	"999999"	39	6	31	16	11	34
"KS"	2004	2	"DONIPHAN"	"Severance Township"	"000090"	115	13	99	31	30	97
"KS"	2004	2	"DONIPHAN"	"Troy Township"	"000100"	601	127	558	204	178	556
"KS"	2004	2	"DONIPHAN"	"Wathena Township"	"000110"	480	115	424	185	136	456
"KS"	2004	2	"DONIPHAN"	"Wayne Township"	"000120"	80	12	74	22	20	72
"KS"	2004	2	"DONIPHAN"	"White Cloud Township"	"000130"	84	26	78	33	38	72
"KS"	2004	3	"DOUGLAS"	"ADVANCED"	"999998"	3639	4816	3076	5929	4053	1589
"KS"	2004	2	"DOUGLAS"	"Big Springs Township"	"000010"	133	50	109	84	78	111
"KS"	2004	3	"DOUGLAS"	"Central Eudora"	"000020"	391	146	363	195	228	317
"KS"	2004	2	"DOUGLAS"	"Clinton Township"	"000030"	215	83	190	114	121	180
"KS"	2004	3	"DOUGLAS"	"East Wakarusa H10 Precinct 65, Parts 1,2,4"	"200010"	227	92	194	145	174	155
"KS"	2004	3	"DOUGLAS"	"Grant Township"	"000050"	87	98	78	120	147	52
"KS"	2004	2	"DOUGLAS"	"Kanwaka Township"	"00006A"	465	214	398	302	304	378
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 01"	"00007A"	132	239	94	312	325	71
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 02"	"000080"	118	312	98	363	385	85
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 03"	"000090"	178	335	132	424	437	121
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 04"	"00010A"	150	226	129	321	312	104
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 05"	"000110"	327	260	263	359	400	205
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 06"	"00012A"	304	219	240	318	354	183
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 07"	"000130"	159	217	131	284	292	112
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 08"	"000140"	167	387	117	486	488	104
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 09"	"000150"	163	247	145	303	310	105
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 10"	"000160"	285	228	233	374	356	188
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 11"	"000170"	204	239	160	313	284	179
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 12"	"000180"	425	350	350	456	406	383
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 13"	"000190"	363	237	286	340	406	215
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 14"	"000200"	687	553	557	764	698	588
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 15"	"000210"	377	408	297	534	499	311
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 16"	"000220"	328	300	259	379	359	271
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 17"	"000230"	264	209	220	268	252	228
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 18"	"000240"	560	312	483	429	402	485
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 19"	"000250"	426	215	372	300	285	370
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 20"	"000260"	504	383	412	523	593	309
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 21"	"000270"	212	221	184	275	312	137
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 22"	"000280"	430	350	335	494	426	384
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 23"	"000290"	237	212	194	281	272	205
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 24"	"000300"	241	195	223	241	242	209
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 25"	"000310"	253	297	218	383	407	172
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 26"	"000320"	154	323	115	406	413	88
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 27"	"000330"	232	306	196	399	424	157
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 28"	"000340"	107	151	86	199	222	56
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 29"	"000350"	218	230	172	289	314	150
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 30"	"000360"	272	304	195	425	444	155
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 31"	"000370"	305	278	254	355	388	219
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 32"	"000380"	210	199	155	274	285	132
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 33"	"000400"	152	284	116	346	370	78
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 34"	"000410"	149	307	123	358	372	93
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 35"	"000420"	198	246	156	316	327	119
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 36"	"000430"	351	381	292	497	532	226
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 37"	"00044A"	468	324	377	463	475	322
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 38"	"000450"	322	213	257	314	333	219
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 39"	"000460"	74	256	47	302	300	45
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 40"	"000470"	75	281	56	334	340	47
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 41"	"00048A"	345	399	267	515	534	228
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 42 Part 1"	"400060"	262	188	188	279	293	155
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 43 Part 1"	"00050A"	454	266	389	367	177	202
"KS"	2004	3	"DOUGLAS"	"Lawrence Precinct 44"	"400020"	280	178	251	225	260	201
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 45"	"00052A"	470	232	410	315	309	411
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 46 Part A"	"00053A"	565	340	482	491	438	491
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 47"	"400030"	225	98	190	142	133	194
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 48"	"400040"	404	222	343	301	297	345
"KS"	2004	2	"DOUGLAS"	"Lawrence Precinct 49"	"000560"	290	173	256	235	220	263
"KS"	2004	2	"DOUGLAS"	"Lecompton Township Precinct 57"	"000580"	418	152	374	233	245	353
"KS"	2004	2	"DOUGLAS"	"Marion Township Precinct 59"	"000590"	240	124	214	165	172	201
"KS"	2004	3	"DOUGLAS"	"North Eudora Precinct 52"	"000600"	239	151	219	199	246	164
