state	year	cd	county	precinct	vtd	g2004_USS_rv	g2004_USS_dv	g2004_USP_rv	g2004_USP_dv	g2004_USH_dv	g2004_USH_rv
"KS"	2004	2	"LABETTE"	"Richland Township"	"000360"	89	25	75	43	61	56
"KS"	2004	2	"LABETTE"	"Walton Township"	"000370"	271	87	222	144	178	184
"KS"	2004	1	"LANE"	"ADVANCED"	"999998"	112	30	109	46		138
"KS"	2004	1	"LANE"	"Alamota Township"	"000010"	41	5	39	8		43
"KS"	2004	1	"LANE"	"Cheyenne Township"	"000040"	129	13	121	25		144
"KS"	2004	1	"LANE"	"Dighton City Precinct 1"	"000060"	160	8	150	29		166
"KS"	2004	1	"LANE"	"Dighton City Precinct 2"	"000070"	193	22	184	38		208
"KS"	2004	1	"LANE"	"Dighton City Precinct 3"	"000080"	61	8	58	12		68
"KS"	2004	1	"LANE"	"Dighton Township 1"	"000050"	35	5	32	8		38
"KS"	2004	1	"LANE"	"Dighton Township 2"	"000020"	55	4	55	5		60
"KS"	2004	1	"LANE"	"Dighton Township 3"	"000030"	22	3	24	2		23
"KS"	2004	1	"LANE"	"PROVISIONAL"	"999999"	9	2	8	2		10
"KS"	2004		"LANE"	"Spring Creek Township"	"000090"			0	0		
"KS"	2004	1	"LANE"	"White Rock Township"	"000100"	13	2	9	5		13
"KS"	2004	1	"LANE"	"Wilson Township"	"000110"	33	2	34	1		35
"KS"	2004	2	"LEAVENWORTH"	"ADVANCED"	"999998"	2508	1430	2396	1739	1636	2343
"KS"	2004	2	"LEAVENWORTH"	"Alexandria Township"	"000010"	247	93	236	119	119	228
"KS"	2004	2	"LEAVENWORTH"	"Basehor City"	"000020"	721	460	705	543	480	706
"KS"	2004	2	"LEAVENWORTH"	"Basehor Township"	"000030"	509	240	505	292	258	492
"KS"	2004	2	"LEAVENWORTH"	"Easton Township"	"000040"	284	168	277	196	201	250
"KS"	2004	2	"LEAVENWORTH"	"Fairmount Township"	"000050"	789	419	785	493	421	798
"KS"	2004	2	"LEAVENWORTH"	"High Prairie Township"	"000060"	561	249	525	323	309	510
"KS"	2004	2	"LEAVENWORTH"	"Kickapoo Township"	"000070"	516	255	505	298	322	462
"KS"	2004	2	"LEAVENWORTH"	"Lansing Ward 1"	"000080"	328	177	331	216	225	297
"KS"	2004	2	"LEAVENWORTH"	"Lansing Ward 2 Precinct 1"	"000090"	658	223	645	273	260	625
"KS"	2004	2	"LEAVENWORTH"	"Lansing Ward 3"	"000100"	376	148	339	206	198	334
"KS"	2004	2	"LEAVENWORTH"	"Lansing Ward 4"	"000110"	410	173	378	233	212	376
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1 Fort A"	"00017B"	22	9	24	9	9	23
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1 Fort C"	"00017D"	31	10	34	11	10	31
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1 Fort F"	"00017G"	36	7	41	6	6	37
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1 Fort G"	"00017H"	15	4	23	4	6	14
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1"	"000120"	107	163	95	190	175	100
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 2 Precinct 1"	"000130"	134	89	136	109	115	119
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 2 Precinct 2"	"000140"	157	108	150	124	134	134
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 2 Precinct 3"	"000150"	167	147	159	175	166	147
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 3 Precinct 1"	"000160"	234	183	219	222	226	200
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 4 Precinct 1 Fort D"	"00017E"	45	10	46	14	12	44
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 4 Precinct 1 Fort H"	"00017I"	26	30	34	26	27	30
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 4 Precinct 1"	"00017A"	117	95	109	113	104	107
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 1"	"000180"	184	144	174	172	161	167
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 2"	"00019A"	152	103	142	131	116	142
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 3"	"000200"	377	206	359	241	251	326
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 4"	"000210"	201	122	194	145	144	188
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 1"	"000220"	291	172	271	217	216	264
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 2"	"000230"	175	154	148	196	186	149
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 3"	"000240"	229	134	218	159	166	210
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 4"	"000250"	345	237	328	285	282	311
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 5"	"000260"	447	183	406	255	245	391
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 1"	"00027A"	90	75	46	131	101	66
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 2"	"000280"	579	289	558	348	351	527
"KS"	2004	2	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 3"	"00029A"	639	224	585	308	296	576
"KS"	2004	2	"LEAVENWORTH"	"PROVISIONAL"	"999999"	346	197	340	237	227	319
"KS"	2004	2	"LEAVENWORTH"	"Reno Township"	"000310"	359	231	337	283	262	334
"KS"	2004	2	"LEAVENWORTH"	"Sherman Township"	"000320"	629	392	631	436	415	612
"KS"	2004	2	"LEAVENWORTH"	"South Delaware 1"	"000330"	442	159	442	185	218	397
"KS"	2004	2	"LEAVENWORTH"	"Tonganoxie North Precinct"	"000360"	482	197	453	259	249	430
"KS"	2004	2	"LEAVENWORTH"	"Tonganoxie South Precinct"	"000370"	437	216	377	293	272	385
"KS"	2004	2	"LEAVENWORTH"	"Tonganoxie Township"	"000380"	654	312	620	394	389	572
"KS"	2004	2	"LEAVENWORTH"	"Walnut Township"	"000390"	673	340	623	430	377	642
"KS"	2004	1	"LINCOLN"	"ADVANCED"	"999998"	234	41	209	74		264
"KS"	2004	1	"LINCOLN"	"Battle Creek Township"	"000010"	20	0	20	1		19
"KS"	2004	1	"LINCOLN"	"Beaver Township"	"00002A"	16	3	17	2		20
"KS"	2004	1	"LINCOLN"	"Cedron Township"	"000030"	15	2	16	2		18
"KS"	2004	1	"LINCOLN"	"Colorado Township"	"000040"	111	17	99	29		121
"KS"	2004	1	"LINCOLN"	"Elkhorn Township Part A"	"00005A"	67	4	64	9		70
"KS"	2004	1	"LINCOLN"	"Franklin Township"	"000060"	31	5	33	8		36
"KS"	2004	1	"LINCOLN"	"Golden Belt Township"	"000070"	25	2	19	12		25
"KS"	2004	1	"LINCOLN"	"Grant Township"	"000080"	32	2	31	7		37
"KS"	2004	1	"LINCOLN"	"Hanover Township"	"000090"	24	2	23	3		23
"KS"	2004	1	"LINCOLN"	"Highland Township"	"000100"	16	2	14	4		17
"KS"	2004	1	"LINCOLN"	"Indiana Township"	"000110"	45	4	42	7		49
"KS"	2004	1	"LINCOLN"	"Lincoln Precinct 1"	"000120"	198	29	194	52		224
"KS"	2004	1	"LINCOLN"	"Lincoln Precinct 2"	"00013A"	234	32	217	62		251
"KS"	2004	1	"LINCOLN"	"Logan Township"	"000140"	20	1	18	4		18
"KS"	2004	1	"LINCOLN"	"Madison Township"	"000150"	24	1	26	1		26
"KS"	2004	1	"LINCOLN"	"Marion Township"	"000160"	13	2	14	1		15
"KS"	2004	1	"LINCOLN"	"Orange Township"	"000170"	32	3	31	5		35
"KS"	2004	1	"LINCOLN"	"PROVISIONAL"	"999999"	18	2	19	2		20
"KS"	2004	1	"LINCOLN"	"Pleasant Township"	"000180"	152	45	128	70		180
"KS"	2004	1	"LINCOLN"	"Salt Creek Township"	"000190"	33	5	30	9		38
"KS"	2004	1	"LINCOLN"	"Scott Township"	"000200"	52	6	49	11		56
"KS"	2004	1	"LINCOLN"	"Valley Township"	"000210"	20	2	18	6		22
"KS"	2004	1	"LINCOLN"	"Vesper Township"	"000220"	37	8	37	10		43
"KS"	2004	2	"LINN"	"ADVANCED"	"999998"	349	167	319	203	181	333
"KS"	2004	2	"LINN"	"Blue Mound Township"	"000010"	137	30	128	41	42	124
"KS"	2004	2	"LINN"	"Centerville Township"	"000020"	133	35	122	50	48	119
"KS"	2004	2	"LINN"	"Liberty Township"	"000030"	285	86	256	122	112	260
"KS"	2004	2	"LINN"	"Mound City Township"	"000040"	430	118	379	177	152	394
"KS"	2004	2	"LINN"	"North Lincoln"	"000050"	564	234	517	313	282	518
"KS"	2004	2	"LINN"	"North Potosi"	"000060"	275	109	235	158	139	249
"KS"	2004	2	"LINN"	"PROVISIONAL"	"999999"	104	28	94	39	32	93
"KS"	2004	2	"LINN"	"Paris Township"	"000070"	172	53	146	82	77	150
"KS"	2004	2	"LINN"	"Scott Township"	"000080"	230	74	215	97	81	219
"KS"	2004	2	"LINN"	"Sheridan Township"	"000090"	177	38	166	57	54	166
"KS"	2004	2	"LINN"	"South Lincoln"	"000100"	179	78	146	114	99	156
"KS"	2004	2	"LINN"	"South Potosi"	"000110"	264	79	225	123	99	242
"KS"	2004	2	"LINN"	"Stanton Township"	"000120"	62	22	50	37	32	53
"KS"	2004	2	"LINN"	"Valley Township"	"000130"	62	8	50	18	15	56
"KS"	2004	1	"LOGAN"	"ADVANCED"	"999998"	291	43	277	68		329
"KS"	2004	1	"LOGAN"	"Augustine Township"	"000010"	5	0	6	0		6
"KS"	2004	1	"LOGAN"	"Elkader Township"	"000020"	6	0	5	2		6
"KS"	2004	1	"LOGAN"	"Lees Township"	"000030"	4	0	4	0		4
"KS"	2004	1	"LOGAN"	"Logansport Township"	"000040"	3	0	3	0		3
"KS"	2004	1	"LOGAN"	"McAllaster Township"	"000050"	15	0	14	1		15
"KS"	2004	1	"LOGAN"	"Monument Township"	"000060"	54	6	50	9		59
"KS"	2004	1	"LOGAN"	"Oakley Precinct 1"	"000070"	479	36	436	81		503
"KS"	2004	1	"LOGAN"	"Oakley Precinct 2"	"000080"	314	39	293	67		343
"KS"	2004	1	"LOGAN"	"PROVISIONAL"	"999999"	3	0	3	0		2
"KS"	2004	1	"LOGAN"	"Paxton Township"	"000090"	15	0	15	0		14
"KS"	2004	1	"LOGAN"	"Russell Springs Township"	"000100"	28	4	28	5		30
"KS"	2004	1	"LOGAN"	"Western Township"	"000110"	18	1	17	2		19
"KS"	2004	1	"LOGAN"	"Winona Township"	"000120"	106	5	104	13		112
"KS"	2004	1	"LYON"	"ADVANCED"	"999998"	1756	909	1587	1168		2214
"KS"	2004	1	"LYON"	"PROVISIONAL"	"999999"	288	84	243	155		303
"KS"	2004	1	"LYON"	"Precinct 01"	"000010"	234	150	180	221		285
"KS"	2004	1	"LYON"	"Precinct 02"	"000020"	201	114	160	171		224
"KS"	2004	1	"LYON"	"Precinct 03"	"000030"	223	114	194	156		256
"KS"	2004	1	"LYON"	"Precinct 04"	"00004A"	282	127	225	203		324
"KS"	2004	1	"LYON"	"Precinct 05 Part A"	"00005A"	162	78	142	115		176
"KS"	2004	1	"LYON"	"Precinct 06 Part A"	"00006A"	164	114	154	149		202
"KS"	2004	1	"LYON"	"Precinct 07"	"000070"	172	108	145	149		191
"KS"	2004	1	"LYON"	"Precinct 08"	"000080"	188	104	158	160		207
"KS"	2004	1	"LYON"	"Precinct 09"	"00009A"	179	74	154	100		213
"KS"	2004	1	"LYON"	"Precinct 10"	"000100"	182	105	163	132		224
"KS"	2004	1	"LYON"	"Precinct 11"	"000110"	194	87	165	123		234
"KS"	2004	1	"LYON"	"Precinct 12"	"000120"	163	72	141	99		186
"KS"	2004	1	"LYON"	"Precinct 13"	"000130"	277	98	243	136		312
"KS"	2004	1	"LYON"	"Precinct 14"	"000140"	254	154	230	185		341
"KS"	2004	1	"LYON"	"Precinct 15"	"000150"	154	78	140	91		202
"KS"	2004	1	"LYON"	"Precinct 16"	"000160"	247	95	224	141		308
"KS"	2004	1	"LYON"	"Precinct 17"	"000170"	244	88	201	132		277
"KS"	2004	1	"LYON"	"Precinct 18"	"000180"	257	83	229	117		290
"KS"	2004	1	"LYON"	"Precinct 19"	"000190"	341	109	305	159		409
"KS"	2004	1	"LYON"	"Precinct 20"	"000200"	254	86	238	121		305
"KS"	2004	1	"LYON"	"Precinct 21"	"000210"	159	33	127	73		173
"KS"	2004	1	"LYON"	"Precinct 22"	"000220"	104	28	89	44		105
"KS"	2004	1	"LYON"	"Precinct 23"	"000230"	86	12	73	24		84
"KS"	2004	1	"LYON"	"Precinct 24"	"000240"	396	128	356	178		453
"KS"	2004	1	"LYON"	"Precinct 25"	"000250"	302	69	280	101		329
"KS"	2004	1	"LYON"	"Precinct 26"	"000260"	144	46	131	63		164
"KS"	2004	1	"LYON"	"Precinct 27"	"000270"	257	58	232	93		276
"KS"	2004	1	"LYON"	"Precinct 28"	"00028A"	207	54	194	72		229
"KS"	2004	1	"LYON"	"Precinct 29"	"000290"	87	17	80	27		96
"KS"	2004	1	"LYON"	"Precinct 30"	"000300"	232	102	216	122		283
"KS"	2004	1	"LYON"	"Precinct 31"	"000310"	407	96	381	132		461
"KS"	2004	1	"LYON"	"Precinct 32"	"000320"	216	73	171	122		237
"KS"	2004	1	"MARION"	"ADVANCED"	"999998"	368	134	346	176		432
"KS"	2004	1	"MARION"	"Blaine Township"	"000010"	77	10	71	16		79
"KS"	2004	1	"MARION"	"Catlin Township"	"000020"	70	16	61	27		75
"KS"	2004	1	"MARION"	"Centre Township"	"000030"	224	51	211	73		240
"KS"	2004	1	"MARION"	"Clark Township"	"000040"	49	11	45	17		54
"KS"	2004	1	"MARION"	"Clear Creek Township"	"000050"	175	32	175	44		200
"KS"	2004	1	"MARION"	"Colfax Township"	"000060"	78	21	74	29		92
"KS"	2004	1	"MARION"	"Doyle Township"	"000070"	28	5	30	7		27
"KS"	2004	1	"MARION"	"Durham Park Township"	"000080"	78	20	64	31		92
"KS"	2004	1	"MARION"	"East Branch Township"	"000090"	67	15	58	28		71
"KS"	2004	1	"MARION"	"Fairplay Township"	"000100"	62	5	54	10		61
"KS"	2004	1	"MARION"	"Florence Ward 1"	"00011A"	66	34	64	37		82
"KS"	2004	1	"MARION"	"Florence Ward 2"	"000120"	84	21	68	37		80
"KS"	2004	1	"MARION"	"Gale Township"	"000130"	93	23	89	28		103
"KS"	2004	1	"MARION"	"Grant Township"	"000140"	56	10	53	17		62
"KS"	2004	1	"MARION"	"Hillsboro Ward 1"	"000150"	466	54	435	98		500
"KS"	2004	1	"MARION"	"Hillsboro Ward 2"	"00016A"	574	57	531	105		593
"KS"	2004	1	"MARION"	"Lehigh Township"	"000170"	137	17	132	23		139
"KS"	2004	1	"MARION"	"Liberty Township"	"000180"	129	16	133	14		144
"KS"	2004	1	"MARION"	"Logan Township"	"000190"	28	1	27	3		29
"KS"	2004	1	"MARION"	"Lost Springs Township"	"000200"	87	10	85	18		92
"KS"	2004	1	"MARION"	"Marion North Ward"	"000210"	312	80	294	123		359
"KS"	2004	1	"MARION"	"Marion South Ward"	"00022A"	330	61	305	99		359
"KS"	2004	1	"MARION"	"Menno Township"	"000230"	114	21	101	35		123
"KS"	2004	1	"MARION"	"Milton Township"	"000240"	75	26	64	38		82
"KS"	2004	1	"MARION"	"Moore Township"	"000250"	25	4	21	9		27
"KS"	2004	1	"MARION"	"PROVISIONAL"	"999999"	94	19	91	25		96
"KS"	2004	1	"MARION"	"Peabody East"	"000260"	71	37	155	61		181
"KS"	2004	1	"MARION"	"Peabody West"	"000270"	215	78	199	109		236
"KS"	2004	1	"MARION"	"Risley Township"	"000280"	96	9	93	15		104
"KS"	2004	1	"MARION"	"Summit Township"	"000290"	39	9	35	14		41
"KS"	2004	1	"MARION"	"West Branch Township"	"000300"	338	97	273	154		363
"KS"	2004	1	"MARION"	"Wilson Township"	"000310"	84	10	79	16		87
"KS"	2004	1	"MARSHALL"	"ADVANCED"	"999998"	854	359	694	562		1051
"KS"	2004	1	"MARSHALL"	"Balderson Township"	"000010"	25	3	23	4		26
"KS"	2004	1	"MARSHALL"	"Bigelow Township"	"000020"	12	3	8	6		12
"KS"	2004	1	"MARSHALL"	"Blue Rapids City"	"000030"	279	68	233	124		289
"KS"	2004	1	"MARSHALL"	"Blue Rapids Township"	"000040"	20	5	16	11		20
"KS"	2004	1	"MARSHALL"	"Center Township"	"000050"	47	8	43	12		44
"KS"	2004	1	"MARSHALL"	"Clear Fork Township"	"000060"	16	6	14	10		21
"KS"	2004	1	"MARSHALL"	"Cleveland Township"	"000070"	20	5	20	7		24
"KS"	2004	1	"MARSHALL"	"Cottage Hill Township"	"000080"	57	3	50	10		57
"KS"	2004	1	"MARSHALL"	"East Vermillion Township"	"000090"	193	47	160	81		213
"KS"	2004	1	"MARSHALL"	"Elm Creek Township"	"000100"	52	10	41	22		54
"KS"	2004	1	"MARSHALL"	"Franklin Township"	"000110"	83	22	68	39		89
"KS"	2004	1	"MARSHALL"	"Guittard Township"	"000120"	124	36	99	62		135
"KS"	2004	1	"MARSHALL"	"Herkimer Township"	"000130"	68	4	67	9		70
"KS"	2004	1	"MARSHALL"	"Lincoln Township"	"000140"	60	4	53	12		65
"KS"	2004	1	"MARSHALL"	"Logan Township"	"000150"	95	20	89	29		100
"KS"	2004	1	"MARSHALL"	"Marysville City Ward 1"	"000160"	211	37	178	79		233
"KS"	2004		"MARSHALL"	"Marysville City Ward 2 Exclave"	"00017B"	134	25				
"KS"	2004	1	"MARSHALL"	"Marysville City Ward 2"	"00017A"	173	44	139	81		184
"KS"	2004	1	"MARSHALL"	"Marysville City Ward 3"	"00018A"			114	48		140
"KS"	2004	1	"MARSHALL"	"Marysville City Ward 4 Part A"	"00019A"	199	57	167	95		222
"KS"	2004	1	"MARSHALL"	"Marysville Township"	"000200"	76	21	65	33		90
"KS"	2004	1	"MARSHALL"	"Murray Township"	"000210"	235	49	194	89		256
"KS"	2004	1	"MARSHALL"	"Noble Township"	"000220"	73	18	64	30		77
"KS"	2004	1	"MARSHALL"	"Oketo Township"	"000230"	72	22	62	37		79
"KS"	2004	1	"MARSHALL"	"PROVISIONAL"	"999999"	58	13	44	35		57
"KS"	2004	1	"MARSHALL"	"Richland Township"	"000240"	58	18	53	28		69
"KS"	2004	1	"MARSHALL"	"Rock Township"	"000250"	43	7	36	15		46
"KS"	2004	1	"MARSHALL"	"St. Bridget Township"	"000260"	62	15	64	23		59
"KS"	2004	1	"MARSHALL"	"Walnut Township"	"000270"	39	2	32	12		37
"KS"	2004	1	"MARSHALL"	"Waterville Township"	"000280"	252	56	215	101		266
"KS"	2004	1	"MARSHALL"	"Wells Township"	"000290"	43	12	37	19		51
"KS"	2004	1	"MARSHALL"	"West Vermillion Township"	"000300"	142	35	119	64		161
"KS"	2004	1	"MCPHERSON"	"ADVANCED"	"999998"	1849	545	1719	754		2160
"KS"	2004	1	"MCPHERSON"	"Battle Hill Township"	"000010"	43	8	36	18		49
"KS"	2004	1	"MCPHERSON"	"Bonaville Township"	"000020"	23	4	22	5		26
"KS"	2004	1	"MCPHERSON"	"Canton Township"	"000030"	304	52	286	80		327
"KS"	2004	1	"MCPHERSON"	"Castle Township"	"000040"	70	18	59	28		75
"KS"	2004	1	"MCPHERSON"	"Delmore Township"	"000050"	54	9	51	14		60
"KS"	2004	1	"MCPHERSON"	"Empire Township"	"000060"	304	60	284	93		328
"KS"	2004	1	"MCPHERSON"	"Groveland Township"	"000070"	75	9	69	16		81
"KS"	2004	1	"MCPHERSON"	"Gypsum Creek Township"	"000080"	76	14	72	18		85
"KS"	2004	1	"MCPHERSON"	"Harper Township"	"000090"	49	7	48	9		53
"KS"	2004	1	"MCPHERSON"	"Hayes Township"	"000100"	60	15	57	22		72
"KS"	2004	1	"MCPHERSON"	"Jackson Township"	"000110"	69	13	65	19		77
"KS"	2004	1	"MCPHERSON"	"King City Township"	"000120"	183	30	164	51		197
"KS"	2004	1	"MCPHERSON"	"Lindsborg Ward 1"	"000130"	233	125	227	147		322
"KS"	2004	1	"MCPHERSON"	"Lindsborg Ward 2"	"000140"	265	129	243	161		369
"KS"	2004	1	"MCPHERSON"	"Lindsborg Ward 3"	"000150"	242	86	225	96		277
"KS"	2004	1	"MCPHERSON"	"Lindsborg Ward 4"	"000160"	185	74	177	90		231
"KS"	2004	1	"MCPHERSON"	"Little Valley Township"	"000170"	162	30	152	43		176
"KS"	2004	1	"MCPHERSON"	"Lone Tree Township"	"000180"	69	12	62	22		80
"KS"	2004	1	"MCPHERSON"	"Marquette Township"	"000190"	223	82	215	99		274
"KS"	2004	1	"MCPHERSON"	"McPherson Township"	"000200"	163	45	153	61		194
"KS"	2004	1	"MCPHERSON"	"McPherson Ward 1 Precinct 1"	"000210"	1765	415	1639	598		1990
"KS"	2004	1	"MCPHERSON"	"McPherson Ward 2"	"00025A"	546	130	512	184		618
"KS"	2004	1	"MCPHERSON"	"McPherson Ward 3 Part A"	"00026A"	429	85	419	113		471
"KS"	2004	1	"MCPHERSON"	"McPherson Ward 4 Precinct 1 Part A"	"00027A"	723	133	686	208		800
"KS"	2004	1	"MCPHERSON"	"Meridian Township"	"000290"	89	17	80	25		100
"KS"	2004	1	"MCPHERSON"	"Mound Township"	"000300"	535	168	464	270		630
"KS"	2004	1	"MCPHERSON"	"New Gottland Township"	"000310"	166	14	159	20		174
"KS"	2004	1	"MCPHERSON"	"PROVISIONAL"	"999999"	252	41	242	69		254
"KS"	2004	1	"MCPHERSON"	"Smoky Hill Township"	"000320"	126	31	128	34		151
"KS"	2004	1	"MCPHERSON"	"South Sharps Creek Township"	"000330"	30	9	24	15		32
"KS"	2004	1	"MCPHERSON"	"Spring Valley Township"	"000340"	110	8	107	14		120
"KS"	2004	1	"MCPHERSON"	"Superior Township"	"000350"	610	75	579	133		637
"KS"	2004	1	"MCPHERSON"	"Turkey Creek Township"	"000360"	120	30	106	41		131
"KS"	2004	1	"MCPHERSON"	"Union Township"	"000370"	69	11	64	19		75
"KS"	2004	1	"MEADE"	"ADVANCED"	"999998"	330	35	320	59		341
"KS"	2004	1	"MEADE"	"Cimarron Township"	"000010"	14	6	18	2		18
"KS"	2004	1	"MEADE"	"Crooked Creek Township"	"000020"	32	3	34	1		32
"KS"	2004	1	"MEADE"	"Fowler Township"	"000030"	245	35	229	60		257
"KS"	2004	1	"MEADE"	"Logan Township"	"000040"	39	0	32	4		36
"KS"	2004	1	"MEADE"	"Meade Center Township"	"000050"	730	70	692	117		749
"KS"	2004	1	"MEADE"	"Mertilla Township"	"000060"	45	4	39	10		44
"KS"	2004	1	"MEADE"	"Odee Township"	"000070"	21	2	21	3		20
"KS"	2004	1	"MEADE"	"PROVISIONAL"	"999999"	25	7	26	7		29
"KS"	2004	1	"MEADE"	"Sand Creek Township"	"000080"	16	0	16			16
"KS"	2004	1	"MEADE"	"West Plains Township"	"000090"	342	63	321	93		375
"KS"	2004	2	"MIAMI"	"ADVANCED"	"999998"	1264	768	1182	907	822	1197
"KS"	2004	2	"MIAMI"	"East Middle Creek Township"	"000010"	319	109	310	135	115	307
"KS"	2004	2	"MIAMI"	"East Valley Township"	"000020"	153	46	148	57	55	142
"KS"	2004	2	"MIAMI"	"Louisburg Ward 1"	"300010"	137	56	126	72	58	132
"KS"	2004	2	"MIAMI"	"Louisburg Ward 2"	"300020"	165	55	162	69	61	156
"KS"	2004	2	"MIAMI"	"Louisburg Ward 3"	"300030"	294	91	283	115	108	278
"KS"	2004	2	"MIAMI"	"Louisburg Ward 4"	"300040"	210	96	199	123	121	186
"KS"	2004	2	"MIAMI"	"Miami Township"	"000050"	195	58	178	83	84	172
"KS"	2004	2	"MIAMI"	"Mound Township"	"000060"	175	94	181	97	101	164
"KS"	2004	2	"MIAMI"	"North Marysville Township"	"00007A"	808	229	787	296	276	761
"KS"	2004	2	"MIAMI"	"North Paola Township"	"200010"	211	74	201	90	83	201
"KS"	2004	2	"MIAMI"	"North Wea Township"	"000080"	227	58	227	67	64	215
"KS"	2004	2	"MIAMI"	"Osage Township"	"000090"	167	76	155	92	102	141
"KS"	2004	2	"MIAMI"	"Osawatomie Township"	"000100"	215	114	195	139	134	193
"KS"	2004	2	"MIAMI"	"Osawatomie Ward 1"	"00011A"	107	88	103	97	92	99
"KS"	2004	2	"MIAMI"	"Osawatomie Ward 2"	"00012A"	195	119	207	117	135	181
"KS"	2004	2	"MIAMI"	"Osawatomie Ward 3"	"00013A"	213	200	220	209	205	206
"KS"	2004	2	"MIAMI"	"Osawatomie Ward 4"	"000140"	158	83	152	106	95	147
"KS"	2004	2	"MIAMI"	"PROVISIONAL"	"999999"	128	60	125	71	64	115
"KS"	2004	2	"MIAMI"	"Paola Ward 1"	"00016A"	310	110	291	139	134	285
"KS"	2004	2	"MIAMI"	"Paola Ward 2"	"000170"	199	90	177	123	117	174
"KS"	2004	2	"MIAMI"	"Paola Ward 3"	"00018A"	289	151	261	189	188	258
"KS"	2004	2	"MIAMI"	"Paola Ward 4"	"00019A"	386	171	357	210	186	367
"KS"	2004	2	"MIAMI"	"Richland Township"	"000200"	537	176	546	195	199	513
"KS"	2004	2	"MIAMI"	"South Marysville Township"	"000210"	421	139	402	179	175	382
"KS"	2004	2	"MIAMI"	"South Paola Township"	"200020"	141	62	133	81	80	119
"KS"	2004	2	"MIAMI"	"South Wea Township"	"000220"	442	118	440	142	116	433
"KS"	2004	2	"MIAMI"	"Stanton Township"	"000240"	218	116	200	135	135	198
"KS"	2004	2	"MIAMI"	"Sugar Creek Township"	"000250"	144	61	144	62	66	129
"KS"	2004	2	"MIAMI"	"Ten Mile Township"	"000260"	458	138	449	163	161	431
"KS"	2004	2	"MIAMI"	"West Middle Creek Township"	"000270"	206	86	198	101	92	191
"KS"	2004	2	"MIAMI"	"West Valley Township"	"000280"	286	153	274	177	173	258
"KS"	2004	1	"MITCHELL"	"ADVANCED"	"999998"	427	108	403	148		505
"KS"	2004	1	"MITCHELL"	"Asherville Township"	"000010"	39	9	38	12		43
"KS"	2004	1	"MITCHELL"	"Beloit City Ward 1"	"000020"	215	53	205	61		238
"KS"	2004	1	"MITCHELL"	"Beloit City Ward 2"	"000030"	324	59	326	72		368
"KS"	2004	1	"MITCHELL"	"Beloit City Ward 3"	"000040"	381	46	352	75		412
"KS"	2004	1	"MITCHELL"	"Beloit City Ward 4"	"000050"	248	44	225	68		272
"KS"	2004		"MITCHELL"	"Beloit Township Enclave C"	"00006D"				0		
"KS"	2004	1	"MITCHELL"	"Beloit Township"	"00006A"	98	24	97	25		113
"KS"	2004	1	"MITCHELL"	"Bloomfield Township"	"000070"	32	1	30	3		34
"KS"	2004	1	"MITCHELL"	"Blue Hill Township"	"000080"	11	0	11	0		11
"KS"	2004	1	"MITCHELL"	"Carr Creek Township"	"000090"	13	0	13	0		13
"KS"	2004	1	"MITCHELL"	"Cawker Township"	"000110"	212	49	192	87		237
"KS"	2004	1	"MITCHELL"	"Center Township"	"000120"	13	1	13	1		13
"KS"	2004	1	"MITCHELL"	"Custer Township"	"000130"	56	9	51	15		59
"KS"	2004	1	"MITCHELL"	"Eureka Township"	"000140"	12	2	12	2		13
"KS"	2004	1	"MITCHELL"	"Glen Elder Township"	"000160"	218	27	211	41		237
"KS"	2004	1	"MITCHELL"	"Hayes Township"	"000170"	8		8	0		8
"KS"	2004	1	"MITCHELL"	"Logan Township"	"000190"	47	4	43	9		48
