state	year	county	town	cd	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	ward	precinct
"ME"	2004	"PEN"	"BANGOR"	2	1996	1494	3550	2112	1244	3419	0	0
"ME"	2004	"PEN"	"BANGOR"	2	1092	749	1869	1081	704	1827	1	1
"ME"	2004	"PEN"	"BANGOR"	2	955	712	1689	978	645	1655	1	2
"ME"	2004	"PEN"	"BANGOR"	2	834	618	1488	847	554	1429	2	1
"ME"	2004	"PEN"	"BANGOR"	2	783	706	1521	865	572	1471	2	2
"ME"	2004	"PEN"	"BANGOR"	2	934	585	1543	923	566	1514	3	1
"ME"	2004	"PEN"	"BANGOR"	2	1038	1079	2144	1117	926	2076	3	2
"ME"	2004	"PEN"	"BANGOR"	2	685	493	1196	685	452	1159	4	1
"ME"	2004	"PEN"	"BANGOR"	2	845	699	1565	919	590	1534	4	2
"ME"	2004	"PEN"	"BRADFORD"	2	274	337	628	317	272	605	1	1
"ME"	2004	"PEN"	"BRADLEY"	2	463	313	788	532	215	760	1	1
"ME"	2004	"PEN"	"BREWER"	2	2510	2850	5429	2760	2376	5207	1	1
"ME"	2004	"PEN"	"BURLINGTON"	2	90	122	215	122	86	210	1	1
"ME"	2004	"PEN"	"CARMEL"	2	607	832	1464	703	668	1403	1	1
"ME"	2004	"PEN"	"CARROLL"									
"ME"	2004	"PEN"	"CHARLESTON"	2	207	455	675	267	367	652	1	1
"ME"	2004	"PEN"	"CHESTER"	2	101	176	288	155	126	286	1	1
"ME"	2004	"PEN"	"CHESTER"	2	7	10	19	12	7	19	1	2
"ME"	2004	"PEN"	"CLIFTON"	2	224	220	448	247	183	439	1	1
"ME"	2004	"PEN"	"CORINNA"	2	451	647	1122	534	506	1074	1	1
"ME"	2004	"PEN"	"CORINTH"	2	523	920	1478	644	712	1388	1	1
"ME"	2004	"PEN"	"DEXTER"	2	871	1039	1947	1010	811	1871	1	1
"ME"	2004	"PEN"	"DIXMONT"	2	300	350	665	335	254	639	1	1
"ME"	2004	"PEN"	"DREW"									
"ME"	2004	"PEN"	"EAST"									
"ME"	2004	"PEN"	"EDDINGTON"	2	589	683	1293	656	570	1253	1	1
"ME"	2004	"PEN"	"EDINBURG"	2	51	43	96	55	33	90	1	1
"ME"	2004	"PEN"	"EDINBURG"	2	25	21	47	33	13	46	1	2
"ME"	2004	"PEN"	"ENFIELD"	2	401	439	861	512	303	827	1	1
"ME"	2004	"PEN"	"ETNA"	2	249	301	558	285	235	533	1	1
"ME"	2004	"PEN"	"EXETER"	2	238	329	573	292	250	555	1	1
"ME"	2004	"PEN"	"GARLAND"	2	236	321	579	281	256	557	1	1
"ME"	2004	"PEN"	"GLENBURN"	2	1047	1296	2372	1225	1110	2359	1	1
"ME"	2004	"PEN"	"GREENBUSH"	2	296	392	705	358	308	685	1	1
"ME"	2004	"PEN"	"HAMPDEN"	2	1933	2247	4244	2040	2051	4145	1	1
"ME"	2004	"PEN"	"HERMON"	2	1114	1636	2796	1268	1408	2709	1	1
"ME"	2004	"PEN"	"HOLDEN"	2	856	1119	2006	985	958	1973	1	1
"ME"	2004	"PEN"	"HOWLAND"	2	382	353	746	491	222	734	1	1
"ME"	2004	"PEN"	"HUDSON"	2	273	448	728	335	339	691	1	1
"ME"	2004	"PEN"	"INDIAN"									
"ME"	2004	"PEN"	"KENDUSKEAG"	2	319	357	692	380	264	665	1	1
"ME"	2004	"PEN"	"KINGMAN"									
"ME"	2004	"PEN"	"LAGRANGE"	2	162	175	347	194	138	340	1	1
"ME"	2004	"PEN"	"LAKEVILLE"	2	47	37	86	51	26	81	1	1
"ME"	2004	"PEN"	"LEE"	2	186	313	504	269	198	475	1	1
"ME"	2004	"PEN"	"LEVANT"	2	431	822	1267	559	636	1218	1	1
"ME"	2004	"PEN"	"LINCOLN"	2	1082	1461	2596	1528	969	2539	1	1
"ME"	2004	"PEN"	"LOWELL"	2	83	111	197	101	83	188	1	1
"ME"	2004	"PEN"	"MATTAWAMKEAG"	2	193	215	416	283	114	403	1	1
"ME"	2004	"PEN"	"MAXFIELD"	2	23	31	56	34	16	52	1	1
"ME"	2004	"PEN"	"MEDWAY"	2	312	480	797	522	245	783	1	1
"ME"	2004	"PEN"	"MILFORD"	2	944	675	1648	1091	501	1620	1	1
"ME"	2004	"PEN"	"MILFORD"	2	27	47	74	31	24	56	1	2
"ME"	2004	"PEN"	"MILLINOCKET"	2	1647	1188	2894	2246	625	2871	1	1
"ME"	2004	"PEN"	"MOUNT"									
"ME"	2004	"PEN"	"NEWBURGH"	2	402	469	887	465	365	847	1	1
"ME"	2004	"PEN"	"NEWPORT"	2	656	947	1634	751	782	1572	1	1
"ME"	2004	"PEN"	"OLD"									
"ME"	2004	"PEN"	"OLD"									
"ME"	2004	"PEN"	"OLD"									
"ME"	2004	"PEN"	"OLD"									
"ME"	2004	"PEN"	"ORONO"	2	1405	547	1981	1337	501	1906	1	1
"ME"	2004	"PEN"	"ORONO"	2	1144	486	1672	1005	418	1510	1	2
"ME"	2004	"PEN"	"ORONO"	2	900	350	1264	868	347	1243	1	3
"ME"	2004	"PEN"	"ORONO"	2	200	195	408	203	178	392	2	1
"ME"	2004	"PEN"	"ORRINGTON"	2	1017	1248	2291	1130	1046	2226	1	1
"ME"	2004	"PEN"	"PASSADUMKEAG"	2	73	131	209	116	82	202	1	1
"ME"	2004	"PEN"	"PATTEN"	2	193	403	600	325	253	580	1	1
"ME"	2004	"PEN"	"PENOB."									
"ME"	2004	"PEN"	"PLYMOUTH"	2	279	430	716	345	317	688	1	1
"ME"	2004	"PEN"	"PRENTISS"									
"ME"	2004	"PEN"	"SEBOEIS"									
"ME"	2004	"PEN"	"SPRINGFIELD"	2	84	95	184	123	51	175	1	1
"ME"	2004	"PEN"	"STACYVILLE"	2	84	128	219	138	74	216	1	1
"ME"	2004	"PEN"	"STETSON"	2	256	409	669	305	317	638	1	1
"ME"	2004	"PEN"	"VEAZIE"	2	524	527	1066	554	476	1036	1	1
"ME"	2004	"PEN"	"WEBSTER"									
"ME"	2004	"PEN"	"WINN"	2	88	131	223	133	82	223	1	1
"ME"	2004	"PEN"	"WOODVILLE"	2	59	66	126	83	39	124	1	1
"ME"	2004	"PIS"	"ABBOT"	2	169	239	420	207	180	393	1	1
"ME"	2004	"PIS"	"ATKINSON"	2	104	109	219	113	88	207	1	1
"ME"	2004	"PIS"	"BEAVER"									
"ME"	2004	"PIS"	"BOWERBANK"	2	32	57	89	31	53	85	1	1
"ME"	2004	"PIS"	"BROWNVILLE"	2	371	404	800	476	271	761	1	1
"ME"	2004	"PIS"	"DOVER-FOXCROFT"	2	1046	1248	2344	1192	1081	2304	1	1
"ME"	2004	"PIS"	"GREENVILLE"	2	511	628	1173	616	468	1113	1	1
"ME"	2004	"PIS"	"GREENVILLE"									
"ME"	2004	"PIS"	"GUILFORD"	2	354	458	834	364	408	793	1	1
"ME"	2004	"PIS"	"KINGSBURY"									
"ME"	2004	"PIS"	"LAKE"									
"ME"	2004	"PIS"	"MEDFORD"	2	40	89	131	66	59	129	1	1
"ME"	2004	"PIS"	"MILO"	2	628	616	1271	696	427	1173	1	1
"ME"	2004	"PIS"	"MONSON"	2	233	217	461	246	186	439	1	1
"ME"	2004	"PIS"	"MONSON"	2	6	8	15	11	3	14	1	2
"ME"	2004	"PIS"	"PARKMAN"	2	163	254	435	206	182	408	1	1
"ME"	2004	"PIS"	"SANGERVILLE"	2	323	363	694	332	290	641	1	1
"ME"	2004	"PIS"	"SEBEC"	2	148	242	393	173	194	374	1	1
"ME"	2004	"PIS"	"SHIRLEY"	2	47	79	131	62	59	122	1	1
"ME"	2004	"PIS"	"T1"									
"ME"	2004	"PIS"	"WELLINGTON"	2	99	50	151	105	34	144	1	1
"ME"	2004	"PIS"	"WILLIMANTIC"	2	27	69	99	29	56	88	1	1
"ME"	2004	"SAG"	"ARROWSIC"	1	238	104	354	232	115	347	1	1
"ME"	2004	"SAG"	"BATH"	1	753	426	1202	748	397	1145	0	0
"ME"	2004	"SAG"	"BATH"	1	321	252	584	345	229	574	1	1
"ME"	2004	"SAG"	"BATH"	1	347	216	581	357	200	557	2	1
"ME"	2004	"SAG"	"BATH"	1	268	187	471	293	164	457	3	1
"ME"	2004	"SAG"	"BATH"	1	263	175	443	266	164	430	4	1
"ME"	2004	"SAG"	"BATH"	1	338	258	612	371	236	607	5	1
"ME"	2004	"SAG"	"BATH"	1	342	189	547	351	184	535	6	1
"ME"	2004	"SAG"	"BATH"	1	308	300	620	333	276	609	7	1
"ME"	2004	"SAG"	"BOWDOIN"	1	628	862	1530	741	724	1465	1	1
"ME"	2004	"SAG"	"BOWDOINHAM"	1	942	734	1729	995	664	1659	1	1
"ME"	2004	"SAG"	"GEORGETOWN"	1	438	340	787	438	314	752	1	1
"ME"	2004	"SAG"	"PHIPPSBURG"	1	713	676	1427	751	627	1378	1	1
"ME"	2004	"SAG"	"RICHMOND"	1	935	895	1879	995	794	1789	1	1
"ME"	2004	"SAG"	"TOPSHAM"	1	2751	2386	5240	2838	2197	5035	1	1
"ME"	2004	"SAG"	"WEST"									
"ME"	2004	"SAG"	"WOOLWICH"	1	920	922	1874	947	856	1803	1	1
"ME"	2004	"SOM"	"ANSON"	2	608	573	1217	719	376	1143	1	1
"ME"	2004	"SOM"	"ATHENS"	2	241	203	454	233	156	418	1	1
"ME"	2004	"SOM"	"BINGHAM"	2	309	297	616	335	212	570	1	1
"ME"	2004	"SOM"	"BRIGHTON"									
"ME"	2004	"SOM"	"CAMBRIDGE"	2	100	175	285	121	136	265	1	1
"ME"	2004	"SOM"	"CANAAN"	2	558	460	1036	585	376	998	1	1
"ME"	2004	"SOM"	"CARATUNK"	2	23	50	73	38	31	70	1	1
"ME"	2004	"SOM"	"CORNVILLE"	2	314	366	712	336	296	658	1	1
"ME"	2004	"SOM"	"DENNISTOWN"									
"ME"	2004	"SOM"	"DETROIT"	2	212	201	419	233	158	402	1	1
"ME"	2004	"SOM"	"EMBDEN"	2	224	265	504	255	212	481	1	1
"ME"	2004	"SOM"	"FAIRFIELD"	2	1917	1492	3487	2017	1222	3341	1	1
"ME"	2004	"SOM"	"HARMONY"	2	233	209	451	260	155	420	1	1
"ME"	2004	"SOM"	"HARTLAND"	2	347	534	900	416	408	856	1	1
"ME"	2004	"SOM"	"HIGHLAND"									
"ME"	2004	"SOM"	"JACKMAN"	2	234	280	525	305	160	481	1	1
"ME"	2004	"SOM"	"MADISON"	2	1303	1063	2402	1406	823	2297	1	1
"ME"	2004	"SOM"	"MERCER"	2	205	181	404	214	162	386	1	1
"ME"	2004	"SOM"	"MOOSE"									
"ME"	2004	"SOM"	"MOSCOW"	2	137	126	267	170	85	257	1	1
"ME"	2004	"SOM"	"NEW"									
"ME"	2004	"SOM"	"NORRIDGEWOCK"	2	923	814	1776	1045	650	1729	1	1
"ME"	2004	"SOM"	"PALMYRA"	2	438	622	1082	481	503	1033	1	1
"ME"	2004	"SOM"	"PITTSFIELD"	2	986	1087	2110	1017	921	2004	1	1
"ME"	2004	"SOM"	"PLEASANT"									
"ME"	2004	"SOM"	"RIPLEY"	2	116	153	273	131	116	252	1	1
"ME"	2004	"SOM"	"ROCKWOOD"									
"ME"	2004	"SOM"	"SKOWHEGAN"	2	2511	1798	4392	2757	1444	4272	1	1
"ME"	2004	"SOM"	"SMITHFIELD"	2	297	268	583	320	225	557	1	1
"ME"	2004	"SOM"	"SOLON"	2	303	256	575	317	210	554	1	1
"ME"	2004	"SOM"	"SOLON"	2	0	2	2	1	1	2	1	2
"ME"	2004	"SOM"	"ST."									
"ME"	2004	"SOM"	"STARKS"	2	172	132	326	170	103	296	1	1
"ME"	2004	"SOM"	"THE"									
"ME"	2004	"SOM"	"WEST"									
"ME"	2004	"WAL"	"BELFAST"	2	957	515	1504	860	505	1428	1	1
"ME"	2004	"WAL"	"BELFAST"	2	936	650	1621	937	552	1562	2	1
"ME"	2004	"WAL"	"BELFAST"	2	377	368	754	378	298	712	3	1
"ME"	2004	"WAL"	"BELMONT"	2	240	234	479	249	189	454	1	1
"ME"	2004	"WAL"	"BROOKS"	2	253	298	564	263	231	540	1	1
"ME"	2004	"WAL"	"BURNHAM"	2	335	298	641	308	256	602	1	1
"ME"	2004	"WAL"	"FRANKFORT"	2	289	282	583	278	220	525	1	1
"ME"	2004	"WAL"	"FREEDOM"	2	216	178	406	206	145	382	1	1
"ME"	2004	"WAL"	"ISLESBORO"	2	318	151	481	309	141	462	1	1
"ME"	2004	"WAL"	"JACKSON"	2	135	141	287	115	106	276	1	1
"ME"	2004	"WAL"	"KNOX"	2	172	252	434	198	169	407	1	1
"ME"	2004	"WAL"	"LIBERTY"	2	295	265	574	287	227	535	1	1
"ME"	2004	"WAL"	"LINCOLNVILLE"	2	797	629	1454	807	532	1380	1	1
"ME"	2004	"WAL"	"MONROE"	2	285	237	534	295	178	506	1	1
"ME"	2004	"WAL"	"MONTVILLE"	2	353	223	595	332	172	544	1	1
"ME"	2004	"WAL"	"MORRILL"	2	204	288	496	212	235	463	1	1
"ME"	2004	"WAL"	"NORTHPORT"	2	499	435	960	467	395	898	1	1
"ME"	2004	"WAL"	"PALERMO"	2	336	435	797	374	349	755	1	1
"ME"	2004	"WAL"	"PROSPECT"	2	184	200	393	229	143	385	1	1
"ME"	2004	"WAL"	"SEARSMONT"	2	377	357	746	394	282	708	1	1
"ME"	2004	"WAL"	"SEARSPORT"	2	756	724	1504	780	584	1428	1	1
"ME"	2004	"WAL"	"STOCKTON"									
"ME"	2004	"WAL"	"SWANVILLE"	2	353	359	731	372	282	696	1	1
"ME"	2004	"WAL"	"THORNDIKE"	2	214	195	414	216	137	383	1	1
"ME"	2004	"WAL"	"TROY"	2	255	287	553	268	233	530	1	1
"ME"	2004	"WAL"	"UNITY"	2	591	589	1216	589	439	1123	1	1
"ME"	2004	"WAL"	"WALDO"	2	205	205	419	224	155	405	1	1
"ME"	2004	"WAL"	"WINTERPORT"	2	1054	1107	2195	1071	953	2096	1	1
"ME"	2004	"WAS"	"ADDISON"	2	277	368	660	324	286	622	1	1
"ME"	2004	"WAS"	"ALEXANDER"	2	124	172	298	146	124	284	1	1
"ME"	2004	"WAS"	"BAILEYVILLE"	2	410	376	793	484	272	769	1	1
"ME"	2004	"WAS"	"BARING"									
"ME"	2004	"WAS"	"BEALS"	2	139	147	290	158	110	269	1	1
"ME"	2004	"WAS"	"BEDDINGTON"	2	13	22	35	12	21	33	1	1
"ME"	2004	"WAS"	"BROOKTON"									
"ME"	2004	"WAS"	"CALAIS"	2	720	878	1619	826	676	1539	1	1
"ME"	2004	"WAS"	"CENTERVILLE"									
"ME"	2004	"WAS"	"CENTERVILLE"									
"ME"	2004	"WAS"	"CHARLOTTE"	2	72	114	191	98	86	187	1	1
"ME"	2004	"WAS"	"CHERRYFIELD"	2	295	360	671	358	256	640	1	1
"ME"	2004	"WAS"	"CODYVILLE"									
"ME"	2004	"WAS"	"COLUMBIA"	2	94	142	241	118	108	230	1	1
"ME"	2004	"WAS"	"COLUMBIA"									
"ME"	2004	"WAS"	"COOPER"	2	56	38	96	52	35	91	1	1
"ME"	2004	"WAS"	"CRAWFORD"	2	13	43	58	26	29	55	1	1
"ME"	2004	"WAS"	"CUTLER"	2	97	164	268	126	112	243	1	1
"ME"	2004	"WAS"	"DANFORTH"	2	102	184	293	149	122	280	1	1
"ME"	2004	"WAS"	"DEBLOIS"	2	13	22	36	17	15	33	1	1
"ME"	2004	"WAS"	"DENNYSVILLE"	2	97	84	186	86	87	174	1	1
"ME"	2004	"WAS"	"EAST"									
"ME"	2004	"WAS"	"EASTPORT"	2	536	370	923	501	322	856	1	1
"ME"	2004	"WAS"	"EDMUNDS"									
"ME"	2004	"WAS"	"GRAND"									
"ME"	2004	"WAS"	"HARRINGTON"	2	247	287	540	264	231	508	1	1
"ME"	2004	"WAS"	"INDIAN"									
"ME"	2004	"WAS"	"JONESBORO"	2	135	180	327	158	149	317	1	1
"ME"	2004	"WAS"	"JONESPORT"	2	347	310	665	355	243	615	1	1
"ME"	2004	"WAS"	"LUBEC"	2	572	343	928	545	293	877	1	1
"ME"	2004	"WAS"	"MACHIAS"	2	558	506	1089	557	439	1043	1	1
"ME"	2004	"WAS"	"MACHIASPORT"	2	213	250	472	232	205	450	1	1
"ME"	2004	"WAS"	"MARSHFIELD"	2	101	174	276	118	149	272	1	1
"ME"	2004	"WAS"	"MEDDYBEMPS"	2	41	57	101	44	50	96	1	1
"ME"	2004	"WAS"	"MILBRIDGE"	2	357	369	736	413	283	717	1	1
"ME"	2004	"WAS"	"NO."									
"ME"	2004	"WAS"	"NO."									
"ME"	2004	"WAS"	"NO."									
"ME"	2004	"WAS"	"NORTHFIELD"	2	43	45	88	45	37	84	1	1
"ME"	2004	"WAS"	"PEMBROKE"	2	264	224	495	270	183	466	1	1
"ME"	2004	"WAS"	"PERRY"	2	197	207	413	201	180	388	1	1
"ME"	2004	"WAS"	"PLEASANT"									
"ME"	2004	"WAS"	"PRINCETON"	2	182	258	451	231	180	419	1	1
"ME"	2004	"WAS"	"ROBBINSTON"	2	151	131	286	159	98	263	1	1
"ME"	2004	"WAS"	"ROQUE"									
"ME"	2004	"WAS"	"STEUBEN"	2	282	280	578	289	222	536	1	1
"ME"	2004	"WAS"	"TALMADGE"	2	11	24	37	16	19	35	1	1
"ME"	2004	"WAS"	"TOPSFIELD"	2	49	74	124	57	59	117	1	1
"ME"	2004	"WAS"	"VANCEBORO"	2	66	50	116	68	35	105	1	1
"ME"	2004	"WAS"	"WAITE"	2	25	31	60	34	22	56	1	1
"ME"	2004	"WAS"	"WESLEY"	2	30	41	72	36	27	66	1	1
"ME"	2004	"WAS"	"WHITING"	2	172	159	339	178	134	322	1	1
"ME"	2004	"WAS"	"WHITNEYVILLE"	2	47	65	114	58	48	111	1	1
"ME"	2004	"YOR"	"ACTON"	1	547	624	1184	602	515	1117	1	1
"ME"	2004	"YOR"	"ALFRED"	1	881	873	1789	938	733	1671	1	1
"ME"	2004	"YOR"	"ARUNDEL"	1	1039	1019	2103	1117	888	2005	1	1
"ME"	2004	"YOR"	"BERWICK"	1	1588	1862	3504	1680	1539	3219	1	1
"ME"	2004	"YOR"	"BIDDEFORD"	1	757	605	1374	749	539	1288	1	1
"ME"	2004	"YOR"	"BIDDEFORD"	1	958	501	1490	975	393	1368	2	1
"ME"	2004	"YOR"	"BIDDEFORD"	1	1106	700	1833	1117	609	1726	3	1
"ME"	2004	"YOR"	"BIDDEFORD"	1	999	453	1474	1014	382	1396	4	1
"ME"	2004	"YOR"	"BIDDEFORD"	1	1039	478	1548	1047	394	1441	5	1
"ME"	2004	"YOR"	"BIDDEFORD"	1	860	554	1449	879	492	1371	6	1
"ME"	2004	"YOR"	"BIDDEFORD"	1	801	465	1284	841	366	1207	7	1
"ME"	2004	"YOR"	"BUXTON"	1	2172	2252	4482	2335	2014	4349	1	1
"ME"	2004	"YOR"	"CORNISH"	1	431	377	827	462	334	796	1	1
"ME"	2004	"YOR"	"DAYTON"	1	507	613	1147	524	565	1089	1	1
"ME"	2004	"YOR"	"ELIOT"	1	2164	1721	3938	2148	1514	3662	1	1
"ME"	2004	"YOR"	"HOLLIS"	1	1170	1154	2364	1188	1053	2241	1	1
"ME"	2004	"YOR"	"KENNEBUNK"	1	3709	3328	7154	3768	3016	6784	1	1
"ME"	2004	"YOR"	"KENNEBUNKPORT"	1	1308	1360	2711	1341	1236	2577	1	1
"ME"	2004	"YOR"	"KITTERY"	1	3176	1901	5149	3115	1717	4832	1	1
"ME"	2004	"YOR"	"LEBANON"	1	1237	1552	2839	1383	1259	2642	1	1
"ME"	2004	"YOR"	"LIMERICK"	1	711	711	1458	776	624	1400	1	1
"ME"	2004	"YOR"	"LIMINGTON"	1	857	1063	1962	916	910	1826	1	1
"ME"	2004	"YOR"	"LYMAN"	1	1174	1105	2329	1245	999	2244	1	1
"ME"	2004	"YOR"	"NEWFIELD"	1	332	427	774	383	345	728	1	1
"ME"	2004	"YOR"	"NORTH"									
"ME"	2004	"YOR"	"OGUNQUIT"	1	604	408	1024	589	372	961	1	1
"ME"	2004	"YOR"	"OLD"									
"ME"	2004	"YOR"	"PARSONSFIELD"	1	249	230	494	258	202	460	1	1
"ME"	2004	"YOR"	"PARSONSFIELD"	1	267	245	529	278	222	500	2	1
"ME"	2004	"YOR"	"SACO"	1	912	625	1558	852	611	1463	1	1
"ME"	2004	"YOR"	"SACO"	1	803	741	1558	789	696	1485	2	1
"ME"	2004	"YOR"	"SACO"	1	788	522	1329	756	496	1252	3	1
"ME"	2004	"YOR"	"SACO"	1	899	664	1577	864	649	1513	4	1
"ME"	2004	"YOR"	"SACO"	1	833	547	1405	826	504	1330	5	1
"ME"	2004	"YOR"	"SACO"	1	865	441	1320	822	438	1260	6	1
"ME"	2004	"YOR"	"SACO"	1	792	408	1222	761	374	1135	7	1
"ME"	2004	"YOR"	"SANFORD"	1	830	673	1532	880	535	1415	1	1
"ME"	2004	"YOR"	"SANFORD"	1	785	548	1355	812	437	1249	2	1
"ME"	2004	"YOR"	"SANFORD"	1	857	736	1625	931	562	1493	3	1
"ME"	2004	"YOR"	"SANFORD"	1	872	804	1711	927	659	1586	4	1
"ME"	2004	"YOR"	"SANFORD"	1	723	732	1479	755	593	1348	5	1
"ME"	2004	"YOR"	"SANFORD"	1	737	593	1354	802	449	1251	6	1
"ME"	2004	"YOR"	"SANFORD"	1	778	548	1350	827	418	1245	7	1
"ME"	2004	"YOR"	"SHAPLEIGH"	1	757	744	1538	796	629	1425	1	1
"ME"	2004	"YOR"	"SOUTH"									
"ME"	2004	"YOR"	"WATERBORO"	1	1712	1726	3499	1859	1508	3367	1	1
"ME"	2004	"YOR"	"WELLS"	1	2879	2814	5779	2944	2393	5337	1	1
"ME"	2004	"YOR"	"YORK"	1	4647	3793	8560	4650	3336	7986	1	1
