state	year	county	precinct	g2008_REG_tv	g2008_USP_tv	g2008_USP_rv	g2008_USP_dv	g2008_USS_tv	g2008_USS_rv	g2008_USS_dv
"GA"	2008	"Cobb County"	"Kemp 02"	2882	1134	785	330	1103	738	307
"GA"	2008	"Cobb County"	"Kemp 03"	1652	695	571	115	677	545	104
"GA"	2008	"Cobb County"	"Kennesaw 1A"	1597	752	443	290	725	387	281
"GA"	2008	"Cobb County"	"Kennesaw 2A"	3152	1103	523	570	1049	496	498
"GA"	2008	"Cobb County"	"Kennesaw 2B"	3055	1332	869	444	1290	801	423
"GA"	2008	"Cobb County"	"Kennesaw 3A"	1324	571	330	232	548	289	208
"GA"	2008	"Cobb County"	"Kennesaw 4A"	2078	940	551	376	906	516	328
"GA"	2008	"Cobb County"	"Kennesaw 5A"	2593	1097	730	348	1063	709	317
"GA"	2008	"Cobb County"	"Kennesaw 5B"	2537	1024	587	417	981	571	361
"GA"	2008	"Cobb County"	"Lassiter 01"	1771	836	557	264	819	539	219
"GA"	2008	"Cobb County"	"Lewis 01"	1280	604	453	145	590	394	157
"GA"	2008	"Cobb County"	"Lindley 01"	3869	1416	685	701	1372	692	619
"GA"	2008	"Cobb County"	"Lost Mountain 01"	2463	764	614	139	744	560	146
"GA"	2008	"Cobb County"	"Lost Mountain 02"	3326	1397	1122	258	1367	1067	241
"GA"	2008	"Cobb County"	"Lost Mountain 03"	3267	928	736	174	894	701	162
"GA"	2008	"Cobb County"	"Lost Mountain 04"	1900	777	612	157	764	582	149
"GA"	2008	"Cobb County"	"Mableton 01"	2326	857	389	460	805	332	424
"GA"	2008	"Cobb County"	"Mableton 02"	920	409	168	239	389	152	218
"GA"	2008	"Cobb County"	"Mableton 03"	2429	1045	583	440	1001	523	396
"GA"	2008	"Cobb County"	"Mableton 04"	1360	542	346	178	527	327	154
"GA"	2008	"Cobb County"	"Mabry 01"	1605	832	625	196	807	592	180
"GA"	2008	"Cobb County"	"Macland 01"	2701	905	398	492	861	388	428
"GA"	2008	"Cobb County"	"Macland 02"	774	266	128	137	255	115	130
"GA"	2008	"Cobb County"	"Marietta 1A"	2330	788	206	571	746	199	513
"GA"	2008	"Cobb County"	"Marietta 2A"	2360	873	485	373	846	469	339
"GA"	2008	"Cobb County"	"Marietta 2B"	1552	598	159	433	560	144	397
"GA"	2008	"Cobb County"	"Marietta 2C"	2055	708	431	255	683	425	235
"GA"	2008	"Cobb County"	"Marietta 3A"	3516	1204	593	583	1157	556	527
"GA"	2008	"Cobb County"	"Marietta 4B"	2930	1002	586	403	971	581	345
"GA"	2008	"Cobb County"	"Marietta 4C"	1366	617	391	214	603	365	204
"GA"	2008	"Cobb County"	"Marietta 4E"	2199	979	678	264	957	666	234
"GA"	2008	"Cobb County"	"Marietta 5A"	1492	529	103	418	499	98	374
"GA"	2008	"Cobb County"	"Marietta 5B"	1758	598	172	414	571	168	375
"GA"	2008	"Cobb County"	"Marietta 6A"	1329	415	33	379	387	34	344
"GA"	2008	"Cobb County"	"Marietta 6B"	2037	1000	636	352	964	617	299
"GA"	2008	"Cobb County"	"Marietta 6C"	1142	442	231	200	429	227	169
"GA"	2008	"Cobb County"	"Marietta 7A"	2693	951	229	710	904	206	639
"GA"	2008	"Cobb County"	"Mars Hill 01"	2472	1142	884	239	1105	831	225
"GA"	2008	"Cobb County"	"Mars Hill 02"	2196	932	630	291	904	579	273
"GA"	2008	"Cobb County"	"McCleskey 01"	1498	719	487	222	703	479	180
"GA"	2008	"Cobb County"	"McClure 01"	1307	654	475	168	638	445	142
"GA"	2008	"Cobb County"	"McEachern 01"	2220	814	486	316	786	461	292
"GA"	2008	"Cobb County"	"Mt Bethel 01"	3736	1861	1321	512	1823	1317	436
"GA"	2008	"Cobb County"	"Mt Bethel 02"	1081	553	375	174	536	354	151
"GA"	2008	"Cobb County"	"Mt Bethel 03"	2541	959	655	292	934	637	259
"GA"	2008	"Cobb County"	"Mt Bethel 04"	2566	1112	780	311	1081	795	232
"GA"	2008	"Cobb County"	"Murdock 01"	2012	1038	691	331	1016	678	274
"GA"	2008	"Cobb County"	"Nicholson 01"	2110	972	613	341	937	582	297
"GA"	2008	"Cobb County"	"Nickajack 01"	2685	856	344	500	827	349	437
"GA"	2008	"Cobb County"	"North Cobb 01"	1745	838	540	289	820	516	257
"GA"	2008	"Cobb County"	"Norton Park 01"	1344	533	321	201	521	293	197
"GA"	2008	"Cobb County"	"Norton Park 02"	2396	1034	488	525	984	433	480
"GA"	2008	"Cobb County"	"Oakdale 01"	2825	1032	562	456	1008	527	417
"GA"	2008	"Cobb County"	"Oregon 01"	1307	484	346	132	471	331	124
"GA"	2008	"Cobb County"	"Oregon 02"	1909	650	226	419	617	210	387
"GA"	2008	"Cobb County"	"Oregon 03"	1221	425	202	214	408	180	207
"GA"	2008	"Cobb County"	"Oregon 04"	2334	850	278	561	812	255	516
"GA"	2008	"Cobb County"	"Oregon 05"	2864	1076	651	403	1041	621	359
"GA"	2008	"Cobb County"	"Oregon 06"	2260	791	346	437	759	324	396
"GA"	2008	"Cobb County"	"PR Precinct"	0	836	293	534	793	288	484
"GA"	2008	"Cobb County"	"Palmer 01"	2166	1010	628	353	967	610	311
"GA"	2008	"Cobb County"	"Pebblebrook 01"	2934	980	240	731	933	224	681
"GA"	2008	"Cobb County"	"Pebblebrook 02"	2097	833	282	536	799	232	531
"GA"	2008	"Cobb County"	"Pine Mountain 01"	2266	1016	795	213	986	762	185
"GA"	2008	"Cobb County"	"Pine Mountain 02"	2242	926	736	185	900	711	160
"GA"	2008	"Cobb County"	"Pitner 01"	1591	851	571	250	821	551	214
"GA"	2008	"Cobb County"	"Pope 01"	1660	832	577	242	814	555	220
"GA"	2008	"Cobb County"	"Post Oak 01"	3049	1552	1089	437	1517	1045	380
"GA"	2008	"Cobb County"	"Powder Springs 1A"	3481	1248	660	575	1207	614	538
"GA"	2008	"Cobb County"	"Powder Springs 2A"	2213	832	220	604	780	199	559
"GA"	2008	"Cobb County"	"Powder Springs 3A"	2502	880	366	502	837	320	483
"GA"	2008	"Cobb County"	"Powers Ferry 01"	1536	736	436	281	708	405	256
"GA"	2008	"Cobb County"	"Red Rock 01"	1860	816	655	150	783	599	135
"GA"	2008	"Cobb County"	"Riverside 01"	1227	457	44	408	431	47	378
"GA"	2008	"Cobb County"	"Rocky Mount 01"	1337	655	512	135	636	487	125
"GA"	2008	"Cobb County"	"Rocky Mount 02"	1894	980	660	300	962	630	276
"GA"	2008	"Cobb County"	"Roswell 01"	2572	1361	909	430	1320	902	354
"GA"	2008	"Cobb County"	"Roswell 02"	3268	1600	1097	475	1568	1099	397
"GA"	2008	"Cobb County"	"Sandy Plains 01"	2223	1074	680	375	1036	631	356
"GA"	2008	"Cobb County"	"Sedalia Park 01"	1415	664	385	262	644	353	236
"GA"	2008	"Cobb County"	"Sewell Mill 01"	1496	784	546	221	760	541	187
"GA"	2008	"Cobb County"	"Sewell Mill 03"	3766	1428	789	615	1370	747	549
"GA"	2008	"Cobb County"	"Sewell Mill 04"	1353	701	468	217	686	453	196
"GA"	2008	"Cobb County"	"Sewell Mill 05"	1746	831	551	267	813	554	227
"GA"	2008	"Cobb County"	"Shallowford Falls 01"	2792	1373	950	405	1339	927	339
"GA"	2008	"Cobb County"	"Simpson 01"	1405	718	487	222	694	469	197
"GA"	2008	"Cobb County"	"Smyrna 1A"	2990	1096	346	725	1052	343	657
"GA"	2008	"Cobb County"	"Smyrna 2A"	1307	583	295	277	555	276	252
"GA"	2008	"Cobb County"	"Smyrna 2B"	2502	784	268	504	763	256	455
"GA"	2008	"Cobb County"	"Smyrna 3A"	2733	1034	442	575	1001	442	519
"GA"	2008	"Cobb County"	"Smyrna 4A"	3328	1329	716	587	1272	651	532
"GA"	2008	"Cobb County"	"Smyrna 5A"	3070	1198	427	751	1132	401	678
"GA"	2008	"Cobb County"	"Smyrna 6A"	4259	1538	798	711	1486	796	614
"GA"	2008	"Cobb County"	"Smyrna 7A"	2219	940	563	360	924	537	329
"GA"	2008	"Cobb County"	"Smyrna 7B"	3757	1420	811	590	1387	814	491
"GA"	2008	"Cobb County"	"Smyrna 7C"	1477	515	312	194	509	301	178
"GA"	2008	"Cobb County"	"Sope Creek 01"	1949	1005	693	297	979	671	271
"GA"	2008	"Cobb County"	"Sope Creek 02"	3510	1489	977	487	1452	980	414
"GA"	2008	"Cobb County"	"Sope Creek 03"	2701	1220	876	322	1183	856	270
"GA"	2008	"Cobb County"	"Sprayberry 01"	2050	950	612	320	911	581	279
"GA"	2008	"Cobb County"	"Sweetwater 01"	2290	944	542	393	902	472	382
"GA"	2008	"Cobb County"	"Sweetwater 02"	2339	877	318	543	822	275	508
"GA"	2008	"Cobb County"	"Sweetwater 04"	3704	1096	434	651	1046	405	598
"GA"	2008	"Cobb County"	"Sweetwater 05"	1858	774	324	445	739	296	413
"GA"	2008	"Cobb County"	"Teasley 01"	1845	789	396	376	765	390	336
"GA"	2008	"Cobb County"	"Terrell Mill 01"	2037	857	470	375	832	453	330
"GA"	2008	"Cobb County"	"Timber Ridge 01"	2212	1213	816	373	1182	815	312
"GA"	2008	"Cobb County"	"Tritt 01"	3128	1629	1133	471	1587	1105	409
"GA"	2008	"Cobb County"	"Vaughan 01"	2703	1157	885	253	1119	843	222
"GA"	2008	"Cobb County"	"Vinings 01"	1380	617	365	240	611	371	205
"GA"	2008	"Cobb County"	"Vinings 02"	4089	1655	796	833	1589	782	731
"GA"	2008	"Cobb County"	"Vinings 03"	1913	829	408	413	807	401	378
"GA"	2008	"Cobb County"	"Vinings 04"	3048	1381	916	450	1350	902	393
"GA"	2008	"Cobb County"	"Wade Green 01"	2564	1252	801	427	1208	719	401
"GA"	2008	"Cobb County"	"Wade Green 02"	1700	710	443	257	697	418	250
"GA"	2008	"Cobb County"	"Willeo 01"	2635	1377	998	362	1341	963	329
"GA"	2008	"Coffee County"	"Ambrose"	1640	670	496	166	635	398	222
"GA"	2008	"Coffee County"	"Bridgetown"	259	157	104	52	150	85	62
"GA"	2008	"Coffee County"	"Broxton"	2159	909	619	286	854	512	315
"GA"	2008	"Coffee County"	"Douglas"	13503	4055	2380	1653	3846	2102	1641
"GA"	2008	"Coffee County"	"Nicholls"	1633	730	507	221	687	412	255
"GA"	2008	"Coffee County"	"West Green"	780	390	339	49	370	259	95
"GA"	2008	"Colquitt County"	"Autreyville"	1073	351	294	50	341	257	77
"GA"	2008	"Colquitt County"	"Bridgecreek"	924	373	318	53	358	281	64
"GA"	2008	"Colquitt County"	"Crosland"	201	124	86	38	118	66	43
"GA"	2008	"Colquitt County"	"Doerun"	573	282	155	127	267	124	132
"GA"	2008	"Colquitt County"	"Funston"	794	358	296	60	355	263	82
"GA"	2008	"Colquitt County"	"Hamilton"	634	294	235	51	289	210	65
"GA"	2008	"Colquitt County"	"Hartsfield"	330	177	148	26	172	127	40
"GA"	2008	"Colquitt County"	"Hopewell"	1208	365	303	59	357	275	71
"GA"	2008	"Colquitt County"	"Lee"	865	292	246	42	286	226	50
"GA"	2008	"Colquitt County"	"Millcreek"	319	162	139	21	159	119	33
"GA"	2008	"Colquitt County"	"Monk"	1095	392	324	61	383	274	99
"GA"	2008	"Colquitt County"	"Moultrie"	4053	938	554	370	899	570	306
"GA"	2008	"Colquitt County"	"Murphy"	783	284	258	23	278	221	45
"GA"	2008	"Colquitt County"	"Norman Park"	1802	571	438	130	554	385	153
"GA"	2008	"Colquitt County"	"Robinson"	710	326	256	64	317	220	85
"GA"	2008	"Colquitt County"	"Shaw"	2846	641	110	530	606	136	462
"GA"	2008	"Colquitt County"	"Thigpen"	193	111	91	18	109	82	23
"GA"	2008	"Colquitt County"	"Tyty"	320	211	196	15	210	169	31
"GA"	2008	"Colquitt County"	"Warrior"	711	328	284	38	322	243	70
"GA"	2008	"Columbia County"	"Abilene Baptist Church"	1878	677	486	188	643	427	194
"GA"	2008	"Columbia County"	"Augusta Christian"	1981	652	478	165	612	425	157
"GA"	2008	"Columbia County"	"Augusta Christian Elementary"	1623	459	342	111	441	320	101
"GA"	2008	"Columbia County"	"Bessie Thomas Center"	1543	684	547	132	647	483	138
"GA"	2008	"Columbia County"	"Bible Cathedral"	2795	903	724	172	860	673	161
"GA"	2008	"Columbia County"	"Blanchard Park"	1575	604	471	128	571	428	129
"GA"	2008	"Columbia County"	"Blue Ridge Elementary"	1972	670	479	182	635	430	176
"GA"	2008	"Columbia County"	"Brookwood Elementary"	1767	699	511	178	677	479	171
"GA"	2008	"Columbia County"	"Burks Mountain Fire Station"	622	299	100	197	276	94	178
"GA"	2008	"Columbia County"	"Christ The King Lutheran"	1909	567	433	123	550	430	99
"GA"	2008	"Columbia County"	"Church Of Our Savior"	1949	692	518	170	661	462	171
"GA"	2008	"Columbia County"	"Columbia County BOE"	1725	518	393	122	492	369	112
"GA"	2008	"Columbia County"	"Columbia Main Library"	1314	383	294	86	368	266	92
"GA"	2008	"Columbia County"	"Damascus Baptist Church"	778	412	346	65	394	323	59
"GA"	2008	"Columbia County"	"Eubank/Blanchard Center"	1025	525	375	144	496	326	148
"GA"	2008	"Columbia County"	"Evans Sanctified Church"	2073	744	571	163	718	525	156
"GA"	2008	"Columbia County"	"Gold Cross EMS"	1810	519	405	105	497	366	118
"GA"	2008	"Columbia County"	"Gospel Water Branch"	1153	384	259	122	367	248	112
"GA"	2008	"Columbia County"	"Grace Baptist Church"	2101	735	534	195	707	504	183
"GA"	2008	"Columbia County"	"Greater Aug. Apostolic Church"	1290	571	452	111	551	413	115
"GA"	2008	"Columbia County"	"Greenbrier High School"	1024	393	315	76	376	310	60
"GA"	2008	"Columbia County"	"Grovetown City Hall"	2537	961	628	323	892	538	325
"GA"	2008	"Columbia County"	"Grovetown Methodist Church"	1717	708	389	309	665	347	286
"GA"	2008	"Columbia County"	"Grovetown Middle School"	1773	706	438	259	665	399	246
"GA"	2008	"Columbia County"	"Harlem Baptist Church"	1103	584	326	255	552	289	250
"GA"	2008	"Columbia County"	"Harlem Middle School"	1594	752	568	180	689	475	182
"GA"	2008	"Columbia County"	"Kiokee Baptist Church"	1943	841	748	90	808	672	113
"GA"	2008	"Columbia County"	"Lakeside Middle School"	1778	640	478	154	624	441	153
"GA"	2008	"Columbia County"	"Lewis Methodist Church"	2617	942	716	217	897	664	197
"GA"	2008	"Columbia County"	"Martinez Baptist Church"	1567	619	429	186	585	381	185
"GA"	2008	"Columbia County"	"Martinez-Columbia Fire Dept #4"	1571	578	417	155	544	379	151
"GA"	2008	"Columbia County"	"Martinez-Columbia Fire Hdqrts"	1043	419	302	111	392	251	127
"GA"	2008	"Columbia County"	"Marvin Methodist Church"	1731	726	539	178	692	474	182
"GA"	2008	"Columbia County"	"Parkway Baptist Church"	2031	762	607	149	730	571	143
"GA"	2008	"Columbia County"	"Philadelphia Methodist Church"	998	438	303	128	402	261	132
"GA"	2008	"Columbia County"	"Riverside Baptist Church"	809	271	232	38	265	227	34
"GA"	2008	"Columbia County"	"Riverside Elementary School"	1266	403	300	101	386	280	95
"GA"	2008	"Columbia County"	"Savannah Rapids Pavilion"	1300	325	263	61	312	250	55
"GA"	2008	"Columbia County"	"Stevens Creek Church"	1024	300	224	73	295	218	67
"GA"	2008	"Columbia County"	"Stevens Creek Elementary"	1405	332	257	74	317	247	59
"GA"	2008	"Columbia County"	"Trinity Baptist Church"	1033	446	338	102	417	300	102
"GA"	2008	"Columbia County"	"Wesley Methodist Church"	1317	417	326	88	404	311	81
"GA"	2008	"Columbia County"	"West Acres Baptist Church"	2246	736	568	155	712	534	157
"GA"	2008	"Columbia County"	"Westside Baptist Church"	1566	629	487	134	601	448	137
"GA"	2008	"Columbia County"	"Woodlawn Baptist Church"	2409	856	683	163	807	623	153
"GA"	2008	"Cook County"	"Cecil"	1396	422	193	224	392	173	213
"GA"	2008	"Cook County"	"Delle Beamguard"	1753	506	377	124	494	324	153
"GA"	2008	"Cook County"	"Elm Pine"	569	235	11	223	205	28	171
"GA"	2008	"Cook County"	"Lenox"	1036	560	355	201	531	303	207
"GA"	2008	"Cook County"	"Massee"	654	220	184	33	211	153	54
"GA"	2008	"Cook County"	"New Life Baptist Church"	854	356	297	56	346	242	92
"GA"	2008	"Cook County"	"Riverbend"	961	289	248	39	276	209	59
"GA"	2008	"Cook County"	"Sparks"	729	287	90	194	261	83	169
"GA"	2008	"Coweta County"	"CANONGATE"	3101	1148	952	181	1112	885	173
"GA"	2008	"Coweta County"	"CEDAR CREEK"	3632	1426	1173	231	1368	1059	245
"GA"	2008	"Coweta County"	"CENTRAL"	2198	646	121	518	570	106	446
"GA"	2008	"Coweta County"	"DRESDEN"	723	393	323	65	380	300	71
"GA"	2008	"Coweta County"	"EBENEZER CHURCH ROAD"	1442	597	493	99	579	454	96
"GA"	2008	"Coweta County"	"FISCHER ROAD"	3037	1134	878	244	1094	770	262
"GA"	2008	"Coweta County"	"GRANTVILLE"	2186	950	657	280	910	587	280
"GA"	2008	"Coweta County"	"GREENTOP"	2853	952	673	268	913	619	264
"GA"	2008	"Coweta County"	"HARALSON"	1685	825	668	150	800	602	159
"GA"	2008	"Coweta County"	"JEFFERSON PARKWAY"	5226	1437	822	602	1368	714	585
"GA"	2008	"Coweta County"	"MADRAS"	3082	1072	801	254	1040	728	246
"GA"	2008	"Coweta County"	"MORELAND"	5153	913	752	147	880	658	181
"GA"	2008	"Coweta County"	"NEWNAN"	3091	958	412	531	900	385	480
"GA"	2008	"Coweta County"	"NORTHSIDE"	1717	759	522	230	725	487	212
"GA"	2008	"Coweta County"	"PANTHER CREEK"	2688	1149	894	238	1120	787	274
"GA"	2008	"Coweta County"	"PINE ROAD"	1570	711	603	96	688	541	110
"GA"	2008	"Coweta County"	"POWELL EXPO CENTER"	1759	652	494	150	633	460	149
"GA"	2008	"Coweta County"	"RAYMOND"	1917	849	701	141	828	645	155
"GA"	2008	"Coweta County"	"SENOIA"	3500	1488	1179	293	1448	1082	297
"GA"	2008	"Coweta County"	"SHARPSBURG"	3601	1507	1202	285	1469	1103	301
"GA"	2008	"Coweta County"	"SMOKEY ROAD"	2134	788	398	375	759	360	372
"GA"	2008	"Coweta County"	"THE ARTS CENTER"	8056	2572	1915	633	2489	1781	587
"GA"	2008	"Coweta County"	"THOMAS CROSSROADS"	4296	1704	1378	306	1672	1264	317
"GA"	2008	"Coweta County"	"TURIN"	2608	1178	918	244	1145	840	252
"GA"	2008	"Coweta County"	"TURKEY CREEK"	902	306	167	135	297	155	129
"GA"	2008	"Coweta County"	"WELCOME"	2735	1250	991	240	1208	866	273
"GA"	2008	"Coweta County"	"WESTSIDE"	833	332	92	239	306	81	217
"GA"	2008	"Coweta County"	"WHITE OAK"	4548	1708	1299	378	1658	1182	385
"GA"	2008	"Crawford County"	"1A"	456	166	86	78	156	68	85
"GA"	2008	"Crawford County"	"1B"	1007	359	139	218	341	137	196
"GA"	2008	"Crawford County"	"2"	1723	348	173	172	333	159	169
"GA"	2008	"Crawford County"	"3"	1405	412	333	73	405	295	100
"GA"	2008	"Crawford County"	"4"	1534	574	460	104	566	398	148
"GA"	2008	"Crawford County"	"5"	1522	555	464	84	540	394	128
"GA"	2008	"Crisp County"	"Arabi"	638	266	195	68	258	161	91
"GA"	2008	"Crisp County"	"Coney"	706	226	188	36	222	178	42
"GA"	2008	"Crisp County"	"Cordele"	7461	1573	559	1009	1386	553	813
"GA"	2008	"Crisp County"	"Jamestown"	948	359	325	30	348	268	65
"GA"	2008	"Crisp County"	"Listonia"	682	303	277	25	293	226	60
"GA"	2008	"Dade County"	"DAVIS"	2030	676	502	157	615	376	213
"GA"	2008	"Dade County"	"NEW HOME"	727	329	235	91	309	190	111
"GA"	2008	"Dade County"	"NEW SALEM"	1002	429	312	109	400	263	117
"GA"	2008	"Dade County"	"NORTH DADE"	1960	518	350	156	484	267	193
"GA"	2008	"Dade County"	"SOUTH DADE"	926	308	240	66	291	181	95
"GA"	2008	"Dade County"	"TRENTON"	3086	603	451	141	557	347	190
"GA"	2008	"Dade County"	"WEST BROW"	1136	435	346	78	412	319	77
"GA"	2008	"Dawson County"	"Amicalola"	2343	436	340	93	424	331	76
"GA"	2008	"Dawson County"	"Blacks"	1791	549	450	90	532	394	100
"GA"	2008	"Dawson County"	"Dawsonville"	1647	367	298	64	363	271	62
"GA"	2008	"Dawson County"	"Etowah"	1100	225	195	25	219	171	26
"GA"	2008	"Dawson County"	"Kilough"	2326	658	544	108	635	479	123
"GA"	2008	"Dawson County"	"Purdys"	925	217	184	31	212	163	37
"GA"	2008	"Dawson County"	"Sanford"	1472	351	284	62	341	259	62
"GA"	2008	"Dawson County"	"Savannah"	1552	346	281	53	336	251	65
"GA"	2008	"DeKalb County"	"ALEXANDER-HOOPER ALEXANDER ELEM"	1550	514	81	419	496	83	383
"GA"	2008	"DeKalb County"	"ALLGOOD ELEM"	2309	618	77	535	592	77	496
"GA"	2008	"DeKalb County"	"ASHFORD DUNWOODY RD"	2287	1135	693	435	1120	672	402
"GA"	2008	"DeKalb County"	"ASHFORD PARK ELEM"	1796	1041	658	368	1020	645	328
"GA"	2008	"DeKalb County"	"ASHFORD PARKSIDE"	2068	892	478	397	854	481	328
"GA"	2008	"DeKalb County"	"ATHERTON ELEM"	1457	487	24	458	446	24	405
"GA"	2008	"DeKalb County"	"AUSTIN"	2228	1059	752	299	1044	749	265
"GA"	2008	"DeKalb County"	"AVONDALE ELEM"	2184	1027	429	569	999	407	526
"GA"	2008	"DeKalb County"	"AVONDALE MIDDLE"	2160	620	89	530	595	89	481
"GA"	2008	"DeKalb County"	"BETHUNE MIDDLE"	3274	736	33	701	696	43	647
"GA"	2008	"DeKalb County"	"BOULDERCREST RD"	1403	432	20	411	411	26	381
"GA"	2008	"DeKalb County"	"BOULEVARD"	2557	1030	149	862	982	159	775
"GA"	2008	"DeKalb County"	"BRIAR VISTA ELEM"	2499	1126	391	718	1095	369	678
"GA"	2008	"DeKalb County"	"BRIARCLIFF"	1810	817	421	382	795	373	385
"GA"	2008	"DeKalb County"	"BRIARLAKE ELEM"	1497	708	380	319	689	366	291
"GA"	2008	"DeKalb County"	"BRIARWOOD"	1762	855	391	456	819	377	414
"GA"	2008	"DeKalb County"	"BROCKETT"	2061	893	448	431	876	407	422
"GA"	2008	"DeKalb County"	"BROCKETT ELEM"	2229	715	340	362	697	333	328
"GA"	2008	"DeKalb County"	"BROOKHAVEN"	2409	1256	703	534	1218	706	443
"GA"	2008	"DeKalb County"	"BROWNS MILL ELEM"	3058	716	28	688	690	35	638
"GA"	2008	"DeKalb County"	"BURGESS ELEM"	2379	921	128	770	877	117	698
"GA"	2008	"DeKalb County"	"CANBY LANE ELEM"	1640	492	15	477	468	24	440
"GA"	2008	"DeKalb County"	"CANDLER"	2539	761	37	720	712	46	639
"GA"	2008	"DeKalb County"	"CANDLER-MURPHEY CANDLER ELEM"	2046	513	52	454	487	58	421
"GA"	2008	"DeKalb County"	"CEDAR GROVE ELEM"	3265	827	20	807	786	29	745
"GA"	2008	"DeKalb County"	"CEDAR GROVE MIDDLE"	1725	461	2	458	419	8	407
"GA"	2008	"DeKalb County"	"CEDAR GROVE SOUTH"	2779	657	11	643	635	19	602
"GA"	2008	"DeKalb County"	"CHAMBLEE"	2667	1243	609	606	1205	597	536
"GA"	2008	"DeKalb County"	"CHAPEL HILL ELEM"	2679	760	22	738	736	39	685
"GA"	2008	"DeKalb County"	"CHESNUT ELEM"	1914	688	297	381	673	289	358
"GA"	2008	"DeKalb County"	"CLAIREMONT EAST"	2305	814	283	518	796	275	466
"GA"	2008	"DeKalb County"	"CLAIREMONT WEST"	2586	986	285	689	960	269	639
"GA"	2008	"DeKalb County"	"CLAIRMONT HILLS"	2787	969	344	606	940	338	552
"GA"	2008	"DeKalb County"	"CLARKSTON"	3046	1062	135	911	1007	132	833
"GA"	2008	"DeKalb County"	"CLIFTON ELEM"	1363	455	8	447	430	18	404
"GA"	2008	"DeKalb County"	"COAN MIDDLE"	2133	880	116	751	835	135	658
"GA"	2008	"DeKalb County"	"COLUMBIA DRIVE"	2055	562	13	547	531	22	498
"GA"	2008	"DeKalb County"	"COLUMBIA ELEM"	1505	459	6	449	428	13	411
"GA"	2008	"DeKalb County"	"COLUMBIA MIDDLE"	1674	492	12	480	459	22	428
"GA"	2008	"DeKalb County"	"CORALWOOD"	2700	991	446	522	966	426	496
"GA"	2008	"DeKalb County"	"COVINGTON HWY LIBRARY"	1173	320	3	317	300	6	287
"GA"	2008	"DeKalb County"	"CROSS KEYS HIGH"	1738	805	388	404	776	384	359
"GA"	2008	"DeKalb County"	"CROSSROADS"	2422	570	33	534	551	42	503
"GA"	2008	"DeKalb County"	"DORAVILLE NORTH"	1522	700	313	375	656	273	334
"GA"	2008	"DeKalb County"	"DORAVILLE SOUTH"	1050	526	217	292	505	182	290
"GA"	2008	"DeKalb County"	"DRESDEN ELEM"	2280	927	350	558	895	336	508
"GA"	2008	"DeKalb County"	"DRUID HILLS HIGH"	2550	1205	316	878	1151	316	785
"GA"	2008	"DeKalb County"	"DUNAIRE ELEM"	1621	500	103	392	473	97	356
"GA"	2008	"DeKalb County"	"DUNWOODY"	2447	934	500	423	891	502	360
"GA"	2008	"DeKalb County"	"DUNWOODY HIGH"	1688	722	497	214	709	490	186
"GA"	2008	"DeKalb County"	"DUNWOODY LIBRARY"	2147	947	670	262	929	650	234
"GA"	2008	"DeKalb County"	"EAST LAKE ELEM"	3067	1008	110	885	963	129	799
"GA"	2008	"DeKalb County"	"EASTLAND"	3076	926	101	814	875	112	708
"GA"	2008	"DeKalb County"	"EMBRY HILLS"	1889	830	515	297	816	502	280
"GA"	2008	"DeKalb County"	"EMORY ROAD"	1130	389	84	301	372	82	271
"GA"	2008	"DeKalb County"	"EMORY SOUTH"	2908	1141	390	728	1112	384	673
"GA"	2008	"DeKalb County"	"EPWORTH"	3295	1312	286	994	1281	292	917
"GA"	2008	"DeKalb County"	"EVANSDALE ELEM"	2294	950	457	485	927	419	449
"GA"	2008	"DeKalb County"	"FAIRINGTON ELEM"	3664	991	9	980	930	27	893
"GA"	2008	"DeKalb County"	"FERNBANK ELEM"	2074	913	293	607	895	295	574
"GA"	2008	"DeKalb County"	"FLAKES MILL FIRE STATION"	1474	441	25	416	422	29	382
"GA"	2008	"DeKalb County"	"FLAT ROCK ELEM"	2232	540	20	519	516	24	485
"GA"	2008	"DeKalb County"	"FLAT SHOALS"	2054	559	8	551	519	19	496
"GA"	2008	"DeKalb County"	"FLAT SHOALS ELEM"	1930	600	6	591	558	15	531
"GA"	2008	"DeKalb County"	"FLAT SHOALS LIBRARY"	2001	605	11	593	568	20	544
"GA"	2008	"DeKalb County"	"FLAT SHOALS PARKWAY"	2900	610	12	597	586	32	542
"GA"	2008	"DeKalb County"	"FORREST HILLS ELEM"	1554	627	109	501	606	105	459
"GA"	2008	"DeKalb County"	"FREEDOM MIDDLE"	2486	670	72	592	635	70	555
"GA"	2008	"DeKalb County"	"GEORGETOWN SQUARE"	2678	1086	596	473	1032	574	395
"GA"	2008	"DeKalb County"	"GLENHAVEN"	1347	482	53	425	453	54	389
"GA"	2008	"DeKalb County"	"GLENHAVEN ELEM"	2022	661	26	632	619	31	576
"GA"	2008	"DeKalb County"	"GLENNWOOD"	1726	621	144	457	602	144	417
"GA"	2008	"DeKalb County"	"GRESHAM PARK ELEM"	2562	866	46	811	816	52	739
"GA"	2008	"DeKalb County"	"HAMBRICK ELEM"	2749	774	137	632	729	140	570
"GA"	2008	"DeKalb County"	"HARRIS-MARGARET HARRIS ED"	1860	800	249	535	783	239	493
"GA"	2008	"DeKalb County"	"HARRIS-NARVIE J. HARRIS ELEM"	2957	706	18	688	665	25	628
